40-22301,http://tshop.r10s.jp/outletplaza/cabinet/034/4948872414234.jpg?fitin=700:700,25315.2000,,おもちゃ・ホビー・ゲーム > その他,【新品/在庫あり】プレイステーション4本体 HDD 500GB ジェット・ブラック [CUH-2000AB01],,"<b>配送区分：<font color='FF0000'>Fサイズ</font></b><br><br><br><br>《在庫あり》<br>■タイトル:PlayStation4本体 ジェット・ブラック[CUH-2000AB01]<br>
■発売日:2016年9月15日(木)<br>
■対応機種:PS4<br>
■メーカー希望小売価格:29,980円+税<br>
<br>
新型PS4は、本体各部の構造を見直し、新たに設計・デザインすることにより、初期モデル（CUH-1000シリーズ）および現行モデル（CUH-1200シリーズ）比で30%以上の小型化を実現しました。加えて、初期モデルと現行モデル比でそれぞれ25%と16%の軽量化、34%と28%の消費電力低減を実現しています。
<br>
本体の外観は、前後に傾斜をつけたフォルムを継承しつつも、これまで以上に幅広いユーザーの皆様に親しんでいただけるよう、四方の角に丸みをつけ柔らかい印象に仕上げました。上面中央には、光沢感のあるPSファミリーマークのアクセントを施し、すっきりとしたシンプルなデザインで、様々なご家庭のインテリアにマッチいたします。
<br>
さらに、新型PS4およびPlayStation4Proに加え、これまでに発売した全てのPS4は、超高画質映像体験を提供する次世代テレビの普及を見据え、映像本来の明暗部を再現し色彩豊かな映像を表示するHDR映像技術に対応いたします。対応したテレビをお持ちのユーザーの皆様は、HDR対応のゲームをはじめとした様々なコンテンツの映像を、人の目で見た現実世界に近い、自然かつ鮮やかなコントラストでご覧いただけます。
<br>
PS4主な仕様<br>
型番:CUH-2000シリーズ<br>
メインプロセッサー:Single-chip custom processor<br>
　　　　　　　CPU : x86-64 AMD “Jaguar”, 8 cores<br>
　　　　　　　GPU : 1.84 TFLOPS, AMD Radeon? based graphics engine<br>
　　　　　　メモリ:GDDR5 8GB<br>
　　ハードディスク:500GB<br>
　　　　　外形寸法:約 265mm×39mm×288 mm（幅×高さ×奥行き）（最大突起含まず）<br>
　　　光学ドライブ:BD 6倍速CAV<br>
　　（読み出し専用）DVD 8倍速CAV<br>
　　　　　　入出力:Super-Speed USB（USB 3.1 Gen1）ポート×2<br>
　　　　　　　　　　AUXポート×1<br>
　　　　　　　通信:Ethernet（10BASE-T, 100BASE-TX, 1000BASE-T）×1<br>
　　　　　　　　　　IEEE 802.11 a/b/g/n/ac<br>
　　　　　　　　　　Bluetooth?v4.0<br>
　　　　　　　電源:AC 100-240V, 50/60Hz<br>
　　　　　消費電力:最大165W<br>
　　　動作環境温度:5℃ - 35℃<br>
　　　　　　AV出力:HDMI出力端子（HDR出力対応）<br>
<br>　
【内容物】<br>
「プレイステーション 4」本体 （HDD500GB、本体色：ジェット・ブラック） × 1<br>
ワイヤレスコントローラー （DUALSHOCKR4）× 1<br>
モノラルヘッドセット × 1<br>
電源コード × 1<br>
HDMIケーブル × 1<br>
USBケーブル × 1<br>
<br><hr><br>
<div align=""center"">
<font color=""00BB00""><b>※取寄品の一部はお支払方法を銀行振込のみとさせて頂く場合がございます。</b></font><br>
</div>
<br><hr><br>
<!--
<br>
<img src=""http://image.rakuten.co.jp/outletplaza/cabinet/imgrc0065265575.jpg""><br>
<font size=""2"">商品購入時に延長保証を同時加入頂くことにより、<br>
メーカー保証が終了した後も一定期間メーカー保証と<br>
ほぼ同等の保証サービス（PWJ延長保証規定に準ずる）を受ける事が可能です！<br><font color=""red"" size=""1""><b>
※保証代金は商品金額により異なります。<br>
※一部対象外の商品・メーカーもございますので予めご了承ください。<br>
※詳細は上記バナーよりご確認願います。<br>
</font></font>
<br>
<br><hr><br>
-->",【新品/在庫あり】プレイステーション4本体 HDD 500GB ジェット・ブラック [CUH-2000AB01]： Ｏutlet Ｐlaza,パソコンドライヤーデジカメカー用品デジタルカメラカーナビETCナビゲーション家電オーディオ掃除機レーダー探知機炊飯器DVDジャーHID髭剃りレコーダーシェーバー液晶【新品/在庫あり】プレイステーション4本体 HDD 500GB ジェット・ブラック [CUH-2000AB01],【新品/在庫あり】プレイステーション4本体 HDD 500GB ジェット・ブラック [CUH-2000AB01][rn]
40-22302,http://tshop.r10s.jp/outletplaza/cabinet/330/4948872414050.jpg?fitin=700:700,17710.4000,,おもちゃ・ホビー・ゲーム > その他,【新品/在庫あり】PlayStation Vita本体 Wi-Fiモデル アクア・ブルー[PCH-2000ZA23],,"<b>配送区分：<font color='FF0000'>Fサイズ</font></b><br><br><br><br>《在庫あり》<br>■タイトル:PlayStation Vita本体 Wi-Fiモデル アクア・ブルー[PCH-2000ZA23] <br>
■発売日:2015年9月17日(木)<br>
■対応機種:PlayStation Vita<br>
■メーカー希望小売価格:18,980円+税<br>
<br>
【本体仕様】<br>
　外形寸法約: 183.6 x 85.1 x 15.0 mm （横幅×縦幅×厚さ）<br>
　質量約: 219g<br>
　CPU　:ARM? Cortex?-A9 core (4core)<br>
　GPU　:IMG SGX543MP4+<br>
　スクリーン:　5 インチ(16:9）、960×544、 液晶ディスプレイ、マルチタッチスクリーン<br>
　背面タッチパッド:　マルチタッチパッド<br>
　カメラ:　前?カメラ、背?カメラ<br>
　　　　　フレームレート : 120fps@320x240(QVGA), 60fps@640x480(VGA)<br>
　　　　　解像度 : 最?640x480(VGA)<br>
　サウンド:　ステレオスピーカー内蔵、マイク内蔵<br>
　センサー:　6 軸検出システム（3 軸ジャイロ・3 軸加速度）、3 軸電?コンパス機能<br>
　ロケーション:　Wi-Fi ロケーションサービス対応<br>
　キー・スイッチ類:　PS ボタン<br>
　　　　　　　　　　電源ボタン<br>
　　　　　　　　　　?向キー（上下左右）<br>
　　　　　　　　　　アクションボタン（△、○、×、□ボタン）<br>
　　　　　　　　　　L ボタン、R ボタン<br>
　　　　　　　　　　右スティック、左スティック<br>
　　　　　　　　　　START ボタン、SELECT ボタン<br>
　　　　　　　　　　音量＋ボタン、音量－ボタン<br>
　インジケータ類:　POWER ランプ、お知らせランプ<br>
　ワイヤレス通信機能:　IEEE 802.11b/g/n（n=1x1）準拠（Wi-Fi）（インフラストラクチャーモード/アドホクモード）<br>
　　　　　　　　　　　Bluetooth? 2.1+EDR 準拠（A2DP、AVRCP、HSP 対応）<br>
　主な端子:　PlayStation?Vita カードスロット<br>
　　　　　　メモリーカードスロット<br>
　　　　　　マイクロUSB 端子（タイプB）（USB データ通信/本体電源入力）<br>
　　　　　　ヘッドホン/マイク端子（ステレオミニジャック）（音声入出力[ステレオ出力/モノラル入力]）<br>
　内蔵メモリーカード:　約1GB<br>
　電源:　内蔵リチウムイオンバッテリー（ユーザー交換不可）<br>
　　　外部AC アダプター（Battery Charging Spec 1.1 準拠 Dedicated Charger）<br>
　バッテリー継続時間: ゲームプレイ時： 約4-6 時間、 動画再生：約7 時間、 音楽再生：約12 時間<br>
【内容物】<br>
 　PlayStation Vita（PCH-2000シリーズ） Wi-Fiモデル 本体 × 1<br>
　 USBケーブル × 1<br>
　 ACアダプター × 1<br>
 　電源コード × 1<br>
 　印刷物 × 1式<br><hr><br>
<div align=""center"">
<font color=""00BB00""><b>※取寄品の一部はお支払方法を銀行振込のみとさせて頂く場合がございます。</b></font><br>
</div>
<br><hr><br>
<!--
<br>
<img src=""http://image.rakuten.co.jp/outletplaza/cabinet/imgrc0065265575.jpg""><br>
<font size=""2"">商品購入時に延長保証を同時加入頂くことにより、<br>
メーカー保証が終了した後も一定期間メーカー保証と<br>
ほぼ同等の保証サービス（PWJ延長保証規定に準ずる）を受ける事が可能です！<br><font color=""red"" size=""1""><b>
※保証代金は商品金額により異なります。<br>
※一部対象外の商品・メーカーもございますので予めご了承ください。<br>
※詳細は上記バナーよりご確認願います。<br>
</font></font>
<br>
<br><hr><br>
-->",【新品/在庫あり】PlayStation Vita本体 Wi-Fiモデル アクア・ブルー[PCH-2000ZA23]： Ｏutlet Ｐlaza,パソコンドライヤーデジカメカー用品デジタルカメラカーナビETCナビゲーション家電オーディオ掃除機レーダー探知機炊飯器DVDジャーHID髭剃りレコーダーシェーバー液晶【新品/在庫あり】PlayStation Vita本体 Wi-Fiモデル アクア・ブルー[PCH-2000ZA23],【新品/在庫あり】PlayStation Vita本体 Wi-Fiモデル アクア・ブルー[PCH-2000ZA23][rn]
40-22303,http://tshop.r10s.jp/outletplaza/cabinet/313/4902370535709.jpg?fitin=700:700,39191.2000,,おもちゃ・ホビー・ゲーム > その他,【新品/取寄品】Nintendo Switch本体JOY-Con(L)/(R)グレー　[HAC-S-KAAAA],,"<b>配送区分：<font color='FF0000'>SSサイズ</font></b><br><br><br><br><font color=""#0000FF""><b>こちらの商品はお取り寄せの商品となり、通常、土日祝を除く2～4日営業日前後での発送予定となります。（詳細納期はご注文後にメールにてご案内致します。）</b></font>
<br>
<font color=""#FF0000"" size=""2"">※発注手配の可否をメールにてご確認させて頂く場合がございます。必ず当店からご案内するメールをご確認ください。 ※商品の手配ができない場合や、発注手配可否の確認が取れない場合には誠に申し訳ございませんがキャンセルとさせていただきます。</font><br><br>
■タイトル:Nintendo Switch本体JOY-Con(L)/(R)グレー[HAC-S-KAAAA]<br>
■発売日:2017年3月3日(金)<br>
■対応機種:Nintendo Switch<br>
■メーカー希望小売価格:29,980円+税<br>
<br>
家庭用テレビゲーム機でありながら、重さ約300gの本体に6．2インチ液晶画面を装備した持ち運べるテレビゲーム機『Nintendo Switch』登場！
<br>
■ テレビから離れても、テレビゲーム機と同じ体験を<br>
プレイする時間がないと思ってあきらめたゲームはありませんか？
シーンにあわせてカタチを変えるゲーム機「Nintendo Switch」は、忙しい毎日のなかでも気になるゲームが遊べます。
プレイヤーがゲーム機にあわせるのではなく、ゲーム機がプレイヤーの生活にあわせる時代へ。
いつでも、どこでも、気の向くまま、自由なプレイスタイルでゲームをお楽しみください。
<br>
■ 3つのプレイモード<br>
・TVモード：大画面テレビで、みんなでワイワイ盛り上がる
テレビにつないで、子どもから大人までみんなで一緒に楽しめるので、友だち同士の集まりやホームパーティなどに最適です。
<br>
・テーブルモード：画面をシェアすれば、距離も縮まる
本体のスタンドを立てれば、テレビのない場所でも「Joy-Con」を分け合い、画面をシェアして、すぐに対戦や協力プレイで盛り上がれます。
<br>
・携帯モード：大きく美しいディスプレイを持ち歩く
手のなかで、テレビ画面と同じゲーム体験が広がります。携帯ゲーム機の常識を超えた、手応えのあるゲームがいつでもどこでも楽しめます。
<br>
■ 本体着脱式コントローラー“Joy-Con”<br>
「Nintendo Switch」には、左右一対のコントローラー「Joy-Con（ジョイコン）」が付いています。
左右の「Joy-Con」をグリップに取り付ければ、一般的な形状のコントローラーになり、グリップから取りはずせば、それぞれが独立した「2つ」のコントローラーになります。
片方の「Joy-Con」を相手に手渡して“おすそわけ”することで、どこでも対戦や協力プレイをはじめられます。
タテ持ち、ヨコ持ちのほか、左右の手にひとつずつ握って操作する、2本持ちのプレイスタイルも。
<br>
■ ローカル通信<br>
8台までつながるマルチプレイが可能。
「Nintendo Switch」を持ち寄れば、最大8台までローカル通信でつながって、対戦や協力などマルチプレイが楽しめます。
<br>
■ インターネット通信<br>
「Nintendo Switch」向けオンラインサービス（有料※）に加入すれば、遠く離れた友だちや世界中のプレイヤーとも、対戦・協力プレイができます。
スマートフォン向け専用アプリと連動させて、フレンドと待ち合わせをしたり、ボイスチャットをしながらのプレイも。
<br>
【セット内容】<br>
・Nintendo Switch本体：1台<br>
・Joy-Con(L) グレー：1個<br>
・Joy-Con(R) グレー：1個<br>
・Nintendo SwitchACアダプター：1個<br>
・Nintendo Switchドック：1個<br>
・Joy-Conグリップ：1個<br>
・Joy-Conストラップ ブラック：2個<br>
・HDMIケーブル：1個<br>
<br><hr><br>
<div align=""center"">
<font color=""00BB00""><b>※取寄品の一部はお支払方法を銀行振込のみとさせて頂く場合がございます。</b></font><br>
</div>
<br><hr><br>
<!--
<br>
<img src=""http://image.rakuten.co.jp/outletplaza/cabinet/imgrc0065265575.jpg""><br>
<font size=""2"">商品購入時に延長保証を同時加入頂くことにより、<br>
メーカー保証が終了した後も一定期間メーカー保証と<br>
ほぼ同等の保証サービス（PWJ延長保証規定に準ずる）を受ける事が可能です！<br><font color=""red"" size=""1""><b>
※保証代金は商品金額により異なります。<br>
※一部対象外の商品・メーカーもございますので予めご了承ください。<br>
※詳細は上記バナーよりご確認願います。<br>
</font></font>
<br>
<br><hr><br>
-->",【新品/取寄品】Nintendo Switch本体JOY-Con(L)/(R)グレー　[HAC-S-KAAAA]： Ｏutlet Ｐlaza,パソコンドライヤーデジカメカー用品デジタルカメラカーナビETCナビゲーション家電オーディオ掃除機レーダー探知機炊飯器DVDジャーHID髭剃りレコーダーシェーバー液晶【新品/取寄品】Nintendo Switch本体JOY-Con(L)/(R)グレー　[HAC-S-KAAAA],【新品/取寄品】Nintendo Switch本体JOY-Con(L)/(R)グレー　[HAC-S-KAAAA][rn]
40-22304,http://tshop.r10s.jp/outletplaza/cabinet/259/4948872414319.jpg?fitin=700:700,17262.4000,,おもちゃ・ホビー・ゲーム > その他,【新品/取寄品】PlayStation Vita本体 Wi-Fiモデル レッド [PCH-2000ZA26],,"<b>配送区分：<font color='FF0000'>SSサイズ</font></b><br><br><br><br><font color=""#0000FF""><b>こちらの商品はお取り寄せの商品となり、通常、土日祝を除く2～4日営業日前後での発送予定となります。（詳細納期はご注文後にメールにてご案内致します。）</b></font>
<br>
<font color=""#FF0000"" size=""2"">※発注手配の可否をメールにてご確認させて頂く場合がございます。必ず当店からご案内するメールをご確認ください。 ※商品の手配ができない場合や、発注手配可否の確認が取れない場合には誠に申し訳ございませんがキャンセルとさせていただきます。</font><br>■タイトル:PlayStation Vita本体 Wi-Fiモデル レッド[PCH-2000ZA26]<br>
■発売日:2016年12月1日(木)<br>
■対応機種:PS Vita<br>
■メーカー希望小売価格:18,980円+税<br>
<br>
【本体仕様】<br>
　外形寸法約: 183.6 x 85.1 x 15.0 mm （横幅×縦幅×厚さ）<br>
　質量約: 219g<br>
　CPU　:ARM Cortex?-A9 core (4core)<br>
　GPU　:IMG SGX543MP4+<br>
　スクリーン:　5 インチ(16:9）、960×544、 液晶ディスプレイ、マルチタッチスクリーン<br>
　背面タッチパッド:　マルチタッチパッド<br>
　カメラ:　前?カメラ、背?カメラ<br>
　　　　　フレームレート : 120fps@320x240(QVGA), 60fps@640x480(VGA)<br>
　　　　　解像度 : 最?640x480(VGA)<br>
　サウンド:　ステレオスピーカー内蔵、マイク内蔵<br>
　センサー:　6 軸検出システム（3 軸ジャイロ・3 軸加速度）、3 軸電?コンパス機能<br>
　ロケーション:　Wi-Fi ロケーションサービス対応<br>
　キー・スイッチ類:　PS ボタン<br>
　　　　　　　　　　電源ボタン<br>
　　　　　　　　　　?向キー（上下左右）<br>
　　　　　　　　　　アクションボタン（△、○、×、□ボタン）<br>
　　　　　　　　　　L ボタン、R ボタン<br>
　　　　　　　　　　右スティック、左スティック<br>
　　　　　　　　　　START ボタン、SELECT ボタン<br>
　　　　　　　　　　音量＋ボタン、音量－ボタン<br>
　インジケータ類:　POWER ランプ、お知らせランプ<br>
　ワイヤレス通信機能:　IEEE 802.11b/g/n（n=1x1）準拠（Wi-Fi）（インフラストラクチャーモード/アドホクモード）<br>
　　　　　　　　　　　Bluetooth? 2.1+EDR 準拠（A2DP、AVRCP、HSP 対応）<br>
　主な端子:　PlayStationVita カードスロット<br>
　　　　　　メモリーカードスロット<br>
　　　　　　マイクロUSB 端子（タイプB）（USB データ通信/本体電源入力）<br>
　　　　　　ヘッドホン/マイク端子（ステレオミニジャック）（音声入出力[ステレオ出力/モノラル入力]）<br>
　内蔵メモリーカード:　約1GB<br>
　電源:　内蔵リチウムイオンバッテリー（ユーザー交換不可）<br>
　　　外部AC アダプター（Battery Charging Spec 1.1 準拠 Dedicated Charger）<br>
　バッテリー継続時間: ゲームプレイ時： 約4-6 時間、 動画再生：約7 時間、 音楽再生：約12 時間<br>
【内容物】<br>
 　PlayStation Vita（PCH-2000シリーズ） Wi-Fiモデル 本体 × 1<br>
　 USBケーブル × 1<br>
　 ACアダプター × 1<br>
 　電源コード × 1<br>
 　印刷物 × 1式<br><hr><br>
<div align=""center"">
<font color=""00BB00""><b>※取寄品の一部はお支払方法を銀行振込のみとさせて頂く場合がございます。</b></font><br>
</div>
<br><hr><br>
<!--
<br>
<img src=""http://image.rakuten.co.jp/outletplaza/cabinet/imgrc0065265575.jpg""><br>
<font size=""2"">商品購入時に延長保証を同時加入頂くことにより、<br>
メーカー保証が終了した後も一定期間メーカー保証と<br>
ほぼ同等の保証サービス（PWJ延長保証規定に準ずる）を受ける事が可能です！<br><font color=""red"" size=""1""><b>
※保証代金は商品金額により異なります。<br>
※一部対象外の商品・メーカーもございますので予めご了承ください。<br>
※詳細は上記バナーよりご確認願います。<br>
</font></font>
<br>
<br><hr><br>
-->",【新品/取寄品】PlayStation Vita本体 Wi-Fiモデル レッド [PCH-2000ZA26]： Ｏutlet Ｐlaza,パソコンドライヤーデジカメカー用品デジタルカメラカーナビETCナビゲーション家電オーディオ掃除機レーダー探知機炊飯器DVDジャーHID髭剃りレコーダーシェーバー液晶【新品/取寄品】PlayStation Vita本体 Wi-Fiモデル レッド [PCH-2000ZA26],【新品/取寄品】PlayStation Vita本体 Wi-Fiモデル レッド [PCH-2000ZA26][rn]
40-22305,http://tshop.r10s.jp/outletplaza/cabinet/283/4902370533965.jpg?fitin=700:700,9400.0000,,おもちゃ・ホビー・ゲーム > その他,【新品/取寄品】ニンテンドー2DS本体　レッド [FTR-S-RCAA],,"<b>配送区分：<font color='FF0000'>SSサイズ</font></b><br><br><br><br><font color=""#0000FF""><b>こちらの商品はお取り寄せの商品となり、通常、土日祝を除く2～4日営業日前後での発送予定となります。（詳細納期はご注文後にメールにてご案内致します。）</b></font>
<br>
<font color=""#FF0000"" size=""2"">※発注手配の可否をメールにてご確認させて頂く場合がございます。必ず当店からご案内するメールをご確認ください。 ※商品の手配ができない場合や、発注手配可否の確認が取れない場合には誠に申し訳ございませんがキャンセルとさせていただきます。</font><br>■タイトル:ニンテンドー2DS本体　レッド [FTR-S-RCAA]<br>
■発売日:2016年9月15日(木)<br>
■対応機種:Nintendo 3DS<br>
■メーカー希望小売価格:9,800円+税<br>
<br>
【セット内容】<br>
　・ニンテンドー2DS本体：1台<br>
　・Newニンテンドー3DS ACアダプター：1個<br>
　・専用タッチペン：1本（※）<br>
　・SDHCメモリーカード4GB：1個（※）<br>
　・ARカード：6枚<br>
　・かんたんスタートガイド・取扱説明書・保証書：各1冊<br>
　※本体に取り付け済み <br>
<br><hr><br>
<div align=""center"">
<font color=""00BB00""><b>※取寄品の一部はお支払方法を銀行振込のみとさせて頂く場合がございます。</b></font><br>
</div>
<br><hr><br>
<!--
<br>
<img src=""http://image.rakuten.co.jp/outletplaza/cabinet/imgrc0065265575.jpg""><br>
<font size=""2"">商品購入時に延長保証を同時加入頂くことにより、<br>
メーカー保証が終了した後も一定期間メーカー保証と<br>
ほぼ同等の保証サービス（PWJ延長保証規定に準ずる）を受ける事が可能です！<br><font color=""red"" size=""1""><b>
※保証代金は商品金額により異なります。<br>
※一部対象外の商品・メーカーもございますので予めご了承ください。<br>
※詳細は上記バナーよりご確認願います。<br>
</font></font>
<br>
<br><hr><br>
-->",【新品/取寄品】ニンテンドー2DS本体　レッド [FTR-S-RCAA]： Ｏutlet Ｐlaza,パソコンドライヤーデジカメカー用品デジタルカメラカーナビETCナビゲーション家電オーディオ掃除機レーダー探知機炊飯器DVDジャーHID髭剃りレコーダーシェーバー液晶【新品/取寄品】ニンテンドー2DS本体　レッド [FTR-S-RCAA],【新品/取寄品】ニンテンドー2DS本体　レッド [FTR-S-RCAA][rn]
40-22306,http://tshop.r10s.jp/outletplaza/cabinet/250/4902370529883.jpg?fitin=700:700,17542.4000,,おもちゃ・ホビー・ゲーム > その他,【新品/在庫あり】Newニンテンドー3DS LL本体 メタリックレッド  [RED-S-RAAA],,"<b>配送区分：<font color='FF0000'>SSサイズ</font></b><br><br><br><br>《在庫あり》<br>■タイトル:New ニンテンドー3DS LL本体メタリックレッド  [RED-S-RAAA] <br>
■発売日:2015年8月27日(木)<br>
■メーカー希望小売価格:18,800円+税<br>
<br>
ニンテンドー3DSシリーズに“新しい”仲間が加わります。
<br>
● 快適な3D体験 3Dブレ防止機能<br>
本体の内側カメラで顔を認識する3Dブレ防止機能により、プレイ中に本体や顔が動いても
3D映像が安定して見えるように自動で調整を行います。
いつでも最適な3D映像でゲームをお楽しみいただけます。
<br>
● 操作の幅が広がる Cスティック<br>
ABXYボタンの左上に新しく追加された「Cスティック」。
微妙な力の加えかたで繊細な操作ができます。
背面には「ZRボタン」「ZLボタン」の2つのボタンを追加。
別売の「拡張スライドパッド」で実現していた操作が本体に内蔵され、さまざまなゲームでプレイスタイルの幅が広がります。
<br>
● amiibo 対応ソフトが使える NFC機能<br>
さわって、ながめて楽しむだけではなく、NFC（近距離無線通信）を利用し、対応ソフトと連動して遊べるフィギュア「amiibo」。
Newニンテンドー3DS／3DS LLでは、下画面にNFCの読み書きができるエリアがあるので、
今後発売を予定しているさまざまなamiiboやその対応ソフトで楽しむことができます。
<br>
【セット内容】<br>
・Newニンテンドー3DS LL本体 1台<br>
・専用タッチペン 1本<br>
・microSDHCメモリーカード（4GB）1個<br>
・ARカード 6枚<br>
・かんたんスタートガイド<br>
・取扱説明書<br>
・保証書<br>

※ACアダプタは別売です。本品を使用するには、充電するためのACアダプターが必要です。<br>
<br><hr><br>
<div align=""center"">
<font color=""00BB00""><b>※取寄品の一部はお支払方法を銀行振込のみとさせて頂く場合がございます。</b></font><br>
</div>
<br><hr><br>
<!--
<br>
<img src=""http://image.rakuten.co.jp/outletplaza/cabinet/imgrc0065265575.jpg""><br>
<font size=""2"">商品購入時に延長保証を同時加入頂くことにより、<br>
メーカー保証が終了した後も一定期間メーカー保証と<br>
ほぼ同等の保証サービス（PWJ延長保証規定に準ずる）を受ける事が可能です！<br><font color=""red"" size=""1""><b>
※保証代金は商品金額により異なります。<br>
※一部対象外の商品・メーカーもございますので予めご了承ください。<br>
※詳細は上記バナーよりご確認願います。<br>
</font></font>
<br>
<br><hr><br>
-->",【新品/在庫あり】Newニンテンドー3DS LL本体 メタリックレッド  [RED-S-RAAA]： Ｏutlet Ｐlaza,パソコンドライヤーデジカメカー用品デジタルカメラカーナビETCナビゲーション家電オーディオ掃除機レーダー探知機炊飯器DVDジャーHID髭剃りレコーダーシェーバー液晶【新品/在庫あり】Newニンテンドー3DS LL本体 メタリックレッド  [RED-S-RAAA],【新品/在庫あり】Newニンテンドー3DS LL本体 メタリックレッド  [RED-S-RAAA][rn]
40-22307,http://tshop.r10s.jp/outletplaza/cabinet/258/4948872414326.jpg?fitin=700:700,15769.6000,,おもちゃ・ホビー・ゲーム > その他,【新品/取寄品】PlayStation Vita本体 Wi-Fiモデル シルバー [PCH-2000ZA25],,"<b>配送区分：<font color='FF0000'>SSサイズ</font></b><br><br><br><br><font color=""#0000FF""><b>こちらの商品はお取り寄せの商品となり、通常、土日祝を除く2～4日営業日前後での発送予定となります。（詳細納期はご注文後にメールにてご案内致します。）</b></font>
<br>
<font color=""#FF0000"" size=""2"">※発注手配の可否をメールにてご確認させて頂く場合がございます。必ず当店からご案内するメールをご確認ください。 ※商品の手配ができない場合や、発注手配可否の確認が取れない場合には誠に申し訳ございませんがキャンセルとさせていただきます。</font><br>■タイトル:PlayStation Vita本体 Wi-Fiモデル シルバー [PCH-2000ZA25]<br>
■発売日:2016年12月1日(木)<br>
■対応機種:PS Vita<br>
■メーカー希望小売価格:18,980円+税<br>
<br>
【本体仕様】<br>
　外形寸法約: 183.6 x 85.1 x 15.0 mm （横幅×縦幅×厚さ）<br>
　質量約: 219g<br>
　CPU　:ARM? Cortex?-A9 core (4core)<br>
　GPU　:IMG SGX543MP4+<br>
　スクリーン:　5 インチ(16:9）、960×544、 液晶ディスプレイ、マルチタッチスクリーン<br>
　背面タッチパッド:　マルチタッチパッド<br>
　カメラ:　前?カメラ、背?カメラ<br>
　　　　　フレームレート : 120fps@320x240(QVGA), 60fps@640x480(VGA)<br>
　　　　　解像度 : 最?640x480(VGA)<br>
　サウンド:　ステレオスピーカー内蔵、マイク内蔵<br>
　センサー:　6 軸検出システム（3 軸ジャイロ・3 軸加速度）、3 軸電?コンパス機能<br>
　ロケーション:　Wi-Fi ロケーションサービス対応<br>
　キー・スイッチ類:　PS ボタン<br>
　　　　　　　　　　電源ボタン<br>
　　　　　　　　　　?向キー（上下左右）<br>
　　　　　　　　　　アクションボタン（△、○、×、□ボタン）<br>
　　　　　　　　　　L ボタン、R ボタン<br>
　　　　　　　　　　右スティック、左スティック<br>
　　　　　　　　　　START ボタン、SELECT ボタン<br>
　　　　　　　　　　音量＋ボタン、音量－ボタン<br>
　インジケータ類:　POWER ランプ、お知らせランプ<br>
　ワイヤレス通信機能:　IEEE 802.11b/g/n（n=1x1）準拠（Wi-Fi）（インフラストラクチャーモード/アドホクモード）<br>
　　　　　　　　　　　Bluetooth? 2.1+EDR 準拠（A2DP、AVRCP、HSP 対応）<br>
　主な端子:　PlayStation?Vita カードスロット<br>
　　　　　　メモリーカードスロット<br>
　　　　　　マイクロUSB 端子（タイプB）（USB データ通信/本体電源入力）<br>
　　　　　　ヘッドホン/マイク端子（ステレオミニジャック）（音声入出力[ステレオ出力/モノラル入力]）<br>
　内蔵メモリーカード:　約1GB<br>
　電源:　内蔵リチウムイオンバッテリー（ユーザー交換不可）<br>
　　　外部AC アダプター（Battery Charging Spec 1.1 準拠 Dedicated Charger）<br>
　バッテリー継続時間: ゲームプレイ時： 約4-6 時間、 動画再生：約7 時間、 音楽再生：約12 時間<br>
【内容物】<br>
 　PlayStation Vita（PCH-2000シリーズ） Wi-Fiモデル 本体 × 1<br>
　 USBケーブル × 1<br>
　 ACアダプター × 1<br>
 　電源コード × 1<br>
 　印刷物 × 1式<br><hr><br>
<div align=""center"">
<font color=""00BB00""><b>※取寄品の一部はお支払方法を銀行振込のみとさせて頂く場合がございます。</b></font><br>
</div>
<br><hr><br>
<!--
<br>
<img src=""http://image.rakuten.co.jp/outletplaza/cabinet/imgrc0065265575.jpg""><br>
<font size=""2"">商品購入時に延長保証を同時加入頂くことにより、<br>
メーカー保証が終了した後も一定期間メーカー保証と<br>
ほぼ同等の保証サービス（PWJ延長保証規定に準ずる）を受ける事が可能です！<br><font color=""red"" size=""1""><b>
※保証代金は商品金額により異なります。<br>
※一部対象外の商品・メーカーもございますので予めご了承ください。<br>
※詳細は上記バナーよりご確認願います。<br>
</font></font>
<br>
<br><hr><br>
-->",【新品/取寄品】PlayStation Vita本体 Wi-Fiモデル シルバー [PCH-2000ZA25]： Ｏutlet Ｐlaza,パソコンドライヤーデジカメカー用品デジタルカメラカーナビETCナビゲーション家電オーディオ掃除機レーダー探知機炊飯器DVDジャーHID髭剃りレコーダーシェーバー液晶【新品/取寄品】PlayStation Vita本体 Wi-Fiモデル シルバー [PCH-2000ZA25],【新品/取寄品】PlayStation Vita本体 Wi-Fiモデル シルバー [PCH-2000ZA25][rn]
