15-111701,http://tshop.r10s.jp/heirloom-tomato-farm/cabinet/plants/sweet_pea/sweet_pea_blue_shift.jpg?fitin=700:700,345.6000,,花・ガーデン・DIY > ガーデニング・農業 > 苗物 > 花の苗物,Sweet Pea Spencer Blue Shift=Duchy of Cambridge スイート・ピー（スイートピー）・ブルー・シフト（スペンサー・グループ）・1苗,,"Sweet Pea Spencer Blue Shift = Duchy of Cambridge<br>
スイート・ピー（スイートピー）・ブルー・シフト（スペンサー・グループ）<br>
【マメ科／耐寒性一年草】<hr>
◆Keith Hammettによって作出された。ガーデンでも切り花として花瓶に生けてもリッチ・パープルからディープ・ブルーにシフトする。別名『Duchy of Cambridge』『Mother of Pearl』としても販売されている。素晴らしい芳香性があり香りも楽しめる。1ステムに3～4花着ける。イングリッシュ＆コテージガーデンに似合う。クライミング（ツル性）品種でトレリス、フェンス、ウオール等に利用出来る。切り花やアレンジメントはもちろんガーデンにも利用でき人気です。<hr>
◆草丈：180cm◆開花時期：3～5月<br>
◆栽培適地：腐葉分が多い良く耕した排水の良い日向を好みます。<br>
◆お届けは：7.5cmスリットポット1苗。<br>
◆自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。",Sweet Pea Spencer Blue Shift=Duchy of Cambridge スイート・ピー（スイートピー）・ブルー・シフト（スペンサー・グループ）・1苗：エアルームトマトファーム,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トマトタネ、トマト苗エアルームトマトインディゴローズエアルーム・ベジタブルAsparagus・アスパラガスRhubarb・ルバーブArtichoke・アーチチョークSquash・スクワッシュ（カボチャ・パンプキン・ズッキーニ）Sweet Pea・スイート・ピーDelphinium・デルフィニウムブルートマトエアルームトマト＆ベジタブル専門ナーセリー＆ファーム固定種在来種Sweet Pea Spencer Blue Shift=Duchy of Cambridge スイート・ピー（スイートピー）・ブルー・シフト（スペンサー・グループ）・1苗,AGM受賞品種を含む初のスイート・ピーコレクション。Sweet Pea Spencer Blue Shift=Duchy of Cambridge スイート・ピー（スイートピー）・ブルー・シフト（スペンサー・グループ）・1苗[rn]
15-111702,http://tshop.r10s.jp/heirloom-tomato-farm/cabinet/plants/sweet_pea/sp_sir_jimmy_shand.jpg?fitin=700:700,345.6000,,花・ガーデン・DIY > ガーデニング・農業 > 苗物 > 花の苗物,Sweet Pea Spencer Sir Jimmy Shand スイート・ピー（スイートピー）・サー・ジミー・シャンド（スペンサー・グループ）・1苗,,"Sweet Pea Spencer Sir Jimmy Shand<br>
スイート・ピー（スイートピー）・サー・ジミー・シャンド（スペンサー・グループ）<br>【マメ科／耐寒性一年草】<hr>
◆ 2008年にBobby Chisholmによって作出されKertonによって紹介された。ホワイトベースにモーブカラーのストライプであります。素晴らしい芳香性があり香りも楽しめる。1ステムに3～4花着ける。イングリッシュ＆コテージガーデンに似合う。クライミング（ツル性）品種でトレリス、フェンス、ウオール等に利用出来る。切り花やアレンジメントはもちろんガーデンにも利用でき人気です。<hr>
◆草丈：180cm◆開花時期：3～5月<br>
◆栽培適地：腐葉分が多い良く耕した排水の良い日向を好みます。<br>
◆お届けは：7.5cmスリットポット1苗。<br>
◆自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。<br><br>
◆大切なご案内：<hr>
・弊社の商品販売は日本国内の一般のお客様が趣味の範囲でご利用頂く為のものです。<br>
・許諾無きいかなる営利利用もお断り致します。<br>
・発送後であっても上記が遵守されていない場合は商品の返却（商品＆返却全費用はお客様負担）を行って頂きます。<br>
・ご注文は上記を確認・承諾されたものとし受注、販売されます。<br><br>
◆商品＆販売についてのご案内： <hr>
・苗、種子、球根は発送方法、場所、時期が異なり別発送です。必ずそれぞれ別々のご注文を行って下さい。<br>
・種子のみのご注文は原則ヤマト宅急便メール便（保証一切無し・調査はお客様）。保証希望の場合は、必ずご注文30分以内にメールでご連絡・ご確認下さい。有償のゆうパックへ変更可能です。<br>
・ヤマト宅急便メール便は一切の保証がありません。万が一お届けされなくても弊社による調査、再送、返金は行われません。お客様ご自身での調査となります。
・種子の不備や不足はお届け48時間以内にメールでご連絡下さい。<br>
・苗、球根発送は全て宅急便（ゆうパック）となります。<br>
・苗、球根は必ずお届け当日に内容をご確認下さい。当日開封しなければ必ず傷みます。<br>
・苗、球根は当日（お届け24時間以内）の不備や不足に対してのみ返品・交換・再送に応じます。<br>
・『数日経って開封したら腐っていた。変色していた。』はクレームや補償の対象外です。<br>
・苗、球根の表示される送料は60cmまたは80cmサイズで暫定的な物です。<br>
・正確な送料は発送準備時に確定し、クレジットカードによる決済や、発送ご案内でお知らせ致します。<br>
・原則別々のご注文を同梱することは出来ません。<br>
・複数の品種ご注文の送料負担を減らすには出来るだけ一回のご注文としてご注文下さい。<br>
・商品は同時に自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。<br>
・ご不明の点はご注文前にお気軽にお尋ね下さい。",Sweet Pea Spencer Sir Jimmy Shand スイート・ピー（スイートピー）・サー・ジミー・シャンド（スペンサー・グループ）・1苗：エアルームトマトファーム,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トマトタネ、トマト苗エアルームトマトインディゴローズエアルーム・ベジタブルAsparagus・アスパラガスRhubarb・ルバーブArtichoke・アーチチョークSquash・スクワッシュ（カボチャ・パンプキン・ズッキーニ）Sweet Pea・スイート・ピーDelphinium・デルフィニウムブルートマトエアルームトマト＆ベジタブル専門ナーセリー＆ファーム固定種在来種Sweet Pea Spencer Sir Jimmy Shand スイート・ピー（スイートピー）・サー・ジミー・シャンド（スペンサー・グループ）・1苗,AGM受賞品種を含む初のスイート・ピーコレクション。Sweet Pea Spencer Sir Jimmy Shand スイート・ピー（スイートピー）・サー・ジミー・シャンド（スペンサー・グループ）・1苗[rn]
15-111703,http://tshop.r10s.jp/heirloom-tomato-farm/cabinet/plants/sweet_pea/sweet_pea_earl_grey2.jpg?fitin=700:700,345.6000,,花・ガーデン・DIY > ガーデニング・農業 > 苗物 > 花の苗物,Sweet Pea Spencer Earl Grey スイート・ピー（スイートピー）・アール・グレイ（スペンサー・グループ）・1苗,,"Sweet Pea Spencer Earl Grey<br>
スイート・ピー（スイートピー）・アール・グレイ（スペンサー・グループ）<br>
【マメ科／耐寒性一年草】<hr>
◆Keith Hammett.によって作出され2014年に英国のRoger Parsonsによって紹介された最初のホワイトのバックグラウンドにマルーンとダーク・ブルーのバイカラー（複色）フレーク品種。素晴らしい芳香性があり香りも楽しめる。1ステムに3～4花着ける。イングリッシュ＆コテージガーデンに似合う。クライミング（ツル性）品種でトレリス、フェンス、ウオール等に利用出来る。切り花やアレンジメントはもちろんガーデンにも利用でき人気です。<hr>
◆草丈：180cm◆開花時期：3～5月<br>
◆栽培適地：腐葉分が多い良く耕した排水の良い日向を好みます。<br>
◆お届けは：7.5cmスリットポット1苗。<br>
◆自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。<br><br>
◆大切なご案内：<hr>
・弊社の商品販売は日本国内の一般のお客様が趣味の範囲でご利用頂く為のものです。<br>
・許諾無きいかなる営利利用もお断り致します。<br>
・発送後であっても上記が遵守されていない場合は商品の返却（商品＆返却全費用はお客様負担）を行って頂きます。<br>
・ご注文は上記を確認・承諾されたものとし受注、販売されます。<br><br>
◆商品＆販売についてのご案内： <hr>
・苗、種子、球根は発送方法、場所、時期が異なり別発送です。必ずそれぞれ別々のご注文を行って下さい。<br>
・種子のみのご注文は原則ヤマト宅急便メール便（保証一切無し・調査はお客様）。保証希望の場合は、必ずご注文30分以内にメールでご連絡・ご確認下さい。有償のゆうパックへ変更可能です。<br>
・ヤマト宅急便メール便は一切の保証がありません。万が一お届けされなくても弊社による調査、再送、返金は行われません。お客様ご自身での調査となります。
・種子の不備や不足はお届け48時間以内にメールでご連絡下さい。<br>
・苗、球根発送は全て宅急便（ゆうパック）となります。<br>
・苗、球根は必ずお届け当日に内容をご確認下さい。当日開封しなければ必ず傷みます。<br>
・苗、球根は当日（お届け24時間以内）の不備や不足に対してのみ返品・交換・再送に応じます。<br>
・『数日経って開封したら腐っていた。変色していた。』はクレームや補償の対象外です。<br>
・苗、球根の表示される送料は60cmまたは80cmサイズで暫定的な物です。<br>
・正確な送料は発送準備時に確定し、クレジットカードによる決済や、発送ご案内でお知らせ致します。<br>
・原則別々のご注文を同梱することは出来ません。<br>
・複数の品種ご注文の送料負担を減らすには出来るだけ一回のご注文としてご注文下さい。<br>
・商品は同時に自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。<br>
・ご不明の点はご注文前にお気軽にお尋ね下さい。",Sweet Pea Spencer Earl Grey スイート・ピー（スイートピー）・アール・グレイ（スペンサー・グループ）・1苗：エアルームトマトファーム,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トマトタネ、トマト苗エアルームトマトインディゴローズエアルーム・ベジタブルAsparagus・アスパラガスRhubarb・ルバーブArtichoke・アーチチョークSquash・スクワッシュ（カボチャ・パンプキン・ズッキーニ）Sweet Pea・スイート・ピーDelphinium・デルフィニウムブルートマトエアルームトマト＆ベジタブル専門ナーセリー＆ファーム固定種在来種Sweet Pea Spencer Earl Grey スイート・ピー（スイートピー）・アール・グレイ（スペンサー・グループ）・1苗,AGM受賞品種を含む初のスイート・ピーコレクション。Sweet Pea Spencer Earl Grey スイート・ピー（スイートピー）・アール・グレイ（スペンサー・グループ）・1苗[rn]
15-111704,http://tshop.r10s.jp/heirloom-tomato-farm/cabinet/plants/sweet_pea/sp_anniversary1.jpg?fitin=700:700,345.6000,,花・ガーデン・DIY > ガーデニング・農業 > 苗物 > 花の苗物,Sweet Pea Spencer Anniversary スイート・ピー（スイートピー）・アニバーサリー（スペンサー・グループ）・1苗,,"Sweet Pea Spencer Anniversary<br>
スイート・ピー（スイートピー）・アニバーサリー（スペンサー種）<br>
【マメ科／耐寒性一年草】<hr>
◆1986年にツルスラブ氏よって作出されフランスの種苗会社によって紹介されたホワイトのベースにピンクのピコティのエッジが入る品種。1ステムに3～4花着ける。イングリッシュ＆コテージガーデンに似合う。クライミング（ツル性）品種でトレリス、フェンス、ウオール等に利用出来る。切り花やアレンジメントはもちろんガーデンにも利用でき人気です。<hr>
◆草丈：180cm◆開花時期：3～5月<br>
◆栽培適地：腐葉分が多い良く耕した排水の良い日向を好みます。<br>
◆お届けは：7.5cmスリットポット1苗。<br>
◆自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。<br><br>
◆大切なご案内：<hr>
・弊社の商品販売は日本国内の一般のお客様が趣味の範囲でご利用頂く為のものです。<br>
・許諾無きいかなる営利利用もお断り致します。<br>
・発送後であっても上記が遵守されていない場合は商品の返却（商品＆返却全費用はお客様負担）を行って頂きます。<br>
・ご注文は上記を確認・承諾されたものとし受注、販売されます。<br><br>
◆商品＆販売についてのご案内： <hr>
・苗、種子、球根は発送方法、場所、時期が異なり別発送です。必ずそれぞれ別々のご注文を行って下さい。<br>
・種子のみのご注文は原則ヤマト宅急便メール便（保証一切無し・調査はお客様）。保証希望の場合は、必ずご注文30分以内にメールでご連絡・ご確認下さい。有償のゆうパックへ変更可能です。<br>
・ヤマト宅急便メール便は一切の保証がありません。万が一お届けされなくても弊社による調査、再送、返金は行われません。お客様ご自身での調査となります。<br>
・種子の不備や不足はお届け48時間以内にメールでご連絡下さい。<br>
・苗、球根発送は全て宅急便（ゆうパック）となります。<br>
・苗、球根は必ずお届け当日に内容をご確認下さい。当日開封しなければ必ず傷みます。<br>
・苗、球根は当日（お届け24時間以内）の不備や不足に対してのみ返品・交換・再送に応じます。<br>
・『数日経って開封したら腐っていた。変色していた。』はクレームや補償の対象外です。<br>
・苗、球根の表示される送料は60cmまたは80cmサイズで暫定的な物です。<br>
・正確な送料は発送準備時に確定し、クレジットカードによる決済や、発送ご案内でお知らせ致します。<br>
・原則別々のご注文を同梱することは出来ません。<br>
・複数の品種ご注文の送料負担を減らすには出来るだけ一回のご注文としてご注文下さい。<br>
・商品は同時に自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。<br>
・ご不明の点はご注文前にお気軽にお尋ね下さい。",Sweet Pea Spencer Anniversary スイート・ピー（スイートピー）・アニバーサリー（スペンサー・グループ）・1苗：エアルームトマトファーム,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トマトタネ、トマト苗エアルームトマトインディゴローズエアルーム・ベジタブルAsparagus・アスパラガスRhubarb・ルバーブArtichoke・アーチチョークSquash・スクワッシュ（カボチャ・パンプキン・ズッキーニ）Sweet Pea・スイート・ピーDelphinium・デルフィニウムブルートマトエアルームトマト＆ベジタブル専門ナーセリー＆ファーム固定種在来種Sweet Pea Spencer Anniversary スイート・ピー（スイートピー）・アニバーサリー（スペンサー・グループ）・1苗,AGM受賞品種を含む初のスイート・ピーコレクション。Sweet Pea Spencer Anniversary スイート・ピー（スイートピー）・アニバーサリー（スペンサー・グループ）・1苗[rn]
15-111705,http://tshop.r10s.jp/heirloom-tomato-farm/cabinet/plants/sweet_pea/sp_geoff_amos.jpg?fitin=700:700,345.6000,,花・ガーデン・DIY > ガーデニング・農業 > 苗物 > 花の苗物,Sweet Pea Spencer Geoff Amos スイート・ピー（スイートピー）・ゲオッフ・アモス（スペンサー・グループ）・1苗,,"Sweet Pea Spencer Geoff Amos<br>
スイート・ピー（スイートピー）・ゲオッフ・アモス（スペンサー・グループ）<br>
【マメ科／耐寒性一年草】<hr>
◆1999年にエキスパート・ガーデナーであるゲオッフ・アモスの名前に因んで名付けられました。エレガントな印象のホワイトのベースにクリムソンのウエーブ品種。素晴らしい芳香性があり香りも楽しめる。1ステムに3～4花着ける。イングリッシュ＆コテージガーデンに似合う。クライミング（ツル性）品種でトレリス、フェンス、ウオール等に利用出来る。切り花やアレンジメントはもちろんガーデンにも利用でき人気です。<hr>
◆草丈：180cm◆開花時期：3～5月<br>
◆栽培適地：腐葉分が多い良く耕した排水の良い日向を好みます。<br>
◆お届けは：7.5cmスリットポット1苗。<br>
◆自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。<br><br>
◆大切なご案内：<hr>
・弊社の商品販売は日本国内の一般のお客様が趣味の範囲でご利用頂く為のものです。<br>
・許諾無きいかなる営利利用もお断り致します。<br>
・発送後であっても上記が遵守されていない場合は商品の返却（商品＆返却全費用はお客様負担）を行って頂きます。<br>
・ご注文は上記を確認・承諾されたものとし受注、販売されます。<br><br>
◆商品＆販売についてのご案内： <hr>
・苗、種子、球根は発送方法、場所、時期が異なり別発送です。必ずそれぞれ別々のご注文を行って下さい。<br>
・種子のみのご注文は原則ヤマト宅急便メール便（保証一切無し・調査はお客様）。保証希望の場合は、必ずご注文30分以内にメールでご連絡・ご確認下さい。有償のゆうパックへ変更可能です。<br>
・ヤマト宅急便メール便は一切の保証がありません。万が一お届けされなくても弊社による調査、再送、返金は行われません。お客様ご自身での調査となります。
・種子の不備や不足はお届け48時間以内にメールでご連絡下さい。<br>
・苗、球根発送は全て宅急便（ゆうパック）となります。<br>
・苗、球根は必ずお届け当日に内容をご確認下さい。当日開封しなければ必ず傷みます。<br>
・苗、球根は当日（お届け24時間以内）の不備や不足に対してのみ返品・交換・再送に応じます。<br>
・『数日経って開封したら腐っていた。変色していた。』はクレームや補償の対象外です。<br>
・苗、球根の表示される送料は60cmまたは80cmサイズで暫定的な物です。<br>
・正確な送料は発送準備時に確定し、クレジットカードによる決済や、発送ご案内でお知らせ致します。<br>
・原則別々のご注文を同梱することは出来ません。<br>
・複数の品種ご注文の送料負担を減らすには出来るだけ一回のご注文としてご注文下さい。<br>
・商品は同時に自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。<br>
・ご不明の点はご注文前にお気軽にお尋ね下さい。",Sweet Pea Spencer Geoff Amos スイート・ピー（スイートピー）・ゲオッフ・アモス（スペンサー・グループ）・1苗：エアルームトマトファーム,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トマトタネ、トマト苗エアルームトマトインディゴローズエアルーム・ベジタブルAsparagus・アスパラガスRhubarb・ルバーブArtichoke・アーチチョークSquash・スクワッシュ（カボチャ・パンプキン・ズッキーニ）Sweet Pea・スイート・ピーDelphinium・デルフィニウムブルートマトエアルームトマト＆ベジタブル専門ナーセリー＆ファーム固定種在来種Sweet Pea Spencer Geoff Amos スイート・ピー（スイートピー）・ゲオッフ・アモス（スペンサー・グループ）・1苗,AGM受賞品種を含む初のスイート・ピーコレクション。Sweet Pea Spencer Geoff Amos スイート・ピー（スイートピー）・ゲオッフ・アモス（スペンサー・グループ）・1苗[rn]
15-111706,http://tshop.r10s.jp/heirloom-tomato-farm/cabinet/plants/sweet_pea/sweet_pea_heaven_sce.jpg?fitin=700:700,345.6000,,花・ガーデン・DIY > ガーデニング・農業 > 苗物 > 花の苗物,Sweet Pea Spencer Heaven Scent スイート・ピー（スイートピー）・ヘブン・セント（スペンサー・グループ）・1苗,,"Sweet Pea Spencer Heaven Scent<br>
スイート・ピー（スイートピー）・ヘブン・セント（スペンサー・グループ）<br>
【マメ科／耐寒性一年草】<hr>
◆2007年にHarrodによって作出されたフリルの効いたクリーミーなバックグランドにアプリコット・ピンク。素晴らしい芳香性があり香りも楽しめる。1ステムに3～4花着ける。イングリッシュ＆コテージガーデンに似合う。クライミング（ツル性）品種でトレリス、フェンス、ウオール等に利用出来る。切り花やアレンジメントはもちろんガーデンにも利用でき人気です。<hr>
◆草丈：180cm◆開花時期：3～5月<br>
◆栽培適地：腐葉分が多い良く耕した排水の良い日向を好みます。<br>
◆お届けは：7.5cmスリットポット1苗。<br>
◆自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。<br><br>
◆大切なご案内：<hr>
・弊社の商品販売は日本国内の一般のお客様が趣味の範囲でご利用頂く為のものです。<br>
・許諾無きいかなる営利利用もお断り致します。<br>
・発送後であっても上記が遵守されていない場合は商品の返却（商品＆返却全費用はお客様負担）を行って頂きます。<br>
・ご注文は上記を確認・承諾されたものとし受注、販売されます。<br><br>
◆商品＆販売についてのご案内： <hr>
・苗、種子、球根は発送方法、場所、時期が異なり別発送です。必ずそれぞれ別々のご注文を行って下さい。<br>
・種子のみのご注文は原則ヤマト宅急便メール便（保証一切無し・調査はお客様）。保証希望の場合は、必ずご注文30分以内にメールでご連絡・ご確認下さい。有償のゆうパックへ変更可能です。<br>
・ヤマト宅急便メール便は一切の保証がありません。万が一お届けされなくても弊社による調査、再送、返金は行われません。お客様ご自身での調査となります。
・種子の不備や不足はお届け48時間以内にメールでご連絡下さい。<br>
・苗、球根発送は全て宅急便（ゆうパック）となります。<br>
・苗、球根は必ずお届け当日に内容をご確認下さい。当日開封しなければ必ず傷みます。<br>
・苗、球根は当日（お届け24時間以内）の不備や不足に対してのみ返品・交換・再送に応じます。<br>
・『数日経って開封したら腐っていた。変色していた。』はクレームや補償の対象外です。<br>
・苗、球根の表示される送料は60cmまたは80cmサイズで暫定的な物です。<br>
・正確な送料は発送準備時に確定し、クレジットカードによる決済や、発送ご案内でお知らせ致します。<br>
・原則別々のご注文を同梱することは出来ません。<br>
・複数の品種ご注文の送料負担を減らすには出来るだけ一回のご注文としてご注文下さい。<br>
・商品は同時に自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。<br>
・ご不明の点はご注文前にお気軽にお尋ね下さい。",Sweet Pea Spencer Heaven Scent スイート・ピー（スイートピー）・ヘブン・セント（スペンサー・グループ）・1苗：エアルームトマトファーム,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トマトタネ、トマト苗エアルームトマトインディゴローズエアルーム・ベジタブルAsparagus・アスパラガスRhubarb・ルバーブArtichoke・アーチチョークSquash・スクワッシュ（カボチャ・パンプキン・ズッキーニ）Sweet Pea・スイート・ピーDelphinium・デルフィニウムブルートマトエアルームトマト＆ベジタブル専門ナーセリー＆ファーム固定種在来種Sweet Pea Spencer Heaven Scent スイート・ピー（スイートピー）・ヘブン・セント（スペンサー・グループ）・1苗,AGM受賞品種を含む初のスイート・ピーコレクション。Sweet Pea Spencer Heaven Scent スイート・ピー（スイートピー）・ヘブン・セント（スペンサー・グループ）・1苗[rn]
15-111707,http://tshop.r10s.jp/heirloom-tomato-farm/cabinet/plants/sweet_pea/sp_blue_velvet.jpg?fitin=700:700,345.6000,,花・ガーデン・DIY > ガーデニング・農業 > 苗物 > 花の苗物,Sweet Pea Spencer Blue Velvet スイート・ピー（スイートピー）・ブルー・ベルベット（スペンサー・グループ）・1苗,,"Sweet Pea Spencer Blue Velvet<br>
スイート・ピー（スイートピー）・ブルー・ベルベット（スペンサー・グループ）<br>
【マメ科／耐寒性一年草】<hr>
◆1972年に英国Unwinsによって作出された長い丈夫なステムのダーク・ブルー品種。Something a bit different!  素晴らしい芳香性があり香りも楽しめる。1ステムに6～7花着ける。イングリッシュ＆コテージガーデンに似合う。クライミング（ツル性）品種でトレリス、フェンス、ウオール等に利用出来る。切り花やアレンジメントはもちろんガーデンにも利用でき人気です。<hr>
◆草丈：180cm◆開花時期：3～5月<br>
◆栽培適地：腐葉分が多い良く耕した排水の良い日向を好みます。<br>
◆お届けは：7.5cmスリットポット1苗。<br>
◆自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。<br><br>
◆大切なご案内：<hr>
・弊社の商品販売は日本国内の一般のお客様が趣味の範囲でご利用頂く為のものです。<br>
・許諾無きいかなる営利利用もお断り致します。<br>
・発送後であっても上記が遵守されていない場合は商品の返却（商品＆返却全費用はお客様負担）を行って頂きます。<br>
・ご注文は上記を確認・承諾されたものとし受注、販売されます。<br><br>
◆商品＆販売についてのご案内： <hr>
・苗、種子、球根は発送方法、場所、時期が異なり別発送です。必ずそれぞれ別々のご注文を行って下さい。<br>
・種子のみのご注文は原則ヤマト宅急便メール便（保証一切無し・調査はお客様）。保証希望の場合は、必ずご注文30分以内にメールでご連絡・ご確認下さい。有償のゆうパックへ変更可能です。<br>
・ヤマト宅急便メール便は一切の保証がありません。万が一お届けされなくても弊社による調査、再送、返金は行われません。お客様ご自身での調査となります。
・種子の不備や不足はお届け48時間以内にメールでご連絡下さい。<br>
・苗、球根発送は全て宅急便（ゆうパック）となります。<br>
・苗、球根は必ずお届け当日に内容をご確認下さい。当日開封しなければ必ず傷みます。<br>
・苗、球根は当日（お届け24時間以内）の不備や不足に対してのみ返品・交換・再送に応じます。<br>
・『数日経って開封したら腐っていた。変色していた。』はクレームや補償の対象外です。<br>
・苗、球根の表示される送料は60cmまたは80cmサイズで暫定的な物です。<br>
・正確な送料は発送準備時に確定し、クレジットカードによる決済や、発送ご案内でお知らせ致します。<br>
・原則別々のご注文を同梱することは出来ません。<br>
・複数の品種ご注文の送料負担を減らすには出来るだけ一回のご注文としてご注文下さい。<br>
・商品は同時に自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。<br>
・ご不明の点はご注文前にお気軽にお尋ね下さい。",Sweet Pea Spencer Blue Velvet スイート・ピー（スイートピー）・ブルー・ベルベット（スペンサー・グループ）・1苗：エアルームトマトファーム,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トマトタネ、トマト苗エアルームトマトインディゴローズエアルーム・ベジタブルAsparagus・アスパラガスRhubarb・ルバーブArtichoke・アーチチョークSquash・スクワッシュ（カボチャ・パンプキン・ズッキーニ）Sweet Pea・スイート・ピーDelphinium・デルフィニウムブルートマトエアルームトマト＆ベジタブル専門ナーセリー＆ファーム固定種在来種Sweet Pea Spencer Blue Velvet スイート・ピー（スイートピー）・ブルー・ベルベット（スペンサー・グループ）・1苗,AGM受賞品種を含む初のスイート・ピーコレクション。Sweet Pea Spencer Blue Velvet スイート・ピー（スイートピー）・ブルー・ベルベット（スペンサー・グループ）・1苗[rn]
15-111708,http://tshop.r10s.jp/heirloom-tomato-farm/cabinet/plants/sweet_pea/sp_white_ensign.jpg?fitin=700:700,345.6000,,花・ガーデン・DIY > ガーデニング・農業 > 苗物 > 花の苗物,Sweet Pea Spencer White Ensign スイート・ピー（スイートピー）・ホワイト・エンシン（スペンサー・グループ）・1苗,,"Sweet Pea Spencer White Ensign<br>
スイート・ピー（スイートピー）・ホワイト・エンシン（スペンサー・グループ）<br>【マメ科／耐寒性一年草】<hr>
◆1967年Bernard.R.Jonesによって作出され、Burpeeによって紹介されたスノー・ホワイト種。素晴らしい芳香性があり香りも楽しめる。1ステムに3～4花着ける。イングリッシュ＆コテージガーデンに似合う。クライミング（ツル性）品種でトレリス、フェンス、ウオール等に利用出来る。切り花やアレンジメントはもちろんガーデンにも利用でき人気です。<hr>
◆草丈：180cm◆開花時期：3～5月<br>
◆栽培適地：腐葉分が多い良く耕した排水の良い日向を好みます。<br>
◆お届けは：7.5cmスリットポット1苗。<br>
◆自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。<br><br>
◆大切なご案内：<hr>
・弊社の商品販売は日本国内の一般のお客様が趣味の範囲でご利用頂く為のものです。<br>
・許諾無きいかなる営利利用もお断り致します。<br>
・発送後であっても上記が遵守されていない場合は商品の返却（商品＆返却全費用はお客様負担）を行って頂きます。<br>
・ご注文は上記を確認・承諾されたものとし受注、販売されます。<br><br>
◆商品＆販売についてのご案内： <hr>
・苗、種子、球根は発送方法、場所、時期が異なり別発送です。必ずそれぞれ別々のご注文を行って下さい。<br>
・種子のみのご注文は原則ヤマト宅急便メール便（保証一切無し・調査はお客様）。保証希望の場合は、必ずご注文30分以内にメールでご連絡・ご確認下さい。有償のゆうパックへ変更可能です。<br>
・ヤマト宅急便メール便は一切の保証がありません。万が一お届けされなくても弊社による調査、再送、返金は行われません。お客様ご自身での調査となります。
・種子の不備や不足はお届け48時間以内にメールでご連絡下さい。<br>
・苗、球根発送は全て宅急便（ゆうパック）となります。<br>
・苗、球根は必ずお届け当日に内容をご確認下さい。当日開封しなければ必ず傷みます。<br>
・苗、球根は当日（お届け24時間以内）の不備や不足に対してのみ返品・交換・再送に応じます。<br>
・『数日経って開封したら腐っていた。変色していた。』はクレームや補償の対象外です。<br>
・苗、球根の表示される送料は60cmまたは80cmサイズで暫定的な物です。<br>
・正確な送料は発送準備時に確定し、クレジットカードによる決済や、発送ご案内でお知らせ致します。<br>
・原則別々のご注文を同梱することは出来ません。<br>
・複数の品種ご注文の送料負担を減らすには出来るだけ一回のご注文としてご注文下さい。<br>
・商品は同時に自社サイト、アマゾン、ヤフーでも販売していますので在庫切れの場合はご容赦下さい。<br>
・ご不明の点はご注文前にお気軽にお尋ね下さい。",Sweet Pea Spencer White Ensign スイート・ピー（スイートピー）・ホワイト・エンシン（スペンサー・グループ）・1苗：エアルームトマトファーム,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トマトタネ、トマト苗エアルームトマトインディゴローズエアルーム・ベジタブルAsparagus・アスパラガスRhubarb・ルバーブArtichoke・アーチチョークSquash・スクワッシュ（カボチャ・パンプキン・ズッキーニ）Sweet Pea・スイート・ピーDelphinium・デルフィニウムブルートマトエアルームトマト＆ベジタブル専門ナーセリー＆ファーム固定種在来種Sweet Pea Spencer White Ensign スイート・ピー（スイートピー）・ホワイト・エンシン（スペンサー・グループ）・1苗,AGM受賞品種を含む初のスイート・ピーコレクション。Sweet Pea Spencer White Ensign スイート・ピー（スイートピー）・ホワイト・エンシン（スペンサー・グループ）・1苗[rn]
