15-5501,http://tshop.r10s.jp/soukai/cabinet/31/4525678092431.jpg?fitin=700:700,140.0000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,CLボディソープ ローズの香り 詰替(370mL),★税抜1900円以上で送料無料★,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞バス・洗面＞ボディシャンプー ボディソープ＞ボディソープ 詰め替え＞CLボディソープ ローズの香り 詰替 (370mL)<br><br>★税抜1900円以上で送料無料★<br><br>【CLボディソープ ローズの香り 詰替の商品詳細】<br>●素肌にやさしい、全身用洗浄剤です。<br>●ローズヒップオイルエキス配合<br>●さわやかな洗い上がり<br>●ローズの香り<br><br>【使用方法】<br>・お湯を含ませたタオルやスポンジなどに適量(ポンプ2押し程度)をつけ、もむようにして泡立てて洗った後、洗い流して下さい。<br><br>【成分】<br>水、ラウリン酸、コカミドDEA、ミリスチン酸、水酸化K、塩化Na、ラウラミドプロピルベタイン、オレイン酸、ジステアリン酸グリコール、グリセリン、PG、EDTA2-Na、メチルパラベン、ローズヒップ油、香料<br><br>【発売元、製造元、輸入元又は販売元】<br>グローバル<br><br>(CLボディーソープ つめかえ 詰替え 詰め替え)<br><br>グローバル<br>532-0011 大阪府淀川区西中島4-12-15<br>06-6885-0233<br><br>広告文責：株式会社爽快ドラッグ<br><br>[ボディシャンプー ボディソープ],CLボディソープ ローズの香り 詰替(370mL)：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションCLボディソープ ローズの香り 詰替(370mL),★税抜1900円以上で送料無料★。CLボディソープ ローズの香り 詰替(370mL)[rn]
15-5502,http://tshop.r10s.jp/soukai/cabinet/98/4949176030298.jpg?fitin=700:700,420.8000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,こだわりアロエボディーソープ(1L)[ボディソープ],ボディソープ★税抜1900円以上で送料無料★,<img src='http://www.rakuten.ne.jp/gold/soukai/image/sd/sale/saleitem_20170420.gif' border='0' width='100%'><br><br>お店TOP＞バス・洗面＞ボディシャンプー ボディソープ＞ボディソープ 詰め替え＞こだわりアロエボディーソープ (1L)<br><br>★税抜1900円以上で送料無料★<br><br>【こだわりアロエボディーソープの商品詳細】<br>●無着色<br>●本品は、こだわりのナチュラル派ボディーソープです。<br>保湿成分アロエベラエキスを配合し、素肌のしっとり感やすべすべ感をサポートします。高原の香りがほのかに漂い、やすらぎのバスタイムをお届けします。お好きなボトルに詰め替えたり、不要なポンプ容器を再利用したり、用途の幅も広がります。<br>●捨てずに使ってエコライフ<br>●使い終わったらこんなリサイクルにも・・・<br>肥料のストッカー等に。植木の水やりに。上をカットしてツール立てに。<br>※リサイクルしてご使用になる際には、必ずよく水洗いし、しっかり乾燥させてからご使用下さい。また、ストッカー等にリサイクルを考えている場合は、本品のフタをポンプに付け替えても、フタを保管しておいて下さい。刃物等使用される場合は、ケガ等に充分ご注意下さい。処分する際には、足で簡単につぶれるので、かさばりません。<br><br>【成分】<br>水、ラウラミドプロピルベタイン、ラウリン酸、コカミドDEA、アクリル酸アルキルコポリマーNa、水酸化K、ミリスチン酸、塩化Na、ジステアリン酸グリコール、アロエベラエキス-1、EDTA-2Na、メチルパラベン、BHT、香料<br>【使用上の注意】<br>・本品は化粧品ですので内服しないで下さい。<br>・傷や腫れ物、しっしん等異常のある部分にはお使いにならないで下さい。<br>・お肌に合わない時はご使用をお止め下さい。<br>・目に入らないように注意して下さい。万一目に入った場合は、すぐに充分に水又はぬるま湯で洗い流して下さい。なお、症状が重い場合には本品を持参の上、眼科医の診療を受けて下さい。<br>・赤ちゃんや小さいお子様の手の届かない所に保管して下さい。<br><br><br>【発売元、製造元、輸入元又は販売元】<br>東京企画販売<br><br>(1000mL)<br><br>東京企画販売<br>187-0001 東京都小平市大沼町2-853-5<br>0120-82-2641<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[ボディシャンプー ボディソープ],こだわりアロエボディーソープ(1L)[ボディソープ]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションこだわりアロエボディーソープ(1L)[ボディソープ],ボディソープ★税抜1900円以上で送料無料★。こだわりアロエボディーソープ(1L)[ボディソープ][rn]
15-5503,http://tshop.r10s.jp/soukai/cabinet/13/4987241130313.jpg?fitin=700:700,1440.0000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,セバメド フェイス＆ボディウォッシュ レフィル(600mL)【セバメド】[ロート ボディソープ],セバメド / ロート ボディソープ★税抜1900円以上で送料無料★,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞バス・洗面＞ボディシャンプー ボディソープ＞ボディソープ 詰め替え＞セバメド フェイス＆ボディウォッシュ レフィル (600mL)<br><br>★税抜1900円以上で送料無料★<br><br>【セバメド フェイス＆ボディウォッシュ レフィルの商品詳細】<br>●素肌と同じpH5.5、100％ソープフリーだから、お肌の弱い方にもお使いいただけます。<br>●肌本来の持つ保護機能を損なわずに汚れを落とし、しっとり感のある洗い上がりです。<br>●さまざまな負担がかかる素肌をやさしくいたわり、清潔に保ちます。<br>●顔・腕・足など、全身にお使いいただけます。<br><br>【成分】<br>水、スルホコハク酸ラウレス2Na、コカミドプロピルベタイン、PEG-7グリセリルココエート、ジオレイン酸PEG-120メチルグルコース、ジステアリン酸グリコール、デシルグルコシド、乳酸Na、ラウリン酸グリセリル、グリセリン、コカミドMEA、コカミドDEA、ナイアシンアミド、ピリドキシンHCl、ビオチン、グリシン、アスパラギン酸、アラニン、リシン、ロイシン、スクワラン、酢酸トコフェロール、フェノキシエタノール、ソルビン酸、メチルパラベン、プロピルパラベン、香料、黄203、青1<br><br>【ブランド】<br>セバメド<br><br>【発売元、製造元、輸入元又は販売元】<br>ロート製薬<br><br>(sebamed 0.6L)<br><br>ロート製薬<br>544-8666 大阪市生野区巽西1-8-1<br>06-6758-1230<br><br>広告文責：株式会社爽快ドラッグ<br><br>[ボディシャンプー ボディソープ/ブランド：セバメド/],セバメド フェイス＆ボディウォッシュ レフィル(600mL)【セバメド】[ロート ボディソープ]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションセバメド フェイス＆ボディウォッシュ レフィル(600mL)【セバメド】[ロート ボディソープ],セバメド / ロート ボディソープ★税抜1900円以上で送料無料★。セバメド フェイス＆ボディウォッシュ レフィル(600mL)【セバメド】[ロート ボディソープ][rn]
15-5504,http://tshop.r10s.jp/soukai/cabinet/05/4902050553405.jpg?fitin=700:700,120.8000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,第一石鹸 アロエボディソープ 詰替用(400mL)[ボディソープ],ボディソープ★税抜1900円以上で送料無料★,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞バス・洗面＞ボディシャンプー ボディソープ＞ボディソープ 詰め替え＞第一石鹸 アロエボディソープ 詰替用 (400mL)<br><br>★税抜1900円以上で送料無料★<br><br>【第一石鹸 アロエボディソープ 詰替用の商品詳細】<br>●しっとり滑らかな洗い上がり<br>●アロエエキス(保湿剤)配合の素肌にやさしい、身体用洗浄剤です。<br>●豊かでマイルドな泡が汚れを落とし、全身をスッキリ洗い上げます。<br>●フレッシュなハーブの香り、ソフトな洗い心地<br><br>【使用方法】<br>・お湯を含ませたタオルやスポンジなどに適量をとり、軽く泡立ててお使いください。あとはよく洗い流してください。<br><br>【成分】<br>水、ミリスチン酸、ラウリン酸、コカミドDEA、ラウレス硫酸Na、水酸化K、ラウラミドプロピルベタイン、グリセリン、ジステアリン酸グリコール、パルミチン酸、塩化Na、安息香酸Na、EDTA-2Na、BG、アロエベラ葉エキス、香料<br>【注意事項】<br>・お肌に傷・湿疹などの異常があるときは使用しないで下さい。<br>・お肌に合わないときは使用しないでください。<br>・使用中、赤み・かゆみ・刺激などの異常が現れたときは使用を中止し、皮フ科専門医などへのご相談をおすすめします。そのまま使用を続けると症状が悪化することがあります。<br>・目に入らないようにご注意ください。万一目に入った場合は、すぐに洗い流してください。<br>・乳幼児の手の届かないところに保管してください。<br><br>【発売元、製造元、輸入元又は販売元】<br>第一石鹸<br><br>(詰替え用 詰め替え用)<br><br>/(/F311507/)/<br><br>第一石鹸<br>374-0111 群馬県邑楽郡板倉町大字海老瀬7208<br>0120-010611<br><br>広告文責：株式会社爽快ドラッグ<br><br>[ボディシャンプー ボディソープ],第一石鹸 アロエボディソープ 詰替用(400mL)[ボディソープ]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション第一石鹸 アロエボディソープ 詰替用(400mL)[ボディソープ],ボディソープ★税抜1900円以上で送料無料★。第一石鹸 アロエボディソープ 詰替用(400mL)[ボディソープ][rn]
15-5505,http://tshop.r10s.jp/soukai/cabinet/10/4904112825710.jpg?fitin=700:700,151.2000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,ウインズ ボディソープ グレープフルーツ 詰替(400mL)【ウインズ】[ボディソープ],ウインズ / ボディソープ★税抜1900円以上で送料無料★,お店TOP＞バス・洗面＞ボディシャンプー ボディソープ＞ボディソープ 詰め替え＞ウインズ ボディソープ グレープフルーツ 詰替 (400mL)<br><br>★税抜1900円以上で送料無料★<br><br>【ウインズ ボディソープ グレープフルーツ 詰替の商品詳細】<br>●グレープフルーツエキス(保湿剤)配合の素肌にやさしい、全身用洗浄剤です。豊かでマイルドな泡が汚れをキレイに落とし、全身をすっきり洗い上げます。<br>●フレッシュなグレープフルーツの香り、ソフトな洗い心地！<br>●毎日の入浴や、スポーツ後のシャワーに、さわやかな洗い上がりをお楽しみください。<br><br>【ご使用方法】<br>・お湯を含ませたタオルやスポンジなどに適量(ポンプ2押し程度)をつけ十分泡立てて洗い、そのあとよくすすいでください。<br><br>【ボトルへのつめかえ方】<br>・パックを切るときは<br>上部をつまんで袋を持ち上げ、切り取り線にそって切り取ってください。<br>※パックを強く持って切ると中の液がとび出ることがありますのでご注意ください。<br>・ボトルへ注ぐときは<br>上部をつまんだまま袋を傾けて、空の容器へ移してください。<br>※つめかえる時は容器をよく振ってからつめかえてください。<br>※衛生的にご使用いただくため1回で全量をつめかえ、他の製品などと混ぜたりしないでください。<br>※ご使用後は小さく丸めて捨ててください。<br><br>【成分】<br>水、ラウリン酸、コカミドDEA、ミリスチン酸、水酸化K、塩化Na、ラウラミドプロピルベタイン、オレイン酸、グリセリン、PG、ジステアリン酸グリコール、EDTA-2Na、メチルパラベン、BG、エタノール、グレープフルーツエキス、香料<br>【使用上のご注意】<br>・肌に傷、湿疹などの異常がある場合は使用しないでください。<br>・使用中や使用後に赤み、かゆみ、刺激などの異常が現れた時は使用を中止し、皮膚科専門医などへご相談してください。<br>・目に入らないように注意し、入った時はすぐに水で十分洗い流してください。異常が残る場合は眼科医に相談してください。いずれの場合も商品を持参してください。<br>・乳幼児の手の届かないところに保管してください。<br>・これは飲み物ではありません。<br><br>【ブランド】<br>ウインズ<br><br>【発売元、製造元、輸入元又は販売元】<br>日本合成洗剤<br><br><font color='red'>本品はメーカー製造中止のため、在庫限りで販売終了となります。</font><br><br>(WINS ウィンズ 0.4L)<br><br>日本合成洗剤<br>581-0055 大阪府八尾市跡部南ノ町2-2-4<br>0729-92-4312<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[ボディシャンプー ボディソープ/ブランド：ウインズ/],ウインズ ボディソープ グレープフルーツ 詰替(400mL)【ウインズ】[ボディソープ]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションウインズ ボディソープ グレープフルーツ 詰替(400mL)【ウインズ】[ボディソープ],ウインズ / ボディソープ★税抜1900円以上で送料無料★。ウインズ ボディソープ グレープフルーツ 詰替(400mL)【ウインズ】[ボディソープ][rn]
15-5506,http://tshop.r10s.jp/soukai/cabinet/88/4902111741888.jpg?fitin=700:700,565.6000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,ダヴ プレミアムモイスチャーケア 泡ボディウォッシュ ポンプ(450g)【ダヴ(Dove)】,ダヴ(Dove)★税抜1900円以上で送料無料★,お店TOP＞バス・洗面＞ボディシャンプー ボディソープ＞泡ボディソープ＞ダヴ プレミアムモイスチャーケア 泡ボディウォッシュ ポンプ (450g)<br><br>★税抜1900円以上で送料無料★<br><br>【ダヴ プレミアムモイスチャーケア 泡ボディウォッシュ ポンプの商品詳細】<br>●泡で出てくるタイプのボディウォッシュです。<br>●うるおいをたっぷり含んだ濃密うるおい泡。角層までうるおい瞬間浸透、しっとり素肌へ<br>●高保湿ミルク配合の深層保湿ケア<br>●角層まで、すばやくうるおいを送り届け、しっかりと保湿<br>●手でやさしく洗ってください。<br>●やわらかなフローラルの香り<br><br>【使用方法】<br>・使用量は合計で6～10プッシュが目安です。<br>・肌をぬらし、1～2プッシュずつ泡を手にとり、肌にのばしながら手のひらでやさしく洗います。<br>・あとはよくすすいでください。<br>・高温になる場所や直射日光のあたる場所には置かないでください。<br>・製品の特性上、沈殿物が出たり低温下ではにごる場合がありますが、品質には問題ありません。<br><br>【成分】<br>水、ココイルグリシンK、グリセリン、PG、ラウロアンホ酢酸Na、香料、脂肪酸(C10-30)(コレステロール／ラノステロール)エステルズ、ステアリン酸、パルミチン酸、トコフェロール、ヒドロキシプロポルシクロデキストリン、クエン酸、BHT、EDTA-2Na、水酸化K、PPG-6デシルテトラデセス-30、ジステアリン酸PEG-150、ブチルカルバミン酸ヨウ化プロピニル、フェノキシエタノール<br>【注意事項】<br>・肌に傷、はれもの、湿疹等、異常があるときは使用しないでください。<br>・赤み、はれ、かゆみ、刺激等の異常が現れたときは、使用を中止し、皮ふ科医等にご相談ください。そのまま使用を続けると症状が悪化することがあります。<br>・目に入らないように注意し、目に入ったときは、こすらずにすぐ洗い流してください。<br><br>【ブランド】<br>ダヴ(Dove)<br><br>【発売元、製造元、輸入元又は販売元】<br>ユニリーバ<br><br>(Dove ダブ あわボディウォッシュ アワボディウォッシュ ボディーウォッシュ)<br><br>/(/F297902/)/<br><br>ユニリーバ<br>153-8578 東京都目黒区上目黒2-1-1 ユニリーバ・ジャパン株式会社 お客様相談室<br>0120-110-747<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[ボディシャンプー ボディソープ/ブランド：ダヴ(Dove)/],ダヴ プレミアムモイスチャーケア 泡ボディウォッシュ ポンプ(450g)【ダヴ(Dove)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションダヴ プレミアムモイスチャーケア 泡ボディウォッシュ ポンプ(450g)【ダヴ(Dove)】,ダヴ(Dove)★税抜1900円以上で送料無料★。ダヴ プレミアムモイスチャーケア 泡ボディウォッシュ ポンプ(450g)【ダヴ(Dove)】[rn]
15-5507,http://tshop.r10s.jp/soukai/cabinet/90/4537130102190.jpg?fitin=700:700,320.0000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,家族のせっけん泡のボディソープ 詰替(550mL),★税抜1900円以上で送料無料★,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞バス・洗面＞ボディシャンプー ボディソープ＞泡ボディソープ＞家族のせっけん泡のボディソープ 詰替 (550mL)<br><br>★税抜1900円以上で送料無料★<br><br>【家族のせっけん泡のボディソープ 詰替の商品詳細】<br>●天然素材から生まれたやわらか泡。家族みんなのお肌をやさしく洗い上げます。<br>●洗浄成分は石けんのみ。合成界面活性剤は使っていません。<br>●1プッシュでたっぷり泡。全身で2～3プッシュが使用量の目安です。<br>●ほのかに香るフローラルの香り。家族みんなに使いやすい強すぎない香り<br>●泡立てが苦手なお子さまでも押すだけ簡単<br>●ヌルつかないさっぱり感でお肌すっきり<br>●泡を手に取って直接お肌を洗えばもっとやさしく洗えます。<br><br><br>【詰め替える時は】<br>(1)点線に沿って切り取った後、両端を中心に向かって折り込むように持ってください。<br>※袋を強く持つと内容液が飛び出すことがありますのでご注意ください。<br>(2)そそぎ口を容器の口につけ、ゆっくりと注いでください。他のものと混ぜないでください。<br><br>【成分】<br>水、カリ石ケン素地、香料<br>【注意事項】<br>・お肌に傷、湿疹等異常がある時は使わないでください。<br>・刺激等の異常が現れた場合は使用を中止し、専門医等に相談してください。<br>・目に入らないように注意し、入った時はすぐに水でよく洗い流してください。<br>・低温で石けんの一部が固化したり、白濁する場合があります。その場合、袋ごとぬるま湯で温めて液を透明にしてからお使いください。<br>・天然原料が主成分のため色が変わることがありますが、使用上問題ありません。<br>・必ず当製品専用600mL容器に詰め替えてください。<br><br>【発売元、製造元、輸入元又は販売元】<br>ミヨシ石鹸<br><br>(家族の石鹸 家族の石けん かぞくの石けん かぞくのせっけん かぞくの石鹸 泡のボディーソープ あわのボディーソープ アワのボディーソープ 詰換え用 詰替え用 詰め替え用 詰替用 つめかえ用)<br><br>ミヨシ石鹸<br>130-0021 東京都墨田区緑3-8-12<br>03-3633-6961<br><br>広告文責：株式会社爽快ドラッグ<br><br>[ボディシャンプー ボディソープ],家族のせっけん泡のボディソープ 詰替(550mL)：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション家族のせっけん泡のボディソープ 詰替(550mL),★税抜1900円以上で送料無料★。家族のせっけん泡のボディソープ 詰替(550mL)[rn]
15-5508,http://tshop.r10s.jp/soukai/cabinet/66/4901417174666.jpg?fitin=700:700,400.0000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,【在庫限り】ミュオ 泡のボディソープ ポンプ お試し価格(420mL)【ミュオ】,ミュオ★税抜1900円以上で送料無料★,お店TOP＞バス・洗面＞ボディシャンプー ボディソープ＞無添加ボディソープ・敏感肌ボディソープ＞【在庫限り】ミュオ 泡のボディソープ ポンプ お試し価格 (420mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z66/z4901417174666.jpg' width='100%'><br><br>【【在庫限り】ミュオ 泡のボディソープ ポンプ お試し価格の商品詳細】<br>●乾燥しがちなお肌の人や、お肌をいたわりたい人のための無添加泡ボディソープです。<br>●肌への負担をできるだけ抑えた処方。着色料、香料、防腐剤、品質安定剤、鉱物油、シリコン、アルコール(エタノール)無添加<br>●高いモイスチャー効果でうるおいが持続。汚れだけ落とし、うるおいは守る「うるおいキープ処方」採用。さらに天然保湿成分配合により、洗い流した後までうるおいが続きます。<br>●マイルド洗浄成分(アミノ酸系洗浄成分)+グリセリン(保湿成分)配合<br>●国産米由来の酒粕エキス＆米ぬかエキス(保湿成分)配合<br>●お子様のデリケートな肌もやさしく洗いあげます。<br>●心地よく洗いあげる天然アロマのやさしい香り<br>●数量限定、お試し容量ポンプ(通常商品は480mL)<br><br>【使用方法】<br>★ご使用方法<br>・適量の泡を手にとり、泡をお肌にのばしながらやさしく洗い、その後洗い流してください。<br>・直接水のかかる状態でポンプを押さないでください。<br>・容器はふったり、傾けたりしないでご使用ください。<br>★使用量の目安<br>・大人の身体で計6～10プッシュ分が適量の目安です。<br>※必ず「ミュオ 泡のボディソープ詰替用」をご使用ください。<br>・他のものを入れると「泡にならない」「ポンプが押せない」等、使用に支障がでる可能性があります。必ず使いきってから空になったボトルに全量を詰め替えてください。<br><br>【【在庫限り】ミュオ 泡のボディソープ ポンプ お試し価格の原材料】<br>水、グリセリン、DPG、ココアンホ酢酸Na、ラウラミドプロピルベタイン、ラウリン酸PEG-80ソルビタン、ラウロイルメチルアラニンNa、酒粕エキス、コメヌカエキス、ラベンダー油、ベルガモット果実油、オレンジ油、クエン酸、クエン酸Na、ポリソルベート20、BG<br>【注意事項】<br>・お肌に合わない時、また傷、湿しん等、異常のある時は使用しないでください。<br>・使用中、赤み、かゆみ、刺激等の異常が現れた時は使用を中止し、皮フ科専門医等へのご相談をおすすめします。そのまま使用を続けると症状が悪化することがあります。<br>・目に入った時は、すぐに洗い流してください。<br>・乳幼児の手の届かないところに置いてください。<br>・直射日光のあたる場所や高温になる場所には置かないでください。<br>・この商品は香料や品質安定剤が無添加のため、原料特有のにおいや変色がみられることがありますが、品質には問題ありません。<br><br>【ブランド】<br>ミュオ<br><br>【発売元、製造元、輸入元又は販売元】<br>クラシエホームプロダクツ<br><br>(muo 泡のボディーソープ アワ あわ)<br><br>/(/F311101/)/<br><br>クラシエホームプロダクツ<br>108-8080 東京都港区海岸3-20-20<br>03-5446-3210<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[ボディシャンプー ボディソープ/ブランド：ミュオ/],【在庫限り】ミュオ 泡のボディソープ ポンプ お試し価格(420mL)【ミュオ】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション【在庫限り】ミュオ 泡のボディソープ ポンプ お試し価格(420mL)【ミュオ】,ミュオ★税抜1900円以上で送料無料★。【在庫限り】ミュオ 泡のボディソープ ポンプ お試し価格(420mL)【ミュオ】[rn]
15-5509,http://tshop.r10s.jp/soukai/cabinet/44/4901301335944.jpg?fitin=700:700,369.6000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,ビオレu 泡で出てくるボディウォッシュ ローズ つめかえ(480mL)【ビオレ】,ビオレ★税抜1900円以上で送料無料★,お店TOP＞バス・洗面＞ボディシャンプー ボディソープ＞泡ボディソープ＞ビオレu 泡で出てくるボディウォッシュ ローズ つめかえ (480mL)<br><br>★税抜1900円以上で送料無料★<br><br>【ビオレu 泡で出てくるボディウォッシュ ローズ つめかえの商品詳細】<br>●家族みんなで使える、泡で出てくる弱酸性のボディウォッシュです。<br>●きめ細かいふんわり泡で、やさしく手のひら洗いできます。<br>●ゴシゴシこすらなくても、汗や汚れをきちんと落とせます。<br>●肌をやさしくいたわりながら、汚れはきちんと落とす「SPT(肌清浄化技術)」を採用しました。<br>●素肌とおなじ弱酸性。赤ちゃんにも使えます。<br>●やさしい気分エンジェルローズの香り<br>●無着色<br><br>【使用方法】<br>・肌をぬらし、1～2プッシュずつ泡を手に取り、肌に伸ばして手のひらでやさしく洗います。あとは洗い流します。<br>・大人の身体で、計6～10プッシュ分が適量の目安です。<br>※直接水のかかる状態でポンプを押さないでください。<br>※容器は振ったり、傾けたりしないでご使用ください。泡にならない・ポンプが押せなくなります。<br><br>【成分】<br>水、グリセリン、DPG、ラウレス硫酸Na、ココイルグルタミン酸Na、エトキシジグリコール、ラウレス-6カルボン酸、ラウリルグルコシド、ラウラミドプロピルベタイン、エチルヘキシルグリセリン、水酸化K、EDTA-2Na、水酸化Na、クエン酸、エタノール、EDTA-3Na、メチルパラベン、フェノキシエタノール、安息香酸Na、香料<br>【注意事項】<br>・傷、湿疹等異常のある時は使わないでください。<br>・赤み、かゆみ、刺激等の異常が出たら使用を中止し、皮フ科医へ相談してください。使い続けると症状が悪化することがあります。<br>・目に入らないよう注意し、入った時は、すぐに充分洗い流してください。異常が残る場合は眼科医に相談してください。<br><br>【ブランド】<br>ビオレ<br><br>【発売元、製造元、輸入元又は販売元】<br>花王<br><br><font color='red'>ヘアケア、スキンケア用品 0120-165-692<br>ハミガキ、ハブラシ、入浴剤、温熱シート、サクセス 0120-165-696<br>飲料(ヘルシア) 0120-165-697<br>紙おむつ、生理用品 0120-165-695<br>洗濯、掃除、食器洗い用品 0120-165-693<br>ペットケア 0120-165-696<br>ニベア、8×4(エイトフォー) 0120-165-699<br>ヘアケア、スキンケア用品 0120-165-692</font><br><br>花王<br>131-8501 墨田区文花2-1-3 生活者コミュニケーションセンター 消費者相談室　※電話番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[ボディシャンプー ボディソープ/ブランド：ビオレ/],ビオレu 泡で出てくるボディウォッシュ ローズ つめかえ(480mL)【ビオレ】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションビオレu 泡で出てくるボディウォッシュ ローズ つめかえ(480mL)【ビオレ】,ビオレ★税抜1900円以上で送料無料★。ビオレu 泡で出てくるボディウォッシュ ローズ つめかえ(480mL)【ビオレ】[rn]
15-5510,http://tshop.r10s.jp/soukai/cabinet/06/4537130102206.jpg?fitin=700:700,238.4000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,素足キレイ泡せっけん 詰替(140mL)【ftcare_4】,★税抜1900円以上で送料無料★,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞化粧品・コスメ・ビューティー＞フットケア＞フットケア その他＞素足キレイ泡せっけん 詰替 (140mL)<br><br>★税抜1900円以上で送料無料★<br><br>【素足キレイ泡せっけん 詰替の商品詳細】<br>●帰宅後の新習慣にジェット泡で手軽に洗う足洗い専用石けん<br>●カキタンニンとメントールを配合したすっきり処方と手軽に使えるジェット容器が特長です。<br>●石けん洗浄成分だから泡切れもスピーディです。<br><br><br>【詰め替える時は】<br>(1)点線に沿って切り取った後、両端を中心に向かって折り込むように持ってください。<br>※袋を強く持つと内容液が飛び出すことがありますのでご注意ください。<br>(2)そそぎ口を容器の口につけ、ゆっくりと注いでください。他のものと混ぜないでください。<br><br>【成分】<br>水、カリ石ケン素地、グリセリン、クエン酸、水酸化K、メントール、カキタンニン、BG、香料<br>【注意事項】<br>・お肌に傷、湿疹等異常がある時は使わないでください。<br>・刺激等の異常が現れた場合は使用を中止し、専門医等に相談してください。<br>・目に入らないように注意し、入った時はすぐに水でよく洗い流してください。<br>・必ず当製品専用の容器に詰め替えてお使いください。<br><br>【発売元、製造元、輸入元又は販売元】<br>ミヨシ石鹸<br><br>(素足きれい泡せっけん 素足綺麗泡せっけん あわ石けん あわせっけん あわ石鹸 泡石鹸 泡石けん アワせっけん アワ石けん アワ石鹸)<br><br>/(/F215506/)/<br><br>ミヨシ石鹸<br>130-0021 東京都墨田区緑3-8-12<br>03-3633-6961<br><br>広告文責：株式会社爽快ドラッグ<br><br>[フットケア],素足キレイ泡せっけん 詰替(140mL)【ftcare_4】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション素足キレイ泡せっけん 詰替(140mL)【ftcare_4】,★税抜1900円以上で送料無料★。素足キレイ泡せっけん 詰替(140mL)【ftcare_4】[rn]
