15-64801,http://tshop.r10s.jp/atomicgolf/cabinet/itemimg86a/a3050105-0126.jpg?fitin=700:700,26265.6000,,スポーツ・アウトドア > ゴルフ > クラブ > メンズクラブ > フェアウェイウッド,アストロ ゴルフ ツアー VF-213 フェアウェイウッド オリジナルカーボンシャフト ASTRO TOUR【ゴルフ】【フェアウェイウッド】【アストロ】【ツアーVF213】【ASTRO】,☆2013年モデル☆,<table cellpadding='8' cellspacing='4' border='1' width='100%' frame='void'><tr><td bordercolor='#1c9bd8'><font size='2' color='#3b5a9a'>ヘッドカバー付属</font></td></tr></table><p>■ 取り寄せ商品につきましては、通常2-4営業日での出荷が目安となります。仕入れ先の在庫状況により変動致しますので確認後メールにて納期回答させて頂きます。</p><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg86a/a3050105-012600.jpg' width='100%' /><p><b>スコアアップの救世主</b><br /><b>構えた時の安心感と大きな飛びを実現したドライバーと同じ製法(鍛造・カップフェース)のフェアウェイウッド「アストロツアーVF-213」</b></p><br /><p><b>上級者好みのアベレージにも喜んで頂ける究極の鍛造</b><b>フェアウェイウッド</b><br />カップフェイスによりスイートエリアを拡大し、重心深度を深くする事で直進性を高め、高く強い弾道を実現。<br />ソールの接地面積を少なくし、振り抜きを良くし、バランス配分を変える事が出来る、フェアウェイウッド。</p><br /><table cellspacing='0' border='1' width='100%'><tr><th>ヘッド素材（製法）</th><td colspan='3'>（フェイス） 455マレージング （ボディ） 304ステンレス/鍛造 カップフェイス CNC精密加工</td></tr><tr><th>番手</th><td>#3＋</td><td>#3</td><td>#5</td></tr><tr><th>ロフト角(&deg;)</th><td>14</td><td>15</td><td>18</td></tr><tr><th>ライ角(&deg;)</th><td colspan='2'>58.0</td><td>58.5</td></tr><tr><th>クラブ長さ(インチ)</th><td colspan='2'>42.75</td><td>42.0</td></tr><tr><th>ヘッド重量(g)</th><td colspan='2'>213±</td><td>218&plusmn;</td></tr><tr><th>ヘッド体積（cc）</th><td colspan='2'>175</td><td>152</td></tr><tr><th>シャフト名</th><td colspan='3'>オリジナルカーボンシャフト</td></tr><tr><th>シャフトの硬さ</th><td colspan='3'>S、SR、R</td></tr><tr><th>バランス</th><td colspan='3'>C9～D2</td></tr><tr><th>備考/発売日</th><td colspan='3'>2013年</td></tr></table><p>原産国：日本製<b></b></p>,アストロ ゴルフ ツアー VF-213 フェアウェイウッド オリジナルカーボンシャフト ASTRO TOUR【ゴルフ】【フェアウェイウッド】【アストロ】【ツアーVF213】【ASTRO】：アトミックゴルフ,ゴルフ用品ゴルフクラブドライバーゴルフ通販アイアンセットフェアウェイウッドゴルフセットウェッジユーティリティーチッパーパターゴルフボールキャディーバッグ計測器GPSナビブリヂストンダンロップミズノタイトリストフォーティーンリンクステーラーメイドマグレガーオデッセイキャロウェイヤマハカタナオジオスリクソンツアーステージゼクシオPHYZファイズアストロ ゴルフ ツアー VF-213 フェアウェイウッド オリジナルカーボンシャフト ASTRO TOUR【ゴルフ】【フェアウェイウッド】【アストロ】【ツアーVF213】【ASTRO】,☆2013年モデル☆。アストロ ゴルフ ツアー VF-213 フェアウェイウッド オリジナルカーボンシャフト ASTRO TOUR【ゴルフ】【フェアウェイウッド】【アストロ】【ツアーVF213】【ASTRO】[rn]
15-64802,http://tshop.r10s.jp/gold/atomicgolf/ItemImg/1606-asep.jpg?fitin=700:700,7840.0000,,スポーツ・アウトドア > ゴルフ > クラブ > メンズクラブ > フェアウェイウッド,デリンジャー 短尺 フェアウェイウッド オリジナル カーボンシャフト DERRINGERS【ファンタストプロ】【ゴルフ】【デリンジャー】【短尺】【フェアウェイウッド】【FANTAS】【PRO】,☆短尺フェアウェイウッドシリーズ☆,<table cellpadding='8' cellspacing='4' border='1' width='100%' frame='void'><tr><td bordercolor='#1c9bd8'><font size='2' color='#3b5a9a'>ヘッドカバー付属</font></td></tr></table><p>■ 取り寄せ商品につきましては、通常2-4営業日での出荷が目安となります。仕入れ先の在庫状況により変動致しますので確認後メールにて納期回答させて頂きます。</p><font size='4'><b>◎ 山本アドバイザーおすすめポイント！</b></font><br /><table cellpadding='5' cellspacing='0' border='1' width='100%'><tr><td>短尺仕様のフェアウェイウッドシリーズ。<br /><br />番手ごとにカラーリングを変えたこだわりの設計です。<br /><br />フェース素材はマレージングフェースを使用。チタンよりも反発の強い<br />素材で反発力をあげます。<br /><br /></td></tr></table><p><b>デリンジャー2番</b></p><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0045/1606-asep00.jpg' width='100%' /><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0045/1606-asep05.jpg' width='100%' />極薄・超硬マレージングフェースドライバー級の飛距離を叩き出すブラッシーでやさしく飛ばせ！高級車のボディを連想させる、イタリアンレッドフェース高30ｍｍのシャロ―ヘッドで低重心。<p><b>デリンジャー4番</b></p><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0045/1606-asep06.jpg' width='100%' />極薄・超硬マレージングフェース楽に球が上がって飛距離も出る。セカンドショットの秘密兵器カラ―はイタリアンブルー　シャロ―ヘッドで低重心。<p><b>デリンジャー7番</b></p><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0045/1606-asep07.jpg' width='100%' />極薄・超硬マレージングフェース高弾道でピンが狙える7番ウッドカラ―はメタリックグリーンシャロ―ヘッドで低重心。<p><b>デリンジャー8番</b></p><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0045/1606-asep08.jpg' width='100%' />極薄・超硬マレージングフェースフェース高30ｍｍのシャロ―ヘッドで低重心。<img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0045/1606-asep03.jpg' width='100%' /><br />▲ヘッドカバー<img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0045/1606-asep04.jpg' width='100%' /><br />▲チャウサーグリップ<br /><table cellspacing='0' border='1' width='100%'><tr><th>番手</th><td>#2</td><td>#4</td><td>#7</td><td>#8</td></tr><tr><th>ヘッド素材(製法)</th><td colspan='4'>17-4ステンレスボディ+マレージングフェース+メタルウエイト（超硬ＴＩＣＮ加工仕上げ）</td></tr><tr><th>ロフト角(&deg;)</th><td>13.5</td><td>15.5</td><td>20.5</td><td>22</td></tr><tr><th>ライ角(&deg;)</th><td>59.5</td><td colspan='3'>60</td></tr><tr><th>クラブ長さ(インチ)</th><td>42.5</td><td>41.5</td><td>39</td><td>38.5</td></tr><tr><th>クラブ重量(g)</th><td>320</td><td>334</td><td>346</td><td>346</td></tr><tr><th>ヘッド体積(cc)</th><td>230</td><td>230</td><td>215</td><td>215</td></tr><tr><th>付属品</th><td colspan='4'>ヘッドカバー</td></tr></table><br /><table cellspacing='0' border='1' width='100%'><tr><th>シャフト名</th><td colspan='2'>オリジナルカーボン</td></tr><tr><th>シャフトの硬さ</th><td>R</td><td>SR</td></tr></table>,デリンジャー 短尺 フェアウェイウッド オリジナル カーボンシャフト DERRINGERS【ファンタストプロ】【ゴルフ】【デリンジャー】【短尺】【フェアウェイウッド】【FANTAS】【PRO】：アトミックゴルフ,ゴルフ用品ゴルフクラブドライバーゴルフ通販アイアンセットフェアウェイウッドゴルフセットウェッジユーティリティーチッパーパターゴルフボールキャディーバッグ計測器GPSナビブリヂストンダンロップミズノタイトリストフォーティーンリンクステーラーメイドマグレガーオデッセイキャロウェイヤマハカタナオジオスリクソンツアーステージゼクシオPHYZファイズデリンジャー 短尺 フェアウェイウッド オリジナル カーボンシャフト DERRINGERS【ファンタストプロ】【ゴルフ】【デリンジャー】【短尺】【フェアウェイウッド】【FANTAS】【PRO】,☆短尺フェアウェイウッドシリーズ☆。デリンジャー 短尺 フェアウェイウッド オリジナル カーボンシャフト DERRINGERS【ファンタストプロ】【ゴルフ】【デリンジャー】【短尺】【フェアウェイウッド】【FANTAS】【PRO】[rn]
15-64803,http://tshop.r10s.jp/gold/atomicgolf/ItemImg/1409-aecw.jpg?fitin=700:700,34560.0000,,スポーツ・アウトドア > ゴルフ > クラブ > メンズクラブ > フェアウェイウッド,【チタンカップフェース】 オリマー ゴルフ トライメタル フェアウェイウッド オリジナル カーボンシャフト Orlimar TRYMETAL【オリマー】【ゴルフ】【トライメタル】【フェアウェイウッド】【Orlimar】【TRYMETAL,☆2014年モデル☆,"<table cellpadding='8' cellspacing='4' border='1' width='100%' frame='void'><tr><td bordercolor='#1c9bd8'><font size='2' color='#3b5a9a'>ヘッドカバー付属</font></td></tr></table><p>■ 取り寄せ商品につきましては、通常2-4営業日での出荷が目安となります。仕入れ先の在庫状況により変動致しますので確認後メールにて納期回答させて頂きます。</p><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0012/1409-aecw00.jpg' width='100%' /><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0012/1409-aecw01.jpg' width='100%' /><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0012/1409-aecw02.jpg' width='100%' /><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0012/1409-aecw03.jpg' width='100%' /><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0012/1409-aecw04.jpg' width='100%' /><p>オリマートライメタル2014モデルは、最新のメカニズムが投入されたボール構造に対応するために<br />6-4チタン素材を高度な加工技術によって開発されたフェアウェイウッド史上最大の反発性能<br />のフルチタンフェアウェイウッドである。<br />2001年から史上投入されたオリマートトライメタルは、その革新的な構造から瞬く間に<br />ツアープロの注目を集め、USPGA USLPGAではトップクラスの使用率を記録。<br />多くのメジゃーチャンピオンが使用した実績あるモデルである。<br /><b>Structure Revolution</b><br />従来のモデルがステンレス製であったのに対してヘッドの設計自由度を増すために強度と軽さに<br />優れるチタン素材を使用し、インナーツインタングステン構造により（前部50ｇ後部30グラムTOTAL80ｇ）<br />球の捕まり易さを確保する一方で低重心化を図り、フェースよりの浅重心とすることでロースピンの<br />強弾道を得ることに成功した。<br />独自の凹み形状ソールは接地面積を少なくすることで芝の抵抗を最小限にし、抜けの良さと<br />フェースコントロールを容易にしました。<br /><b>ツインタングステン構造</b><br />前部50g　後部30gにタングステンを配置することによる浅重心/低重心設計。球のつかまりを確保<br />すると共に、フェース寄りの浅重心とする事でロースピンの強弾道を生み出します。<br /><b>フェース周辺肉薄　カップフェース構造</b><br />中心部2.4mm　最薄部1.8mmの独自カップフェース構造により、ドライバーに並ぶ反発力を発揮。<br /><b>抜けの良い独自ソール形状</b><br />接地面を少なくすることで芝の抵抗を最小限にし、抜けの良さとフェースコントロールを容易にしました。<br /><b>コストに妥協せずに飛距離の追及を最優先させたその構造</b><br />ドライバーではすでに当たり前となっているフルチタンボディー構造<br />フェアウェイウッドにも設計自由度を持たせるため高度な加工技術によって開発された<br />フルチタンボディーを採用。<br /><b>フェース周辺肉薄カップフェース構造</b><br />最薄部1.8mmの独自カップフェース構造により、ドライバーに並ぶ反発力を追求。<br /><b>ツインタングステン構造</b><br />ロースピンの強弾道と球のつかまりを確保することを目的にフェースよりの浅重心と低重心を<br />具現化するため、贅沢にも前部50g後部30g、計80gのタングステンを配置。</p><br /><table cellspacing='0' border='1' width='100%'><tr><th>素材(製法)</th><td colspan=""4"">ブラックPVD加工</td></tr> <tr><th>番手</th><td>#3+</td><td>#3</td><td>#5</td><td>#7</td> </tr><tr><th>ロフト角(°)</th><td>13.5</td><td>15</td><td>18</td><td>21</td></tr><tr><th>ライ度(°)</th><td colspan=""2"">58</td><td>59</td><td>60</td></tr><tr><th>総重量（g）</th><td colspan=""2"">213</td><td>217</td><td>221</td></tr><tr><th>体積(cc)</th><td colspan=""2"">200</td><td>185</td><td>170</td></tr><tr><th>フェース高</th> <td>37.5</td><td>37.2</td><td>35.8</td><td>35.6</td></tr><tr><th>フェース厚</th><td colspan=""2"">35</td><td>34.5</td><td>34</td></tr>    </table><br /><table cellspacing='0' border='1' width='100%'><tr><th>シャフト名</th><td colspan='3'>オリジナルTRI METALカーボン</td></tr><tr><th>シャフトフレックス</th><td>R</td><td>SR</td><td>S</td></tr><tr> <th>シャフト重量（ｇ）</th> <td>64</td> <td>65</td> <td>66</td></tr><tr><th>トルク（°）</th><td colspan='3'>4.2</td></tr></table>",【チタンカップフェース】 オリマー ゴルフ トライメタル フェアウェイウッド オリジナル カーボンシャフト Orlimar TRYMETAL【オリマー】【ゴルフ】【トライメタル】【フェアウェイウッド】【Orlimar】【TRYMETAL：アトミックゴルフ,ゴルフ用品ゴルフクラブドライバーゴルフ通販アイアンセットフェアウェイウッドゴルフセットウェッジユーティリティーチッパーパターゴルフボールキャディーバッグ計測器GPSナビブリヂストンダンロップミズノタイトリストフォーティーンリンクステーラーメイドマグレガーオデッセイキャロウェイヤマハカタナオジオスリクソンツアーステージゼクシオPHYZファイズ【チタンカップフェース】 オリマー ゴルフ トライメタル フェアウェイウッド オリジナル カーボンシャフト Orlimar TRYMETAL【オリマー】【ゴルフ】【トライメタル】【フェアウェイウッド】【Orlimar】【TRYMETAL,☆2014年モデル☆。【チタンカップフェース】 オリマー ゴルフ トライメタル フェアウェイウッド オリジナル カーボンシャフト Orlimar TRYMETAL【オリマー】【ゴルフ】【トライメタル】【フェアウェイウッド】【Orlimar】【TRYMETAL[rn]
15-64804,http://tshop.r10s.jp/atomicgolf/cabinet/itemimg0017/1501-agbe.jpg?fitin=700:700,35424.0000,,スポーツ・アウトドア > ゴルフ > クラブ > メンズクラブ > フェアウェイウッド,スターダム ゴルフ ブラック フェアウェイウッド STARDOM-V PREMIUM カーボンシャフト STARDOM BLACK【スターダム】【ゴルフ】【ブラック】【フェアウェイウッド】【STARDOM-V】【PREMIUM】【FAIRWAY-WOOD】,☆2014年モデル☆,"<table cellpadding='8' cellspacing='4' border='1' width='100%' frame='void'><tr><td bordercolor='#1c9bd8'><font size='2' color='#3b5a9a'>ヘッドカバー付属</font></td></tr></table><p>■ 取り寄せ商品につきましては、通常2-4営業日での出荷が目安となります。仕入れ先の在庫状況により変動致しますので確認後メールにて納期回答させて頂きます。</p><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0017/1501-agbe00.jpg' width='100%'><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0017/1501-agbe01.jpg' width='100%'><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0017/1501-agbe02.jpg' width='100%'><br/>▲STARDOM-V PREMIUM カーボンシャフト<img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0017/1501-agbe03.jpg' width='100%'><br/>▲STARDOM ORIGINAL GRIP つかまりの良い球筋で力強く突き進む高弾道！<br /><table cellspacing='0' border='1' width='100%'><tr> <th>ヘッド素材</th> <td colspan=""2"">ステンレススチールl</td> </tr> <tr> <th>番手</th> <td>#3</td> <td>#5</td> </tr><tr> <th>ロフト角(°)</th> <td>15</td> <td>18</td> </tr><tr> <th>ライ角(°)</th> <td>58.5</td> <td>59.0</td></tr><tr> <th>ヘッド体積(cc)</th> <td>180</td> <td>170</td></tr><tr> <th>クラブ長さ（インチ）</th> <td>43</td> <td>42.5</td> </tr> <tr> <th>グリップ</th> <td colspan=""2"">STARDOM ORIGINAL GRIP (38g)</td> </tr></table><br /><table cellspacing='0' border='1' width='100%'><tr> <th>シャフト名</th> <td colspan=""3"">STARDOM-V PREMIUM カーボンシャフト</td> </tr><tr><th>フレックス</th><td>S</td><td>SR</td><td>R</td></tr><tr><th>バランス</th><td>D1</td><td>D0</td><td>C9</td></tr><tr><th>重量(g)</th><td>309</td><td>304</td><td>299</td></tr><tr><th>シャフト重さ（g）</th><td>58</td><td>56</td><td>53</td></tr><tr> <th>トルク</th> <td>4.2</td> <td>4.5</td> <td>4.8</td></tr><tr> <th>キックポイント</th> <td colspan=""3"">MID-LOW</td></tr></table>",スターダム ゴルフ ブラック フェアウェイウッド STARDOM-V PREMIUM カーボンシャフト STARDOM BLACK【スターダム】【ゴルフ】【ブラック】【フェアウェイウッド】【STARDOM-V】【PREMIUM】【FAIRWAY-WOOD】：アトミックゴルフ,ゴルフ用品ゴルフクラブドライバーゴルフ通販アイアンセットフェアウェイウッドゴルフセットウェッジユーティリティーチッパーパターゴルフボールキャディーバッグ計測器GPSナビブリヂストンダンロップミズノタイトリストフォーティーンリンクステーラーメイドマグレガーオデッセイキャロウェイヤマハカタナオジオスリクソンツアーステージゼクシオPHYZファイズスターダム ゴルフ ブラック フェアウェイウッド STARDOM-V PREMIUM カーボンシャフト STARDOM BLACK【スターダム】【ゴルフ】【ブラック】【フェアウェイウッド】【STARDOM-V】【PREMIUM】【FAIRWAY-WOOD】,☆2014年モデル☆。スターダム ゴルフ ブラック フェアウェイウッド STARDOM-V PREMIUM カーボンシャフト STARDOM BLACK【スターダム】【ゴルフ】【ブラック】【フェアウェイウッド】【STARDOM-V】【PREMIUM】【FAIRWAY-WOOD】[rn]
15-64805,http://tshop.r10s.jp/atomicgolf/cabinet/itemimg0060/1703-axjl.jpg?fitin=700:700,33696.0000,,スポーツ・アウトドア > ゴルフ > クラブ > メンズクラブ > フェアウェイウッド,グローブライド ゴルフ オノフ クロ フェアウェイウッド スムースキック MP-617F カーボンシャフト ONOFF KURO グローブライド【オノフ】【フェアウェイウッド】,☆2017年モデル☆,"<table cellpadding='8' cellspacing='4' border='1' width='100%' frame='void'><tr><td bordercolor='#1c9bd8'><font size='2' color='#3b5a9a'>SLE適合</font></td></tr><tr><td bordercolor='#1c9bd8'><font size='2' color='#3b5a9a'>ヘッドカバー付属</font></td></tr></table><p>■ 取り寄せ商品につきましては、通常2-4営業日での出荷が目安となります。仕入れ先の在庫状況により変動致しますので確認後メールにて納期回答させて頂きます。</p><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0060/1703-axjk00.jpg' width='100%'><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0060/1703-axjk01.jpg' width='100%'><br/><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0060/1703-axjk02.jpg' width='100%'><br/><p><b>飛びにこだわった３番ウッド</b><br />セミオートマチックでドライバーより操作性を持たせながらも飛びを追求した、ティー<br />ショットでも威力を発揮するスーパーチタンスプーン。<br /><b>飛んで、やさしい、４番ウッド</b><br />操作性と飛びのバランスを重視した、飛んでやさしいスプーンのようなバフィー。<br />やさしさを重視しつつも、セミオートマチックな操作性も兼備しています。<br /><b>ピンを狙う、５番ウッドと７番ウッド</b><br />飛距離のばらつきを抑制し、安定したスピン量、ボールの上がりやすさを生み出し、操<br />作性と方向性を重視したW5とW7。リカバリーショットでの使用も考え、ラフからも使<br />えるセミマニュアルなフェアウェイウッドです。</p><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0060/1703-axjk09.jpg' width='100%'><br/><p>W3&W4：シャローなフェース形状<br />W3とW4はボールが上がりやすく、やさしいイメージのシャローフェースのヘッド形状</p><p>安定したスピン性能を実現するフェース面仕上げ</p><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0060/1703-axjk11.jpg' width='100%'><br/><p>全番手、フェース全面にミーリング加工を施し、スピン量のばらつきを抑制。打点ブレ<br />や、ラフからのショット、雨天時などの水滴などでもスピン量がばらつきにくいので、<br />安定した飛距離性能が得られます。</p><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0060/1703-axjk12.jpg' width='100%'><br/>▲SMOOTH KICK MP-617F カーボンシャフト<img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0060/1703-axjk13.jpg' width='100%'><br/>▲ONOFFツアーベルベットラバー47B（47g）<p>番手別最適設計の黒のヘッドにあわせ、ドロー、フェード、高低、スピンをコントロー<br />ルできるシャフト。スチールシャフトの剛性感をカーボンシャフトに取り入れること<br />で、スチールシャフトのような感覚で気持ちよく振り抜け、スムーズなしなりで操作性<br />の良い、クセのない中調子のしなり系シャフトです。先端のシャフト剛性をフェアウェ<br />イウッド用に最適化することで、インパクト時の不要なばらつきを抑え、方向安定性にもすぐれたシャフトです。</p><br /><table cellspacing='0' border='1' width='100%'><tr><th colspan='2'>番手</th><td>W4</td><td>W5</td><td>W7</td></tr>  <tr><th colspan='2' rowspan='3'>ヘッド素材（製法）</th><td colspan='3'>W3=15-3-3-3Tiフェース+6-4Tiボディ+タングステン合金ソール</td></tr><tr> <td colspan='3'>W4, 5, 7=ハイマレージングプラスフェース、</td> </tr> <tr> <td colspan='3'>17-4PHステンレスボディ</td></tr><tr><th colspan='2'>ロフト角(&deg;)</th><td>16</td><td>18</td><td>21</td></tr> <tr><th colspan='2'>ライ角(&deg;)</th><td>57</td><td>57.5</td><td>58</td></tr> <tr><th colspan='2'>フェース角(&deg;)</th><td colspan='3'>±0</td></tr> <tr><th colspan='2'>クラブ長さ(インチ)</th><td>42.75</td><td>42.25</td><td>41.5</td></tr>  <tr><th rowspan='2'>クラブ重量(g)</th><th>SR</th><td>316</td><td>322</td><td>328</td></tr><tr> <th>S</th> <td>321</td> <td>325</td> <td>332</td> </tr> <tr><th colspan='2'>ヘッド体積（cc）</th><td>157</td><td>150</td><td>133</td></tr><tr><th colspan='2'>付属品</th><td colspan='3'>ヘッドカバー付</td></tr></table><br /><table cellspacing='0' border='1' width='100%'><tr><th>シャフト名</th><td colspan='2'>SMOOTH KICK MP-617F カーボンシャフト</td></tr><tr><th>シャフトの硬さ</th><td>SR</td><td>S</td></tr><tr><th>シャフト重量(g)</th><td>59</td><td>63</td></tr><tr><th>トルク</th><td>3.9</td><td>3.5</td></tr><tr><th>キックポイント(調子)</th><td>中元</td><td>中</td></tr><tr><th>発売日/備考</th><td colspan='2'>2017年3月</td></tr><tr><th>原産国</th><td colspan='2'>日本</td></tr></table>",グローブライド ゴルフ オノフ クロ フェアウェイウッド スムースキック MP-617F カーボンシャフト ONOFF KURO グローブライド【オノフ】【フェアウェイウッド】：アトミックゴルフ,ゴルフ用品ゴルフクラブドライバーゴルフ通販アイアンセットフェアウェイウッドゴルフセットウェッジユーティリティーチッパーパターゴルフボールキャディーバッグ計測器GPSナビブリヂストンダンロップミズノタイトリストフォーティーンリンクステーラーメイドマグレガーオデッセイキャロウェイヤマハカタナオジオスリクソンツアーステージゼクシオPHYZファイズグローブライド ゴルフ オノフ クロ フェアウェイウッド スムースキック MP-617F カーボンシャフト ONOFF KURO グローブライド【オノフ】【フェアウェイウッド】,☆2017年モデル☆。グローブライド ゴルフ オノフ クロ フェアウェイウッド スムースキック MP-617F カーボンシャフト ONOFF KURO グローブライド【オノフ】【フェアウェイウッド】[rn]
15-64806,http://tshop.r10s.jp/atomicgolf/cabinet/itemimg0005/1403-abcy.jpg?fitin=700:700,4792.0000,,スポーツ・アウトドア > ゴルフ > クラブ > メンズクラブ > フェアウェイウッド,【15番ウッドまである】 オリマー ゴルフ ORM-707F フェアウェイウッド オリジナルカーボンシャフト ORLIMAR【ゴルフ】【フェアウェイウッド】【オリマー】【ORM-707F】,☆2014年モデル/ウッド中心のセットへ☆,<table cellpadding='8' cellspacing='4' border='1' width='100%' frame='void'><tr><td bordercolor='#1c9bd8'><font size='2' color='#3b5a9a'>ヘッドカバー付属</font></td></tr><tr><td bordercolor='#1c9bd8'><font size='2' color='#3b5a9a'>初中級者向け</font></td></tr></table><p>■ 取り寄せ商品につきましては、通常2-4営業日での出荷が目安となります。仕入れ先の在庫状況により変動致しますので確認後メールにて納期回答させて頂きます。</p><font size='4'><b>◎ 山本アドバイザーおすすめポイント！</b></font><br /><table cellpadding='5' cellspacing='0' border='1' width='100%'><tr><td>3番からロフト角33度の15番まで、計7番手の細かな番手（ロフト）構成で苦手な距離をフルカバー可能。<br />フェアウェイウッドが苦手な方にもやさしく打てる設計になっています。<br />また、ユーティリティーやアイアンが苦手な方も33度まで番手がそろってますのでアイアンは8番からの使用で十分間に合います。<br />全米シニア優勝の井戸木プロをはじめ、ウッド中心のセッティングでスコアアップにつなげている方も多いです。ぜひお試しください。<br />※商品説明の飛距離の目安はヘッドスピード42程度の方の数値となっています。<br />※3～9番までは、ルール適合クラブです。11番～15番はスコアライン（溝）のルールに適合しておりません。</td></tr></table><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0005/1403-abcy000.jpg' width='100%'><p>3番からロフト角33度の15番まで、計7番手の細かな番手（ロフト）構成で苦手な距離をフルカバー可能。<br />シャロー＆セミラージヘッド設計で飛んで止まる低重心＆高弾道の球筋が望めます。</p><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0005/1403-abcy001.jpg' width='100%'><img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0005/1403-abcy002.jpg' width='100%'><br/>▲専用ソフトラバーグリップ<img src='http://image.rakuten.co.jp/atomicgolf/cabinet/itemimg0005/1403-abcy003.jpg' width='100%'><br/>▲オリジナルカーボンシャフト<br /><table cellspacing='0' border='1' width='100%'><tr><th>ヘッド素材（製法）</th><td colspan='7'>SS-17-4</td></tr><tr><th>番手</th><td>#3</td><td>#5</td><td>#7</td><td>#9</td><td>#11</td><td>#13</td><td>#15</td></tr><tr><th>ロフト角(&deg;)</th><td>15</td><td>18</td><td>21</td><td>24</td><td>27</td><td>30</td><td>33</td></tr><tr><th>ライ角(&deg;)</th><td>58.0</td><td>58.5</td><td>59.0</td><td>59.5</td><td>60.0</td><td>60.5</td><td>61.0</td></tr><tr><th>クラブ長さ(インチ)</th><td>43.0</td><td>42.0</td><td>41.5</td><td>41.0</td><td>40.5</td><td>40.0</td><td>39.5</td></tr><tr><th>クラブ重量(g)</th><td>318</td><td>326</td><td>330</td><td>333</td><td>336</td><td>341</td><td>344</td></tr><tr><th>ヘッド体積（cc）</th><td>205</td><td>195</td><td>180</td><td>170</td><td>160</td><td>150</td><td>145</td></tr><tr><th>グリップ</th><td colspan='7'>専用ソフトラバーグリップ</td></tr></table><br /><table cellspacing='0' border='1' width='100%'><tr><th>シャフト名</th><td colspan='2'>オリジナルカーボンシャフト</td></tr><tr><th>シャフトの硬さ</th><td>R</td><td>SR</td></tr><tr><th>バランス</th><td>C9</td><td>D0</td></tr><tr><th>発売日/付属品</th><td colspan='2'>2014年/専用ヘッドカバー付</td></tr></table>,【15番ウッドまである】 オリマー ゴルフ ORM-707F フェアウェイウッド オリジナルカーボンシャフト ORLIMAR【ゴルフ】【フェアウェイウッド】【オリマー】【ORM-707F】：アトミックゴルフ,ゴルフ用品ゴルフクラブドライバーゴルフ通販アイアンセットフェアウェイウッドゴルフセットウェッジユーティリティーチッパーパターゴルフボールキャディーバッグ計測器GPSナビブリヂストンダンロップミズノタイトリストフォーティーンリンクステーラーメイドマグレガーオデッセイキャロウェイヤマハカタナオジオスリクソンツアーステージゼクシオPHYZファイズ【15番ウッドまである】 オリマー ゴルフ ORM-707F フェアウェイウッド オリジナルカーボンシャフト ORLIMAR【ゴルフ】【フェアウェイウッド】【オリマー】【ORM-707F】,☆2014年モデル/ウッド中心のセットへ☆。【15番ウッドまである】 オリマー ゴルフ ORM-707F フェアウェイウッド オリジナルカーボンシャフト ORLIMAR【ゴルフ】【フェアウェイウッド】【オリマー】【ORM-707F】[rn]
