15-108101,http://tshop.r10s.jp/pclive-shop/cabinet/02759845/img58067973.jpg?fitin=700:700,4640.0000,,パソコン・周辺機器 > パソコン > デスクトップPC,【セール】少々訳あり！完動品！NEC 17型一体型 MY28E/FE-J PenD 2.8G/512M/80GB/CD/液晶一体型【中古】【中古パソコン】【中古デスクトップパソコン】【中古PC】【在庫処分】【安心保証】【激安】P06Dec14,,"<table width=""300"" bgcolor=""#040087"" cellspacing=""1"" cellpadding=""3"">
<tr>
<th colspan=""2"" align=""center"" bgcolor=""#0002AD""><b><font color=""#FFFFFF"">商品詳細</font></b></th>
</tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">管理場所</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
OP2034-301</font></td></tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">メーカー</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">

NEC</font></td></tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">型番</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
MY28E/FE-J
</font></td></tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">動作状態</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
画面表示、本体通電、液晶接続など動作問題無し。通常動作OK！！
</font></td></tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">オフィスソフト</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
無し
 
<br>

</font></td></tr>


<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">CPU</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
PenD 2.8G<br>

</font></td></tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">メモリ</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
512M
<br>

</font></td></tr>

<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">HDD</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
80GB<br>

</font></td></tr>


<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">光学ドライブ</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
CD-ROM
<br>

</font></td></tr>

<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">プロダクトキー</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
Windows XP　professional （本体に貼付け） 

</font></td></tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">付属品</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
電源ケーブル
<br>

</font></td></tr>

<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">備考</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
<b>ご注意：本体液晶画面にキズとムラがあります！</b>　<br>中古品ですので、本体に多少の埃、汚れ、キズ、スレなどはあります。多少の使用感も予めご了承願いいたします。<BR>


☆★正常動作品の動作保証期間は商品到着後7日間となります。商品到着後、万が一動作不良が発生した際はメールにてご連絡ください。★☆



</font></td></tr>

<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">発送について</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
ご入金（着金）確認後三日以内 （土日、祝日除外）の発送になります。 
<br>
<br>

</font></td></tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">明細書及び領収書について</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
コスト削減のため、明細書は添付いたしません、領収書はご希望の方のみお送りいたします。
</font></td></tr>
</table>",【セール】少々訳あり！完動品！NEC 17型一体型 MY28E/FE-J PenD 2.8G/512M/80GB/CD/液晶一体型【中古】【中古パソコン】【中古デスクトップパソコン】【中古PC】【在庫処分】【安心保証】【激安】P06Dec14：pclive-shop,【セール】少々訳あり！完動品！NEC 17型一体型 MY28E/FE-J PenD 2.8G/512M/80GB/CD/液晶一体型【中古】【中古パソコン】【中古デスクトップパソコン】【中古PC】【在庫処分】【安心保証】【激安】P06Dec14,【セール】少々訳あり！完動品！NEC 17型一体型 MY28E/FE-J PenD 2.8G/512M/80GB/CD/液晶一体型【中古】【中古パソコン】【中古デスクトップパソコン】【中古PC】【在庫処分】【安心保証】【激安】P06Dec14[rn]
15-108102,http://tshop.r10s.jp/pclive-shop/cabinet/03474106/imgrc0069427290.jpg?fitin=700:700,28640.0000,,パソコン・周辺機器 > パソコン > デスクトップPC,中古パソコン　中古デスクトップパソコン【Windows 10 Home MAR搭載】富士通 ESPRIMO D750/A Core i5 650 3.2G/メモリ4G/大容量新品2TB/DVD-ROM,メモリー大容量、Windows10がセットアップ済、オススメです。,"<center>
<table width=300 bgcolor=#000033 cellpadding=5 cellspacing=1>
<tr>
 <td bgcolor=#000066 colspan=2 align=center>
  <b><font color=#FFFFFF size=4>商品の詳細</font></b>
 </td>  
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>メーカー</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
富士通
  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>型番</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
ESPRIMO D750/A </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>動作状態</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
OS：Windows 10 Home 32bit MAR正規版(Windows 7からの無償アップグレード版ではありませんので安心して使えますよ！)<BR>
（パソコンの動作確認・インターネット接続確認等）状態は良好です。すぐご使用できる状態でお届け致します！  <BR>
HDDリカバリも内蔵されております。Windowsの再セットアップの時も簡単、パソコンの電源を入れ、すぐ[Tab]キーを連打！

  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>オフィスソフト</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
  ☆特典☆<BR>
<font color=#ff0000><b>【通常価格4,980円】</b></font>の正規版Kingsoft Office 2013 Standardを付属させて頂きます。<BR>


ワード、エクセル、パワーポイントの文書作成・編集が自由自在!<BR>

見慣れた操作画面で違和感ゼロ!!マイクロソフトオフィスのワード・
エクセル・パワーポイントを使い慣れている方は、改めて操作方法
を習得する必要なく、簡単にお使い頂けるオフィスソフトです。
正規シリアルカードも付いておりますのでずっと使えます！


  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>CPU</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
Core i5 650 3.2G <BR><font color=#ff0000><b></b></font></font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>搭載メモリ</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
  4GB<BR><font color=#ff0000><b></b></font>
  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>HDD容量</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
  新品2TB<BR><font color=#ff0000><b></b></font>

  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>光学ドライブ</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 DVD-ROM<BR><font color=#ff0000><b>【DVDやCDの再生が可能！】</b></font>



  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>出力</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 


  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>プロダクトキー</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 
Windows 10 Home </font>
 </td>
</tr>

<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>付属品</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 
電源ケーブル<br>Kingsoft Office 2013正規シリアルカード <BR>外付けUSBタイプ無線アダプタ（新品未使用）


  </font>
 </td>
</tr>

<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>備考</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
厳選良品をお買い得価格で提供致します。 <br>

ご注意：中古品ですので、本体に多少の埃、汚れ、キズ、スレなどはあります。 <br>
多少の使用感も予めご了承願いいたします。 <br>

☆★正常動作品の動作保証期間は商品到着後7日間となります。商品到着後、万が一動作不良が発生した際はメールにてご連絡ください。★☆ <br>

  </font>
 </td>
</tr>

<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>発送について</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 
ご入金（着金）確認後2営業日以内 （土日、祝日除外）の発送になります。 

   </font>
 </td>
</tr>

<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>明細書及び領収書について</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 
コスト削減のため、明細書は添付いたしません、領収書等はご希望の方のみお送りいたします。

   </font>
 </td>
</tr>

</table>
</center>",中古パソコン　中古デスクトップパソコン【Windows 10 Home MAR搭載】富士通 ESPRIMO D750/A Core i5 650 3.2G/メモリ4G/大容量新品2TB/DVD-ROM：pclive-shop,中古パソコン　中古デスクトップパソコン【Windows 10 Home MAR搭載】富士通 ESPRIMO D750/A Core i5 650 3.2G/メモリ4G/大容量新品2TB/DVD-ROM,メモリー大容量、Windows10がセットアップ済、オススメです。。中古パソコン　中古デスクトップパソコン【Windows 10 Home MAR搭載】富士通 ESPRIMO D750/A Core i5 650 3.2G/メモリ4G/大容量新品2TB/DVD-ROM[rn]
15-108103,http://tshop.r10s.jp/pclive-shop/cabinet/03474106/imgrc0068744621.jpg?fitin=700:700,15840.0000,,パソコン・周辺機器 > パソコン > デスクトップPC,中古パソコン Windows10 デスクトップパソコン【無線有】NEC MB-B Core i5 650 3.2G/4G/160GB/DVD-ROM,メモリー大容量、Windows10がセットアップ済、オススメです。,"<center>
<table width=300 bgcolor=#000033 cellpadding=5 cellspacing=1>
<tr>
 <td bgcolor=#000066 colspan=2 align=center>
  <b><font color=#FFFFFF size=4>商品の詳細</font></b>
 </td>  
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>メーカー</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
NEC
  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>型番</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
MB-B </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>動作状態</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
OS：Windows 10 Pro 32bit(Windows7からのアップグレード) <br>
（パソコンの動作確認・インターネット接続確認等）状態は良好です。すぐご使用できる状態でお届け致します！  
  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>オフィスソフト</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
  ☆特典☆<BR>
正規版Kingsoft Office 2013 Standardを付属させて頂きます。<BR>


ワード、エクセル、パワーポイントの文書作成・編集が自由自在!<BR>

見慣れた操作画面で違和感ゼロ!!マイクロソフトオフィスのワード・
エクセル・パワーポイントを使い慣れている方は、改めて操作方法
を習得する必要なく、簡単にお使い頂けるオフィスソフトです。
正規シリアルカードも付いておりますのでずっと使えます！


  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>CPU</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
Core i5 650 3.2G </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>搭載メモリ</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
  4GB
  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>HDD容量</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
  160GB

  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>光学ドライブ</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 DVD-ROM



  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>プロダクトキー</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 
Windows 7 Pro   </font>
 </td>
</tr>

<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>付属品</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 
電源ケーブル<br>Kingsoft Office 2013正規シリアルカード <BR>
外付けUSBタイプ無線アダプタ（新品未使用）

  </font>
 </td>
</tr>

<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>備考</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
厳選良品をお買い得価格で提供致します。 <br>

ご注意：中古品ですので、本体に多少の埃、汚れ、キズ、スレなどはあります。 <br>
多少の使用感も予めご了承願いいたします。 <br>


☆★正常動作品の動作保証期間は商品到着後7日間となります。商品到着後、万が一動作不良が発生した際はメールにてご連絡ください。★☆ <br>

  </font>
 </td>
</tr>

<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>発送について</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 
ご入金（着金）確認後2営業日以内 （土日、祝日除外）の発送になります。 

   </font>
 </td>
</tr>

<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>明細書及び領収書について</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 
コスト削減のため、明細書は添付いたしません、領収書等はご希望の方のみお送りいたします。

   </font>
 </td>
</tr>

</table>
</center>",中古パソコン Windows10 デスクトップパソコン【無線有】NEC MB-B Core i5 650 3.2G/4G/160GB/DVD-ROM：pclive-shop,中古パソコン Windows10 デスクトップパソコン【無線有】NEC MB-B Core i5 650 3.2G/4G/160GB/DVD-ROM,メモリー大容量、Windows10がセットアップ済、オススメです。。中古パソコン Windows10 デスクトップパソコン【無線有】NEC MB-B Core i5 650 3.2G/4G/160GB/DVD-ROM[rn]
15-108104,http://tshop.r10s.jp/pclive-shop/cabinet/03474106/imgrc0068827451.jpg?fitin=700:700,15840.0000,,パソコン・周辺機器 > パソコン > デスクトップPC,中古パソコン Windows10 デスクトップパソコン【無線有】NEC ME-B Core i5 650 3.2G/4G/160GB/DVD-ROM,メモリー大容量、Windows10がセットアップ済、オススメです。,"<center>
<table width=300 bgcolor=#000033 cellpadding=5 cellspacing=1>
<tr>
 <td bgcolor=#000066 colspan=2 align=center>
  <b><font color=#FFFFFF size=4>商品の詳細</font></b>
 </td>  
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>メーカー</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
NEC
  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>型番</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
ME-B </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>動作状態</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
OS：Windows 10 Pro 32bit(Windows7からのアップグレード) <br>
（パソコンの動作確認・インターネット接続確認等）状態は良好です。すぐご使用できる状態でお届け致します！  
  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>オフィスソフト</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
  ☆特典☆<BR>
正規版Kingsoft Office 2013 Standardを付属させて頂きます。<BR>


ワード、エクセル、パワーポイントの文書作成・編集が自由自在!<BR>

見慣れた操作画面で違和感ゼロ!!マイクロソフトオフィスのワード・
エクセル・パワーポイントを使い慣れている方は、改めて操作方法
を習得する必要なく、簡単にお使い頂けるオフィスソフトです。
正規シリアルカードも付いておりますのでずっと使えます！


  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>CPU</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
Core i5 650 3.2G </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>搭載メモリ</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
  4GB
  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>HDD容量</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
  160GB

  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>光学ドライブ</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
DVD-ROM



  </font>
 </td>
</tr>
<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>プロダクトキー</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 
Windows 7 Pro   </font>
 </td>
</tr>

<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>付属品</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 
電源ケーブル<br>Kingsoft Office 2013正規シリアルカード <BR>
外付けUSBタイプ無線アダプタ（新品未使用）

  </font>
 </td>
</tr>

<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>備考</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
厳選良品をお買い得価格で提供致します。 <br>

ご注意：中古品ですので、本体に多少の埃、汚れ、キズ、スレなどはあります。 <br>
多少の使用感も予めご了承願いいたします。 <br>


☆★正常動作品の動作保証期間は商品到着後7日間となります。商品到着後、万が一動作不良が発生した際はメールにてご連絡ください。★☆ <br>

  </font>
 </td>
</tr>

<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>発送について</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 
ご入金（着金）確認後2営業日以内 （土日、祝日除外）の発送になります。 

   </font>
 </td>
</tr>

<tr>
 <td bgcolor=#666666 width=30% align=center>
  <b><font color=#FFFFFF size=3>明細書及び領収書について</font></b>
 </td>
 <td bgcolor=#CCCCCC width=70% align=left>
  <font color=#000000 size=3>
 
コスト削減のため、明細書は添付いたしません、領収書等はご希望の方のみお送りいたします。

   </font>
 </td>
</tr>

</table>
</center>",中古パソコン Windows10 デスクトップパソコン【無線有】NEC ME-B Core i5 650 3.2G/4G/160GB/DVD-ROM：pclive-shop,中古パソコン Windows10 デスクトップパソコン【無線有】NEC ME-B Core i5 650 3.2G/4G/160GB/DVD-ROM,メモリー大容量、Windows10がセットアップ済、オススメです。。中古パソコン Windows10 デスクトップパソコン【無線有】NEC ME-B Core i5 650 3.2G/4G/160GB/DVD-ROM[rn]
15-108105,http://tshop.r10s.jp/pclive-shop/cabinet/03474106/imgrc0068139684.jpg?fitin=700:700,20640.0000,,パソコン・周辺機器 > パソコン > デスクトップPC,中古パソコン　デスクトップ　Windows 10 無線有【Office2013搭載】HP 8100 Elite SFF Core i5 3.2GHz/大容量メモリ4GB/大容量HDD160GB/DVDスーパーマルチドライブ,大人気商品進化して再入荷！,"<table width=""300"" bgcolor=""#040087"" cellspacing=""1"" cellpadding=""3"">
<tr>
<th colspan=""2"" align=""center"" bgcolor=""#0002AD""><b><font color=""#FFFFFF"">商品詳細</font></b></th>
</tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">管理場所</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
8100-Win10-4G-160GB</font></td></tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">メーカー</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">

HP</font></td></tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">型番</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
8100 Elite SF</font></td></tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">動作状態</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
OS：Windows 10 Home 64bit MAR正規版(Windows 7からの無償アップグレード版ではありませんので安心して使えますよ！)<BR>

（パソコンの動作確認・インターネット接続確認等）状態は良好です。すぐご使用できる状態でお届け致します！  <BR></font></td></tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">オフィスソフト</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
【通常価格4,980円】の正規版Kingsoft Office 2013 Standardを付属させて頂きます。ワード、エクセル、パワーポイントの文書作成・編集が自由自在!見慣れた操作画面で違和感ゼロ!!マイクロソフトオフィスのワード・ エクセル・パワーポイントを使い慣れている方は、改めて操作方法 を習得する必要なく、簡単にお使い頂けるオフィスソフトです。 正規シリアルカードも付いておりますのでずっと使えます！

 
<br>

</font></td></tr>


<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">CPU</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
Core i5 650 3.2G
</font></td></tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">メモリ</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
大容量4GB
<br>

</font></td></tr>

<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">HDD</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
大容量160GB<br>

</font></td></tr>


<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">光学ドライブ</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
DVDスーパーマルチドライブ<br>

</font></td></tr>

<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">プロダクトキー</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
Windows 10 Home Premium
</font></td></tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">付属品</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
電源ケーブル<br>Kingsoft Office 2013正規シリアルカード <br>外付けUSBタイプ無線アダプタ（新品未使用）
</font></td></tr>

<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">備考</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">

中古品ですので、本体に多少の埃、汚れ、キズ、スレなどはあります。多少の使用感も予めご了承願いいたします。実用ソフトがインストールされておりません。<BR>
☆★正常動作品の動作保証期間は商品到着後7日間となります。商品到着後、万が一動作不良が発生した際はメールにてご連絡ください。★☆



</font></td></tr>

<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">発送について</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
ご入金（着金）確認後三日以内 （土日、祝日除外）の発送になります。 
<br>
<br>

</font></td></tr>
<tr><th align=""center"" bgcolor=""#0095E0""><font size=""2"" color=""#FFFFFF"">明細書及び領収書について</font></th>
<td bgcolor=""#FFFFFF""><font size=""2"" color=""#000000"">
コスト削減のため、明細書は添付いたしません、領収書はご希望の方のみお送りいたします。
</font></td></tr>
</table>",中古パソコン　デスクトップ　Windows 10 無線有【Office2013搭載】HP 8100 Elite SFF Core i5 3.2GHz/大容量メモリ4GB/大容量HDD160GB/DVDスーパーマルチドライブ：pclive-shop,中古パソコン　デスクトップ　Windows 10 無線有【Office2013搭載】HP 8100 Elite SFF Core i5 3.2GHz/大容量メモリ4GB/大容量HDD160GB/DVDスーパーマルチドライブ,大人気商品進化して再入荷！。中古パソコン　デスクトップ　Windows 10 無線有【Office2013搭載】HP 8100 Elite SFF Core i5 3.2GHz/大容量メモリ4GB/大容量HDD160GB/DVDスーパーマルチドライブ[rn]
