15-106201,http://tshop.r10s.jp/soukai/cabinet/21/4901038940121.jpg?fitin=700:700,680.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > リンス・コンディショナー,アグリー フレグランス コンディショナー プレミアム(500mL)【アグリー】[アグリー シャンプー],アグリー / アグリー シャンプー★税抜1900円以上で送料無料★,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞バス・洗面＞リンス・コンディショナー＞リンス・コンディショナー その他＞アグリー フレグランス コンディショナー プレミアム (500mL)<br><br>★税抜1900円以上で送料無料★<br><br>【アグリー フレグランス コンディショナー プレミアムの商品詳細】<br>●アグリーの香りが漂うフレグランスコンディショナーです。<br>●ハチミツ・ツバキオイル・真珠エキスを配合したノンシリコンリンスです。<br>●濃厚なテクスチャーで傷んだ髪の潤いを守り、まとまりのよいサラツヤ髪へと導きます。<br>●個性的なウッディムスクの香りが長時間続きます。<br><br>【使用方法】<br>・はじめてお使いになる時は、ポンプノズルを反時計回りに回して持ち上げ、中身が出るまで2-3回空押ししてください。<br>・シャンプーで清潔に洗い上げ、水気を軽く切った髪に適量をつけてなじませ、1分間ほどおいてから、よくすすいでください。<br>・すすいだ後の髪は、乾いたタオルを巻くなどして水分をやさしく取り除き、根元を中心にドライヤーで手早く乾かしてください。<br><br>【成分】<br>水、香料、ステアリルアルコール、ミネラルオイル、セタノール、グリセリン、ステアルトリモニウムクロリド、ステアロキシプロピルトリモニウムクロリド、トリデセス-3、(C12-14)パレス-5、ポリクオタニウム-1、ポリクオタニウム-7、BG、ヒアルロン酸Na、セチルPGヒドロキシエチルパルミタミド、パンテノール、アルギニン、ハチミツ、ツバキ油、加水分解コンキオリン、クエン酸、エチルパラベン<br>【注意事項】<br>・頭部に湿疹や傷、はれもの等異常がある時は、ご使用をお控えください。<br>・使用中や使用後に刺激などの異常があらわれた時はご使用をやめ、皮膚専門医等へご相談ください。<br>・目に入らないようご注意下さい。万が一目に入った場合はこすらずにすぐに水で洗い流し、異物感が残る場合は、眼科医にご相談下さい。<br>・ポンプノズルの先端が詰まることがあり、勢いよく出る場合がありますのでご注意ください。<br><br>【ブランド】<br>アグリー<br><br>【発売元、製造元、輸入元又は販売元】<br>インターナショナルコスメティックス<br><br>(Agree)<br><br>インターナショナルコスメティックス<br>103-0007 東京都中央区日本橋浜町1-12-9 日本橋浜町ビル7F<br>03-5825-7588<br><br>広告文責：株式会社爽快ドラッグ<br><br>[リンス・コンディショナー/ブランド：アグリー/],アグリー フレグランス コンディショナー プレミアム(500mL)【アグリー】[アグリー シャンプー]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションアグリー フレグランス コンディショナー プレミアム(500mL)【アグリー】[アグリー シャンプー],アグリー / アグリー シャンプー★税抜1900円以上で送料無料★。アグリー フレグランス コンディショナー プレミアム(500mL)【アグリー】[アグリー シャンプー][rn]
15-106202,http://tshop.r10s.jp/soukai/cabinet/69/4901038710069.jpg?fitin=700:700,760.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > リンス・コンディショナー,アグリー フレグランスコンディショナー プレミアムリッチ(500mL)【アグリー】,アグリー★税抜1900円以上で送料無料★,お店TOP＞バス・洗面＞リンス・コンディショナー＞ダメージケアリンス・コンディショナー＞アグリー フレグランスコンディショナー プレミアムリッチ (500mL)<br><br>★税抜1900円以上で送料無料★<br><br>【アグリー フレグランスコンディショナー プレミアムリッチの商品詳細】<br>●カリフォルニア生まれの爽やかな香りが人気のロングセラー、「アグリー」のノンシリコン処方のヘアケアシリーズのコンディショナーです。<br>●つややかでなめらかな髪に仕上げます。<br>●保湿成分配合でしっとりまとまる髪に整えます。<br>●洗った後も香りが持続。「リピジュア(ポリクオタニウム-51)」のコーティング作用で香りが持続します。<br>●ローズムスクの香り<br><br>【使用方法】<br>・はじめてお使いになる時は、ポンプノズルを反時計回りに回して持ち上げ、中身が出るまで2～3回空押ししてください。<br>・「アグリー フレグランスシャンプー プレミアムリッチ」で清潔に洗い上げ、水気を軽く切った髪に適量をつけてなじませ、1分間ほどおいてから、よくすすいでください。<br><br>【成分】<br>水、グリセリン、ステアリルアルコール、セタノール、香料、ミネラルオイル、ステアルトリモニウムクロリド、ステアロキシプロピルトリモニウムクロリド、トリデセス-3、(C12-14)パレス-5、ポリクオタニウム-51、ポリクオタニウム-10、ポリクオタニウム-7、BG、ヒアルロン酸Na、ラベンダー油、オレンジ油、ニオイテンジクアオイ油、パルマローザ油、ウイキョウ果実油、ローズマリー油、イランイラン花油、セチルPGヒドロキシエチルパルミタミド、パンテノール、アルギニン、ハチミツ、ツバキ種子油、加水分解コンキオリン、クエン酸、メチルパラベン、エチルパラベン、フェノキシエタノール<br>【注意事項】<br>・傷、はれもの、湿疹等、異常のある時は使用しないでください。<br>・化粧品がお肌に合わないとき即ち次のような場合には、使用を中止してください。そのまま化粧品類の使用を続けますと、症状を悪化させることがありますので、皮膚科専門医等にご相談されることをおすすめします。<br>(1)使用中、赤味、はれ、かゆみ、刺激等の異常があらわれた場合<br>(2)使用したお肌に、直射日光があたって上記のような異常があらわれた場合<br>・目に入らないように注意し、目に入った時はすぐに洗い流してください。<br>・乳幼児の手の届かないところに置いてください。<br><br>【ブランド】<br>アグリー<br><br>【発売元、製造元、輸入元又は販売元】<br>インターナショナルコスメティックス<br><br>(Agree Fragracnce Conditioner)<br><br>インターナショナルコスメティックス<br>103-0007 東京都中央区日本橋浜町1-12-9 日本橋浜町ビル7F<br>03-5825-7588<br><br>広告文責：株式会社爽快ドラッグ<br><br>[リンス・コンディショナー/ブランド：アグリー/],アグリー フレグランスコンディショナー プレミアムリッチ(500mL)【アグリー】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションアグリー フレグランスコンディショナー プレミアムリッチ(500mL)【アグリー】,アグリー★税抜1900円以上で送料無料★。アグリー フレグランスコンディショナー プレミアムリッチ(500mL)【アグリー】[rn]
15-106203,http://tshop.r10s.jp/soukai/cabinet/74/4513574017474.jpg?fitin=700:700,349.6000,,美容・コスメ・香水 > ヘアケア・スタイリング > リンス・コンディショナー,ディブ 6種のバラ コンディショナー(600mL)【ディブ】,ディブ★税抜1900円以上で送料無料★,<img src='http://www.rakuten.ne.jp/gold/soukai/image/sd/sale/saleitem_20170420.gif' border='0' width='100%'><br><br>お店TOP＞バス・洗面＞リンス・コンディショナー＞ダメージケアリンス・コンディショナー＞ディブ 6種のバラ コンディショナー (600mL)<br><br>★税抜1900円以上で送料無料★<br><br>【ディブ 6種のバラ コンディショナーの商品詳細】<br>●スイートなビューティローズの香りで包み込み、いつものバスタイムを特別な時間にするコンディショナーです。<br>●うっとりするような香りで心も体もリラックス<br>●6種類のバラエキスを贅沢に配合<br>●みずみずしく輝く美髪へと導きます。<br>センチフォリアバラ花エキス、イザヨイバラエキス、ダマスクバラ花エキス、カニナバラエキス、ガリカバラ花エキス、コウシンバラ花エキス<br>●保湿成分である6種類の「バラエキス」が髪と地肌にたっぷりうるおいを与え、ツヤめく髪に仕上げます。<br>●毛髪補修成分が髪の内部に浸透し、ダメージを集中補修。毛先まで美しいしなやかな髪へ<br><br>【成分】<br>水、ステアリルアルコール、ミネラルオイル、セタノール、グリセリン、ステアルトリモニウムクロリド、ステアロキシプロピルトリモニウムクロリド、ジメチコン、シクロペンタシロキサン、トリデセス-3、(C12-14)パレス-5、ポリクオタニウム-10、センチフォリアバラ花エキス、イザヨイバラエキス、カニナバラエキス、ダマスクバラ花エキス、ガリカバラ花エキス、コウシンバラ花エキス、加水分解シルク、BG、PG、クエン酸、エチルパラベン、フェノキシエタノール、香料<br>【注意事項】<br>・傷、はれもの、湿疹等異常のある時は使用しないでください。<br>・使用中、赤み、かゆみ、刺激等の異常が出たら使用を中止し、皮フ科医へご相談ください。そのまま使い続けると症状が悪化することがあります。<br>・目に入らないように注意し、目に入った時はすぐに洗い流してください。異常が残る場合は眼科医にご相談ください。<br>・乳幼児の手の届かないところに置いてください。<br><br>【ブランド】<br>ディブ<br><br>【発売元、製造元、輸入元又は販売元】<br>熊野油脂<br><br>(Deve)<br><br>熊野油脂<br>489-0881 愛知県瀬戸市熊野35<br>0561-82-9245<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リンス・コンディショナー/ブランド：ディブ/],ディブ 6種のバラ コンディショナー(600mL)【ディブ】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションディブ 6種のバラ コンディショナー(600mL)【ディブ】,ディブ★税抜1900円以上で送料無料★。ディブ 6種のバラ コンディショナー(600mL)【ディブ】[rn]
15-106204,http://tshop.r10s.jp/soukai/cabinet/01/4513574025301.jpg?fitin=700:700,437.6000,,美容・コスメ・香水 > ヘアケア・スタイリング > リンス・コンディショナー,ディブ 3種のオイル コンディショナー (馬油・椿油・ココナッツオイル) 本体(480mL)【ディブ】,ディブ★税抜1900円以上で送料無料★,<img src='http://www.rakuten.ne.jp/gold/soukai/image/sd/sale/saleitem_20170420.gif' border='0' width='100%'><br><br>お店TOP＞バス・洗面＞リンス・コンディショナー＞ノンシリコンリンス・コンディショナー＞ディブ 3種のオイル コンディショナー (馬油・椿油・ココナッツオイル) 本体 (480mL)<br><br>★税抜1900円以上で送料無料★<br><br>【ディブ 3種のオイル コンディショナー (馬油・椿油・ココナッツオイル) 本体の商品詳細】<br>●保湿成分馬油と椿油、ココナッツオイルを贅沢にトリプルで配合した、地肌と髪にうるおいと艶を与えるオイルコンディショナーです。<br>●ダメージをうけてパサついた毛先までしっかりケア<br>●ノンシリコン処方で髪と地肌に余分な負担をかけず、健やかに保ちます。<br>●洗い流した後も、うるおってしっとりとした髪を保ち、ベタつかず、指通りなめらかなサラサラ美・艶髪に仕上げます。<br>●馬油・・・古くから家庭の万能油として使われ、保湿力に優れており、艶のある健やかな髪を保ちます。<br>●椿油・・・「椿オイル」は古くから髪の美容に用いられ、しっとり艶のある髪に導きます。<br>●ココナッツオイル・・・ココヤシの種子から得られるオイルです。パサついた髪に艶やうるおいを与えます。<br><br>【使用方法】<br>・シャンプーの後、適量を手にとり髪全体になじませてください。その後、洗い流してください。<br><br>【ディブ 3種のオイル コンディショナー (馬油・椿油・ココナッツオイル) 本体の原材料】<br>水、ステアリルアルコール、ミネラルオイル、セタノール、グリセリン、ステアルトリモニウムクロリド、ステアロキシプロピルトリモニウムクロリド、トリデセス-3、(C12-14)パレス-5、ポリクオタニウム-10、ポリクオタニウム-7、ヤシ油、馬油、ツバキ種子油、クエン酸、フェノキシエタノール、メチルパラベン、エチルパラベン、香料<br>【注意事項】<br>・傷、はれもの、湿疹等異常のある時は使用しないでください。<br>・赤み、かゆみ、刺激等の異常が出たら使用を中止し、皮フ科医へご相談ください。そのまま使い続けると症状が悪化することがあります。<br>・目に入らないように注意し、目に入った時はすぐに洗い流してください。<br>・乳幼児の手の届かないところに置いてください。<br>・極端に高温又は低温の場所や直射日光のあたる場所に置かないでください。<br><br>【ブランド】<br>ディブ<br><br>【発売元、製造元、輸入元又は販売元】<br>熊野油脂<br><br>熊野油脂<br>489-0881 愛知県瀬戸市熊野35<br>0561-82-9245<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リンス・コンディショナー/ブランド：ディブ/],ディブ 3種のオイル コンディショナー (馬油・椿油・ココナッツオイル) 本体(480mL)【ディブ】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションディブ 3種のオイル コンディショナー (馬油・椿油・ココナッツオイル) 本体(480mL)【ディブ】,ディブ★税抜1900円以上で送料無料★。ディブ 3種のオイル コンディショナー (馬油・椿油・ココナッツオイル) 本体(480mL)【ディブ】[rn]
15-106205,http://tshop.r10s.jp/soukai/cabinet/84/4959508170684.jpg?fitin=700:700,443.2000,,美容・コスメ・香水 > ヘアケア・スタイリング > リンス・コンディショナー,【アウトレット】アロマキフィ モイスト＆スムース コンディショナー(500mL)【アロマキフィ】,アロマキフィ★税抜1900円以上で送料無料★,<img src=http://image.rakuten.co.jp/soukai/cabinet/new1.jpg><br><br>お店TOP＞バス・洗面＞リンス・コンディショナー＞無添加リンス・低刺激リンス＞アロマキフィ モイスト＆スムース コンディショナー (500mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z84/z4959508170684.jpg' width='100%'><br><br>【アロマキフィ モイスト＆スムース コンディショナーの商品詳細】<br>●悩める女性たちへ贈る、新生アロマキフィ<br>●「AROMAKIFI(アロマキフィ)」ヘアケアシリーズはアロマセラピーメーカーが贈る、ナチュラルヘアケアシリーズです。全ラインアップ製品シリコンはもちろん、硫酸系／石油系界面活性剤、パラベン、鉱物油、合成香料、合成着色料、動物由来原料を使用していない、植物由来成分のみを配合。香りは「ガイア エッセンシャルオイル」だけを使い、合成香料にはない、自然の香りでバスルームでアロマセラピーをお楽しみ頂けます。<br>●この度リニューアルした、新生アロマキフィシリーズは、いままでのナチュラル、自然、オーガニックというコンセプトはそのままに、さらに髪の悩みの解決に特化。自社アンケートを繰り返し実施し、85％の髪の悩みへの対応を目指したシリーズとして生まれ変わりました。<br>●「モイスト＆スムース(旧しっとり)」シリーズは、保湿効果の高い植物油(シアバターをメインにコメヌカ油／オリーブスクワラン)をメインに配合し、しなやかにしっとりとまとまる髪を実現。また、リコピンやこんにゃく由来セラミド、大豆イソフラボンなどの基礎化粧品に多く使われるスキンケア成分が頭皮もしっかりケア。毛髪はもちろん、地肌から健やかな髪へと導きます。<br>●香りはオーガニックベルガモットとネロリエッセンシャルオイルを使用。爽やかなシトラスでありながら、ほのかに甘い、アロマセラピーメーカーが厳選した、世界から集めた珠玉のエッセンシャルオイルの香りをお楽しみください。<br><br>【成分】<br>水、コメヌカ油、グリセリン、ベヘナミドプロピルジメチルアミン、ステアリン酸グリセリル、BG、ベヘニルアルコール、ミリスチルアルコール、グルタミン酸、ベタイン、塩化ヒドロキシプロピルトリモニウムデンプン、ジラウロイルグルタミン酸リシンNa、スクワラン、ダイズイソフラボン、リコピン、シア脂、ヤシ油、ビャクダンエキス、コンニャク根エキス、ココヤシ果実エキス、ウイキョウ種子エキス、ローマカミツレ花エキス、ローズマリー葉エキス、アルニカ花エキス、ニンニク根エキス、セイヨウキズタ葉／茎エキス、セイヨウアカマツ球果エキス、ゴボウ根エキス、オランダガラシ葉／茎エキス、オドリコソウ花／葉／茎エキス、キハダ樹脂エキス、オオムギエキス、ポリクオタニウム-10、香料、キサンタンガム、トコフェロール、ペンチレングリコール、フェノキシエタノール<br>【注意事項】<br>★使用上の注意<br>・傷のある部位には使用しないでください。<br>・次の方は使用前に医師にご相談ください。<br>(1)医師の治療を受けている方。<br>(2)湿疹やただれのひどい方。<br>・使用後、皮フに、発疹、発赤、かゆみ、はれ、刺激などの症状が現れた場合は直ちに使用を中止し、医師にご相談ください。<br>・目に入らないようにご注意ください。万一、目に入った場合にはすぐに水またはぬるま湯で洗い流してください。なお、症状が重い場合には医師の診察を受けてください。<br>★保管および取扱上の注意<br>・次のところには保管しないでください。<br>(1)極端に高温または低温のところ。<br>(2)直射日光のあたるところ。<br>(3)乳幼児の手の届くところ。<br>・開封後はなるべく早くお使いください。<br><br>【ブランド】<br>アロマキフィ<br><br>【発売元、製造元、輸入元又は販売元】<br>ガイア・エヌピー<br><br><font color='red'>本品はメーカー製造中止のため、在庫限りで販売終了となります。</font><br><br><font color='red'>アウトレット商品のため、外装に傷・汚れがある場合がございます。予めご了承ください。</font><br><br>(AROMAKIFI)<br><br>ガイア・エヌピー<br>150-0033　東京都渋谷区猿楽町11-6<br>03-5784-6658<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リンス・コンディショナー/ブランド：アロマキフィ/],【アウトレット】アロマキフィ モイスト＆スムース コンディショナー(500mL)【アロマキフィ】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション【アウトレット】アロマキフィ モイスト＆スムース コンディショナー(500mL)【アロマキフィ】,アロマキフィ★税抜1900円以上で送料無料★。【アウトレット】アロマキフィ モイスト＆スムース コンディショナー(500mL)【アロマキフィ】[rn]
15-106206,http://tshop.r10s.jp/soukai/cabinet/07/4959508170707.jpg?fitin=700:700,443.2000,,美容・コスメ・香水 > ヘアケア・スタイリング > リンス・コンディショナー,【アウトレット】アロマキフィ モイスト＆エアリー コンディショナー(500mL)【170414_soukai】【アロマキフィ】[aromakifi アロマキフィ  コンディショナー],アロマキフィ / aromakifi アロマキフィ  コンディショナー,<img src=http://image.rakuten.co.jp/soukai/cabinet/new1.jpg><br><br>お店TOP＞バス・洗面＞リンス・コンディショナー＞無添加リンス・低刺激リンス＞アロマキフィ モイスト＆エアリー コンディショナー (500mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z07/z4959508170707.jpg' width='100%'><br><br>【アロマキフィ モイスト＆エアリー コンディショナーの商品詳細】<br>●悩める女性たちへ贈る、新生アロマキフィ<br>●「AROMAKIFI(アロマキフィ)」ヘアケアシリーズはアロマセラピーメーカーが贈る、ナチュラルヘアケアシリーズです。全ラインアップ製品シリコンはもちろん、硫酸系／石油系界面活性剤、パラベン、鉱物油、合成香料、合成着色料、動物由来原料を使用していない、植物由来成分のみを配合。香りは「ガイア エッセンシャルオイル」だけを使い、合成香料にはない、自然の香りでバスルームでアロマセラピーをお楽しみ頂けます。<br>●この度リニューアルした、新生アロマキフィシリーズは、いままでのナチュラル、自然、オーガニックというコンセプトはそのままに、さらに髪の悩みの解決に特化。自社アンケートを繰り返し実施し、85％の髪の悩みへの対応を目指したシリーズとして生まれ変わりました。<br>●「モイスト＆エアリー(旧ふんわり)」シリーズは、保湿効果の高い植物油(コメヌカ油／オリーブスクワラン)に加えて、軽やかな質感に仕上げる、ホホバオイルをメインに配合し、ふんわりとさらさらにな髪を実現。また、リコピンやこんにゃく由来セラミド、大豆イソフラボンなどの基礎化粧品に多く使われるスキンケア成分が頭皮もしっかりケア。毛髪はもちろん、地肌から健やかな髪へと導きます。<br>●香りはオーガニックゼラニウムとイランイランエッセンシャルオイルを使用。ふんわりと甘い、アロマセラピーメーカーが厳選した、世界から集めた珠玉のエッセンシャルオイルの香りをお楽しみください。<br><br>【成分】<br>水、グリセリン、コメヌカ油、ベヘナミドプロピルジメチルアミン、BG、ステアリン酸グリセリル、ミリスチルアルコール、ベヘニルアルコール、グルタミン酸、ベタイン、塩化ヒドロキシプロピルトリモニウムデンプン、ジラウロイルグルタミン酸リシンNa、スクワラン、ダイズイソフラボン、リコピン、ホホバ種子油、ヤシ油、ビャクダンエキス、コンニャク根エキス、ココヤシ果実エキス、ウイキョウ種子エキス、ローマカミツレ花エキス、ローズマリー葉エキス、アルニカ花エキス、ニンニク根エキス、セイヨウキズタ葉／茎エキス、セイヨウアカマツ球果エキス、ゴボウ根エキス、オランダガラシ葉／茎エキス、オドリコソウ花／葉／茎エキス、キハダ樹脂エキス、オオムギエキス、ポリクオタニウム-10、香料、キサンタンガム、トコフェロール、ペンチレングリコール、フェノキシエタノール<br>【注意事項】<br>★使用上の注意<br>・傷のある部位には使用しないでください。<br>・次の方は使用前に医師にご相談ください。<br>(1)医師の治療を受けている方。<br>(2)湿疹やただれのひどい方。<br>・使用後、皮フに、発疹、発赤、かゆみ、はれ、刺激などの症状が現れた場合は直ちに使用を中止し、医師にご相談ください。<br>・目に入らないようにご注意ください。万一、目に入った場合にはすぐに水またはぬるま湯で洗い流してください。なお、症状が重い場合には医師の診察を受けてください。<br>★保管および取扱上の注意<br>・次のところには保管しないでください。<br>(1)極端に高温または低温のところ。<br>(2)直射日光のあたるところ。<br>(3)乳幼児の手の届くところ。<br>・開封後はなるべく早くお使いください。<br><br>【ブランド】<br>アロマキフィ<br><br>【発売元、製造元、輸入元又は販売元】<br>ガイア・エヌピー<br><br><font color='red'>本品はメーカー製造中止のため、在庫限りで販売終了となります。</font><br><br><font color='red'>アウトレット商品のため、外装に傷・汚れがある場合がございます。予めご了承ください。</font><br><br>(AROMAKIFI)<br><br>ガイア・エヌピー<br>150-0033　東京都渋谷区猿楽町11-6<br>03-5784-6658<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リンス・コンディショナー/ブランド：アロマキフィ/],【アウトレット】アロマキフィ モイスト＆エアリー コンディショナー(500mL)【170414_soukai】【アロマキフィ】[aromakifi アロマキフィ  コンディショナー]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション【アウトレット】アロマキフィ モイスト＆エアリー コンディショナー(500mL)【170414_soukai】【アロマキフィ】[aromakifi アロマキフィ  コンディショナー],アロマキフィ / aromakifi アロマキフィ  コンディショナー。【アウトレット】アロマキフィ モイスト＆エアリー コンディショナー(500mL)【170414_soukai】【アロマキフィ】[aromakifi アロマキフィ  コンディショナー][rn]
15-106207,http://tshop.r10s.jp/soukai/cabinet/99/4959508170899.jpg?fitin=700:700,317.6000,,美容・コスメ・香水 > ヘアケア・スタイリング > リンス・コンディショナー,【アウトレット】アロマキフィ モイスト＆エアリー コンディショナー詰め替え(380mL)【アロマキフィ】[アロマキフィ コンディショナー  詰め替え],アロマキフィ / アロマキフィ コンディショナー  詰め替え,お店TOP＞バス・洗面＞リンス・コンディショナー＞ノンシリコンリンス・コンディショナー＞アロマキフィ モイスト＆エアリー コンディショナー詰め替え (380mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z99/z4959508170899.jpg' width='100%'><br><br>【アロマキフィ モイスト＆エアリー コンディショナー詰め替えの商品詳細】<br>●18種類の植物エキス・美肌成分を贅沢配合<br>●アミノ酸系洗浄成分が髪と頭皮を優しく包み込みます。<br>●髪と頭皮に潤いをもたらす、5種類の厳選美肌成分配合<br>(スクワラン／リコピン／大豆イソフラボン／白檀エキス／コンニャクセラミド)<br>●滑らかな触り心地に導く、厳選植物エキス成分13種類配合<br>●ほっと心に染み入る、ゼラニウム＆イランイランの香。<br>●保湿効果の高いコメヌカ油やオリーブスクワランなどの植物油が髪だけでなく頭皮にも栄養を与え、潤いながらしなやかにまとまる美髪を育みます。<br><br><br>【使用方法】<br>・シャンプーの後軽く水気をきり、適量を髪全体になじませたあと、よくすすいでください。<br>・髪になじませたあと2～3分おいてからすすぐとより効果的です。<br><br>【成分】<br>水、グリセリン、コメヌカ油、ベヘナミドプロピルジメチルアミン、BG、ステアリン酸グリセリル、ミリスチルアルコール、ベヘニルアルコール、グルタミン酸、ベタイン、塩化ヒドロキシプロピルトリモニウムデンプン、ジラウロイルグルタミン酸リシンNa、スクワラン、ダイズイソフラボン、リコピン、ホホバ種子油、ヤシ油、ビャクダンエキス、コンニャク根エキス、ココヤシ果実エキス、ウイキョウ種子エキス、ローマカミツレ花エキス、ローズマリー葉エキス、アルニカ花エキス、ニンニク根エキス、セイヨウキズタ葉／茎エキス、セイヨウアカマツ球果エキス、ゴボウ根エキス、オランダガラシ葉／茎エキス、オドリコソウ花／葉／茎エキス、キハダ樹脂エキス、オオムギエキス、ポリクオタニウム-10、香料、キサンタンガム、トコフェロール、ペンチレングリコール、フェノキシエタノール<br>【注意事項】<br>・傷のある部位には使用しないでください。<br>・次の方は使用前に医師にご相談ください。<br>(1)医師の治療を受けている方<br>(2)湿疹やただれのひどい方<br>・使用後、皮膚に発疹、発赤、かゆみ、はれ、刺激などの症状があらわれている場合は直ちに使用を中止し、医師にご相談ください。<br>・目に入らないようにご注意ください。万一、目に入った場合には医師の診療を受けてください。<br>・次のところには保管しないでください。<br>(1)極端に高温または低温のところ<br>(2)直射日光のあたるところ<br>(3)乳幼児の手の届くところ<br>・開封後はなるべく早くお使いください。<br>・本製品は天然成分を多く配合しているため、気温が10℃以下になりますと稀に成分が凝固する場合がございます。なお、品質に問題はございません。あたたかい部屋に置き常温に戻してからご使用ください。<br><br>【ブランド】<br>アロマキフィ<br><br>【発売元、製造元、輸入元又は販売元】<br>ガイア・エヌピー<br><br>(AROMAKIFI 詰替え)<br><br>ガイア・エヌピー<br>150-0033　東京都渋谷区猿楽町11-6<br>03-5784-6658<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リンス・コンディショナー/ブランド：アロマキフィ/],【アウトレット】アロマキフィ モイスト＆エアリー コンディショナー詰め替え(380mL)【アロマキフィ】[アロマキフィ コンディショナー  詰め替え]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション【アウトレット】アロマキフィ モイスト＆エアリー コンディショナー詰め替え(380mL)【アロマキフィ】[アロマキフィ コンディショナー  詰め替え],アロマキフィ / アロマキフィ コンディショナー  詰め替え。【アウトレット】アロマキフィ モイスト＆エアリー コンディショナー詰め替え(380mL)【アロマキフィ】[アロマキフィ コンディショナー  詰め替え][rn]
15-106208,http://tshop.r10s.jp/soukai/cabinet/03/4959508170103.jpg?fitin=700:700,640.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > リンス・コンディショナー,ガイア メディ リンス プレーン 無香料(250mL)【ガイア(GAIA)】[リンス コンディショナー],ガイア(GAIA) / リンス コンディショナー,お店TOP＞バス・洗面＞リンス・コンディショナー＞ダメージケアリンス・コンディショナー＞ガイア メディ リンス プレーン 無香料 (250mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z03/z4959508170103.jpg' width='100%'><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z03/z4959508170103-2.jpg' width='100%'><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z03/z4959508170103-3.jpg' width='100%'><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z03/z4959508170103-4.jpg' width='100%'><br><br>【ガイア メディ リンス プレーン 無香料の商品詳細】<br>●アロマセラピーの考え方から生まれたリンスです。高品質な植物性原料使用していますので、髪や頭皮に優しく、自然な作用を与えます。<br>●無香料のプレーンタイプ。お好きなエッセンシャルオイルで香り付けすることができます。<br><br>【ブランド】<br>ガイア(GAIA)<br><br>【発売元、製造元、輸入元又は販売元】<br>ガイア・エヌピー<br><br>(GAIA 0.25L)<br><br>ガイア・エヌピー<br>150-0033　東京都渋谷区猿楽町11-6<br>03-5784-6658<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リンス・コンディショナー/ブランド：ガイア(GAIA)/],ガイア メディ リンス プレーン 無香料(250mL)【ガイア(GAIA)】[リンス コンディショナー]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションガイア メディ リンス プレーン 無香料(250mL)【ガイア(GAIA)】[リンス コンディショナー],ガイア(GAIA) / リンス コンディショナー。ガイア メディ リンス プレーン 無香料(250mL)【ガイア(GAIA)】[リンス コンディショナー][rn]
