15-108301,http://tshop.r10s.jp/dtc/cabinet/00529563/now_printing.gif?fitin=700:700,3744.0000,,パソコン・周辺機器 > 外付けドライブ・ストレージ > 外付けハードディスクドライブ,【中古】IO DATAHDCA-U1.0CW【291-ud】,,<table width=100%><tr><td><font size=2>【商品カテゴリ】ハードディスク【商品グレード】∥★★★∥中古品∥<BR><BR>【対応】USB2.0(外付)<BR>【容量】1TB (3.5インチ)<BR>【性能】・USB2.0接続 1.0TB 外付HDD・縦置き、横置き両対応のコンパクト設計。ファンレス、静音設計。電源連動機能搭載!盗難防止用鍵取付穴「セキュリティスロット」付き。<BR><BR>【商品グレード】∥★★★∥中古品∥<BR>【外観状態】全体変色有り。<BR>【付属品】[ACアダプタ]が付属。<BR>【欠品】[必ずお読みください、かんたんガイド、USBケーブル]欠品。<BR>【備考】データ消去・初期化を行なった「未フォーマット」の状態でのお届けとなりますので、そのままではエクスプローラー上で認識・表示されません。ご利用環境にあわせてフォーマット作業を行ったうえでご使用ください。<BR><BR>【ご注意事項】<BR>・こちらの商品は中古商品になります。<BR>・表示されている商品画像はイメージになります。実際の商品とは異なります。<BR>・万一初期不良等がありました場合はご返品のみのご対応となります。<BR>・中古商品に関しましてはメーカー保証、保証書は付属しておりません。<BR>・その他注意事項はPCサイトにてご確認ください。</font></td></tr></table>,【中古】IO DATAHDCA-U1.0CW【291-ud】：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhone【中古】IO DATAHDCA-U1.0CW【291-ud】,【中古】IO DATAHDCA-U1.0CW【291-ud】[rn]
15-108302,http://tshop.r10s.jp/dtc/cabinet/00529563/now_printing.gif?fitin=700:700,3744.0000,,パソコン・周辺機器 > 外付けドライブ・ストレージ > 外付けハードディスクドライブ,【中古】IO DATAHDCA-U1.0CW【291-ud】,,<table width=100%><tr><td><font size=2>【商品カテゴリ】ハードディスク【商品グレード】∥★★★∥中古品∥<BR><BR>【対応】USB2.0(外付)<BR>【容量】1TB (3.5インチ)<BR>【性能】・USB2.0接続 1.0TB 外付HDD・縦置き、横置き両対応のコンパクト設計。ファンレス、静音設計。電源連動機能搭載!盗難防止用鍵取付穴「セキュリティスロット」付き。<BR><BR>【商品グレード】∥★★★∥中古品∥<BR>【外観状態】全体変色有り。<BR>【付属品】[ACアダプタ]が付属。<BR>【欠品】[必ずお読みください、かんたんガイド、USBケーブル]欠品。<BR>【備考】データ消去・初期化を行なった「未フォーマット」の状態でのお届けとなりますので、そのままではエクスプローラー上で認識・表示されません。ご利用環境にあわせてフォーマット作業を行ったうえでご使用ください。<BR><BR>【ご注意事項】<BR>・こちらの商品は中古商品になります。<BR>・表示されている商品画像はイメージになります。実際の商品とは異なります。<BR>・万一初期不良等がありました場合はご返品のみのご対応となります。<BR>・中古商品に関しましてはメーカー保証、保証書は付属しておりません。<BR>・その他注意事項はPCサイトにてご確認ください。</font></td></tr></table>,【中古】IO DATAHDCA-U1.0CW【291-ud】：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhone【中古】IO DATAHDCA-U1.0CW【291-ud】,【中古】IO DATAHDCA-U1.0CW【291-ud】[rn]
15-108303,http://tshop.r10s.jp/dtc/cabinet/201605_02/4957180116280.jpg?fitin=700:700,18904.0000,,パソコン・周辺機器 > 外付けドライブ・ストレージ > 外付けハードディスクドライブ,【送料無料】アイ・オー・データ機器 外付けハードディスク(HDD) 2TB(1TB×2) USB3.0・eSATA対応 HDS2-UTX2.0 ブラック (HDS2UTX2.0),　,〔USB3.0／eSATA、2TB（1TB×2）、Win〕超高速なハードディスクを2台搭載しているので、2台のハードディスクに同時にデータを保存できる「ミラーリング（RAID 1）」に対応！大切なデータのバックアップに最適な外付けHDD。（ブラック）,【送料無料】アイ・オー・データ機器 外付けハードディスク(HDD) 2TB(1TB&times;2) USB3.0・eSATA対応 HDS2-UTX2.0 ブラック (HDS2UTX2.0)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhone【送料無料】アイ・オー・データ機器 外付けハードディスク(HDD) 2TB(1TB&times;2) USB3.0・eSATA対応 HDS2-UTX2.0 ブラック (HDS2UTX2.0),　。【送料無料】アイ・オー・データ機器 外付けハードディスク(HDD) 2TB(1TB&times;2) USB3.0・eSATA対応 HDS2-UTX2.0 ブラック (HDS2UTX2.0)[rn]
15-108304,http://tshop.r10s.jp/dtc/cabinet/201605_02/4957180116303.jpg?fitin=700:700,39008.0000,,パソコン・周辺機器 > 外付けドライブ・ストレージ > 外付けハードディスクドライブ,【送料無料】アイ・オー・データ機器 外付けハードディスク(HDD) 6TB(3TB×2) USB3.0・eSATA対応 HDS2-UTX6.0 ブラック (HDS2UTX6.0),　,〔USB3.0／eSATA、6TB（3TB×2）、Win〕超高速なハードディスクを2台搭載しているので、2台のハードディスクに同時にデータを保存できる「ミラーリング（RAID 1）」に対応！大切なデータのバックアップに最適な外付けHDD。（ブラック）,【送料無料】アイ・オー・データ機器 外付けハードディスク(HDD) 6TB(3TB&times;2) USB3.0・eSATA対応 HDS2-UTX6.0 ブラック (HDS2UTX6.0)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhone【送料無料】アイ・オー・データ機器 外付けハードディスク(HDD) 6TB(3TB&times;2) USB3.0・eSATA対応 HDS2-UTX6.0 ブラック (HDS2UTX6.0),　。【送料無料】アイ・オー・データ機器 外付けハードディスク(HDD) 6TB(3TB&times;2) USB3.0・eSATA対応 HDS2-UTX6.0 ブラック (HDS2UTX6.0)[rn]
15-108305,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_131/4981254034019_ll.jpg?fitin=700:700,6624.0000,,パソコン・周辺機器 > 外付けドライブ・ストレージ > 外付けハードディスクドライブ,【送料無料】BUFFALO USB3．0用 外付けHDD(2TB) ホワイト HD-LC2.0U3-WHE [HDLC20U3WHE]【KK9N0D18P】,,□商品説明<br>●静音設計で音が気にならない。<br>●環境にも家計にも優しい省エネ機能。<br>●ファイル転送効率化ソフトウェア「ターボPC EX2 Plus」が実現 保存容量最大20%UP&コピー時間さらに短縮。<br>●テレビ&パソコン。どちらでも使える。<br>●テレビやゲーム機につないで楽しさ広がる。<br>●置き方が選べる。タテ置き・ヨコ置き対応。<br>□商品仕様<br>●容量:2TB<br>●対応機種:USB3.0/2.0端子搭載のWindowsパソコン、Mac(Intelプロセッサー搭載機のみ)<br>●対応OS:Windows 10(64/32) / RT8.1 / RT / 8.1(64/32) / 8(64/32) / 7(64/32)、Mac X 10.10 / 10.9 / 10.8<br>●インターフェース:USB3.0/2.0<br>●端子数:1<br>●端子形状:USB 3.0 MicroB<br>●ファイルシステム:NTFS<br>●転送速度(規格値):[USB3.0]最大5.0Gbps [USB2.0]最大480Mbps<br>●エネルギー消費効率(2011年4月改定):B区分 0.0032<br>●グリーン購入法(2011年4月改定):対応<br>●RoHS指令準拠:対応<br>●電源:AC100V 50/60Hz<br>●最大消費電力:18W<br>●動作環境:温度5～35℃、湿度20～80%(結露なきこと)<br>●外形寸法:W3.9×H12.0×D18.7cm ※本体のみ(突起部除く)<br>●質量:約1.0kg<br>●主な付属品:USBケーブル(1m)、ACアダプター、取扱説明書※ユーティリティーはすべてダウンロードにて提供(ターボPC EX2 Plus、バックアップユーティリティー、ディスクフォーマッター2、SecureLock+Guard、ファイナルデータ(無料試供版)、ウイルスバスター(体験版)、取扱説明書)※保証書はパッケージに記載,【送料無料】BUFFALO USB3．0用 外付けHDD(2TB) ホワイト HD-LC2.0U3-WHE [HDLC20U3WHE]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】BUFFALO USB3．0用 外付けHDD(2TB) ホワイト HD-LC2.0U3-WHE [HDLC20U3WHE]【KK9N0D18P】,【送料無料】BUFFALO USB3．0用 外付けHDD(2TB) ホワイト HD-LC2.0U3-WHE [HDLC20U3WHE]【KK9N0D18P】[rn]
15-108306,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_092/4981254023815_ll.jpg?fitin=700:700,31276.8000,,パソコン・周辺機器 > 外付けドライブ・ストレージ > 外付けハードディスクドライブ,【送料無料】BUFFALO 2TB NAS リンクステーション LS220D0202B [LS220D0202B]【KK9N0D18P】,,□商品説明<br>●従来製品に比べ大幅に性能アップ。業務利用に最適な高パフォーマンス。<br>●安心の3年長期保証。購入から3年間安心して使える。<br>●RAID1/0対応。耐障害性・高速性・容量で選べるRAIDモード。<br>●バックアップソフトウェア「NovaBACKUP」添付。豊富なバックアップ機能で大容量データも安心。<br>●メンテナンス性に配慮した設計。万が一のトラブルからの復旧をサポート。<br>●Webアクセスでデータの受け渡しがより便利に。外出先からオフィスのデータにアクセス。<br>●スマホ・タブレット専用のWeb設定画面を採用。スマホだけでNASの設定が可能。<br>□商品仕様<br>●ディスク記憶容量:2TB<br>●対応機種:対応パソコン:有線LAN端子または無線LANを搭載するWindowsパソコン、Mac(Intel CPU搭載機)<br>●対応OS:Windows RT 8.1・RT・8.1(64/32)・8(64/32)・7(64/32)・Vista(64/32)・XP(32)、Server 2012・2012 R2・2008・2008 R2、Mac OS X 10.9・10.8・10.7・10.6<br>【有線LAN部】<br>●インターフェース:1000BASE-T/100BASE-TX/10BASE-T(AUTO-MDIX対応)<br>●対応プロトコル:TCP/IP<br>●ファイル共有:SMB/CIFS、AFP、FTP/FTPS、HTTP/HTTPS<br>●ポート数:1 ※AUTO-MDIX対応<br>●コネクター形状:RJ-45型 8極<br>【USB部】<br>●インターフェース:USB2.0/1.1<br>●端子数:1<br>●コネクター形状:USB ソケットA<br>●バスパワー:非対応 ※USB端子は周辺機器接続専用です。パソコンを直接つなぐことはできません。<br>【基本仕様】<br>●形式:LAN接続型<br>●搭載ドライブ:1TB×2<br>●電源:AC100V 50/60Hz<br>●最大消費電力:48W<br>●エネルギー消費効率(2011年4月改定):N区分 0.011<br>●動作環境:温度5～35℃、湿度20～80%(結露なきこと)<br>●外形寸法:W8.7×H12.8×D20.5cm ※本体のみ(突起部除く)<br>●質量:約2.5kg<br>●保証期間:3年(ハードディスクは1年)<br>●準拠規格:VCCI Class B<br>●グリーン購入法(2011年4月改定):対応<br>●RoHS指令準拠:対応<br>●主な付属品:本体、LANケーブル(2m)、ACアダプター、ユーティリティーCD(リンクナビゲーター、NASナビゲーター2、NovaBACKUP、HTMLマニュアル、Adobe Reader)、取扱説明書(「かんたん接続ガイドスマホ編」「かんたん接続ガイドPC編」「安全にお使いいただくために必ずお守りください」)<br>●対応オプション(別売):[交換用HDD]OP-HD/LSシリーズ,【送料無料】BUFFALO 2TB NAS リンクステーション LS220D0202B [LS220D0202B]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】BUFFALO 2TB NAS リンクステーション LS220D0202B [LS220D0202B]【KK9N0D18P】,【送料無料】BUFFALO 2TB NAS リンクステーション LS220D0202B [LS220D0202B]【KK9N0D18P】[rn]
15-108307,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_137/0705487201932_ll.jpg?fitin=700:700,12778.4000,,パソコン・周辺機器 > 外付けドライブ・ストレージ > 外付けハードディスクドライブ,【送料無料】HGST G-DRIVE mobile USB ポータブルUSB3．0 ドライブ 2TB G-Technology 0G04863 [0G04863]【KK9N0D18P】,,●外出の多いノートPCユーザーに最適な、高品質でスタイリッシュなアルミ製ポータブルストレージ。Apple&reg;TimeMachine&reg;との互換性があり、文書や写真、映像、音楽ファイルの保存やバックアップに最適。<br>●インターフェース　USB3.0(USB2.0下位互換）<br>●回転数:5400RPM<br>●容量:2TB<br>●高級感のあるアルミ製ケース<br>●バスパワー（USB3.0ポートによる）<br>●Apple&reg;TimeMachine&reg;互換<br>●無償保証3年<br>●寸法:W18×H82×D129mm<br>●質量:250g,【送料無料】HGST G-DRIVE mobile USB ポータブルUSB3．0 ドライブ 2TB G-Technology 0G04863 [0G04863]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】HGST G-DRIVE mobile USB ポータブルUSB3．0 ドライブ 2TB G-Technology 0G04863 [0G04863]【KK9N0D18P】,【送料無料】HGST G-DRIVE mobile USB ポータブルUSB3．0 ドライブ 2TB G-Technology 0G04863 [0G04863]【KK9N0D18P】[rn]
15-108308,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_147/4981254037225_ll.jpg?fitin=700:700,11059.2000,,パソコン・周辺機器 > 外付けドライブ・ストレージ > 外付けハードディスクドライブ,【送料無料】BUFFALO アルミ素材&スリム ポータブルHDD(1TB) ミニステーション シルバー HD-PUS1.0U3-SC [HDPUS10U3SC]【KK9N0D18P】,,□商品説明<br>●薄さわずか8.8mmのスリムボディー。<br>●アルミ素材とアルマイト加工で薄さと強度を両立。<br>●Mac向けフォーマット(HFS+)済み、Macですぐに使える。<br>●Time Machineに対応。データもスマートにバックアップ。<br>●薄いからかさばらない。スマートに持ち運べる。<br>●ACアダプター不要、本体とケーブルだけで使える。<br>□商品仕様<br>●容量:1TB<br>●対応機種:USB端子搭載のMac(Intelプロセッサー搭載機のみ)、Windowsパソコン ※USB3.0端子非搭載パソコンは、別途 当社製増設用インターフェースをご利用下さい。<br>●対応OS:Mac OS X 10.9以降 、Windows 7 / 8.1 / 10<br>●接続ドライブ:1TB<br>●エネルギー消費効率(2011年4月改定):H区分0.0007 <br>●グリーン購入法:対応(2011年4月改定)<br>●RoHS基準値:準拠<br>●電源:USBバスパワー<br>●動作保証環境:温度5～35℃ 湿度20～80% ※結露なきこと<br>●外形寸法:W7.9×H0.88×D11.5cm<br>●質量:約140g ※本体のみ<br>●主な付属品:USB3.0ケーブル(50cm、USB2.0接続可能)、マニュアル ※保証書はマニュアルに記載,【送料無料】BUFFALO アルミ素材&amp;スリム ポータブルHDD(1TB) ミニステーション シルバー HD-PUS1.0U3-SC [HDPUS10U3SC]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】BUFFALO アルミ素材&amp;スリム ポータブルHDD(1TB) ミニステーション シルバー HD-PUS1.0U3-SC [HDPUS10U3SC]【KK9N0D18P】,【送料無料】BUFFALO アルミ素材&amp;スリム ポータブルHDD(1TB) ミニステーション シルバー HD-PUS1.0U3-SC [HDPUS10U3SC]【KK9N0D18P】[rn]
15-108309,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_093/4981254544549_ll.jpg?fitin=700:700,18696.0000,,パソコン・周辺機器 > 外付けドライブ・ストレージ > 外付けハードディスクドライブ,【送料無料】BUFFALO 1TB ネットワーク対応HDドライブ リンクステーション ミニ プレミアムパールホワイト LS-WSX1.0L/R1WHJ [LSWSX10LR1WHJ]【KK9N0D18P】,,□商品説明<br>●高速Gigabitネットワーク対応、高速CPU採用により、従来製品より約2.5倍高速な最大約40MB/sの高速転送を実現。<br>●デジタル著作権保護「DTCP-IP」に対応した本製品は、デジタルハイビジョンの衛星放送「スカパー!HD」の録画用HDDとして利用できます。<br>●手のひらに乗るコンパクトボディーを実現。机の上や棚の中などちょっとしたスペースに設置する事ができ、置き場所に困りません。<br>●2つのHDDを内蔵。複数のHDDを組合わせる「RAID(レイド)」機能で管理されています。<br>□商品仕様<br>●容量:1TB(500GB×2)<br>●対応機種:LANポートを搭載した、DOS/V(OADG仕様)対応パソコン・Apple Macシリーズ ※パソコンとはLAN接続になり、USB接続はできません<br>●対応OS(本体):Windows 7 (32bit/64bit) / Vista (32bit/64bit) / XP / 2000、Windows XP MCE 2005 / 2004、Windows Server 2008 R2 / 2008 / 2003 R2 / 2003、Mac OS X 10.7/10.6/10.5/10.4<br>●インターフェース(LANポート):1000BASE-T/100BASE-TX/10BASE-T<br>●伝送速度(規格値):1000Mbps/100Mbps/10Mbps<br>●LANポート数:1 コネクター形状/RJ-45型 8極<br>●インターフェース(USB端子):USB2.0 / 1.1<br>●コネクター:USB Aコネクター×1<br>●データ転送速度(規格値):USB2.0/最大480Mbps、USB1.1/最大12Mbps<br>●電源:AC100V 50/60Hz<br>●消費電力:平均/約9W、最大/13W<br>●寸法:W4×H8.2×D13.5cm(※本体のみ突起部を除く)<br>●質量:約0.5kg<br>●付属品:LANケーブル(2m)、ACアダプター、ユーティリティーCD (LinkNavigator(リンクナビゲーター)、NAS Navigator(NASナビゲーター)2、簡単バックアップ、ファイル共有セキュリティーレベル変更ツール、Adobe Reader(Windows用))、はじめにお読みください、保証書,【送料無料】BUFFALO 1TB ネットワーク対応HDドライブ リンクステーション ミニ プレミアムパールホワイト LS-WSX1.0L/R1WHJ [LSWSX10LR1WHJ]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】BUFFALO 1TB ネットワーク対応HDドライブ リンクステーション ミニ プレミアムパールホワイト LS-WSX1.0L/R1WHJ [LSWSX10LR1WHJ]【KK9N0D18P】,【送料無料】BUFFALO 1TB ネットワーク対応HDドライブ リンクステーション ミニ プレミアムパールホワイト LS-WSX1.0L/R1WHJ [LSWSX10LR1WHJ]【KK9N0D18P】[rn]
15-108310,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_069/4957180118659_ll.jpg?fitin=700:700,70156.8000,,パソコン・周辺機器 > 外付けドライブ・ストレージ > 外付けハードディスクドライブ,【送料無料】I・Oデータ 長期保証&保守サポート対応 カートリッジ式外付ハードディスク(6．0TB)【受注生産品】 ZHD-UTX6 [ZHDUTX6]【KK9N0D18P】,,●容量:6.0TB<br>【対応機種】<br>●対応機種:DOS/Vマシン、当社製 LAN DISKシリーズ<br>●対応OS(日本語版のみ):Windows 8.1(32・64ビット)/Windows 8(32・64ビット)/Windows 7(32・64ビット)/Windows Vista(32・64ビット)/Windows Server 2012/Windows Server 2012 R2/Windows Server 2008(32・64ビット)/Windows Server 2008 R2<br>●※USB 3.0/2.0ポートを搭載した機種(USB 3.0/2.0対応のインターフェイス製品を装備した機種を含む)、eSATAポートを搭載した当社LAN DISKシリーズ<br>【基本仕様】<br>●設置条件:縦置き/横置き<br>●インターフェイス:USB3.0(Bコネクタ)×1、eSATAコネクタ×1<br>●フォーマット:済<br>●エネルギー消費効率:0.0015W/GB、区分 C、グリーン購入法基準 適合<br>●各種取得規格・法規制:VCCI Class A、RoHS指令準拠、グリーン購入法、電気用品安全法(ACアダプター)<br>●電源:添付ACアダプタより電源供給<br>●定格電圧:DC12V<br>●消費電力:12W(TYP)<br>●使用温度範囲:0～40℃<br>●使用湿度範囲:10～85%(ただし結露なきこと)<br>●外形寸法:W4.3×H14.2×D23.0cm (突起物&ゴム足は除く)<br>●質量:約1.5kg<br>●主な添付品:ACアダプター×1、USB 3.0/2.0ケーブル(約1m)×1、eSATAケーブル(約1m)×1、ロックキー×2、ゴム足(横置き用)×4,【送料無料】I・Oデータ 長期保証&amp;保守サポート対応 カートリッジ式外付ハードディスク(6．0TB)【受注生産品】 ZHD-UTX6 [ZHDUTX6]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】I・Oデータ 長期保証&amp;保守サポート対応 カートリッジ式外付ハードディスク(6．0TB)【受注生産品】 ZHD-UTX6 [ZHDUTX6]【KK9N0D18P】,【送料無料】I・Oデータ 長期保証&amp;保守サポート対応 カートリッジ式外付ハードディスク(6．0TB)【受注生産品】 ZHD-UTX6 [ZHDUTX6]【KK9N0D18P】[rn]
15-108311,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_069/4957180114521_ll.jpg?fitin=700:700,43891.2000,,パソコン・周辺機器 > 外付けドライブ・ストレージ > 外付けハードディスクドライブ,【送料無料】I・Oデータ 長期保証&保守サポート対応 カートリッジ式外付ハードディスク(4．0TB) ZHD-UTX4 [ZHDUTX4]【KK9N0D18P】,,●容量:4.0TB<br>【対応機種】<br>●対応機種:DOS/Vマシン、当社製 LAN DISKシリーズ<br>●対応OS(日本語版のみ):Windows 8.1(32・64ビット)/Windows 8(32・64ビット)/Windows 7(32・64ビット)/Windows Vista(32・64ビット)/Windows Server 2012/Windows Server 2012 R2/Windows Server 2008(32・64ビット)/Windows Server 2008 R2<br>●※USB 3.0/2.0ポートを搭載した機種(USB 3.0/2.0対応のインターフェイス製品を装備した機種を含む)、eSATAポートを搭載した当社LAN DISKシリーズ<br>【基本仕様】<br>●設置条件:縦置き/横置き<br>●インターフェイス:USB3.0(Bコネクタ)×1、eSATAコネクタ×1<br>●フォーマット:済<br>●エネルギー消費効率:0.0022W/GB、区分 C、グリーン購入法基準 適合<br>●各種取得規格・法規制:VCCI Class A、RoHS指令準拠、グリーン購入法、電気用品安全法(ACアダプター)<br>●電源:添付ACアダプタより電源供給<br>●定格電圧:DC12V<br>●消費電力:12W(TYP)<br>●使用温度範囲:0～40℃<br>●使用湿度範囲:10～85%(ただし結露なきこと)<br>●外形寸法:W4.3×H14.2×D23.0cm (突起物&ゴム足は除く)<br>●質量:約1.5kg<br>●主な添付品:ACアダプター×1、USB 3.0/2.0ケーブル(約1m)×1、eSATAケーブル(約1m)×1、ロックキー×2、ゴム足(横置き用)×4,【送料無料】I・Oデータ 長期保証&amp;保守サポート対応 カートリッジ式外付ハードディスク(4．0TB) ZHD-UTX4 [ZHDUTX4]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】I・Oデータ 長期保証&amp;保守サポート対応 カートリッジ式外付ハードディスク(4．0TB) ZHD-UTX4 [ZHDUTX4]【KK9N0D18P】,【送料無料】I・Oデータ 長期保証&amp;保守サポート対応 カートリッジ式外付ハードディスク(4．0TB) ZHD-UTX4 [ZHDUTX4]【KK9N0D18P】[rn]
