15-136501,,1698.4000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ドライバー,『カード対応OK！』■〒Ｗｅｒａ社/Ｗｅｒａ【018302】(4712978)９３２ＡＳ チゼルドライバー マイナス７．０Ｘ１３８ 受注単位1,作業用品\ドライバー・六角棒レンチ\グリップドライバー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●スパナなどで強力に締め付けられるボルスター付です。<br>●特殊なグリップ形状により、つかみやすさとフィット感を実現しています。<br>●打撃可能な貫通ドライバーです。<br>●ハンドル上部に6.35六角軸差込口がついており、Ｔ型ハンドル六角棒レンチ等を差し込み、さらに強い力で本締めが可能です。<br>●刃先:[[(-)]]7.0<br>●軸長(mm):138<br>●全長(mm):243<br>●質量(g):49.5<br>●貫通タイプ<br>●刃先：ブラックポイントチップ<br>",『カード対応OK！』■〒Ｗｅｒａ社/Ｗｅｒａ【018302】(4712978)９３２ＡＳ チゼルドライバー マイナス７．０Ｘ１３８ 受注単位1：クローバー資材館,『カード対応OK！』■〒Ｗｅｒａ社/Ｗｅｒａ【018302】(4712978)９３２ＡＳ チゼルドライバー マイナス７．０Ｘ１３８ 受注単位1,作業用品\ドライバー・六角棒レンチ\グリップドライバー。『カード対応OK！』■〒Ｗｅｒａ社/Ｗｅｒａ【018302】(4712978)９３２ＡＳ チゼルドライバー マイナス７．０Ｘ１３８ 受注単位1[rn]
15-136502,,1063.2000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ドライバー,『カード対応OK！』■〒Ｗｅｒａ社/Ｗｅｒａ【024400】(4713087)９７７ チゼルドライバー トルクス１５Ｘ８０ 受注単位1,作業用品\ドライバー・六角棒レンチ\グリップドライバー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●打撃可能な貫通ドライバーです。<br>●スパナなどで強力に締め付けられるボルスター付です。<br>●特殊なグリップ形状により、つかみやすさとフィット感を実現しています。<br>●刃先:T15<br>●全長(mm):178<br>●軸長(mm):80<br>●質量(g):87.9<br>●貫通タイプ<br>●刃先：ブラックポイントチップ<br>",『カード対応OK！』■〒Ｗｅｒａ社/Ｗｅｒａ【024400】(4713087)９７７ チゼルドライバー トルクス１５Ｘ８０ 受注単位1：クローバー資材館,『カード対応OK！』■〒Ｗｅｒａ社/Ｗｅｒａ【024400】(4713087)９７７ チゼルドライバー トルクス１５Ｘ８０ 受注単位1,作業用品\ドライバー・六角棒レンチ\グリップドライバー。『カード対応OK！』■〒Ｗｅｒａ社/Ｗｅｒａ【024400】(4713087)９７７ チゼルドライバー トルクス１５Ｘ８０ 受注単位1[rn]
15-136503,,1644.8000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ドライバー,『カード対応OK！』■〒Ｗｅｒａ社/Ｗｅｒａ【008730】(4712871)プラスドライバー ２Ｘ３００ 受注単位1,作業用品\ドライバー・六角棒レンチ\グリップドライバー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●特殊なグリップ形状により、つかみやすさとフィット感を実現しています。<br>●刃先:[[(+)]]No.2<br>●軸長(mm):300<br>●全長(mm):405<br>●軸:丸軸<br>●質量(g):115<br>●マットニッケル仕上げ<br>●110105、008705、008740、008706、008715、008730、008740にはレーザーチップはついていません。<br>",『カード対応OK！』■〒Ｗｅｒａ社/Ｗｅｒａ【008730】(4712871)プラスドライバー ２Ｘ３００ 受注単位1：クローバー資材館,『カード対応OK！』■〒Ｗｅｒａ社/Ｗｅｒａ【008730】(4712871)プラスドライバー ２Ｘ３００ 受注単位1,作業用品\ドライバー・六角棒レンチ\グリップドライバー。『カード対応OK！』■〒Ｗｅｒａ社/Ｗｅｒａ【008730】(4712871)プラスドライバー ２Ｘ３００ 受注単位1[rn]
15-136504,,1585.6000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ドライバー,『カード対応OK！』■〒スナップオン・ツールズ（株）/バーコ 【039.003.150】(4707672)打撃プラスドライバー ＰＨ３ｘ１５０ｍｍ 受注単位1,作業用品\ドライバー・六角棒レンチ\グリップドライバー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●握りやすいグリップと最高のトルクをかけやすいグリップになります。<br>●シャンクエンド部分の六角はスパナを使用し回すことができます。<br>●ハンドルのエンド部分を叩く事ができます。<br>●刃先:[[(+)]]3<br>●軸長(mm):150<br>●全長(mm):295<br>●質量(g):316<br>●特殊工具鋼<br>●ハンドル部はポリプロピレンと加熱プラスチックエラストマーの二重成型グリップです。<br>",『カード対応OK！』■〒スナップオン・ツールズ（株）/バーコ 【039.003.150】(4707672)打撃プラスドライバー ＰＨ３ｘ１５０ｍｍ 受注単位1：クローバー資材館,『カード対応OK！』■〒スナップオン・ツールズ（株）/バーコ 【039.003.150】(4707672)打撃プラスドライバー ＰＨ３ｘ１５０ｍｍ 受注単位1,作業用品\ドライバー・六角棒レンチ\グリップドライバー。『カード対応OK！』■〒スナップオン・ツールズ（株）/バーコ 【039.003.150】(4707672)打撃プラスドライバー ＰＨ３ｘ１５０ｍｍ 受注単位1[rn]
15-136505,,408.8000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ドライバー,『カード対応OK！』■〒（株）兼古製作所/アネックス【1780-6-25】(4833341)スタビータイプ落下防止ドライバー ー６×２５ 受注単位1,作業用品\ドライバー・六角棒レンチ\グリップドライバー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●回転キャップでハンドルを回してもコードが絡みません。<br>●落下防止用のコードを取付けられるリング付です。<br>●高所作業に最適です。<br>●刃先:[[(-)]]6<br>●軸長(mm):25<br>●全長(mm):74<br>●ポリプロピレン<br>●ナイロン<br>●ポリカーボネイト<br>●軟鋼線<br>●クロムモリブデンバナジウム鋼<br>",『カード対応OK！』■〒（株）兼古製作所/アネックス【1780-6-25】(4833341)スタビータイプ落下防止ドライバー ー６&times;２５ 受注単位1：クローバー資材館,『カード対応OK！』■〒（株）兼古製作所/アネックス【1780-6-25】(4833341)スタビータイプ落下防止ドライバー ー６&times;２５ 受注単位1,作業用品\ドライバー・六角棒レンチ\グリップドライバー。『カード対応OK！』■〒（株）兼古製作所/アネックス【1780-6-25】(4833341)スタビータイプ落下防止ドライバー ー６&times;２５ 受注単位1[rn]
15-136506,,4236.8000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ドライバー,『カード対応OK！』■〒スナップオン・ツールズ（株）/ＷＩＬＬＩＡＭＳ【SDR-22-TH】(4742192)高所用スクリュードライバー －４．５ｘ１５０ｍｍ 受注単位1,作業用品\ドライバー・六角棒レンチ\樹脂柄ドライバー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●ハイポリッシュ・クロム仕上げのブレードは耐食性にすぐれ、掃除も簡単にできます。<br>●ヴェイパー・ブラスト処理を施した先端部がボルト・ナットとしっかりかみ合い、欠けをふせぎ、長い間使用することが可能です。<br>●ブレードは特殊合金鋼製で、すぐれた強度を備えています。<br>●高所作業者に。紛失防止に。<br>●ランヤード用リング付きです。<br>●高所作業シリーズになります。<br>●親指をかけるサム・ストップ付きコンフォートグリップ・ハンドルにより、無理なく、またすべることなく大きな回転力を発揮することができます。<br>●刃先:[[（-）]]4.5<br>●軸長(mm):76.2<br>●全長(mm):156<br>●質量(ｇ):77<br>",『カード対応OK！』■〒スナップオン・ツールズ（株）/ＷＩＬＬＩＡＭＳ【SDR-22-TH】(4742192)高所用スクリュードライバー &minus;４．５ｘ１５０ｍｍ 受注単位1：クローバー資材館,『カード対応OK！』■〒スナップオン・ツールズ（株）/ＷＩＬＬＩＡＭＳ【SDR-22-TH】(4742192)高所用スクリュードライバー &minus;４．５ｘ１５０ｍｍ 受注単位1,作業用品\ドライバー・六角棒レンチ\樹脂柄ドライバー。『カード対応OK！』■〒スナップオン・ツールズ（株）/ＷＩＬＬＩＡＭＳ【SDR-22-TH】(4742192)高所用スクリュードライバー &minus;４．５ｘ１５０ｍｍ 受注単位1[rn]
15-136507,,829.6000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ドライバー,『カード対応OK！』■〒ワゴジャパン（株）/ＷＡＧＯ【210-120J-PK】(4743334)ワゴ ２１０－１２０Ｊ ドライバ 受注単位1,作業用品\ドライバー・六角棒レンチ\樹脂柄ドライバー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●ワゴ製スプリング式端子台用のドライバーです。<br>●刃先:[[（-）]]3.5<br>●軸長(mm):90<br>●全長(mm):174<br>●質量(ｇ):34.5<br>",『カード対応OK！』■〒ワゴジャパン（株）/ＷＡＧＯ【210-120J-PK】(4743334)ワゴ ２１０&minus;１２０Ｊ ドライバ 受注単位1：クローバー資材館,『カード対応OK！』■〒ワゴジャパン（株）/ＷＡＧＯ【210-120J-PK】(4743334)ワゴ ２１０&minus;１２０Ｊ ドライバ 受注単位1,作業用品\ドライバー・六角棒レンチ\樹脂柄ドライバー。『カード対応OK！』■〒ワゴジャパン（株）/ＷＡＧＯ【210-120J-PK】(4743334)ワゴ ２１０&minus;１２０Ｊ ドライバ 受注単位1[rn]
15-136508,,1408.0000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ドライバー,『カード対応OK！』■〒ＰＢスイスツールズ社/ＰＢスイスツールズ【140-3-200】(4850831)マイナスドライバー１４０－３－２００ 受注単位1,作業用品\ドライバー・六角棒レンチ\樹脂柄ドライバー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●先端は平行に加工されていますので、カムアウトを防ぎ、ネジ溝を損傷させることなく、高トルクを伝えることができます。<br>●グリップは木やコットンから生まれた自然素材を含むＣＡＢ（セルロース・アセト・ブチレイト）で作られています。<br>●ブレードはＰＢ独自の特殊合金でできており、優れた硬度と靭性を兼ね備えています。<br>●ブレード部には５桁の生産番号が記されており、この番号で原料段階の製造過程まで遡ることができます。<br>●グリップは肌に優しく、握るのに理想的で、耐衝撃性に優れまた、手入れも簡単です。<br>●何十年にも渡って支持されている、溝を設けたグリップは握るのに最適な形状で、高いトルクを確実に伝えることができます。<br>●刃先:[[（-）]]5.5<br>●軸長(mm):200<br>●全長(mm):300<br>●刃先厚(mm)：0.8<br>●刃先幅(mm)：5.5<br>●軸径(φmm)：5<br>●軸長(mm)：200<br>●全長(mm)：300<br>●質量(g)：71<br>●適合ネジ：M3<br>",『カード対応OK！』■〒ＰＢスイスツールズ社/ＰＢスイスツールズ【140-3-200】(4850831)マイナスドライバー１４０&minus;３&minus;２００ 受注単位1：クローバー資材館,『カード対応OK！』■〒ＰＢスイスツールズ社/ＰＢスイスツールズ【140-3-200】(4850831)マイナスドライバー１４０&minus;３&minus;２００ 受注単位1,作業用品\ドライバー・六角棒レンチ\樹脂柄ドライバー。『カード対応OK！』■〒ＰＢスイスツールズ社/ＰＢスイスツールズ【140-3-200】(4850831)マイナスドライバー１４０&minus;３&minus;２００ 受注単位1[rn]
15-136509,,4352.0000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ドライバー,『カード対応OK！』■〒スナップオン・ツールズ（株）/ＷＩＬＬＩＡＭＳ【SDP-2-4-TH】(4742150)高所用スクリュードライバー ＋２Ｘ２００ｍｍ 受注単位1,作業用品\ドライバー・六角棒レンチ\樹脂柄ドライバー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●ハイポリッシュ・クロム仕上げのブレードは耐食性にすぐれ、掃除も簡単にできます。<br>●ヴェイパー・ブラスト処理を施した先端部がボルト・ナットとしっかりかみ合い、欠けをふせぎ、長い間使用することが可能です。<br>●ブレードは特殊合金鋼製で、すぐれた強度を備えています。<br>●高所作業者に。紛失防止に。<br>●ランヤード用リング付きです。<br>●高所作業シリーズになります。<br>●親指をかけるサム・ストップ付きコンフォートグリップ・ハンドルにより、無理なく、またすべることなく大きな回転力を発揮することができます。<br>●刃先:[[(+)]]2<br>●軸長(mm):101.6<br>●全長(mm):201<br>●質量(ｇ):113<br>",『カード対応OK！』■〒スナップオン・ツールズ（株）/ＷＩＬＬＩＡＭＳ【SDP-2-4-TH】(4742150)高所用スクリュードライバー ＋２Ｘ２００ｍｍ 受注単位1：クローバー資材館,『カード対応OK！』■〒スナップオン・ツールズ（株）/ＷＩＬＬＩＡＭＳ【SDP-2-4-TH】(4742150)高所用スクリュードライバー ＋２Ｘ２００ｍｍ 受注単位1,作業用品\ドライバー・六角棒レンチ\樹脂柄ドライバー。『カード対応OK！』■〒スナップオン・ツールズ（株）/ＷＩＬＬＩＡＭＳ【SDP-2-4-TH】(4742150)高所用スクリュードライバー ＋２Ｘ２００ｍｍ 受注単位1[rn]
15-136510,,664.0000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ドライバー,『カード対応OK！』■〒ＰＢスイスツールズ社/ＰＢスイスツールズ【100-00】(4850688)マイナスドライバー１００－００ 受注単位1,作業用品\ドライバー・六角棒レンチ\樹脂柄ドライバー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●先端は平行に加工されていますので、カムアウトを防ぎ、ネジ溝を損傷させることなく、高トルクを伝えることができます。<br>●グリップは木やコットンから生まれた自然素材を含むＣＡＢ（セルロース・アセト・ブチレイト）で作られています。<br>●ブレードはＰＢ独自の特殊合金でできており、優れた硬度と靭性を兼ね備えています。<br>●ブレード部には５桁の生産番号が記されており、この番号で原料段階の製造過程まで遡ることができます。<br>●グリップは肌に優しく、握るのに理想的で、耐衝撃性に優れまた、手入れも簡単です。<br>●何十年にも渡って支持されている、溝を設けたグリップは握るのに最適な形状で、高いトルクを確実に伝えることができます。<br>●刃先:[[（-）]]2<br>●軸長(mm):70<br>●全長(mm):145<br>●刃先厚(mm)：0.3<br>●刃先幅(mm)：2<br>●軸径(φmm)：2.5<br>●軸長(mm)：70<br>●全長(mm)：145<br>●質量(g)：14<br>●適合ネジ：M1.2<br>",『カード対応OK！』■〒ＰＢスイスツールズ社/ＰＢスイスツールズ【100-00】(4850688)マイナスドライバー１００&minus;００ 受注単位1：クローバー資材館,『カード対応OK！』■〒ＰＢスイスツールズ社/ＰＢスイスツールズ【100-00】(4850688)マイナスドライバー１００&minus;００ 受注単位1,作業用品\ドライバー・六角棒レンチ\樹脂柄ドライバー。『カード対応OK！』■〒ＰＢスイスツールズ社/ＰＢスイスツールズ【100-00】(4850688)マイナスドライバー１００&minus;００ 受注単位1[rn]
15-136511,,4224.8000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ドライバー,『カード対応OK！』■〒スナップオン・ツールズ（株）/ＷＩＬＬＩＡＭＳ【SDP-1-3-TH】(4742141)高所用スクリュードライバー ＋１Ｘ１６０ｍｍ 受注単位1,作業用品\ドライバー・六角棒レンチ\樹脂柄ドライバー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●ハイポリッシュ・クロム仕上げのブレードは耐食性にすぐれ、掃除も簡単にできます。<br>●ヴェイパー・ブラスト処理を施した先端部がボルト・ナットとしっかりかみ合い、欠けをふせぎ、長い間使用することが可能です。<br>●ブレードは特殊合金鋼製で、すぐれた強度を備えています。<br>●高所作業者に。紛失防止に。<br>●ランヤード用リング付きです。<br>●高所作業シリーズになります。<br>●親指をかけるサム・ストップ付きコンフォートグリップ・ハンドルにより、無理なく、またすべることなく大きな回転力を発揮することができます。<br>●刃先:[[(+)]]1<br>●軸長(mm):76.2<br>●全長(mm):159<br>●質量(ｇ):68<br>",『カード対応OK！』■〒スナップオン・ツールズ（株）/ＷＩＬＬＩＡＭＳ【SDP-1-3-TH】(4742141)高所用スクリュードライバー ＋１Ｘ１６０ｍｍ 受注単位1：クローバー資材館,『カード対応OK！』■〒スナップオン・ツールズ（株）/ＷＩＬＬＩＡＭＳ【SDP-1-3-TH】(4742141)高所用スクリュードライバー ＋１Ｘ１６０ｍｍ 受注単位1,作業用品\ドライバー・六角棒レンチ\樹脂柄ドライバー。『カード対応OK！』■〒スナップオン・ツールズ（株）/ＷＩＬＬＩＡＭＳ【SDP-1-3-TH】(4742141)高所用スクリュードライバー ＋１Ｘ１６０ｍｍ 受注単位1[rn]
