15-47001,http://tshop.r10s.jp/kg-maido/cabinet/noimg01.gif?fitin=700:700,55811.2000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ダイア DAIA ベンダーラム(PB-1用11t) RS-11255A,,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>●（株）ダイア<br><br>【仕様】<br>●PB-1用<br>●交換部品<br>※特に数量・付属品表記がない場合、商品1点でのお値段となります。</p>",ダイア DAIA ベンダーラム(PB-1用11t) RS-11255A：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材ダイア DAIA ベンダーラム(PB-1用11t) RS-11255A,ダイア DAIA ベンダーラム(PB-1用11t) RS-11255A[rn]
15-47002,http://tshop.r10s.jp/kg-maido/cabinet/yuatu01/sc-13.jpg?fitin=700:700,21493.6000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ダイア DAIA 鉄筋カッター SC-13,,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>●（株）ダイア<br><br>【特長】<br>●HPN-200の圧着ヘッドを使用。<br><br>【仕様】<br>●切断能力：異形棒鋼D13、軟鋼棒φ13以下<br>●切断回数：異形棒鋼D13(SD345相当品)/77回、軟鋼棒φ13(SS400相当品)/61回</p>",ダイア DAIA 鉄筋カッター SC-13：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材ダイア DAIA 鉄筋カッター SC-13,ダイア DAIA 鉄筋カッター SC-13[rn]
15-47003,http://tshop.r10s.jp/kg-maido/cabinet/yuatu01/di-dr-325a.jpg?fitin=700:700,177201.6000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ダイア DAIA 圧着工具(分離油圧式)14～325 DR-325A,,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>●（株）ダイア<br><br>【仕様】<br>●圧着能力：8～325mm2<br>●公称圧力：70MPa<br>●公称出力：270kN<br>●全長：250mm<br>●質量：7.2kg<br>●セット圧着ダイス：・オスダイス8～14、22～38、60～100、150～180、200～325・メスダイス8、14、22、38、60、80、100、150、180、200、325<br>※特に数量・付属品表記がない場合、商品1点でのお値段となります。</p>",ダイア DAIA 圧着工具(分離油圧式)14～325 DR-325A：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材ダイア DAIA 圧着工具(分離油圧式)14～325 DR-325A,ダイア DAIA 圧着工具(分離油圧式)14～325 DR-325A[rn]
15-47004,http://tshop.r10s.jp/kg-maido/cabinet/bosch01/dre-9904.jpg?fitin=700:700,1467.2000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ドレメル DREMEL 超硬カッター(φ2.4mm) 9904,,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●ボッシュ（株）<br>
<br>
【特長】<br>
●硬化鉄やステンレス、鋳鉄、非鉄金属、セラミック、プラスチック、硬質木材、その他の硬質材料の面取りや研磨、材料除去に使用します。<br>
<br>
【用途】<br>
●硬化鉄、鋳鉄、非鉄金属、セラミックなど硬化材料の面取りや研磨に。<br>
<br>
【仕様】<br>
●刃径(mm):2.4<br>
●製造国:アメリカ<br>
●軸径(mm):3.2<br>
●質量(g):10<br>
<br>
【材質・仕上げ】<br>
●超硬<br>
<br>
【原産国】<br>
●アメリカ<br>
<br>
【質量】<br>
●10G</p>",ドレメル DREMEL 超硬カッター(φ2.4mm) 9904：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材ドレメル DREMEL 超硬カッター(φ2.4mm) 9904,ドレメル DREMEL 超硬カッター(φ2.4mm) 9904[rn]
15-47005,http://tshop.r10s.jp/kg-maido/cabinet/noimg01.gif?fitin=700:700,14640.8000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ダイア DAIA CT-240用六角圧縮ダイス CT-12 CT-12,,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>●（株）ダイア<br><br>【仕様】<br>●ダイス対角寸法(mm)：12<br>●適応電線(mm2)：8～14<br>※ご注文は1組単位となります。</p>",ダイア DAIA CT-240用六角圧縮ダイス CT-12 CT-12：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材ダイア DAIA CT-240用六角圧縮ダイス CT-12 CT-12,ダイア DAIA CT-240用六角圧縮ダイス CT-12 CT-12[rn]
15-47006,http://tshop.r10s.jp/kg-maido/cabinet/bosch01/dre-2500-01.jpg?fitin=700:700,8266.4000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ドレメル DREMEL マルチバイス 2500-01,,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●ボッシュ（株）<br>
<br>
【特長】<br>
●作業対象物、ロータリーツールから手を離しての作業が可能になるマルチバイス<br>
<br>
【仕様】<br>
●適合機種：800AE、300-N/25-50、300-N/25-60</p>",ドレメル DREMEL マルチバイス 2500-01：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材ドレメル DREMEL マルチバイス 2500-01,ドレメル DREMEL マルチバイス 2500-01[rn]
15-47007,http://tshop.r10s.jp/kg-maido/cabinet/noimg01.gif?fitin=700:700,7673.6000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ダイア DAIA HPD-19用固定刃 B-7757XA,,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>●（株）ダイア<br><br>【仕様】<br>●HPD-19用<br>●交換用部品<br>※特に数量・付属品表記がない場合、商品1点でのお値段となります。</p>",ダイア DAIA HPD-19用固定刃 B-7757XA：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材ダイア DAIA HPD-19用固定刃 B-7757XA,ダイア DAIA HPD-19用固定刃 B-7757XA[rn]
15-47008,http://tshop.r10s.jp/kg-maido/cabinet/bosch01/dre-121.jpg?fitin=700:700,785.6000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ドレメル DREMEL ハイスピードカッター(φ6.4mm) 121,,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●ボッシュ（株）<br>
<br>
【特長】<br>
●軟質金属やプラスチック、木材の面取り、くり抜き、溝彫り、筋付け、また、テーパー状（円錐形状）の穴を開けるのに使用します。<br>
<br>
【用途】<br>
●彫刻/削り出し<br>
<br>
【仕様】<br>
●刃径(mm):6.4<br>
●刃長(mm):9.5<br>
●軸径(mm):3.2<br>
●最大使用回転数（rpm）:35000<br>
●質量(g):5<br>
<br>
【材質・仕上げ】<br>
●ハイス<br>
<br>
【原産国】<br>
●ドイツ<br>
<br>
【質量】<br>
●5G</p>",ドレメル DREMEL ハイスピードカッター(φ6.4mm) 121：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材ドレメル DREMEL ハイスピードカッター(φ6.4mm) 121,ドレメル DREMEL ハイスピードカッター(φ6.4mm) 121[rn]
15-47009,http://tshop.r10s.jp/kg-maido/cabinet/yuatu01/di-9p-b-9260a.jpg?fitin=700:700,14764.8000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ダイア DAIA AP-18用パンチ・ダイス(φ10mm) 9P-B-9260E,,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>●（株）ダイア<br><br>【仕様】<br>●AP-18用<br>●パンチ・ダイス打込径：φ10<br>※ご注文は1組単位となります。</p>",ダイア DAIA AP-18用パンチ・ダイス(φ10mm) 9P-B-9260E：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材ダイア DAIA AP-18用パンチ・ダイス(φ10mm) 9P-B-9260E,ダイア DAIA AP-18用パンチ・ダイス(φ10mm) 9P-B-9260E[rn]
15-47010,http://tshop.r10s.jp/kg-maido/cabinet/noimg01.gif?fitin=700:700,8371.2000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ダイア DAIA B-200用シューR12 B-3307,,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>●（株）ダイア<br><br>【仕様】<br>●B-200用<br>●交換部品<br>※特に数量・付属品表記がない場合、商品1点でのお値段となります。</p>",ダイア DAIA B-200用シューR12 B-3307：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材ダイア DAIA B-200用シューR12 B-3307,ダイア DAIA B-200用シューR12 B-3307[rn]
15-47011,http://tshop.r10s.jp/kg-maido/cabinet/bosch01/dre-426.jpg?fitin=700:700,1105.6000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ドレメル DREMEL ファイバーグラス カットオフホイール(31.8mm) 426,,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●ボッシュ（株）<br>
<br>
【特長】<br>
●ボルトやねじ、板金、プラスチックのカットや切り込みを簡単に行えます。<br>
●EZ402マンドレルを使用してください。<br>
<br>
【用途】<br>
●切断<br>
<br>
【仕様】<br>
●外径(mm):31.8<br>
●厚み(mm):1.1<br>
●最大使用回転数（rpm）:35000<br>
●質量(g):55<br>
<br>
【原産国】<br>
●中国<br>
<br>
【1注文あたり入数】<br>
●5個<br>
<br>
【質量】<br>
●55G</p>",ドレメル DREMEL ファイバーグラス カットオフホイール(31.8mm) 426：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材ドレメル DREMEL ファイバーグラス カットオフホイール(31.8mm) 426,ドレメル DREMEL ファイバーグラス カットオフホイール(31.8mm) 426[rn]
