15-37201,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_146/4549813380108_ll.jpg?fitin=700:700,63840.8000,,パソコン・周辺機器 > 液晶ディスプレイ,【送料無料】ドウシシャ 49型4K液晶ディスプレイ ブラック D491UB [D491UB],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●49型4K 液晶ディスプレイには、見る角度によるコントラストの変化が少ないADSパネルを新搭載し、大画面で迫力のある 4K コンテンツを楽しむことができます。<br>●画面のちらつきを防止する「フリッカーフリー」設計となっており、目の疲れの原因と言われるブルーライトを抑える「ブルーライトガード機能」を搭載。動きの速いゲームなどの映像用に「オーバードライブ機能」を搭載。<br>●大画面ならではの機能として、異なる 2 つの入力を同時に表示できる「2 画面同時表示機能」を搭載。ピクチャーインピクチャー(PIP)とピクチャーアウトピクチャー(POP)のモードを選ぶことができ、レコーダーの録画番組を見ながらパソコンで WEB ブラウジングを楽しむ等、用途に応じて自由にお使いいただけます。<br>●4K60p に対応した DisplayPort 端子と HDMI 端子 2 系統(内 1 系統は 4K30p)をはじめ、VGA 端子(アナログ音声入力端子付き)1 系統を備え、入力インターフェースも充実。また VESA 規格の壁掛けに対応しており、サイネージモニターとしても活用可能です。<br>□商品仕様<br>【液晶パネル】<br>●パネルサイズ:49V型<br>●バックライト:LED<br>●パネル種類:ADS<br>●表面仕様:ノングレア (Haze1%)<br>●最大解像度:UHD(3840x2160)<br>●画素ピッチ:H0.27963×V0.27963mm<br>●最大表示色:1.07G(8bit+FRC)<br>●視野角:上下178°/左右178°<br>●最大輝度:300cd/m2<br>●コントラスト比:1200/1<br>●応答速度(GTG):6ms<br>【最大入力解像度】<br>●Display Port:3840×2160 60Hz<br>●HDMI1:3840×2160 60Hz<br>●HDMI2:3840×2160 30Hz<br>●VGA:2048×1152 60Hz<br>【その他仕様】<br>●対応VESA規格:400mm × 200mm<br>●入出力端子:DisplayPort端子(4K 60p)、HDMI端子1(4K 60p/HDCP2.2)、HDMI端子2(4K 30p)、VGA端子、アナログ音声入力端子(3.5φミニジャック)、ヘッドホン出力端子(3.5φミニジャック)<br>●スピーカー:6W + 6W<br>●電源:AC100V、50/60Hz<br>●消費電力:スタンバイ時/0.5W、使用時/160W<br>●寸法:[スタンド含む]W110.9×H69.0×D23.0cm [スタンド含まず]W110.9×H64.2×D8.1cm<br>●質量(スタンド含む):約12kg<br>●付属品:取扱説明書、保証書、スタンド(ねじ付き)、リモコン(電池付き)、HDMIケーブル、VGAケーブル、電源ケーブル,【送料無料】ドウシシャ 49型4K液晶ディスプレイ ブラック D491UB [D491UB]：エディオン　楽天市場店,【送料無料】ドウシシャ 49型4K液晶ディスプレイ ブラック D491UB [D491UB],【送料無料】ドウシシャ 49型4K液晶ディスプレイ ブラック D491UB [D491UB][rn]
15-37202,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_069/4957180117232_ll.jpg?fitin=700:700,23808.0000,,パソコン・周辺機器 > 液晶ディスプレイ,【送料無料】I・Oデータ 23．8型ワイド液晶ディスプレイ ブラック LCD-MF243XDB [LCDMF243XDB],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●本商品は、広視野角なADSパネルを搭載した23.8型のワイド液晶ディスプレイです。視野角は上下左右178度。見る位置や角度による色やコントラストの変化が少なく、どこから見ても映像が鮮明。また、AV機器やゲーム機との接続に便利で、スマホやタブレットの充電もできます。<br>●上下左右178度の広視野角なADS(Advanced super Dimension Switch)パネルを採用。見る位置や角度による色やコントラストの変化が少なく、どこから見ても映像を鮮明に映し出します。画像拡大を行った際に生じる画像のぼやけを改善し、解像感を大幅にUPします。<br>●HDMI端子を2系統搭載しており、様々なゲーム機やハイビジョンレコーダーやハイビジョンカメラなどと接続可能。また、背面のUSBポートにて急速充電(最大2.4A)が可能(スマホ、タブレットの仕様により未対応の場合あり)で、電源が供給されていればスタンバイ時でも充電可能です。<br>●パソコンで作業をする際に目の疲れの原因とされるブルーライト(青色光)。専用のメガネをかけたり、モニターにフィルターを貼ったりといった対策が一般的ですが、本商品はディスプレイ自体がブルーライトを低減させる機能「ブルーリダクション」を搭載しています。<br>□商品仕様<br>【対応機種】<br>●対応機種:Windwosパソコン、Mac<br>●対応OS(日本語版のみ):OSには依存しない  ※ただし、解像度及び周波数が対応表範囲内に適用すること。<br>【液晶パネル】<br>●パネルタイプ:TFT23.8型ワイド ADSパネル<br>●最大表示解像度:1920×1080<br>●画素ピッチ:H0.2745×V0.2745mm<br>●表示面積:H52.704×V29.646cm<br>●最大表示色:1677万色<br>●視野角度:上下/178° 左右/178°<br>●最大輝度:250cd/m2<br>●コントラスト:1000/1<br>●応答速度:14ms[GTG] (オーバードライブ 最大時5.5ms[GTG])<br>【音声入出力】<br>●音声入力:ステレオミニジャック φ3.5<br>●スピーカー:1W+1W(ステレオ)<br>●フォン端子:ステレオミニジャック φ3.5<br>【調整機能】<br>●表示モード:標準、写真、映画<br>●アスペクト比:固定、フル<br>●映像設定:ECO、輝度/ECOステップ、コントラスト、色温度(6500K、7200K、9300K、sRGB、ユーザー)、アドバンス(ガンマ、オーバードライブ)、色調整(明るさ、色合い、色の濃さ、シャープネス)<br>●メニュー設定:表示時間、透過、ボーダー色、画面情報、言語(日本語、英語)<br>●その他:スムージング、HDMI優先、自動電源オフ、デモモード、リセット<br>●手動調整:サイズ、微調整、水平位置、垂直位置<br>●ダイレクト設定:ボリューム、輝度/ECOステップ、ブルーリダクション、超解像度、OSDロック<br>【その他仕様】<br>●パワーマネージメント:VESA DPM互換<br>●プラグ&プレイ:VESA DDC2B<br>●チルト角:上/20°、下/5°<br>●VESAマウントインターフェイス:100×100mm<br>●盗難防止用ホール:ケンジントンスロット<br>●各種取得規格・法規制:VCCI Class B、J-Mossグリーンマーク、RoHS指令準拠、国際エネルギースタープログラム、グリーン購入法、電気用品安全法(PSE)<br>●保証期間:3年間(LCDパネルおよびバックライト含む)<br>●定格電圧:AC100V 50/60Hz(電源内蔵)<br>●消費電力:最大時/45W、通常使用時(オンモード)/21.3W、待機時/0.3W<br>●使用温度条件:0℃～40℃ (収納時:-20℃～+60℃)<br>●使用湿度条件:20%～80%(結露なきこと)<br>●外形寸法:スタンドあり/W55.7×H41.0×D21.0cm  スタンドなし/W55.7×H33.1×D4.7cm<br>●質量:スタンドあり/4.2kg、スタンドなし/3.8kg<br>●添付品:アナログRGBケーブル(1.5m)、DVI-Dケーブル(1.5m)、オーディオケーブル(1.5m)､電源コード(1.8m、PSE適合品),【送料無料】I・Oデータ 23．8型ワイド液晶ディスプレイ ブラック LCD-MF243XDB [LCDMF243XDB]：エディオン　楽天市場店,【送料無料】I・Oデータ 23．8型ワイド液晶ディスプレイ ブラック LCD-MF243XDB [LCDMF243XDB],【送料無料】I・Oデータ 23．8型ワイド液晶ディスプレイ ブラック LCD-MF243XDB [LCDMF243XDB][rn]
15-37203,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_134/4995047048091_ll.jpg?fitin=700:700,87091.2000,,パソコン・周辺機器 > 液晶ディスプレイ,【送料無料】EIZO 24．1型 カラーマネージメント液晶ディスプレイ ColorEdge ブラック CS2420-BK [CS2420BK],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>●かんたん写真プリント色合わせツール Quick Color Match付属。<br>●使う人に優しいスリムでフラットなデザイン。<br>●Adobe RGB 99%カバーの広色域。<br>●画面の隅々まで均一表示。<br>●個別調整で実現する、滑らかな階調表現。<br>●クリエイティブワークが快適な広い作業領域。<br>●斜めから見ても色変化の少ないIPSパネル採用。<br>●豊富な入力端子。<br>●広色域LEDバックライト搭載で省電力に貢献。<br>●表示のちらつきが気になりにくい調光方式。<br>●10bit表示時にさらに豊かな色再現が可能。<br>【パネル】<br>●サイズ:61.1 cm(24.1)型<br>●種類:IPS(ノングレア)<br>●バックライト:広色域LED<br>●推奨解像度:1920×1200<br>●表示領域:W51.84×H32.4cm<br>●画素ピッチ:0.270×0.270 mm<br>●画素密度:94 ppi<br>●表示階調:[DisplayPort、HDMI]1024 階調(約65000 階調中)  [DVI]256 階調(約65000 階調中)<br>●表示色:[DisplayPort、HDMI]約10億7374万色/10 bit対応(約278兆色中/16 bit-LUT)  [DVI]1677万色/8 bit対応(約278兆色中/16 bit-LUT)<br>●視野角(水平/垂直、標準値):178°/178°<br>●輝度(標準値):350 cd/m2<br>●キャリブレーション推奨輝度:120 cd/m2以下<br>●コントラスト比(標準値):1000/1<br>●応答速度(標準値):15 ms(中間階調域)<br>●広色域表示(標準値):[対応]Adobe RGBカバー率99 %<br>【映像信号】<br>●入力端子:DisplayPort×1(HDCP対応)、DVI-D 24ピン×1(HDCP対応)、HDMI×1(HDCP、Deep Color対応)<br>●デジタル走査周波数(水平/垂直):[DisplayPort、DVI]26～78 kHz/24～61 Hz(VGA Text時/69～71 Hz)  [HDMI]15～78 kHz/24～61 H(VGA Text時/69～71 Hz)<br>【USB】<br>●機能:モニターコントロール用×1ポート、USBハブ×3ポート<br>●規格:USB 3.0<br>【その他仕様】<br>●表示モード:カラーモード 有(Custom、Adobe RGB、sRGB、Calibration(CAL))<br>●昇降:155 mm<br>●チルト:上35°、下5°<br>●スウィーベル:344°<br>●縦回転:右回り90°<br>●取付穴ピッチ(VESA規格):10.0×10.0cm<br>●電源入力:AC100-240 V±10 %、50/60 Hz<br>●最大消費電力:92 W<br>●標準消費電力:26 W<br>●節電時消費電力:0.7 W以下(USB非接続時)<br>●待機時消費電力:0.6 W以下(USB非接続時)<br>●省電力設定:[DVI]DVI DMPM  [DisplayPort]DisplayPort Ver.1.1a準拠<br>●動作環境条件:温度/0～35 ℃、湿度(R.H.結露なきこと)/20～80 %<br>●外形寸法:[横表示]W55.44×H39.6～55.1×D24.5cm  [縦表示]W36.2×H56.54～64.72×D24.5cm  [モニター部]55.44×H36.2×D6.4cm<br>●質量:約7.8 kg (モニター部/約5.0 kg)<br>●主な付属品:信号ケーブル(DVI-D～DVI-D×1、Mini DisplayPort～DisplayPort×1)、2芯アダプタ付電源コード、USBケーブル、ユーティリティディスク(ColorNavigator 6、取扱説明書)、Quick Color Matchディスク(Quick Color Match、取扱説明書)、Quick Color Matchガイドブック、ColorNavigator 6ガイドブック、保証書付きセットアップガイド,【送料無料】EIZO 24．1型 カラーマネージメント液晶ディスプレイ ColorEdge ブラック CS2420-BK [CS2420BK]：エディオン　楽天市場店,【送料無料】EIZO 24．1型 カラーマネージメント液晶ディスプレイ ColorEdge ブラック CS2420-BK [CS2420BK],【送料無料】EIZO 24．1型 カラーマネージメント液晶ディスプレイ ColorEdge ブラック CS2420-BK [CS2420BK][rn]
15-37204,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_015/4544438013905_ll.jpg?fitin=700:700,18835.2000,,パソコン・周辺機器 > 液晶ディスプレイ,【送料無料】BENQ 21．5型ワイド液晶ディスプレイ グロッシーブラック GW2265HM [GW2265HM],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●VAパネル+LEDバックライトの採用により広視野角、ハイコントラストを実現。<br>●眼にやさしいフリッカーフリーバックライト搭載。<br>●HDMI端子を搭載しマルチメディアに対応。<br>●高度画像補正技術「Senseye 3」搭載。<br>●高速応答技術「AMA」を搭載し、応答速度6ms(Gray to Gray)を実現。<br>●DCR(Dynamic Contrast Ratio)搭載でコントラスト比2000万/1を実現。<br>●スピーカー内蔵。<br>●アナログ&デジタル信号入力端子搭載。<br>□商品仕様<br>【パネル】<br>●サイズ:21.5型ワイド / ノングレア(非光沢) / フリッカーフリー<br>●アスペクト比/パネル:16/9、VA LED<br>●解像度:1920×1080<br>●画素ピッチ:0.248mm<br>●輝度:250 cd/m2<br>●コントラスト比:3000/1<br>●DCR(Dynamic Contrast Ratio):2000万/1<br>●表示サイズ:47.664×26.811cm<br>●視野角(左右/上下) (CR＞=10):178/178<br>●応答速度:25ms (GTG 6ms)<br>●表示色:フルカラー約1677万色<br>●走査周波数:水平/30～83(KHz)、垂直/50～76(Hz)<br>【その他仕様】<br>●入力端子:HDMI端子×1、ミニD-sub15ピン×1、DVI-D×1<br>●スピーカー:1W×2<br>●主な特徴:Senseye 3、AMA、HDCP対応、OSD言語/17ヶ国語、VESAマウント/10.0×10.0cm、ティルト角度/-5/20<br>●電源:内蔵<br>●消費電力(最大/標準/エコ):30W / 22W / 18W<br>●待機時消費電力:0.3W以下<br>●外形寸法W51.024×H39.696×D18.574cm<br>●本体質量:約3.5kg<br>●付属品:ドライバーCD(マニュアル・クイックスタートガイド含む)、電源ケーブル、D-subケーブル、DVIケーブル、保証書,【送料無料】BENQ 21．5型ワイド液晶ディスプレイ グロッシーブラック GW2265HM [GW2265HM]：エディオン　楽天市場店,【送料無料】BENQ 21．5型ワイド液晶ディスプレイ グロッシーブラック GW2265HM [GW2265HM],【送料無料】BENQ 21．5型ワイド液晶ディスプレイ グロッシーブラック GW2265HM [GW2265HM][rn]
15-37205,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_119/4995047043287_ll.jpg?fitin=700:700,80256.0000,,パソコン・周辺機器 > 液晶ディスプレイ,【送料無料】EIZO 23型液晶ディスプレイ FlexScan ブラック T2381W-BK [T2381WBK],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●フルフラットデザイン。<br>●タッチしやすいスタンド機構。<br>●映り込みが目立ちにくい。<br>●多彩なタッチ操作。<br>●ローメンテナンス。<br>●目が疲れにくい柔らかな表示。<br>●ちらつきを抑制。<br>●フルHD解像度。<br>●広視野角。<br>●動画をクリアに表示。<br>●豊富な入出力端子。<br>●電源内蔵。<br>●各種規格に対応。<br>●アスペクト比固定モード搭載(フル/拡大/ノーマル)。<br>●10bit-LUTによる滑らかな階調表現。<br>●ブラック/セレーングレイのカラーバリエーションを用意。<br>●側面ボタン部のキーロックが可能。<br>●モニターコントロールユーティリティ ScreenManager Pro for LCD(DDC/CI)対応。<br>●画面分割ソフトウェア EIZO ScreenSlicer対応。<br>□商品仕様<br>【パネル】<br>●サイズ:58 cm(23.0)型(可視域対角58.4 cm)<br>●種類:IPS(ノングレア)<br>●バックライト:LED<br>●推奨解像度:1920×1080<br>●表示面積:W509.1×H286.4 mm<br>●画素ピッチ:0.2652×0.2652 mm<br>●表示階調:256 階調<br>●表示色:約1677万色/8 bit対応<br>●視野角(水平/垂直、標準値):178 ゜/178 ゜<br>●輝度(標準値):260 cd/m2<br>●コントラスト比(標準値):1000/1<br>●応答速度(標準値):6 ms(中間階調域)<br>【タッチパネル】<br>●方式:投影型静電容量方式<br>●通信方式:USBシリアル転送<br>●タッチ耐久性:5000万回(min.)<br>●表面硬度:5H<br>●対応OS:Windows 8.1(64-bit、32-bit)/Windows 8(64-bit、32-bit)/Windows 7(64-bit、32-bit)/XP(32-bit)<br>【映像信号】<br>●入力端子:DVI-D 24ピン×1(HDCP対応)、DisplayPort×1(HDCP対応)、D-Sub 15ピン(ミニ)×1<br>●デジタル走査周波数(水平/垂直):31～68 kHz/59～61 Hz(VGA Text時/69～71 Hz)<br>●アナログ走査周波数(水平/垂直):31～81 kHz/55～76 Hz<br>【USB】<br>●機能:アップストリーム×1、ダウンストリーム×2<br>●規格:USB 2.0<br>【音声】<br>●スピーカー:1.0 W +1.0 W<br>●入力端子:ステレオミニジャック×1、DisplayPort×1<br>●出力端子:ヘッドホン端子×1<br>●サウンド調整:音量、音源(DisplayPortのみ)<br>【電源】<br>●電源入力:AC100～120 V/AC200～240 V±10 %、50/60<br>●消費電力:最大/56 W、標準/17 W、節電時/0.5 W以下、待機時/0.5 W以下<br>●省電力設定:DVI DMPM、VESA DPM<br>【機構】<br>●主な機能:表示モード(FineContrast機能(Paper、Movie、sRGB、User1、User2))<br>●チルト:15 °～70 °<br>●動作環境条件:[温度]5～35 ℃   [湿度]20～80 %(R.H.、結露なきこと)<br>●フリーマウント穴ピッチ(VESA規格):100×100 mm<br>●寸法:W55.67×14.39～H36.07×8.9～D40.13cm(横表示)、W55.67×H33.92×D5.4cm(モニター部)<br>●質量:約6.6 kg(モニター部/約6.0kg)<br>●主な付属品:DVI-D～DVI-D×1、D-Sub 15ピン(ミニ)～D-Sub 15ピン(ミニ)×1、2芯アダプタ付電源コード、オーディオケーブル、USBケーブル、クリーニングクロス、ユーティリティディスク(取扱説明書、タッチパネルドライバ、タッチパネルキャリブレーションソフト、ScreenManager Pro for LCD(DDC/CI)を含む)、保証書付きセットアップガイド,【送料無料】EIZO 23型液晶ディスプレイ FlexScan ブラック T2381W-BK [T2381WBK]：エディオン　楽天市場店,【送料無料】EIZO 23型液晶ディスプレイ FlexScan ブラック T2381W-BK [T2381WBK],【送料無料】EIZO 23型液晶ディスプレイ FlexScan ブラック T2381W-BK [T2381WBK][rn]
15-37206,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_136/4989027010161_ll.jpg?fitin=700:700,58632.0000,,パソコン・周辺機器 > 液晶ディスプレイ,【送料無料】LG電子 27型液晶ディスプレイ 27UD68-W [27UD68W],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>●4Kモニター初の27インチフレームレスデザイン採用パネル搭載!<br>●圧倒的な解像感で超高画質表示【IPS 4K】。<br>●HDMI 2.0に準拠する4K/60Hz対応のHDMI端子を2ポート実装。<br>●多彩な色空間の表示を実現【sRGBカバー率99%】。<br>●約10.7億色表示対応による滑らかで美しい映像表示【10bit Color】。<br>●スタンドに新デザイン ｢アークラインスタンド｣を採用。<br>●アプリケーションに最適な画面表示【OnScreen Control】。<br>●AMD FreeSync&trade;テクノロジー搭載。<br>●よりリアルタイムに表示【DASモード】。<br>●暗いシーンの視認性を高める「ブラックスタビライザー」搭載。<br>●Super Resolution+(超解像技術)/OnScreen Control機能。<br>●「フリッカーセーフ」「ブルーライト低減モード」を搭載。<br>●スマートエナジーセービング【Smart Energy Saving】。<br>【液晶パネル】<br>●画面サイズ:27インチ<br>●アスペクト比:16/09<br>●パネル・タイプ:IPS(AH-IPS)<br>●有効表示領域:W59.7×H33.6cm<br>●解像度:3840×2160<br>●画素ピッチ:0.1554×0.1554mm<br>●表示色:約10億7000万色(10bit color)<br>●視野角(水平/垂直):178°/178°<br>●輝度:300cd/m2(標準値)<br>●コントラスト比:最大5000000/1 (通常1000/1)<br>●応答時間:5ms<br>【走査周波数】<br>●水平走査周波数:30～135kHz<br>●垂直走査周波数:56-61Hz(FreeSync適用時範囲 40-60Hz)<br>【その他仕様】<br>●入力端子:HDMI×2、DisplayPort<br>●出力端子:ヘッドホン(ステレオミニジャック)×1<br>●機能:HDCP(2.2)、フリッカーセーフ、ブルーライト低減モード、色覚調整モード、スマートエナジーセービング、Super Resolution+、FreeSync&trade;テクノロジー、DAS(Dynamic Action Sync)モード、ブラックスタビライザー、Game Mode、OnScreen Control<br>●OSD操作ボタン:OSDジョイスティック<br>●チルト:Yes(前-2°、後15)<br>●安全/不要輻射:UL(cUL)、TUV-TYPE、FCC-B CE、EPA 6.0、EPEAT(USA)<br>●その他:RoHS指令、J-Moss、グリーン購入法<br>●電源:[通常動作時]29W  [電源OFF時]0.3W  [待機時]0.5W  [省エネモード時]0.5W以下  [入力]100-240Vac 50/60Hz<br>●寸法:[セット(スタンド付き)]W61.5×H45.6×D18.6cm  [セット(スタンドなし)]W61.5×H36.5×D4.9cm  [壁掛け(VESAマウント)]10.0×10.0cm<br>●質量:[セット(スタンド使用時)]4.9kg  [セット(スタンドなし)]4.6kg<br>●アクセサリー:電源コード、ACアダプタ、HDMIケーブル、DisplayPortケーブル、CD-ROM(取扱説明書/ソフトウェア収録)、簡単セットアップガイド、保証書,【送料無料】LG電子 27型液晶ディスプレイ 27UD68-W [27UD68W]：エディオン　楽天市場店,【送料無料】LG電子 27型液晶ディスプレイ 27UD68-W [27UD68W],【送料無料】LG電子 27型液晶ディスプレイ 27UD68-W [27UD68W][rn]
15-37207,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_057/4948570113590_ll.jpg?fitin=700:700,13651.2000,,パソコン・周辺機器 > 液晶ディスプレイ,【送料無料】IIYAMA 19．5型液晶ディスプレイ ProLite マーベルブラック E2083HSD-B2 [E2083HSDB2],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●19.5型WLEDバックライト搭載ワイド液晶ディスプレイ。<br>●フリッカーフリーLEDバックライト技術を搭載。<br>●Blue Light Reducer機能搭載 刺さるような青色光源を低減。<br>●水銀フリー、省エネ&地球環境にやさしい。<br>●DVI-D端子、D-Subミニ15ピンの2系統入力。<br>●5、000、000/1(ACR機能時)のハイコントラスト。<br>●HD+ 1600×900モード対応。<br>●PCリサイクル・RoHS 6物質閾値以下に対応(除外項目を除く)。<br>□商品仕様<br>【液晶パネル】<br>●サイズ:[対角]49.4cm (19.5型) 16/9<br>●LCDパネル種類:TN ノングレア液晶<br>●駆動方式:a-Si TFT アクティブマトリックス<br>●最大表示範囲[水平×垂直]:433.9×236.3mm<br>●画素ピッチ:0.271mm<br>●視野角:左右各85°、上下各80°<br>●応答速度:5ms(黒→白→黒)<br>●輝度:250cd/m2(標準)<br>●コントラスト比:1000/1(標準) 5000000/1(Adv. コントラスト機能時)<br>●表示色:約1677万色<br>【入力信号】<br>●同期:[セパレート同期]TTL 正極性/負極性<br>●映像:[アナログ]0.7Vp-p(標準)、 75Ω、 正極性   [デジタル]DVI(Rev.1.0)準拠<br>●入力音声信号:1.0Vrms(最大)<br>●音声入力コネクタ:φ3.5ステレオミニジャック<br>【その他基本仕様】<br>●アナログ走査周波数:[水平]30～80kHz  [垂直]55～75Hz<br>●デジタル走査周波数:[水平]30～80kHz  [垂直]55～75Hz<br>●表示可能解像度:1600×900(最大)  1.44MegaPixels<br>●信号入力コネクタ:[アナログ]D-SUBミニ15ピンコネクタ   [デジタル]DVI-D24ピンコネクタ(HDCP機能付)<br>●プラグ&プレイ機能:VESA DDC2B&trade;対応<br>●ヘッドホン端子:対応<br>●リサイクル:対応<br>●RoHS 6物質:閾値以下(除外項目を除く)<br>●J-Moss対応:グリーンマーク<br>●入力電源:AC100～240V 50/60Hz<br>●消費電力:[標準]15W (最大30W)   [パワーマネージメントモード時]0.5W(最大)<br>●スピーカー:1W×2<br>●適合規格:TCO Certified､CE、TUV-GS、VCCI-B、グリーン購入法、国際エネルギースタープログラム<br>●角度調節範囲:上方向22°下方向5°<br>●セキュリティー:盗難防止用金具取り付け孔<br>●フリーマウント:10.0cm×10.0cm(VESA規格対応)<br>●環境条件:[動作時]温度 5～35℃  湿度10～80%(結露なきこと)   [保管時]温度-20～60℃ 湿度5～85%(結露なきこと)<br>●外形寸法:W46.95×H36.0×D20.3cm<br>●質量:2.7kg(2.3kg スタンド含まず)<br>●付属品:[信号ケーブル]D-SUBミニ15ピンケーブル(1.5m)/ DVI-Dケーブル(1.8m)/ オーディオケーブル(1.8m)/電源コード(1.8m)  [その他]スタンドネック / スタンドベース / セーフティー&クイックスタートガイド / 保証書(クイックスタート内),【送料無料】IIYAMA 19．5型液晶ディスプレイ ProLite マーベルブラック E2083HSD-B2 [E2083HSDB2]：エディオン　楽天市場店,【送料無料】IIYAMA 19．5型液晶ディスプレイ ProLite マーベルブラック E2083HSD-B2 [E2083HSDB2],【送料無料】IIYAMA 19．5型液晶ディスプレイ ProLite マーベルブラック E2083HSD-B2 [E2083HSDB2][rn]
15-37208,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_057/4948570112784_ll.jpg?fitin=700:700,17107.2000,,パソコン・周辺機器 > 液晶ディスプレイ,【送料無料】IIYAMA 24型液晶ディスプレイ ProLite マーベルブラック E2483HS-B1 [E2483HSB1],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●24型 WLEDバックライト搭載ワイド液晶ディスプレイ。<br>●フリッカーフリーLEDバックライト技術を搭載。<br>●Blue Light Reducer機能搭載 刺さるような青色光源を低減。<br>●HDMI端子、DVI-D端子、D-Subの3系統入力対応。<br>●応答速度2ms(GtoG)、5、000、000:1(ACR機能時)のハイコントラスト。<br>●電源&スピーカー内蔵でシンプルスリムデザイン。<br>●Full HD 1920x1080対応。<br>●PCリサイクル・RoHS指令に対応。<br>□商品仕様<br>【液晶パネル】<br>●サイズ:対角:61cm(24型) 16/9<br>●LCDパネル種類:TN ノングレア液晶<br>●駆動方式:a-Si TFT アクティブマトリックス<br>●最大表示範囲:水平531.4×垂直298.9mm<br>●画素ピッチ:0.277mm<br>●視野角:左右各85°、上下各80°(標準)<br>●応答速度:5ms(黒→白→黒 標準) 2ms(GtoG)<br>●輝度:250cd/m2(標準)<br>●コントラスト比:1000/1(標準) 5000000/1(ACR機能時)<br>●表示色:約1677万色<br>【入力信号】<br>●同期:[セパレート同期]TTL、 正極性/負極性<br>●映像:[アナログ]0.7Vp-p(標準)、 75Ω、 正極性<br>●デジタル:DVI(Rev.1.0)準拠、HDMI<br>●入力音声信号:1.0Vrms(最大)<br>●音声入力コネクタ:φ3.5ステレオミニジャック<br>【その他基本仕様】<br>●ヘッドホン端子:対応<br>●リサイクル:対応<br>●RoHS 6物質:閾値以下(除外項目を除く)<br>●J-Moss対応:グリーンマーク<br>●適合規格:TCO Certified、CE、TUV-GS、VCCI-B、PSE、グリーン購入法、国際エネルギースタープログラム<br>●角度調節範囲:上方向22°下方向5°<br>●セキュリティー:盗難防止用金具取り付け孔<br>●フリーマウント:10.0×10.0cm(VESA規格対応)<br>●スピーカー:1W×2<br>●入力電源:AC100～240V 50/60Hz<br>●消費電力:標準 24W(最大50W)<br>●パワーマネージメントモード時:0.5W(最大)<br>●環境条件:[動作時]温度 5～35℃  湿度10～80%(結露なきこと)   [保管時]温度-20～60℃ 湿度5～85%(結露なきこと)<br>●外形寸法:W56.55×H41.2×D20.3cm<br>●質量(スピーカー、スタンド含む):3.4kg(3.0kg スタンド含まず)<br>●付属品:[信号ケーブル]D-SUBミニ15ピンケーブル(1.5m)/DVI-Dケーブル(1.5m)/HDMIケーブル(1.5m)/オーディオケーブル(1.5m)/電源コード(1.8m)   [その他]スタンドベース/スタンドネック/セーフティー&クイックスタートガイド/保証書(クイックスタートガイド内),【送料無料】IIYAMA 24型液晶ディスプレイ ProLite マーベルブラック E2483HS-B1 [E2483HSB1]：エディオン　楽天市場店,【送料無料】IIYAMA 24型液晶ディスプレイ ProLite マーベルブラック E2483HS-B1 [E2483HSB1],【送料無料】IIYAMA 24型液晶ディスプレイ ProLite マーベルブラック E2483HS-B1 [E2483HSB1][rn]
