35-46586,,14997.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,【送料無料】積水 水中硬化型充填目地材エスダインジョイナーＷ冬用１０ｋｇセット 【 3927571 】 JWFUYU10 【 積水フーラー 】 【 水中用補修剤 】,《積水フーラー 水中用補修剤》がお買得！,"【特長】<br>●湿潤面でもそのまま接着できます。<br>●水中でも、海水中でも硬化します。<br>●季節により、夏用・冬用の使い分けが可能です。<br><br>【用途】<br>●トンネルの打継ぎ時のシーリングや、クラックからの漏水の補修。<br>●下水暗渠などの漏水防止。<br>●海水中での岩やコンクリートの接着。<br><br>【仕様】<br>●色:主剤:灰白色/硬化剤:灰色<br>●容量(kg):10<br>●摘要:冬用<br>●質量(kg):10.5<br>●硬化時間（20℃）:24時間<br>●色:主剤(灰白色)、硬化剤(灰色)<br><br>【材質／仕上】<br>●主成分:エポキシ樹脂<br><br>【質量】<br>10.5KG<br><br>【入数】<br>1S<br><br>【JANコード】<br>4548211008485<br><br>【メーカー名】<br>積水フーラー（株）<br><br>【生産国】<br>日本<style type=""text/css"">
/*買い物かごに入れるボタン*/
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]{
background: url(""http://image.rakuten.co.jp/unoonline/cabinet/sparts/imgrc0063268325.gif"") left top no-repeat;
width:270px;
height:60px;
text-indent:100%;
white-space:nowrap;
overflow:hidden;
border: none;
padding:0;
margin-top:5px 0;
cursor:pointer;
}
#rakutenLimitedId_aroundCart tbody tr td input:hover{
alpha(opacity=8);
-moz-opacity:0.8;
opacity:0.8;
cursor:pointer;
}
</style>",【送料無料】積水 水中硬化型充填目地材エスダインジョイナーＷ冬用１０ｋｇセット 【 3927571 】 JWFUYU10 【 積水フーラー 】 【 水中用補修剤 】：うのオンライン　楽天市場店,うのオンライン宇野酸素道具箱コンテナボックス電工ドラム工具箱KTC大工道具台車収納ツールボックス作業手袋工具コンテナ送料無料業務用電動工具プロ用キャスター・車輪安全靴【送料無料】積水 水中硬化型充填目地材エスダインジョイナーＷ冬用１０ｋｇセット 【 3927571 】 JWFUYU10 【 積水フーラー 】 【 水中用補修剤 】,《積水フーラー 水中用補修剤》がお買得！。【送料無料】積水 水中硬化型充填目地材エスダインジョイナーＷ冬用１０ｋｇセット 【 3927571 】 JWFUYU10 【 積水フーラー 】 【 水中用補修剤 】[rn]
35-46587,http://tshop.r10s.jp/unoonline/cabinet/seisan2/3777685.jpg?fitin=700:700,52531.2000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,【送料無料】ロックタイト ヘンケルジャパン マリンチョッキング ９．７ｋｇ 【 3777685 】 97572 【 水中用補修剤 】 【 水中用補修剤 】,《ヘンケルジャパンＡＧ事業部 水中用補修剤》がお買得！,"【特長】<br>●自己平滑性、即硬化性で硬化収縮が少なく、硬化後は耐薬品性、耐衝撃性に優れています。<br>●船用エンジンの据え付けに適しています。<br><br><br>【仕様】<br>●色:緑<br>●容量(kg):9.7<br>●質量(kg):9.7<br>●硬化時間（25℃）:24時間<br>●可使時間:10～15分<br>●耐熱温度:121℃<br>●圧縮強度:150N/mm[[の2乗]]<br><br>【材質／仕上】<br>●主成分:エポキシ樹脂<br><br>【入数】<br><br><br>【質量】<br>9.7kg<br><br>【JANコード】<br>4976742513282<br><br>【セット内容】<br>●主剤、硬化剤、かくはん棒<br><br>【メーカー名】<br>ヘンケルジャパン（株）　ＡＧ事業部<br><br>【生産国】<br>アメリカ<br><br><br><br><font size='1'>【販促用キーワード】/ 通販/ 価格 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><br><br><hr><font size='1'>【検索用キーワード】/ 接着剤 / ぼんど / ボンド  / 粘着 / 強力 / 接着 / 補修 / 修理 / ほしゅう / 業務用 / プロ用 / ＤＩＹ / 工作 / 補強 / 組立 /</font>
<br><font size='1'>【販促用キーワード】/ 通販/ 価格 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><style type=""text/css"">
/*買い物かごに入れるボタン*/
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]{
background: url(""http://image.rakuten.co.jp/unoonline/cabinet/sparts/imgrc0063268325.gif"") left top no-repeat;
width:270px;
height:60px;
text-indent:100%;
white-space:nowrap;
overflow:hidden;
border: none;
padding:0;
margin-top:5px 0;
cursor:pointer;
}
#rakutenLimitedId_aroundCart tbody tr td input:hover{
alpha(opacity=8);
-moz-opacity:0.8;
opacity:0.8;
cursor:pointer;
}
</style>",【送料無料】ロックタイト ヘンケルジャパン マリンチョッキング ９．７ｋｇ 【 3777685 】 97572 【 水中用補修剤 】 【 水中用補修剤 】：うのオンライン　楽天市場店,うのオンライン宇野酸素道具箱コンテナボックス電工ドラム工具箱KTC大工道具台車収納ツールボックス作業手袋工具コンテナ送料無料業務用電動工具プロ用キャスター・車輪安全靴【送料無料】ロックタイト ヘンケルジャパン マリンチョッキング ９．７ｋｇ 【 3777685 】 97572 【 水中用補修剤 】 【 水中用補修剤 】,《ヘンケルジャパンＡＧ事業部 水中用補修剤》がお買得！。【送料無料】ロックタイト ヘンケルジャパン マリンチョッキング ９．７ｋｇ 【 3777685 】 97572 【 水中用補修剤 】 【 水中用補修剤 】[rn]
35-46588,http://tshop.r10s.jp/unoonline/cabinet/seisan2/3090540.jpg?fitin=700:700,5443.2000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,【送料無料】スリーボンド 水速硬化ウレタン補修テープ ＴＢ４５５０ＤＳ ５．０×１５０ 【 3090540 】 TB4550DS 【 水中用補修剤 】 【 ウレタン系補修剤 】,《スリーボンド ウレタン系補修剤》がお買得！,"【特長】<br>●ウレタン補修テープの基布は伸縮性ニット構造のガラス繊維テープで、巻き付けが簡単です。<br>●水道用ゴム板を漏れ箇所にあてることで上水の漏れにも対応できます。<br><br>【用途】<br>●導配管からの流体の漏れ修理。<br>●ジョイント部や柱状円材物などの補強。<br><br>【仕様】<br>●テープ寸法(cm):5.0×150<br>●質量(g):210<br>●硬化時間（24℃）:20分<br>●可使時間:3分<br><br>【材質／仕上】<br>●主成分:ウレタンポリマー・ガラス繊維<br><br>【入数】<br><br><br>【質量】<br>210g<br><br>【JANコード】<br>4967410103348<br><br>【セット内容】<br>●仮止水用ゴムテープ、ゴム手袋、水道用ゴムテープ板<br><br>【メーカー名】<br>（株）スリーボンド<br><br>【生産国】<br>日本<br><br><br><br><font size='1'>【販促用キーワード】/ 通販/ 価格 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><br><br><hr><font size='1'>【検索用キーワード】/ 接着剤 / ぼんど / ボンド  / 粘着 / 強力 / 接着 / 補修 / 修理 / ほしゅう / 業務用 / プロ用 / ＤＩＹ / 工作 / 補強 / 組立 /</font>
<br><font size='1'>【販促用キーワード】/ 通販/ 価格 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><style type=""text/css"">
/*買い物かごに入れるボタン*/
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]{
background: url(""http://image.rakuten.co.jp/unoonline/cabinet/sparts/imgrc0063268325.gif"") left top no-repeat;
width:270px;
height:60px;
text-indent:100%;
white-space:nowrap;
overflow:hidden;
border: none;
padding:0;
margin-top:5px 0;
cursor:pointer;
}
#rakutenLimitedId_aroundCart tbody tr td input:hover{
alpha(opacity=8);
-moz-opacity:0.8;
opacity:0.8;
cursor:pointer;
}
</style>",【送料無料】スリーボンド 水速硬化ウレタン補修テープ ＴＢ４５５０ＤＳ ５．０&times;１５０ 【 3090540 】 TB4550DS 【 水中用補修剤 】 【 ウレタン系補修剤 】：うのオンライン　楽天市場店,うのオンライン宇野酸素道具箱コンテナボックス電工ドラム工具箱KTC大工道具台車収納ツールボックス作業手袋工具コンテナ送料無料業務用電動工具プロ用キャスター・車輪安全靴【送料無料】スリーボンド 水速硬化ウレタン補修テープ ＴＢ４５５０ＤＳ ５．０&times;１５０ 【 3090540 】 TB4550DS 【 水中用補修剤 】 【 ウレタン系補修剤 】,《スリーボンド ウレタン系補修剤》がお買得！。【送料無料】スリーボンド 水速硬化ウレタン補修テープ ＴＢ４５５０ＤＳ ５．０&times;１５０ 【 3090540 】 TB4550DS 【 水中用補修剤 】 【 ウレタン系補修剤 】[rn]
35-46589,,14997.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,【送料無料】積水 水中硬化型充填目地材エスダインジョイナーＷ夏用１０ｋｇセット 【 3927580 】 JWNATU10 【 積水フーラー 】 【 水中用補修剤 】,《積水フーラー 水中用補修剤》がお買得！,"【特長】<br>●湿潤面でもそのまま接着できます。<br>●水中でも、海水中でも硬化します。<br>●季節により、夏用・冬用の使い分けが可能です。<br><br>【用途】<br>●トンネルの打継ぎ時のシーリングや、クラックからの漏水の補修。<br>●下水暗渠などの漏水防止。<br>●海水中での岩やコンクリートの接着。<br><br>【仕様】<br>●色:主剤:灰白色/硬化剤:灰色<br>●容量(kg):10<br>●摘要:夏用<br>●質量(kg):10.5<br>●硬化時間（20℃）:24時間<br>●色:主剤(灰白色)、硬化剤(灰色)<br><br>【材質／仕上】<br>●主成分:エポキシ樹脂<br><br>【質量】<br>10.5KG<br><br>【入数】<br>1S<br><br>【JANコード】<br>4548211008218<br><br>【メーカー名】<br>積水フーラー（株）<br><br>【生産国】<br>日本<style type=""text/css"">
/*買い物かごに入れるボタン*/
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]{
background: url(""http://image.rakuten.co.jp/unoonline/cabinet/sparts/imgrc0063268325.gif"") left top no-repeat;
width:270px;
height:60px;
text-indent:100%;
white-space:nowrap;
overflow:hidden;
border: none;
padding:0;
margin-top:5px 0;
cursor:pointer;
}
#rakutenLimitedId_aroundCart tbody tr td input:hover{
alpha(opacity=8);
-moz-opacity:0.8;
opacity:0.8;
cursor:pointer;
}
</style>",【送料無料】積水 水中硬化型充填目地材エスダインジョイナーＷ夏用１０ｋｇセット 【 3927580 】 JWNATU10 【 積水フーラー 】 【 水中用補修剤 】：うのオンライン　楽天市場店,うのオンライン宇野酸素道具箱コンテナボックス電工ドラム工具箱KTC大工道具台車収納ツールボックス作業手袋工具コンテナ送料無料業務用電動工具プロ用キャスター・車輪安全靴【送料無料】積水 水中硬化型充填目地材エスダインジョイナーＷ夏用１０ｋｇセット 【 3927580 】 JWNATU10 【 積水フーラー 】 【 水中用補修剤 】,《積水フーラー 水中用補修剤》がお買得！。【送料無料】積水 水中硬化型充填目地材エスダインジョイナーＷ夏用１０ｋｇセット 【 3927580 】 JWNATU10 【 積水フーラー 】 【 水中用補修剤 】[rn]
35-46590,http://tshop.r10s.jp/unoonline/cabinet/seisan2/3748448.jpg?fitin=700:700,1028.8000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,コニシ ＦＲＰ補修剤１００ｇ 【 3748448 】 FRP100 【 水中用補修剤 】 【 ＦＲＰ用補修剤 】 【 ＦＲＰ用補修剤 】,《コニシ ＦＲＰ用補修剤》がお買得◆ﾌﾟﾚﾐｱﾑ･学割対象◆,"【特長】<br>●耐水・耐熱・耐久性に優れています。<br><br>【用途】<br>●ＦＲＰ製品のキズ・ひび割れに。<br>●自動車のエアロパーツに。<br><br>【仕様】<br>●色:白<br>●容量(g):100<br>●梱包数(セット):５<br>●質量(g):172<br>●2液混合型<br>●使用温度範囲：-20～１００℃<br><br>【材質／仕上】<br>●主成分:エポキシ樹脂<br><br>【入数】<br><br><br>【質量】<br>172g<br><br>【JANコード】<br>4901490280537<br><br>【メーカー名】<br>コニシ（株）<br><br>【生産国】<br>日本<br><br><br><br><font size='1'>【販促用キーワード】/ 通販/ 価格 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><br><br><hr><font size='1'>【検索用キーワード】/ 接着剤 / ぼんど / ボンド  / 粘着 / 強力 / 接着 / 補修 / 修理 / ほしゅう / 業務用 / プロ用 / ＤＩＹ / 工作 / 補強 / 組立 /</font>
<br><font size='1'>【販促用キーワード】/ 通販/ 価格 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><style type=""text/css"">
/*買い物かごに入れるボタン*/
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]{
background: url(""http://image.rakuten.co.jp/unoonline/cabinet/sparts/imgrc0063268325.gif"") left top no-repeat;
width:270px;
height:60px;
text-indent:100%;
white-space:nowrap;
overflow:hidden;
border: none;
padding:0;
margin-top:5px 0;
cursor:pointer;
}
#rakutenLimitedId_aroundCart tbody tr td input:hover{
alpha(opacity=8);
-moz-opacity:0.8;
opacity:0.8;
cursor:pointer;
}
</style>",コニシ ＦＲＰ補修剤１００ｇ 【 3748448 】 FRP100 【 水中用補修剤 】 【 ＦＲＰ用補修剤 】 【 ＦＲＰ用補修剤 】：うのオンライン　楽天市場店,うのオンライン宇野酸素道具箱コンテナボックス電工ドラム工具箱KTC大工道具台車収納ツールボックス作業手袋工具コンテナ送料無料業務用電動工具プロ用キャスター・車輪安全靴コニシ ＦＲＰ補修剤１００ｇ 【 3748448 】 FRP100 【 水中用補修剤 】 【 ＦＲＰ用補修剤 】 【 ＦＲＰ用補修剤 】,《コニシ ＦＲＰ用補修剤》がお買得◆ﾌﾟﾚﾐｱﾑ･学割対象◆。コニシ ＦＲＰ補修剤１００ｇ 【 3748448 】 FRP100 【 水中用補修剤 】 【 ＦＲＰ用補修剤 】 【 ＦＲＰ用補修剤 】[rn]
35-46591,http://tshop.r10s.jp/unoonline/cabinet/seisan2/3274349.jpg?fitin=700:700,583.2000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,セメダイン 水中エポキシ １００ｇセット 【 3274349 】 CA152 【 水中用補修剤 】 【 水中用補修剤 】,《セメダイン 水中用補修剤》がお買得！,"【特長】<br>●湿潤面や水中でも使える高粘度タイプです。<br>●パテ状なので、垂れません。<br>●収縮が少なく凹凸面に充填接着し、パテとして使用可能です。<br>●熱、水、薬品に強く耐久性に優れています。<br><br>【用途】<br>●完全に乾燥できない箇所への各種タイル接着。<br>●ぬれた場所および水中での金属、コンクリート、レンガ、木材の充填接着。<br><br>【仕様】<br>●色:灰<br>●容量(g):100<br>●質量(g):165<br>●硬化時間（23℃）:24時間<br>●可使時間:約50分<br>●耐熱温度:120℃<br><br>【材質／仕上】<br>●主成分:エポキシ樹脂<br><br>【入数】<br><br><br>【質量】<br>165g<br><br>【JANコード】<br>4901761101394<br><br>【メーカー名】<br>セメダイン（株）<br><br>【生産国】<br>日本<br><br><br><br><font size='1'>【販促用キーワード】/ 通販/ 価格 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><br><br><hr><font size='1'>【検索用キーワード】/ 接着剤 / ぼんど / ボンド  / 粘着 / 強力 / 接着 / 補修 / 修理 / ほしゅう / 業務用 / プロ用 / ＤＩＹ / 工作 / 補強 / 組立 /</font>
<br><font size='1'>【販促用キーワード】/ 通販/ 価格 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><style type=""text/css"">
/*買い物かごに入れるボタン*/
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]{
background: url(""http://image.rakuten.co.jp/unoonline/cabinet/sparts/imgrc0063268325.gif"") left top no-repeat;
width:270px;
height:60px;
text-indent:100%;
white-space:nowrap;
overflow:hidden;
border: none;
padding:0;
margin-top:5px 0;
cursor:pointer;
}
#rakutenLimitedId_aroundCart tbody tr td input:hover{
alpha(opacity=8);
-moz-opacity:0.8;
opacity:0.8;
cursor:pointer;
}
</style>",セメダイン 水中エポキシ １００ｇセット 【 3274349 】 CA152 【 水中用補修剤 】 【 水中用補修剤 】：うのオンライン　楽天市場店,うのオンライン宇野酸素道具箱コンテナボックス電工ドラム工具箱KTC大工道具台車収納ツールボックス作業手袋工具コンテナ送料無料業務用電動工具プロ用キャスター・車輪安全靴セメダイン 水中エポキシ １００ｇセット 【 3274349 】 CA152 【 水中用補修剤 】 【 水中用補修剤 】,《セメダイン 水中用補修剤》がお買得！。セメダイン 水中エポキシ １００ｇセット 【 3274349 】 CA152 【 水中用補修剤 】 【 水中用補修剤 】[rn]
35-46592,http://tshop.r10s.jp/unoonline/cabinet/item2015-29/t010005975280.jpg?fitin=700:700,3237.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,スリーボンド 補修用接着材 ＴＢ２０８３Ｌ 本材 １ｋｇ 水中硬化 【 4703430 】 TB2083L1H 【 水中用補修剤 】,《スリーボンド 水中用補修剤》がお買得！,"【特長】<br>●水中、湿潤面でも強力な接着力を発揮します。<br>●肉盛り性に優れています。<br>●使いやすいパテ状です。<br>●施工個所が垂直面でも、垂れたり、流れたりしません。<br>●エポキシ樹脂を主成分としたパテ状の水中硬化タイプ補修剤です。<br>●水中や潤滑面での接着充填補修に効果を発揮します。<br><br>【用途】<br>●コンクリートの湿潤面のひび割れ補修に。<br>●水中、湿潤面での接着充填補修。<br>●硬質塩ビ配管の接着補修。<br>●水漏れ配管の接着補修。<br>●コンクリートやモルタルの亀裂や穴埋めなどの接着補修。<br><br>【仕様】<br>●色:白<br>●品名:本剤<br>●質量(ｋｇ):1.1<br>●容量（ｋｇ）：1.0<br>●硬化時間（25℃）:24時間<br>●可使時間:50分<br><br>【材質／仕上】<br>●主成分:エポキシ樹脂<br><br>【入数】<br>1缶<br><br>【質量】<br>1.1kg<br><br>【JANコード】<br>4967410103621<br><br>【メーカー名】<br>（株）スリーボンド<br><br>【生産国】<br>日本<br><br><hr><font size='1'>【検索用キーワード】/ 接着剤 / ぼんど / ボンド  / 粘着 / 強力 / 接着 / 補修 / 修理 / ほしゅう / 業務用 / プロ用 / ＤＩＹ / 工作 / 補強 / 組立 /</font>
<br><font size='1'>【販促用キーワード】/ 通販 / 価格 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><style type=""text/css"">
/*買い物かごに入れるボタン*/
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]{
background: url(""http://image.rakuten.co.jp/unoonline/cabinet/sparts/imgrc0063268325.gif"") left top no-repeat;
width:270px;
height:60px;
text-indent:100%;
white-space:nowrap;
overflow:hidden;
border: none;
padding:0;
margin-top:5px 0;
cursor:pointer;
}
#rakutenLimitedId_aroundCart tbody tr td input:hover{
alpha(opacity=8);
-moz-opacity:0.8;
opacity:0.8;
cursor:pointer;
}
</style>",スリーボンド 補修用接着材 ＴＢ２０８３Ｌ 本材 １ｋｇ 水中硬化 【 4703430 】 TB2083L1H 【 水中用補修剤 】：うのオンライン　楽天市場店,うのオンライン宇野酸素道具箱コンテナボックス電工ドラム工具箱KTC大工道具台車収納ツールボックス作業手袋工具コンテナ送料無料業務用電動工具プロ用キャスター・車輪安全靴スリーボンド 補修用接着材 ＴＢ２０８３Ｌ 本材 １ｋｇ 水中硬化 【 4703430 】 TB2083L1H 【 水中用補修剤 】,《スリーボンド 水中用補修剤》がお買得！。スリーボンド 補修用接着材 ＴＢ２０８３Ｌ 本材 １ｋｇ 水中硬化 【 4703430 】 TB2083L1H 【 水中用補修剤 】[rn]
35-46593,http://tshop.r10s.jp/unoonline/cabinet/seisan2/2150859.jpg?fitin=700:700,5116.8000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,ロックタイト ヘンケルジャパン パイプリペアーキット(５０ｍｍテープ) 【 2150859 】 NO.96321 【 水中用補修剤 】 【 ウレタン系補修剤 】 【 ウレタン系補修剤 】,《ヘンケルジャパンＡＧ事業部 ウレタン系補修剤》がお買得！,"【特長】<br>●エポキシパテで穴埋めした後、水に浸したファイバーテープを巻くことにより補修できます。<br><br>【用途】<br>●漏れ・割れが発生しているパイプ類の補修と補強。<br><br>【仕様】<br>●テープ寸法(cm):5.1×180<br>●質量(g):144<br>●硬化時間（25℃）:30分<br>●可使時間:3～5分<br>●耐圧：18.5MPa<br>●使用温度範囲：-29～121℃<br>●耐熱温度:120℃<br><br>【材質／仕上】<br>●ウレタン充填ファイバーグラステープ<br>●エポキシパテ<br><br>【入数】<br><br><br>【質量】<br>144g<br><br>【JANコード】<br>4976742512056<br><br>【メーカー名】<br>ヘンケルジャパン（株）　ＡＧ事業部<br><br>【生産国】<br>アメリカ<br><br><br><br><font size='1'>【販促用キーワード】/ 通販 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><br><br><hr><font size='1'>【検索用キーワード】/ 接着剤 / ぼんど / ボンド  / 粘着 / 強力 / 接着 / 補修 / 修理 / ほしゅう / 業務用 / プロ用 / ＤＩＹ / 工作 / 補強 / 組立 /</font>
<br><font size='1'>【販促用キーワード】/ 通販 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><style type=""text/css"">
/*買い物かごに入れるボタン*/
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]{
background: url(""http://image.rakuten.co.jp/unoonline/cabinet/sparts/imgrc0063268325.gif"") left top no-repeat;
width:270px;
height:60px;
text-indent:100%;
white-space:nowrap;
overflow:hidden;
border: none;
padding:0;
margin-top:5px 0;
cursor:pointer;
}
#rakutenLimitedId_aroundCart tbody tr td input:hover{
alpha(opacity=8);
-moz-opacity:0.8;
opacity:0.8;
cursor:pointer;
}
</style>",ロックタイト ヘンケルジャパン パイプリペアーキット(５０ｍｍテープ) 【 2150859 】 NO.96321 【 水中用補修剤 】 【 ウレタン系補修剤 】 【 ウレタン系補修剤 】：うのオンライン　楽天市場店,うのオンライン宇野酸素道具箱コンテナボックス電工ドラム工具箱KTC大工道具台車収納ツールボックス作業手袋工具コンテナ送料無料業務用電動工具プロ用キャスター・車輪安全靴ロックタイト ヘンケルジャパン パイプリペアーキット(５０ｍｍテープ) 【 2150859 】 NO.96321 【 水中用補修剤 】 【 ウレタン系補修剤 】 【 ウレタン系補修剤 】,《ヘンケルジャパンＡＧ事業部 ウレタン系補修剤》がお買得！。ロックタイト ヘンケルジャパン パイプリペアーキット(５０ｍｍテープ) 【 2150859 】 NO.96321 【 水中用補修剤 】 【 ウレタン系補修剤 】 【 ウレタン系補修剤 】[rn]
35-46594,http://tshop.r10s.jp/unoonline/cabinet/seisan2/3777596.jpg?fitin=700:700,20371.2000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,【送料無料】ロックタイト ヘンケルジャパン ラビットラバーリペアー用ガン 【 3777596 】 39635 【 水中用補修剤 】 【 ウレタン系補修剤 】,《ヘンケルジャパンＡＧ事業部 ウレタン系補修剤》がお買得！,"【特長】<br>●ラピッドラバーリペア専用ガンです。<br><br><br>【仕様】<br>●適合機種:96675<br>●質量(kg):2.5<br>●手動操作式<br><br>【材質／仕上】<br>●スチール<br><br>【入数】<br><br><br>【質量】<br>2.5kg<br><br>【JANコード】<br>4976742513299<br><br>【メーカー名】<br>ヘンケルジャパン（株）　ＡＧ事業部<br><br>【生産国】<br>アメリカ<br><br><br><br><font size='1'>【販促用キーワード】/ 通販/ 価格 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><br><br><hr><font size='1'>【検索用キーワード】/ 接着剤 / ぼんど / ボンド  / 粘着 / 強力 / 接着 / 補修 / 修理 / ほしゅう / 業務用 / プロ用 / ＤＩＹ / 工作 / 補強 / 組立 /</font>
<br><font size='1'>【販促用キーワード】/ 通販/ 価格 / お買い得商品 / 人気商品 / 業務用・プロ用 / 楽天市場 / ポイント消化 / 送料無料 特典あり※一部商品地域除く / 楽天プレミアム・学割 対象 /</font><style type=""text/css"">
/*買い物かごに入れるボタン*/
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]{
background: url(""http://image.rakuten.co.jp/unoonline/cabinet/sparts/imgrc0063268325.gif"") left top no-repeat;
width:270px;
height:60px;
text-indent:100%;
white-space:nowrap;
overflow:hidden;
border: none;
padding:0;
margin-top:5px 0;
cursor:pointer;
}
#rakutenLimitedId_aroundCart tbody tr td input:hover{
alpha(opacity=8);
-moz-opacity:0.8;
opacity:0.8;
cursor:pointer;
}
</style>",【送料無料】ロックタイト ヘンケルジャパン ラビットラバーリペアー用ガン 【 3777596 】 39635 【 水中用補修剤 】 【 ウレタン系補修剤 】：うのオンライン　楽天市場店,うのオンライン宇野酸素道具箱コンテナボックス電工ドラム工具箱KTC大工道具台車収納ツールボックス作業手袋工具コンテナ送料無料業務用電動工具プロ用キャスター・車輪安全靴【送料無料】ロックタイト ヘンケルジャパン ラビットラバーリペアー用ガン 【 3777596 】 39635 【 水中用補修剤 】 【 ウレタン系補修剤 】,《ヘンケルジャパンＡＧ事業部 ウレタン系補修剤》がお買得！。【送料無料】ロックタイト ヘンケルジャパン ラビットラバーリペアー用ガン 【 3777596 】 39635 【 水中用補修剤 】 【 ウレタン系補修剤 】[rn]
