19-170001,http://tshop.r10s.jp/groovy-gbt/cabinet/02545744/shohinimage1/img60126316.jpg?fitin=700:700,1128.0000,,車用品・バイク用品 > カー用品 > ライト・ランプ > ヘッドライト > LED,側面発光50cmSMD36連薄型ledテープホワイト1本,SMD36連薄型ledテープホワイト,"<Center>

<table width=""300"" border=""0"">
  <tr>
    <td><b>側面発光SMD36連薄型テープLED 1本
[ホワイト　50cm]LEDドレスアップに！</b></td>
  </tr>
</table>
<br>
<table width=""300"" border=""0"">
    <tr>
    <td><img src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02545744/shohinimage1/img60126316.jpg"" width=""300"" ></td>
  </tr>
    <tr>
    <td><img src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02545744/shohinimage1/img60126314.jpg"" width=""300"" ></td>
  </tr>
    <tr>
    <td>&nbsp;</td>
  </tr>
    <tr>
    <td><img src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02545744/shohinimage1/img60126238.jpg"" width=""300"" ></td>
  </tr>

</table>


<table width=""300"" border=""0"" cellpadding=""0"" cellspacing=""0"" bgcolor=""#FFFFFF"">
  <tr>
    <td>&nbsp;</td>
    
  </tr>
  <tr>
    <td><font size=""-1"" color=""#333333""><br>
超薄型テープタイプLED側面発光タイプです。<br>

★長さ50CMの36連タイプです！ちょうどいい長さで登場です！<br>
　配線も両端について、どちらからでも取れます。<br>

テープ面に対してLEDが直角に向くようになっているので、ヘッドライト下部に取り付ければ<br>
LEDが正面向きに。　新型Audi風のLEDポジションラインも可能！<br>

軟体！極薄2mm！防水OK！カットOK！(３LEDごと)　両面テープ装着済み　可能性無限大の新商品です！<br>

薄型でフレキシブルなので狭い場所やカーブ部など、あらゆる場所に装着可能！<br>
両面テープ付なので便利です。<br>
かなり柔軟なので鋭角部分にも取り付け可能！<br>

▼使用例▼<br>
ヘッドライトに！　アウディ風LEDポジションライン<br>
グリルに！　一体化されたデイライト、イルミネーションに<br>
室内に！　シート下間接照明・天井照明・天井間接照明・サイドイルミネーションに<br>
ミラー下に！　ポジションライン<br>
エアロ埋め込みに！　ダクト部照明に！<br>
ドアバイザーに！　ドアバイザーイルミネーションに<br>
      </font>
      <br>
     <font size=""-1"" color=""red"">※こちらの商品の再入荷のお知らせにつきましては、メールマガジンにてお知らせ致します♪ こちら</font></td>
        </tr>
     
  <tr>
    <td>&nbsp;</td>
  </tr>
  <tr>
    <td>
      <br>
     <p><font size=""-1"" color=""#333333"">
▼セット内容▼<br>
・テープLED×1　(両面テープ装着済み)<br>
仕　様<br>
■電源：　DC12V<br>
■LED発光色：　ホワイト<br>
■LED数：　36個/1本<br>
■LED間隔：14mm<br>
■本体サイズ：　500mm(テープ長)×テープ幅7mm×厚さ約2mm<br>


<br>
          </font></p></td>
        </tr>
     
  <tr>
    <td>&nbsp;</td>
  </tr>
  <tr>
    <td>
      <br>
      
          <font size=""-1"" color=""red"">※取付前に仮付状態にて、動作確認を行なってください。<br>
※新品ですが、稀に汚れや傷等がある場合がございますが、ご了承下さい。<br>
※不点灯、一部不点灯以外の部分おきましてはノークレームでお願いいたします。<br>
※カットして使用する場合は念のためカット部分をコーキング等でショートしないように処理をして下さい。<br>
※カット後は返品不可ですので、カットする前に点灯チェックを行ってください。

</font></td>
        </tr>
      </table>
      <br>
     
     
     </Center>",側面発光50cmSMD36連薄型ledテープホワイト1本：Groovy,アクア　カスタムヴェルファイア　アルファードプリウスαハイエース200系プリウスプリウス 30 後期ハンモック　自立式汎用 パワーウインドウ キットチェーン　スプレー車 内装 ドレスアップデイライトアクア　ドレスアップヴェルファイア カスタムトヨタ アクア カスタムアクアカスタムNBOXLEDライトledヘッドライトプリウス カスタムt10 LED側面発光50cmSMD36連薄型ledテープホワイト1本,SMD36連薄型ledテープホワイト。側面発光50cmSMD36連薄型ledテープホワイト1本[rn]
19-170002,http://tshop.r10s.jp/groovy-gbt/cabinet/02545744/img59839178.jpg?fitin=700:700,1128.0000,,車用品・バイク用品 > カー用品 > ライト・ランプ > ヘッドライト > LED,ledテープ側面発光SMD60連薄型ピンク60cm　1本【メール便 送料無料】,ledテープ側面発光SMD60連薄型ピンク60cm　1本,"<center>
<b>側面発光SMD60連薄型テープLED   <BR>
      エアロ埋め込み・イカリング・ポジションラインにLEDドレスアップの可能性無限大∞</b>
  

<table width=""300"" border=""0"" bgcolor=""#000000"">
  <tr>
    <td><img src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02545744/img59839177.jpg"" width=""300"" ></td>
  </tr>
    <tr>
    <td><img src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02545744/img59839180.jpg"" width=""300"" ></td>
  </tr>
    <tr>
    <td><img src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02545744/img59839179.jpg"" width=""300"" ></td>
  </tr>
</table>
<br>

<table width=""300"" border=""0"" cellpadding=""0"" cellspacing=""0"" bgcolor=""#FFFFFF"">
  <tr>
    <td>&nbsp;</td>
    
  </tr>
  <tr>
    <td><font size=""-1"" color=""#333333""><br>
      新作！超薄型テープタイプLED側面発光タイプです。

        <br>
        <br>
        長さが60CMになって、SMDの間隔はわずかに6mm！ギッシリ入って60連タイプです！
　<br>
<br>
配線も両端について、どちらからでも取れます。 <br>
<br>
テープ面に対してLEDが直角に向くようになっているので、ヘッドライト下部に取り付ければ
LEDが正面向きに。<br>
新型Audi風のLEDポジションラインも可能！ <br>
<br>
軟体！極薄2mm！防水OK！カットOK！(３LEDごと)　両面テープ装着済み！　<br>
可能性無限大の新商品です！ <br>
<br>
薄型でフレキシブルなので狭い場所やカーブ部など、あらゆる場所に装着可能！<br>
<br>
使用例 <br>
ヘッドライトに！アウディ風LEDポジションライン
<br>
グリルに！　一体化されたデイライト、イルミネーションに<br>
室内に！　シート下間接照明・天井照明・天井間接照明・サイドイルミネーションに<br>
ミラー下に！　ポジションライン
エアロ埋め込みに！　ダクト部照明に！
<br>
ドアバイザーに！　ドアバイザーイルミネーションに<br>
<br>
少数入荷の為、お早めにどうぞ。 <BR>
      </font>
      <br>
     <font size=""-1"" color=""red"">※こちらの商品の再入荷のお知らせにつきましては、メールマガジンにてお知らせ致します♪ こちら</font></td>
        </tr>
     
  <tr>
    <td>&nbsp;</td>
  </tr>
  <tr>
    <td>
      <br>
      <p><font size=""-1"" color=""#333333"">■セット内容：テープLED×1　(両面テープ装着済み)

　<br>
<br>
■電源：DC12V
<br>
■LED発光色：　ピンク
<br>
■LED数：60個/1本　
<br>
■LED間隔：約6mm
<br>
■本体サイズ：600mm(テープ長)×テープ幅6mm×厚さ約2mm<br>
<br>
■梱装状態：
新品・簡易包装 <BR>
          </font></p></td>
        </tr>
     
  <tr>
    <td>&nbsp;</td>
  </tr>
  <tr>
    <td>
      <br>
      
          <font size=""-1"" color=""red"">※取付前に仮付状態にて、動作確認を行なってください。<br>
※新品ですが、輸入品のため稀に汚れや傷等がある場合がございますが、ご了承下さい。
<br>
※不点灯、一部不点灯以外の部分おきましてはノークレームでお願いいたします。<br>
※カットして使用する場合は念のためカット部分をコーキング等でショートしないように処理をして下さい。 </font></td>
        </tr>
      </table>
     </center>",ledテープ側面発光SMD60連薄型ピンク60cm　1本【メール便 送料無料】：Groovy,アクア　カスタムヴェルファイア　アルファードプリウスαハイエース200系プリウスプリウス 30 後期ハンモック　自立式汎用 パワーウインドウ キットチェーン　スプレー車 内装 ドレスアップデイライトアクア　ドレスアップヴェルファイア カスタムトヨタ アクア カスタムアクアカスタムNBOXLEDライトledヘッドライトプリウス カスタムt10 LEDledテープ側面発光SMD60連薄型ピンク60cm　1本【メール便 送料無料】,ledテープ側面発光SMD60連薄型ピンク60cm　1本。ledテープ側面発光SMD60連薄型ピンク60cm　1本【メール便 送料無料】[rn]
19-170003,http://tshop.r10s.jp/groovy-gbt/cabinet/ledtape/22322.jpg?fitin=700:700,1143.2000,,車用品・バイク用品 > カー用品 > ライト・ランプ > ヘッドライト > LED,ledチューブ　防水シリコン24球（イクラ球）　5本ブルー　イルミネーション【メール便 送料無料】,ledチューブ　防水シリコン24球（イクラ球）　5本ブルー,"<center>
<b><font color=""#0099FF"" >
      シリコンLEDチューブ　LED24球（LEDイクラ球）　ブルー　5本set</font></b><br>
<br>
<table width=""300"" border=""0"" cellpadding=""0"" cellspacing=""0"">

  <tr>
    <td><img src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/ledtape/22322_1.jpg"" width=""300"" ></td>
  </tr>
    <tr>
    <td align=""center""><img src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/img60332212.jpg"" width=""300"" ></td>
  </tr>
</table>

<br>
<table width=""300"" border=""0"" cellpadding=""0"" cellspacing=""0"" bgcolor=""#FFFFFF"">
  <tr>
    <td>&nbsp;</td>
  </tr>
<tr><td align=""left""><font size=""-1"" color=""#333333""><br>
【超高輝度LEDチューブ】　ブルー　LED24球 　5本セット　<br>
<BR>
シリコンチューブで、直線部分にも曲面部分にも貼り付けOK！<br>
<BR>
車・バイクの外装に用途は様々です。<br>
<BR>
内装にも、照明としてご使用いただけます！<br><br></font>

      <table width=""300"" border=""0"" align=""center"">
        <tr><td><font size=""-1"" color=""red"">※当店商品の再入荷情報は、Groovyメールマガジンにてお知らせ致します♪ 登録はこちら</font></td></tr>
      </table>
      
    <br></td>
  </tr>
  <tr>
    <td>&nbsp;</td>
  </tr>
  <tr>
    <td align=""left""><font size=""-1"" color=""#333333""><br>
      ■商品内容：シリコンLEDチューブ　×5本セット<br>
      <br>
    ■12V車専用<BR>
■防水仕様<BR>
■長さ：24cm幅6mm、厚さ11mm<br><BR>
■LED:24球<BR>
■カラー：ブルー<BR>
■配線：約50cm（プラス、マイナス）<br><br>
</font></td>
    </tr>
      
  <tr>
    <td>&nbsp;</td>
  </tr>
  <tr>
    <td align=""left""><font size=""-1"" color=""red""><br>
      ※気温の変化等により、商品が硬化する場合がございますが、ドライヤー等で温めていただきますと柔らかくなります。<BR>
            ※曲面にも取付け可能ですが、折り曲げますと割れ・断線することがございます。<BR>
            ※輸送時に擦れや細かなキズがある場合がございます。ご了承ください。<BR>
            ※商品到着後１週間以内の初期不良のみ、交換いたします。<BR>
            ※１週間以降は、ノークレームでお願いいたします 。 <br>
<br>
    </font></td>
    </tr>

</table>
</center>",ledチューブ　防水シリコン24球（イクラ球）　5本ブルー　イルミネーション【メール便 送料無料】：Groovy,アクア　カスタムヴェルファイア　アルファードプリウスαハイエース200系プリウスプリウス 30 後期ハンモック　自立式汎用 パワーウインドウ キットチェーン　スプレー車 内装 ドレスアップデイライトアクア　ドレスアップヴェルファイア カスタムトヨタ アクア カスタムアクアカスタムNBOXLEDライトledヘッドライトプリウス カスタムt10 LEDledチューブ　防水シリコン24球（イクラ球）　5本ブルー　イルミネーション【メール便 送料無料】,ledチューブ　防水シリコン24球（イクラ球）　5本ブルー。ledチューブ　防水シリコン24球（イクラ球）　5本ブルー　イルミネーション【メール便 送料無料】[rn]
19-170004,http://tshop.r10s.jp/groovy-gbt/cabinet/02132296/03721509/img62672696.jpg?fitin=700:700,1467.2000,,車用品・バイク用品 > カー用品 > ライト・ランプ > ヘッドライト > LED,ledバルブ　G18　高効率7.5W級ハイパワーSMD5連　1個販売高効率7.5W級ハイパワーSMD5連アルミ削り出し一体型【メール便　送料無料】,ledバルブ　G18,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""300"">
  <tr>
    <td>
      <img height=""300"" src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02132296/03721509/img62672165.jpg"" width=""300"" />
    </td>
  </tr>
  <tr>
    <td>
      <img height=""600"" src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02132296/03721509/img62672167.jpg"" width=""300"" />
    </td>
  </tr>
  <tr>
    <td>
      <img height=""600"" src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02132296/03721509/img62671880.jpg"" width=""300"" />
    </td>
  </tr>
  <tr>
    <td>
      <font color=""#000000"" size=""-1"">
        <br />
        バルブの焦点エリアを可能な限りG18純正ハロゲンバルブに近づけることで、
        車輌のリフレクター(反射鏡)を効率良く照射！
        「従来のLEDバルブでは暗くてわかりにくい！」といった不満をお持ちの方にオススメです。
        1.5W級大型平面素子を5面に配し優れた拡散と明るさを実現！
        合計7.5W級で十分すぎるほどの明るさを確保。
        明るさに伴い、バルブ自体が高温になりますので
        アルミヒートシンクを搭載することで放熱性も確保！
        振動の多いバイクのウインカーやテールランプ、
        突き上げが多い車両後端のライセンスランプ等の使用を考慮して、
        アルミ削り出し仕様の強靭な一体型ボディーに設計しております。
      </font>
      <br />
      <font color=""#336600"" size=""-1"">
        <br />
        ※バイクのウインカーにLEDバルブを装着する際に、車両側が球切れと判断して、
        <br />
        ウインカーの点滅スピードが早くなる(ハイフラッシュ現象)が起こるケースや
        <br />
        ウインカー点滅しない、ウインカーが点灯しない、ウインカーが点灯したまま
        <br />
        といった状態になる場合がございますが、 こちらはLEDの特性上、
        <br />
        消費電力が減少する為に起こる現象となります。
        <br />
        その際は、別途販売しております「バイク用ICウインカーリレー」もしくは「ハイフラ防止抵抗器」をご利用ください。
        <br />
        ※温度の高くなる場所ではLEDが破損する恐れがありますので注意してください。
        <br />
        万が一お車に不具合が出た場合の補償は致しかねますので、ご了承下さい。
        <br />
      </font>
      <br />
      <font color=""#0000CC"" size=""-1"">
        類似品にご注意！
        <br />
        この製品は当社の独自設計のもとに製造されております。
        <br />
        類似、模倣品が出回り、ユーザーの皆様への被害を防止するためにも、弊社は、類似品・模倣品の販売を中止していただくよう、鋭意対処する方針ではございますが、類似品には本来の性能、機能を有しないものもございますので、
        <br />
        ご購入の際は十分に、ご注意頂きますようお願い申し上げます。
      </font>
      <br />
    </td>
  </tr>
  <tr>
    <td>
      <font color=""red"" size=""-1"">
        
          <br />
          ※こちらの商品の再入荷のお知らせにつきましては、Groovyメールマガジンにてお知らせ致します♪ こちら
          <br />
          <br />
        
      </font>
    </td>
  </tr>
  <tr>
    <td>
      <font color=""#333333"" size=""-1"">
        <br />
        ■12V専用
        <br />
        ■寸法 幅：&phi;17mm　長さ：約37mm
        <br />
        ■使用LED　1.5W級素子&times;5
        <br />
        ■発光色　オレンジ
        <br />
        ■入り数　1
        <br />
        <br />
      </font>
    </td>
  </tr>
</table>",ledバルブ　G18　高効率7.5W級ハイパワーSMD5連　1個販売高効率7.5W級ハイパワーSMD5連アルミ削り出し一体型【メール便　送料無料】：Groovy,アクア　カスタムヴェルファイア　アルファードプリウスαハイエース200系プリウスプリウス 30 後期ハンモック　自立式汎用 パワーウインドウ キットチェーン　スプレー車 内装 ドレスアップデイライトアクア　ドレスアップヴェルファイア カスタムトヨタ アクア カスタムアクアカスタムNBOXLEDライトledヘッドライトプリウス カスタムt10 LEDledバルブ　G18　高効率7.5W級ハイパワーSMD5連　1個販売高効率7.5W級ハイパワーSMD5連アルミ削り出し一体型【メール便　送料無料】,ledバルブ　G18。ledバルブ　G18　高効率7.5W級ハイパワーSMD5連　1個販売高効率7.5W級ハイパワーSMD5連アルミ削り出し一体型【メール便　送料無料】[rn]
19-170005,http://tshop.r10s.jp/gyouhan-shop/cabinet/carovernight/g0515040000088.jpg?fitin=700:700,2202.4000,,車用品・バイク用品 > カー用品 > ライト・ランプ > ヘッドライト > LED,カーメイトGIGA BW136 LEDライセンスランプ2 Bタイプ シングル 色温度:6500Kクラス  【FJ】,【明るさ 色味にこだわりぬいた光！】,カーメイトGIGA BW136 LEDライセンスランプ2 Bタイプ シングル 色温度:6500Kクラス  【FJ】【納期目安】2～7営業日での出荷※お取り寄せ商品のため、商品手配後のキャンセルはお受けできません。,カーメイトGIGA BW136 LEDライセンスランプ2 Bタイプ シングル 色温度:6500Kクラス  【FJ】：業販ネットショップ楽天市場店,ADK-6150036パンク修理レーダーETCカーメイトキャリアPIAAINNOEXGELエクスジェル腰痛エルゴテックスロッドホルダースライム横浜油脂ADK-51LC04ヴァレンティRBR-T2カーメイトGIGA BW136 LEDライセンスランプ2 Bタイプ シングル 色温度:6500Kクラス  【FJ】,【明るさ 色味にこだわりぬいた光！】。カーメイトGIGA BW136 LEDライセンスランプ2 Bタイプ シングル 色温度:6500Kクラス  【FJ】[rn]
19-170006,http://tshop.r10s.jp/gyouhan-shop/cabinet/light/piaa/g0515100000002.jpg?fitin=700:700,4705.6000,,車用品・バイク用品 > カー用品 > ライト・ランプ > ヘッドライト > LED,PIAA DS537BE【Y】LP530c　高性能LED作業ランプ（12V/24V共用）6000K/約4500cd,【高性能PIAA LEDシリーズ】,"【納期目安】2日～1週間程度
※画像はイメージです。
実際の商品と異なる場合がございますので、商品タイトルの品番でご判断下さい。",PIAA DS537BE【Y】LP530c　高性能LED作業ランプ（12V/24V共用）6000K/約4500cd：業販ネットショップ楽天市場店,ADK-6150036パンク修理レーダーETCカーメイトキャリアPIAAINNOEXGELエクスジェル腰痛エルゴテックスロッドホルダースライム横浜油脂ADK-51LC04ヴァレンティRBR-T2PIAA DS537BE【Y】LP530c　高性能LED作業ランプ（12V/24V共用）6000K/約4500cd,【高性能PIAA LEDシリーズ】。PIAA DS537BE【Y】LP530c　高性能LED作業ランプ（12V/24V共用）6000K/約4500cd[rn]
19-170007,http://tshop.r10s.jp/groovy-gbt/cabinet/02545744/shohinimage2/img60223284.jpg?fitin=700:700,442.4000,,車用品・バイク用品 > カー用品 > ライト・ランプ > ヘッドライト > LED,×ledチューブ　防水シリコン　48球（イクラ球）レッドイルミネーション　ナイトオフ,ledチューブ　防水シリコン　48球（イクラ球）,"<center>
<table　 width=""300"" border=""0"">
<tr>
    <td><p><b>シリコンLEDチューブLED48球（イクラ球）レッド</b><b>イルミネーション</b></p></td>
</tr>


<br>
<table width=""300"" border=""0"" cellpadding=""0"" cellspacing=""0"">

  <tr>
    <td><img src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02545744/shohinimage2/img60223290.jpg"" width=""300"" ></td>
  </tr>

    <tr>
    <td><img src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02545744/shohinimage2/img60223285.jpg"" width=""300"" ></td>
  </tr>
</table>
<table width=""300"" border=""0"" cellpadding=""0"" cellspacing=""0"" bgcolor=""#FFFFFF"">
  <tr>
    <td>&nbsp;</td>
    
  </tr>
  <tr>
    <td><font size=""-1"" color=""#333333""><br>
【超高輝度LEDチューブ】　　LED48球　<br>
シリコンチューブで、直線部分にも曲面部分にも貼り付けOK！<br>
車・バイクの外装に用途は様々です。<br>
内装にも、照明としてご使用いただけます！<br>
      </font>
      <br>
      <table width=""300"" border=""0"" align=""center"">
        <tr>
          <td><font size=""-1"" color=""red"">※こちらの商品の再入荷のお知らせにつきましては、メールマガジンにてお知らせ致します♪ こちら</font></td>
        </tr>
      </table>
      <br></td>
  </tr>
  <tr>
    <td>&nbsp;</td>
  </tr>
  <tr>
    <td>
      <br>
      <table width=""300"" border=""0"" align=""center"">
        <tr>
          <td><p><font size=""-1"" color=""#333333"">12V車専用<br>
●防水仕様<br>
●長さ：48cm幅6mm、厚さ11mm<br><br>
●LED:48球<br>
●カラー：レッド<br>
●本数：1本<br>
●電線：約50cm（プラス、マイナス）<br>
            </font></p></td>
        </tr>
      </table>
      <br></td>
  </tr>
  <tr>
    <td>&nbsp;</td>
  </tr>
  <tr>
    <td>
      <br>
      <table width=""300"" border=""0"" align=""center"">
        <tr>
          <td>
            <font size=""-1"" color=""red""><br>
　気温の変化等により、商品が硬化する場合がございますが、ドライヤー等で<br>
　温めていただきますと柔らかくなります。<br>
　曲面にも取付け可能ですが、折り曲げますと割れ・断線することがございます。<br>
　輸送時に擦れや細かなキズがある場合がございます。ご了承ください。<br>
　商品到着後１週間以内の初期不良のみ、交換いたします。<br>
　１週間以降は、ノークレームでお願いいたします <br></font></td>
        </tr>
      </table>
      <br>
     </td>
  </tr>
</table>
</center>",&times;ledチューブ　防水シリコン　48球（イクラ球）レッドイルミネーション　ナイトオフ：Groovy,アクア　カスタムヴェルファイア　アルファードプリウスαハイエース200系プリウスプリウス 30 後期ハンモック　自立式汎用 パワーウインドウ キットチェーン　スプレー車 内装 ドレスアップデイライトアクア　ドレスアップヴェルファイア カスタムトヨタ アクア カスタムアクアカスタムNBOXLEDライトledヘッドライトプリウス カスタムt10 LED&times;ledチューブ　防水シリコン　48球（イクラ球）レッドイルミネーション　ナイトオフ,ledチューブ　防水シリコン　48球（イクラ球）。&times;ledチューブ　防水シリコン　48球（イクラ球）レッドイルミネーション　ナイトオフ[rn]
19-170008,http://tshop.r10s.jp/groovy-gbt/cabinet/02545744/shohinimage2/img60223263.jpg?fitin=700:700,442.4000,,車用品・バイク用品 > カー用品 > ライト・ランプ > ヘッドライト > LED,×ledチューブ　防水シリコン　48球（イクラ球）オレンジイルミネーション,ledチューブ　防水シリコン　48球（イクラ球）,"<center>
<table　 width=""300"" border=""0"">
<tr>
    <td><p><b>シリコンLEDチューブLED48球（イクラ球）オレンジ</b><b>イルミネーション</b></p></td>
</tr>

<br>
<br>
<table width=""300"" border=""0"" cellpadding=""0"" cellspacing=""0"">

  <tr>
    <td><img src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02545744/shohinimage2/img60223262.jpg"" width=""300"" ></td>
  </tr>

    <tr>
    <td><img src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02545744/shohinimage2/img60223264.jpg"" width=""300"" ></td>
  </tr>
</table>
<table width=""300"" border=""0"" cellpadding=""0"" cellspacing=""0"" bgcolor=""#FFFFFF"">
  <tr>
    <td>&nbsp;</td>
    
  </tr>
  <tr>
    <td><font size=""-1"" color=""#333333""><br>
【超高輝度LEDチューブ】　LED48球　<br>
シリコンチューブで、直線部分にも曲面部分にも貼り付けOK！<br>
車・バイクの外装に用途は様々です。<br>
内装にも、照明としてご使用いただけます！<br>
      </font>
      <br>
      <table width=""300"" border=""0"" align=""center"">
        <tr>
          <td><font size=""-1"" color=""red"">※こちらの商品の再入荷のお知らせにつきましては、メールマガジンにてお知らせ致します♪ こちら</font></td>
        </tr>
      </table>
      <br></td>
  </tr>
  <tr>
    <td>&nbsp;</td>
  </tr>
  <tr>
    <td>
      <br>
      <table width=""300"" border=""0"" align=""center"">
        <tr>
          <td><p><font size=""-1"" color=""#333333"">12V車専用<br>
●防水仕様<br>
●長さ：48cm<br>
●LED:48球<br>
●カラー：オレンジ<br>
●本数：1本<br>
●電線：約50cm（プラス、マイナス）<br>
            </font></p></td>
        </tr>
      </table>
      <br></td>
  </tr>
  <tr>
    <td>&nbsp;</td>
  </tr>
  <tr>
    <td>
      <br>
      <table width=""300"" border=""0"" align=""center"">
        <tr>
          <td>
            <font size=""-1"" color=""red""><br>
　気温の変化等により、商品が硬化する場合がございますが、ドライヤー等で<br>
　温めていただきますと柔らかくなります。<br>
　曲面にも取付け可能ですが、折り曲げますと割れ・断線することがございます。<br>
　輸送時に擦れや細かなキズがある場合がございます。ご了承ください。<br>
　商品到着後１週間以内の初期不良のみ、交換いたします。<br>
　１週間以降は、ノークレームでお願いいたします <br></font></td>
        </tr>
      </table>
      <br>
      </td>
  </tr>
</table>
</center>",&times;ledチューブ　防水シリコン　48球（イクラ球）オレンジイルミネーション：Groovy,アクア　カスタムヴェルファイア　アルファードプリウスαハイエース200系プリウスプリウス 30 後期ハンモック　自立式汎用 パワーウインドウ キットチェーン　スプレー車 内装 ドレスアップデイライトアクア　ドレスアップヴェルファイア カスタムトヨタ アクア カスタムアクアカスタムNBOXLEDライトledヘッドライトプリウス カスタムt10 LED&times;ledチューブ　防水シリコン　48球（イクラ球）オレンジイルミネーション,ledチューブ　防水シリコン　48球（イクラ球）。&times;ledチューブ　防水シリコン　48球（イクラ球）オレンジイルミネーション[rn]
19-170009,http://tshop.r10s.jp/groovy-gbt/cabinet/02132296/8/imgrc0064279858.jpg?fitin=700:700,4000.0000,,車用品・バイク用品 > カー用品 > ライト・ランプ > ヘッドライト > LED,200系クラウン T10ポジション LEDライト チューブ【メール便　送料無料】,T10ポジション LEDライトチューブ 200系クラウン 専用,"<p>
<font>
      T10ポジションLEDライトチューブ 200系クラウン専用
    </font>

</p>
<table width=""350"" border=""0"" cellpadding=""0"" cellspacing=""0"">
  <tr>
    <td>
      <img src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02132296/8/imgrc0064279858.jpg"" width=""350"" /></td>
  </tr>
  <tr>
    <td>
      <img src=""http://image.rakuten.co.jp/groovy-gbt/cabinet/02132296/8/imgrc0064279857.jpg"" width=""350"" /></td>
  </tr>
  <tr>
    <td align=""left"">
      <font color=""#333333"" size=""-1"">
        <br />
        200系クラウン専用 T10ポジションLEDライトチューブです。
        コンセプトカー風のオシャレなライトメイクが
        なんと！ヘッドライト殻割り一切ナシで実現します！
        こちらは白基盤のLEDライトチューブが T10ソケットと一体型になっていますので、
        装着はバルブ交換と同じ要領でセットするだけでＯＫ！
        純正球や通常のLEDバルブでは配光されない上部まで
        １本のラインにつなげて魅せることができます♪
        カラーはホワイト/ブルー/オレンジの3色展開です。
        <br />
      </font>
    </td>
  </tr>
  <tr>
    <td>
      <font color=""red"" size=""-1"">
        ※こちらの商品の再入荷のお知らせにつきましては、Groovyメールマガジンにてお知らせ致します♪ こちら
      </font>
    </td>
  </tr>
  <br />
  <tr>
    <td align=""left"">
      <font color=""#333333"" size=""-1"">
        <br />
        ■200系クラウン専用 T10ポジションLEDライトチューブ
        <br />
        ■適合：200系クラウン アスリート/ロイヤル
        <br />
        [前期/後期] (H20/2～H24/12)
        　※クラウンHYBRID/マジェスタは適合不可
        <br />
        ■入り数：2本セット
        <br />
        ■カラー：ホワイト/ブルー/オレンジ
        <br />
        ■搭載LED：3chipSMD
        <br />
        ■LED数:15個/1本
        <br />
        ■サイズ：長さ25cm×幅12.4mm×厚み4.3mm(LED点灯部）
        <br />
</font>
    </td>
  </tr>
  <tr>
    <td align=""left"">
      <font color=""red"" size=""-1"">
        <br />
        ※予告なく仕様・外観が変更になる場合があります。
        <br />
        ※グレードや仕様によりヘッドライト形状が異なる場合がございますので
        <br />
        　お申し込み前にお車をよくご確認ください。
        <br />
        ※弊社は取り付けに関してのサポートはしておりませんのでご了承ください。
        <br />
        ご自身でお取り付けのご不安な方は近くの専門店へご相談下さい。
        <br />
        ※取付作業はお客様ご自身の責任にて行ってください。
        　
        <br />
        取付作業などで発生した事故、損害について弊社はその一切の責任を負いかねます。
        <br />
        ※LEDは球切れ交換不可となります。
        <br />
      </font>
    </td>
  </tr>
</table>",200系クラウン T10ポジション LEDライト チューブ【メール便　送料無料】：Groovy,アクア　カスタムヴェルファイア　アルファードプリウスαハイエース200系プリウスプリウス 30 後期ハンモック　自立式汎用 パワーウインドウ キットチェーン　スプレー車 内装 ドレスアップデイライトアクア　ドレスアップヴェルファイア カスタムトヨタ アクア カスタムアクアカスタムNBOXLEDライトledヘッドライトプリウス カスタムt10 LED200系クラウン T10ポジション LEDライト チューブ【メール便　送料無料】,T10ポジション LEDライトチューブ 200系クラウン 専用。200系クラウン T10ポジション LEDライト チューブ【メール便　送料無料】[rn]
