19-173901,http://tshop.r10s.jp/akibamac/cabinet/05046712/4549576027692.jpg?fitin=700:700,116640.0000,,スマートフォン・タブレット > タブレットPC本体,【送料無料】【中古】Microsoft Surface Pro4 (Core i7/512GB/16GB TH4-00014)【Windows10】 [中古タブレットPC本体 Surface],,"●
Surfaceのオプション・関連商品はこちらをご覧下さい<br>【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】液晶画面枠に沿って輝度ムラ有り、本体右上角に削れ有り。<br><br>【商品グレード】∥★★★∥中古品∥●極めて高いコントラストを実現した12.3インチPixelSenseディスプレイにより、驚きの高画質を実現●5メガピクセルフロントカメラによるHDビデオ会議や、8メガピクセルオートフォーカス付きリアカメラによる高画質の写真撮影が可能●付属品に一部欠品が有りますが、通常使用にはほぼ問題有りません<BR><BR>CPU：Core i7 6650U(2.2GHz)/メモリー：16GB/SSD：512GB/光学ドライブ：ドライブ別売/12.3インチPixelSense液晶(2736x1824)/グラフィック：Intel Iris Graphics 540（CPU内蔵）/無線LAN(IEEE802.11a/b/g/n/ac)/Bluetooth4.0/Windows 10 Pro(64ビット) 再セットアップ済み/Office Home and Business Premium欠品/重量約786g（カタログ値）/2016年1月頃発売<br>【欠品】[Office Home & Business Premium]欠品。<br><br>【付属品】[Surface Pro4のセットアップ、ACアダプター、Surfaceペン、ACケーブル]が付属。",【送料無料】【中古】Microsoft Surface Pro4 (Core i7/512GB/16GB TH4-00014)【Windows10】 [中古タブレットPC本体 Surface]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】Microsoft Surface Pro4 (Core i7/512GB/16GB TH4-00014)【Windows10】 [中古タブレットPC本体 Surface],【送料無料】【中古】Microsoft Surface Pro4 (Core i7/512GB/16GB TH4-00014)【Windows10】 [中古タブレットPC本体 Surface][rn]
19-173902,http://tshop.r10s.jp/akibamac/cabinet/05168389/4549576003436.jpg?fitin=700:700,50768.0000,,スマートフォン・タブレット > タブレットPC本体,【送料無料】【中古】Microsoft Surface Pro3 (Core i5/128GB MQ2-00017)【Windows8.1】※動作不良箇所有り※ [中古タブレットPC本体 Surface],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】※動作不良箇所有り：BIOSパスワードロック有り(解除不可)、USB端子反応不可。本体外装にキズ有り。<br><br>【商品グレード】∥★★∥中古品∥※動作不良箇所有り●指での操作時はタッチスクリーン、専用電子ペンを近づけるとタッチスクリーン機能がオフになり、手のひらをつけての文字入力や描画が可能になるタブレット機能搭載●この軽さなら毎日持ち歩き、バッグから取り出して、すぐに使えます。●スピーディな処理速度と低消費電力を両立させる超低電圧版CPU「Core i5 4300U」搭載<BR><BR>CPU：Core i5 4300U(1.9GHz)/メモリー：4GB/SSD：128GB/光学ドライブ：ドライブ別売/12インチタッチパネル機能付液晶(2160x1440)/グラフィック：Intel HD Graphics 4400（CPU内蔵）/無線LAN(IEEE802.11a/b/g/n/ac)/Bluetooth4.0/Windows 8.1 Pro(64ビット) 再セットアップ済み/Office Home and Business Premium欠品/重量約800g（カタログ値）/2014年10月頃発売<br>【付属品】[ACアダプタ、ACケーブル]が付属。<br><br>【欠品】[クイックスタートガイド、Office Home and Business Premium、スタイラスペン]欠品。<br><br>【備考】Microsoft 電源コード無償交換プログラム対象商品です。,【送料無料】【中古】Microsoft Surface Pro3 (Core i5/128GB MQ2-00017)【Windows8.1】※動作不良箇所有り※ [中古タブレットPC本体 Surface]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】Microsoft Surface Pro3 (Core i5/128GB MQ2-00017)【Windows8.1】※動作不良箇所有り※ [中古タブレットPC本体 Surface],【送料無料】【中古】Microsoft Surface Pro3 (Core i5/128GB MQ2-00017)【Windows8.1】※動作不良箇所有り※ [中古タブレットPC本体 Surface][rn]
19-173903,http://tshop.r10s.jp/akibamac/cabinet/05316687/4988648963856.jpg?fitin=700:700,56088.0000,,スマートフォン・タブレット > タブレットPC本体,【送料無料】【中古】Microsoft Surface Pro3 (サーフェス Pro3) Core i5/256GB PS2-00015【Windows8.1】【Office付】 [中古タブレットPC本体 Surface],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】Microsoft 電源コード無償交換プログラム対象商品です。タッチペンのペン先認識しない(ボタン操作正常)、液晶画面枠に沿って輝度ムラ有り。<br><br>【商品グレード】∥★★★∥中古品∥●オンリーワン。それが新しいSurface Pro3。衝撃的な滑らかなマグネシウムフレームの12インチディスプレイ(Full HD+)を搭載したSurface Pro3は、ノート PC のパワーとパフォーマンスを兼ね備えた軽量、汎用性の高い1台。まさに究極のデバイスです●付属品は全て揃っています<BR><BR>CPU：Core i5 4300U(1.9GHz)/メモリー：8GB/SSD：256GB/光学ドライブ：ドライブ別売/12インチTFT液晶(2160x1440)/グラフィック：Intel HD Graphics 4400（CPU内蔵）/無線LAN(IEEE802.11a/b/g/n/ac)/Bluetooth4.0/Windows 8.1 Pro(64ビット) 再セットアップ済み/Office Home and Business 2013モデル/重量約800g（カタログ値）/2014年7月頃発売<br><br>【付属品】[クイック スタート ガイド、Office Home and Business 2013、36 W 電源アダプター、Surface ペン、電源コード]が付属。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】Microsoft Surface Pro3 (サーフェス Pro3) Core i5/256GB PS2-00015【Windows8.1】【Office付】 [中古タブレットPC本体 Surface]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】Microsoft Surface Pro3 (サーフェス Pro3) Core i5/256GB PS2-00015【Windows8.1】【Office付】 [中古タブレットPC本体 Surface],【送料無料】【中古】Microsoft Surface Pro3 (サーフェス Pro3) Core i5/256GB PS2-00015【Windows8.1】【Office付】 [中古タブレットPC本体 Surface][rn]
19-173904,http://tshop.r10s.jp/akibamac/cabinet/05422385/4549576027418.jpg?fitin=700:700,38240.0000,,スマートフォン・タブレット > タブレットPC本体,【送料無料】【中古】Microsoft Surface3 64GB 4GLTE (MSSAA3)【Windows10】【Office付】 [中古タブレットPC本体 Surface] ◇4/8新入荷◇,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】IMEI「‐」判定、液晶画面の端に輝度ムラ有り、中古品のため、Office365のサービスは使用できません。本体外装にキズ有り。<br><br>【商品グレード】∥★★★∥中古品∥●一般的なモバイルノートの半分程度の重量で抜群の軽さがウリです●無線LAN内蔵なので、家中どこでもインターネットが出来たり、1台のプリンタを共有して簡単にワイヤレスプリントが可能です。(ルーターなどが必要です)●付属品は全て揃っていますので、中古は何となく不安という方でも安心してお使い頂くことが出来ます<BR><BR>CPU：Atom x7-Z8700(1.6GHz)/メモリー：2GB/SSD：64GB/光学ドライブ：ドライブ別売/10.8インチワイドIPS液晶(1920x1280)/グラフィック：Intel HD Graphics(CPU内蔵)/無線LAN(IEEE802.11a/b/g/n/ac)/無線WAN(LTE SIMフリー)搭載/Bluetooth4.0/Windows 10 Home(64ビット) 再セットアップ済み/Office Home and Business Premiumモデル/重量約641g（カタログ値）/2015年発売<br><br>【付属品】[セットアップガイド、Office Home & Business Premium プロダクトキー、USB電源アダプター、SIMトレイ取り出しピン、SIMトレイ、MicroUSBケーブル]が付属。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】Microsoft Surface3 64GB 4GLTE (MSSAA3)【Windows10】【Office付】 [中古タブレットPC本体 Surface] ◇4/8新入荷◇：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】Microsoft Surface3 64GB 4GLTE (MSSAA3)【Windows10】【Office付】 [中古タブレットPC本体 Surface] ◇4/8新入荷◇,【送料無料】【中古】Microsoft Surface3 64GB 4GLTE (MSSAA3)【Windows10】【Office付】 [中古タブレットPC本体 Surface] ◇4/8新入荷◇[rn]
19-173905,http://tshop.r10s.jp/akibamac/cabinet/05422385/4988648918108.jpg?fitin=700:700,29440.0000,,スマートフォン・タブレット > タブレットPC本体,【送料無料】【中古】Microsoft Surface Pro (サーフェス Pro) 128GB 5NV-00001【Windows8】【Office付】 ※動作不良箇所有り [中古タブレットPC本体 Surface],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】Microsoft 電源コード無償交換プログラム対象商品です。デジタイザーペンによる操作不可(本体不良)、液晶画面枠に沿って輝度ムラ有り。本体外装にキズ有り。<br><br>【商品グレード】∥★★∥中古品∥※動作不良箇所有り※●1kgを切る軽さを実現。バッグに入れて軽快に持ち出せます。●スピーディな処理速度と低消費電力を両立させる超低電圧版CPU「Core i5 3317U」搭載●ご家庭での基本的な作業に加え、プレゼンテーションなど仕事でも使用する方に最適なOffice Home and Business 2013が付属<BR><BR>CPU：Core i5 3317U(1.7GHz)/メモリー：4GB/SSD：128GB/光学ドライブ：ドライブ別売/10.6インチワイドTFT液晶(1920x1080/フルHD)/グラフィック：Intel HD Graphics 4000（CPU内蔵）/無線LAN(IEEE802.11a/b/g/n)/Bluetooth4.0/Windows 8 Pro(64ビット) 再セットアップ済み/Office Home and Business 2013モデル/重量約907g（カタログ値）/2013年6月頃発売<br><br>【付属品】[Surface用の取扱説明書、Office Home & Business 2013_シリアルカード(ライセンスキー)、ACアダプター、デジタイザーペン、ACケーブル]が付属。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】Microsoft Surface Pro (サーフェス Pro) 128GB 5NV-00001【Windows8】【Office付】 ※動作不良箇所有り [中古タブレットPC本体 Surface]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】Microsoft Surface Pro (サーフェス Pro) 128GB 5NV-00001【Windows8】【Office付】 ※動作不良箇所有り [中古タブレットPC本体 Surface],【送料無料】【中古】Microsoft Surface Pro (サーフェス Pro) 128GB 5NV-00001【Windows8】【Office付】 ※動作不良箇所有り [中古タブレットPC本体 Surface][rn]
19-173906,http://tshop.r10s.jp/akibamac/cabinet/05422385/4988648926424.jpg?fitin=700:700,23040.0000,,スマートフォン・タブレット > タブレットPC本体,【送料無料】【中古】Microsoft Surface Pro2 (サーフェス Pro2) 128GB (6NX-00001)【Windows8.1】 ※動作不良箇所有り [中古タブレットPC本体 Surface],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】Microsoft 電源コード無償交換プログラム対象商品です。一部ドライバ未インストール(機能制限有り)、動作やや遅い、液晶画面右部に色ムラ有り。本体外装にキズ・塗装剥げ有り。<br><br>【商品グレード】∥★★∥中古品∥※動作不良箇所有り※●1kgを切る軽さを実現。バッグに入れて軽快に持ち出せます。●スピーディな処理速度と低消費電力を両立させる超低電圧版CPU「Core i5 4200U」搭載●無線LAN内蔵なので、家中どこでもインターネットが出来たり、1台のプリンタを共有して簡単にワイヤレスプリントが可能です。(ルーターなどが必要です)<BR><BR>CPU：Core i5 4200U(1.6GHz)/メモリー：4GB/SSD：128GB/光学ドライブ：ドライブ別売/10.6インチワイドTFT液晶(1920x1080/フルHD)/グラフィック：Intel HD Graphics 4400（CPU内蔵）/無線LAN(IEEE802.11a/b/g/n)/Bluetooth4.0/Windows 8.1 Pro(64ビット) 再セットアップ済み/Office Home and Business 2013欠品/重量約907g（カタログ値）/2013年10月頃発売<br><br>【付属品】[ACアダプタ、ACケーブル]が付属。<br><br>【欠品】[セットアップガイド、Office Home and Business 2013 プロダクトキーシート、Proペン]欠品。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】Microsoft Surface Pro2 (サーフェス Pro2) 128GB (6NX-00001)【Windows8.1】 ※動作不良箇所有り [中古タブレットPC本体 Surface]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】Microsoft Surface Pro2 (サーフェス Pro2) 128GB (6NX-00001)【Windows8.1】 ※動作不良箇所有り [中古タブレットPC本体 Surface],【送料無料】【中古】Microsoft Surface Pro2 (サーフェス Pro2) 128GB (6NX-00001)【Windows8.1】 ※動作不良箇所有り [中古タブレットPC本体 Surface][rn]
19-173907,http://tshop.r10s.jp/akibamac/cabinet/05422385/4988648920477.jpg?fitin=700:700,14240.0000,,スマートフォン・タブレット > タブレットPC本体,【送料無料】【中古】Microsoft Surface RT (サーフェス RT) 64GB (7ZR-00017) [中古タブレットPC本体 Surface] ◇4/10新入荷◇,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】<br><br>【商品グレード】∥★★★★∥中古品∥【キャリア】Wi-Fi【シリーズ名】Surface【カラー】ブラック【SIM】SIMカード無し<BR><BR>【性能】クアッドコアCPU/NVIDIA Tegra 3/メモリ:2GB/ストレージ:64GB内蔵/microSDXC対応/Windows RT 8.1/10.6インチ液晶(1366x768/マルチタッチ対応)/92万画素カメラ/Bluetooth4.0/クアッドコアTegra3搭載/GPS無し/WiFi/Office 2013 RT 搭載/強化ガラス採用【SIM】SIMカード無し【高速通信】無し(WiFiのみ)対応【その他】●ボディは精密な設計のVaporMg(マグネシウム合金製)。頑丈でありながら美しく、約675gと軽量●HD720p LifeCamカメラを前後両方に採用●一体型キックスタンドを搭載し、幅広い使用シーンに対応します/2013年3月頃発売<br><br>【欠品】[取扱説明書]欠品。<br><br>【付属品】[電源アダプター]が付属。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】Microsoft Surface RT (サーフェス RT) 64GB (7ZR-00017) [中古タブレットPC本体 Surface] ◇4/10新入荷◇：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】Microsoft Surface RT (サーフェス RT) 64GB (7ZR-00017) [中古タブレットPC本体 Surface] ◇4/10新入荷◇,【送料無料】【中古】Microsoft Surface RT (サーフェス RT) 64GB (7ZR-00017) [中古タブレットPC本体 Surface] ◇4/10新入荷◇[rn]
19-173908,http://tshop.r10s.jp/akibamac/cabinet/05422385/4988648926431.jpg?fitin=700:700,43840.0000,,スマートフォン・タブレット > タブレットPC本体,【送料無料】【中古】Microsoft Surface Pro2 (サーフェス Pro2) 256GB (7NX-00001)【Windows8.1】【Office付】 [中古タブレットPC本体 Surface] ◇4/15新入荷◇,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】Microsoft 電源コード無償交換プログラム対象商品です。液晶画面の左右の端に輝度ムラ有り。本体外装にキズ・塗装剥げ有り、ACアダプタにキズ有り。<br><br>【商品グレード】∥★★★∥中古品∥どこにでも持ち歩ける薄さと軽さ2段階の角度調整が可能となった一体型キックスタンドによりデスクでもひざの上でも快適に使えます●正確な描画を可能にする筆圧対応のペンが付属。会議や事業中に手書きメモをとったり絵を描いたりと自由に行えます●付属品に一部欠品が有りますが、通常使用にはほぼ問題有りません<BR><BR>CPU：Core i5 4200U(1.6GHz)/メモリー：8GB/SSD：256GB/光学ドライブ：ドライブ別売/10.6インチワイドTFT液晶(1920x1080/フルHD)/グラフィック：Intel HD Graphics 4400（CPU内蔵）/無線LAN(IEEE802.11a/b/g/n)/Bluetooth4.0/Windows 8.1 Pro(64ビット) 再セットアップ済み/Office Home and Business 2013モデル/重量約907g（カタログ値）/2013年10月頃発売<br><br>【欠品】[セットアップガイド]欠品。<br><br>【付属品】[Office Home and Business 2013 プロダクトキーシート、ACアダプタ、タブレットペン、ACケーブル]が付属。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】Microsoft Surface Pro2 (サーフェス Pro2) 256GB (7NX-00001)【Windows8.1】【Office付】 [中古タブレットPC本体 Surface] ◇4/15新入荷◇：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】Microsoft Surface Pro2 (サーフェス Pro2) 256GB (7NX-00001)【Windows8.1】【Office付】 [中古タブレットPC本体 Surface] ◇4/15新入荷◇,【送料無料】【中古】Microsoft Surface Pro2 (サーフェス Pro2) 256GB (7NX-00001)【Windows8.1】【Office付】 [中古タブレットPC本体 Surface] ◇4/15新入荷◇[rn]
19-173909,http://tshop.r10s.jp/akibamac/cabinet/05422385/4988648922952.jpg?fitin=700:700,15040.0000,,スマートフォン・タブレット > タブレットPC本体,【送料無料】【中古】Microsoft Surface2(サーフェス 2) 64GB (P4W-00012) ※動作不良箇所有り [中古タブレットPC本体 Surface] ◇4/15新入荷◇,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】バッテリー充電不可、外装・液晶面にキズ有り。<br><br>【商品グレード】∥★★∥中古品∥※動作不良箇所有り※【キャリア】Wi-Fi【シリーズ名】Surface2【カラー】シルバー【SIM】SIMカード無し<BR><BR>【性能】クアッドコアCPU/NVIDIA Tegra 4 (1.7GHz)/メモリ:2GB/ストレージ:64GB内蔵/microSDXC対応/Windows RT 8.1/10.6インチ液晶(1920x1080/マルチタッチ対応)/500万画素カメラ/Bluetooth4.0/軽量&スリムデザイン/GPS無し/WiFi/Office 2013 RT 搭載/高精細フルHDディスプレイを採用【SIM】SIMカード無し【高速通信】無し(WiFiのみ)対応【その他】●薄く、速く、軽い。Office 2013 RT が搭載されているので、より多くのことができます●2 段階式キックスタンドでもっと快適に●1920×1080 フルHDの高解像度ワイドスクリーン搭載/2013年10月頃発売<br><br>【欠品】[取扱説明書]欠品。<br><br>【付属品】[電源アダプター]が付属。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】Microsoft Surface2(サーフェス 2) 64GB (P4W-00012) ※動作不良箇所有り [中古タブレットPC本体 Surface] ◇4/15新入荷◇：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】Microsoft Surface2(サーフェス 2) 64GB (P4W-00012) ※動作不良箇所有り [中古タブレットPC本体 Surface] ◇4/15新入荷◇,【送料無料】【中古】Microsoft Surface2(サーフェス 2) 64GB (P4W-00012) ※動作不良箇所有り [中古タブレットPC本体 Surface] ◇4/15新入荷◇[rn]
