10-81501,http://tshop.r10s.jp/jitensya-ousama/cabinet/ritewa/c-ritewa-sprt025.jpg?fitin=700:700,56607.2000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,RITEWAY SHEPHERD IRON D シェファードアイアンD フライデイナイトブルー 2017年 / ライトウェイ ロードバイク スポーツバイク【送料無料】,【組立発送】,"風の匂いを感じて、<br>
普段味わえない大切なものを探しに。<br>
スチールフレームのシンプルなシルエットが魅力のロードバイク。<br>
あなたの気分で、普段は感じられない風を探しに。<br>
<br>
■タイヤサイズ：700x25C<br>
■フレームサイズ：380mm/510mm/540mm<br>
■適正身長<br>
・380mm/145～165cm<br>
・510mm/165～180cm<br>
・540mm/170～185cm<br>
■シフト段数：外装14段変速(フロント2xリア7)<br>
■重 量：12.0kg<br>

<br>
・ドロップハンドル初心者でもブレーキ操作が簡単なサブレバー<br>
・シンプルなシルエットが美しく、耐久性も高いフレーム素材<br>
・快適にオンロードを走るための28Cタイヤ<br>
・クラシックスタイルのブラウンパーツ<br><br><img src=""http://image.rakuten.co.jp/jitensya-ousama/cabinet/design/smp_tyuui.jpg"" border=""0"" width=""100%""><br><br>
<br><br><img src=""http://image.rakuten.co.jp/jitensya-ousama/cabinet/free/2017spring_main_01.jpg"" width=""100%"" border=""0""><br>",RITEWAY SHEPHERD IRON D シェファードアイアンD フライデイナイトブルー 2017年 / ライトウェイ ロードバイク スポーツバイク【送料無料】：ダイワサイクル オンラインストア,自転車通販サイクルパーツ一輪車スポーツバイクヘルメットロードバイククロスバイクマウンテンバイク子供用自転車電動自転車折りたたみ自転車セール激安だいわ自転車ダイワサイクル株式会社大和ブリヂストン小藪千豊アウトレットRITEWAY SHEPHERD IRON D シェファードアイアンD フライデイナイトブルー 2017年 / ライトウェイ ロードバイク スポーツバイク【送料無料】,【組立発送】。RITEWAY SHEPHERD IRON D シェファードアイアンD フライデイナイトブルー 2017年 / ライトウェイ ロードバイク スポーツバイク【送料無料】[rn]
10-81502,http://tshop.r10s.jp/cyclemall/cabinet/old_item6/100000031962.jpg?fitin=700:700,63984.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,[在庫一掃SALE][フジ]2016 SPORTIF 2.3 （スポルティフ） あさひ限定 ロードバイク [CBA-1],お店で受取りで送料無料、3年間の総合補償もご加入できます。,"<b>◇スタッフのおすすめポイント</b><hr><b>※セール商品について</b><br>メーカー長期在庫の特価品につき、メーカー判断において正常品とする範囲で商品に小傷が存在する場合がございます。予めご了承の上、ご検討くださいませ。<br><br>日常をスポーツに変える、初めての一台にピッタリのエントリーロードバイクにあさひ限定モデルが登場。 通常のスポルティフよりレーシングブランドとしての個性を強く打ち出すべく、仕様変更を行いました。 レーシングカラーへ変更しつつ、入門用ロードとしてお求めやすいようメインコンポをソラからクラリスへ変更し価格を抑えました。一方でフロントフォークはカーボンフォークを採用し、レーサーとしての性能を持ち合わせています。　[CBA-01-04][CBA-03-07]<br><br><b>◇スペック</b><hr>重量：9.8kg<br>変速：16段変速(2×8速)<br>ペダル：フラットペダル(トゥークリップ、トゥーストラップ付属)<br><br><table><tr bgcolor=""#dddddd""><td width=""25%"">サイズ</td><td>49cm（160cm-）、52cm（170cm-）</td></tr><tr><td>フレーム</td><td>アルミ</td></tr><tr bgcolor=""#dddddd""><td>フォーク</td><td>carbon</td></tr><tr><td>クランクセット</td><td>FSA Tempo, 50/34T</td></tr><tr bgcolor=""#dddddd""><td>ボトムブラケット</td><td>FSA</td></tr><tr><td>ペダル</td><td>アルミ</td></tr><tr bgcolor=""#dddddd""><td>Fディレイラ―</td><td>Shimano FD-2400</td></tr><tr><td>Rディレイラ―</td><td>Shimano FD-2400</td></tr><tr bgcolor=""#dddddd""><td>変速機</td><td>2x8 16s</td></tr><tr><td>スプロケット</td><td>8-speed</td></tr><tr bgcolor=""#dddddd""><td>チェーン</td><td>KMC z8</td></tr><tr><td>タイヤ</td><td>700 x 25</td></tr><tr bgcolor=""#dddddd""><td>ブレーキ</td><td>Alloy dual pivot, 47mm-57mm reach</td></tr><tr><td>ブレーキレバー</td><td>Shimano Claris, STI</td></tr><tr bgcolor=""#dddddd""><td>ハンドルバー</td><td>alloy, 31.8mm 400mm</td></tr><tr><td>ステム</td><td>alloy, 31.8mm 80mm</td></tr><tr bgcolor=""#dddddd""><td>サドル</td><td>Oval Concepts R300 w/ steel rails</td></tr><tr><td>シートポスト</td><td>alloy, 27.2mm</td></tr></table><br><br>",[在庫一掃SALE][フジ]2016 SPORTIF 2.3 （スポルティフ） あさひ限定 ロードバイク [CBA-1]：サイクルベースあさひ楽天市場店,自転車ロードバイククロスバイク電動自転車電動アシスト車折り畳み自転車折りたたみ自転車あさひサイクルベースあさひシティサイクルファミリーサイクルミニベロスポーツ自転車ロードレーサーママチャリマウンテンバイク一輪車三輪車輪行袋じてんしゃ[在庫一掃SALE][フジ]2016 SPORTIF 2.3 （スポルティフ） あさひ限定 ロードバイク [CBA-1],お店で受取りで送料無料、3年間の総合補償もご加入できます。。[在庫一掃SALE][フジ]2016 SPORTIF 2.3 （スポルティフ） あさひ限定 ロードバイク [CBA-1][rn]
10-81503,http://tshop.r10s.jp/cyclemall/cabinet/old_item6/100000032234.jpg?fitin=700:700,93584.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,[在庫一掃SALE][ビアンキ]2016 VIANIRONE7 PRO Sora（ビアニローネ7プロ） ロードバイク[CBA-1],お店で受取りで送料無料、3年間の総合補償もご加入できます。,"<b>◇スタッフのおすすめポイント</b><hr><b>※セール商品について</b><br>メーカー長期在庫の特価品につき、メーカー判断において正常品とする範囲で商品に小傷が存在する場合がございます。予めご了承の上、ご検討くださいませ。<br><br>Via Nirone 7は創業の地ニローネ通りの7番地に由来し、数あるロードラインナップの中でもロングセラーを誇ります。<br>アップライトな乗車姿勢と振動吸収性に優れたカーボンフォークの採用により、初心者でも扱いやすい安定感のあるロードバイクに仕上がっています。<br>これからロードバイクを始める方にお勧めの一台です。<br><br><b>◇スペック</b><hr>重量：9.5 (size 55)<br>変速：2x9s　18段変速<br>ペダル：フラット（VP-189A）<br><br><table><tr bgcolor=""#dddddd""><td width=""25%"">サイズ</td><td>44(150cm-159cm)<br>46(155cm-165cm)<br>50(159cm-174cm)<br>53(166cm-176cm)<br>55(174cm-182cm)<br>57(176cm-183cm)</td></tr><tr><td>フレーム</td><td>アルミ</td></tr><tr bgcolor=""#dddddd""><td>フォーク</td><td>カーボン（コラム＝アルミ）</td></tr><tr><td>ヘッドセット</td><td>FSA NO.8/ZS-4D</td></tr><tr bgcolor=""#dddddd""><td>シフター</td><td>シマノ SORA</td></tr><tr><td>フロントディレイラー</td><td>シマノ SORA, 34.9mm</td></tr><tr bgcolor=""#dddddd""><td>リアディレイラー</td><td>シマノ SORA</td></tr><tr><td>ブレーキ</td><td>シマノ SORA</td></tr><tr bgcolor=""#dddddd""><td>ブレーキレバー</td><td>シマノ SORA</td></tr><tr><td>クランク</td><td>シマノ SORA 50/34T</td></tr><tr bgcolor=""#dddddd""><td>スプロケット</td><td>シマノ SORA 9sp, 12/27T</td></tr><tr><td>チェーン</td><td>KMC X9</td></tr><tr bgcolor=""#dddddd""><td>タイヤ</td><td>Vittoria ZAFFIRO 700Cx25C</td></tr><tr><td>サドル</td><td>fi'zi:k ARDEA</td></tr><tr bgcolor=""#dddddd""><td>シートポスト</td><td>Kalloy SP-620, 31.6X350mm</td></tr><tr><td>ステム</td><td>Kalloy</td></tr><tr bgcolor=""#dddddd""><td>ハンドル</td><td>JD-RA38A 31.8mm</td></tr><tr><td>グリップ</td><td>VLT-001</td></tr></table><br><br>",[在庫一掃SALE][ビアンキ]2016 VIANIRONE7 PRO Sora（ビアニローネ7プロ） ロードバイク[CBA-1]：サイクルベースあさひ楽天市場店,自転車ロードバイククロスバイク電動自転車電動アシスト車折り畳み自転車折りたたみ自転車あさひサイクルベースあさひシティサイクルファミリーサイクルミニベロスポーツ自転車ロードレーサーママチャリマウンテンバイク一輪車三輪車輪行袋じてんしゃ[在庫一掃SALE][ビアンキ]2016 VIANIRONE7 PRO Sora（ビアニローネ7プロ） ロードバイク[CBA-1],お店で受取りで送料無料、3年間の総合補償もご加入できます。。[在庫一掃SALE][ビアンキ]2016 VIANIRONE7 PRO Sora（ビアニローネ7プロ） ロードバイク[CBA-1][rn]
10-81504,http://tshop.r10s.jp/cyclemall/cabinet/old_item5/100000030247.jpg?fitin=700:700,68784.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,[ルイガノ]2016 LGS-ASR あさひ限定 ロードバイク[CBA-1],お店で受取りで送料無料、3年間の総合補償もご加入できます。,"<b>◇スタッフのおすすめポイント</b><hr>ルイガノ人気車種のLGS-CENをベースとした、あさひ限定ロードレーサー。<br> 流行のロードレーサーにトライしてみたい方、1台で通勤通学・街乗り・週末のサイクリングまで、満足できるモデルをお探しの方へおすすめです。<br><br>あさひ限定として可能な限りお求めやすい価格を実現すべく企画した意欲作です。同時にロードレーサーとしての基本性能にもこだわり、フロントフォークにはカーボンフォークを、コンポーネントにはクラリスを採用し、エントリー層の方にも自信を持っておすすめできる一台です。<br><br>女性や小柄な方にもうれしい、150cmから乗車可能な420mmサイズを展開<br>420mmはステム長やクランク長にもこだわったパーツ選定となっています。<br><br><b>◇スペック</b><hr>重量：10.7kg（460mm)<br>変速：16s<br>ペダル：フラット <br><br><table><tr bgcolor=""#dddddd""><td width=""25%"">サイズ</td><td>420mm（150-165cm）、460mm（160-175cm）、500mm（170-185cm）</td></tr><tr><td>フレーム</td><td>6061アルミDB</td></tr><tr bgcolor=""#dddddd""><td>フォーク</td><td>12Kカーボン</td></tr><tr><td>ハンドルバー</td><td>アロイ ドロップ(380/420mm、400/460、500mm)</td></tr><tr bgcolor=""#dddddd""><td>ステム</td><td>ALLOY A-HEAD ANGLE 7 DEGREE(80/420mm,90/460mm,100/500mm, 110/540mm)</td></tr><tr><td>クランク</td><td>シマノ CLARIS 50/34T(165/420mm、170/460、500mm)</td></tr><tr bgcolor=""#dddddd""><td>ボトムブラケット</td><td>シマノ CLARIS</td></tr><tr><td>ペダル</td><td>スチール</td></tr><tr bgcolor=""#dddddd""><td>フロントディレイラー</td><td>シマノ CLARIS</td></tr><tr><td>リアディレイラー</td><td>シマノ CLARIS</td></tr><tr bgcolor=""#dddddd""><td>シフトレバー</td><td>シマノ CLARIS</td></tr><tr><td>ブレーキ</td><td>アロイ TEKTRO キャリパー</td></tr><tr bgcolor=""#dddddd""><td>ブレーキレバー</td><td>シマノ CLARIS</td></tr><tr><td>スプロケット</td><td>シマノ　CS-HG200　11-32T 8s</td></tr><tr bgcolor=""#dddddd""><td>チェーン</td><td>シマノ　CN-HG40</td></tr><tr><td>サドル</td><td>ルイガノ RACING</td></tr><tr bgcolor=""#dddddd""><td>シートポスト</td><td>ALLOY 27.2mm (300mm)</td></tr><tr><td>ハブ</td><td>アロイ QR ハブ F/32H、R/32H</td></tr><tr bgcolor=""#dddddd""><td>スポーク</td><td>ステンレス</td></tr><tr><td>リム</td><td>アロイ 700c</td></tr><tr bgcolor=""#dddddd""><td>タイヤ</td><td>KENDA K176 700X25C 仏式</td></tr></table><br><br><P><img src=""https://image.rakuten.co.jp/cyclemall/cabinet/image4/100000030247-1.jpg"" width=""100%""></P>",[ルイガノ]2016 LGS-ASR あさひ限定 ロードバイク[CBA-1]：サイクルベースあさひ楽天市場店,自転車ロードバイククロスバイク電動自転車電動アシスト車折り畳み自転車折りたたみ自転車あさひサイクルベースあさひシティサイクルファミリーサイクルミニベロスポーツ自転車ロードレーサーママチャリマウンテンバイク一輪車三輪車輪行袋じてんしゃ[ルイガノ]2016 LGS-ASR あさひ限定 ロードバイク[CBA-1],お店で受取りで送料無料、3年間の総合補償もご加入できます。。[ルイガノ]2016 LGS-ASR あさひ限定 ロードバイク[CBA-1][rn]
10-81505,http://tshop.r10s.jp/cyclemall/cabinet/old_item6/100000031706.jpg?fitin=700:700,71984.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,[メリダ]2016 RIDE 150（ライド） あさひ限定 ロードバイク[CBA-1],お店で受取りで送料無料、3年間の総合補償もご加入できます。,"<b>◇スタッフのおすすめポイント</b><hr>レースブランドMERIDAの遺伝子を受け継ぐエントリーモデル　[CBA-01-04]<br><br>MERIDAのロングライド向けモデルRIDEシリーズをベースとしたエントリー向けロードバイク<br>あさひ限定仕様では、ハイドロフォーミングを使用した高性能フレームに、上位機種と同等のワイヤー内装機構、上下異径大口径ヘッドパーツとカーボンフォークを採用し、MERIDAの高い走行性能を体感できる仕上がりを実現いたしました。<br>基本のベースがしっかりしているため、初めての1台としてもちろんのこと、レベルに応じて、ホイールや変速機などのコンポーネントを上級グレードに変更すれば、1台を長く楽しむことが可能です。<br><br><b>◇スペック</b><hr>重量：約10.3kg<br>変速：2x8s 16段変速<br>ペダル：フラットペダル<br>適正身長：160cm-(47cm)、170cm-(50cm)<br><br><table><tr bgcolor=""#dddddd""><td width=""25%"">フレーム</td><td>アルミ</td></tr><tr><td>フォーク</td><td>カーボン(アルミコラム)</td></tr><tr bgcolor=""#dddddd""><td>クランク</td><td>FSA アルミ　クランク長：TEMPO　170mm</td></tr><tr><td>BB</td><td>-</td></tr><tr bgcolor=""#dddddd""><td>Fハブ</td><td>アルミ 28H</td></tr><tr><td>Rハブ</td><td>アルミ 28H</td></tr><tr bgcolor=""#dddddd""><td>シフター</td><td>ST-2400</td></tr><tr><td>ブレーキ</td><td>メリダ　キャリパー</td></tr><tr bgcolor=""#dddddd""><td>リム</td><td>アルミ</td></tr><tr><td>タイヤ</td><td>KENDA K-1018 25C 30TPI</td></tr><tr bgcolor=""#dddddd""><td>スプロケット</td><td>SUNRACE 8S 11-28T</td></tr><tr><td>チェーン</td><td>KMC 8S</td></tr><tr bgcolor=""#dddddd""><td>ハンドル</td><td>アルミ OS　φ31.8 幅400mm</td></tr><tr><td>ステム</td><td>アルミ 1-1/8"" φ31.8 47/90mm 50/100mm</td></tr><tr bgcolor=""#dddddd""><td>サドル</td><td>-</td></tr><tr><td>シートピラー</td><td>φ27.2mm L:350mm</td></tr><tr bgcolor=""#dddddd""><td>チューブバルブ</td><td>仏式バルブ</td></tr></table><br><br>",[メリダ]2016 RIDE 150（ライド） あさひ限定 ロードバイク[CBA-1]：サイクルベースあさひ楽天市場店,自転車ロードバイククロスバイク電動自転車電動アシスト車折り畳み自転車折りたたみ自転車あさひサイクルベースあさひシティサイクルファミリーサイクルミニベロスポーツ自転車ロードレーサーママチャリマウンテンバイク一輪車三輪車輪行袋じてんしゃ[メリダ]2016 RIDE 150（ライド） あさひ限定 ロードバイク[CBA-1],お店で受取りで送料無料、3年間の総合補償もご加入できます。。[メリダ]2016 RIDE 150（ライド） あさひ限定 ロードバイク[CBA-1][rn]
10-81506,http://tshop.r10s.jp/cyclemall/cabinet/old_item6/100000032225.jpg?fitin=700:700,123984.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,[在庫一掃SALE][ビアンキ]2016 IMPULSO Tiagra（インプルーソティアグラ） ロードバイク[CBA-1],お店で受取りで送料無料、3年間の総合補償もご加入できます。,"<b>◇スタッフのおすすめポイント</b><hr><b>※セール商品について</b><br>メーカー長期在庫の特価品につき、メーカー判断において正常品とする範囲で商品に小傷が存在する場合がございます。予めご了承の上、ご検討くださいませ。<br><br>ヘッドチューブとトップチューブを溶接し一体成型した後、さらに別の金型で一体成型を行っています。<br>（トリプルハイドロフォームドテクノロジー）これによりヘッドチューブからトップチューブにかけてスムーズな溶接跡を持ち、高い剛性を持ったバイクに仕上がっています。<br>振動吸収性に優れたカーボンフォークが装備されロングライドに最適です。<br>New Tiagra 装着モデル。<br><br><b>◇スペック</b><hr>重量：9.2 (size 46)<br>変速：2x10s　20段変速<br>ペダル：フラット（Look KEO EASY）<br><br><table><tr bgcolor=""#dddddd""><td width=""25%"">サイズ</td><td>44(150cm-159cm)<br>46(155cm-165cm)<br>50(159cm-174cm)<br>53(166cm-176cm)<br>55(174cm-182cm)<br>57(176cm-183cm)</td></tr><tr><td>フレーム</td><td>アルミ</td></tr><tr bgcolor=""#dddddd""><td>フォーク</td><td>カーボン（コラム＝アルミ）</td></tr><tr><td>ヘッドセット</td><td>FSA NO.8/ZS-4D</td></tr><tr bgcolor=""#dddddd""><td>シフター</td><td>シマノ TIAGRA</td></tr><tr><td>フロントディレイラー</td><td>シマノ TIAGRA, 34.9mm</td></tr><tr bgcolor=""#dddddd""><td>リアディレイラー</td><td>シマノ TIAGRA</td></tr><tr><td>ブレーキ</td><td>シマノ 105</td></tr><tr bgcolor=""#dddddd""><td>ブレーキレバー</td><td>シマノ TIAGRA</td></tr><tr><td>クランク</td><td>シマノ TIAGRA 50/34T</td></tr><tr bgcolor=""#dddddd""><td>スプロケット</td><td>シマノ TIAGRA 10sp, 12/28T</td></tr><tr><td>チェーン</td><td>KMC X10</td></tr><tr bgcolor=""#dddddd""><td>タイヤ</td><td>Vittoria ZAFFIRO 700Cx25C</td></tr><tr><td>サドル</td><td>fi'zi:k ARDEA</td></tr><tr bgcolor=""#dddddd""><td>シートポスト</td><td>Promax SP-967G CARBON, 31.6X350mm</td></tr><tr><td>ステム</td><td>FSA GOSSAMER</td></tr><tr bgcolor=""#dddddd""><td>ハンドル</td><td>FSA WING COMPACT, 31.8mm</td></tr><tr><td>グリップ</td><td>VLT-001</td></tr></table><br><br>",[在庫一掃SALE][ビアンキ]2016 IMPULSO Tiagra（インプルーソティアグラ） ロードバイク[CBA-1]：サイクルベースあさひ楽天市場店,自転車ロードバイククロスバイク電動自転車電動アシスト車折り畳み自転車折りたたみ自転車あさひサイクルベースあさひシティサイクルファミリーサイクルミニベロスポーツ自転車ロードレーサーママチャリマウンテンバイク一輪車三輪車輪行袋じてんしゃ[在庫一掃SALE][ビアンキ]2016 IMPULSO Tiagra（インプルーソティアグラ） ロードバイク[CBA-1],お店で受取りで送料無料、3年間の総合補償もご加入できます。。[在庫一掃SALE][ビアンキ]2016 IMPULSO Tiagra（インプルーソティアグラ） ロードバイク[CBA-1][rn]
10-81507,http://tshop.r10s.jp/cyclemall/cabinet/old_item3/100000017754.jpg?fitin=700:700,51984.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,[あさひ]PRECROAD-E（プレックロード） カラー：レッド ロードバイク[CBA-1],お店で受取りで送料無料、3年間の総合補償もご加入できます。,"<b>◇スタッフのおすすめポイント</b><hr>高剛性アルミフレームと700Cx25Cタイヤを採用した、コンフォート・ロードバイク。<br>日本人の体型に適した握りやすいコンパクトハンドルとロングライド向きのギヤ比を採用したコンパクトクランクでどなたでもお乗りいただきやすい設計です。<br>信頼のシマノ製コンポーネント　16段変速<br>溶接部が美しい、高剛性アルミハイドロフォーミングフレーム<br>ブレードタイプのエアロフォーク<br>初めてのドロップハンドルでも安心のアシストレバー付。ハンドルのトップ部を握っていてもブレーキをかけられます<br>ON/OFFで使えるシックな配色<br>坂道やロングライドでも効果的な50Tコンパクトクランク<br>ロードタイプの形状でクッションを配したコンフォートサドル<br>空気抵抗を低減させたセミディープアルミホイール<br>工具不要で前後のホイールが取り外しできるクイックリリースレバーを採用<br>通勤や通学などの普段使いから週末のツーリング、イベント参加まで幅広くお使いいただけます。<br><br><b>◇スペック</b><hr>重量：約11.4kg（ペダル含む）<br>変速：16段変速（フロント2段 x リヤ8段）<br>ペダル：フラットペダル<br><br>適応身長の目安：<br>420mm（目安身長160～170cm）<br>470mm（目安身長165～175cm）<br>500mm（目安身長170～180cm）<br><br>サドル最低地上高:<br>74cm　(サイズ420mm)<br>81cm　(サイズ470mm)<br>88cm　(サイズ500mm)<br><br>※スタンド・ライト・カギは付属しません<br><br><table><tr bgcolor=""#ddd""><td width=""25%"">フレーム </td><td>6061アルミフレーム</td></tr><tr><td>フォーク </td><td>アルミフォーク</td></tr><tr bgcolor=""#ddd""><td>タイヤサイズ </td><td>700x25c</td></tr><tr><td>クランク </td><td>アルミクランク　50/34T　170mm</td></tr><tr bgcolor=""#ddd""><td>テープ/グリップ </td><td>コルクバーテープ</td></tr><tr><td>BB </td><td>スクエアテーパー</td></tr><tr bgcolor=""#ddd""><td>バルブ </td><td>フレンチバルブ</td></tr><tr><td>シートポスト径 </td><td>27.2mm</td></tr><tr bgcolor=""#ddd""><td>シフター </td><td>シマノ　ST-2300</td></tr><tr><td>ハブ </td><td>HB（FB）-2300</td></tr><tr bgcolor=""#ddd""><td>スプロケット </td><td>12-25T</td></tr><tr><td>ステム </td><td>95mm（420、470mm）、105mm（500mm）コラムサイズ28.6mm</td></tr></table><br><br><P><img src=""https://image.rakuten.co.jp/cyclemall/cabinet/image4/100000017754-1.jpg"" width=""100%""><BR><img src=""https://image.rakuten.co.jp/cyclemall/cabinet/image4/100000017754-2.jpg"" width=""100%""></P><P><BR><img src=""https://image.rakuten.co.jp/cyclemall/cabinet/image4/item2011-detailt.jpg"" alt=""各部詳細"" width=""100%"" height=""43""></P><p><img src=""https://image.rakuten.co.jp/cyclemall/cabinet/image4/100000017754-3.jpg"" width=""100%""><BR><img src=""https://image.rakuten.co.jp/cyclemall/cabinet/image4/100000017754-4.jpg"" width=""100%""><BR></p>",[あさひ]PRECROAD-E（プレックロード） カラー：レッド ロードバイク[CBA-1]：サイクルベースあさひ楽天市場店,自転車ロードバイククロスバイク電動自転車電動アシスト車折り畳み自転車折りたたみ自転車あさひサイクルベースあさひシティサイクルファミリーサイクルミニベロスポーツ自転車ロードレーサーママチャリマウンテンバイク一輪車三輪車輪行袋じてんしゃ[あさひ]PRECROAD-E（プレックロード） カラー：レッド ロードバイク[CBA-1],お店で受取りで送料無料、3年間の総合補償もご加入できます。。[あさひ]PRECROAD-E（プレックロード） カラー：レッド ロードバイク[CBA-1][rn]
10-81508,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_143/4944370012668_ll.jpg?fitin=700:700,21544.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【送料無料】阪和 700Cクロモリ シングルスピード TRAILER ネイビー TR-PS701-NV [TRPS701NV],,□商品説明<br>●クールな配色にシンプルなフォルムが都会的なシングルスピードバイク。<br>●ドロップハンドルで都会でも走りやすいようにと、フラット部分にブレーキを装備。<br>□商品仕様<br>●材質:フレーム・フォーク/クロモリ<br>●セット内容:説明書、保証書、簡易工具、英仏変換バルブ<br>●重量:約11000g<br>●製品サイズ:約1670×440×865mm<br>●カートンサイズ:約1690×180×920mm<br>●ハンドル高さ:約870mm<br>●サドル高さ:約880-1050mm<br>●フレームサイズ:約520mm(C-T)<br>●タイヤサイズ:700×23C<br>●フリーホイール:16T(フリー/固定ギア)<br>●ブレーキ:キャリパーブレーキ<br>●バルブ:仏式バルブ<br>●梱包状態:90%梱包,【送料無料】阪和 700Cクロモリ シングルスピード TRAILER ネイビー TR-PS701-NV [TRPS701NV]：エディオン　楽天市場店,【送料無料】阪和 700Cクロモリ シングルスピード TRAILER ネイビー TR-PS701-NV [TRPS701NV],【送料無料】阪和 700Cクロモリ シングルスピード TRAILER ネイビー TR-PS701-NV [TRPS701NV][rn]
10-81509,http://tshop.r10s.jp/spoke-seya/cabinet/bike/schwinn/16slicker-deco.jpg?fitin=700:700,34800.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【最短即日出荷/店舗在庫のみ】【在庫処分価格】シュウィン スリッカー クロスバイク アーバンバイク 2016 Schwinn SLICKER CROSSBIKE UrbanBike スポーツ自転車【キックスタンドプレゼント】【期間限定防犯登録無料】,　,"＊写真の色は実物と若干異なる場合がございます。<br>
＊適応身長は参考値です。<br>
＊日本向け仕様は前後ブレーキ付き<br>
<br>
■フレームサイズ/適応身長：XS(50cm)/165-180cm、S(53cm)/175-185cm<br>
■フレーム:SCHWINN シングルスピード スチールフレーム<br>
■フォーク:SCHWINN リジッド スチールフォーク 1-1/8”<br>
■タイヤ:INNOVA IA-2307、700×25C、仏式バルブ<br>
■コンポ:-/SHIMANO クラリス(R)
■クランクセット:アルミ、46T<br>
■ブレーキ:アルミ キャリパー",【最短即日出荷/店舗在庫のみ】【在庫処分価格】シュウィン スリッカー クロスバイク アーバンバイク 2016 Schwinn SLICKER CROSSBIKE UrbanBike スポーツ自転車【キックスタンドプレゼント】【期間限定防犯登録無料】：スポークネット店,ビアンキルイガノロードバイククロスバイクMTBBIANCHIマンハッタンDAHONオルトリーブTOPEAKセンチュリオンGTパールイズミSCHWINNブリヂストングラベルロードピストシクロクロス子供用ヘルメット横浜【最短即日出荷/店舗在庫のみ】【在庫処分価格】シュウィン スリッカー クロスバイク アーバンバイク 2016 Schwinn SLICKER CROSSBIKE UrbanBike スポーツ自転車【キックスタンドプレゼント】【期間限定防犯登録無料】,　。【最短即日出荷/店舗在庫のみ】【在庫処分価格】シュウィン スリッカー クロスバイク アーバンバイク 2016 Schwinn SLICKER CROSSBIKE UrbanBike スポーツ自転車【キックスタンドプレゼント】【期間限定防犯登録無料】[rn]
10-81510,http://tshop.r10s.jp/spoke-seya/cabinet/bike/gios/17tornado_0.jpg?fitin=700:700,270640.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【2000円オフクーポン対象】GIOS ジオス 2017 TORNADO ULTEGRA Di2 トルナードアルテグラDi2(電動シフト) ロードバイク スポーツ自転車【送料無料】【ワイヤーロックプレゼント】【期間限定防犯登録無料】,　,"<font color=""FF0000"">※写真とは違い、エアロリム非搭載となります。<br>
※こちらのモデルにはペダルは含まれておりません。<br>
※写真の色は実物と若干異なる場合がございます。</font><br>
◆長距離レースや荒れた路面にも対応する軽量フレーム。◆<br>◆軽さと強さを備えたロングホイールベースフレームは振動吸収性を高め、ヒルクライムはもちろん、ロングライドでも優れたパフォーマンスを発揮。◆<br>◆一日中乗れる快適性で全てのレベルのライダーに対応したオールラウンダーです。◆<br>
■Color：<br>
マットブラック<br>
■TUBING：<br>
東レ T-700 ハイムラス 30T ユニディレクション カーボンモノコック<br>
■SIZE：<br>
500(155-165cm),530(165-173cm),550(173-180cm)<br>
■WEIGHT：<br>
7.6kg,1030g(FRAME)380g(FORK)<br>
■FRAME：<br>
トレ T-700 ハイモジュラス 30T ユニディレクション カーボンモノコック<br>
■FORK：<br>
GIOS オリジナル カーボンフォーク<br>",【2000円オフクーポン対象】GIOS ジオス 2017 TORNADO ULTEGRA Di2 トルナードアルテグラDi2(電動シフト) ロードバイク スポーツ自転車【送料無料】【ワイヤーロックプレゼント】【期間限定防犯登録無料】：スポークネット店,ビアンキルイガノロードバイククロスバイクMTBBIANCHIマンハッタンDAHONオルトリーブTOPEAKセンチュリオンGTパールイズミSCHWINNブリヂストングラベルロードピストシクロクロス子供用ヘルメット横浜【2000円オフクーポン対象】GIOS ジオス 2017 TORNADO ULTEGRA Di2 トルナードアルテグラDi2(電動シフト) ロードバイク スポーツ自転車【送料無料】【ワイヤーロックプレゼント】【期間限定防犯登録無料】,　。【2000円オフクーポン対象】GIOS ジオス 2017 TORNADO ULTEGRA Di2 トルナードアルテグラDi2(電動シフト) ロードバイク スポーツ自転車【送料無料】【ワイヤーロックプレゼント】【期間限定防犯登録無料】[rn]
