10-69301,http://tshop.r10s.jp/gate-in/cabinet/bike/louisgarneau/17lgs_chasse.jpg?fitin=700:700,37440.0000,,スポーツ・アウトドア > 自転車・サイクリング > クロスバイク,【ポイントアップ祭Ｐ２倍★4/17(月)10時まで】【店頭受取りのみ】ルイガノ シャッセ 2017 LOUIS GARNEAU CHASSE クロスバイク 自転車,【最大1500円OFFクーポン対象】,"<p><img src=""http://image.rakuten.co.jp/gate-in/cabinet/sp10_750x300.jpg"" width=""100%""></p>
<hr><br><br><p><img src=""http://image.rakuten.co.jp/gate-in/cabinet/sp10_750x300.jpg"" width=""100%""></p>
<hr><br><br>",【ポイントアップ祭Ｐ２倍★4/17(月)10時まで】【店頭受取りのみ】ルイガノ シャッセ 2017 LOUIS GARNEAU CHASSE クロスバイク 自転車：GATE IN,ビアンキクロスバイクメリダロードバイク自転車ミニベロfuji featherスクルトゥーラtimbuk2giosリュックサックキッズ16インチ20インチ29erメッセンジャーバッグ【ポイントアップ祭Ｐ２倍★4/17(月)10時まで】【店頭受取りのみ】ルイガノ シャッセ 2017 LOUIS GARNEAU CHASSE クロスバイク 自転車,【最大1500円OFFクーポン対象】。【ポイントアップ祭Ｐ２倍★4/17(月)10時まで】【店頭受取りのみ】ルイガノ シャッセ 2017 LOUIS GARNEAU CHASSE クロスバイク 自転車[rn]
10-69302,http://tshop.r10s.jp/gate-in/cabinet/bike/schwinn/k7sw_racer-p5.jpg?fitin=700:700,25200.0000,,スポーツ・アウトドア > 自転車・サイクリング > クロスバイク,【期間限定ポイント5倍】【最短即日出荷】シュウィン レーサー 2017 ピストバイク アーバンクロスバイク【シングルスピード】SCHWINN RACER PIST URBAN CORSSBIKE スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】,【最大1500円OFFクーポン対象】,"<font color=""red"">＊商品の仕様は予告無く変更される場合がございます。</font><br>
■サイズ:XS(48cm)＜適応身長 160～175cm＞、S(52cm)＜適応身長 165～180cm＞M(54cm)＜適応身長 175～190cm＞※適応身長は参考値です。<br>
■カラー:シンダー グレー<br>
■フレーム:SCHWINN シングルスピード スチールフレーム<br>
■フォーク:SCHWINN リジッド スチールフォーク、1.1/8""<br>
■フロントハブ:アルミボディ、ナット式、36H<br>
■リアハブ:スチールボディ、ナット式、36H<br>
■スポーク:14G ステンレス<br>
■タイヤ:URBAN ROAD、700×28C、仏式バルブ<br>
■リム:アルミ、36H<br>
■ボトム ブラケット:カップコーン<br>
■クランク:アルミ 3ピース、46T、170mm<br>
■チェーン:KMC Z510H<br>
■ペダル:樹脂ボディ<br>
■ヘッドセット:スレッドレス、1.1/8""<br>
■ハンドルバー:スチール アーバンライザー、幅 500mm<br>
■ステム:アルミ スレッドレス、25.4mm バークランプ、突出し 90mm<br>
■ブレーキ:アルミ キャリパー(F)/コースター(R)<br>
■ブレーキ レバー:アルミ<br>
■フロント ディレーラー:－<br>
■リア ディレーラー:－<br>
■シフター:－<br>
■リア スプロケット:18T<br>
■サドル:SCHWINN アーバン<br>
■シートポスト:アルミ、25.4mm<br>
■その他:－<br>
■重量:－kg(S)",【期間限定ポイント5倍】【最短即日出荷】シュウィン レーサー 2017 ピストバイク アーバンクロスバイク【シングルスピード】SCHWINN RACER PIST URBAN CORSSBIKE スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】：GATE IN,ビアンキクロスバイクメリダロードバイク自転車ミニベロfuji featherスクルトゥーラtimbuk2giosリュックサックキッズ16インチ20インチ29erメッセンジャーバッグ【期間限定ポイント5倍】【最短即日出荷】シュウィン レーサー 2017 ピストバイク アーバンクロスバイク【シングルスピード】SCHWINN RACER PIST URBAN CORSSBIKE スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】,【最大1500円OFFクーポン対象】。【期間限定ポイント5倍】【最短即日出荷】シュウィン レーサー 2017 ピストバイク アーバンクロスバイク【シングルスピード】SCHWINN RACER PIST URBAN CORSSBIKE スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】[rn]
10-69303,http://tshop.r10s.jp/gate-in/cabinet/bike/schwinn/k7sw_regent-p5.jpg?fitin=700:700,27360.0000,,スポーツ・アウトドア > 自転車・サイクリング > クロスバイク,【期間限定ポイント5倍】シュウィン リージェント 2017 ピストバイク アーバンクロスバイク【シングルスピード】SCHWINN REGENT PIST URBAN CORSSBIKE スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】,【最大1500円OFFクーポン対象】,"<font color=""red"">＊商品の仕様は予告無く変更される場合がございます。</font><br>
■サイズ:XS(48cm)＜適応身長 160～175cm＞、S(52cm)＜適応身長 165～180cm＞、M(54cm)＜適応身長 175～190cm＞※適応身長は参考値です。<br>
■カラー:ブラッド レッド<br>
■フレーム:SCHWINN シングルスピード スチールフレーム<br>
■フォーク:SCHWINN リジッド スチールフォーク、1.1/8""<br>
■フロントハブ:アルミボディ、ナット式、36H<br>
■リアハブ:アルミボディ、フリップフロップ、ナット式、36H<br>
■スポーク:14G ステンレス<br>
■タイヤ:URBAN ROAD、700×28C、仏式バルブ<br>
■リム:アルミ、36H<br>
■ボトム ブラケット:カップコーン<br>
■クランク:アルミ 3ピース、46T、170mm<br>
■チェーン:KMC Z510H<br>
■ペダル:樹脂ボディ<br>
■ヘッドセット:スレッドレス、1.1/8""<br>
■ハンドルバー:スチール アーバンライザー、幅 500mm<br>
■ステム:アルミ スレッドレス、25.4mm バークランプ、突出し 90mm<br>
■ブレーキ:アルミ キャリパー<br>
■ブレーキ レバー:アルミ<br>
■フロント ディレーラー:－<br>
■リア ディレーラー:－<br>
■シフター:－<br>
■リア スプロケット:18T フリー<br>
■サドル:SCHWINN アーバン<br>
■シートポスト:スチール、25.4mm<br>
■その他:－<br>
■重量:－kg(M)",【期間限定ポイント5倍】シュウィン リージェント 2017 ピストバイク アーバンクロスバイク【シングルスピード】SCHWINN REGENT PIST URBAN CORSSBIKE スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】：GATE IN,ビアンキクロスバイクメリダロードバイク自転車ミニベロfuji featherスクルトゥーラtimbuk2giosリュックサックキッズ16インチ20インチ29erメッセンジャーバッグ【期間限定ポイント5倍】シュウィン リージェント 2017 ピストバイク アーバンクロスバイク【シングルスピード】SCHWINN REGENT PIST URBAN CORSSBIKE スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】,【最大1500円OFFクーポン対象】。【期間限定ポイント5倍】シュウィン リージェント 2017 ピストバイク アーバンクロスバイク【シングルスピード】SCHWINN REGENT PIST URBAN CORSSBIKE スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】[rn]
10-69304,http://tshop.r10s.jp/gate-in/cabinet/bike/masi/16_fixed-riser-plati.jpg?fitin=700:700,56960.0000,,スポーツ・アウトドア > 自転車・サイクリング > クロスバイク,【期間限定ポイント3倍】【メーカー在庫処分特価】マジー フィクスドライザー ピスト クラシック シリーズ マージー マジィ 2016 MASI FIXED RISER PIST CLASSIC BIKE スポーツ自転車【送料無料】【ワイヤーロックプレゼント】【期間限定防犯登録無料】,【最大1500円OFFクーポン対象】,"◆トータルコーディネイトされたフレームとパーツの中でキラリと光るのはMASIのロゴとあなたの鋭いまなざしでしょうか。◆<br>◆ダブルバテッドクロモリチューブを用いたフレームと、40mmハイトのディープリムを標準装備とした上質のシングルスピードバイクとして、<br>その存在感は多種多様なMASIのラインアップの中でも異質。◆<br>◆アッセンブルされたパーツのみでも決して埋もれることのない強烈なキャラクターは<br>一部の限られた人間だけのものではないことをMASIが証明します。◆<br>◆16Tの固定ギヤとフリーギヤ、また前後ブレーキも標準装備で、ストリートを羨望の視線を集めながら走り抜けましょう。◆<br>■カラー：<br>Double Platinum, Molteni <font color=""FF8000"">Orange</font><br>■サイズ(トップチューブ長)：<br>47(505)/49(520)/51(530)/53(545)/56(565)<br>■フレーム：<br>Masi double butted chromoly w/ Masi track dropouts<br>■フォーク：<br>Masi lugged chromoly<br>■ヘッドセット：<br>FSA Threadless<br>■クランクセット：<br>Brev. M crankset 46T<br>■BB(ボトムブラケット)：<br>Square taper, sealed bearing<br>■フロントディレイラー：<br>N/A<br>■リアディレイラー：<br>N/A<br>■カセット：<br>16T cog & 16T freewheel<br>■チェーン：<br>KMC Z410<br>■ペダル：<br>Nylon body<br>■ハンドルバー：<br>Brev. M alloy 30mm riser bar, 25.4mm<br>■ステム：<br>Brev. M alloy forged flip/flop stem, 25.4mm<br>■テープ/グリップ：<br>Brev. M no flange grip<br>■シフター：<br>N/A<br>■サドル：<br>Brev. M Classic<br>■シートポスト：<br>Brev. M alloy 27.2<br>■シートポストクランプ：<br>Alloy, 31.8mm<br>■ホイールセット：<br>Brev. M alloy 40mm 32h rims, Masi sealed flip/flop hubset 32h w/ track nuts<br>■タイヤ：<br>Brev. M Slittata 28c<br>■ブレーキ：<br>Tektro R315<br>■ブレーキレバー：<br>Tektro HAL89A<br>■その他：<br>N/A<br>",【期間限定ポイント3倍】【メーカー在庫処分特価】マジー フィクスドライザー ピスト クラシック シリーズ マージー マジィ 2016 MASI FIXED RISER PIST CLASSIC BIKE スポーツ自転車【送料無料】【ワイヤーロックプレゼント】【期間限定防犯登録無料】：GATE IN,ビアンキクロスバイクメリダロードバイク自転車ミニベロfuji featherスクルトゥーラtimbuk2giosリュックサックキッズ16インチ20インチ29erメッセンジャーバッグ【期間限定ポイント3倍】【メーカー在庫処分特価】マジー フィクスドライザー ピスト クラシック シリーズ マージー マジィ 2016 MASI FIXED RISER PIST CLASSIC BIKE スポーツ自転車【送料無料】【ワイヤーロックプレゼント】【期間限定防犯登録無料】,【最大1500円OFFクーポン対象】。【期間限定ポイント3倍】【メーカー在庫処分特価】マジー フィクスドライザー ピスト クラシック シリーズ マージー マジィ 2016 MASI FIXED RISER PIST CLASSIC BIKE スポーツ自転車【送料無料】【ワイヤーロックプレゼント】【期間限定防犯登録無料】[rn]
10-69305,http://tshop.r10s.jp/gate-in/cabinet/bike/gt/17_traffic-3_z3.jpg?fitin=700:700,35856.0000,,スポーツ・アウトドア > 自転車・サイクリング > クロスバイク,【期間限定ポイント5倍】GT トラフィック3.0 2017 TRAFFIC3.0 ジーティー クロスバイク スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】,【最大1500円OFFクーポン対象】,"あなたをラッシュアワーから解放するタフな通勤バイク<br>◆ハイドロフォーミング加工で軽量になったアルミフレームに、<br>トラブルフリーなコミューティングを実現する快適で頑丈なパーツを装備しています。◆<br><br><br>ハイドロフォーミングフレーム【HYDRO FOAMING FRAME】<br><br>アルミパイプを自在に加工する成型方法により、軽量且つ圧倒的にタフ<br><br><br>ムスタッシュハンドル【MOUSTACHE HANDLE】<br><br>楽な姿勢なのに、力の入り易いハンドル<br><br><br>マイクロブロックタイヤ【MICRO BLOCK TIRE】<br><br>走りが軽く、かつ滑りにくいタイヤとレッド<br>■サイズ(適正身長)：<br>XS:150-165cm<br>S:160-175cm<br>M:170-185cm<br>L:175-190cm<br><br>■カラー：<br>スティール<br><br>■重量：<br>12.28kg<br><br>■フレーム：<br>6061アルミ<br><br>■フォーク：<br>スチール<br><br>■ギア数：<br>3×7＝21段変速<br><br>■シフター：<br>SHIMANO<br><br>■リアディレイラー：<br>SHIMANO Tourney<br><br>■クランク：<br>アルミ<br><br>■ホイール：<br>Alexrims ASD10、アルミ<br><br>■タイヤ：<br>700×35C<br><br>■ブレーキ：<br>Promax、機械式ディスク<br><br>■ペダル：<br>フラット<br><br><br><br>GT【さらなる飛躍】<br><br>2012年からはGTファクトリーレーシングチームに、MTBの歴史上、最も進化しているチームと言われるアサートンレーシングが加わりました。<br>そして2013年、アサートンレーシングは新しくなったFURYとともにワールドカップ第一線、<br>第二戦と連続して兄妹でのアベック優勝という快挙を成し遂げ、快進撃を続けています。<br>アサートンとFURYの地面に吸いつくような走りが世界のダウンヒルマニアの目を釘付けにしています。<br>そのアサ&#8212;トンからのフィードバックは、ダウンヒルバイクのFURYだけでなく、<br>定評あるi-DRIVEから更なるブラッシュアップを果たした新しいサスペンションシステム「AOS」を採用した、<br>New SENSOR、FORCEにも活かされているのです。<br>このようにGT は常にレースの最前線でトライ＆エラーを繰り返し、開発へのフィードバックを続けてきました。<br>世界最高の""FAST""なバイクを創る集団である事がGTの存在意義です。<br>
<font color=""FF0000""><br>※商品仕様(パーツなど)は予告なく変更される場合がございます。<br>また、当店では注文を確認した後にメーカーに在庫を確認する形を取らせて頂きますのでご希望の品をご用意する事が出来ない場合がございます。<br>※配送後に関しまして、傷や破損などの商品自体に不備がございます場合以外はサイズ変更などは受け付けておりませんので、よくご確認してからのご購入をお願いいたします。</font>",【期間限定ポイント5倍】GT トラフィック3.0 2017 TRAFFIC3.0 ジーティー クロスバイク スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】：GATE IN,ビアンキクロスバイクメリダロードバイク自転車ミニベロfuji featherスクルトゥーラtimbuk2giosリュックサックキッズ16インチ20インチ29erメッセンジャーバッグ【期間限定ポイント5倍】GT トラフィック3.0 2017 TRAFFIC3.0 ジーティー クロスバイク スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】,【最大1500円OFFクーポン対象】。【期間限定ポイント5倍】GT トラフィック3.0 2017 TRAFFIC3.0 ジーティー クロスバイク スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】[rn]
10-69306,http://tshop.r10s.jp/gate-in/cabinet/bike/culture/s260_01_mix.jpg?fitin=700:700,29600.0000,,スポーツ・アウトドア > 自転車・サイクリング > クロスバイク,【ポイントアップ祭Ｐ２倍★4/17(月)10時まで】【店舗在庫処分】CULTURE カルチャー S260FAT　マウンテンバイク MTB 自転車 【タイヤ選択オプション】【送料無料】,【最大1500円OFFクーポン対象】,"流行のカラーを使い、街乗り仕様に特化したファッションバイク<br>
<br>
衝撃吸収性の高いダブルバテッドクロモリフレーム<br>
オシャレで安定感のある26ｘ2.30ホワイトタイヤ<br>
コンポーネントは信頼性・耐久性の高いSHIMANO製<br>
<br>

スペック<br>
カラー:グロスピンク・グロスグリーン・マットブラック<br>
サイズ:15""(380)・17""(430)・19""(480)<br>
フレーム:ダブルバテッドクロモリフレーム<br>
フォーク:Hi-Ten クロモリフォーク<br>
リアD:SHIMANO ALTUS RD-M280<br>
ギア数:3x8S<br>
クランク:SHIMANO M131 24/32/42T<br>
シフター:SHIMANO EF-40<br>
ブレーキ:-<br>
タイヤ:26ｘ2.30 ホワイトタイヤ<br>
ペダル:-<br>
重量:13.0kg",【ポイントアップ祭Ｐ２倍★4/17(月)10時まで】【店舗在庫処分】CULTURE カルチャー S260FAT　マウンテンバイク MTB 自転車 【タイヤ選択オプション】【送料無料】：GATE IN,ビアンキクロスバイクメリダロードバイク自転車ミニベロfuji featherスクルトゥーラtimbuk2giosリュックサックキッズ16インチ20インチ29erメッセンジャーバッグ【ポイントアップ祭Ｐ２倍★4/17(月)10時まで】【店舗在庫処分】CULTURE カルチャー S260FAT　マウンテンバイク MTB 自転車 【タイヤ選択オプション】【送料無料】,【最大1500円OFFクーポン対象】。【ポイントアップ祭Ｐ２倍★4/17(月)10時まで】【店舗在庫処分】CULTURE カルチャー S260FAT　マウンテンバイク MTB 自転車 【タイヤ選択オプション】【送料無料】[rn]
10-69307,http://tshop.r10s.jp/gate-in/cabinet/bike/gt/17_grade-fb-com_z5.jpg?fitin=700:700,45216.0000,,スポーツ・アウトドア > 自転車・サイクリング > クロスバイク,【期間限定ポイント5倍】GT グレードALフラットバーコンプ 2017 GRADE AL FB COMP FlatBar クロスバイク フラットバーロード スポーツ自転車【送料無料】【ワイヤーロックプレゼント】【期間限定防犯登録無料】,【最大1500円OFFクーポン対象】,"◆ダートもこなせるロードバイク「GT グレード」のフラットバーロード仕様。◆<br>◆高い走破性と走行安定性により、シティライドで最高の相棒になりました。◆<br><br><br>トリプルトライアングルフレーム「TRIPLE TRIANGLE FRAME」<br><br>MTBで培った悪路走破性と振動吸収性を持つGRADEシリーズの<font color=""BC0000"">心臓</font><br><br><br>フラットバーロード「FLAT BAR ROAD」<br><br>高速走行性能の高いロードバイクベースのフレームに、操作性の良いフラットバーを装備<br><br><br>ディスクブレーキ「DISK BRAKE」<br><br>安定した制動力を発揮するディスクブレーキを装備し、ダートも想定範囲内<br>■サイズ(適正身長)：<br>480:150-160cm<br>510:155-165cm<br>530:160-170cm<br>550:165-175cm<br><br>■カラー：<br>ブラック、ダークグリーン<br><br>■重量：<br>10.68kg<br><br>■フレーム：<br>アルミ<br><br>■フォーク：<br>アルミ<br><br>■ギア数：<br>3×8＝24段変速<br><br>■シフター：<br>SHIMANO EF-500<br><br>■リアディレイラー：<br>SHIMANO Acera<br><br>■クランク：<br>SHIMANO FC-M311<br><br>■ホイール：<br>Jalco、アルミ<br><br>■タイヤ：<br>700×28C<br><br>■ブレーキ：<br>Tektro、機械式ディスク<br><br>■ペダル：<br>フラット<br><br><br><br>GT【さらなる飛躍】<br><br>2012年からはGTファクトリーレーシングチームに、MTBの歴史上、最も進化しているチームと言われるアサートンレーシングが加わりました。<br>そして2013年、アサートンレーシングは新しくなったFURYとともにワールドカップ第一線、<br>第二戦と連続して兄妹でのアベック優勝という快挙を成し遂げ、快進撃を続けています。<br>アサートンとFURYの地面に吸いつくような走りが世界のダウンヒルマニアの目を釘付けにしています。<br>そのアサ&#8212;トンからのフィードバックは、ダウンヒルバイクのFURYだけでなく、<br>定評あるi-DRIVEから更なるブラッシュアップを果たした新しいサスペンションシステム「AOS」を採用した、<br>New SENSOR、FORCEにも活かされているのです。<br>このようにGT は常にレースの最前線でトライ＆エラーを繰り返し、開発へのフィードバックを続けてきました。<br>世界最高の""FAST""なバイクを創る集団である事がGTの存在意義です。<br>
<font color=""FF0000""><br>※商品仕様(パーツなど)は予告なく変更される場合がございます。<br>また、当店では注文を確認した後にメーカーに在庫を確認する形を取らせて頂きますのでご希望の品をご用意する事が出来ない場合がございます。<br>※配送後に関しまして、傷や破損などの商品自体に不備がございます場合以外はサイズ変更などは受け付けておりませんので、よくご確認してからのご購入をお願いいたします。</font>",【期間限定ポイント5倍】GT グレードALフラットバーコンプ 2017 GRADE AL FB COMP FlatBar クロスバイク フラットバーロード スポーツ自転車【送料無料】【ワイヤーロックプレゼント】【期間限定防犯登録無料】：GATE IN,ビアンキクロスバイクメリダロードバイク自転車ミニベロfuji featherスクルトゥーラtimbuk2giosリュックサックキッズ16インチ20インチ29erメッセンジャーバッグ【期間限定ポイント5倍】GT グレードALフラットバーコンプ 2017 GRADE AL FB COMP FlatBar クロスバイク フラットバーロード スポーツ自転車【送料無料】【ワイヤーロックプレゼント】【期間限定防犯登録無料】,【最大1500円OFFクーポン対象】。【期間限定ポイント5倍】GT グレードALフラットバーコンプ 2017 GRADE AL FB COMP FlatBar クロスバイク フラットバーロード スポーツ自転車【送料無料】【ワイヤーロックプレゼント】【期間限定防犯登録無料】[rn]
10-69308,http://tshop.r10s.jp/gate-in/cabinet/bike/schwinn/k7sw_streamliner_mp5.jpg?fitin=700:700,30960.0000,,スポーツ・アウトドア > 自転車・サイクリング > クロスバイク,【期間限定ポイント5倍】シュウィン ストリームライナー2 2017 男性用クルーザーバイク【155-185cm/26インチホイール】SCHWINN STREAMLINER2 MEN'S CRUISERBIKE スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】,【最大1500円OFFクーポン対象】,"◆リラックスポジションでのライディングを楽しめる、バイクパスカテゴリー。◆<br>◆クルーザー並の安定した走行感が魅力のフレームジオメトリーに、実用性を高める外装変速を備えています。◆<br>

■サイズ：<br>
WOMEN'S(41.5cm)<br><br>


■カラー：<br>
コーラルオレンジ<br>シルバー<br><br>


■フレーム：<br>
SCHWINN リラックス コンフォートアルミフレーム<br>キャリア＆フェンダーダボ穴、リプレイサブル リアメカハンガー<br><br>


■フォーク：<br>
SCHWINN リジット スチールフォーク、1-1/8""<br><br>


■フロントハブ：<br>
アルミボディ、Q/R、32H<br><br>


■リアハブ：<br>
アルミボディ、Q/R、32H<br><br>


■スポーク：<br>
14G ステンレス<br><br>


■タイヤ：<br>
SCHWINN クラシック、26""×2.125""、米式バルブ<br><br>


■リム：<br>
ALEX DC-26、ダブルウォール、32H<br><br>


■ボトムブラケット：<br>
カートリッジ<br><br>


■クランク：<br>
SCHWINN アルミ、38T、170mm<br><br>


■チェーン：<br>
KMC Z51<br><br>


■ペダル：<br>
SCHWINNコンフォート<br><br>


■ヘッドセット：<br>
スレッド、1-1/8""<br><br>


■ハンドルバー：<br>
SCHWINNパス スチール、100mmライズ、幅640mm<br><br>


■ステム：<br>
アルミ クイル、25.4mmバークランプ、突出し80mm<br><br>


■ブレーキ：<br>
アルミ リニアプル<br><br>


■ブレーキレバー：<br>
アルミ<br><br>


■フロントディレーラー：<br>
--<br><br>


■リアディレーラー：<br>
シマノ TOURNEY<br><br>


■シフター：<br>
SRAM MRX、グリップシフト、RD-TY300<br><br>


■リア スプロケット：<br>
シマノTOURNEY、14-34T、7スピード<br><br>


■サドル：<br>
SCHWINN コンフォートクルーザー<br><br>


■シートポスト：<br>
アルミ、27.2mm<br><br>


■その他：<br>
--<br><br>


■重量：<br>
14.1kg<br><br>


■リアメカハンガー：<br>
FRP04400<br><br>

<font color=""FF0000""><br>※商品の仕様は予告無く変更される場合がございます。<br>また、掲載されています写真は実際の品と異なることがございます。<br>届いてからのサイズ変更などは受け付けておりませんので、よくご確認のうえご購入下さい。</font>",【期間限定ポイント5倍】シュウィン ストリームライナー2 2017 男性用クルーザーバイク【155-185cm/26インチホイール】SCHWINN STREAMLINER2 MEN'S CRUISERBIKE スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】：GATE IN,ビアンキクロスバイクメリダロードバイク自転車ミニベロfuji featherスクルトゥーラtimbuk2giosリュックサックキッズ16インチ20インチ29erメッセンジャーバッグ【期間限定ポイント5倍】シュウィン ストリームライナー2 2017 男性用クルーザーバイク【155-185cm/26インチホイール】SCHWINN STREAMLINER2 MEN'S CRUISERBIKE スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】,【最大1500円OFFクーポン対象】。【期間限定ポイント5倍】シュウィン ストリームライナー2 2017 男性用クルーザーバイク【155-185cm/26インチホイール】SCHWINN STREAMLINER2 MEN'S CRUISERBIKE スポーツ自転車【ワイヤーロックプレゼント】【期間限定防犯登録無料】[rn]
10-69309,http://tshop.r10s.jp/gate-in/cabinet/bike/culture/f700_01.jpg?fitin=700:700,33600.0000,,スポーツ・アウトドア > 自転車・サイクリング > クロスバイク,【ポイントアップ祭Ｐ２倍★4/17(月)10時まで】【店舗在庫処分】CULTURE カルチャー F700　クロスバイク　自転車【送料無料】,【最大1500円OFFクーポン対象】,"キレイなカラーで全4色！チェーン・リムにブラックパーツを採用。バーエンドバーも付いてカジュアルの中にもスポーティーな雰囲気を盛り上げます。 乗っては強化したアルミをハイドロフォームした、軽量かつ高剛性なフレームでよく進む、本格的な一面も持っております。 遠出は勿論、いつもの道に+楽しみを！<br>
<br>
衝撃吸収性の高いダブルバテッドクロモリフレーム<br>
オシャレで安定感のある26ｘ2.30ホワイトタイヤ<br>
コンポーネントは信頼性・耐久性の高いSHIMANO製<br>
<br>

スペック<br>
カラー:ブラック・ホワイト・オレンジ・マットレッド<br>
サイズ:15""(380)・17""(430)・19""(480)<br>
フレーム:6061 Aluminum, Full Triple Butted Hydro Edge Road Tubes with E4 Anti-Flex Seat and Chain Stays<br>
フォーク:steel stear tube,alloy bladed 1 1/8”<br>
リアD:Shimano ACERA 8s(ARDM360SGSL)<br>
ギア数:3x8S<br>
クランク:SHIMANO FC-M171-A 48x38x28T with chain guide<br>
シフター:Shimano EP51 EZ-FIRE Plus 8-Speed<br>
ブレーキ:-<br>
タイヤ:700ｘ32ｃタイヤ<br>
ペダル:-<br>
重量:11.9kg(ペダルなし)",【ポイントアップ祭Ｐ２倍★4/17(月)10時まで】【店舗在庫処分】CULTURE カルチャー F700　クロスバイク　自転車【送料無料】：GATE IN,ビアンキクロスバイクメリダロードバイク自転車ミニベロfuji featherスクルトゥーラtimbuk2giosリュックサックキッズ16インチ20インチ29erメッセンジャーバッグ【ポイントアップ祭Ｐ２倍★4/17(月)10時まで】【店舗在庫処分】CULTURE カルチャー F700　クロスバイク　自転車【送料無料】,【最大1500円OFFクーポン対象】。【ポイントアップ祭Ｐ２倍★4/17(月)10時まで】【店舗在庫処分】CULTURE カルチャー F700　クロスバイク　自転車【送料無料】[rn]
