10-191301,http://tshop.r10s.jp/akibamac/cabinet/05378215/4904550590294.jpg?fitin=700:700,10240.0000,,TV・オーディオ・カメラ > テレビ,【送料無料】【中古】TOSHIBA REGZA 19A2 K 〓B-CASカードなし〓,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】外装にキズ有り。<br><br>【商品グレード】∥★★★∥中古品∥≪液晶TV≫地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1<BR><BR>【画面サイズ】19型(1366x768)【チューナー】地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1【入力端子】HDMI入力x2/D5入力x1/S2入力x1/ビデオ入力x2【消費電力】51W(待機時0.15W)【年間消費電力量】44kWh/年【特長】コントラスト豊かな映像を再現「LEDバックライト」/超解像技術「レゾリューションプラス4」/●バックライトの光源に、明るさを幅広く調整できるLED(発光ダイオード)を採用。輝く白から漆黒の闇までコントラスト豊かに描き出します/2011年1月頃発売<br><br>【欠品】[B-CASカード(赤)]欠品。<br><br>【付属品】[かんたんガイド、取扱説明書(準備編)、取扱説明書(操作編)、リモコン、転倒防止用クリップ、テーブルスタンド、スタンドネジ5本]が付属。<br><br>【備考】デジタル放送の視聴・録画には別途B-CASカードが必要です。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】TOSHIBA REGZA 19A2 K 〓B-CASカードなし〓：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】TOSHIBA REGZA 19A2 K 〓B-CASカードなし〓,【送料無料】【中古】TOSHIBA REGZA 19A2 K 〓B-CASカードなし〓[rn]
10-191302,http://tshop.r10s.jp/akibamac/cabinet/05378215/4974019599458.jpg?fitin=700:700,7264.0000,,TV・オーディオ・カメラ > テレビ,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】本体外装にキズ有り、液晶画面にコーティング剥げ有り、スピーカーにヘコミ有り。<br><br>【商品グレード】∥★★★∥中古品∥≪液晶TV≫地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1<BR><BR>【画面サイズ】20型(1366x768)【チューナー】地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1【入力端子】HDMI入力x2/D4入力x1/S2入力x1/ビデオ入力x2/アナログRGB(PC接続)x1【消費電力】62W(待機時0.14W)【年間消費電力量】61kWh/年【特長】ASV液晶高精細ハイビジョンパネル/AQUOSファミリンク対応/ASV液晶高精細ハイビジョンパネルを搭載。AQUOSファミリンクにも対応。/2007年8月頃発売<br><br>【付属品】[リモコン、ケーブルクランプ、B-CASカバー、側面カバー、取っ手、電源コード]が付属。<br><br>【欠品】[取扱説明書、かんたん!!ガイド、B-CASカード(地上・BS・CSデジタル共用)、転倒防止用固定バンド、転倒防止用固定バンド用ネジ、VHF/UHF用アンテナケーブル]欠品。<br><br>【備考】デジタル放送の視聴・録画には別途B-CASカードが必要です。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓[rn]
10-191303,http://tshop.r10s.jp/akibamac/cabinet/05378215/4974019599458.jpg?fitin=700:700,7264.0000,,TV・オーディオ・カメラ > テレビ,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】本体外装にキズ有り、液晶画面にキズ有り、スピーカーにヘコミ有り。<br><br>【商品グレード】∥★★★∥中古品∥≪液晶TV≫地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1<BR><BR>【画面サイズ】20型(1366x768)【チューナー】地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1【入力端子】HDMI入力x2/D4入力x1/S2入力x1/ビデオ入力x2/アナログRGB(PC接続)x1【消費電力】62W(待機時0.14W)【年間消費電力量】61kWh/年【特長】ASV液晶高精細ハイビジョンパネル/AQUOSファミリンク対応/ASV液晶高精細ハイビジョンパネルを搭載。AQUOSファミリンクにも対応。/2007年8月頃発売<br><br>【付属品】[リモコン、B-CASカバー、側面カバー、取っ手、電源コード]が付属。<br><br>【欠品】[取扱説明書、かんたん!!ガイド、B-CASカード(地上・BS・CSデジタル共用)、転倒防止用固定バンド、転倒防止用固定バンド用ネジ、ケーブルクランプ、VHF/UHF用アンテナケーブル]欠品。<br><br>【備考】デジタル放送の視聴・録画には別途B-CASカードが必要です。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓[rn]
10-191304,http://tshop.r10s.jp/akibamac/cabinet/05378215/4974019599458.jpg?fitin=700:700,7264.0000,,TV・オーディオ・カメラ > テレビ,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】本体外装にキズ有り、液晶画面にコーティング剥げ有り。<br><br>【商品グレード】∥★★★∥中古品∥≪液晶TV≫地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1<BR><BR>【画面サイズ】20型(1366x768)【チューナー】地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1【入力端子】HDMI入力x2/D4入力x1/S2入力x1/ビデオ入力x2/アナログRGB(PC接続)x1【消費電力】62W(待機時0.14W)【年間消費電力量】61kWh/年【特長】ASV液晶高精細ハイビジョンパネル/AQUOSファミリンク対応/ASV液晶高精細ハイビジョンパネルを搭載。AQUOSファミリンクにも対応。/2007年8月頃発売<br><br>【付属品】[リモコン、ケーブルクランプ、B-CASカバー、側面カバー、取っ手、電源コード]が付属。<br><br>【欠品】[取扱説明書、かんたん!!ガイド、B-CASカード(地上・BS・CSデジタル共用)、転倒防止用固定バンド、転倒防止用固定バンド用ネジ、VHF/UHF用アンテナケーブル]欠品。<br><br>【備考】デジタル放送の視聴・録画には別途B-CASカードが必要です。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓[rn]
10-191305,http://tshop.r10s.jp/akibamac/cabinet/05378215/4974019599458.jpg?fitin=700:700,7264.0000,,TV・オーディオ・カメラ > テレビ,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】本体外装にキズ有り、液晶画面にコーティング剥げ有り、スピーカーにヘコミ有り。<br><br>【商品グレード】∥★★★∥中古品∥≪液晶TV≫地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1<BR><BR>【画面サイズ】20型(1366x768)【チューナー】地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1【入力端子】HDMI入力x2/D4入力x1/S2入力x1/ビデオ入力x2/アナログRGB(PC接続)x1【消費電力】62W(待機時0.14W)【年間消費電力量】61kWh/年【特長】ASV液晶高精細ハイビジョンパネル/AQUOSファミリンク対応/ASV液晶高精細ハイビジョンパネルを搭載。AQUOSファミリンクにも対応。/2007年8月頃発売<br><br>【付属品】[リモコン、B-CASカバー、側面カバー、取っ手、電源コード]が付属。<br><br>【欠品】[取扱説明書、かんたん!!ガイド、B-CASカード(地上・BS・CSデジタル共用)、転倒防止用固定バンド、転倒防止用固定バンド用ネジ、ケーブルクランプ、VHF/UHF用アンテナケーブル]欠品。<br><br>【備考】デジタル放送の視聴・録画には別途B-CASカードが必要です。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓[rn]
10-191306,http://tshop.r10s.jp/akibamac/cabinet/05378215/4974019599458.jpg?fitin=700:700,7264.0000,,TV・オーディオ・カメラ > テレビ,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】ゴム足2個欠損。本体外装にキズ有り、液晶画面にコーティング剥げ有り。<br><br>【商品グレード】∥★★★∥中古品∥≪液晶TV≫地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1<BR><BR>【画面サイズ】20型(1366x768)【チューナー】地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1【入力端子】HDMI入力x2/D4入力x1/S2入力x1/ビデオ入力x2/アナログRGB(PC接続)x1【消費電力】62W(待機時0.14W)【年間消費電力量】61kWh/年【特長】ASV液晶高精細ハイビジョンパネル/AQUOSファミリンク対応/ASV液晶高精細ハイビジョンパネルを搭載。AQUOSファミリンクにも対応。/2007年8月頃発売<br><br>【付属品】[リモコン、B-CASカバー、側面カバー、取っ手、電源コード]が付属。<br><br>【欠品】[取扱説明書、かんたん!!ガイド、B-CASカード(地上・BS・CSデジタル共用)、転倒防止用固定バンド、転倒防止用固定バンド用ネジ、ケーブルクランプ、VHF/UHF用アンテナケーブル]欠品。<br><br>【備考】デジタル放送の視聴・録画には別途B-CASカードが必要です。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓[rn]
10-191307,http://tshop.r10s.jp/akibamac/cabinet/03954490/now_printing.gif?fitin=700:700,4784.0000,,TV・オーディオ・カメラ > テレビ,【送料無料】【中古】Belson DH191H6(SL-001),,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】外装にキズ・汚れ有り。<br><br>【商品グレード】∥★★★∥中古品∥≪液晶TV≫地上デジタルx1<BR><BR>【画面サイズ】19型(1366x768)【チューナー】地上デジタルx1【入力端子】ビデオ入力x1<br><br>【欠品】[説明書]欠品。<br><br>【付属品】[miniB-CASカード(青)、リモコン、ACケーブル]が付属。<br><br>【備考】B-CASカード(デジタル放送の視聴・録画に必要)付。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】Belson DH191H6(SL-001)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】Belson DH191H6(SL-001),【送料無料】【中古】Belson DH191H6(SL-001)[rn]
10-191308,http://tshop.r10s.jp/akibamac/cabinet/05378215/4974019599458.jpg?fitin=700:700,7264.0000,,TV・オーディオ・カメラ > テレビ,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】液晶右上にキズ有り、全体にキズ有り、液晶全体コーティング剥げ有り。<br><br>【商品グレード】∥★★★∥中古品∥≪液晶TV≫地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1<BR><BR>【画面サイズ】20型(1366x768)【チューナー】地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1【入力端子】HDMI入力x2/D4入力x1/S2入力x1/ビデオ入力x2/アナログRGB(PC接続)x1【消費電力】62W(待機時0.14W)【年間消費電力量】61kWh/年【特長】ASV液晶高精細ハイビジョンパネル/AQUOSファミリンク対応/ASV液晶高精細ハイビジョンパネルを搭載。AQUOSファミリンクにも対応。/2007年8月頃発売<br><br>【付属品】[リモコン、ケーブルクランプ、B-CASカバー、側面カバー、取っ手、電源コード]が付属。<br><br>【欠品】[取扱説明書、かんたん!!ガイド、B-CASカード(地上・BS・CSデジタル共用)、転倒防止用固定バンド、転倒防止用固定バンド用ネジ、VHF/UHF用アンテナケーブル]欠品。<br><br>【備考】デジタル放送の視聴・録画には別途B-CASカードが必要です。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓[rn]
10-191309,http://tshop.r10s.jp/akibamac/cabinet/05378215/4974019599458.jpg?fitin=700:700,7264.0000,,TV・オーディオ・カメラ > テレビ,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】ゴム足1個欠損。本体外装にキズ有り、液晶画面にコーティング剥げ有り。<br><br>【商品グレード】∥★★★∥中古品∥≪液晶TV≫地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1<BR><BR>【画面サイズ】20型(1366x768)【チューナー】地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1【入力端子】HDMI入力x2/D4入力x1/S2入力x1/ビデオ入力x2/アナログRGB(PC接続)x1【消費電力】62W(待機時0.14W)【年間消費電力量】61kWh/年【特長】ASV液晶高精細ハイビジョンパネル/AQUOSファミリンク対応/ASV液晶高精細ハイビジョンパネルを搭載。AQUOSファミリンクにも対応。/2007年8月頃発売<br><br>【付属品】[リモコン、B-CASカバー、側面カバー、取っ手、電源コード]が付属。<br><br>【欠品】[取扱説明書、かんたん!!ガイド、B-CASカード(地上・BS・CSデジタル共用)、転倒防止用固定バンド、転倒防止用固定バンド用ネジ、ケーブルクランプ、VHF/UHF用アンテナケーブル]欠品。<br><br>【備考】デジタル放送の視聴・録画には別途B-CASカードが必要です。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓[rn]
10-191310,http://tshop.r10s.jp/akibamac/cabinet/05378215/4974019599458.jpg?fitin=700:700,7184.0000,,TV・オーディオ・カメラ > テレビ,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】外装にキズ・汚れ有り。<br><br>【商品グレード】∥★★★∥中古品∥≪液晶TV≫地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1<BR><BR>【画面サイズ】20型(1366x768)【チューナー】地上デジタルx1/BS・110度CSデジタルx1/地上アナログx1【入力端子】HDMI入力x2/D4入力x1/S2入力x1/ビデオ入力x2/アナログRGB(PC接続)x1【消費電力】62W(待機時0.14W)【年間消費電力量】61kWh/年【特長】ASV液晶高精細ハイビジョンパネル/AQUOSファミリンク対応/ASV液晶高精細ハイビジョンパネルを搭載。AQUOSファミリンクにも対応。/2007年8月頃発売<br><br>【付属品】[リモコン、電源コード]が付属。<br><br>【欠品】[取扱説明書、かんたん!!ガイド、B-CASカード(地上・BS・CSデジタル共用)、転倒防止用固定バンド、転倒防止用固定バンド用ネジ、ケーブルクランプ、B-CASカバー、側面カバー、取っ手、VHF/UHF用アンテナケーブル]欠品。<br><br>【備考】デジタル放送の視聴・録画には別途B-CASカードが必要です。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓,【送料無料】【中古】SHARP AQUOS LC-20E5-B(20型/地デジ) 〓B-CASカードなし〓[rn]
