10-190301,http://tshop.r10s.jp/hotroad/cabinet/1505/7150511906_1.jpg?fitin=700:700,1337.6000,,車用品・バイク用品 > カー用品 > カーアクセサリー > スマホ・タブレット・携帯電話用品 > カーチャージャー（充電器）,ミラリード：充電器 急速充電対応 スマートフォン タブレット microUSB/PJ-1506,,●Qualcomm Quick Charge 2.0対応の<br>スマホ・タブレットで急速充電が行えるえる充電器です。(micro USB)<BR><BR>●Qualcomm Quick Charge 2.0対応の機器接続の場合、<br>自動切替で9V/1.8A・12V/1.35Aの出力に対応します。<BR><BR>※対応端末は最大5V/1.8A出力になります。<BR><BR>●コードの長さが調整出来る手動巻き取りタイプです。 <BR>（コードは調整ストッパーを使ってお好みの長さで使えます）<BR><BR>●DC12V車専用です。<BR><BR>※マイナスアース車専用（外国車は使用不可）<BR><BR><br><br>【仕様】<br><br>カラー：ブラック<br>重量：100g<br><br>メーカー：ミラリード<br>品番：PJ-1506<br><br>,ミラリード：充電器 急速充電対応 スマートフォン タブレット microUSB/PJ-1506：カー用品のホットロード春日井西店,カー用品コンソールボックススマホ充電器ナンバーフレームスピーカーオーディオ塗装ウーファーキャリアフリードシエンタノアマジカルカーボンステアリングボスタイヤチェーンスタッドレスタイヤアウトレットミラリード：充電器 急速充電対応 スマートフォン タブレット microUSB/PJ-1506,ミラリード：充電器 急速充電対応 スマートフォン タブレット microUSB/PJ-1506[rn]
10-190302,http://tshop.r10s.jp/hotroad/cabinet/1611/7161110311_1.jpg?fitin=700:700,919.2000,,車用品・バイク用品 > カー用品 > カーアクセサリー > スマホ・タブレット・携帯電話用品 > カーチャージャー（充電器）,スマホ スマートフォン 充電器 車 上下挿し可能microUSB ハイパワー充電 2.4A リール式 ホワイト セイワ D456,,●本製品は、充電端子がmicroUSBポートの機種に対応するスマートフォン/タブレット充電器です。<br>●上下両面挿しが可能なmicroUSBコネクタを採用しております。<br>●5V2.4Aのハイパワー出力充電が可能です。<br>●0.8mのケーブルをスマートに収納できます。<br><br>メーカー：セイワ<br>品番：D456<br><br>,スマホ スマートフォン 充電器 車 上下挿し可能microUSB ハイパワー充電 2.4A リール式 ホワイト セイワ D456：カー用品のホットロード春日井西店,カー用品コンソールボックススマホ充電器ナンバーフレームスピーカーオーディオ塗装ウーファーキャリアフリードシエンタノアマジカルカーボンステアリングボスタイヤチェーンスタッドレスタイヤアウトレットスマホ スマートフォン 充電器 車 上下挿し可能microUSB ハイパワー充電 2.4A リール式 ホワイト セイワ D456,スマホ スマートフォン 充電器 車 上下挿し可能microUSB ハイパワー充電 2.4A リール式 ホワイト セイワ D456[rn]
10-190303,http://tshop.r10s.jp/hotroad/cabinet/1406/1140601308_1.jpg?fitin=700:700,936.0000,,車用品・バイク用品 > カー用品 > カーアクセサリー > スマホ・タブレット・携帯電話用品 > カーチャージャー（充電器）,カシムラ：ハイパワーリール充電器microUSBスマホタブレット AJ-419/AJ-419,,ハイパワー2.4A出力で充電、従来品より充電時間を短縮。(当社比)<br>コードを軽く引くだけで充電器本体にスッキリ収納できる らくらくリールを採用。<br>12V車、24V車で使用できます。ブルーに光る通電ランプ付。<br><br><br><br>コード長：(通常）0m/(伸長時)70cm<br>ヒューズ：2A<br>本体寸法：32W x 105H x 54D(mm)<br>重量：70g<br><br>,カシムラ：ハイパワーリール充電器microUSBスマホタブレット AJ-419/AJ-419：カー用品のホットロード春日井西店,カー用品コンソールボックススマホ充電器ナンバーフレームスピーカーオーディオ塗装ウーファーキャリアフリードシエンタノアマジカルカーボンステアリングボスタイヤチェーンスタッドレスタイヤアウトレットカシムラ：ハイパワーリール充電器microUSBスマホタブレット AJ-419/AJ-419,カシムラ：ハイパワーリール充電器microUSBスマホタブレット AJ-419/AJ-419[rn]
10-190304,http://tshop.r10s.jp/hotroad/cabinet/1308/7130827214_1.jpg?fitin=700:700,1128.0000,,車用品・バイク用品 > カー用品 > カーアクセサリー > スマホ・タブレット・携帯電話用品 > カーチャージャー（充電器）,アークス/AXS スヌーピーのスマホ充電器 ピンク microUSB DC12V/24V PCでの充電も可能 SNA-18/,,スヌーピー(SNOOPY)のかわいいコードリール式スマートフォン充電器です。<br><br>セパレートタイプなので、合体させてお車のシガーソケットで充電！<br>USBソケットを外してお部屋のパソコンでも充電OK！<br><br><br>【特長】<br>●USB充電器は高出力1A仕様。<br>●USB充電器で他の機器も充電が可能。（DC5V/1A仕様）<br>●USBコードリールでパソコンから充電が可能。<br>●スムーズなコードの出し入れで、すっきり収まる巻き取り式。<br>●スマートフォン等に充電できるmicroUSB仕様。<br> ●DC12V/24V車兼用です。<br><br><br>【仕様】<br>カラー：ピンク<br>出力：1A<br>アダプタ：MicroUSB（スマートフォン用)<br>車載用電源：DC12/24V専用<br>USB電源：5V<br>通電：ブルーLED<br><br>メーカー：アークス<br>品番：SNA-18<br><br>,アークス/AXS スヌーピーのスマホ充電器 ピンク microUSB DC12V/24V PCでの充電も可能 SNA-18/：カー用品のホットロード春日井西店,カー用品コンソールボックススマホ充電器ナンバーフレームスピーカーオーディオ塗装ウーファーキャリアフリードシエンタノアマジカルカーボンステアリングボスタイヤチェーンスタッドレスタイヤアウトレットアークス/AXS スヌーピーのスマホ充電器 ピンク microUSB DC12V/24V PCでの充電も可能 SNA-18/,アークス/AXS スヌーピーのスマホ充電器 ピンク microUSB DC12V/24V PCでの充電も可能 SNA-18/[rn]
10-190305,http://tshop.r10s.jp/hotroad/cabinet/1406/7140618509_1.jpg?fitin=700:700,1054.4000,,車用品・バイク用品 > カー用品 > カーアクセサリー > スマホ・タブレット・携帯電話用品 > カーチャージャー（充電器）,セイワ：リバーシブル USBソケット 2ポート 5V/2.4A 5V/1.2A/F257,,・USBコネクタ表と裏の向きを気にせず挿せるUSBソケットです<br><br>・USBポート(5V/2.4A)とUSBポート(5V/1.2A)付きなのでスマートフォンや<br>iPad等の充電が同時にできます<br><br>,セイワ：リバーシブル USBソケット 2ポート 5V/2.4A 5V/1.2A/F257：カー用品のホットロード春日井西店,カー用品コンソールボックススマホ充電器ナンバーフレームスピーカーオーディオ塗装ウーファーキャリアフリードシエンタノアマジカルカーボンステアリングボスタイヤチェーンスタッドレスタイヤアウトレットセイワ：リバーシブル USBソケット 2ポート 5V/2.4A 5V/1.2A/F257,セイワ：リバーシブル USBソケット 2ポート 5V/2.4A 5V/1.2A/F257[rn]
10-190306,http://tshop.r10s.jp/hotroad/cabinet/1407/7140704901_1.jpg?fitin=700:700,1620.8000,,車用品・バイク用品 > カー用品 > カーアクセサリー > スマホ・タブレット・携帯電話用品 > カーチャージャー（充電器）,カシムラ：USB 充電 同期 コードの長さ約2m iPhone iPod iPad/AJ-427,,USB充電&同期ケーブル 2m LN WH<br><br><br>●室内で充電しながら十分に取り回せる<br><br>●車内の後部座席にもラクラク届く<br><br>●Apple社MFi認証品<br><br>●Lightningコネクタ対応、充電と同期が可能なUSBケーブル。<br><br><br>■対応機種■<br><br>・iPhone5s/5c/5<br><br>・iPod touch 5th generation<br><br>・iPod nano 7th generation<br><br>・iPad 4th generation<br><br>・iPad mini<br><br><br>【仕様】<br><br>コード長：約2m<br>重量：58g<br><br>メーカー：カシムラ<br>品番：AJ-427<br><br>,カシムラ：USB 充電 同期 コードの長さ約2m iPhone iPod iPad/AJ-427：カー用品のホットロード春日井西店,カー用品コンソールボックススマホ充電器ナンバーフレームスピーカーオーディオ塗装ウーファーキャリアフリードシエンタノアマジカルカーボンステアリングボスタイヤチェーンスタッドレスタイヤアウトレットカシムラ：USB 充電 同期 コードの長さ約2m iPhone iPod iPad/AJ-427,カシムラ：USB 充電 同期 コードの長さ約2m iPhone iPod iPad/AJ-427[rn]
10-190307,http://tshop.r10s.jp/hotroad/cabinet/1411/7141126902_1.jpg?fitin=700:700,1184.0000,,車用品・バイク用品 > カー用品 > カーアクセサリー > スマホ・タブレット・携帯電話用品 > カーチャージャー（充電器）,AXS/ア-クス：USBポート×3 充電タップ ヘッドレストステー付き 最大4.5A 1.9m ロングケーブル/X-115,,ヘッドレストステー付きUSB充電タップ3ポート付き<br><br>●最大3台同時充電OK！<br><br>●スリムボディでフロントのすきまにもスッキリ取付け<br><br>●ヘッドレストステー付きで後部座席でも快適充電！<br><br>●通電LED付<br><br>●両面テープ付で、どこにでも貼り付けできる！<br><br>●フロントでもリアでもラクラク届く、ロングケーブル！<br><br><br>メーカー：AXS/アークス<br>品番：X-115<br><br>,AXS/ア-クス：USBポート&times;3 充電タップ ヘッドレストステー付き 最大4.5A 1.9m ロングケーブル/X-115：カー用品のホットロード春日井西店,カー用品コンソールボックススマホ充電器ナンバーフレームスピーカーオーディオ塗装ウーファーキャリアフリードシエンタノアマジカルカーボンステアリングボスタイヤチェーンスタッドレスタイヤアウトレットAXS/ア-クス：USBポート&times;3 充電タップ ヘッドレストステー付き 最大4.5A 1.9m ロングケーブル/X-115,AXS/ア-クス：USBポート&times;3 充電タップ ヘッドレストステー付き 最大4.5A 1.9m ロングケーブル/X-115[rn]
10-190308,http://tshop.r10s.jp/hotroad/cabinet/1611/7161110307_1.jpg?fitin=700:700,638.4000,,車用品・バイク用品 > カー用品 > カーアクセサリー > スマホ・タブレット・携帯電話用品 > カーチャージャー（充電器）,メール便可｜メタルプロテクトケーブルMU 0.5m microUSBケーブル USBケーブル 変換 充電 転送 セイワ D450,,●USBから micro USB 端子を持つスマートフォンやタブレットなどに充電やデータ転送が可能です。<br>●データ通信対応のケーブルですので、PCなどの同期でもご使用になれます。<br>●皮膜にステンレスを採用し、鋭利な突起に対して切れにくく、屈曲テストでも1万回以上に耐える耐久強度です。<br>●プラグケースにクロムメッキを採用し、高級感のあるケーブルで車内のイメージとコーディネートできます。<br>●ブッシュ部分もオリジナルの強度の強いデザインを採用し、根元の断線を抑えます。<br><br>メーカー：セイワ<br>品番：D450<br><br>,メール便可｜メタルプロテクトケーブルMU 0.5m microUSBケーブル USBケーブル 変換 充電 転送 セイワ D450：カー用品のホットロード春日井西店,カー用品コンソールボックススマホ充電器ナンバーフレームスピーカーオーディオ塗装ウーファーキャリアフリードシエンタノアマジカルカーボンステアリングボスタイヤチェーンスタッドレスタイヤアウトレットメール便可｜メタルプロテクトケーブルMU 0.5m microUSBケーブル USBケーブル 変換 充電 転送 セイワ D450,メール便可｜メタルプロテクトケーブルMU 0.5m microUSBケーブル USBケーブル 変換 充電 転送 セイワ D450[rn]
10-190309,http://tshop.r10s.jp/hotroad/cabinet/1411/7141119903_1.jpg?fitin=700:700,1136.0000,,車用品・バイク用品 > カー用品 > カーアクセサリー > スマホ・タブレット・携帯電話用品 > カーチャージャー（充電器）,カシムラ：USB充電＆同期 Lightningケーブル iPhone5 iPad iPod 1.2m/KL-16,,UB充電&同期<br><br><br>●使い勝手のよい、ちょうどいい長さ。<br><br>●iPhone付属ケーブルと同程度の長さ<br><br>※本製品はケーブルです。充電器ではありません。<br><br><br>■適合機種例■<br><br>・iPhone 5s/ 5c/ 5<br><br>・iPad Air / iPad(4th generation)<br><br>・iPad mini Retina display / iPad mini<br><br>・iPod touch(5th generation)<br><br>・iPod nano(7th generation)<br><br> ※Dockコネクターには対応しておりません。<br><br>【仕様】<br><br>メーカー：カシムラ<br>品番：KL-16<br><br>,カシムラ：USB充電＆同期 Lightningケーブル iPhone5 iPad iPod 1.2m/KL-16：カー用品のホットロード春日井西店,カー用品コンソールボックススマホ充電器ナンバーフレームスピーカーオーディオ塗装ウーファーキャリアフリードシエンタノアマジカルカーボンステアリングボスタイヤチェーンスタッドレスタイヤアウトレットカシムラ：USB充電＆同期 Lightningケーブル iPhone5 iPad iPod 1.2m/KL-16,カシムラ：USB充電＆同期 Lightningケーブル iPhone5 iPad iPod 1.2m/KL-16[rn]
10-190310,http://tshop.r10s.jp/hotroad/cabinet/1410/7141029914_1.jpg?fitin=700:700,910.4000,,車用品・バイク用品 > カー用品 > カーアクセサリー > スマホ・タブレット・携帯電話用品 > カーチャージャー（充電器）,ミラリード：変換コネクタ microUSB Lightningコネクタへ変換 アップル社MFi認定品/PJ-1489,,変換コネクタ (Lightning) BK<br><br><br>■マイクロUSBコネクタをLightningコネクタに変換できます。<br><br>■マイクロUSBの充電器やUSBケーブルが使用できます。<br><br>■充電だけでなく通信（シンク）にも対応<br><br>■2.4A対応<br><br>■アップル社MFi認定品<br><br><br>メーカー：ミラリード<br>品番：PJ-1489<br><br>,ミラリード：変換コネクタ microUSB Lightningコネクタへ変換 アップル社MFi認定品/PJ-1489：カー用品のホットロード春日井西店,カー用品コンソールボックススマホ充電器ナンバーフレームスピーカーオーディオ塗装ウーファーキャリアフリードシエンタノアマジカルカーボンステアリングボスタイヤチェーンスタッドレスタイヤアウトレットミラリード：変換コネクタ microUSB Lightningコネクタへ変換 アップル社MFi認定品/PJ-1489,ミラリード：変換コネクタ microUSB Lightningコネクタへ変換 アップル社MFi認定品/PJ-1489[rn]
10-190311,http://tshop.r10s.jp/hotroad/cabinet/1407/7140704906_1.jpg?fitin=700:700,1195.2000,,車用品・バイク用品 > カー用品 > カーアクセサリー > スマホ・タブレット・携帯電話用品 > カーチャージャー（充電器）,カシムラ：充電変換アダプター データ転送 microUSB→iPhone5 iPod Lightning/AJ-386,,変換アダプタ microUSB→Lightning<br><br><br>●Apple MFiライセンス認証品。<br><br>●microUSBケーブルでiPhone5s，5c，5，iPod4，iPad miniを充電または<br>データ転送するための変換アダプタ。<br><br>※本製品はカシムラ製品、純正充電器に対応してます。<br>（iPhone/iPod nano/iPod touchは定格出力電流1A以上、<br>iPad/iPad miniは定格出力電流2.1A以上の充電器。）<br><br>※充電専用のmicroUSBケーブルではデータ転送はできません。<br><br>※Dockコネクタには対応しておりません。<br><br><br>■対応機種■<br><br>・iPhone5s/ 5c/ 5<br>・iPad Air<br>・iPad 4th generation<br>・iPad mini Retina display<br>・iPad mini<br>・iPod touch 5th generation<br>・iPod touch 7th generation<br><br><br>【仕様】<br><br>メーカー：カシムラ<br>品番：AJ-386<br><br>,カシムラ：充電変換アダプター データ転送 microUSB&rarr;iPhone5 iPod Lightning/AJ-386：カー用品のホットロード春日井西店,カー用品コンソールボックススマホ充電器ナンバーフレームスピーカーオーディオ塗装ウーファーキャリアフリードシエンタノアマジカルカーボンステアリングボスタイヤチェーンスタッドレスタイヤアウトレットカシムラ：充電変換アダプター データ転送 microUSB&rarr;iPhone5 iPod Lightning/AJ-386,カシムラ：充電変換アダプター データ転送 microUSB&rarr;iPhone5 iPod Lightning/AJ-386[rn]
