10-100701,http://tshop.r10s.jp/soukai/cabinet/87/4901301276087.jpg?fitin=700:700,594.4000,,美容・コスメ・香水 > ヘアケア・スタイリング > シャンプー,キュレル シャンプー つめかえ用(360mL)【kao1610T】【キュレル】[キュレル シャンプー 詰め替え つめかえ 花王],キュレル / キュレル シャンプー 詰め替え つめかえ 花王,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞バス・洗面＞シャンプー＞無添加シャンプー・敏感肌シャンプー＞キュレル シャンプー つめかえ用 (360mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z87/z4901301276087.jpg' width='100%'><br><br>商品区分：医薬部外品<br><br>【キュレル シャンプー つめかえ用の商品詳細】<br>●キュレル 浸透保湿 頭皮＆ヘアケアは、フケ・かゆみ、乾燥などの頭皮トラブルを防いで、指どおりなめらかな髪に仕上げます。<br>●健やかな頭皮のために必須の成分「セラミド」を守りながら、皮脂や汚れをスッキリ落とします。<br>●フケ・かゆみを防ぎます。植物由来の消炎剤(有効成分)配合<br>●きめ細かい豊かな泡立ちで、からまずスムーズな洗い心地<br>●頭皮や肌に触れても、肌荒れしにくい低刺激<br>●赤ちゃんにもお使いいただけます。<br>●弱酸性・無香料・無着色<br><br>【ボトルへのつめかえ方】<br>・必ずキュレルシャンプーの使用済みボトルにつめかえてください。<br>・つめかえ前にボトルの中とポンプ部分をよく洗い、水気をきってから全量つめかえてください。<br>・使いきってからつめかえてください。他の製品や異なった製造番号のものが混ざらないようにしてください。<br>・つめかえた後、パックの下部の製造番号を控えておいてください。お問合せの際に必要な場合があります。<br>(1)パック上部の注ぎ口を、点線にそって手で切ります。<br>※パックを強く持つと、液が飛び出ることがあるので注意してください。<br>(2)注ぎ口をボトルの口にしっかりと差し込み、パックをしぼりながら中身を入れます。折りたたんでしぼると、ムダなく出すことができます。<br><br>【成分】<br>有効成分・・・グリチルリチン酸2K<br>その他の成分・・・精製水、ラウリルヒドロキシスルホベタイン液、ラウレス硫酸Na、アルキルグリコシド、ヤシ油脂肪酸アシルグルタミン酸Na、POE(16)ラウリルエーテル、ヤシ油脂肪酸エタノールアミド、塩化トリメチルアンモニオヒドロキシプロピルヒドロキシエチルセルロース、塩化ジメチルジアリルアンモニウム・アクリルアミド共重合体液、POE・POPジメチコン共重合体、PPG、無水クエン酸、水酸化ナトリウム液、水酸化ナトリウム、オレンジ油、ユーカリ油、エタノール、エデト酸塩、安息香酸塩<br>【注意事項】<br>・湿疹、皮フ炎(かぶれ、ただれ)等の皮フ障害のある時は、悪化させる恐れがあるので使わない。<br>・刺激などの異常が出たら使用を中止し、皮フ科医へ相談する。<br>・つめかえる時や使用中、目に入らないよう注意し、入った時は、すぐに充分洗い流す。<br>・乳幼児や認知症の方などの誤飲等を防ぐため、置き場所に注意する。<br><br>【ブランド】<br>キュレル<br><br>【発売元、製造元、輸入元又は販売元】<br>花王<br><br><font color='red'>ヘアケア、スキンケア用品　0120-165-692<br>ハミガキ、ハブラシ、入浴剤、温熱シート、サクセス　0120-165-696<br>飲料（ヘルシア）　0120-165-697<br>紙おむつ、生理用品　0120-165-695<br>洗濯、掃除、食器洗い用品　0120-165-693<br>ペットケア　0120-165-696<br>ニベア、８×４（エイトフォー）0120-165-699<br></font><br><br>(Curel 詰め替え用 詰替え用 詰替用)<br><br>/(/F227204/F208703/F269405/F282305/)/<br><br>花王<br>131-8501 墨田区文花2-1-3 生活者コミュニケーションセンター 消費者相談室　※電話番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br><br>[シャンプー/ブランド：キュレル/],キュレル シャンプー つめかえ用(360mL)【kao1610T】【キュレル】[キュレル シャンプー 詰め替え つめかえ 花王]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションキュレル シャンプー つめかえ用(360mL)【kao1610T】【キュレル】[キュレル シャンプー 詰め替え つめかえ 花王],キュレル / キュレル シャンプー 詰め替え つめかえ 花王。キュレル シャンプー つめかえ用(360mL)【kao1610T】【キュレル】[キュレル シャンプー 詰め替え つめかえ 花王][rn]
10-100702,http://tshop.r10s.jp/soukai/cabinet/38/4901301337238.jpg?fitin=700:700,689.6000,,美容・コスメ・香水 > ヘアケア・スタイリング > シャンプー,【在庫限り】エッセンシャル しっとりツヤ髪 ポンプペア+シャンプー 替え(1300mL)【エッセンシャル(Essential)】,エッセンシャル(Essential)★税抜1900円以上で送料無料★,お店TOP＞バス・洗面＞シャンプー＞ダメージケアシャンプー＞【在庫限り】エッセンシャル しっとりツヤ髪 ポンプペア+シャンプー 替え (1300mL)<br><br>★税抜1900円以上で送料無料★<br><br>【【在庫限り】エッセンシャル しっとりツヤ髪 ポンプペア+シャンプー 替えの商品詳細】<br>●パサパサ毛先まで、リッチにまとまる<br>●ハンドブローだけで指の動きにそって、毛先までそろう！毎朝、手ぐしでまとまる！<br>●AUTO SMOOTH TECHNOLOGY(オートスムース テクノロジー)<br>荒れた「キューティクル」を補修して整え、根元から毛先までなめらかな髪に。1本1本の毛流れが自然とそろいます。<br>＜シャンプー＞<br>●すべりのいい濃密泡が、毛先までやさしく洗い上げます。<br>●広がりやすい髪も、ひどく傷んだ毛先も、しっとりツヤやかにまとまります。<br>＜コンディショナー＞<br>●髪にしっとりなじんで、毛先までなめらかな髪に。<br>●広がりやすい髪も、ひどく傷んだ毛先も、しっとりツヤやかにまとまります。<br>●みずみずしい果実と華やかな花々がつむぐブーケの香り<br><br>【セット詳細】<br>エッセンシャル シャンプー・・・480mL<br>エッセンシャル ヘアコンディショナー・・・480mL<br>エッセンシャル シャンプー 替え・・・340mL<br>【成分】<br>★シャンプー<br>水、ラウレス硫酸アンモニウム、エタノール、ラウレス-4カルボン酸Na、ジステアリン酸グリコール、ラウリルヒドロキシスルタイン、ラウラミドプロピルベタイン、リンゴ酸、ヒマワリ種子油、ラノリン脂肪酸、コハク酸2Na、ミリスチルアルコール、ステアリルアルコール、PPG-2ヒドロキシプロピルトリモニウムセルロース、PPG-3カプリリルエーテル、PPG-7、コカミドMEA、グアーヒドロキシプロピルトリモニウムクロリド、イソデシルグリセリルエーテル、ポリクオタニウム-10、ポリクオタニウム-52、ラウレス-4、ラウレス-16、ラウレス-23、ラウレス硫酸Na、ビスセテアリルアモジメチコン、ステアロキシプロピルジメチルアミン、ジメチコン、水酸化Na、安息香酸Na、ベンジルアルコール、フェノキシエタノール、香料<br>★コンディショナー<br>水、ステアリルアルコール、DPG、ジメチコン、ステアロキシプロピルジメチルアミン、乳酸、リンゴ酸、ヒマワリ種子油、ラノリン脂肪酸、ヒドロキシエチルセルロース、セテアレス-7、セテアレス-25、ポリシリコーン-28、ヘキサ(ヒドロキシステアリン酸／ステアリン酸／ロジン酸)ジペンタエリスリチル、(ビスイソブチルPEG-15／アモジメチコン)コポリマー、ジアルキル(C12-18)ジモニウムクロリド、アモジメチコン、エタノール、イソプロパノール、ベンジルアルコール、香料<br>【注意事項】<br>・頭皮に傷、湿疹等異常のある時は使わないでください。<br>・刺激等の異常が出たら使用を中止し、皮フ科医へ相談してください。<br>・ポンプを押す時や使用中、目に入らないよう注意し、入った時はすぐに充分洗い流してください。<br>・子供や認知症の方などの誤飲等を防ぐため、置き場所にご注意ください。<br>・ポンプ頭部と横のきざみがシャンプーのしるしです。<br><br>【ブランド】<br>エッセンシャル(Essential)<br><br>【発売元、製造元、輸入元又は販売元】<br>花王<br><br><font color='red'>ヘアケア、スキンケア用品 0120-165-692<br>ハミガキ、ハブラシ、入浴剤、温熱シート、サクセス 0120-165-696<br>飲料(ヘルシア) 0120-165-697<br>紙おむつ、生理用品 0120-165-695<br>洗濯、掃除、食器洗い用品 0120-165-693<br>ペットケア 0120-165-696<br>ニベア、8×4(エイトフォー) 0120-165-699</font><br><br>(Essential)<br><br>花王<br>131-8501 墨田区文花2-1-3 生活者コミュニケーションセンター 消費者相談室　※電話番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[シャンプー/ブランド：エッセンシャル(Essential)/],【在庫限り】エッセンシャル しっとりツヤ髪 ポンプペア+シャンプー 替え(1300mL)【エッセンシャル(Essential)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション【在庫限り】エッセンシャル しっとりツヤ髪 ポンプペア+シャンプー 替え(1300mL)【エッセンシャル(Essential)】,エッセンシャル(Essential)★税抜1900円以上で送料無料★。【在庫限り】エッセンシャル しっとりツヤ髪 ポンプペア+シャンプー 替え(1300mL)【エッセンシャル(Essential)】[rn]
10-100703,http://tshop.r10s.jp/soukai/cabinet/46/4901301293046.jpg?fitin=700:700,328.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > シャンプー,エッセンシャル フリー＆スムース シャンプー つめかえ用(340mL)【kao_TDR】【kaow】【ot14】【hair18】【kao_dis】【エッセンシャル(Essential)】[花王],エッセンシャル(Essential) / 花王★税抜1900円以上で送料無料★,お店TOP＞バス・洗面＞シャンプー＞詰め替えシャンプー＞エッセンシャル フリー＆スムース シャンプー つめかえ用 (340mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z46/z4901301293046.jpg' width='100%'><br><br>【エッセンシャル フリー＆スムース シャンプー つめかえ用の商品詳細】<br>●3回おどろく指どおりで、いつでもあつかいやすい、潤いするする髪に！<br>洗う：指どおりよくするする洗える！<br>乾かす：濡れた髪にも指がスッと入ってすぐ乾く！<br>まとめる：手グシだけでパッとまとまって思いどおり！<br>●速乾タイプ<br>ドライヤーの時間が短くなるのは、きちんとケアされたサイン。髪1本1本をなめらかにすることで、からまず乾かしやすくなり、速く、均一に髪が乾くのです。<br>●「ファインキューティクルケア」でからまりから解き放ち、健やかで美しい髪に！<br>●髪にある成分に近い「ヘアサプリオイル」配合(ラノリン脂肪酸：補修・保湿・保護)<br>●さらさら軽やか、やわらかな指通りに！<br>●ふわっと広がる咲きたての花を束ねたブーケの香り<br><br>【成分】<br>水、ラウレス硫酸アンモニウム、ラウラミドプロピルベタイン、エタノール、ジステアリン酸グリコール、ラウレス-4カルボン酸Na、ラウレス-16、ラノリン脂肪酸、リンゴ酸、クエン酸、ヒマワリ種子油、ステアリルアルコール、PPG-7、PPG-3カプリリルエーテル、コカミドMEA、グアーヒドロキシプロピルトリモニウムクロリド、イソデシルグリセリルエーテル、ポリクオタニウム-10、ポリクオタニウム-52、ラウレス-4、ラウレス-23、ラウレス硫酸Na、ラウリルヒドロキシスルタイン、ステアロキシプロピルジメチルアミン、ジメチコン、水酸化Na、安息香酸Na、ベンジルアルコール、フェノキシエタノール、香料<br>【注意事項】<br>・シャンプーとコンディショナーをセットでお使いいただくことをおすすめします。トリートメントを使うとしっとり仕上がりますが、速乾効果が少なくなります。<br>・頭皮に傷、湿疹等異常のある時は使わないでください。<br>・刺激等の異常が出たら使用を中止し、皮フ科医へ相談してください。<br>・つめかえる時や使用中、目に入らないよう注意し、入った時は、すぐに充分洗い流してください。<br>・子供や認知症の方などの誤飲等を防ぐため、置き場所にご注意ください。<br>・注ぎ口を手で切りにくい時はハサミで切って開けてください。<br><br>【ブランド】<br>エッセンシャル(Essential)<br><br>【発売元、製造元、輸入元又は販売元】<br>花王<br><br><font color='red'>本品はメーカー製造中止のため、在庫限りで販売終了となります。</font><br><br>(Essential フリーアンドスムース 詰め替え用 詰替え用 詰替用)<br><br>花王<br>131-8501 墨田区文花2-1-3 生活者コミュニケーションセンター 消費者相談室　※電話番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[シャンプー/ブランド：エッセンシャル(Essential)/],エッセンシャル フリー＆スムース シャンプー つめかえ用(340mL)【kao_TDR】【kaow】【ot14】【hair18】【kao_dis】【エッセンシャル(Essential)】[花王]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションエッセンシャル フリー＆スムース シャンプー つめかえ用(340mL)【kao_TDR】【kaow】【ot14】【hair18】【kao_dis】【エッセンシャル(Essential)】[花王],エッセンシャル(Essential) / 花王★税抜1900円以上で送料無料★。エッセンシャル フリー＆スムース シャンプー つめかえ用(340mL)【kao_TDR】【kaow】【ot14】【hair18】【kao_dis】【エッセンシャル(Essential)】[花王][rn]
10-100704,http://tshop.r10s.jp/soukai/cabinet/15/4901301293015.jpg?fitin=700:700,212.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > シャンプー,エッセンシャル さらさらスムース髪シャンプー  レギュラー(200mL)【kao1610T】【エッセンシャル(Essential)】[花王],エッセンシャル(Essential) / 花王★税抜1900円以上で送料無料★,お店TOP＞バス・洗面＞シャンプー＞シャンプー その他＞エッセンシャル さらさらスムース髪シャンプー  レギュラー (200mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z15/z4901301293015.jpg' width='100%'><br><br>【エッセンシャル さらさらスムース髪シャンプー  レギュラーの商品詳細】<br>エッセンシャル さらさらスムース髪<br>からまる髪も、毛先までスッとそろう<br>＜速乾タイプ＊＞<br>ハンドブローだけで<br>指の動きにそって、毛先までそろう<br>毎朝、手ぐしでまとまる！<br><br>AUTO SMOOTH TECHNOLOGY<br>オートスムース テクノロジー<br><br>荒れた「キューティクル」を補修して整え、<br>根元から毛先までなめらかな髪に。<br>1本1本の毛流れが自然とそろいます。<br><br>さらさらスムース髪に<br>○泡立ちのいい軽やかな泡が、やさしく髪を洗い上げます。<br>○髪1本1本がからまずさらさらなので、ドライヤーの風が<br>内側まで均一にあたって、速く、しっかり乾きます。<br><br>＊シャンプーとコンディショナーをセットでお使いいただくこと<br>をおすすめします。トリートメントを使うとしっとり仕上がり<br>ますが、速乾効果が少なくなります。<br>～みずみずしい果実と華やかな花々がつむぐブーケの香り～<br><br><br>【成分】<br>水、ラウレス硫酸アンモニウム、エタノール、ジステアリン酸グリコール、ラウレス-４カルボン酸Ｎａ、ラウ<br>リルヒドロキシスルタイン、ラウラミドプロピルベタイン、リンゴ酸、ヒマワリ種子油、ラノリン脂肪酸、コハク酸<br>２Ｎａ、ミリスチルアルコール、ＰＰＧ-２ヒドロキシプロピルトリモニウムセルロース、ＰＰＧ-３カプリリルエーテル、<br>ＰＰＧ-７、コカミドＭＥＡ、グアーヒドロキシプロピルトリモニウムクロリド、イソデシルグリセリルエーテル、ポリク<br>オタニウム-１０、ポリクオタニウム-５２、ラウレス-４、ラウレス-１６、ラウレス-２３、ラウレス硫酸Ｎａ、ビスセテアリ<br>ルアモジメチコン、ジメチコン、水酸化Ｎａ、安息香酸Ｎａ、ベンジルアルコール、フェノキシエタノール、香料<br>【注意事項】<br>●頭皮に傷、湿疹等異常のある時は使わないでください<br>●刺激等の異常が出たら使用を中止し、皮フ科医へ相談して<br>ください●ポンプを押す時や使用中、目に入らないよう注意し、<br>入った時はすぐに充分洗い流してください●子供や認知症の方<br>などの誤飲等を防ぐため、置き場所にご注意ください<br><br>ポンプ頭部と横のきざみがシャンプーのしるしです。<br><br>【ブランド】<br>エッセンシャル(Essential)<br><br>【発売元、製造元、輸入元又は販売元】<br>花王<br><br><font color='red'>本品はメーカー製造中止のため、在庫限りで販売終了となります。</font><br><br><font color='red'>ヘアケア、スキンケア用品 0120-165-692</font><br><br>(Essential フリーアンドスムース)<br><br>花王<br>131-8501 墨田区文花2-1-3 生活者コミュニケーションセンター 消費者相談室　※電話番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[シャンプー/ブランド：エッセンシャル(Essential)/],エッセンシャル さらさらスムース髪シャンプー  レギュラー(200mL)【kao1610T】【エッセンシャル(Essential)】[花王]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションエッセンシャル さらさらスムース髪シャンプー  レギュラー(200mL)【kao1610T】【エッセンシャル(Essential)】[花王],エッセンシャル(Essential) / 花王★税抜1900円以上で送料無料★。エッセンシャル さらさらスムース髪シャンプー  レギュラー(200mL)【kao1610T】【エッセンシャル(Essential)】[花王][rn]
10-100705,http://tshop.r10s.jp/soukai/cabinet/29/4901301309129.jpg?fitin=700:700,312.8000,,美容・コスメ・香水 > ヘアケア・スタイリング > シャンプー,【在庫限り】エッセンシャル エアリーモイスト シャンプー つめかえ用 増量(380mL)【エッセンシャル(Essential)】,エッセンシャル(Essential)★税抜1900円以上で送料無料★,お店TOP＞バス・洗面＞シャンプー＞フケ・かゆみ・スカルプケアシャンプー＞【在庫限り】エッセンシャル エアリーモイスト シャンプー つめかえ用 増量 (380mL)<br><br>★税抜1900円以上で送料無料★<br><br>【【在庫限り】エッセンシャル エアリーモイスト シャンプー つめかえ用 増量の商品詳細】<br>●3回おどろく指どおりで、いつでもあつかいやすい、潤いするする髪に！<br>洗う：指どおりよくするする洗える！<br>乾かす：濡れた髪にも指がスッと入ってすぐ乾く！<br>まとめる：手グシだけでパッとまとまって思いどおり！<br>●「ファインキューティクルケア」でからまりから解き放ち、健やかで美しい髪に！<br>●髪にある成分に近い「ヘアサプリオイル」配合(ラノリン脂肪酸：補修・保湿・保護)<br>●髪1本1本をうるおいのヴェールで包みこみ、荒れた髪表面を補修します。<br>●コテやアイロンなどで乾燥しがちな毛先までうるおい補給。ふんわりうるおう髪に！<br>●ふわっと広がる咲きたての花を束ねたブーケの香り<br><br>【成分】<br>水、ラウレス硫酸アンモニウム、エタノール、ラウレス-4カルボン酸Na、ラウリルヒドロキシスルタイン、ジステアリン酸グリコール、ラノリン脂肪酸、リンゴ酸、クエン酸、ヒマワリ種子油、ミリスチルアルコール、ステアリルアルコール、PPG-7、PPG-3カプリリルエーテル、コカミドMEA、グアーヒドロキシプロピルトリモニウムクロリド、イソデシルグリセリルエーテル、ポリクオタニウム-10、ポリクオタニウム-52、ラウレス-4、ラウレス-16、ラウレス-23、ラウレス硫酸Na、ビスセテアリルアモジメチコン、ステアロキシプロピルジメチルアミン、ジメチコン、水酸化Na、安息香酸Na、ベンジルアルコール、フェノキシエタノール、香料<br>【注意事項】<br>・頭皮に傷、湿疹等異常のある時は使わないでください。<br>・刺激等の異常が出たら使用を中止し、皮フ科医へ相談してください。<br>・つめかえる時や使用中、目に入らないよう注意し、入った時は、すぐに充分洗い流してください。<br>・子供や認知症の方などの誤飲等を防ぐため、置き場所にご注意ください。<br>・注ぎ口を手で切りにくい時はハサミで切って開けてください。<br><br>【ブランド】<br>エッセンシャル(Essential)<br><br>【発売元、製造元、輸入元又は販売元】<br>花王<br><br><font color='red'>本品はメーカー製造中止のため、在庫限りで販売終了となります。</font><br><br><font color='red'>ヘアケア、スキンケア用品 0120-165-692</font><br><br>(Essential AIRY MOIST 詰換え用 詰替え用 詰め替え用 詰替用 つめかえ用)<br><br>/(/F241306/)/<br><br>花王<br>131-8501 墨田区文花2-1-3 生活者コミュニケーションセンター 消費者相談室　※電話番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[シャンプー/ブランド：エッセンシャル(Essential)/],【在庫限り】エッセンシャル エアリーモイスト シャンプー つめかえ用 増量(380mL)【エッセンシャル(Essential)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション【在庫限り】エッセンシャル エアリーモイスト シャンプー つめかえ用 増量(380mL)【エッセンシャル(Essential)】,エッセンシャル(Essential)★税抜1900円以上で送料無料★。【在庫限り】エッセンシャル エアリーモイスト シャンプー つめかえ用 増量(380mL)【エッセンシャル(Essential)】[rn]
10-100706,http://tshop.r10s.jp/soukai/cabinet/10/4901301329110.jpg?fitin=700:700,880.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > シャンプー,エッセンシャル ふんわりうるツヤ髪 シャンプー つめかえ用(1080mL)【kao1610T】【エッセンシャル(Essential)】,エッセンシャル(Essential)★税抜1900円以上で送料無料★,お店TOP＞バス・洗面＞シャンプー＞ダメージケアシャンプー＞エッセンシャル ふんわりうるツヤ髪 シャンプー つめかえ用 (1080mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z10/z4901301329110.jpg' width='100%'><br><br>【エッセンシャル ふんわりうるツヤ髪 シャンプー つめかえ用の商品詳細】<br>●ペタんこ髪も、ふわっと仕上がる<br>●ハンドブローだけで指の動きにそって、毛先までそろう！毎朝、手ぐしでまとまる！<br>●AUTO SMOOTH TECHNOLOGY(オートスムース テクノロジー)<br>荒れた「キューティクル」を補修して整え、根元から毛先までなめらかな髪に。1本1本の毛流れが自然とそろいます。<br>●ふんわりうるツヤ髪に<br>●ふんわりやわらかな泡が、やさしく髪を洗い上げます。<br>●ドライヤーや、コテ・アイロンでふわっと空気感のある仕上がりに<br>●みずみずしい果実と華やかな花々がつむぐブーケの香り<br><br><br>【つめかえ方】<br>・かならずエッセンシャルシャンプーcAの使用済みボトルにつめかえてください。<br>・つめかえ前にボトルの中とポンプ部分をよく洗い、水気を切ってからつめかえてください。<br>・使い切ってからつめかえて、他の製品や異なった製造番号のものが混ざらないようにしてください。<br>・つめかえ後、製品のパックの下部の製造番号を控えておいてください。お問い合わせの際に必要な場合があります。<br>・つめかえ量は、ボトルの8割程度までにしてください。それ以上は、ポンプをつけた時にあふれる場合があります。<br>・つめかえ後、液が残っている場合はかならずキャップを閉めて立てて保管してください。<br>・本製品をつめかえずにそのまま使用したり、浴槽に置いたままにしないでください。<br>・本製品の中に水が入ったり、キャップがぬれないように注意してください。<br>・開封後はできるだけ早く使い切ってください。<br>(1)注ぎ口の付け根の硬い部分をしっかり持ってキャップを開けてください。<br>(2)注ぎ口をボトルの口にしっかり差し込みます。<br>(3)パックを底部からしぼってつめかえます。<br>(4)折りたたみながら中身を入れていくと、ムダなく入れることができます。<br><br>【成分】<br>水、ラウレス硫酸アンモニウム、エタノール、ジステアリン酸グリコール、ラウレス-4カルボン酸Na、ラウリルヒドロキシスルタイン、ラウラミドプロピルベタイン、リンゴ酸、ヒマワリ種子油、ラノリン脂肪酸、コハク酸2Na、ミリスチルアルコール、PPG-2ヒドロキシプロピルトリモニウムセルロース、PPG-3カプリリルエーテル、PPG-7、コカミドMEA、グアーヒドロキシプロピルトリモニウムクロリド、イソデシルグリセリルエーテル、ポリクオタニウム-10、ポリクオタニウム-52、ラウレス-4、ラウレス-16、ラウレス-23、ラウレス硫酸Na、ビスセテアリルアモジメチコン、ジメチコン、水酸化Na、安息香酸Na、ベンジルアルコール、フェノキシエタノール、香料<br>【注意事項】<br>・頭皮に傷、湿疹等異常のある時は使わないでください。<br>・刺激等の異常が出たら使用を中止し、皮フ科医へ相談してください。<br>・つめかえる時や使用中、目に入らないよう注意し、入った時は、すぐに充分洗い流してください。<br><br>【ブランド】<br>エッセンシャル(Essential)<br><br>【発売元、製造元、輸入元又は販売元】<br>花王<br><br><font color='red'>ヘアケア、スキンケア用品 0120-165-692</font><br><br>(Essential 詰換え用 詰替え用 詰め替え用 詰替用 1.08L)<br><br>/(/F255003/F243608/F320004/)/<br><br>花王<br>131-8501 墨田区文花2-1-3 生活者コミュニケーションセンター 消費者相談室　※電話番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[シャンプー/ブランド：エッセンシャル(Essential)/],エッセンシャル ふんわりうるツヤ髪 シャンプー つめかえ用(1080mL)【kao1610T】【エッセンシャル(Essential)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションエッセンシャル ふんわりうるツヤ髪 シャンプー つめかえ用(1080mL)【kao1610T】【エッセンシャル(Essential)】,エッセンシャル(Essential)★税抜1900円以上で送料無料★。エッセンシャル ふんわりうるツヤ髪 シャンプー つめかえ用(1080mL)【kao1610T】【エッセンシャル(Essential)】[rn]
