8-57519,http://tshop.r10s.jp/soukai/cabinet/04/4902468113604.jpg?fitin=700:700,461.6000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,薬用 メンズ美顔水(80mL)【明色 美顔】[化粧水],明色 美顔 / 化粧水★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞男性化粧品＞男性用 化粧水＞薬用 メンズ美顔水 (80mL)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：医薬部外品<br><br>【薬用 メンズ美顔水の商品詳細】<br>●有効成分(BHA：βヒドロキシ酸・ピオニン)が肌を正常にし、ニキビのできにくい肌環境に整えます。<br>●洗顔・ひげそり後の素肌を整え、かみそり負けを防ぎます。<br><br>【効能】<br>・ニキビを防ぐ<br>・カミソリ負けを防ぐ<br><br>【ご使用方法】<br>・洗顔又はひげそり後、適量(500円硬貨大)を手に取り、軽くたたくようにしてお顔全体になじませてください。特に肌のベタつきが気になる時は、適量をティッシュなどに含ませ、お顔全体をやさしくふきとってください。<br><br>【成分】<br>有効成分・・・サリチル酸、感光素201<br>その他の成分・・・ゲラニオール変性アルコール、PG、DL-PCA・Na液、香料<br><br>【ご注意】<br>・お肌に合わないときはご使用をおやめ下さい。<br>・万一、目に入った場合はすぐに洗い流して下さい。<br>・傷、はれもの、湿疹等異常のある時は、使用しないで下さい。<br>・使用中、赤み・はれ・かゆみ・刺激等が現れた時は、使用を中止し、皮膚科専門医等へ相談してください。そのまま化粧品などの使用を続けますと、悪化することがあります。<br>・乳幼児の手の届かないところに保管してください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>明色 美顔<br><br>【発売元、製造元、輸入元又は販売元】<br>明色化粧品<br><br>明色化粧品<br>552-0012 大阪府大阪市港区市岡2-4-30<br>0120-12-4680<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[男性化粧品/ブランド：明色 美顔/]</div><!---->,薬用 メンズ美顔水(80mL)【明色 美顔】[化粧水]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション薬用 メンズ美顔水(80mL)【明色 美顔】[化粧水],明色 美顔 / 化粧水★税抜1900円以上で送料無料★。薬用 メンズ美顔水(80mL)【明色 美顔】[化粧水][rn]
8-57520,http://tshop.r10s.jp/soukai/cabinet/97/20714290597.jpg?fitin=700:700,3460.0000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,クリニーク クラリファイング ローション2(400mL)【CLINIQUE(クリニーク)】【送料無料】,CLINIQUE(クリニーク)☆送料無料☆,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞化粧水＞拭き取りタイプ化粧水＞クリニーク クラリファイング ローション2 (400mL)<br><br>☆送料無料☆<br><br>【クリニーク クラリファイング ローション2の商品詳細】<br>●拭き取りタイプの角質ケアローション<br>●古い角質と過剰な皮脂をふき取ってすっきりクリア肌に！<br>●不要な角質を取り除くことで保湿成分の浸透※を助け、しっとりみずみずしく整えます。(※角質層まで)<br>●2-ドライ コンビネーションスキン<br>●乾燥～混合肌<br><br>【成分】<br>水、変性アルコール、グリセリン、ハマメリス、メントール、アセチルグルコサミン、トレハロース、ヒアルロン酸Na、BG、炭酸水素Na、赤201、赤227、紫401<br><br>【原産国】<br>イギリス<br><br>【ブランド】<br>CLINIQUE(クリニーク)<br><br>【発売元、製造元、輸入元又は販売元】<br>爽快ドラッグ<br><br>(CLINIQUE Clarifying Lotion 2)<br><br>爽快ドラッグ<br>532-0011 大阪市淀川区西中島1-11-16 新大阪CSPビル本館3階<br>0570-666-632<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[化粧水/ブランド：CLINIQUE(クリニーク)/]</div><!---->,クリニーク クラリファイング ローション2(400mL)【CLINIQUE(クリニーク)】【送料無料】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションクリニーク クラリファイング ローション2(400mL)【CLINIQUE(クリニーク)】【送料無料】,CLINIQUE(クリニーク)☆送料無料☆。クリニーク クラリファイング ローション2(400mL)【CLINIQUE(クリニーク)】【送料無料】[rn]
8-57521,http://tshop.r10s.jp/soukai/cabinet/57/4987107616357.jpg?fitin=700:700,1200.0000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,ミノン アミノモイスト モイストチャージ ローション I しっとりタイプ つめかえ用(130mL)【MINON(ミノン)】,MINON(ミノン)★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞化粧水＞保湿化粧水＞ミノン アミノモイスト モイストチャージ ローション I しっとりタイプ つめかえ用 (130mL)<br><br>★税抜1900円以上で送料無料★<br><br>【ミノン アミノモイスト モイストチャージ ローション I しっとりタイプ つめかえ用の商品詳細】<br>●すっと肌になじんでべたつかないのに、しっとり感<br>●角質層をやわらげ、うるおいを蓄えるベースを整えます。<br>●キメを整え、ふっくらとしたみずみずしい肌に仕上げます。<br>●無香料・無着色・弱酸性・アルコール(エチルアルコール)無添加・パラベンフリー<br>●紫外線吸収剤フリー・アレルギーテスト済み※1・パッチテスト済み※2<br>●スティンギングテスト済み※2(ピリピリ、ヒリヒリといった使用直後の刺激感を確かめるテストです)・敏感肌・乾燥肌の方による連用テスト済み※2<br>※1 すべての方にアレルギーが起こらないというわけではありません<br>※2 すべての方の肌に合うということではありません<br><br>【使用方法】<br>・洗顔後、清潔な手のひらに適量(3～5プッシュ)を取り、顔全体にやさしくなじませます。<br>※本品はつめかえ用です。必ず「ミノン アミノモイスト モイストチャージ ローション I」の使用済みボトルにつめかえてください。<br><br>【成分】<br>水、グリセリン、BG、プロパンジオール、メチルグルセス-20、PEG-75、セリン、ベタイン、クエン酸Na、グリチルリチン酸2K、トリイソステアリン酸PEG-50水添ヒマシ油、ラウロイルグルタミン酸ジ(フィトステリル／オクチルドデシル)、フェノキシエタノール、アルギニン、クエン酸、PEG-60水添ヒマシ油、トコフェロール、PCA-Na、アラニン、リシンHCL、ココイルアルギニンエチルPCA、グリシン、セテス-20、トレオニン、バリン、ヒスチジン、プロリン、ロイシン、ペンテト酸5Na、カルノシン、ポリクオタニウム-61、1.2-ヘキサンジオール、水添レシチン、ラウリン酸ポリグリセリル-10、ヒアルロン酸Na、加水分解ヒアルロン酸<br>【注意事項】<br>・お肌に異常が生じていないかよく注意してご使用下さい。本品がお肌に合わない次のような場合には、使用を中止して下さい。そのまま使用を続けますと、症状を悪化させることがありますので、皮膚科専門医等にご相談されることをおすすめします。<br>(1)使用中、赤み、はれ、かゆみ、刺激、色抜け(白斑等)や黒ずみ等の異常があらわれた場合<br>(2)使用したお肌に、直射日光があたって上記のような異常があらわれた場合<br>・傷やはれもの、しっしん等、異常のある部位にはご使用にならないで下さい。<br>・お肌の弱い方は腕の内側の皮膚の弱い部分に少量を塗布し、赤みやかゆみが起きないことをご確認下さい。<br>・目に入らないようご注意下さい。万一、目に入った場合は、すぐに水又はぬるま湯で洗い流して下さい。<br>・乳幼児の手の届かない所に保管して下さい。<br>・極端に高温又は低温の場所、直射日光のあたる場所には保管しないで下さい。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>MINON(ミノン)<br><br>【発売元、製造元、輸入元又は販売元】<br>第一三共ヘルスケア<br><br>(MINON アミノモイストN モイストチャージローション? 詰め替え用 詰替え用 詰替用)<br><br>第一三共ヘルスケア<br>103-8541 東京都中央区日本橋小網町1-8<br>06-6203-1951<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[化粧水/ブランド：MINON(ミノン)/]</div><!---->,ミノン アミノモイスト モイストチャージ ローション I しっとりタイプ つめかえ用(130mL)【MINON(ミノン)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションミノン アミノモイスト モイストチャージ ローション I しっとりタイプ つめかえ用(130mL)【MINON(ミノン)】,MINON(ミノン)★税抜1900円以上で送料無料★。ミノン アミノモイスト モイストチャージ ローション I しっとりタイプ つめかえ用(130mL)【MINON(ミノン)】[rn]
8-57522,http://tshop.r10s.jp/soukai/cabinet/55/4902468238055.jpg?fitin=700:700,700.0000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,明色 モイスチュア炭酸ミスト(80g)【明色】[化粧水 スキンケア],明色 / 化粧水 スキンケア★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞化粧水＞ミスト・スプレータイプ化粧水＞明色 モイスチュア炭酸ミスト (80g)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：化粧品<br><br>【明色 モイスチュア炭酸ミストの商品詳細】<br>●モイストチャージ効果で、しっとり透明感のある肌へ！<br>●微粒子の炭酸ミストが、みずみずしく潤いのあるお肌にととのえます。<br>●認証機関認定済みオーガニックローズ水(整肌成分)配合<br>●ハトムギエキス(保湿成分)、ナノヒアルロン酸(うるおい補給成分)配合<br>●メイクの上からOK！<br><br>【使用方法】<br>・顔、体に20cmほど離してスプレーしてください。<br>・メイクの上からでもご使用いただけます。<br><br>【成分】<br>水、BG、ベタイン、二酸化炭素、ダマスクバラ花水、ヨクイニンエキス、加水分解ヒアルロン酸、グリチルリチン酸2K、PEG-40水添ヒマシ油、PPG-6デシルテトラデセス-30、クエン酸Na、クエン酸、メチルパラベン、窒素、香料<br>【注意事項】<br>★ご使用上の注意<br>・缶を振らないで、まっすぐ立てた状態でご使用ください。振ったり横向きに使用しますと、ガスだけが抜けて最後まで噴射できなくなることがあります。<br>・お肌に合わない時や異常のある時には使用しないでください。<br>・目に入らないようご注意ください。<br>・使用中に異常があらわれたときは、使用を中止し、皮膚科専門医等へご相談ください。<br>・極端に高温または低温の場所、直射日光を避け、乳幼児の手の届かないところに置いてください。<br>・捨てる時には火気のない戸外で噴射音が無くなるまでボタンを押し、ガスを抜いてください。<br>★高温に注意<br>・加圧されている製品の為、下記の注意を守ること。<br>(1)温度が40度以上となる所に置かないこと。<br>(2)火の中に入れないこと。<br>(3)使い切って捨てること。<br>窒素・炭酸ガス使用<br><br>【原産国】<br>日本<br><br>【ブランド】<br>明色<br><br>【発売元、製造元、輸入元又は販売元】<br>明色化粧品<br><br>(モイスチャー炭酸ミスト)<br><br>/(/F275703/F275703/)/<br><br>明色化粧品<br>552-0012 大阪府大阪市港区市岡2-4-30<br>0120-12-4680<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[化粧水/ブランド：明色/]</div><!---->,明色 モイスチュア炭酸ミスト(80g)【明色】[化粧水 スキンケア]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション明色 モイスチュア炭酸ミスト(80g)【明色】[化粧水 スキンケア],明色 / 化粧水 スキンケア★税抜1900円以上で送料無料★。明色 モイスチュア炭酸ミスト(80g)【明色】[化粧水 スキンケア][rn]
8-57523,http://tshop.r10s.jp/soukai/cabinet/16/4964596451416.jpg?fitin=700:700,539.2000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,サナ ハダノミー 濃ミスト(250mL)【ハダノミー】[化粧水 スキンケア],ハダノミー / 化粧水 スキンケア★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞化粧水＞高保湿化粧水＞サナ ハダノミー 濃ミスト (250mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z16/z4964596451416.jpg' width='100%'><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z16/z4964596451416-2.jpg' width='100%'><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z16/z4964596451416-3.jpg' width='100%'><br><br>商品区分：化粧品<br><br>【サナ ハダノミー 濃ミストの商品詳細】<br>●美肌のための保湿成分「マイクロコラーゲン」1000mg配合<br>●スプレー式の化粧水なので、いつでもどこでもうるおい補給！<br>●ほのかな天然のアロマです。<br><br>【ご使用法】<br>・お顔から15cm程はなし、スプレーして手のひらで押さえるようになじませて下さい。<br>・夜はお風呂あがりや洗顔後、朝はメイクの前にも、日中はメイクの上からもお使いいただけます。<br><br>【注意】<br>・傷・はれもの・湿疹など、お肌に異常のあるときはお使いにならないでください。<br>・使用中、または使用後日光に当たって、赤み・はれ・かゆみ・刺激などの異常があらわれた場合は、使用を中止し、皮膚科専門医へご相談ください。そのまま化粧品類の使用を続けますと悪化することがあります。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>ハダノミー<br><br>【発売元、製造元、輸入元又は販売元】<br>常盤薬品工業 化粧品営業部<br><br>(肌飲み HADANOMY 0.25L)<br><br>常盤薬品工業 化粧品営業部<br>650-0046 兵庫県神戸市中央区港島中町6-13-1<br>0120-081-937<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[化粧水/ブランド：ハダノミー/]</div><!---->,サナ ハダノミー 濃ミスト(250mL)【ハダノミー】[化粧水 スキンケア]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションサナ ハダノミー 濃ミスト(250mL)【ハダノミー】[化粧水 スキンケア],ハダノミー / 化粧水 スキンケア★税抜1900円以上で送料無料★。サナ ハダノミー 濃ミスト(250mL)【ハダノミー】[化粧水 スキンケア][rn]
8-57524,http://tshop.r10s.jp/soukai/cabinet/93/3415900032193.jpg?fitin=700:700,1760.0000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,ソワン・ドー 肌用スプリングウォーター(300g)【ソワン・ドー】[化粧水 スキンケア]【送料無料】,ソワン・ドー / 化粧水 スキンケア☆送料無料☆,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞化粧水＞ミスト・スプレータイプ化粧水＞ソワン・ドー 肌用スプリングウォーター (300g)<br><br>☆送料無料☆<br><br>商品区分：化粧品<br><br>【ソワン・ドー 肌用スプリングウォーターの商品詳細】<br>●「お肌にいい水」があります。ソワン・ドー肌用スプリングウォーターは、3つのスキンケアパワーを特徴とした天然水100％のウォータースプレー<br>●1pH(ペーハー)パワー(お肌と同じ弱酸性)<br>水道水の洗顔でアルカリ性に傾いたお肌にシュッとスプレーするだけ<br>●ブースターパワー<br>水の粒子が小さく、超高浸透性なので、スプレーするだけで、後に使うスキンケアをサポート。化粧品の効果を高めたい人に特におススメです。<br>●クリニカルパワー<br>天然水に含まれる微量ミネラルが含まれ、お肌をやさしくケアします。<br><br>【おススメ使い方】<br>・朝晩の洗顔後に<br>・外出時の保湿やリフレッシュに<br>・乾燥の季節の水分補給に<br>・汗や余分な油分の拭き取りに(お顔全体にスプレーし、軽くティッシュオフ。お化粧直しに差が出ます)<br>・髪の毛の寝癖直しに<br>・赤ちゃんにも<br><br>【成分】<br>水、窒素<br><br>【原産国】<br>フランス<br><br>【ブランド】<br>ソワン・ドー<br><br>【発売元、製造元、輸入元又は販売元】<br>大香<br><br><font color='red'>【問い合わせ番号】<br>エコベール：0120-61-9100<br>メソッド　：0120-551-223<br>ソワンドー：0120-20-5017<br></font><br><br>(ソワンドー 0.3kg)<br><br>大香<br>104-0061 東京都中央区銀座3-5-8<br>03-3567-8456<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[化粧水/ブランド：ソワン・ドー/]</div><!---->,ソワン・ドー 肌用スプリングウォーター(300g)【ソワン・ドー】[化粧水 スキンケア]【送料無料】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションソワン・ドー 肌用スプリングウォーター(300g)【ソワン・ドー】[化粧水 スキンケア]【送料無料】,ソワン・ドー / 化粧水 スキンケア☆送料無料☆。ソワン・ドー 肌用スプリングウォーター(300g)【ソワン・ドー】[化粧水 スキンケア]【送料無料】[rn]
8-57525,http://tshop.r10s.jp/soukai/cabinet/44/4992440032344.jpg?fitin=700:700,1200.0000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,ソーダピケ 炭酸うるおいミスト(150g)[美容液],美容液★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞化粧水＞ミスト・スプレータイプ化粧水＞ソーダピケ 炭酸うるおいミスト (150g)<br><br>★税抜1900円以上で送料無料★<br><br>【ソーダピケ 炭酸うるおいミストの商品詳細】<br>●炭酸※のチカラで素肌リフレッシュ＆うるおい！化粧ノリに差がつく炭酸化粧水(※炭酸ガス(噴射剤))<br>●メイクの上からもOK・髪や身体にもOK<br>●ぷるんと弾むクリアな肌へ<br>●濃炭酸＆濃うるおいの秘密<br>・炭酸たくさん閉じこめました<br>炭酸がたっぷり溶け込んだ細かい霧のシャワーで瞬時にお肌をリフレッシュ！<br>・うるおい美容成分が浸透<br>炭酸のパワーに導かれ美容成分がお肌の角質層までしっかり浸透。うるおいがめぐり透明感のあるお肌に<br>●うるおい成分：コラーゲン・ヒアルロン酸・アロエエキス・カミツレエキス・ユズエキス配合<br>●シトラスハーブ(精油)の爽やかな香り<br><br>【使用方法】<br>・洗顔後顔から15cm以上離して目を閉じスプレーしてください。<br>・メイクの上からもご使用できます。<br>※容器は振らずに立てた状態でご使用ください。<br><br>【成分】<br>水、BG、PEG-150、グリセリン、ヒアルロン酸Na、加水分解コラーゲン、アロエベラ液汁、ユズ果実エキス、オレンジ果皮油、グレープフルーツ果皮油、カミツレ花エキス、ローマカミツレ花油、クエン酸、クエン酸Na、二酸化炭素、窒素、グリチルリチン酸2K、アラントイン、エタノール、PEG-40水添ヒマシ油、メチルパラベン、プロピルパラベン<br>【注意事項】<br>★ご注意<br>・お肌に合わない時はご使用をおやめください。<br>・傷、はれもの、湿疹等、異常のある時は使用しないでください。<br>・使用中、使用後に刺激などの異常が現れた時は使用を中止し、皮膚科専門医等へのご相談をおすすめします。<br>・万一目に入った場合はこすらず、すぐに洗い流してください。異物感が残る場合は眼科医等へのご相談をおすすめします。<br>・乳幼児の手の届くところや直射日光が当たるところ、極端な高温または低温の場所には保管しないでください。<br>・捨てる時は火気のない屋外で噴射音が消えるまでボタンを押してガスを抜いてください。<br>★高温に注意<br>加圧されている製品のため、下記の注意を守ること。<br>(1)温度が40度以上となる所に置かないこと。<br>(2)火の中に入れないこと。<br>(3)使いきって捨てること。<br>炭酸ガス・窒素ガス使用<br><br>【原産国】<br>日本<br><br>【発売元、製造元、輸入元又は販売元】<br>石澤研究所<br><br>(炭酸潤いミスト)<br><br>/(/F275703/F275703/)/<br><br>石澤研究所<br>150-0001 東京都渋谷区神宮前4-4-9 フラッツ表参道<br>0120-49-1430<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[化粧水]</div><!---->,ソーダピケ 炭酸うるおいミスト(150g)[美容液]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションソーダピケ 炭酸うるおいミスト(150g)[美容液],美容液★税抜1900円以上で送料無料★。ソーダピケ 炭酸うるおいミスト(150g)[美容液][rn]
8-57526,http://tshop.r10s.jp/soukai/cabinet/88/4580198324288.jpg?fitin=700:700,1128.0000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,炭酸塩美人ミスト(125g)[化粧水 スキンケア],化粧水 スキンケア★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞化粧水＞ミスト・スプレータイプ化粧水＞炭酸塩美人ミスト (125g)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：化粧品<br><br>【炭酸塩美人ミストの商品詳細】<br>●シオビジンの潤いを閉じ込めたミクロの泡の炭酸ミスト<br>●ミクロの霧が肌や髪の角質層へ浸透し、潤い・ハリ・ツヤを与えます。<br>●スキンケア・ボディケア・ヘアケア・スカルプケアとしてお使い下さい。<br><br>【使用方法】<br>・噴霧したい部位から20cm程度離してお使いください。<br>・1～3秒間噴霧し、自然乾燥するまでふき取らないでください。<br>・朝晩のスキンケア、髪の乾燥防止、頭皮ケア、ボディケア、日焼け後、及びスポーツ後にお使いください。<br>・ボトルの頭部を上にしてご使用してください。逆さや横向きにして使うと容器内のガスが無くなり噴霧ができなくなります。<br><br>【成分】<br>水、BG、グリセリン、加水分解コラーゲン、フェノキシエタノール、ペンチレングリコール、アセチルヒアルロン酸Na、銀、水又は海水、炭酸水素Na、窒素、二酸化炭素、塩化Mg<br>【注意事項】<br>★ご使用保管上の注意<br>・お肌に異常があるとき、または合わないときはご使用をおやめください。<br>・使用中、使用後に刺激など異常があらわれたときは使用を中止し、皮膚科専門医などへのご相談をおすすめします。<br>・目に入ったときは、直ちに洗い流してください。また、直射日光の当たるお肌につけますと、まれにかぶれたり、シミになることがありますので、ご注意ください。<br>・ご使用後は必ずキャップをしめてください。<br>・乳幼児の手の届かないところに保管してください。<br>・極端に高温又は低温の場所、直射日光のあたる場所には保管しないでください。<br>・ファンヒーターの吹き出し口などに置くと温度が上がって破裂する恐れがあり危険です。<br>・捨てるときには噴射音がなくなるまでボタンを押し、ガスを抜いてください。<br>★高温に注意<br>加圧されている製品のため、下記の注意を守ること<br>(1)温度が40度以上となるところに置かないこと。<br>(2)火の中に入れないこと。<br>(3)使い切って捨てること。<br>炭酸ガス・窒素ガス使用<br><br>【原産国】<br>日本<br><br>【発売元、製造元、輸入元又は販売元】<br>ビリープ<br><br>(フェイス＆ボディケアミストT TANSAN siobijin mist)<br><br>/(/F275703/F275703/)/<br><br>ビリープ<br>730-0843 広島県広島市中区舟入本町9-20<br>0120-477-779<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[化粧水]</div><!---->,炭酸塩美人ミスト(125g)[化粧水 スキンケア]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション炭酸塩美人ミスト(125g)[化粧水 スキンケア],化粧水 スキンケア★税抜1900円以上で送料無料★。炭酸塩美人ミスト(125g)[化粧水 スキンケア][rn]
8-57527,http://tshop.r10s.jp/soukai/cabinet/41/669558600041.jpg?fitin=700:700,3261.6000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,john masters organics ローズ＆アロエ ハイドレイティングトナー(59mL)【ジョンマスターオーガニック】[化粧水 スキンケア]【送料無料】,ジョンマスターオーガニック / 化粧水 スキンケア☆送料無料☆,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞化粧水＞保湿化粧水＞john masters organics ローズ＆アロエ ハイドレイティングトナー (59mL)<br><br>☆送料無料☆<br><br>商品区分：化粧品<br><br>【john masters organics ローズ＆アロエ ハイドレイティングトナーの商品詳細】<br>●ローズの甘く爽やかな香りに癒される、ミストタイプの化粧水<br>●肌の角層にぐんぐん浸透し、ハリのあるふっくらとした肌に仕上げます。<br>●ローズの他、アロエ(保湿)やオート麦などの優れたブレンド<br>●乾燥が気になる肌に、特におすすめです。<br><br>【使用方法】<br>・清潔な肌に、10プッシュを2回に分けて使用します。1回目に5～6プッシュをスプレーし、手のひらでゆっくり顔全体を覆いながらなじませ、十分になじんだら再び4～5プッシュスプレーし、同様になじませます。<br>・ローションマスク用化粧水としてもお使いいただけます。<br>・メイクの上からの水分補給にもお使いください。<br><br>【注意事項】<br>・お肌に傷、はれもの、湿疹等、異常のあるときは、お使いにならないで下さい。<br>・お肌に合わないときは、ご使用をお止め下さい。<br><br>【原産国】<br>米国<br><br>【ブランド】<br>ジョンマスターオーガニック<br><br>【発売元、製造元、輸入元又は販売元】<br>爽快ドラッグ<br><br><font color='red'>本品は並行輸入品であり、成分、パッケージが日本の製品と異なる場合がございます。</font><br><br>(ジョンマスターオーガニック)<br><br>爽快ドラッグ<br>532-0011 大阪市淀川区西中島1-11-16 新大阪CSPビル本館3階<br>0570-666-632<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[化粧水/ブランド：ジョンマスターオーガニック/]</div><!---->,john masters organics ローズ＆アロエ ハイドレイティングトナー(59mL)【ジョンマスターオーガニック】[化粧水 スキンケア]【送料無料】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションjohn masters organics ローズ＆アロエ ハイドレイティングトナー(59mL)【ジョンマスターオーガニック】[化粧水 スキンケア]【送料無料】,ジョンマスターオーガニック / 化粧水 スキンケア☆送料無料☆。john masters organics ローズ＆アロエ ハイドレイティングトナー(59mL)【ジョンマスターオーガニック】[化粧水 スキンケア]【送料無料】[rn]
