8-13205,,7344.0000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』##■〒範多機械/ＨＡＮＴＡ【5247】(4867505) 爪レーキ 受注単位1,工事用品\土木作業・大工用品\レーキ,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<font size=""4"" color=""""><b>※こちらの商品はメーカー直送品となります。ご入金確認後のお手配です。</b></font><br>
<br><br><font size=""4"" color=""""><b>※こちらの商品は送料が別途発生する場合があります。詳しくはお問い合わせください。</b></font><br>
※追加送料は別途当店からのメールで訂正されます。<br><br>
<br><br>●木柄レーキです。<br><br>●道路舗装用。<br><br>●全長(mm)：1700<br>●先幅(mm)：405<br>●爪長さ(mm)：80<br>●質量(kg)：2.0<br><br><br>●刃先：鉄<br>●柄：木<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』##■〒範多機械/ＨＡＮＴＡ【5247】(4867505) 爪レーキ 受注単位1：クローバー資材館,『カード対応OK！』##■〒範多機械/ＨＡＮＴＡ【5247】(4867505) 爪レーキ 受注単位1,工事用品\土木作業・大工用品\レーキ。『カード対応OK！』##■〒範多機械/ＨＡＮＴＡ【5247】(4867505) 爪レーキ 受注単位1[rn]
8-13206,,2608.0000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』###■〒アルミス【S-600】(4850190) アルミ代かき 受注単位1,工事用品\土木作業・大工用品\レーキ,"<br><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<font size=""4"" color=""""><b>※こちらの商品は代引きでのお取り扱いはできません。ご入金確認後のお手配です。</b></font><br><br>
<br><font size=""4"" color=""""><b>※こちらの商品は規定外の為別途送料がかかります。詳しくはお問い合わせください。</b></font><br>
※追加送料は別途当店からのメールで訂正されます。<br><br>
<br><br>●アルミ製の為とても軽いです。<br>●滑り止めの溝入パイプ仕様です。<br><br><br>●全長(mm)：1500<br>●先幅(mm)：600<br>●爪長さ(mm)：110<br>●質量(kg)：1.1<br><br><br>●アルミ合金<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』###■〒アルミス【S-600】(4850190) アルミ代かき 受注単位1：クローバー資材館,『カード対応OK！』###■〒アルミス【S-600】(4850190) アルミ代かき 受注単位1,工事用品\土木作業・大工用品\レーキ。『カード対応OK！』###■〒アルミス【S-600】(4850190) アルミ代かき 受注単位1[rn]
8-13207,,2800.8000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』###■〒アルミス【S-800】(4850203) アルミ代かき 受注単位1,工事用品\土木作業・大工用品\レーキ,"<br><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<font size=""4"" color=""""><b>※こちらの商品は代引きでのお取り扱いはできません。ご入金確認後のお手配です。</b></font><br><br>
<br><font size=""4"" color=""""><b>※こちらの商品は規定外の為別途送料がかかります。詳しくはお問い合わせください。</b></font><br>
※追加送料は別途当店からのメールで訂正されます。<br><br>
<br><br>●アルミ製の為とても軽いです。<br>●滑り止めの溝入パイプ仕様です。<br><br><br>●全長(mm)：1800<br>●先幅(mm)：800<br>●爪長さ(mm)：110<br>●質量(kg)：1.3<br><br><br>●アルミ合金<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』###■〒アルミス【S-800】(4850203) アルミ代かき 受注単位1：クローバー資材館,『カード対応OK！』###■〒アルミス【S-800】(4850203) アルミ代かき 受注単位1,工事用品\土木作業・大工用品\レーキ。『カード対応OK！』###■〒アルミス【S-800】(4850203) アルミ代かき 受注単位1[rn]
8-13208,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010002833793.jpg?fitin=700:700,2369.6000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒ナルセ商工/カネ三　油焼角鏝【AKK-240  (240MM)】(2334186) 受注単位1,工事用品\土木作業・大工用品\左官用品,"<font size=""4""><p>納期目安：</font><u><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></u></p><br><br><br>●コテ部に工具鋼、板厚0.5mmの焼き入れ鋼です。<br><br><br><br><br><br><br><br><br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒ナルセ商工/カネ三　油焼角鏝【AKK-240  (240MM)】(2334186) 受注単位1：クローバー資材館,『カード対応OK！』■〒ナルセ商工/カネ三　油焼角鏝【AKK-240  (240MM)】(2334186) 受注単位1,工事用品\土木作業・大工用品\左官用品。『カード対応OK！』■〒ナルセ商工/カネ三　油焼角鏝【AKK-240  (240MM)】(2334186) 受注単位1[rn]
8-13209,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010002838546.jpg?fitin=700:700,1641.6000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒リス興業/リス　ウルトラバケツ　Ｒ底　ロープ付き　１４Ｌ【UTR-B-R】(2549174) 受注単位1,工事用品\土木作業・大工用品\左官用品,"<font size=""4""><p>納期目安：</font><u><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></u></p><br><br><br>●使いやすさの追求と柔軟性材料を用い、プロユースにお応えできます。<br>●丈夫で持ちやすく、割れにくいです。<br><br><br><br><br><br><br><br><br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒リス興業/リス　ウルトラバケツ　Ｒ底　ロープ付き　１４Ｌ【UTR-B-R】(2549174) 受注単位1：クローバー資材館,『カード対応OK！』■〒リス興業/リス　ウルトラバケツ　Ｒ底　ロープ付き　１４Ｌ【UTR-B-R】(2549174) 受注単位1,工事用品\土木作業・大工用品\左官用品。『カード対応OK！』■〒リス興業/リス　ウルトラバケツ　Ｒ底　ロープ付き　１４Ｌ【UTR-B-R】(2549174) 受注単位1[rn]
8-13210,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010002833802.jpg?fitin=700:700,1292.0000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒ナルセ商工/カネ三　特上ゴム鏝【TGK-210】(2494469) 受注単位1,工事用品\土木作業・大工用品\左官用品,"<font size=""4""><p>納期目安：</font><u><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></u></p><br><br><br>●高密度のゴム（9mm）を使用しているため、耐摩耗性が高く粘度が非常に良好です。<br><br><br><br><br><br><br><br><br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒ナルセ商工/カネ三　特上ゴム鏝【TGK-210】(2494469) 受注単位1：クローバー資材館,『カード対応OK！』■〒ナルセ商工/カネ三　特上ゴム鏝【TGK-210】(2494469) 受注単位1,工事用品\土木作業・大工用品\左官用品。『カード対応OK！』■〒ナルセ商工/カネ三　特上ゴム鏝【TGK-210】(2494469) 受注単位1[rn]
8-13211,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010003805260.jpg?fitin=700:700,1988.8000,,花・ガーデン・DIY > DIY・工具 > その他,##『カード対応OK！』■〒トンボ工業/トンボ　ロイヤル小混【RSC】(3604675) 受注単位1,工事用品\土木作業・大工用品\左官用品,"<p><font size=""4"" color=""#0033ff""><b>※こちらの商品は問屋運送便となります。ご入金確認後のお手配です。</b></font></p><br><font size=""4""><p>納期目安：</font><u><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></u></p><br><br><br>●熱処理をしたショベル鋼板を使用しているので摩擦に強いです。<br>●ミニショベルより全長が長く、刃先が小さいので作業が楽です。<br><br><br><br><br><br><br><br><br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",##『カード対応OK！』■〒トンボ工業/トンボ　ロイヤル小混【RSC】(3604675) 受注単位1：クローバー資材館,##『カード対応OK！』■〒トンボ工業/トンボ　ロイヤル小混【RSC】(3604675) 受注単位1,工事用品\土木作業・大工用品\左官用品。##『カード対応OK！』■〒トンボ工業/トンボ　ロイヤル小混【RSC】(3604675) 受注単位1[rn]
8-13212,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010005201022.jpg?fitin=700:700,8611.2000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒リス興業/リス　練り樽　１００【NT-100】(3569292) 受注単位1,工事用品\土木作業・大工用品\左官用品,"<font size=""4""><p>納期目安：</font><u><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></u></p><br><br><br>●材質に柔軟な樹脂を用い、肉厚に成型されているため、モルタルなどのかくはんに適しています。<br><br><br><br><br><br><br><br><br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒リス興業/リス　練り樽　１００【NT-100】(3569292) 受注単位1：クローバー資材館,『カード対応OK！』■〒リス興業/リス　練り樽　１００【NT-100】(3569292) 受注単位1,工事用品\土木作業・大工用品\左官用品。『カード対応OK！』■〒リス興業/リス　練り樽　１００【NT-100】(3569292) 受注単位1[rn]
8-13213,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010005201044.jpg?fitin=700:700,2296.0000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒リス興業/リス　練り樽　３０【NT-30】(3569306) 受注単位1,工事用品\土木作業・大工用品\左官用品,"<font size=""4""><p>納期目安：</font><u><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></u></p><br><br><br>●材質に柔軟な樹脂を用い、肉厚に成型されているため、モルタルなどのかくはんに適しています。<br><br><br><br><br><br><br><br><br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒リス興業/リス　練り樽　３０【NT-30】(3569306) 受注単位1：クローバー資材館,『カード対応OK！』■〒リス興業/リス　練り樽　３０【NT-30】(3569306) 受注単位1,工事用品\土木作業・大工用品\左官用品。『カード対応OK！』■〒リス興業/リス　練り樽　３０【NT-30】(3569306) 受注単位1[rn]
8-13214,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010002838545.jpg?fitin=700:700,1641.6000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒リス興業/リス　ウルトラバケツ　Ｒ底　柄付き　１４Ｌ【UTR-B】(2509164) 受注単位1,工事用品\土木作業・大工用品\左官用品,"<font size=""4""><p>納期目安：</font><u><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></u></p><br><br><br>●使いやすさの追求と柔軟性材料を用い、プロユースにお応えできます。<br>●丈夫で持ちやすく、割れにくいです。<br><br><br><br><br><br><br><br><br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒リス興業/リス　ウルトラバケツ　Ｒ底　柄付き　１４Ｌ【UTR-B】(2509164) 受注単位1：クローバー資材館,『カード対応OK！』■〒リス興業/リス　ウルトラバケツ　Ｒ底　柄付き　１４Ｌ【UTR-B】(2509164) 受注単位1,工事用品\土木作業・大工用品\左官用品。『カード対応OK！』■〒リス興業/リス　ウルトラバケツ　Ｒ底　柄付き　１４Ｌ【UTR-B】(2509164) 受注単位1[rn]
8-13215,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010005014093.jpg?fitin=700:700,1902.4000,,花・ガーデン・DIY > DIY・工具 > その他,##『カード対応OK！』■〒トンボ工業/トンボ　ロイヤル木柄ショベル角形【RSK】(4115724) 受注単位1,工事用品\土木作業・大工用品\左官用品,"<p><font size=""4"" color=""#0033ff""><b>※こちらの商品は問屋運送便となります。ご入金確認後のお手配です。</b></font></p><br><font size=""4""><p>納期目安：</font><u><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></u></p><br><br><br>●刃先はショベル鋼板（Ｓ５０Ｃ）を使用し、焼き入れ・焼き戻しの熱処理済みです。<br>●柄は使うほど手に馴染み、強度抜群な国産樫材を使用しています。<br><br><br><br><br><br><br><br><br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",##『カード対応OK！』■〒トンボ工業/トンボ　ロイヤル木柄ショベル角形【RSK】(4115724) 受注単位1：クローバー資材館,##『カード対応OK！』■〒トンボ工業/トンボ　ロイヤル木柄ショベル角形【RSK】(4115724) 受注単位1,工事用品\土木作業・大工用品\左官用品。##『カード対応OK！』■〒トンボ工業/トンボ　ロイヤル木柄ショベル角形【RSK】(4115724) 受注単位1[rn]
