8-20807,http://tshop.r10s.jp/viporte/cabinet/fragrance12/cds.jpg?fitin=700:700,6384.0000,,美容・コスメ・香水 > 香水・フレグランス,クリスチャンディオール ソバージュ EDT オードトワレ SP 60ml ソヴァージュ CHRISTIAN DIOR  SAUVAGE EAU DE TOILETTE SPRAY,for　men　野性的な側面と、洗練されたエレガンス,"【商品紹介】<BR>

フレッシュでエレガンスを感じさせながらも野生的で本能に響く香り。
ディオール フレグランス クリエイター、フランソワ・ドゥマシーが創りあげた、荒しさと気高さが遭遇する新メンズ フレグランスです。 
カラブリアン ベルガモットのジューシーでフレッシュな、輝くようなトップノートがはじけます。
貴重なアンバーグリスの芳香を再現するアンブロクサンは、力強いウッディーノートをそこはかとなく漂わせます。 

<BR><P>



【使用上の注意】<BR>
●直射日光のあたるお肌に香水をつけますと、まれにかぶれたりシミになる場合がございます。<BR>
●可燃性製品は火気には十分ご注意ください。<BR>
●傷やはれもの・湿疹など、異常のある部位にはお使いにならないでください。<BR>
●フレグランス商品は、シルク・薄い布地や白または淡い色の衣服には、シミになることがありますので、直接おつけにならないでください。<BR>
●目に入ったときは、直ちに洗い流してください。<BR><P>

【その他の注意】<BR>
●乳幼児の手の届かないところに保管してください。<BR>
●極端に高温または低温の場所、直射日光の当たる場所には保管しないでください。<BR>
●使用後は必ずキャップをしっかりと閉めてください。

<BR><P>
※商品画像は、実際と異なる場合がございますので、店舗等でお確かめの上、ご購入ください。
<BR><P>

<table width=350 border=0>
<TR>
<td bgcolor=#666600>
<table cellspacing=1 cellpadding=4 width=100% border=0>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>広告文責</B></td>
<td bgcolor=#ffffff width=75%><!--ここに広告文責-->株式会社ネイチャー倶楽部<BR>　（0120－44－1408）<BR>
</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>メーカー</B></td>
<td bgcolor=#ffffff width=75%><!--ここにメーカー-->クリスチャンディオール</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>区分</B></td>
<td bgcolor=#ffffff width=75%><!--ここに区分-->海外製化粧品</td>
</TR>
</table></td>
</TR>
</table>",クリスチャンディオール ソバージュ EDT オードトワレ SP 60ml ソヴァージュ CHRISTIAN DIOR  SAUVAGE EAU DE TOILETTE SPRAY：ＶＩ・ＰＯＲＴＥ,クリスチャンディオール ソバージュ EDT オードトワレ SP 60ml ソヴァージュ CHRISTIAN DIOR  SAUVAGE EAU DE TOILETTE SPRAY,for　men　野性的な側面と、洗練されたエレガンス。クリスチャンディオール ソバージュ EDT オードトワレ SP 60ml ソヴァージュ CHRISTIAN DIOR  SAUVAGE EAU DE TOILETTE SPRAY[rn]
8-20808,http://tshop.r10s.jp/viporte/cabinet/fragrance3/cdes.jpg?fitin=700:700,7452.0000,,美容・コスメ・香水 > 香水・フレグランス,クリスチャンディオール オーソバージュ EDT オードトワレ SP 100ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY,for　men　柑橘系の香りのブームの原点となった香水,"【商品紹介】<BR>


誕生以来、フレンチ・クラシックの真髄と 言われてきたディオール初のメンズ フレグランス、『オー ソバージュ』。 <BR>
さっぱりした柑橘系のノートと、独特な 男性的なウッディ系の香りの完璧な ブレンド、さわやかさに満ちた、シトラス シプレーの香り。<BR>
喧騒の都会をしなやかに生き抜くための 磨き抜かれたエレガンスと洗練された 男らしさを表現した「野生の水」という名の フレグランスです。<BR><P>



【使用上の注意】<BR>
●直射日光のあたるお肌に香水をつけますと、まれにかぶれたりシミになる場合がございます。<BR>
●可燃性製品は火気には十分ご注意ください。<BR>
●傷やはれもの・湿疹など、異常のある部位にはお使いにならないでください。<BR>
●フレグランス商品は、シルク・薄い布地や白または淡い色の衣服には、シミになることがありますので、直接おつけにならないでください。<BR>
●目に入ったときは、直ちに洗い流してください。<BR><P>

【その他の注意】<BR>
●乳幼児の手の届かないところに保管してください。<BR>
●極端に高温または低温の場所、直射日光の当たる場所には保管しないでください。<BR>
●使用後は必ずキャップをしっかりと閉めてください。

<BR><P>
※商品画像は、実際と異なる場合がございますので、店舗等でお確かめの上、ご購入ください。
<BR><P>

<table width=350 border=0>
<TR>
<td bgcolor=#666600>
<table cellspacing=1 cellpadding=4 width=100% border=0>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>広告文責</B></td>
<td bgcolor=#ffffff width=75%><!--ここに広告文責-->株式会社ネイチャー倶楽部<BR>　（0120－44－1408）<BR>
</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>メーカー</B></td>
<td bgcolor=#ffffff width=75%><!--ここにメーカー-->クリスチャンディオール</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>区分</B></td>
<td bgcolor=#ffffff width=75%><!--ここに区分-->海外製化粧品</td>
</TR>
</table></td>
</TR>
</table>",クリスチャンディオール オーソバージュ EDT オードトワレ SP 100ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY：ＶＩ・ＰＯＲＴＥ,クリスチャンディオール オーソバージュ EDT オードトワレ SP 100ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY,for　men　柑橘系の香りのブームの原点となった香水。クリスチャンディオール オーソバージュ EDT オードトワレ SP 100ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY[rn]
8-20809,http://tshop.r10s.jp/viporte/cabinet/fragrance7/cdesedtnb.jpg?fitin=700:700,6272.0000,,美容・コスメ・香水 > 香水・フレグランス,クリスチャン ディオール オーソバージュ EDT オードトワレ SP 100ml （テスター・未使用）オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY（TESTER）,for　men　柑橘系の香りのブームの原点となった香水,"【商品紹介】<BR>


誕生以来、フレンチ・クラシックの真髄と 言われてきたディオール初のメンズ フレグランス、『オー ソバージュ』。 <BR>
さっぱりした柑橘系のノートと、独特な 男性的なウッディ系の香りの完璧な ブレンド、さわやかさに満ちた、シトラス シプレーの香り。<BR>
喧騒の都会をしなやかに生き抜くための 磨き抜かれたエレガンスと洗練された 男らしさを表現した「野生の水」という名の フレグランスです。<BR><P>



【使用上の注意】<BR>
●直射日光のあたるお肌に香水をつけますと、まれにかぶれたりシミになる場合がございます。<BR>
●可燃性製品は火気には十分ご注意ください。<BR>
●傷やはれもの・湿疹など、異常のある部位にはお使いにならないでください。<BR>
●フレグランス商品は、シルク・薄い布地や白または淡い色の衣服には、シミになることがありますので、直接おつけにならないでください。<BR>
●目に入ったときは、直ちに洗い流してください。<BR><P>

【その他の注意】<BR>
●乳幼児の手の届かないところに保管してください。<BR>
●極端に高温または低温の場所、直射日光の当たる場所には保管しないでください。<BR>
●使用後は必ずキャップをしっかりと閉めてください。

<BR><P>
※商品画像は、実際と異なる場合がございますので、店舗等でお確かめの上、ご購入ください。
<BR><P>

<table width=350 border=0>
<TR>
<td bgcolor=#666600>
<table cellspacing=1 cellpadding=4 width=100% border=0>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>広告文責</B></td>
<td bgcolor=#ffffff width=75%><!--ここに広告文責-->株式会社ネイチャー倶楽部<BR>　（0120－44－1408）<BR>
</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>メーカー</B></td>
<td bgcolor=#ffffff width=75%><!--ここにメーカー-->クリスチャンディオール</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>区分</B></td>
<td bgcolor=#ffffff width=75%><!--ここに区分-->海外製化粧品</td>
</TR>
</table></td>
</TR>
</table>",クリスチャン ディオール オーソバージュ EDT オードトワレ SP 100ml （テスター・未使用）オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY（TESTER）：ＶＩ・ＰＯＲＴＥ,クリスチャン ディオール オーソバージュ EDT オードトワレ SP 100ml （テスター・未使用）オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY（TESTER）,for　men　柑橘系の香りのブームの原点となった香水。クリスチャン ディオール オーソバージュ EDT オードトワレ SP 100ml （テスター・未使用）オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY（TESTER）[rn]
8-20810,http://tshop.r10s.jp/viporte/cabinet/fragrance3/cdes.jpg?fitin=700:700,5520.0000,,美容・コスメ・香水 > 香水・フレグランス,クリスチャンディオール オーソバージュ EDT オードトワレ SP 50ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY,for　men　都会的香り 女性にも好まれる香り,"【商品紹介】<BR>


誕生以来、フレンチ・クラシックの真髄と 言われてきたディオール初のメンズ フレグランス、『オー ソバージュ』。 <BR>
さっぱりした柑橘系のノートと、独特な 男性的なウッディ系の香りの完璧な ブレンド、さわやかさに満ちた、シトラス シプレーの香り。<BR>
喧騒の都会をしなやかに生き抜くための 磨き抜かれたエレガンスと洗練された 男らしさを表現した「野生の水」という名の フレグランスです。<BR><P>



【使用上の注意】<BR>
●直射日光のあたるお肌に香水をつけますと、まれにかぶれたりシミになる場合がございます。<BR>
●可燃性製品は火気には十分ご注意ください。<BR>
●傷やはれもの・湿疹など、異常のある部位にはお使いにならないでください。<BR>
●フレグランス商品は、シルク・薄い布地や白または淡い色の衣服には、シミになることがありますので、直接おつけにならないでください。<BR>
●目に入ったときは、直ちに洗い流してください。<BR><P>

【その他の注意】<BR>
●乳幼児の手の届かないところに保管してください。<BR>
●極端に高温または低温の場所、直射日光の当たる場所には保管しないでください。<BR>
●使用後は必ずキャップをしっかりと閉めてください。

<BR><P>
※商品画像は、実際と異なる場合がございますので、店舗等でお確かめの上、ご購入ください。
<BR><P>

<table width=350 border=0>
<TR>
<td bgcolor=#666600>
<table cellspacing=1 cellpadding=4 width=100% border=0>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>広告文責</B></td>
<td bgcolor=#ffffff width=75%><!--ここに広告文責-->株式会社ネイチャー倶楽部<BR>　（0120－44－1408）<BR>
</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>メーカー</B></td>
<td bgcolor=#ffffff width=75%><!--ここにメーカー-->クリスチャンディオール</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>区分</B></td>
<td bgcolor=#ffffff width=75%><!--ここに区分-->海外製化粧品</td>
</TR>
</table></td>
</TR>
</table>",クリスチャンディオール オーソバージュ EDT オードトワレ SP 50ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY：ＶＩ・ＰＯＲＴＥ,クリスチャンディオール オーソバージュ EDT オードトワレ SP 50ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY,for　men　都会的香り 女性にも好まれる香り。クリスチャンディオール オーソバージュ EDT オードトワレ SP 50ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY[rn]
8-20811,http://tshop.r10s.jp/viporte/cabinet/fragrance5/cdeap.jpg?fitin=700:700,6559.2000,,美容・コスメ・香水 > 香水・フレグランス,クリスチャンディオール エスカル ア ポンディシェリ EDT オードトワレ SP 75ml CHRISTIAN DIOR ESCALE A PONDICHERY EAU DE TOILETTE SPRAY,for　women　ビューティーでグラマラス　☆,"【商品紹介】<BR>


2009年に発売されたレディス香水です。2008年に発売された「エスカル・ア・ポルトフィーノ」に続く「エスカル(寄港)」コレクションの第二弾となっております。今回はインドの南東に位置する「ポンディシェリ」という町をコンセプトにした作品です。<BR><P>

アロマティック・シトラス・ウッディーの、いかにもそれらしいエキゾチックなニュアンスを滲ませた香調をベースにしていて、ビューティーでグラマラスなセダクションを引き出してくれるようなアイテムに仕上げられております。<BR><P>

南インド産ブラック・ティー・エクストラクトやベルガモットなどが、たおやかでリラクゼーション溢れるシトラス・ティーを香り立たせるトップから、<BR>
カルダモンやサンバック・ジャスミン・アブソリュートなどが、情緒のある大人なフローラル・スパイシーを湧き立たせるミドルへ。<BR>
ラストはサンダルウッドやムスクなどが、メロウでゴージャスなウッディー・スウィートを漂わせ、ディープなレディス・センシュアリティーをアピールしてくれそうです。<BR><P>

調香は、同じくディオールの「ディオール・オム・コロン」や「ファーレンハイト32」、ティファニーの「ティファニー」やエマニュエル・ウンガロの傑作「ウンガロ・プールオム」などを手掛けたフランソワ・デュマシー。プロデュースはモエ・ヘネシー・ルイ・ヴィトンです。ちなみにミドルのサンバック・ジャスミンのサンバックも、ポンディシェリの西にあるジャスミンの名産地です。芳醇な艶やかさを湛えた秀作アイテムです。 <BR><P>



【使用上の注意】<BR>
●直射日光のあたるお肌に香水をつけますと、まれにかぶれたりシミになる場合がございます。<BR>
●可燃性製品は火気には十分ご注意ください。<BR>
●傷やはれもの・湿疹など、異常のある部位にはお使いにならないでください。<BR>
●フレグランス商品は、シルク・薄い布地や白または淡い色の衣服には、シミになることがありますので、直接おつけにならないでください。<BR>
●目に入ったときは、直ちに洗い流してください。<BR><P>

【その他の注意】<BR>
●乳幼児の手の届かないところに保管してください。<BR>
●極端に高温または低温の場所、直射日光の当たる場所には保管しないでください。<BR>
●使用後は必ずキャップをしっかりと閉めてください。

<BR><P>
※商品画像は、実際と異なる場合がございますので、店舗等でお確かめの上、ご購入ください。
<BR><P>

<table width=350 border=0>
<TR>
<td bgcolor=#666600>
<table cellspacing=1 cellpadding=4 width=100% border=0>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>広告文責</B></td>
<td bgcolor=#ffffff width=75%><!--ここに広告文責-->株式会社ネイチャー倶楽部<BR>　（0120－44－1408）<BR>
</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>メーカー</B></td>
<td bgcolor=#ffffff width=75%><!--ここにメーカー-->クリスチャンディオール</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>区分</B></td>
<td bgcolor=#ffffff width=75%><!--ここに区分-->海外製化粧品</td>
</TR>
</table></td>
</TR>
</table>",クリスチャンディオール エスカル ア ポンディシェリ EDT オードトワレ SP 75ml CHRISTIAN DIOR ESCALE A PONDICHERY EAU DE TOILETTE SPRAY：ＶＩ・ＰＯＲＴＥ,クリスチャンディオール エスカル ア ポンディシェリ EDT オードトワレ SP 75ml CHRISTIAN DIOR ESCALE A PONDICHERY EAU DE TOILETTE SPRAY,for　women　ビューティーでグラマラス　☆。クリスチャンディオール エスカル ア ポンディシェリ EDT オードトワレ SP 75ml CHRISTIAN DIOR ESCALE A PONDICHERY EAU DE TOILETTE SPRAY[rn]
8-20812,http://tshop.r10s.jp/viporte/cabinet/fragrance9/cdes200.jpg?fitin=700:700,10046.4000,,美容・コスメ・香水 > 香水・フレグランス,クリスチャンディオール オーソバージュ EDT オードトワレ SP 200ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY,for　men　柑橘系の香りのブームの原点となった香水,"【商品紹介】<BR>


誕生以来、フレンチ・クラシックの真髄と 言われてきたディオール初のメンズ フレグランス、『オー ソバージュ』。 <BR>
さっぱりした柑橘系のノートと、独特な 男性的なウッディ系の香りの完璧な ブレンド、さわやかさに満ちた、シトラス シプレーの香り。<BR>
喧騒の都会をしなやかに生き抜くための 磨き抜かれたエレガンスと洗練された 男らしさを表現した「野生の水」という名の フレグランスです。<BR><P>



【使用上の注意】<BR>
●直射日光のあたるお肌に香水をつけますと、まれにかぶれたりシミになる場合がございます。<BR>
●可燃性製品は火気には十分ご注意ください。<BR>
●傷やはれもの・湿疹など、異常のある部位にはお使いにならないでください。<BR>
●フレグランス商品は、シルク・薄い布地や白または淡い色の衣服には、シミになることがありますので、直接おつけにならないでください。<BR>
●目に入ったときは、直ちに洗い流してください。<BR><P>

【その他の注意】<BR>
●乳幼児の手の届かないところに保管してください。<BR>
●極端に高温または低温の場所、直射日光の当たる場所には保管しないでください。<BR>
●使用後は必ずキャップをしっかりと閉めてください。

<BR><P>
※商品画像は、実際と異なる場合がございますので、店舗等でお確かめの上、ご購入ください。
<BR><P>

<table width=350 border=0>
<TR>
<td bgcolor=#666600>
<table cellspacing=1 cellpadding=4 width=100% border=0>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>広告文責</B></td>
<td bgcolor=#ffffff width=75%><!--ここに広告文責-->株式会社ネイチャー倶楽部<BR>　（0120－44－1408）<BR>
</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>メーカー</B></td>
<td bgcolor=#ffffff width=75%><!--ここにメーカー-->クリスチャンディオール</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>区分</B></td>
<td bgcolor=#ffffff width=75%><!--ここに区分-->海外製化粧品</td>
</TR>
</table></td>
</TR>
</table>",クリスチャンディオール オーソバージュ EDT オードトワレ SP 200ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY：ＶＩ・ＰＯＲＴＥ,クリスチャンディオール オーソバージュ EDT オードトワレ SP 200ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY,for　men　柑橘系の香りのブームの原点となった香水。クリスチャンディオール オーソバージュ EDT オードトワレ SP 200ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY[rn]
8-20813,http://tshop.r10s.jp/viporte/cabinet/fragrance12/cdesp.jpg?fitin=700:700,9184.0000,,美容・コスメ・香水 > 香水・フレグランス,クリスチャンディオール オーソバージュ パフューム EDP オードパルファム SP 100ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE PARFUM SPRAY,for men 名香オーソバージュを新たにアレンジ,"【商品紹介】<BR>

香調はオリジナルと同様にシトラス・アロマティック。ただしオリジナルはシトラスの香りがメインでしたが、こちらはよりウッディーが強調された印象です。厳選したハイ・クオリティーなマテリアルを、職人芸でブレンドした、気品高いタイムレスな一品に仕上がっております。<BR><P>
トップ：ベルガモット<BR>
ミドル：ミルラ<BR>
ラスト：ベチバー
<BR><P>



【使用上の注意】<BR>
●直射日光のあたるお肌に香水をつけますと、まれにかぶれたりシミになる場合がございます。<BR>
●可燃性製品は火気には十分ご注意ください。<BR>
●傷やはれもの・湿疹など、異常のある部位にはお使いにならないでください。<BR>
●フレグランス商品は、シルク・薄い布地や白または淡い色の衣服には、シミになることがありますので、直接おつけにならないでください。<BR>
●目に入ったときは、直ちに洗い流してください。<BR><P>

【その他の注意】<BR>
●乳幼児の手の届かないところに保管してください。<BR>
●極端に高温または低温の場所、直射日光の当たる場所には保管しないでください。<BR>
●使用後は必ずキャップをしっかりと閉めてください。

<BR><P>
※商品画像は、実際と異なる場合がございますので、店舗等でお確かめの上、ご購入ください。
<BR><P>

<table width=350 border=0>
<TR>
<td bgcolor=#666600>
<table cellspacing=1 cellpadding=4 width=100% border=0>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>広告文責</B></td>
<td bgcolor=#ffffff width=75%><!--ここに広告文責-->株式会社ネイチャー倶楽部<BR>　（0120－44－1408）<BR>
</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>メーカー</B></td>
<td bgcolor=#ffffff width=75%><!--ここにメーカー-->クリスチャンディオール</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>区分</B></td>
<td bgcolor=#ffffff width=75%><!--ここに区分-->海外製化粧品</td>
</TR>
</table></td>
</TR>
</table>",クリスチャンディオール オーソバージュ パフューム EDP オードパルファム SP 100ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE PARFUM SPRAY：ＶＩ・ＰＯＲＴＥ,クリスチャンディオール オーソバージュ パフューム EDP オードパルファム SP 100ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE PARFUM SPRAY,for men 名香オーソバージュを新たにアレンジ。クリスチャンディオール オーソバージュ パフューム EDP オードパルファム SP 100ml オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE PARFUM SPRAY[rn]
8-20814,http://tshop.r10s.jp/viporte/cabinet/fragrancetester/cdespt.jpg?fitin=700:700,7473.6000,,美容・コスメ・香水 > 香水・フレグランス,クリスチャンディオール オーソバージュ パフューム EDP オードパルファム SP 100ml （テスター・未使用）オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE PARFUM SPRAY（TESTER）,for men 名香オーソバージュを新たにアレンジ,"【商品紹介】<BR>

香調はオリジナルと同様にシトラス・アロマティック。ただしオリジナルはシトラスの香りがメインでしたが、こちらはよりウッディーが強調された印象です。厳選したハイ・クオリティーなマテリアルを、職人芸でブレンドした、気品高いタイムレスな一品に仕上がっております。<BR><P>
トップ：ベルガモット<BR>
ミドル：ミルラ<BR>
ラスト：ベチバー
<BR><P>



【使用上の注意】<BR>
●直射日光のあたるお肌に香水をつけますと、まれにかぶれたりシミになる場合がございます。<BR>
●可燃性製品は火気には十分ご注意ください。<BR>
●傷やはれもの・湿疹など、異常のある部位にはお使いにならないでください。<BR>
●フレグランス商品は、シルク・薄い布地や白または淡い色の衣服には、シミになることがありますので、直接おつけにならないでください。<BR>
●目に入ったときは、直ちに洗い流してください。<BR><P>

【その他の注意】<BR>
●乳幼児の手の届かないところに保管してください。<BR>
●極端に高温または低温の場所、直射日光の当たる場所には保管しないでください。<BR>
●使用後は必ずキャップをしっかりと閉めてください。

<BR><P>
※商品画像は、実際と異なる場合がございますので、店舗等でお確かめの上、ご購入ください。
<BR><P>

<table width=350 border=0>
<TR>
<td bgcolor=#666600>
<table cellspacing=1 cellpadding=4 width=100% border=0>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>広告文責</B></td>
<td bgcolor=#ffffff width=75%><!--ここに広告文責-->株式会社ネイチャー倶楽部<BR>　（0120－44－1408）<BR>
</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>メーカー</B></td>
<td bgcolor=#ffffff width=75%><!--ここにメーカー-->クリスチャンディオール</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>区分</B></td>
<td bgcolor=#ffffff width=75%><!--ここに区分-->海外製化粧品</td>
</TR>
</table></td>
</TR>
</table>",クリスチャンディオール オーソバージュ パフューム EDP オードパルファム SP 100ml （テスター・未使用）オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE PARFUM SPRAY（TESTER）：ＶＩ・ＰＯＲＴＥ,クリスチャンディオール オーソバージュ パフューム EDP オードパルファム SP 100ml （テスター・未使用）オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE PARFUM SPRAY（TESTER）,for men 名香オーソバージュを新たにアレンジ。クリスチャンディオール オーソバージュ パフューム EDP オードパルファム SP 100ml （テスター・未使用）オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE PARFUM SPRAY（TESTER）[rn]
8-20815,http://tshop.r10s.jp/viporte/cabinet/fragrance7/cdesedtnb.jpg?fitin=700:700,8799.2000,,美容・コスメ・香水 > 香水・フレグランス,クリスチャンディオール オーソバージュ EDT オードトワレ SP 200ml （箱無し）オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY（without an outer box）,for　men　柑橘系の香りのブームの原点となった香水,"【商品紹介】<BR>


誕生以来、フレンチ・クラシックの真髄と 言われてきたディオール初のメンズ フレグランス、『オー ソバージュ』。 <BR>
さっぱりした柑橘系のノートと、独特な 男性的なウッディ系の香りの完璧な ブレンド、さわやかさに満ちた、シトラス シプレーの香り。<BR>
喧騒の都会をしなやかに生き抜くための 磨き抜かれたエレガンスと洗練された 男らしさを表現した「野生の水」という名の フレグランスです。<BR><P>



【使用上の注意】<BR>
●直射日光のあたるお肌に香水をつけますと、まれにかぶれたりシミになる場合がございます。<BR>
●可燃性製品は火気には十分ご注意ください。<BR>
●傷やはれもの・湿疹など、異常のある部位にはお使いにならないでください。<BR>
●フレグランス商品は、シルク・薄い布地や白または淡い色の衣服には、シミになることがありますので、直接おつけにならないでください。<BR>
●目に入ったときは、直ちに洗い流してください。<BR><P>

【その他の注意】<BR>
●乳幼児の手の届かないところに保管してください。<BR>
●極端に高温または低温の場所、直射日光の当たる場所には保管しないでください。<BR>
●使用後は必ずキャップをしっかりと閉めてください。

<BR><P>
※商品画像は、実際と異なる場合がございますので、店舗等でお確かめの上、ご購入ください。
<BR><P>

<table width=350 border=0>
<TR>
<td bgcolor=#666600>
<table cellspacing=1 cellpadding=4 width=100% border=0>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>広告文責</B></td>
<td bgcolor=#ffffff width=75%><!--ここに広告文責-->株式会社ネイチャー倶楽部<BR>　（0120－44－1408）<BR>
</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>メーカー</B></td>
<td bgcolor=#ffffff width=75%><!--ここにメーカー-->クリスチャンディオール</td>
</TR>
<TR>
<td bgcolor=#ffccff align=center width=25%><B>区分</B></td>
<td bgcolor=#ffffff width=75%><!--ここに区分-->海外製化粧品</td>
</TR>
</table></td>
</TR>
</table>",クリスチャンディオール オーソバージュ EDT オードトワレ SP 200ml （箱無し）オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY（without an outer box）：ＶＩ・ＰＯＲＴＥ,クリスチャンディオール オーソバージュ EDT オードトワレ SP 200ml （箱無し）オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY（without an outer box）,for　men　柑橘系の香りのブームの原点となった香水。クリスチャンディオール オーソバージュ EDT オードトワレ SP 200ml （箱無し）オー ソヴァージュ CHRISTIAN DIOR EAU SAUVAGE EAU DE TOILETTE SPRAY（without an outer box）[rn]
