17-137099,http://tshop.r10s.jp/kurashikenkou/cabinet/commodity-u/9144796.jpg?fitin=700:700,1096.8000,,スポーツ・アウトドア > アウトドア > 水筒・ボトル,サーモス 真空断熱タンブラー 400ml【D】【UN】,【税込3990円以上で送料無料】,"<!--▼カゴ下バナー--><center><font color=""#ff1493"" size=""6""></center></font><iframe src=""http://www.rakuten.ne.jp/gold/kurashikenkou/cart_161018.html"" width=""100%"" height=""670"" scrolling=""no"" frameborder=""0"" =""""></iframe 　><!--▲カゴ下バナー--><br>



















ステンレス素材を生かしたシンプルなデザインのポットは、保温も保冷もでき、飲みものを最適の温度に保ちます。<br>注ぎやすいワンタッチレバーの中せんと、丸洗いできる衛生的なステンレスボディ。<br>ホットドリンクの保温はもちろん、約7cmの広口で氷も入れやすくアイスドリンクにも最適。<br><br>●保温効力(24時間/10時間):60度以上/75度以上<br>●保冷効力(10時間):10度以下　<br>※保温・保冷効力とは、室温20度において製品に規定量の95度の熱湯（４度の冷水）を満たし、所定時間放置した場合の温度です。<br><br>【容量】400ml<br><br>【本体サイズ】幅7.5×奥行×7.5高さ14.5cm(約)<br><br>【重量】本体：約0.2kg<br><br><font color=red>※在庫を用意しておりますが、ご注文状況により二週間程度お時間をいただく場合がございます。予めご了承ください。</font>",サーモス 真空断熱タンブラー 400ml【D】【UN】：暮らし健康ネット館,キッチンバス調理器具洗剤クリスタルガイザー500ml柔軟剤室内物干し物干し健康食品アイリスオーヤマ掃除ハンガー洗濯収納米ダイエット水ダウニーフライパン特茶サーモス 真空断熱タンブラー 400ml【D】【UN】,【税込3990円以上で送料無料】。サーモス 真空断熱タンブラー 400ml【D】【UN】[rn]
17-137100,http://tshop.r10s.jp/modomo/cabinet/original/modomopoint10/bhk017_c.jpg?fitin=700:700,2240.0000,,スポーツ・アウトドア > アウトドア > 水筒・ボトル,【ポイント10倍 送料無料】ブルーノ BRUNO アルファベットタンブラー 350ml THERMOS サーモス ボトル 魔法瓶 保温 保冷 タイポグラフィ マグボトル プレゼント ギフト 蓋付き 直飲み タンブラー イニシャル かわいい 水筒 おしゃれ BHK017,アルファベットタンブラー 350ml,"<img src=""http://image.rakuten.co.jp/modomo/cabinet/itemimage/thermos/thermos-a1.jpg"" width=""100%"">
<p>&nbsp;</p>
<p>ホーローをイメージした真っ白なボトルにアルファベットと&ldquo;BRUNO（ブルーノ）&ldquo;のメッセージを刻印したデザインで小さめのバッグにも収まる手頃なサイズです。<br>
保温・保冷対応のTHERMOS（サーモス）の魔法瓶タイプ。飲み口が広いので、氷なども入れやすく、いつでもおいしいドリンクを楽しめます。パッキンもワンプッシュで外すことができ、丸洗いができるので、お手入れも簡単です。</p>
<p>&nbsp;</p>
<img src=""http://image.rakuten.co.jp/modomo/cabinet/photo1/03951464/03955577/bhk017_sp-02.jpg"" width=""100%"">
<table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0"" >
<tr>
<td width=""49%""><img src=""http://image.rakuten.co.jp/modomo/cabinet/photo1/03951464/03955577/bhk017-01.jpg"" width=""100%""></td>
<td width=""2%"">&nbsp;</td>
<td width=""49%""><img src=""http://image.rakuten.co.jp/modomo/cabinet/photo1/03951464/03955577/bhk017-08.jpg"" width=""100%""></td>
</tr>
<tr>
<td valign=""top""><b>高い保温・保冷性能！</b>
<p >ホーローのような真っ白なボトルは保温・保冷対応のTHERMOSの魔法瓶タイプです。保温も保冷も長時間のキープが可能のため、時間がたっても美味しく飲んで頂けます。（6時間後でも保温効力は60度以上、保冷効力は11度以下をキープします）<br>
アルファベットは、全部で6種類の中から、お選び頂けます。</p></td>
<td>&nbsp;</td>
<td valign=""top""><b>丸洗いができ、お手入れ簡単！</b>
<p >パッキンもワンプッシュで外すことができ、丸洗いができるので、お手入れも簡単でとっても衛生的です。</p></td>
</tr>
</table>
<p>&nbsp;</p>
<table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0"" >
<tr>
<td width=""49%""><img src=""http://image.rakuten.co.jp/modomo/cabinet/photo1/03951464/03955577/bhk017-03.jpg"" width=""100%""></td>
<td width=""2%"">&nbsp;</td>
<td width=""49%""><img src=""http://image.rakuten.co.jp/modomo/cabinet/photo1/03951464/03955577/bhk017-04.jpg"" width=""100%""></td>
</tr>
<tr>
<td valign=""top""><b>持ち運びに便利なコンパクトサイズ</b>
<p>鞄に入れて持ち運んでも、かさばらないコンパクトサイズです。<br>
いつでもおいしいドリンクをお気に入りのイニシャルと一緒に持ち運べます。（※せんユニット・フタは確実に閉めてご使用ください）</p></td>
<td>&nbsp;</td>
<td valign=""top""><b>ギフトにも最適なパッケージ。</b>
<p>淡いブルーカラーのパッケージと、BRUNOのロゴがデザインされているパッケージになっています。そのままでも十分かわいいですが、プレゼント用には、リボンラッピングがおすすめです。<br>
（※リボンは付いていませんのでご注意ください。）</p></td>
</tr>
</table>
<p>&nbsp;</p>
<table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0"" >
<tr>
<td width=""49%""><img src=""http://image.rakuten.co.jp/modomo/cabinet/photo1/03951464/03955577/bhk017-05.jpg"" width=""100%""></td>
<td width=""2%"">&nbsp;</td>
<td width=""49%""><img src=""http://image.rakuten.co.jp/modomo/cabinet/photo1/03951464/03955577/bhk017-06.jpg"" width=""100%""></td>
</tr>
<tr>
<td valign=""top""><b>使いやすい飲み口の広さ</b>
<p >飲み口は広く、丸みをおびた優しい口当たりになっているので、とっても飲みやすいです。</p></td>
<td>&nbsp;</td>
<td valign=""top""><b>350mlの飲みきりサイズ</b>
<p >容量は、350mlになっています。ランチタイムやお子様の水筒、ちょっとした運動の後やサッと喉を潤わしたいときにも便利なちょうど良い飲みきりサイズになっています。</p></td>
</tr>
</table>
<img src=""http://image.rakuten.co.jp/modomo/cabinet/photo1/03951464/03955577/bhk017_sp-size.jpg"" width=""100%"">
<img src=""http://image.rakuten.co.jp/modomo/cabinet/photo1/03951464/03955577/bhk017_sp-04.jpg"" width=""100%"">
<p>&nbsp;</p>
<!-- スペック表 -->
<table width=""100%"" border=""0"" cellpadding=""5"" cellspacing=""1"" >
<tr>
<td width=""25%"" bgcolor=""#E8E8E8"" >商品名</td>
<td width=""75%"" bgcolor=""#F0F3F4"">アルファベットタンブラー 350</td>
</tr>
<tr>
<td bgcolor=""#E8E8E8"" >ブランド</td>
<td bgcolor=""#F0F3F4"">BRUNO（ブルーノ）</td>
</tr>
<tr>
<td bgcolor=""#E8E8E8"" >本体サイズ／重量</td>
<td bgcolor=""#F0F3F4"">横幅：70mm　高さ：160mm&#160;　&#160;<br>
  奥行：70mm　重量：220g</td>
</tr>
<tr>
<td bgcolor=""#E8E8E8"" >パッケージ（同梱全込）</td>
<td bgcolor=""#F0F3F4"">横幅：75mm　高さ：170mm<br>
  奥行：75mm　重量：300g</td>
</tr>
<tr>
<td bgcolor=""#E8E8E8"" >本体サイズに関する注意点</td>
<td bgcolor=""#F0F3F4"">口径：約44mm</td>
</tr>
<tr>
<td bgcolor=""#E8E8E8"" >素材</td>
<td bgcolor=""#F0F3F4"">本体：ステンレス鋼（アクリル樹脂塗装）、<br />
フタ：ポリプロピレン（発泡スチロール内蔵）、<br />
せん本体：ポリプロピレン、パッキン：シリコーン</td>
</tr>
<tr>
<td bgcolor=""#E8E8E8"" >生産国</td>
<td bgcolor=""#F0F3F4"">中国</td>
</tr>
<tr>
<td bgcolor=""#E8E8E8"" >機能</td>
<td bgcolor=""#F0F3F4"">容量：350ml<br />
保温効力：6時間(60度以上)、<br />
保冷効力：6時間(11度以下)</td>
</tr>
<tr>
<td bgcolor=""#E8E8E8"" >注意事項</td>
<td bgcolor=""#F0F3F4"">※使用上の注意<br />
・乳幼児のいたずらに注意してください。<br />
・熱い飲み物は、やけどに注意して飲んでください。<br />
・火気に近づけないでください。<br />
・飲み物は、せんユニット下端より少なめに入れてください。<br />
・ドライアイス・炭酸飲料は入れないでください。<br />
・食器洗浄機・食器乾燥機の使用不可</td>
</tr>
</table>",【ポイント10倍 送料無料】ブルーノ BRUNO アルファベットタンブラー 350ml THERMOS サーモス ボトル 魔法瓶 保温 保冷 タイポグラフィ マグボトル プレゼント ギフト 蓋付き 直飲み タンブラー イニシャル かわいい 水筒 おしゃれ BHK017：Modomo store,ｻﾝﾄﾞﾒｰｶｰ ﾎｯﾄﾌﾟﾚｰﾄｹﾄﾙ ﾎﾞﾄﾙ ﾏｸﾞｶｯﾌﾟ  ﾌﾞﾚﾝﾀﾞｰ ﾃｨｯｼｭｹｰｽｺﾝｾﾝﾄﾀｯﾌﾟ ﾓﾉｽﾊﾞｯｸﾞ ﾎﾟｰﾁ魔法瓶 皿ｸﾛｯｸ 防水時計 傘ﾌﾚｰﾑ ｱﾛﾏﾀﾝﾌﾟﾗｰ ｽｰﾌﾟｼﾞｬｰﾄﾞﾘｯﾊﾟｰ ｿｲﾙﾐｷｻｰ ｺﾞﾐﾊﾟｽﾞﾙ ﾈｯｸﾋﾟｰﾛﾋｰﾀｰ 暖房ｸﾞﾗｽ mozﾃｨｰﾌﾚｰﾑﾄﾗﾍﾞﾙ stanleyｺｰﾄﾞﾚｽ掃除機 ﾐﾙ bruna ﾋｰﾀｰｺｰﾋｰﾒｰｶｰ ﾌｰﾄﾞｺﾝﾃﾅｰ LED【ポイント10倍 送料無料】ブルーノ BRUNO アルファベットタンブラー 350ml THERMOS サーモス ボトル 魔法瓶 保温 保冷 タイポグラフィ マグボトル プレゼント ギフト 蓋付き 直飲み タンブラー イニシャル かわいい 水筒 おしゃれ BHK017,アルファベットタンブラー 350ml。【ポイント10倍 送料無料】ブルーノ BRUNO アルファベットタンブラー 350ml THERMOS サーモス ボトル 魔法瓶 保温 保冷 タイポグラフィ マグボトル プレゼント ギフト 蓋付き 直飲み タンブラー イニシャル かわいい 水筒 おしゃれ BHK017[rn]
17-137101,http://tshop.r10s.jp/next-world/cabinet/72151-74251/41uiprifigl.jpg?fitin=700:700,1176.0000,,スポーツ・アウトドア > アウトドア > 水筒・ボトル,【 スケーター / 超軽量 ワンプッシュ ステンレス 水筒 マグボトル 360ml ハーモニー ステンレスボトル SDPC4 】  アウトドア 水筒・ボトル skater,【メーカー公認正規品販売店】ご購入後保証万全【安心価格】,,【 スケーター / 超軽量 ワンプッシュ ステンレス 水筒 マグボトル 360ml ハーモニー ステンレスボトル SDPC4 】  アウトドア 水筒・ボトル skater：宇治ｓｔｙｌｅ,【 スケーター / 超軽量 ワンプッシュ ステンレス 水筒 マグボトル 360ml ハーモニー ステンレスボトル SDPC4 】  アウトドア 水筒・ボトル skater,【メーカー公認正規品販売店】ご購入後保証万全【安心価格】。【 スケーター / 超軽量 ワンプッシュ ステンレス 水筒 マグボトル 360ml ハーモニー ステンレスボトル SDPC4 】  アウトドア 水筒・ボトル skater[rn]
17-137102,http://tshop.r10s.jp/auc-errandshop/cabinet/date/201603/imgrc0073928266.jpg?fitin=700:700,1451.2000,,スポーツ・アウトドア > アウトドア > 水筒・ボトル,【水筒 ステンレス】 超軽量コンパクトロック付ワンプッシュステンレスマグボトル ハーモニー 【SDPC4】 水筒 お弁当 ランチ 通勤 通学 行楽 お出かけ 超軽量 コンパクトタイプ 真空二層構造 保温 保冷 氷 広口 ワンプッシュボトル,"ワンプッシュオープンで、""サッ""と飲めるステンレスマグボトル","<img src=""http://image.rakuten.co.jp/auc-errandshop/cabinet/date/201603/imgrc0073928266.jpg"" width=""100%""><br>

<img src=""http://image.rakuten.co.jp/auc-errandshop/cabinet/template/h_s02_02.gif"" width=""100%"">　
ご愛顧頂いております「ワンプッシュボトル」がさらに超軽量コンパクトサイズになって新登場！！<br>
容量が増えて全体的にスリムになっています。<br>
ワンプッシュオープンで、飲みたい時に""サッ""と飲めるステンレスマグボトル☆彡<br>
真空二層構造なので、保温・保冷効果が長持ち♪<br>
熱中症や脱水症の予防対策として、いつでもどこでもに大活躍！！<br><br>

<img src=""http://image.rakuten.co.jp/auc-errandshop/cabinet/date/201603/imgrc0073928267.jpg"" width=""100%""><br><br>

<img src=""http://image.rakuten.co.jp/auc-errandshop/cabinet/date/201603/imgrc0073928268.jpg"" width=""100%""><br><br>

<img src=""http://image.rakuten.co.jp/auc-errandshop/cabinet/date/201603/imgrc0073928269.jpg"" width=""100%""><br><br>


<img src=""http://image.rakuten.co.jp/auc-errandshop/cabinet/template/h_s02_04.gif"" width=""100%""><br>

○容　量：３６０ml<br><br>

○商品サイズ： 約 直径64mm×高さ190mm<br>
【当社従来品：約 直径65mm×高さ203mm】<br><br>

■材質：<br>
内びん、口がね：ステンレス鋼<br>
胴部：ステンレス鋼(アクリル塗装)<br>
キャップ、フタ、飲み口：ポリプロピレン<br>
パッキン：シリコーン<br>
底板：エラストマー樹脂<br><br>

■中国製<br>

<br><br><img src=""http://image.rakuten.co.jp/auc-errandshop/cabinet/date/201310/hoon580_220.jpg"" width=""100%"" border=""0""><br><img src=""http://image.rakuten.co.jp/auc-errandshop/cabinet/kitchen-zakka/obento20130206.jpg""  width=""100%"" border=""0""><br><img src=""http://www.rakuten.ne.jp/gold/auc-errandshop/sp/bottle/img/bottle_head.jpg"" width=""100%"" border=""0"">",【水筒 ステンレス】 超軽量コンパクトロック付ワンプッシュステンレスマグボトル ハーモニー 【SDPC4】 水筒 お弁当 ランチ 通勤 通学 行楽 お出かけ 超軽量 コンパクトタイプ 真空二層構造 保温 保冷 氷 広口 ワンプッシュボトル：おもしろ雑貨通販エランドショップ,マイクロスコープおもしろUSBUSBメモリー雑貨アイデア商品便利グッズディノライトDinoLiteエランドショップキッチンおもしろマウスデジタルフォトフレーム景品ビンゴコンペ小型カメラ【水筒 ステンレス】 超軽量コンパクトロック付ワンプッシュステンレスマグボトル ハーモニー 【SDPC4】 水筒 お弁当 ランチ 通勤 通学 行楽 お出かけ 超軽量 コンパクトタイプ 真空二層構造 保温 保冷 氷 広口 ワンプッシュボトル,ワンプッシュオープンで、&quot;サッ&quot;と飲めるステンレスマグボトル。【水筒 ステンレス】 超軽量コンパクトロック付ワンプッシュステンレスマグボトル ハーモニー 【SDPC4】 水筒 お弁当 ランチ 通勤 通学 行楽 お出かけ 超軽量 コンパクトタイプ 真空二層構造 保温 保冷 氷 広口 ワンプッシュボトル[rn]
17-137103,http://tshop.r10s.jp/parusu/cabinet/com-ikkatu-88/1070213.jpg?fitin=700:700,2579.2000,,スポーツ・アウトドア > アウトドア > 水筒・ボトル,★大感謝価格★【pos.340970　ハローキティ　超軽量　ロック付ワンプッシュステンレスマグボトル　SDPC4D】ポイント(お寄せ品、返品キャンセル不可)10P03Dec16,持ち運びしやすい超軽量コンパクトタイプの水筒!!,ダイカットのフタが可愛い!!飲みたい時にダイレクトにすぐ飲めてフタが口元に戻らない設計の水筒です。飲み口はソフトなプラスチック製。持ち運びになロック機能付き。 製造国:中国 素材・材質:内びん・口がね:ステンレス鋼胴部:ステンレス鋼(アクリル樹脂塗装)キャップ・フタ・飲み口:ポリプロピレンパッキン:シリコーン底板:エラストマー樹脂 商品サイズ:φ6.4×高さ21cm 重量:200g 仕様:容量:360ml電子レンジ:使用不可食洗機・乾燥機:使用不可保冷効力:9度以下(6時間)保温効力:61度以上(6時間) 付属品:取扱説明書,★大感謝価格★【pos.340970　ハローキティ　超軽量　ロック付ワンプッシュステンレスマグボトル　SDPC4D】ポイント(お寄せ品、返品キャンセル不可)10P03Dec16：ヘルシー救急ＢＯＸ,ダイエットジュジュワー痩せる飲む通販プチュレへるしー９９ヌーブラサプリメントバストＵＰアップ美容エクサブラ売っているやせるカロリーお店便秘買う★大感謝価格★【pos.340970　ハローキティ　超軽量　ロック付ワンプッシュステンレスマグボトル　SDPC4D】ポイント(お寄せ品、返品キャンセル不可)10P03Dec16,持ち運びしやすい超軽量コンパクトタイプの水筒!!。★大感謝価格★【pos.340970　ハローキティ　超軽量　ロック付ワンプッシュステンレスマグボトル　SDPC4D】ポイント(お寄せ品、返品キャンセル不可)10P03Dec16[rn]
17-137104,http://tshop.r10s.jp/homedeshop/cabinet/kittinn/banntou/imgrc0072702047.jpg?fitin=700:700,1680.0000,,スポーツ・アウトドア > アウトドア > 水筒・ボトル,ロック付ワンプッシュステンレスマグボトル　３６０ｍｌ　保冷・保温両用　ＳＤＰＣ４　ムーミンお花畑,ふたを開けてそのまま飲めるマグボトル,"<center><img src=""http://www.rakuten.ne.jp/gold/homedeshop/smp/images/item/sumaou_homedeshop_10002895.jpg?1477470643"" width=""100%""></center><br>
【沖縄・離島送料について】<br>
 送料無料商品の場合でも別途送料1728円を頂いております。<br>
※ヤマト運輸での発送となります<br>
<table width=""333"" bgcolor=""#cccccc"" cellspacing=""1"" cellpadding=""3""><tr><th width=""44"" align=""center"" bgcolor=""#f0f0f0""><font 
size=""2"" color=""#000000"">サイズ</font></th><td width=""274"" bgcolor=""#ffffff""><font size=""2"" color=""#000000"">直径64mm×高さ190mm
<br /><br />容量：３６０ｍｌ</font></td></tr><tr><th width=""44"" align=""center"" bgcolor=""#f0f0f0""><font size=""2"" color=""#000000"">
材質</font></th><td width=""274"" bgcolor=""#ffffff""><font size=""2"" color=""#000000"">内びん：ステンレス鋼<br />
胴部：ステンレス鋼（アクリル樹脂塗装）<br />キャップ：ポリプロピレン<br />フタ：ポリプロピレン<br />飲み口：ポリプロピレン<br />
口がね：ステンレス鋼<br />パッキン：シリコーン<br />底板：エラストマー樹脂</font></td></tr><tr><th width=""44"" align=""center"" 
bgcolor=""#f0f0f0""><font size=""2"" color=""#000000"">効力</font></th><td width=""274"" bgcolor=""#ffffff""><font size=""2"" color=""#000000"">
保冷：９℃以下（６時間）<br />保温：６１℃以上（６時間）<br /></font></td></tr><tr><th width=""44"" align=""center"" 
bgcolor=""#f0f0f0""><font size=""2"" color=""#000000"">原産国</font></th><td width=""274"" bgcolor=""#ffffff""><font size=""2"" 
color=""#000000"">中国</font></td></tr><tr><th width=""44"" align=""center"" bgcolor=""#f0f0f0""><font size=""2"" color=""#000000"">特徴
</font></th><td width=""274"" bgcolor=""#ffffff""><font size=""2"" color=""#000000"">超計量設計ステンレスマグボトル。<br />
真空二重構造で保温・保冷効果が長持ち。<br />両用タイプなのでオールシーズンお使いいただけます。<br />
持ち運びに安心なロック機能付き。<br /></font></td></tr><tr><th width=""44"" align=""center"" bgcolor=""#f0f0f0""><font size=""2"" 
color=""#000000"">ご注意</font></th><td width=""274"" bgcolor=""#ffffff""><font size=""2"" color=""#000000"">
※食洗機・食器乾燥機には対応しておりません。<br />
※熱い飲み物を入れた際はやけどの恐れがありますので、飲める程度まで冷ましてからお飲みください。</font></td></tr></table>",ロック付ワンプッシュステンレスマグボトル　３６０ｍｌ　保冷・保温両用　ＳＤＰＣ４　ムーミンお花畑：ホームでショップ,送料無料在庫限り訳ありキッチンマットメール便キッチンキャラクターまな板フライパンランチグッズ弁当箱新生活マルチスタンドキッチン用品模様替え鍋キッチン　通販ウォッシュボールフライパン圧力鍋アナと雪の女王ロック付ワンプッシュステンレスマグボトル　３６０ｍｌ　保冷・保温両用　ＳＤＰＣ４　ムーミンお花畑,ふたを開けてそのまま飲めるマグボトル。ロック付ワンプッシュステンレスマグボトル　３６０ｍｌ　保冷・保温両用　ＳＤＰＣ４　ムーミンお花畑[rn]
17-137105,http://tshop.r10s.jp/soukai/cabinet/06/4973307322006.jpg?fitin=700:700,1985.6000,,スポーツ・アウトドア > アウトドア > 水筒・ボトル,スターウォーズSDPC4 超軽量・コンパクト ロック付 ワンプッシュ マグボトル(1コ入)【送料無料】,☆送料無料☆,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞日用品＞食器・カトラリー＞水筒＞スターウォーズSDPC4 超軽量・コンパクト ロック付 ワンプッシュ マグボトル (1コ入)<br><br>☆送料無料☆<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z06/z4973307322006.jpg' width='100%'><br><br>【スターウォーズSDPC4 超軽量・コンパクト ロック付 ワンプッシュ マグボトルの商品詳細】<br>●持ち運びしやすい超軽量コンパクトのマグボトル<br>●真空二層構造なので、保温・保冷効果が長持ちです。<br>●はソフトなプラスチックタイプのダイレクト飲み口<br>●飲む時に戻らないキャップロック設計<br><br>【スターウォーズSDPC4 超軽量・コンパクト ロック付 ワンプッシュ マグボトルの原材料】<br>内びん、口がね・・・ステンレス<br>鋼胴部・・・ステンレス鋼(アクリル塗装)<br>キャップ、フタ、飲み口・・・ポリプロピレン<br>パッキン・・・シリコーン<br>底板・・・エラストマー樹脂<br>【規格概要】<br>サイズ・・・約直径64*高さ190mm<br>個装重量・・・289g<br>仕様容量・・・360mL<br>食洗機・乾燥機・電子レンジ・・・使用不可<br>保温効力・・・61度以上(6時間)<br>保冷効力・・・9度以下(6時間)<br>【注意事項】<br>・熱い飲み物を入れた際は火傷の恐れがありますので、飲める程度まで冷ましてからお飲みください。<br><br>【発売元、製造元、輸入元又は販売元】<br>コモライフ<br><br>コモライフ<br>530-0001 大阪府大阪市北区梅田1-2-2-1500 大阪駅前第2ビル<br>0120-56-1244<br><br>広告文責：株式会社爽快ドラッグ<br><br>[食器・カトラリー],スターウォーズSDPC4 超軽量・コンパクト ロック付 ワンプッシュ マグボトル(1コ入)【送料無料】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションスターウォーズSDPC4 超軽量・コンパクト ロック付 ワンプッシュ マグボトル(1コ入)【送料無料】,☆送料無料☆。スターウォーズSDPC4 超軽量・コンパクト ロック付 ワンプッシュ マグボトル(1コ入)【送料無料】[rn]
17-137106,http://tshop.r10s.jp/hakp/cabinet/item/04197799/imgrc0065696865.jpg?fitin=700:700,1629.6000,,スポーツ・アウトドア > アウトドア > 水筒・ボトル,白雪姫 ロック付ワンプッシュ ステンレスマグボトル 360ml SDPC4 スケーター 【RCP】,片手で簡単ワンプッシュ！超軽量＆コンパクト。,"<img src=""http://image.rakuten.co.jp/hakp/cabinet/late2013img/wrapping-icon.gif"" align=""left""　　　　　　　　　　　　　><br><br>
<br>
超軽量！ワンプッシュ！<br>ロック付きで保温保冷対応。<br><br><table border=""1""><tr><th>商品の特長<br></th>
<td>〇飲みたい時にサッと飲めるワンプッシュオープンタイプ。<br>〇保温・保冷タイプです。<br>〇飲み口はプラスチックタイプなので口当たりもソフト。<br>〇飲む時に戻らないキャップロック設計です。<br>※フタを後ろに倒すと固定されます。<br>〇ロック機能付きですので持ち運びも安心。<br>〇広口タイプで真空二重構造。<br>〇本体、フタを丸洗いできる。<br></td></tr><tr><th>商品サイズ<br></th>
<td>約Φ6.4×19cm<br>重量　：約260g<br></td>
</tr><tr><th>容量<br></th>
<td>約360ml（満水時）<br></td>
</tr><tr><th>効力<br></th>
<td>保温　：66℃以上（6時間）<br>保冷　：9℃以下（6時間）<br></td>
</tr><tr><th>品質表示<br></th>
<td>内びん、胴部　：ステンレス鋼（胴部　：アクリル樹脂塗装）<br>キャップ、フタ、飲み口　：ポリプロピレン<br>口がね　：ステンレス鋼<br>パッキン　：シリコン樹脂<br>底板　：TPE樹脂<br></td>
</tr>
<tr><th>使用上の注意<br></th><td> ●ご使用の前に必ず付属の取扱説明書をお読みください。<br>●ご使用前に内びんや各部をきれいに洗いよく乾燥させてからご使用ください。<br>●熱い飲物を入れた場合は火傷の恐れがあります。飲める程度にさましてからお飲みください。<br>●ドライアイス、炭酸飲料は入れないでください。<br>●つけ置き洗いはサビの原因になります。絶対におやめください。<br>●電子レンジ、食器洗浄機での使用はしないでください。<br>●本来の用途以外や製氷目的には使用しないでください。<br>●乳幼児の手の届くところには置かないでください。<br>●車の中など、高温になるところには放置しないでください。<br>●容器のふたは確実に閉めてからご使用ください。<br>●持ち運ぶ際は正しく収納してください。<br>●落としたりぶつけるなどの強い衝撃を与えないでください。<br>●塩素系漂白剤、シンナー、ベンジン、金属たわし、みがき粉、クレンザー類は使用しないでください。<br>●商品画像は出来るだけ現物と同じになるよう撮影しておりますが、若干色味が違う場合もございます。</td></tr><tr><th>備考<br></th>
<td>MADE IN CHINA<br></td>
</tr>
</table>  
<br><br>
一部商品が他店舗との共通在庫のため、最新在庫が反映されていない場合がございます。<br>
一時的な在庫切れの場合は、追って納期をご連絡いたします。<br>
<br>
※PCディスプレイの性質上、実際の色と異なって見える場合がございますので予めご了承ください。<br>
※本製品のデザイン、仕様等は予告なく変更する場合があります。あらかじめご了承ください。<br>
<br>
<font size=""1"" color=""c0c0c0"">ＳＫＡＴＥＲ　スケーター　ボトル　マグ　ステンマグ　サーモス　ピーコック　魔法瓶　タイガー　象印　poco 箸箱　セット　チョップスティック　おしゃれ　かわいい　雑貨　カラフル　北欧　西欧　スカンジナビア　スリム　トリオ　アクリル　スタッキング　自然　素材　カフェ　ランチボックス　タンブラータイトウェア　生活雑貨　ドット　水玉　パステル　青　緑　ピンク　オレンジ　ギフト　贈答用　母の日　テーブルウェア　カトラリー　ランチジャー　弁当箱　ランチボックス　ドカベン　タイトウェア　シール容器　シールボックス　保存容器　贈り物　テキスタイル　ニューヨーク　デザイナー　オーガニック　カフェスタイル　ナチュラルライフ　サンライフ　</font><font size=""1"" color=""c0c0c0"">　楽天スーパーセール</font>",白雪姫 ロック付ワンプッシュ ステンレスマグボトル 360ml SDPC4 スケーター 【RCP】：ホーム＆キッチン　プラス,白雪姫 ロック付ワンプッシュ ステンレスマグボトル 360ml SDPC4 スケーター 【RCP】,片手で簡単ワンプッシュ！超軽量＆コンパクト。。白雪姫 ロック付ワンプッシュ ステンレスマグボトル 360ml SDPC4 スケーター 【RCP】[rn]
