17-146499,http://tshop.r10s.jp/candytower/cabinet/181000-182000/181541.jpg?fitin=700:700,1240.0000,,花・ガーデン・DIY > エクステリア・ガーデンファニチャー > ガーデンオーナメント・置物,アイアンブラケット ■ アメリカ雑貨 アメリカン雑貨 アメ雑貨 アメ雑,棚板が20cmくらいまでだとセンターに1個で受けるってのもアリ！,"「ココに棚が欲しいなー」って時には「自作で作る！」なんて選択肢があるのがアメ雑好きだからね！切りっぱなしの板でもイイし、ホームセンターでSPF材を買ってきて、それを棚板にするのも簡単でオススメです。<br><br>そんな時に重要なのがその棚板を受けるブラケット。一見するとシンプルでなんの変哲もないって感じだけど、このシンプル＆カッコイイのが意外と見つからなかったりするんです。ボクらはガレージシーンでもアンティーク品が飾られてるようなオールドアメリカンシーンでも、どっちに飾るにしても男っぽさを感じるデザインを求めてるから、丸みはココではNGなんです。<br><br>そんな条件をバッチリ満たしてるのがこのアイアンブラケットです。<br><br>通常をブラケット2個を用意して、左右で受けるスタイルですが、棚板が20cmくらいまでだとセンターに1個で受けるってのもアリです。<br><br>逆に棚板がスゴク長かったり、ちょっと重いモノを載せるなんて場合は間に何本か追加して丈夫に設置するってのもできます。<br><br>キャンディタワーで雑貨を飾るための棚板をSPF材を使って作ったコンテンツも掲載してますので、よければそれも参考にご覧下さい。<br><br>自分で作る棚は長さもピッタリだし、何より完成した後の愛着感は半端ないですよ！(≧∀≦)/

<hr>サイズ：幅1.2cm×奥行き15cm×高さ13cm（約）



<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181542.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181543.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181544.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181545.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181549.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181548.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181547.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181546.jpg"" width=""100%"">",アイアンブラケット ■ アメリカ雑貨 アメリカン雑貨 アメ雑貨 アメ雑：アメリカ雑貨通販キャンディタワー,アメリカ雑貨アメリカン雑貨ステンシル輸入雑貨ブリキ看板インテリア雑貨星条旗グッズ世田谷ベース木製看板木箱ジュークボックスルート66グッズハワイアン雑貨リトルツリーコカ・コーラグッズハロウィングッズ人工芝輸入家具ネオン管錆塗装アイアンブラケット ■ アメリカ雑貨 アメリカン雑貨 アメ雑貨 アメ雑,棚板が20cmくらいまでだとセンターに1個で受けるってのもアリ！。アイアンブラケット ■ アメリカ雑貨 アメリカン雑貨 アメ雑貨 アメ雑[rn]
17-146500,http://tshop.r10s.jp/candytower/cabinet/94000-95000/94270.jpg?fitin=700:700,7840.0000,,花・ガーデン・DIY > エクステリア・ガーデンファニチャー > ガーデンオーナメント・置物,アンティークA4書類棚 ■ こだわり派が夢中になる！人気のアメリカ雑貨屋 通販 アメリカ雑貨 アメリカン雑貨 インテリア雑貨 カッコイイ男の部屋！おしゃれ 人気 生活雑貨 木箱 木製雑貨 ウッドボックス インダストリアル インテリア,書類棚は6段式になっていて、A4がすっぽりと入るタイプ！,"パイン材を使ったアンティークな風合いを感じさせてくれるA4サイズ対応の書類棚です。<br><br>この手の書類棚をホームセンターで探すとプラ製が基本なんだよね！<br><br>だけどボクらが求めてるのはそういうんじゃなくて、まさにこういうの！<br><br>アメリカ映画のワンシーンでデスクの上に無造作に置いてありそうな・・・・そんな雰囲気のあるヤツがお目当てのヤツでしょ！<br><br>書類棚は6段式になっていて、A4がすっぽりと入るタイプなのでチラシとかレポートパット、薄型のファイルフォルダーなんかだとそのまま入れれちゃうのも便利なんです。<br><br>さらに天辺の部分は広いディスプレイスペースになっているので、お気に入りのミニカーを飾ったり、観葉植物を飾ったり、、、、そんなウッディな見た目を活かした飾り付けを楽しめるのもこの書類棚ならではです。<br><br>デスクサイドにちょっとしっかりとした家具を置きたかった方にオススメの逸品です！<br><br>ヽ(^0^)<hr>サイズ<br>外寸：横24.5cm×奥行き31.5cm×高さ40cm（約） <br>内寸：横22.5cm×奥行き30.5cm×高さ5cm(一番下の段のみ7cm)(約） <br>
<br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/94000-95000/94273-6.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/94000-95000/94272-5.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/94000-95000/94271-4.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/94000-95000/94276-8.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/94000-95000/94277.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/94000-95000/94274-7.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/94000-95000/94275.jpg"" width=""100%"">",アンティークA4書類棚 ■ こだわり派が夢中になる！人気のアメリカ雑貨屋 通販 アメリカ雑貨 アメリカン雑貨 インテリア雑貨 カッコイイ男の部屋！おしゃれ 人気 生活雑貨 木箱 木製雑貨 ウッドボックス インダストリアル インテリア：アメリカ雑貨通販キャンディタワー,アメリカ雑貨アメリカン雑貨ステンシル輸入雑貨ブリキ看板インテリア雑貨星条旗グッズ世田谷ベース木製看板木箱ジュークボックスルート66グッズハワイアン雑貨リトルツリーコカ・コーラグッズハロウィングッズ人工芝輸入家具ネオン管錆塗装アンティークA4書類棚 ■ こだわり派が夢中になる！人気のアメリカ雑貨屋 通販 アメリカ雑貨 アメリカン雑貨 インテリア雑貨 カッコイイ男の部屋！おしゃれ 人気 生活雑貨 木箱 木製雑貨 ウッドボックス インダストリアル インテリア,書類棚は6段式になっていて、A4がすっぽりと入るタイプ！。アンティークA4書類棚 ■ こだわり派が夢中になる！人気のアメリカ雑貨屋 通販 アメリカ雑貨 アメリカン雑貨 インテリア雑貨 カッコイイ男の部屋！おしゃれ 人気 生活雑貨 木箱 木製雑貨 ウッドボックス インダストリアル インテリア[rn]
17-146501,http://tshop.r10s.jp/candytower/cabinet/181000-182000/181476.jpg?fitin=700:700,320.0000,,花・ガーデン・DIY > エクステリア・ガーデンファニチャー > ガーデンオーナメント・置物,ダルトン　アイアンS字フック（Lサイズ）  ■ アメリカ雑貨 アメリカン雑貨 アメ雑貨 アメ雑,キャンディタワーのイチオシの小アイテムをお届けします！,"アンティークシーンを飾りつける時によく見かけるアイアンの小物を集めてみました。これはS字フックで、見たまんま、どこかに引っ掛けて、反対側に小物を吊り下げるってヤツです。<br><br>アイアン製なのである程度の強度も期待できるし、何より古めかしい見た目が良い感じ。この手の小物パーツは色んなところからリリースされてますが、私が選んだのはオシャレなインテリア雑貨を世に送り続けてきたダルトン社のヤツです。<br><br>このブランドは同じようなモノでも、使ってる時の付加価値がみたいなのが違う気がしてやっぱり好きです。<br><br>雑誌で見かけるようなオシャレなディスプレイをマネしたい人に、キャンディタワーのイチオシの小アイテムをお届けします！(ｏ￣∇￣)ｏ

<hr>サイズ：横5cm×縦14.7cm（約）
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181477.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181478.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181479.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181482.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181480.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181481.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181490.jpg"" width=""100%"">
<br><br>
<table width=""100%"" border=""1"" cellpadding=""5"" cellspacing=""0"" bordercolor=""#CCCCCC"">
  <tr> 
    <td bgcolor=""#CCCCCC""> <b>■ まだまだあります</b></td>
  </tr>
  <tr> 
    <td>⇒ 『Sサイズ』 
    </td>
  </tr>
</table>",ダルトン　アイアンS字フック（Lサイズ）  ■ アメリカ雑貨 アメリカン雑貨 アメ雑貨 アメ雑：アメリカ雑貨通販キャンディタワー,アメリカ雑貨アメリカン雑貨ステンシル輸入雑貨ブリキ看板インテリア雑貨星条旗グッズ世田谷ベース木製看板木箱ジュークボックスルート66グッズハワイアン雑貨リトルツリーコカ・コーラグッズハロウィングッズ人工芝輸入家具ネオン管錆塗装ダルトン　アイアンS字フック（Lサイズ）  ■ アメリカ雑貨 アメリカン雑貨 アメ雑貨 アメ雑,キャンディタワーのイチオシの小アイテムをお届けします！。ダルトン　アイアンS字フック（Lサイズ）  ■ アメリカ雑貨 アメリカン雑貨 アメ雑貨 アメ雑[rn]
17-146502,http://tshop.r10s.jp/candytower/cabinet/181000-182000/181483.jpg?fitin=700:700,288.0000,,花・ガーデン・DIY > エクステリア・ガーデンファニチャー > ガーデンオーナメント・置物,ダルトン　アイアンS字フック（Sサイズ）  ■ アメリカ雑貨 アメリカン雑貨 アメ雑貨 アメ雑,キャンディタワーのイチオシの小アイテムをお届けします！,"アンティークシーンを飾りつける時によく見かけるアイアンの小物を集めてみました。これはS字フックで、見たまんま、どこかに引っ掛けて、反対側に小物を吊り下げるってヤツです。<br><br>アイアン製なのである程度の強度も期待できるし、何より古めかしい見た目が良い感じ。この手の小物パーツは色んなところからリリースされてますが、私が選んだのはオシャレなインテリア雑貨を世に送り続けてきたダルトン社のヤツです。<br><br>このブランドは同じようなモノでも、使ってる時の付加価値がみたいなのが違う気がしてやっぱり好きです。<br><br>雑誌で見かけるようなオシャレなディスプレイをマネしたい人に、キャンディタワーのイチオシの小アイテムをお届けします！(ｏ￣∇￣)ｏ

<hr>サイズ：横4.8cm×縦8.2cm（約）

<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181484.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181485.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181486.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181489.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181487.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181488.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/181000-182000/181490.jpg"" width=""100%"">

<br><br>
<table width=""100%"" border=""1"" cellpadding=""5"" cellspacing=""0"" bordercolor=""#CCCCCC"">
  <tr> 
    <td bgcolor=""#CCCCCC""> <b>■ まだまだあります</b></td>
  </tr>
  <tr> 
    <td>⇒ 『Lサイズ』 
    </td>
  </tr>
</table>",ダルトン　アイアンS字フック（Sサイズ）  ■ アメリカ雑貨 アメリカン雑貨 アメ雑貨 アメ雑：アメリカ雑貨通販キャンディタワー,アメリカ雑貨アメリカン雑貨ステンシル輸入雑貨ブリキ看板インテリア雑貨星条旗グッズ世田谷ベース木製看板木箱ジュークボックスルート66グッズハワイアン雑貨リトルツリーコカ・コーラグッズハロウィングッズ人工芝輸入家具ネオン管錆塗装ダルトン　アイアンS字フック（Sサイズ）  ■ アメリカ雑貨 アメリカン雑貨 アメ雑貨 アメ雑,キャンディタワーのイチオシの小アイテムをお届けします！。ダルトン　アイアンS字フック（Sサイズ）  ■ アメリカ雑貨 アメリカン雑貨 アメ雑貨 アメ雑[rn]
17-146503,http://tshop.r10s.jp/candytower/cabinet/100000-110000/103830.jpg?fitin=700:700,1143.2000,,花・ガーデン・DIY > エクステリア・ガーデンファニチャー > ガーデンオーナメント・置物,ダルトン ウッデンボックス 6仕切り（ナチュラル） ■ アンティーク風木箱 木箱 小物入れ ガーデニング ケース 小物 ボックス 通販 ワイン 収納 アンティーク アメリカ雑貨 アメリカン雑貨 おしゃれ 人気 グッズ アメリカ 雑貨,オールドアメリカン好きの期待に必ず応えてくれる木箱！,"そこにあるだけで外国を感じさせてくれる・・・・<br> そんなボクらの大好きなアンティーク系木箱をあのダルトンがリリースしました！<br>
<br>今回のウッデンボックスシリーズは仕切り数が違う全5種類でのラインナップになっていて、用途や置き場所のスペースに合わせて選べるところも親切なんです。<br><br>散らかり気味な小物を入れるだけでオシャレに片づいちゃうところが魅力的でしょ！<br><br>さらにアメ雑好きならミニプランツを入れたり、昔のオモチャで飾りつけたりして、ディスプレイのベース用として活用しちゃうなんてのもアリ！<br><br>
外国の雰囲気をそこへ運んできてくれる・・・・そんな英文字マジックを体験できますよ！<br>
<br>
「あっ見た目にステキだな！」って思ったら、そのセンスは間違っていません。<br>
<br>
オールドアメリカン好きの期待に必ず応えてくれるウッデンボックスです。<br>
o(^∇^o) 
<hr>サイズ：横17cm×縦25cm×高さ4cm（6仕切り）（約）


<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/100000-110000/103839.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/103000-104000/103831-4.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/103000-104000/103832-5.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/103000-104000/103833-6.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/103000-104000/103835-8.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/103000-104000/103834-7.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/103000-104000/103836-9.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/100000-110000/103838.jpg"" width=""100%"">
<br><br>
<table width=""100%"" border=""1"" cellpadding=""5"" cellspacing=""0"" bordercolor=""#CCCCCC"">
  <tr> 
    <td bgcolor=""#CCCCCC""> <b>■ まだまだあります</b></td>
  </tr>
  <tr> 
    <td>⇒ まだまだあります！『木箱』 
    </td>
  </tr>
</table>",ダルトン ウッデンボックス 6仕切り（ナチュラル） ■ アンティーク風木箱 木箱 小物入れ ガーデニング ケース 小物 ボックス 通販 ワイン 収納 アンティーク アメリカ雑貨 アメリカン雑貨 おしゃれ 人気 グッズ アメリカ 雑貨：アメリカ雑貨通販キャンディタワー,アメリカ雑貨アメリカン雑貨ステンシル輸入雑貨ブリキ看板インテリア雑貨星条旗グッズ世田谷ベース木製看板木箱ジュークボックスルート66グッズハワイアン雑貨リトルツリーコカ・コーラグッズハロウィングッズ人工芝輸入家具ネオン管錆塗装ダルトン ウッデンボックス 6仕切り（ナチュラル） ■ アンティーク風木箱 木箱 小物入れ ガーデニング ケース 小物 ボックス 通販 ワイン 収納 アンティーク アメリカ雑貨 アメリカン雑貨 おしゃれ 人気 グッズ アメリカ 雑貨,オールドアメリカン好きの期待に必ず応えてくれる木箱！。ダルトン ウッデンボックス 6仕切り（ナチュラル） ■ アンティーク風木箱 木箱 小物入れ ガーデニング ケース 小物 ボックス 通販 ワイン 収納 アンティーク アメリカ雑貨 アメリカン雑貨 おしゃれ 人気 グッズ アメリカ 雑貨[rn]
17-146504,http://tshop.r10s.jp/candytower/cabinet/100000-110000/103810.jpg?fitin=700:700,914.4000,,花・ガーデン・DIY > エクステリア・ガーデンファニチャー > ガーデンオーナメント・置物,ダルトン ウッデンボックス 4仕切り（ナチュラル） ■ アンティーク風木箱 木箱 小物入れ ガーデニング ケース 小物 ボックス 通販 ワイン 収納 アンティーク アメリカ雑貨 アメリカン雑貨 おしゃれ 人気 グッズ アメリカ 雑貨,オールドアメリカン好きの期待に必ず応えてくれる木箱！,"そこにあるだけで外国を感じさせてくれる・・・・<br> そんなボクらの大好きなアンティーク系木箱をあのダルトンがリリースしました！<br>
<br>今回のウッデンボックスシリーズは仕切り数が違う全5種類でのラインナップになっていて、用途や置き場所のスペースに合わせて選べるところも親切なんです。<br><br>散らかり気味な小物を入れるだけでオシャレに片づいちゃうところが魅力的でしょ！<br><br>さらにアメ雑好きならミニプランツを入れたり、昔のオモチャで飾りつけたりして、ディスプレイのベース用として活用しちゃうなんてのもアリ！<br><br>
外国の雰囲気をそこへ運んできてくれる・・・・そんな英文字マジックを体験できますよ！<br>
<br>
「あっ見た目にステキだな！」って思ったら、そのセンスは間違っていません。<br>
<br>
オールドアメリカン好きの期待に必ず応えてくれるウッデンボックスです。<br>
o(^∇^o) 
<hr>
サイズ：横17cm×縦17cm×高さ4cm（約） <br>
1マス辺りの内寸 縦7cm×横7cm×高さ3cm(約) 
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/100000-110000/103818.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/103000-104000/103811-4.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/103000-104000/103812-5.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/103000-104000/103813-6.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/103000-104000/103815-8.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/103000-104000/103814-7.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/103000-104000/103816-9.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/100000-110000/103817.jpg"" width=""100%"">
<br><br>
<table width=""100%"" border=""1"" 

cellpadding=""5"" cellspacing=""0"" 

bordercolor=""#CCCCCC"">
  <tr> 
    <td bgcolor=""#CCCCCC""> <b>■ まだまだあ

ります</b></td>
  </tr>
  <tr> 
    <td>⇒ 「まだまだあります！ダルトングッズ」 
    </td>
  </tr>
</table>",ダルトン ウッデンボックス 4仕切り（ナチュラル） ■ アンティーク風木箱 木箱 小物入れ ガーデニング ケース 小物 ボックス 通販 ワイン 収納 アンティーク アメリカ雑貨 アメリカン雑貨 おしゃれ 人気 グッズ アメリカ 雑貨：アメリカ雑貨通販キャンディタワー,アメリカ雑貨アメリカン雑貨ステンシル輸入雑貨ブリキ看板インテリア雑貨星条旗グッズ世田谷ベース木製看板木箱ジュークボックスルート66グッズハワイアン雑貨リトルツリーコカ・コーラグッズハロウィングッズ人工芝輸入家具ネオン管錆塗装ダルトン ウッデンボックス 4仕切り（ナチュラル） ■ アンティーク風木箱 木箱 小物入れ ガーデニング ケース 小物 ボックス 通販 ワイン 収納 アンティーク アメリカ雑貨 アメリカン雑貨 おしゃれ 人気 グッズ アメリカ 雑貨,オールドアメリカン好きの期待に必ず応えてくれる木箱！。ダルトン ウッデンボックス 4仕切り（ナチュラル） ■ アンティーク風木箱 木箱 小物入れ ガーデニング ケース 小物 ボックス 通販 ワイン 収納 アンティーク アメリカ雑貨 アメリカン雑貨 おしゃれ 人気 グッズ アメリカ 雑貨[rn]
17-146505,http://tshop.r10s.jp/kokoroes/cabinet/03597781/imgrc0060491139.jpg?fitin=700:700,19200.0000,,花・ガーデン・DIY > エクステリア・ガーデンファニチャー > ガーデンオーナメント・置物,【代金引換不可】【SMRプランターコラムシリーズ】オブジェ　女神置物　婦人像 10P27May16,コラムオブジェ樹脂花台ガーデニング庭,"<img src=""http://image.rakuten.co.jp/kokoroes/cabinet/01751168/imgrc0062844000.jpg"" border=""0"" alt=""送料表""><br><br><br>■サイズ：(約)高さ114.0cm × 横37×31cm  
  

<br>
■材質：樹脂製
<br>


■生産地：中国 

<br>■樹脂製品は、汚れや黒く見えることがありますが、アンティーク加工によるものです。全て新品ですので返品・交換は出来かねますのでご了承ください。
<br>●掲載商品はハンドメイドの為、多少のガタつきなどございますが、不良ではございません。<br>
●尚、アンティークの風合いを出す為に、キズと気泡などを入れる事で、荒々しく仕上げていますので、ご了承下さい。<br>
●防水加工はしておりません。<br>
●直射日光や風雨で変色することがあります。<br><br>

■メーカー直送のため代金引換不可<br>
■地域によっては送料が発生する場合がございます。<br>

■人気集中や他店でも販売しているために在庫がない場合があります。メーカーに在庫確認後欠品の場合はご連絡致しますのでご了承願います。<br>

<br>■出来る限り実物に近いお色にて画像を掲載しておりますが、PCモニターなどの環境等のちがいにより若干異なる場合がございますので、ご了承ください。商品違い、破損、不具合などございましたら、迅速に対応（交換、返品）いたしますので、至急ご連絡お願い致します。
<br><br><font color=""red""><b>【在庫や納期について】</b></font><br><br><b>≪在庫状況≫</b><br>当店在庫は当店系列他店や実店舗などで共有しており、また、メーカー直送によるためのメーカー在庫品の商品があるため、ご注文のタイミングや情報変更処理等の影響により在庫が無い状態やお取り寄せが必要になる場合があります。<br>また、万が一欠品等で商品をご用意できない場合は大変不本意ではありますが、ご注文を一旦キャンセルさせていただく事がございます。予めご了承ください。<br><br><b>≪納期状況≫</b><br>商品ページ記載の納期情報はあくまでも「通常目安」であり確定されたものではありません。お急ぎの場合や厳格な日時指定をご希望の場合は、必ず事前にお問い合わせいただきますようお願いいたします。<br><br>",【代金引換不可】【SMRプランターコラムシリーズ】オブジェ　女神置物　婦人像 10P27May16：癒しのヴェルサイユ宮殿,6畳用 8畳用 10畳用 12畳用 6帖用 8帖用 10帖用 12帖用LED シャンデリア chandelier照明 天井照明 ライト ランプ シーリング家具 猫足輸入家具ガーデン用品インテリアロココロココ調時計壁掛け時計両面時計壁掛け両面時計インテリア雑貨イタリア製イギリス製フランス製ポルトガル製傘立てchandelier【代金引換不可】【SMRプランターコラムシリーズ】オブジェ　女神置物　婦人像 10P27May16,コラムオブジェ樹脂花台ガーデニング庭。【代金引換不可】【SMRプランターコラムシリーズ】オブジェ　女神置物　婦人像 10P27May16[rn]
17-146506,http://tshop.r10s.jp/kokoroes/cabinet/02653740/img59106570.jpg?fitin=700:700,54000.0000,,花・ガーデン・DIY > エクステリア・ガーデンファニチャー > ガーデンオーナメント・置物,ギリシャ神殿　ロコココラム　　置台H61　ラメ入りホワイト 10P27May16,コラムフラワースタンド，花台インテリアアンティーク神殿　,"<img src=""http://image.rakuten.co.jp/kokoroes/cabinet/01751168/imgrc0062844000.jpg"" border=""0"" alt=""送料表""><br><br>　■サイズ：W41×D41×H61cm   <br>

 　（ハンドメイドの為サイズに若干の誤差が生じます）<br>
■china<br> 
■素材：樹脂<br> 


<br>
■代金引換不可<br>
■アンティーク仕上げには、なっておりません。綺麗なホワイトにラメが入っております。
<br>
<br>
＊メーカーショールームでご覧いただけます♪
<br><br>

■配送方法や地域によって、送料が発生する場合がございます。事前にお問い合わせください。<br>

■出来る限り実物に近いお色にて画像を掲載しておりますが、PCモニターなどの環境等のちがいにより若干異なる場合がございますので、ご了承ください。商品違い、破損、不具合などございましたら、迅速に対応（交換、返品）いたしますので、至急ご連絡お願い致します。
<br>

■こちらの商品はメーカー在庫のため、入金確認後の発注となりますのでタイミングによってはご注文いただいても既に売り切れている場合がございますのでご了承下さい。<br>
<br><br><br><font color=""red""><b>【在庫や納期について】</b></font><br><br><b>≪在庫状況≫</b><br>当店在庫は当店系列他店や実店舗などで共有しており、また、メーカー直送によるためのメーカー在庫品の商品があるため、ご注文のタイミングや情報変更処理等の影響により在庫が無い状態やお取り寄せが必要になる場合があります。<br>また、万が一欠品等で商品をご用意できない場合は大変不本意ではありますが、ご注文を一旦キャンセルさせていただく事がございます。予めご了承ください。<br><br><b>≪納期状況≫</b><br>商品ページ記載の納期情報はあくまでも「通常目安」であり確定されたものではありません。お急ぎの場合や厳格な日時指定をご希望の場合は、必ず事前にお問い合わせいただきますようお願いいたします。<br><br>",ギリシャ神殿　ロコココラム　　置台H61　ラメ入りホワイト 10P27May16：癒しのヴェルサイユ宮殿,6畳用 8畳用 10畳用 12畳用 6帖用 8帖用 10帖用 12帖用LED シャンデリア chandelier照明 天井照明 ライト ランプ シーリング家具 猫足輸入家具ガーデン用品インテリアロココロココ調時計壁掛け時計両面時計壁掛け両面時計インテリア雑貨イタリア製イギリス製フランス製ポルトガル製傘立てchandelierギリシャ神殿　ロコココラム　　置台H61　ラメ入りホワイト 10P27May16,コラムフラワースタンド，花台インテリアアンティーク神殿　。ギリシャ神殿　ロコココラム　　置台H61　ラメ入りホワイト 10P27May16[rn]
17-146507,http://tshop.r10s.jp/kokoroes/cabinet/03597781/imgrc0061638026.jpg?fitin=700:700,19200.0000,,花・ガーデン・DIY > エクステリア・ガーデンファニチャー > ガーデンオーナメント・置物,【代金引換不可】【SMRプランターコラムシリーズ】オブジェ　女神置物　婦人像 10P27May16,コラムオブジェ樹脂花台ガーデニング庭,"<img src=""http://image.rakuten.co.jp/kokoroes/cabinet/01751168/imgrc0062844000.jpg"" border=""0"" alt=""送料表""><br><br><br>■サイズ：(約)高さ96cm   
<br>
■材質：樹脂製
<br>
■生産地：中国 



■樹脂製品は、汚れや黒く見えることがありますが、アンティーク加工によるものです。全て新品ですので返品・交換は出来かねますのでご了承ください。
<br>


■メーカー直送のため代金引換不可<br>■地域によっては送料が発生する場合がございます。<br>

■人気集中や他店でも販売しているために在庫がない場合があります。メーカーに在庫確認後欠品の場合はご連絡致しますのでご了承願います。<br>

<br>■出来る限り実物に近いお色にて画像を掲載しておりますが、PCモニターなどの環境等のちがいにより若干異なる場合がございますので、ご了承ください。商品違い、破損、不具合などございましたら、迅速に対応（交換、返品）いたしますので、至急ご連絡お願い致します。
<br><br><font color=""red""><b>【在庫や納期について】</b></font><br><br><b>≪在庫状況≫</b><br>当店在庫は当店系列他店や実店舗などで共有しており、また、メーカー直送によるためのメーカー在庫品の商品があるため、ご注文のタイミングや情報変更処理等の影響により在庫が無い状態やお取り寄せが必要になる場合があります。<br>また、万が一欠品等で商品をご用意できない場合は大変不本意ではありますが、ご注文を一旦キャンセルさせていただく事がございます。予めご了承ください。<br><br><b>≪納期状況≫</b><br>商品ページ記載の納期情報はあくまでも「通常目安」であり確定されたものではありません。お急ぎの場合や厳格な日時指定をご希望の場合は、必ず事前にお問い合わせいただきますようお願いいたします。<br><br>",【代金引換不可】【SMRプランターコラムシリーズ】オブジェ　女神置物　婦人像 10P27May16：癒しのヴェルサイユ宮殿,6畳用 8畳用 10畳用 12畳用 6帖用 8帖用 10帖用 12帖用LED シャンデリア chandelier照明 天井照明 ライト ランプ シーリング家具 猫足輸入家具ガーデン用品インテリアロココロココ調時計壁掛け時計両面時計壁掛け両面時計インテリア雑貨イタリア製イギリス製フランス製ポルトガル製傘立てchandelier【代金引換不可】【SMRプランターコラムシリーズ】オブジェ　女神置物　婦人像 10P27May16,コラムオブジェ樹脂花台ガーデニング庭。【代金引換不可】【SMRプランターコラムシリーズ】オブジェ　女神置物　婦人像 10P27May16[rn]
