17-133699,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_053/4932903128146_ll.jpg?fitin=700:700,962.4000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > お盆・トレー,橋本達之助工芸 STトレーL角 マーチ イエロー STﾄﾚLｶｸﾏﾁｲｴﾛ [STﾄﾚLｶｸﾏﾁｲｴﾛ],,□商品説明<br>●隅々までのせられるスクエアな形状。<br>●運んだ後はランチョンマットに使えます。<br>●食後は食洗機でカンタン洗浄。<br>●紀州（和歌山）生産。<br>□商品仕様<br>●材質：不飽和ポリエステル樹脂<br>●寸法：W39×H1.7×D27cm,橋本達之助工芸 STトレーL角 マーチ イエロー STﾄﾚLｶｸﾏﾁｲｴﾛ [STﾄﾚLｶｸﾏﾁｲｴﾛ]：エディオン　楽天市場店,橋本達之助工芸 STトレーL角 マーチ イエロー STﾄﾚLｶｸﾏﾁｲｴﾛ [STﾄﾚLｶｸﾏﾁｲｴﾛ],橋本達之助工芸 STトレーL角 マーチ イエロー STﾄﾚLｶｸﾏﾁｲｴﾛ [STﾄﾚLｶｸﾏﾁｲｴﾛ][rn]
17-133700,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_053/4932903111674_ll.jpg?fitin=700:700,1332.8000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > お盆・トレー,橋本達之助工芸 紀州チークトレー木目調 42cm 手穴付 ｷｼﾕｳﾁｸﾄﾚﾓｸﾒﾁﾖｳ42CMﾃｱﾅﾂｷ [ｷｼﾕｳﾁｸﾄﾚﾓｸﾒﾁﾖｳ42CMﾃｱﾅﾂｷ],,□商品説明<br>●紀州漆器産。刷毛で1枚ずつ木目を引いていく手作業品。1枚ごとに木目の風合いが違います。<br>●トレー表面はすべり止め。食器がすべりにくく運びやすい。<br>□商品仕様<br>●材質：ユリア樹脂・ウレタン塗装 <br>●寸法：W42.5×H3.6×D27cm,橋本達之助工芸 紀州チークトレー木目調 42cm 手穴付 ｷｼﾕｳﾁｸﾄﾚﾓｸﾒﾁﾖｳ42CMﾃｱﾅﾂｷ [ｷｼﾕｳﾁｸﾄﾚﾓｸﾒﾁﾖｳ42CMﾃｱﾅﾂｷ]：エディオン　楽天市場店,橋本達之助工芸 紀州チークトレー木目調 42cm 手穴付 ｷｼﾕｳﾁｸﾄﾚﾓｸﾒﾁﾖｳ42CMﾃｱﾅﾂｷ [ｷｼﾕｳﾁｸﾄﾚﾓｸﾒﾁﾖｳ42CMﾃｱﾅﾂｷ],橋本達之助工芸 紀州チークトレー木目調 42cm 手穴付 ｷｼﾕｳﾁｸﾄﾚﾓｸﾒﾁﾖｳ42CMﾃｱﾅﾂｷ [ｷｼﾕｳﾁｸﾄﾚﾓｸﾒﾁﾖｳ42CMﾃｱﾅﾂｷ][rn]
17-133701,http://tshop.r10s.jp/candytower/cabinet/122000-123000/122238.jpg?fitin=700:700,720.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > お盆・トレー,キャンブロ カムトレー Sサイズ（ティール） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋,一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高！,"「アメリカの日常」は「ボクらの特別」だ！アメリカで50年以上の歴史を持つ会社、キャンブロ社が手掛けたサービングトレー、「カムトレー」です。アメリカに行くとレストランやホテル、さらには学校や公共機関のフードコートなどでごく一般的に使われてるトレーがコレなんです。<br><br>素材は有名なイームズチェアーと同じグラスファイバー入りの強化プラスチック製だから、軽くて丈夫なんです。何がイイって手にした瞬間の厚みというかゴツさというか、一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高なの！<br><br>アメリカ人が食事をしてるそれを使って同じように食べるってのがボクらの求めるライフスタイルだからね！コーヒーと食パンを置くにしたって、こんなこだわりのトレーを使うと気持ちがウキウキするから好き！<br><br>カラーリングがこれまた絶妙で、どれもアメリカ人ならではの好みがしっかりと反映された色合いになってるから選ぶのもホント楽しいの！<br><br>最初トレーにしてはちょっと割高に思ったかもしれませんが、そのストーリーを知るとこのカムトレーにしか運んでこれない満足感を味わわせてくれます。<br><br>アメリカ好きにはまさに一生モノのトレーになること間違いなし！たかがトレー1枚にこれだけこだわるから、オレたちなんだぜ！（￣ー￣）ニヤリ☆

<hr>サイズ：横18cm×縦12.5cm（約）

<br>※表面に白い線傷が入ってますがこれは強化プラスチック製のカムトレーの製品特徴です。特に黒系のトレイは目立ちますがその味を知ると逆にカッコヨク感じるようになります。また裏面の刻印のズレもございます。いずれにしましても製造過程でできる製品仕様として予めご了承願います。
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122239.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122240.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122242.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122244.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122243.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122241.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122282.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122281.jpg"" width=""100%"">",キャンブロ カムトレー Sサイズ（ティール） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋：アメリカ雑貨通販キャンディタワー,アメリカ雑貨アメリカン雑貨ステンシル輸入雑貨ブリキ看板インテリア雑貨星条旗グッズ世田谷ベース木製看板木箱ジュークボックスルート66グッズハワイアン雑貨リトルツリーコカ・コーラグッズハロウィングッズ人工芝輸入家具ネオン管錆塗装キャンブロ カムトレー Sサイズ（ティール） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋,一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高！。キャンブロ カムトレー Sサイズ（ティール） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋[rn]
17-133702,http://tshop.r10s.jp/candytower/cabinet/122000-123000/122267.jpg?fitin=700:700,720.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > お盆・トレー,キャンブロ カムトレー Sサイズ（ピンク） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋,一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高！,"「アメリカの日常」は「ボクらの特別」だ！アメリカで50年以上の歴史を持つ会社、キャンブロ社が手掛けたサービングトレー、「カムトレー」です。アメリカに行くとレストランやホテル、さらには学校や公共機関のフードコートなどでごく一般的に使われてるトレーがコレなんです。<br><br>素材は有名なイームズチェアーと同じグラスファイバー入りの強化プラスチック製だから、軽くて丈夫なんです。何がイイって手にした瞬間の厚みというかゴツさというか、一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高なの！<br><br>アメリカ人が食事をしてるそれを使って同じように食べるってのがボクらの求めるライフスタイルだからね！コーヒーと食パンを置くにしたって、こんなこだわりのトレーを使うと気持ちがウキウキするから好き！<br><br>カラーリングがこれまた絶妙で、どれもアメリカ人ならではの好みがしっかりと反映された色合いになってるから選ぶのもホント楽しいの！<br><br>最初トレーにしてはちょっと割高に思ったかもしれませんが、そのストーリーを知るとこのカムトレーにしか運んでこれない満足感を味わわせてくれます。<br><br>アメリカ好きにはまさに一生モノのトレーになること間違いなし！たかがトレー1枚にこれだけこだわるから、オレたちなんだぜ！（￣ー￣）ニヤリ☆

<hr>サイズ：横18cm×縦12.5cm（約）

<br>※表面に白い線傷が入ってますがこれは強化プラスチック製のカムトレーの製品特徴です。特に黒系のトレイは目立ちますがその味を知ると逆にカッコヨク感じるようになります。また裏面の刻印のズレもございます。いずれにしましても製造過程でできる製品仕様として予めご了承願います。
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122268.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122269.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122271.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122273.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122270.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122283.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122281.jpg"" width=""100%"">

<br><br>
<table width=""100%"" border=""1"" cellpadding=""5"" cellspacing=""0"" bordercolor=""#CCCCCC"">
  <tr> 
    <td bgcolor=""#CCCCCC""> <b>■ まだまだあります</b></td>
  </tr>
  <tr> 
    <td>⇒ 『他のカラーはこちら！』 
    </td>
  </tr>
</table>",キャンブロ カムトレー Sサイズ（ピンク） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋：アメリカ雑貨通販キャンディタワー,アメリカ雑貨アメリカン雑貨ステンシル輸入雑貨ブリキ看板インテリア雑貨星条旗グッズ世田谷ベース木製看板木箱ジュークボックスルート66グッズハワイアン雑貨リトルツリーコカ・コーラグッズハロウィングッズ人工芝輸入家具ネオン管錆塗装キャンブロ カムトレー Sサイズ（ピンク） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋,一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高！。キャンブロ カムトレー Sサイズ（ピンク） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋[rn]
17-133703,http://tshop.r10s.jp/candytower/cabinet/122000-123000/122163.jpg?fitin=700:700,2240.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > お盆・トレー,キャンブロ カムトレー Lサイズ（グリーン） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋,一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高！,"「アメリカの日常」は「ボクらの特別」だ！アメリカで50年以上の歴史を持つ会社、キャンブロ社が手掛けたサービングトレー、「カムトレー」です。アメリカに行くとレストランやホテル、さらには学校や公共機関のフードコートなどでごく一般的に使われてるトレーがコレなんです。<br><br>素材は有名なイームズチェアーと同じグラスファイバー入りの強化プラスチック製だから、軽くて丈夫なんです。何がイイって手にした瞬間の厚みというかゴツさというか、一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高なの！<br><br>アメリカ人が食事をしてるそれを使って同じように食べるってのがボクらの求めるライフスタイルだからね！コーヒーと食パンを置くにしたって、こんなこだわりのトレーを使うと気持ちがウキウキするから好き！<br><br>カラーリングがこれまた絶妙で、どれもアメリカ人ならではの好みがしっかりと反映された色合いになってるから選ぶのもホント楽しいの！<br><br>最初トレーにしてはちょっと割高に思ったかもしれませんが、そのストーリーを知るとこのカムトレーにしか運んでこれない満足感を味わわせてくれます。<br><br>アメリカ好きにはまさに一生モノのトレーになること間違いなし！たかがトレー1枚にこれだけこだわるから、オレたちなんだぜ！（￣ー￣）ニヤリ☆

<hr>サイズ：横35cm×縦27cm （約）

<br>※表面に白い線傷が入ってますがこれは強化プラスチック製のカムトレーの製品特徴です。特に黒系のトレイは目立ちますがその味を知ると逆にカッコヨク感じるようになります。また裏面の刻印のズレもございます。いずれにしましても製造過程でできる製品仕様として予めご了承願います。
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122164.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122165.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122167.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122169.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122168.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122166.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122207.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122205.jpg"" width=""100%"">


<br><br>
<table width=""100%"" border=""1"" cellpadding=""5"" cellspacing=""0"" bordercolor=""#CCCCCC"">
  <tr> 
    <td bgcolor=""#CCCCCC""> <b>■ まだまだあります</b></td>
  </tr>
  <tr> 
    <td>⇒ 『他のカラーはこちら！』 
    </td>
  </tr>
</table>",キャンブロ カムトレー Lサイズ（グリーン） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋：アメリカ雑貨通販キャンディタワー,アメリカ雑貨アメリカン雑貨ステンシル輸入雑貨ブリキ看板インテリア雑貨星条旗グッズ世田谷ベース木製看板木箱ジュークボックスルート66グッズハワイアン雑貨リトルツリーコカ・コーラグッズハロウィングッズ人工芝輸入家具ネオン管錆塗装キャンブロ カムトレー Lサイズ（グリーン） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋,一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高！。キャンブロ カムトレー Lサイズ（グリーン） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋[rn]
17-133704,http://tshop.r10s.jp/candytower/cabinet/130000-131000/130761.jpg?fitin=700:700,2160.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > お盆・トレー,フレンチアメリカンのサービングトレイ（チェリー） ■ アメリカ雑貨 アメリカン雑貨 カントリー雑貨 キッチン ナチュラル,重い物でもしっかりと運べる本気の作りになっているのが特徴！,"外国の街角で見かけるアドバタイジング看板をそのままデザインにしたかのようなレトロでポップなブリキ製のサービングトレイです。<br><br>こういうデザインって使う時だって、ただそこにおいてある時だって雑貨好きのココロをウキウキさせてくれるのがイイんだよね！<br><br>トレイ本体は厚みのあるブリキが使われているので、ベコベコした感じじゃなくて、重い物でもしっかりと運べる本気の作りになっているのが特徴です。<br><br>テーブルにドレンク＆フードを運んで来たシーンもホントに絵になる世界をそこへ運んできてくれます。<br><br>アメリカンポップをベースにフランス人がフレンチテイストに手掛けたデザインなので女性にはグッと来ちゃうデザインなんじゃない！<br><br>こんなオシャレで可愛いヤツ、ハッキリって滅多に出てきませんよ！文句なしに手にしたい逸品です。ヽ(^0^)

<hr>サイズ：直径34cm×高さ5cm（約）
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/130000-131000/130762.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/130000-131000/130763.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/130000-131000/130765.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/130000-131000/130764.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/130000-131000/130766.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/130000-131000/130767.jpg"" width=""100%"">

<br><br>
<table width=""100%"" border=""1"" cellpadding=""5"" cellspacing=""0"" bordercolor=""#CCCCCC"">
  <tr> 
    <td bgcolor=""#CCCCCC""> <b>■ まだまだあります</b></td>
  </tr>
  <tr> 
    <td>⇒ 『その他のデザインはこちら！』</td>
  </tr><tr> 
    <td>⇒ 『フレンチアメリカン』シリーズはこちら！</td>
  </tr>
</table>",フレンチアメリカンのサービングトレイ（チェリー） ■ アメリカ雑貨 アメリカン雑貨 カントリー雑貨 キッチン ナチュラル：アメリカ雑貨通販キャンディタワー,アメリカ雑貨アメリカン雑貨ステンシル輸入雑貨ブリキ看板インテリア雑貨星条旗グッズ世田谷ベース木製看板木箱ジュークボックスルート66グッズハワイアン雑貨リトルツリーコカ・コーラグッズハロウィングッズ人工芝輸入家具ネオン管錆塗装フレンチアメリカンのサービングトレイ（チェリー） ■ アメリカ雑貨 アメリカン雑貨 カントリー雑貨 キッチン ナチュラル,重い物でもしっかりと運べる本気の作りになっているのが特徴！。フレンチアメリカンのサービングトレイ（チェリー） ■ アメリカ雑貨 アメリカン雑貨 カントリー雑貨 キッチン ナチュラル[rn]
17-133705,http://tshop.r10s.jp/candytower/cabinet/122000-123000/122252.jpg?fitin=700:700,720.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > お盆・トレー,キャンブロ カムトレー Sサイズ（レッド） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋,一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高！,"「アメリカの日常」は「ボクらの特別」だ！アメリカで50年以上の歴史を持つ会社、キャンブロ社が手掛けたサービングトレー、「カムトレー」です。アメリカに行くとレストランやホテル、さらには学校や公共機関のフードコートなどでごく一般的に使われてるトレーがコレなんです。<br><br>素材は有名なイームズチェアーと同じグラスファイバー入りの強化プラスチック製だから、軽くて丈夫なんです。何がイイって手にした瞬間の厚みというかゴツさというか、一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高なの！<br><br>アメリカ人が食事をしてるそれを使って同じように食べるってのがボクらの求めるライフスタイルだからね！コーヒーと食パンを置くにしたって、こんなこだわりのトレーを使うと気持ちがウキウキするから好き！<br><br>カラーリングがこれまた絶妙で、どれもアメリカ人ならではの好みがしっかりと反映された色合いになってるから選ぶのもホント楽しいの！<br><br>最初トレーにしてはちょっと割高に思ったかもしれませんが、そのストーリーを知るとこのカムトレーにしか運んでこれない満足感を味わわせてくれます。<br><br>アメリカ好きにはまさに一生モノのトレーになること間違いなし！たかがトレー1枚にこれだけこだわるから、オレたちなんだぜ！（￣ー￣）ニヤリ☆

<hr>サイズ：横18cm×縦12.5cm（約）

<br>※表面に白い線傷が入ってますがこれは強化プラスチック製のカムトレーの製品特徴です。特に黒系のトレイは目立ちますがその味を知ると逆にカッコヨク感じるようになります。また裏面の刻印のズレもございます。いずれにしましても製造過程でできる製品仕様として予めご了承願います。
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122253.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122256.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122258.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122257.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122283.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122282.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122281.jpg"" width=""100%"">",キャンブロ カムトレー Sサイズ（レッド） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋：アメリカ雑貨通販キャンディタワー,アメリカ雑貨アメリカン雑貨ステンシル輸入雑貨ブリキ看板インテリア雑貨星条旗グッズ世田谷ベース木製看板木箱ジュークボックスルート66グッズハワイアン雑貨リトルツリーコカ・コーラグッズハロウィングッズ人工芝輸入家具ネオン管錆塗装キャンブロ カムトレー Sサイズ（レッド） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋,一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高！。キャンブロ カムトレー Sサイズ（レッド） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋[rn]
17-133706,http://tshop.r10s.jp/candytower/cabinet/122000-123000/122170.jpg?fitin=700:700,2240.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > お盆・トレー,キャンブロ カムトレー Lサイズ（ホワイト） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋,一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高！,"「アメリカの日常」は「ボクらの特別」だ！アメリカで50年以上の歴史を持つ会社、キャンブロ社が手掛けたサービングトレー、「カムトレー」です。アメリカに行くとレストランやホテル、さらには学校や公共機関のフードコートなどでごく一般的に使われてるトレーがコレなんです。<br><br>素材は有名なイームズチェアーと同じグラスファイバー入りの強化プラスチック製だから、軽くて丈夫なんです。何がイイって手にした瞬間の厚みというかゴツさというか、一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高なの！<br><br>アメリカ人が食事をしてるそれを使って同じように食べるってのがボクらの求めるライフスタイルだからね！コーヒーと食パンを置くにしたって、こんなこだわりのトレーを使うと気持ちがウキウキするから好き！<br><br>カラーリングがこれまた絶妙で、どれもアメリカ人ならではの好みがしっかりと反映された色合いになってるから選ぶのもホント楽しいの！<br><br>最初トレーにしてはちょっと割高に思ったかもしれませんが、そのストーリーを知るとこのカムトレーにしか運んでこれない満足感を味わわせてくれます。<br><br>アメリカ好きにはまさに一生モノのトレーになること間違いなし！たかがトレー1枚にこれだけこだわるから、オレたちなんだぜ！（￣ー￣）ニヤリ☆

<hr>サイズ：横35cm×縦27cm （約）

<br>※表面に白い線傷が入ってますがこれは強化プラスチック製のカムトレーの製品特徴です。特に黒系のトレイは目立ちますがその味を知ると逆にカッコヨク感じるようになります。また裏面の刻印のズレもございます。いずれにしましても製造過程でできる製品仕様として予めご了承願います。
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122171.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122172.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122174.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122176.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122175.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122173.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122206.jpg"" width=""100%"">
<br><br>
<img src=""http://image.rakuten.co.jp/candytower/cabinet/122000-123000/122205.jpg"" width=""100%"">


<br><br>
<table width=""100%"" border=""1"" cellpadding=""5"" cellspacing=""0"" bordercolor=""#CCCCCC"">
  <tr> 
    <td bgcolor=""#CCCCCC""> <b>■ まだまだあります</b></td>
  </tr>
  <tr> 
    <td>⇒ 『他のカラーはこちら！』 
    </td>
  </tr>
</table>",キャンブロ カムトレー Lサイズ（ホワイト） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋：アメリカ雑貨通販キャンディタワー,アメリカ雑貨アメリカン雑貨ステンシル輸入雑貨ブリキ看板インテリア雑貨星条旗グッズ世田谷ベース木製看板木箱ジュークボックスルート66グッズハワイアン雑貨リトルツリーコカ・コーラグッズハロウィングッズ人工芝輸入家具ネオン管錆塗装キャンブロ カムトレー Lサイズ（ホワイト） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋,一瞬で伝わってくるMADE IN USAの持つ独特の雰囲気が最高！。キャンブロ カムトレー Lサイズ（ホワイト） ■ アメリカ雑貨 アメリカン雑貨 トレイ 北欧 生活雑貨 おもしろ かわいい 人気 ギフト おしゃれ プレゼント アメリカ 雑貨 通販 こだわり派が夢中になる! 人気のアメリカ雑貨屋[rn]
