17-114999,http://tshop.r10s.jp/amillia-style/cabinet/04441789/imgrc0067854901.jpg?fitin=700:700,13440.0000,,花・ガーデン・DIY > DIY・工具 > 作業灯,【クーポン最大2000円&ポイント10倍】【20個】送料無料！1年保証 作業灯 LED作業灯 LEDワークライト 27W 9発 12v/24v 船舶 トラック SUV 各種作業車対応,現場作業/夜間作業/船舶用/車用/建築機械用/集魚灯/看板灯,"<tr>
    <td align=""center""><img src=""http://image.rakuten.co.jp/amillia-style/cabinet/03853264/04053322/img66040184.jpg"" width=""100%"" ><br>
    <img src=""http://image.rakuten.co.jp/amillia-style/cabinet/03853264/04053322/img66040185.jpg"" width=""100%"" ><br>
    <img src=""http://image.rakuten.co.jp/amillia-style/cabinet/03853264/04053322/img66040186.jpg""  width=""100%"" ></td>
  </tr>
  <tr>
    <td align=""left""><p>商品説明：<br>
&#8680; セット内容：ランプ×1個、ネジ×1式<br>
&#8680; LED Power：27W<br>
&#8680; LED：CREE製 3W型LED×9pcs＝27W<br>
&#8680; 動作電圧：12V/24V兼用<br>
&#8680; 防水等級：IP 67<br>
&#8680; ルーメン：1755ルーメン<br>
&#8680; 本体材質：アルミボディ<br>
&#8680; レンズ材料：PMMA<br>
&#8680; 取付金具：ステンレス<br>
&#8680; 照射角： 広角タイプ（光角度：60度）<br>
&#8680; 長寿命： 約30000時間<br>
&#8680; 重さ：約　1.0kg/pcs<br>
&#8680; ＋、－配線するだけの簡単接続仕様です。<br>
<br>
ポイント：<br>
<br>
&#9758; 驚異的な照射能力と耐久性。<br>
&#9758; 明るくコンパクトな汎用ＬＥＤ作業灯（ワークランプ）です。<br>
&#9758; ステンレス取付金具。<br>
&#9758; 取付ステーで上下のライト角度調整可能です ！<br>
&#9758; 工場出荷前、発送前の２段階で点灯チェック！ご安心ください。<br>
&#9758; バッテリーのプラスとマイナスの接続だけですぐに使用できます！<br>
&#9758; 船舶、重機、農作業、トラクター、コンバイン、フォークリフト、<br>
路肩灯やフォグランプ等の夕暮れ時・夜間作業にとても役立ちます！<br>
&#9758; 主に業務用として購入されることが多く、プロも納得の一品です。<br>
<br>
★商品到着後、一年の保証になります。<br>
<br>
<br>
主な用途：<br>
<br>
&#9758; 汎用LED作業灯。<br>
&#9758; トラックの荷台用の照明、フォークリフトのライト、除雪車のライト、<br>
海苔漁の常夜灯、シラス漁の常夜灯、漁船の作業用ライト、トラ&#8232;クター<br>
のライト、夜釣りの照明・集魚ライト、漁業用、農業機械、建設機械等の<br>
作業に、災害時の備えに、交通整理に、工事現場に様々な場面で活躍できます！ <br>
&#9758; 屋外や現場作業にも便利です。</p>
      <p>&nbsp;</p>
      <p>【保証について】<br>
●　商品到着後、強気の1年保証がございます。</p>
      <p>【注意事項】<br>
        ●商品到着後、早期に点灯チェックを行ってください。 保証期間内の故障であれば故障部品を特定の上、新品との交換にて対応いたします。<br>
        ●万一保証期間内に故障がございましたら、商品到着後1週間以内にご連絡頂ければ、送料は当店にて全額負担いたします。1週間後からは往復の送料がお客様側にご負担になります。</p>
      <p>【購入金額について】<br>
        ●最初に送信される楽天からの自動送信メールに記載されている商品代金・送料などは弊社で内容を確認していない状態です。商品によっては、追加料金の加算や送料などを弊社で注文確認時に修正する場合がございます。</p>
      <p>※送料無料の商品については(北海道&amp;沖縄&amp;離島を含まない)、北海道、沖縄&amp;離島の場合は500円となりますので、予めご了承ください</p>
      <p>&nbsp;</p>
      <p>お得なセット商品はこちら！！</p>
      <p>【1個】→商品ページ<br>
        【2個セット】→商品ページ<br>
        【4個セット】→商品ページ<br>
        【5個セット】→商品ページ<br>
        【6個セット】→商品ページ        <br>
        【10個セット】→商品ページ <br>
        【20個セット】→商品ページ <br>
        【40個セット】→商品ページ <br>
【60個セット】→商品ページ <br>
【80個セット】→商品ページ </p>
      <p>青色→商品ページ </p>
      <p>黄色→商品ページ <br>
    </p></td>
  </tr>",【クーポン最大2000円&amp;ポイント10倍】【20個】送料無料！1年保証 作業灯 LED作業灯 LEDワークライト 27W 9発 12v/24v 船舶 トラック SUV 各種作業車対応：アミリアスタイル,【クーポン最大2000円&amp;ポイント10倍】【20個】送料無料！1年保証 作業灯 LED作業灯 LEDワークライト 27W 9発 12v/24v 船舶 トラック SUV 各種作業車対応,現場作業/夜間作業/船舶用/車用/建築機械用/集魚灯/看板灯。【クーポン最大2000円&amp;ポイント10倍】【20個】送料無料！1年保証 作業灯 LED作業灯 LEDワークライト 27W 9発 12v/24v 船舶 トラック SUV 各種作業車対応[rn]
17-115000,http://tshop.r10s.jp/amillia-style/cabinet/04441789/imgrc0067866800.jpg?fitin=700:700,1824.0000,,花・ガーデン・DIY > DIY・工具 > 作業灯,【クーポン最大2000円&ポイント10倍】送料無料！正規品&1年の安心保証 作業灯 LED作業灯/LEDワークライト 9発 27W 角型 青/黄選択可 12V/24V対応 船舶/トラック/各種作業車対応 防水省エネ 広角60度 角型,多用途 爆光 ナイター照明,"<tr>
    <td align=""center""><img src=""http://image.rakuten.co.jp/amillia-style/cabinet/03853264/04053322/img66040184.jpg"" width=""100%"" ><br>
    <img src=""http://image.rakuten.co.jp/amillia-style/cabinet/03853264/04053322/img66040185.jpg"" width=""100%"" ><br>
    <img src=""http://image.rakuten.co.jp/amillia-style/cabinet/03853264/04053322/img66040186.jpg""  width=""100%"" ></td>
  </tr>
  <tr>
    <td align=""left""><p>商品説明：<br>
&#8680; セット内容：ランプ×1個、ネジ×1式<br>
&#8680; LED Power：27W<br>
&#8680; LED：3W型LED×9pcs＝27W<br>
&#8680; 動作電圧：12V/24V兼用<br>
&#8680; 防水等級：IP 67<br>
&#8680; ルーメン：1755ルーメン<br>
&#8680; 本体材質：アルミボディ<br>
&#8680; レンズ材料：PMMA<br>
&#8680; 取付金具：ステンレス<br>
&#8680; 照射角： 広角タイプ（光角度：60度）<br>
&#8680; 長寿命： 約30000時間<br>
&#8680; 重さ：約　1.0kg/pcs<br>
&#8680; ＋、－配線するだけの簡単接続仕様です。<br>
<br>
ポイント：<br>
<br>
&#9758; 驚異的な照射能力と耐久性。<br>
&#9758; 明るくコンパクトな汎用ＬＥＤ作業灯（ワークランプ）です。<br>
&#9758; ステンレス取付金具。<br>
&#9758; 取付ステーで上下のライト角度調整可能です ！<br>
&#9758; 工場出荷前、発送前の２段階で点灯チェック！ご安心ください。<br>
&#9758; バッテリーのプラスとマイナスの接続だけですぐに使用できます！<br>
&#9758; 船舶、重機、農作業、トラクター、コンバイン、フォークリフト、<br>
路肩灯やフォグランプ等の夕暮れ時・夜間作業にとても役立ちます！<br>
&#9758; 主に業務用として購入されることが多く、プロも納得の一品です。<br>
<br>
★商品到着後、一年の保証になります。<br>
<br>
<br>
主な用途：<br>
<br>
&#9758; 汎用LED作業灯。<br>
&#9758; トラックの荷台用の照明、フォークリフトのライト、除雪車のライト、<br>
海苔漁の常夜灯、シラス漁の常夜灯、漁船の作業用ライト、トラ&#8232;クター<br>
のライト、夜釣りの照明・集魚ライト、漁業用、農業機械、建設機械等の<br>
作業に、災害時の備えに、交通整理に、工事現場に様々な場面で活躍できます！ <br>
&#9758; 屋外や現場作業にも便利です。</p>
      <p>&nbsp;</p>
      <p>【保証について】<br>
●　商品到着後、強気の1年保証がございます。</p>
      <p>【注意事項】<br>
        ●商品到着後、早期に点灯チェックを行ってください。 保証期間内の故障であれば故障部品を特定の上、新品との交換にて対応いたします。<br>
        ●万一保証期間内に故障がございましたら、商品到着後1週間以内にご連絡頂ければ、送料は当店にて全額負担いたします。1週間後からは往復の送料がお客様側にご負担になります。</p>
      <p>【購入金額について】<br>
        ●最初に送信される楽天からの自動送信メールに記載されている商品代金・送料などは弊社で内容を確認していない状態です。商品によっては、追加料金の加算や送料などを弊社で注文確認時に修正する場合がございます。</p>
      <p>※送料無料の商品については(北海道&amp;沖縄&amp;離島を含まない)、北海道、沖縄&amp;離島の場合は500円となりますので、予めご了承ください</p>
      <p>&nbsp;</p>
      <p>お得なセット商品はこちら！！</p>
      <p>【1個】→商品ページ<br>
        【2個セット】→商品ページ<br>
        【4個セット】→商品ページ<br>
        【5個セット】→商品ページ<br>
        【6個セット】→商品ページ        <br>
        【10個セット】→商品ページ <br>
      </p></td>
  </tr>",【クーポン最大2000円&amp;ポイント10倍】送料無料！正規品&amp;1年の安心保証 作業灯 LED作業灯/LEDワークライト 9発 27W 角型 青/黄選択可 12V/24V対応 船舶/トラック/各種作業車対応 防水省エネ 広角60度 角型：アミリアスタイル,【クーポン最大2000円&amp;ポイント10倍】送料無料！正規品&amp;1年の安心保証 作業灯 LED作業灯/LEDワークライト 9発 27W 角型 青/黄選択可 12V/24V対応 船舶/トラック/各種作業車対応 防水省エネ 広角60度 角型,多用途 爆光 ナイター照明。【クーポン最大2000円&amp;ポイント10倍】送料無料！正規品&amp;1年の安心保証 作業灯 LED作業灯/LEDワークライト 9発 27W 角型 青/黄選択可 12V/24V対応 船舶/トラック/各種作業車対応 防水省エネ 広角60度 角型[rn]
17-115001,http://tshop.r10s.jp/miraing22626/cabinet/new/sagyoutou/n-27w-s/imgrc0075502563.jpg?fitin=700:700,959.2000,,花・ガーデン・DIY > DIY・工具 > 作業灯,【最大3000円OFFクーポン】期間限定 大好評1年保証「1個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト サーチライト LEDライト LEDワークライト 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 ヘッドライト 集魚灯,24v led路肩灯 船舶 トラック 作業灯 LED 照明 省エネ 広角,"商品説明:<br><br> 
セット内容:ランプ×1個、ネジ×1式<br>
LED Power:27W<br>  
LED:3W LED×9pcs=27W<br>
動作電圧:12V/24V兼用<br>  
防水等級:IP 67<br>  
色温度: 6500K<br>  
ルーメン:1755ルーメン<br>  
本体材質:アルミボディ<br>  
レンズ材料:PMMA<br>  
取付金具:ステンレス<br>  
照射角: 広角タイプ(光角度:60度)<br>  
長寿命: 約30000時間<br>  
重さ:約 約0.7 kg/pcs <br>
+、-配線するだけの簡単接続仕様です。<br>
<img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/15w-s-o-02.jpg"" width=""100%"">
  <img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/27w-s-o-03.jpg"" width=""100%"">
  <img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/27w-s-o-04.jpg"" width=""100%"">
  <img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/15w-s-o-06.jpg"" width=""100%"">
<br>

ポイント：<br>
<br>
IP67相当の完全防水を実現しているので、取り付ける場所に困ることはありません。<br>
驚異的な照射能力と耐久性。<br>
明るくコンパクトな汎用ＬＥＤ作業灯（ワークランプ）です。 <br>
ステンレス取付金具。取付ステーで上下のライト角度調整可能です ！<br>バッテリーのプラスとマイナスの接続だけですぐに使用できます！<br>
船舶、重機、農作業、トラクター、コンバイン、フォークリフト、路肩灯やフォグランプ等の夕暮れ時・夜間作業にとても役立ちます！<br>
主に業務用として購入されることが多く、プロも納得の一品です。<br>
工場出荷前、発送前の２段階で点灯チェック！ご安心ください。<br>
<br>

主な用途： <br><br>
汎用LED作業灯、屋外や現場作業にも便利です。<br>
トラックの荷台用の照明、除雪車のライト、海苔漁の常夜灯、シラス漁の常夜灯、漁船の作業用ライト、トラクターのライト、夜釣りの照明・集魚ライト、漁業用、農業機械、建設機械等の作業に、災害時の備えに、交通整理に、工事現場に様々な場面で活躍できます。<br>
船舶、重機、農作業、トラクター、コンバイン、フォークリフト、路肩灯等の夕暮れ時・夜間作業にとても役立ちます！<br><br> 
長期保証について<br>
<br>
強気の1年保証がございます。<br>
商品到着後、早期に点灯チェックを行ってください。<br> 保証期間内の故障であれば故障部品を特定の上、新品との交換にて対応いたします。
<br>万一保証期間内に故障がございましたら、商品到着後1週間以内にご連絡頂ければ、送料は当店にて全額負担いたします。1週間後からは往復の送料がお客様側にご負担になります。<br>
（※着払いで発送なら、受け取り拒否となりますのでご注意くだ さい）<br>
<img src=""http://www.rakuten.ne.jp/gold/miraing22626/design/cpzs/images/516-4.jpg"" width=""326"">
<br>
 ●　【27W 9連 ワークライト1 個セット】→商品ページ<br>
          ●　【27W 9連 ワークライト2 個セット】→商品ページ<br>
            ●　【27W 9連 ワークライト4  個セット】→商品ページ<br>
              ●　【27W 9連 ワークライト5 個セット】→商品ページ<br>
              ●　【27W 9連 ワークライト6 個セット】→商品ページ<br>
          ●　【27W 9連 ワークライト8 個セット】→商品ページ<br>
          
            ●　【27W 9連 ワークライト10 個セット】→商品ページ",【最大3000円OFFクーポン】期間限定 大好評1年保証「1個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト サーチライト LEDライト LEDワークライト 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 ヘッドライト 集魚灯：未来ING,【最大3000円OFFクーポン】期間限定 大好評1年保証「1個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト サーチライト LEDライト LEDワークライト 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 ヘッドライト 集魚灯,24v led路肩灯 船舶 トラック 作業灯 LED 照明 省エネ 広角。【最大3000円OFFクーポン】期間限定 大好評1年保証「1個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト サーチライト LEDライト LEDワークライト 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 ヘッドライト 集魚灯[rn]
17-115002,http://tshop.r10s.jp/miraing22626/cabinet/new/sagyoutou/n-27w-s/imgrc0075502565.jpg?fitin=700:700,3744.0000,,花・ガーデン・DIY > DIY・工具 > 作業灯,期間限定 1年保証「4個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト スポットライト サーチライト LEDライト LEDワークライト led 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 LEDヘッドライト 集魚灯 大好評,24v led路肩灯 船舶 トラック イベント 照明 省エネ 広角,"商品説明:<br><br> 
セット内容:ランプ×4個、ネジ×4式<br>
LED Power:27W<br>  
LED:3W LED×9pcs=27W<br>
動作電圧:12V/24V兼用<br>  
防水等級:IP 67<br>  
色温度: 6500K<br>  
ルーメン:1755ルーメン<br>  
本体材質:アルミボディ<br>  
レンズ材料:PMMA<br>  
取付金具:ステンレス<br>  
照射角: 広角タイプ(光角度:60度)<br>  
長寿命: 約30000時間<br>  
重さ:約 約0.7 kg/pcs <br>
+、-配線するだけの簡単接続仕様です。<br>
<img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/15w-s-o-02.jpg"" width=""100%"">
  <img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/27w-s-o-03.jpg"" width=""100%"">
  <img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/27w-s-o-04.jpg"" width=""100%"">
  <img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/15w-s-o-06.jpg"" width=""100%"">
<br>

ポイント：<br>
<br>
IP67相当の完全防水を実現しているので、取り付ける場所に困ることはありません。<br>
驚異的な照射能力と耐久性。<br>
明るくコンパクトな汎用ＬＥＤ作業灯（ワークランプ）です。 <br>
ステンレス取付金具。取付ステーで上下のライト角度調整可能です ！<br>バッテリーのプラスとマイナスの接続だけですぐに使用できます！<br>
船舶、重機、農作業、トラクター、コンバイン、フォークリフト、路肩灯やフォグランプ等の夕暮れ時・夜間作業にとても役立ちます！<br>
主に業務用として購入されることが多く、プロも納得の一品です。<br>
工場出荷前、発送前の２段階で点灯チェック！ご安心ください。<br>
<br>

主な用途： <br><br>
汎用LED作業灯、屋外や現場作業にも便利です。<br>
トラックの荷台用の照明、除雪車のライト、海苔漁の常夜灯、シラス漁の常夜灯、漁船の作業用ライト、トラクターのライト、夜釣りの照明・集魚ライト、漁業用、農業機械、建設機械等の作業に、災害時の備えに、交通整理に、工事現場に様々な場面で活躍できます。<br>
船舶、重機、農作業、トラクター、コンバイン、フォークリフト、路肩灯等の夕暮れ時・夜間作業にとても役立ちます！<br><br> 
長期保証について<br>
<br>
強気の1年保証がございます。<br>
商品到着後、早期に点灯チェックを行ってください。<br> 保証期間内の故障であれば故障部品を特定の上、新品との交換にて対応いたします。
<br>万一保証期間内に故障がございましたら、商品到着後1週間以内にご連絡頂ければ、送料は当店にて全額負担いたします。1週間後からは往復の送料がお客様側にご負担になります。<br>
（※着払いで発送なら、受け取り拒否となりますのでご注意くだ さい）<br>
<img src=""http://www.rakuten.ne.jp/gold/miraing22626/design/cpzs/images/516-4.jpg"" width=""326"">
<br>
 ●　【27W 9連 ワークライト1 個セット】→商品ページ<br>
          ●　【27W 9連 ワークライト2 個セット】→商品ページ<br>
            ●　【27W 9連 ワークライト4  個セット】→商品ページ<br>
              ●　【27W 9連 ワークライト5 個セット】→商品ページ<br>
              ●　【27W 9連 ワークライト6 個セット】→商品ページ<br>
          ●　【27W 9連 ワークライト8 個セット】→商品ページ<br>
          
            ●　【27W 9連 ワークライト10 個セット】→商品ページ",期間限定 1年保証「4個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト スポットライト サーチライト LEDライト LEDワークライト led 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 LEDヘッドライト 集魚灯 大好評：未来ING,期間限定 1年保証「4個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト スポットライト サーチライト LEDライト LEDワークライト led 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 LEDヘッドライト 集魚灯 大好評,24v led路肩灯 船舶 トラック イベント 照明 省エネ 広角。期間限定 1年保証「4個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト スポットライト サーチライト LEDライト LEDワークライト led 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 LEDヘッドライト 集魚灯 大好評[rn]
17-115003,http://tshop.r10s.jp/miraing22626/cabinet/new/sagyoutou/n-27w-s/imgrc0075502567.jpg?fitin=700:700,5024.0000,,花・ガーデン・DIY > DIY・工具 > 作業灯,期間限定 1年保証「6個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト スポットライト サーチライト LEDライト LEDワークライト led 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 LEDヘッドライト 集魚灯 大好評,24v led路肩灯 船舶 トラック 作業灯 LED 照明 省エネ 広角,"商品説明:<br><br> 
セット内容:ランプ×6個、ネジ×6式<br>
LED Power:27W<br>  
LED:3W LED×9pcs=27W<br>
動作電圧:12V/24V兼用<br>  
防水等級:IP 67<br>  
色温度: 6500K<br>  
ルーメン:1755ルーメン<br>  
本体材質:アルミボディ<br>  
レンズ材料:PMMA<br>  
取付金具:ステンレス<br>  
照射角: 広角タイプ(光角度:60度)<br>  
長寿命: 約30000時間<br>  
重さ:約 約0.7 kg/pcs <br>
+、-配線するだけの簡単接続仕様です。<br>
<img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/15w-s-o-02.jpg"" width=""100%"">
  <img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/27w-s-o-03.jpg"" width=""100%"">
  <img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/27w-s-o-04.jpg"" width=""100%"">
  <img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/15w-s-o-06.jpg"" width=""100%"">
<br>

ポイント：<br>
<br>
IP67相当の完全防水を実現しているので、取り付ける場所に困ることはありません。<br>
驚異的な照射能力と耐久性。<br>
明るくコンパクトな汎用ＬＥＤ作業灯（ワークランプ）です。 <br>
ステンレス取付金具。取付ステーで上下のライト角度調整可能です ！<br>バッテリーのプラスとマイナスの接続だけですぐに使用できます！<br>
船舶、重機、農作業、トラクター、コンバイン、フォークリフト、路肩灯やフォグランプ等の夕暮れ時・夜間作業にとても役立ちます！<br>
主に業務用として購入されることが多く、プロも納得の一品です。<br>
工場出荷前、発送前の２段階で点灯チェック！ご安心ください。<br>
<br>

主な用途： <br><br>
汎用LED作業灯、屋外や現場作業にも便利です。<br>
トラックの荷台用の照明、除雪車のライト、海苔漁の常夜灯、シラス漁の常夜灯、漁船の作業用ライト、トラクターのライト、夜釣りの照明・集魚ライト、漁業用、農業機械、建設機械等の作業に、災害時の備えに、交通整理に、工事現場に様々な場面で活躍できます。<br>
船舶、重機、農作業、トラクター、コンバイン、フォークリフト、路肩灯等の夕暮れ時・夜間作業にとても役立ちます！<br><br> 
長期保証について<br>
<br>
強気の1年保証がございます。<br>
商品到着後、早期に点灯チェックを行ってください。<br> 保証期間内の故障であれば故障部品を特定の上、新品との交換にて対応いたします。
<br>万一保証期間内に故障がございましたら、商品到着後1週間以内にご連絡頂ければ、送料は当店にて全額負担いたします。1週間後からは往復の送料がお客様側にご負担になります。<br>
（※着払いで発送なら、受け取り拒否となりますのでご注意くだ さい）<br>
<img src=""http://www.rakuten.ne.jp/gold/miraing22626/design/cpzs/images/516-4.jpg"" width=""326"">
<br>
 ●　【27W 9連 ワークライト1 個セット】→商品ページ<br>
          ●　【27W 9連 ワークライト2 個セット】→商品ページ<br>
            ●　【27W 9連 ワークライト4  個セット】→商品ページ<br>
              ●　【27W 9連 ワークライト5 個セット】→商品ページ<br>
              ●　【27W 9連 ワークライト6 個セット】→商品ページ<br>
          ●　【27W 9連 ワークライト8 個セット】→商品ページ<br>
          
            ●　【27W 9連 ワークライト10 個セット】→商品ページ",期間限定 1年保証「6個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト スポットライト サーチライト LEDライト LEDワークライト led 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 LEDヘッドライト 集魚灯 大好評：未来ING,期間限定 1年保証「6個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト スポットライト サーチライト LEDライト LEDワークライト led 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 LEDヘッドライト 集魚灯 大好評,24v led路肩灯 船舶 トラック 作業灯 LED 照明 省エネ 広角。期間限定 1年保証「6個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト スポットライト サーチライト LEDライト LEDワークライト led 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 LEDヘッドライト 集魚灯 大好評[rn]
17-115004,http://tshop.r10s.jp/miraing22626/cabinet/new/sagyoutou/n-27w-s/imgrc0075502568.jpg?fitin=700:700,6384.0000,,花・ガーデン・DIY > DIY・工具 > 作業灯,期間限定 1年保証「8個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト スポットライト サーチライト LEDライト LEDワークライト led 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 LEDヘッドライト 集魚灯 大好評,24v led路肩灯 船舶 トラック イベント 照明 省エネ 広角,"商品説明:<br><br> 
セット内容:ランプ×8個、ネジ×8式<br>
LED Power:27W<br>  
LED:3W LED×9pcs=27W<br>
動作電圧:12V/24V兼用<br>  
防水等級:IP 67<br>  
色温度: 6500K<br>  
ルーメン:1755ルーメン<br>  
本体材質:アルミボディ<br>  
レンズ材料:PMMA<br>  
取付金具:ステンレス<br>  
照射角: 広角タイプ(光角度:60度)<br>  
長寿命: 約30000時間<br>  
重さ:約 約0.7 kg/pcs <br>
+、-配線するだけの簡単接続仕様です。<br>
<img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/15w-s-o-02.jpg"" width=""100%"">
  <img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/27w-s-o-03.jpg"" width=""100%"">
  <img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/27w-s-o-04.jpg"" width=""100%"">
  <img src=""http://image.rakuten.co.jp/miraing22626/cabinet/mrzhangrecommend/15w-s-o-06.jpg"" width=""100%"">
<br>

ポイント：<br>
<br>
IP67相当の完全防水を実現しているので、取り付ける場所に困ることはありません。<br>
驚異的な照射能力と耐久性。<br>
明るくコンパクトな汎用ＬＥＤ作業灯（ワークランプ）です。 <br>
ステンレス取付金具。取付ステーで上下のライト角度調整可能です ！<br>バッテリーのプラスとマイナスの接続だけですぐに使用できます！<br>
船舶、重機、農作業、トラクター、コンバイン、フォークリフト、路肩灯やフォグランプ等の夕暮れ時・夜間作業にとても役立ちます！<br>
主に業務用として購入されることが多く、プロも納得の一品です。<br>
工場出荷前、発送前の２段階で点灯チェック！ご安心ください。<br>
<br>

主な用途： <br><br>
汎用LED作業灯、屋外や現場作業にも便利です。<br>
トラックの荷台用の照明、除雪車のライト、海苔漁の常夜灯、シラス漁の常夜灯、漁船の作業用ライト、トラクターのライト、夜釣りの照明・集魚ライト、漁業用、農業機械、建設機械等の作業に、災害時の備えに、交通整理に、工事現場に様々な場面で活躍できます。<br>
船舶、重機、農作業、トラクター、コンバイン、フォークリフト、路肩灯等の夕暮れ時・夜間作業にとても役立ちます！<br><br> 
長期保証について<br>
<br>
強気の1年保証がございます。<br>
商品到着後、早期に点灯チェックを行ってください。<br> 保証期間内の故障であれば故障部品を特定の上、新品との交換にて対応いたします。
<br>万一保証期間内に故障がございましたら、商品到着後1週間以内にご連絡頂ければ、送料は当店にて全額負担いたします。1週間後からは往復の送料がお客様側にご負担になります。<br>
（※着払いで発送なら、受け取り拒否となりますのでご注意くだ さい）<br>
<img src=""http://www.rakuten.ne.jp/gold/miraing22626/design/cpzs/images/516-4.jpg"" width=""326"">
<br>
 ●　【27W 9連 ワークライト1 個セット】→商品ページ<br>
          ●　【27W 9連 ワークライト2 個セット】→商品ページ<br>
            ●　【27W 9連 ワークライト4  個セット】→商品ページ<br>
              ●　【27W 9連 ワークライト5 個セット】→商品ページ<br>
              ●　【27W 9連 ワークライト6 個セット】→商品ページ<br>
          ●　【27W 9連 ワークライト8 個セット】→商品ページ<br>
          
            ●　【27W 9連 ワークライト10 個セット】→商品ページ",期間限定 1年保証「8個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト スポットライト サーチライト LEDライト LEDワークライト led 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 LEDヘッドライト 集魚灯 大好評：未来ING,期間限定 1年保証「8個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト スポットライト サーチライト LEDライト LEDワークライト led 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 LEDヘッドライト 集魚灯 大好評,24v led路肩灯 船舶 トラック イベント 照明 省エネ 広角。期間限定 1年保証「8個」セット 27w 9連 24v 12v 広角60度 led作業灯  LED 作業灯 ワークライト スポットライト サーチライト LEDライト LEDワークライト led 投光器 ワークランプ led路肩灯 防水 IP67 イカ釣り 船 倉庫照明 トラック 重機 LEDヘッドライト 集魚灯 大好評[rn]
