17-3101,http://tshop.r10s.jp/kaedesou/cabinet/imagebox22/19290-1-ps.jpg?fitin=700:700,12000.0000,,日用品雑貨・文房具・手芸 > バス用品 > バスマット,【ポイント10倍】 バスマット soil バスマット ライトラージ ソイル large 珪藻土 速乾 楽天 224389,soil バスマット large ソイル バスマット ラージ 珪藻土,"<!-- 画像1 --><img src=""http://image.rakuten.co.jp/zakkashop/cabinet/hconsept/19290-smart-1.jpg"" width=""100%"" /><br><br><!-- 画像2 --><img src=""http://image.rakuten.co.jp/zakkashop/cabinet/hconsept/19290-smart-2.jpg"" width=""100%""><br><br><!-- 画像3 --><img src=""http://image.rakuten.co.jp/zakkashop/cabinet/hconsept/19290-smart-3.jpg"" width=""100%""><br><br><TABLE cellpadding=""5"" cellspacing=""0"" border=""0"" width=""100%""><TR><TD width=""100%""><p><font size=""+1"">【soil バスマット ラージ】</font></p>吸水性の高い自然素材、珪藻土(けいそうど)の吸水性を活かした人気のソイルバスマットのニューモデル、「soilバスマット ラージ」の登場です！<br><br>従来のバスマットライトの2倍の大きさで、周りに飛ぶ水滴までカバーしてくれます。<br>ゆったりとお子様と並んで体を拭くこともできるのが嬉しいですね。<br>珪藻土にパルプ繊維を混ぜ合わせた、ライト薄くて軽いという特徴はそのまま、面積は広くなってさらに使いやすくなりました。濡れた足を乗せた瞬間、足の裏の水分をすばやく吸い取り、時間が経つと自然に乾燥します。<br><br>更に、お手入れが簡単なのが嬉しいポイント！！ 普通のバスマットのように、こまめな洗濯いらずで、普段は少し風通しのよいところおいておくだけ。時々風通しのよい日陰で乾かすだけでOKです。<br><br>重さ約3.87kg、わずか0.95cmの薄さなので持ち運びや収納にも大変便利。材質は「秋田県産珪藻土 ＋ 紙」 という全て自然素材の色味です。シンプルなフォルムとカラーはどんな脱衣所にも合わせやすいデザインです。</TD></TR></TABLE><br><br><TABLE cellpadding=""5"" cellspacing=""0"" border=""1"" bordercolor=""#96514d"" width=""100%""><TR><TD width=""30%"" bgcolor=""#e9dfe5"">サイズ</TD><TD width=""70%"">約 W 88 × D 56.5 × H 0.95 cm</TD></TR><TR><TD width=""30%"" bgcolor=""#e9dfe5"">重　量</TD><TD width=""70%"">約3.87kg</TD></TR><TR><TD width=""30%"" bgcolor=""#e9dfe5"">材　質</TD><TD width=""70%"">珪藻土+紙繊維（圧縮成型）</TD></TR><TR><TD width=""30%"" bgcolor=""#e9dfe5"">注意事項</TD><TD width=""70%"">製品のsoilのロゴ面を表にしてご使用下さい。</TD></TR><TR><TD width=""30%"" bgcolor=""#e9dfe5"">無料ラッピング</TD><TD width=""70%"">簡易包装のみ対応</TD></TR></TABLE><!-- 201506スマホリンク始まり --><br><br><TABLE cellpadding=""10"" cellspacing=""0"" border=""1"" bordercolor=""#99999"" width=""100%"" bgcolor=""#33CCFF""><TR><TD width=""100%"" align=""CENTER""><B>↓　soil バスマット シリーズはここから　↓<br></B></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">soil バスマットライト<br></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">soil バスマットライト　アクア ラージサイズ<br></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">soil バスマットライト　ウェーブ<br></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">soil バスマット ラージ<br></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">soil バスマット<br></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">soil バスマット スクエア<br></TD></TR></TABLE><!-- 201506スマホリンク終わり --><br>",【ポイント10倍】 バスマット soil バスマット ライトラージ ソイル large 珪藻土 速乾 楽天 224389：楓奏（ナチュラル雑貨かえでそう）,ナチュラル雑貨アイロン台かえでそう楓奏kaedesou化粧ボックスバスマットキッチン 水切りかご倉敷意匠リバティランドリー バスケット レインコート救急箱キッチン雑貨母子手帳ケース収納ボックススマホポーチ電波時計蚊帳ふきんGLOBAL（グローバル）【ポイント10倍】 バスマット soil バスマット ライトラージ ソイル large 珪藻土 速乾 楽天 224389,soil バスマット large ソイル バスマット ラージ 珪藻土。【ポイント10倍】 バスマット soil バスマット ライトラージ ソイル large 珪藻土 速乾 楽天 224389[rn]
17-3102,http://tshop.r10s.jp/kaedesou/cabinet/imagebox8/13253-1-ps.jpg?fitin=700:700,6000.0000,,日用品雑貨・文房具・手芸 > バス用品 > バスマット,【ポイント10倍】 バスマット soil 珪藻土 ソイル バスマットライト soil BATHMAT LIGHT 速乾バスマット 大判バスマット 珪藻土 北欧バスマット おしゃれバスマット 珪藻土  soil Lサイズバスマット 干し 日本製バスマット 珪藻土 楽天 224389,珪藻土の素材で素早く吸水、ソイルのお洒落なバスマット ライト,"<!-- イメージ画像 --><img src=""http://image.rakuten.co.jp/zakkashop/cabinet/hconsept/img64592745.jpg"" width=""100%""><br><br><img src=""http://image.rakuten.co.jp/zakkashop/cabinet/hconsept/img64592746.jpg"" width=""100%""><br><br><img src=""http://image.rakuten.co.jp/zakkashop/cabinet/hconsept/img64592747.jpg"" width=""100%""><br><br><TABLE cellpadding=""5"" cellspacing=""0"" border=""0"" width=""100%""><TR><TD width=""100%"">★乗った瞬間にすぐ乾く、驚きの吸水力！！<BR>★大人気のsoilバスマットシリーズから軽くてスリムな「バスマットライト」が登場♪<BR><BR>吸水性の高い自然素材、珪藻土(けいそうど)の吸水性を活かした人気のソイルバスマットのニューモデル、「soilバスマット ライト」の登場です！<br>従来の抜群の吸水性、土の質感を残しつつ、珪藻土にパルプ繊維を混ぜ合わせることで、より薄く、より軽く、面積は広くなってさらに使いやすくなりました。濡れた足を乗せた瞬間、足の裏の水分をすばやく吸い取り、時間が経つと自然に乾燥します。<br><br>更に、お手入れが簡単なのが嬉しいポイント！！普通のバスマットのように、こまめな洗濯いらずで、普段は少し風通しのよいところおいておくだけ。時々風通しのよい日陰で乾かすだけでOKです。<br><br>重さ約1.8ｋｇ、わずか0.95cmの薄さなので持ち運びや収納にも大変便利。材質は「秋田県産珪藻土 ＋ 紙」という全て自然素材の色味です。シンプルなフォルムとカラーはどんな脱衣所にも合わせやすいデザインです。<BR></TD></TR></TABLE><TABLE cellpadding=""5"" cellspacing=""0"" border=""1"" bordercolor=""#96514d"" width=""100%""><TR><TD width=""30%"" bgcolor=""#e9dfe5"">サイズ</TD><TD width=""70%"">約 W 575 × D 425 × H 9.5 mm<br><br></TD></TR><TR><TD width=""30%"" bgcolor=""#e9dfe5"">素　材</TD><TD width=""70%"">珪藻土+紙繊維（圧縮成型）<br><br></TD></TR><TR><TD width=""30%"" bgcolor=""#e9dfe5"">重　量</TD><TD width=""70%"">約1.8kg<br><br></TD></TR><TR><TD width=""30%"" bgcolor=""#e9dfe5"">注意事項</TD><TD width=""70%"">スマステで紹介されて沢村一樹さんが大絶賛されたsoil バスマット ライトです。その他、リンカーン等多くのメディアで紹介されている大人気商品<br></TD></TR><TR><TD width=""30%"" bgcolor=""#e9dfe5"">無料ラッピング</TD><TD width=""70%"">対応　</TD></TR></TABLE><!-- 201506スマホリンク始まり --><br><br><TABLE cellpadding=""10"" cellspacing=""0"" border=""1"" bordercolor=""#99999"" width=""100%"" bgcolor=""#33CCFF""><TR><TD width=""100%"" align=""CENTER""><B>↓　珪藻土バスマット シリーズはここから　↓<br></B></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">soil バスマットライト<br></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">soil バスマットライト　アクア ラージサイズ<br></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">soil バスマットライト　ウェーブ<br></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">soil バスマット ラージ<br></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">soil バスマット<br></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">soil バスマット スクエア<br></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">珪藻土タイルバスマット<br></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">珪藻土バスマットスタンド<br></TD></TR><TR><TD width=""100%"" bgcolor=""ffffff"">珪藻土バスマット＆体重計スタンド<br></TD></TR></TABLE><!-- 201506スマホリンク終わり -->",【ポイント10倍】 バスマット soil 珪藻土 ソイル バスマットライト soil BATHMAT LIGHT 速乾バスマット 大判バスマット 珪藻土 北欧バスマット おしゃれバスマット 珪藻土  soil Lサイズバスマット 干し 日本製バスマット 珪藻土 楽天 224389：楓奏（ナチュラル雑貨かえでそう）,ナチュラル雑貨アイロン台かえでそう楓奏kaedesou化粧ボックスバスマットキッチン 水切りかご倉敷意匠リバティランドリー バスケット レインコート救急箱キッチン雑貨母子手帳ケース収納ボックススマホポーチ電波時計蚊帳ふきんGLOBAL（グローバル）【ポイント10倍】 バスマット soil 珪藻土 ソイル バスマットライト soil BATHMAT LIGHT 速乾バスマット 大判バスマット 珪藻土 北欧バスマット おしゃれバスマット 珪藻土  soil Lサイズバスマット 干し 日本製バスマット 珪藻土 楽天 224389,珪藻土の素材で素早く吸水、ソイルのお洒落なバスマット ライト。【ポイント10倍】 バスマット soil 珪藻土 ソイル バスマットライト soil BATHMAT LIGHT 速乾バスマット 大判バスマット 珪藻土 北欧バスマット おしゃれバスマット 珪藻土  soil Lサイズバスマット 干し 日本製バスマット 珪藻土 楽天 224389[rn]
17-3103,http://tshop.r10s.jp/kaedesou/cabinet/mtn/20-0762-k1.jpg?fitin=700:700,1920.0000,,日用品雑貨・文房具・手芸 > バス用品 > バスマット,ココバスマット　ココヤシ バスマット 松野屋 楽天 224389,素足に気持ちいいココヤシのバスマット,サイズ：W 450 x H 750 mm素　材：ココヤシ生　産：インド製素足に気持ちいいココヤシ素材です。すぐ乾き、夏には気持ちよく使えそうですね。薄手ですが、玄関先やお部屋マットとして置くにも使えます。,ココバスマット　ココヤシ バスマット 松野屋 楽天 224389：楓奏（ナチュラル雑貨かえでそう）,ナチュラル雑貨アイロン台かえでそう楓奏kaedesou化粧ボックスバスマットキッチン 水切りかご倉敷意匠リバティランドリー バスケット レインコート救急箱キッチン雑貨母子手帳ケース収納ボックススマホポーチ電波時計蚊帳ふきんGLOBAL（グローバル）ココバスマット　ココヤシ バスマット 松野屋 楽天 224389,素足に気持ちいいココヤシのバスマット。ココバスマット　ココヤシ バスマット 松野屋 楽天 224389[rn]
17-3104,http://tshop.r10s.jp/kaedesou/cabinet/imagebox24/19919-1-z.jpg?fitin=700:700,1840.0000,,日用品雑貨・文房具・手芸 > バス用品 > バスマット,【ポイント10倍】 バスマットスタンド 山崎実業 YAMAZAKI 珪藻土バスマット&体重計スタンド tower タワー ホワイト ブラック バスマット干し 収納 スリム バスグッズ スチール シンプル スタイリッシュ 楽天 224389,YAMAZAKI 珪藻土バスマット&amp;体重計スタンド tower タワー,"<!--よりどり3点スマホ1枚目--><img src=""http://image.rakuten.co.jp/zakkashop/cabinet/hisanaga/ymz-sumaho001.jpg"" width=""100%"" border=""0""><br><br><!-- 画像1 --><img src=""http://image.rakuten.co.jp/zakkashop/cabinet/yamazaki/19919-smart-1.jpg"" width=""100%"" /><br><br><!-- 画像2 --><img src=""http://image.rakuten.co.jp/zakkashop/cabinet/yamazaki/19919-smart-2.jpg"" width=""100%""><br><br><!-- 画像3 --><img src=""http://image.rakuten.co.jp/zakkashop/cabinet/yamazaki/19919-smart-3.jpg"" width=""100%""><br><br><TABLE cellpadding=""5"" cellspacing=""0"" border=""0"" width=""100%""><TR><TD width=""100%""><p><font size=""+1"">【スリムに収納！珪藻土バスマット＆体重計スタンド　タワー】</font></p>使用後の置き場所に困る珪藻土バスマットや体重計を立ててスリムに収納出来るスタンドです。<br>縦に収納するので場所も取らず、使わない時や、お掃除の時にも邪魔になりません。<br><br>底面クッション、マット用クッションが付属されているので床や、バスマット、体重計を傷付ける心配がなく安心してご使用いただけます。<br><br>カラーはホワイト・ブラックの2色ご用意。<br>バスルームを清潔感のあるすっきりとした空間にしてくれます。</TD></TR></TABLE><br><TABLE cellpadding=""5"" cellspacing=""0"" border=""1"" bordercolor=""#96514d"" width=""100%""><TR><TD width=""30%"" bgcolor=""#e9dfe5"">サイズ</TD><TD width=""70%"">約W20cm×D15cm×H28cm</TD></TR><TR><TD width=""30%"" bgcolor=""#e9dfe5"">素　材</TD><TD width=""70%"">スチール(粉体塗装)</TD></TR><TR><TD width=""30%"" bgcolor=""#e9dfe5"">付属品</TD><TD width=""70%"">底面クッション×4<BR>マット用クッション×10</TD></TR><TR><TD width=""30%"" bgcolor=""#e9dfe5"">耐荷重</TD><TD width=""70%"">珪藻土バスマット：約6kg<BR>体重計：約2</TD></TR><TR><TD width=""30%"" bgcolor=""#e9dfe5"">対応サイズ</TD><TD width=""70%"">珪藻土バスマット：厚み約2cmまで<BR>体重計：厚み約5.5cmまで</TD></TR><TR><TD width=""30%"" bgcolor=""#e9dfe5"">備考</TD><TD width=""70%"">■珪藻土バスマット・体重計を収納した状態で移動させないでください。<BR><BR>■珪藻土バスマット・体重計のサイズや形状によっては対応できないものもあります。<BR><BR>■重量の偏りがないよう、バランスよく収納してください。<BR><BR>■耐荷重は必ずお守りください。<BR><BR>■耐荷重制限内でも、大きな衝撃により製品や置いているものが転倒・落下し、ケガや破損の原因となることがありますのでご注意ください。<BR><BR>■ご使用のブラウザやモニターの環境により、商品の色の見え方に違いが出てまいります。あらかじめご了承の上ご注文下さい。 </TD></TR><TR><TD width=""30%"" bgcolor=""#e9dfe5"">無料ラッピング</TD><TD width=""70%"">ラッピング対応</TD></TR></TABLE>",【ポイント10倍】 バスマットスタンド 山崎実業 YAMAZAKI 珪藻土バスマット&amp;体重計スタンド tower タワー ホワイト ブラック バスマット干し 収納 スリム バスグッズ スチール シンプル スタイリッシュ 楽天 224389：楓奏（ナチュラル雑貨かえでそう）,ナチュラル雑貨アイロン台かえでそう楓奏kaedesou化粧ボックスバスマットキッチン 水切りかご倉敷意匠リバティランドリー バスケット レインコート救急箱キッチン雑貨母子手帳ケース収納ボックススマホポーチ電波時計蚊帳ふきんGLOBAL（グローバル）【ポイント10倍】 バスマットスタンド 山崎実業 YAMAZAKI 珪藻土バスマット&amp;体重計スタンド tower タワー ホワイト ブラック バスマット干し 収納 スリム バスグッズ スチール シンプル スタイリッシュ 楽天 224389,YAMAZAKI 珪藻土バスマット&amp;体重計スタンド tower タワー。【ポイント10倍】 バスマットスタンド 山崎実業 YAMAZAKI 珪藻土バスマット&amp;体重計スタンド tower タワー ホワイト ブラック バスマット干し 収納 スリム バスグッズ スチール シンプル スタイリッシュ 楽天 224389[rn]
17-3105,http://tshop.r10s.jp/gold/kinaru/goods-img/01/440_1_expand.jpg?fitin=700:700,3024.0000,,日用品雑貨・文房具・手芸 > バス用品 > バスマット,■キナル別注■ fog linen work（フォグリネンワーク） リネンマッサージバスマット グレーストライプ×ホワイト【速乾 リバーシブル かわいい シンプル おしゃれ】,　,"<p>
<img src=""http://www.rakuten.ne.jp/gold/kinaru/goods-img/01/fogkinaru-order.gif"" width=""100%"" /><br>
<img src=""http://www.rakuten.ne.jp/gold/kinaru/goods-img/01/krg70-1.jpg"" width=""100%"" /></p>
<br>
<br>
fog のリネンバスマットは、<br>
追加で買い足すリピーターの多い大人気アイテム。<br>
キナル別注のバスマット・第２弾として、<br>
フチを「グレーストライプ」で<br>
仕上げたものを作って頂きました。<br>
 大人なセンスの良さを感じさせる、<br>
爽やかな印象です。<br>
足裏がマッサージされるような<br>
シャリシャリした心地よい感触は、<br>
リネンのパイル地ならでは。<br>
 吸水性が良く、乾きも早いので<br>
毎日気持ちよく使えます。<br>
<br>
<br>
<p><img src=""http://www.rakuten.ne.jp/gold/kinaru/001goods/002fog/about-linen/tokusei-bath.jpg"" width=""100%"" /></p>
<br>
<br>
<center>
<table width=""100%"" border=""1"" bordercolor=""#000000"" align=""center"" cellpadding=""20"" cellspacing=""0"">
<tr>
<td bgcolor=""#000000"" valign=""middle""><b><font color=""#FFFFFF"">create story　ー ものづくりの現場 ー</font></b></td>
</tr>
<tr>
<td>
<b>fog linen work（フォグリネンワーク）</b><br>
<br>
fog linen workでは“普段使い”を<br>
テーマにリネンの商品を企画、生産しています。<br>
はじめた当初は家で普段使いできる<br>
リネンが欲しいという思いで、<br>
ほんの数アイテムの商品でしたが、<br>
あんなものこんなものと<br>
自分の暮らしのニーズに応じて、<br>
商品アイテムが増えてきて、<br>
そしてこんな柄があったらと<br>
オリジナルのデザインで生地の生産もはじめ、<br>
現在ではオリジナルの色柄の<br>
生地で商品の生産をするまでになりました。<br>
<br>
くせがなく、オーソドックス、<br>
そしていろいろなライフスタイルの方の<br>
暮らしの中でお役に立てる普段使いの<br>
リネンを作りたいという思いもと<br>
日々新しい製品が生み出されています。<br>
<br>
<b>◆ fog linen workについて更に詳しく→</b>
</td>
</tr>
</table>
</center>
<br>
<br>
<center>
<table width=""90%"" border=""0"" align=""center"" cellpadding=""15"" cellspacing=""0"">
<tr>
<td align=""center"" valign=""middle"" bgcolor=""#80A788""><b><font color=""#FFFFFF"">PC版で詳しく見る→</font></b></td>
</tr>
</table>
</center>
<br>
<br>
<center>
<table width=""90%"" border=""1"" bordercolor=""#CCCCCC"" cellspacing=""0"" cellpadding=""8"">
<tr>
<td bgcolor=""#CCCCCC""><b><font color=""#FFFFFF"">基本情報</font></b></td>
</tr>
<tr>
<td><font color=""666666"">■ サイズ ■<br>
幅65　高さ45 /cm<br>
<br>
■ 素　材 ■<br>
リネン100％<br>
・お洗濯により3～5％縮みます。</font></td>
</tr>
<tr>
<td bgcolor=""#CCCCCC""><b><font color=""#FFFFFF"">納期</font></b></td>
</tr>
<tr>
<td><font color=""666666"">最短3営業日前後<br>
・お振込の場合は、お支払い後の発送となります</font></td>
</tr>
<tr>
<td bgcolor=""#CCCCCC""><b><font color=""#FFFFFF"">その他</font></b></td>
</tr>
<tr>
<td><font color=""666666"">・洗たく機OK<br>
　※最初、数回のお洗濯ではケバが出ますので、手洗いか、他のものとは分けてお洗濯してください。<br>
・リトアニア製</font></td>
</tr>
<tr>
<td bgcolor=""#CCCCCC""><b><font color=""#FFFFFF"">関連商品</font></b></td>
</tr>
<tr>
<td><font color=""666666"">▼ バスマット<br>
＞ 
白黒千鳥格子×ナチュラル<br>
＞ 
ネイビーチェック×ナチュラル<br>
＞ 
ホワイト<br>
＞ 
ナチュラル</font></td>
</tr>
</table>
</center>
<br>
<br>
<p><img src=""http://www.rakuten.ne.jp/gold/kinaru/goods-img/000kikaku/monitor-column.jpg"" width=""100%"" /></p>
<br>",■キナル別注■ fog linen work（フォグリネンワーク） リネンマッサージバスマット グレーストライプ&times;ホワイト【速乾 リバーシブル かわいい シンプル おしゃれ】：生成りな暮らしのご提案／キナル,キナルfog linen work倉敷意匠裁縫箱ダイニングテーブルスタジオmリネンあけび かごメリヤクー収納 ダイニングクチポールカーテン リネンカーテン ナチュラル変形 ダイニング北欧FUTAGAMI船舶時計無垢スツールテハマナ■キナル別注■ fog linen work（フォグリネンワーク） リネンマッサージバスマット グレーストライプ&times;ホワイト【速乾 リバーシブル かわいい シンプル おしゃれ】,　。■キナル別注■ fog linen work（フォグリネンワーク） リネンマッサージバスマット グレーストライプ&times;ホワイト【速乾 リバーシブル かわいい シンプル おしゃれ】[rn]
17-3106,http://tshop.r10s.jp/gold/kinaru/goods-img/01/4374_1_expand.jpg?fitin=700:700,3024.0000,,日用品雑貨・文房具・手芸 > バス用品 > バスマット,■キナル別注■ fog linen work（フォグリネンワーク） リネンマッサージバスマット 白黒千鳥格子×ナチュラル【速乾 リバーシブル かわいい シンプル おしゃれ】,　,"<p>
<img src=""http://www.rakuten.ne.jp/gold/kinaru/goods-img/01/fogkinaru-order.gif"" width=""100%"" /><br>
<img src=""http://www.rakuten.ne.jp/gold/kinaru/goods-img/01/4374-4.jpg"" width=""100%"" /></p>
<br>
<br>
fogのバスマットは、<br>
追加で買い足すリピーターの<br>
多い大人気アイテム。<br>
キナル別注「白黒千鳥格子」は、<br>
シックで上品な印象に仕上がりました。<br>
古典柄である千鳥格子は、<br>
世代・性別を問わずお使い頂けます。<br>
男性に贈るプレゼントとしても<br>
喜ばれそうですね。<br>
<br>
<br>
<p><img src=""http://www.rakuten.ne.jp/gold/kinaru/001goods/002fog/about-linen/tokusei-bath.jpg"" width=""100%"" /></p>
<br>
<br>
<center>
<table width=""100%"" border=""1"" bordercolor=""#000000"" align=""center"" cellpadding=""20"" cellspacing=""0"">
<tr>
<td bgcolor=""#000000"" valign=""middle""><b><font color=""#FFFFFF"">create story　ー ものづくりの現場 ー</font></b></td>
</tr>
<tr>
<td>
<b>fog linen work（フォグリネンワーク）</b><br>
<br>
fog linen workでは“普段使い”を<br>
テーマにリネンの商品を企画、生産しています。<br>
はじめた当初は家で普段使いできる<br>
リネンが欲しいという思いで、<br>
ほんの数アイテムの商品でしたが、<br>
あんなものこんなものと<br>
自分の暮らしのニーズに応じて、<br>
商品アイテムが増えてきて、<br>
そしてこんな柄があったらと<br>
オリジナルのデザインで生地の生産もはじめ、<br>
現在ではオリジナルの色柄の<br>
生地で商品の生産をするまでになりました。<br>
<br>
くせがなく、オーソドックス、<br>
そしていろいろなライフスタイルの方の<br>
暮らしの中でお役に立てる普段使いの<br>
リネンを作りたいという思いもと<br>
日々新しい製品が生み出されています。<br>
<br>
<b>◆ fog linen workについて更に詳しく→</b>
</td>
</tr>
</table>
</center>
<br>
<br>
<center>
<table width=""90%"" border=""0"" align=""center"" cellpadding=""15"" cellspacing=""0"">
<tr>
<td align=""center"" valign=""middle"" bgcolor=""#80A788""><b><font color=""#FFFFFF"">PC版で詳しく見る→</font></b></td>
</tr>
</table>
</center>
<br>
<br>
<center>
<table width=""90%"" border=""1"" bordercolor=""#CCCCCC"" cellspacing=""0"" cellpadding=""8"">
<tr>
<td bgcolor=""#CCCCCC""><b><font color=""#FFFFFF"">基本情報</font></b></td>
</tr>
<tr>
<td><font color=""666666"">■ サイズ ■<br>
幅65　高さ45 /cm<br>
<br>
■ 素　材 ■<br>
リネン100％<br>
・お洗濯により3～5％縮みます。</font></td>
</tr>
<tr>
<td bgcolor=""#CCCCCC""><b><font color=""#FFFFFF"">納期</font></b></td>
</tr>
<tr>
<td><font color=""666666"">最短3営業日前後<br>
・お振込の場合は、お支払い後の発送となります</font></td>
</tr>
<tr>
<td bgcolor=""#CCCCCC""><b><font color=""#FFFFFF"">その他</font></b></td>
</tr>
<tr>
<td><font color=""666666"">・洗たく機OK<br>
　※最初、数回のお洗濯ではケバが出ますので、手洗いか、他のものとは分けてお洗濯してください。<br>
・リトアニア製</font></td>
</tr>
<tr>
<td bgcolor=""#CCCCCC""><b><font color=""#FFFFFF"">関連商品</font></b></td>
</tr>
<tr>
<td><font color=""666666"">▼ バスマット<br>
＞ 
グレーストライプ×ホワイト<br>
＞ 
ネイビーチェック×ナチュラル<br>
＞ 
ホワイト<br>
＞ 
ナチュラル</font></td>
</tr>
</table>
</center>
<br><br>
<br>
<p><img src=""http://www.rakuten.ne.jp/gold/kinaru/goods-img/000kikaku/monitor-column.jpg"" width=""100%"" /></p>
<br>",■キナル別注■ fog linen work（フォグリネンワーク） リネンマッサージバスマット 白黒千鳥格子&times;ナチュラル【速乾 リバーシブル かわいい シンプル おしゃれ】：生成りな暮らしのご提案／キナル,キナルfog linen work倉敷意匠裁縫箱ダイニングテーブルスタジオmリネンあけび かごメリヤクー収納 ダイニングクチポールカーテン リネンカーテン ナチュラル変形 ダイニング北欧FUTAGAMI船舶時計無垢スツールテハマナ■キナル別注■ fog linen work（フォグリネンワーク） リネンマッサージバスマット 白黒千鳥格子&times;ナチュラル【速乾 リバーシブル かわいい シンプル おしゃれ】,　。■キナル別注■ fog linen work（フォグリネンワーク） リネンマッサージバスマット 白黒千鳥格子&times;ナチュラル【速乾 リバーシブル かわいい シンプル おしゃれ】[rn]
