36-30341,http://tshop.r10s.jp/kys/cabinet/ts-26/t010005026188.jpg?fitin=700:700,4905.6000,,花・ガーデン・DIY > DIY・工具 > 安全・保護用品 > その他,ブラストン フード付つなぎ服 ブルー Lサイズ BSC-11021-B-L,【代表画像 色/サイズ等注意】,"<p>オレンジブックカタログ2017年の【5 1362ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●（株）ブラストン<br>
<br>
【特長】<br>
●超導電性加工繊維を使用しています。 <br>
●2/1の綾織生地を使用しています。<br>
<br>
【用途】<br>
●クリーンルーム内での作業に。<br>
<br>
【仕様】<br>
●色:ブルー<br>
●サイズ:L<br>
●着丈(cm):154<br>
●適応胸囲(cm):84～94<br>
●クリーンパック仕様<br>
●ISO Class5（Fed/STD クラス 100）相当<br>
<br>
【材質・仕上げ】<br>
●ポリエステル<br>
<br>
【注意】<br>
●マスク・手袋・シューズは別売です。<br>
<br>
【質量】<br>
●360G</p><!--<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->

<p>
</p>

<p>
</p>

<!-- <p><img src=""http://image.rakuten.co.jp/kys/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->

<!-- 5％クーポン4月19日23:59 まで -->

<!-- 5%OFF -->
<!-- <style>
.coupon {margin-top:5px; margin-bottom:5px;}
</style>
<div class=""coupon"">
<img src=""http://image.rakuten.co.jp/kys/cabinet/index/coupon_banner.jpg"" width=""760px"" /> 

</div> -->
<!-- クーポンリンクバナー -->",ブラストン フード付つなぎ服 ブルー Lサイズ BSC-11021-B-L：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYSブラストン フード付つなぎ服 ブルー Lサイズ BSC-11021-B-L,【代表画像 色/サイズ等注意】。ブラストン フード付つなぎ服 ブルー Lサイズ BSC-11021-B-L[rn]
36-30342,http://tshop.r10s.jp/kys/cabinet/ts-44/t010006077955.jpg?fitin=700:700,2264.8000,,花・ガーデン・DIY > DIY・工具 > 安全・保護用品 > その他,HENKE ルアーロックオールプラスチックシリンジ2mL100個入 A8402-LL,【代表画像 色/サイズ等注意】,"<p>オレンジブックカタログ2017年の【5 1292ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●大阪ケミカル（株）<br>
<br>
【特長】<br>
●オールプラスチックの一体型プランジャーなので、チップとプランジャーの脱離の危険性がありません。<br>
●ルアーハブ式のニードルアダプターを固定し、使用途中で外れることのない安心できる切り込み口になっています。<br>
<br>
<br>
<br>
【仕様】<br>
●容量(ml):2<br>
●拡大容量(ml):3<br>
●バルク包装<br>
<br>
【材質・仕上げ】<br>
●外筒部:ポリプロピレン(PP)<br>
●プランジャー（ピストン部）:ポリエチレン（PE）<br>
<br>
【注意】<br>
●本品は医療器具ではございません。<br>
<br>
【1注文あたり入数】<br>
●100本<br>
<br>
【質量】<br>
●257G</p><!--<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->

<p>
</p>

<p>
</p>

<!-- <p><img src=""http://image.rakuten.co.jp/kys/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->

<!-- 5％クーポン4月19日23:59 まで -->

<!-- 5%OFF -->
<!-- <style>
.coupon {margin-top:5px; margin-bottom:5px;}
</style>
<div class=""coupon"">
<img src=""http://image.rakuten.co.jp/kys/cabinet/index/coupon_banner.jpg"" width=""760px"" /> 

</div> -->
<!-- クーポンリンクバナー -->",HENKE ルアーロックオールプラスチックシリンジ2mL100個入 A8402-LL：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYSHENKE ルアーロックオールプラスチックシリンジ2mL100個入 A8402-LL,【代表画像 色/サイズ等注意】。HENKE ルアーロックオールプラスチックシリンジ2mL100個入 A8402-LL[rn]
36-30343,http://tshop.r10s.jp/kys/cabinet/ts-40/t010005907085.jpg?fitin=700:700,3462.4000,,花・ガーデン・DIY > DIY・工具 > 安全・保護用品 > その他,ゴールドウイン クリーンシューズ ホワイト 26.0cm PA9380-W-26.0,【代表画像 色/サイズ等注意】,"<p>オレンジブックカタログ2017年の【5 1390ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●（株）ゴールドウイン<br>
<br>
【特長】<br>
●軽量でクッション性に優れたウレタン底です。<br>
●従来に比べ、小指側にゆとりをもった形状で快適な着用感です。<br>
<br>
<br>
<br>
【仕様】<br>
●寸法(cm):26.0<br>
●足幅サイズ:EEE<br>
●色:ホワイト<br>
●ISO Class5(Fed/STDクラス100)相当<br>
●色:ホワイト<br>
●短靴<br>
●制電靴<br>
<br>
【材質・仕上げ】<br>
●靴底:ウレタン<br>
●アッパー部:ポリエステル(PE)<br>
<br>
【質量】<br>
●580G</p><!--<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->

<p>
</p>

<p>
</p>

<!-- <p><img src=""http://image.rakuten.co.jp/kys/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->

<!-- 5％クーポン4月19日23:59 まで -->

<!-- 5%OFF -->
<!-- <style>
.coupon {margin-top:5px; margin-bottom:5px;}
</style>
<div class=""coupon"">
<img src=""http://image.rakuten.co.jp/kys/cabinet/index/coupon_banner.jpg"" width=""760px"" /> 

</div> -->
<!-- クーポンリンクバナー -->",ゴールドウイン クリーンシューズ ホワイト 26.0cm PA9380-W-26.0：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYSゴールドウイン クリーンシューズ ホワイト 26.0cm PA9380-W-26.0,【代表画像 色/サイズ等注意】。ゴールドウイン クリーンシューズ ホワイト 26.0cm PA9380-W-26.0[rn]
36-30344,http://tshop.r10s.jp/kys/cabinet/ts-19/t010004379588.jpg?fitin=700:700,2966.4000,,花・ガーデン・DIY > DIY・工具 > 安全・保護用品 > その他,IKD カラー薄刃(R) S02200005410,,"<p>オレンジブックカタログ2017年の【5 1316ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●（株）日本メタルワークス<br>
<br>
【特長】<br>
●「疲労軽減」「衛生管理」を最大のテーマに開発されました。<br>
●人間工学に基づいたハンドル形状、切れ味、耐久性があり、また多数導入しやすくHACCP衛生管理には最適です。<br>
●抗菌加工された滑りにくく握りやすいエラストマー樹脂ハンドルで、食材・工程・担当者別での管理を容易にします。<br>
●刀身には手術用メスにも使用されるモリブデンバナジウム鋼を採用し、切れ味と持続性にも優れます。<br>
<br>
<br>
<br>
【仕様】<br>
●全長(mm):305<br>
●色:レッド<br>
●刃渡り(mm):165<br>
<br>
【材質・仕上げ】<br>
●柄:エラストマー樹脂<br>
●刃:モリブデンバナジウム鋼<br>
<br>
【注意】<br>
●庖丁殺菌庫など紫外線を照射する場所においては長時間保管すると抗菌剤の特性上ハンドルが変異することがあります。<br>
●目的以外に携行することは法律により禁じられています。<br>
<br>
【質量】<br>
●135G</p><!--<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->

<p>
</p>

<p>
</p>

<!-- <p><img src=""http://image.rakuten.co.jp/kys/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->

<!-- 5％クーポン4月19日23:59 まで -->

<!-- 5%OFF -->
<!-- <style>
.coupon {margin-top:5px; margin-bottom:5px;}
</style>
<div class=""coupon"">
<img src=""http://image.rakuten.co.jp/kys/cabinet/index/coupon_banner.jpg"" width=""760px"" /> 

</div> -->
<!-- クーポンリンクバナー -->",IKD カラー薄刃(R) S02200005410：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYSIKD カラー薄刃(R) S02200005410,IKD カラー薄刃(R) S02200005410[rn]
36-30345,http://tshop.r10s.jp/kys/cabinet/ts-50/t010006275559.jpg?fitin=700:700,1192.0000,,花・ガーデン・DIY > DIY・工具 > 安全・保護用品 > その他,Brushtech 万能ブラシ B55C,【代表画像 色/サイズ等注意】,"<p>オレンジブックカタログ2017年の【5 1312ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●ブラッシュテック社<br>
<br>
【特長】<br>
●容器に合わせて形状を選べます。<br>
<br>
【用途】<br>
●ビーカーや三角フラスコ・試験管など様々な容器の洗浄。<br>
●細口ビン、広口ビン、三角フラスコ等、色々な形状の容器にフィットする形状可変式の万能ブラシです。<br>
<br>
【仕様】<br>
●全長(mm):420<br>
●毛幅(mm):40<br>
●毛丈(mm):375<br>
●幅(mm):76<br>
●奥行(mm):38<br>
<br>
【材質・仕上げ】<br>
●樹脂発泡体<br>
<br>
【質量】<br>
●42G</p><!--<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->

<p>
</p>

<p>
</p>

<!-- <p><img src=""http://image.rakuten.co.jp/kys/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->

<!-- 5％クーポン4月19日23:59 まで -->

<!-- 5%OFF -->
<!-- <style>
.coupon {margin-top:5px; margin-bottom:5px;}
</style>
<div class=""coupon"">
<img src=""http://image.rakuten.co.jp/kys/cabinet/index/coupon_banner.jpg"" width=""760px"" /> 

</div> -->
<!-- クーポンリンクバナー -->",Brushtech 万能ブラシ B55C：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYSBrushtech 万能ブラシ B55C,【代表画像 色/サイズ等注意】。Brushtech 万能ブラシ B55C[rn]
36-30346,http://tshop.r10s.jp/kys/cabinet/ts-45/t010006109796.jpg?fitin=700:700,3375.2000,,花・ガーデン・DIY > DIY・工具 > 安全・保護用品 > その他,TRUSCO 制電糸グリッド仕様フード無つなぎ服 ブルー M TCOG-B-M,【代表画像 色/サイズ等注意】,"<p>オレンジブックカタログ2017年の【5 1358ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●制電糸もグリッド仕様により優れた制電性を維持できます。<br>
●高品質で洗濯耐久性も兼ね備えた商品です。<br>
●2/1の綾織生地を使用しています。<br>
<br>
【用途】<br>
●クリーンルーム、塵・ホコリ・静電気対策の必要な作業に。<br>
<br>
【仕様】<br>
●色:ブルー<br>
●サイズ:M<br>
●着丈(cm):146<br>
●適応胸囲(cm):116<br>
●ウエスト(cm):84～108<br>
●股下(cm):64<br>
●ISO Class5（Fed/STD クラス 100）相当<br>
●男女共用<br>
<br>
【材質・仕上げ】<br>
●ポリエステル<br>
<br>
【注意】<br>
●クリーンパックではありません。<br>
●フード・マスク・手袋・シューズ別売。<br>
<br>
【質量】<br>
●300G</p><!--<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->

<p>
</p>

<p>
</p>

<!-- <p><img src=""http://image.rakuten.co.jp/kys/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->

<!-- 5％クーポン4月19日23:59 まで -->

<!-- 5%OFF -->
<!-- <style>
.coupon {margin-top:5px; margin-bottom:5px;}
</style>
<div class=""coupon"">
<img src=""http://image.rakuten.co.jp/kys/cabinet/index/coupon_banner.jpg"" width=""760px"" /> 

</div> -->
<!-- クーポンリンクバナー -->",TRUSCO 制電糸グリッド仕様フード無つなぎ服 ブルー M TCOG-B-M：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYSTRUSCO 制電糸グリッド仕様フード無つなぎ服 ブルー M TCOG-B-M,【代表画像 色/サイズ等注意】。TRUSCO 制電糸グリッド仕様フード無つなぎ服 ブルー M TCOG-B-M[rn]
36-30347,http://tshop.r10s.jp/kys/cabinet/ts-45/t010006109809.jpg?fitin=700:700,2197.6000,,花・ガーデン・DIY > DIY・工具 > 安全・保護用品 > その他,TRUSCO 制電糸グリッド仕様パンツ ブルー M TCLGP-B-M,【代表画像 色/サイズ等注意】,"<p>オレンジブックカタログ2017年の【5 1358ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●制電糸もグリッド仕様により優れた制電性を維持できます。<br>
●高品質で洗濯耐久性も兼ね備えた商品です。<br>
●2/1の綾織生地を使用しています。<br>
<br>
【用途】<br>
●クリーンルーム、塵・ホコリ・静電気対策の必要な作業に。<br>
<br>
【仕様】<br>
●色:ブルー<br>
●サイズ:M<br>
●着丈(cm):100<br>
●ウエスト(cm):70<br>
●股下(cm):74<br>
●ISO Class7（Fed/STDクラス10000）相当<br>
●男女共用<br>
<br>
【材質・仕上げ】<br>
●ポリエステル<br>
<br>
【注意】<br>
●クリーンパックではありません。<br>
●キャップ・手袋・シューズ別売。<br>
<br>
【質量】<br>
●180G</p><!--<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->

<p>
</p>

<p>
</p>

<!-- <p><img src=""http://image.rakuten.co.jp/kys/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->

<!-- 5％クーポン4月19日23:59 まで -->

<!-- 5%OFF -->
<!-- <style>
.coupon {margin-top:5px; margin-bottom:5px;}
</style>
<div class=""coupon"">
<img src=""http://image.rakuten.co.jp/kys/cabinet/index/coupon_banner.jpg"" width=""760px"" /> 

</div> -->
<!-- クーポンリンクバナー -->",TRUSCO 制電糸グリッド仕様パンツ ブルー M TCLGP-B-M：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYSTRUSCO 制電糸グリッド仕様パンツ ブルー M TCLGP-B-M,【代表画像 色/サイズ等注意】。TRUSCO 制電糸グリッド仕様パンツ ブルー M TCLGP-B-M[rn]
36-30348,http://tshop.r10s.jp/kys/cabinet/ts-30/t010005212432.jpg?fitin=700:700,812.8000,,花・ガーデン・DIY > DIY・工具 > 安全・保護用品 > その他,サンコー 半導体ウエハ搬送容器SS75 SKWAF-SS75,,"<p>オレンジブックカタログ2017年の【5 1299ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●三甲（株）<br>
<br>
【特長】<br>
●進化を続ける半導体産業の基盤であるウェハーをクリーンかつ安全に輸送する容器です。<br>
●有機無機の汚染やパーティクルの発生がきわめて少なく、振動・衝撃にも強いです。<br>
●サンプルキープ用としても活躍します。<br>
<br>
<br>
<br>
【仕様】<br>
●外径(mm):91<br>
●厚み(mm):14<br>
●対応ウェハー(インチ):3<br>
●枚葉タイプ<br>
<br>
【材質・仕上げ】<br>
●ポリカーボネート<br>
●エラストマー<br>
<br>
【注意】<br>
●火気厳禁。<br>
<br>
【質量】<br>
●37G</p><!--<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->

<p>
</p>

<p>
</p>

<!-- <p><img src=""http://image.rakuten.co.jp/kys/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->

<!-- 5％クーポン4月19日23:59 まで -->

<!-- 5%OFF -->
<!-- <style>
.coupon {margin-top:5px; margin-bottom:5px;}
</style>
<div class=""coupon"">
<img src=""http://image.rakuten.co.jp/kys/cabinet/index/coupon_banner.jpg"" width=""760px"" /> 

</div> -->
<!-- クーポンリンクバナー -->",サンコー 半導体ウエハ搬送容器SS75 SKWAF-SS75：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYSサンコー 半導体ウエハ搬送容器SS75 SKWAF-SS75,サンコー 半導体ウエハ搬送容器SS75 SKWAF-SS75[rn]
36-30349,http://tshop.r10s.jp/kys/cabinet/ts-14/t010002967412.jpg?fitin=700:700,2213.6000,,花・ガーデン・DIY > DIY・工具 > 安全・保護用品 > その他,TGK Fine ディスポチップFT-L 1000本入り 000122625,【代表画像 色/サイズ等注意】,"<p>オレンジブックカタログ2017年の【5 1289ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●東京硝子器械（株）<br>
<br>
【特長】<br>
●オートクレーブも可能です。<br>
<br>
<br>
<br>
【仕様】<br>
●色:白<br>
●適合ピペット:000122016<br>
●容量(μL):100～1000<br>
<br>
【材質・仕上げ】<br>
●ポリプロピレン（PP）<br>
<br>
【1注文あたり入数】<br>
●1000本<br>
<br>
【質量】<br>
●881G</p><!--<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->

<p>
</p>

<p>
</p>

<!-- <p><img src=""http://image.rakuten.co.jp/kys/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->

<!-- 5％クーポン4月19日23:59 まで -->

<!-- 5%OFF -->
<!-- <style>
.coupon {margin-top:5px; margin-bottom:5px;}
</style>
<div class=""coupon"">
<img src=""http://image.rakuten.co.jp/kys/cabinet/index/coupon_banner.jpg"" width=""760px"" /> 

</div> -->
<!-- クーポンリンクバナー -->",TGK Fine ディスポチップFT-L 1000本入り 000122625：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYSTGK Fine ディスポチップFT-L 1000本入り 000122625,【代表画像 色/サイズ等注意】。TGK Fine ディスポチップFT-L 1000本入り 000122625[rn]
36-30350,http://tshop.r10s.jp/kys/cabinet/ts-18/t010004274101.jpg?fitin=700:700,3205.6000,,花・ガーデン・DIY > DIY・工具 > 安全・保護用品 > その他,Linet クリーンコート 4L ブルー FH206C-02-4L,【代表画像 色/サイズ等注意】,"<p>オレンジブックカタログ2017年の【5 1368ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●東洋リントフリー（株）<br>
<br>
【特長】<br>
●コートタイプの防じん服です。<br>
●両脇に切りポケットを配した定番スタイルで、発じん防止、異物混入防止に効果的です。<br>
●来客用、訪問者用防じん服としても利用できます。<br>
<br>
<br>
<br>
【仕様】<br>
●色:ブルー<br>
●サイズ:4L<br>
●着丈(cm):120<br>
●適応胸囲(cm):130<br>
●ISOクラス7（Fed/STDクラス10000）相当品<br>
<br>
【材質・仕上げ】<br>
●ポリエステル100%<br>
<br>
【注意】<br>
●クリーンパックではありません。<br>
●フード・マスク・手袋・シューズは別売です。<br>
<br>
【質量】<br>
●370G</p><!--<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->

<p>
</p>

<p>
</p>

<!-- <p><img src=""http://image.rakuten.co.jp/kys/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->

<!-- 5％クーポン4月19日23:59 まで -->

<!-- 5%OFF -->
<!-- <style>
.coupon {margin-top:5px; margin-bottom:5px;}
</style>
<div class=""coupon"">
<img src=""http://image.rakuten.co.jp/kys/cabinet/index/coupon_banner.jpg"" width=""760px"" /> 

</div> -->
<!-- クーポンリンクバナー -->",Linet クリーンコート 4L ブルー FH206C-02-4L：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYSLinet クリーンコート 4L ブルー FH206C-02-4L,【代表画像 色/サイズ等注意】。Linet クリーンコート 4L ブルー FH206C-02-4L[rn]
