36-16401,http://tshop.r10s.jp/kilims/cabinet/06ac/gsr262.jpg?fitin=700:700,15200.0000,,ジュエリー・アクセサリー > レディースジュエリー・アクセサリー > ネックレス・ペンダント,The Roman Glass Company ローマングラスカンパニーガラス＆シルバーペンダント gsr262,,"<div align=center><img src=http://image.rakuten.co.jp/kilims/cabinet/06ac/gsr262.jpg><br><table width=98% cellspacing=4><tr><td><table class=size><tr class=sizeG><td class=sizeG>サイズ</td></tr><tr><td>長さ　43cm/トップのサイズ4×1.6cm</td></tr><tr><td  class=sizeG>材　質</td></tr><tr><td>ガラス・シルバー</td></tr><tr><td class=sizeG>制　作</td></tr><tr><td>イスラエル</td></tr></table><p class=p11>現イスラエルから出土した古代ローマ時代のガラス片を加工して作られたジュエリーです。ガラスは不純物や気泡などが多少入っていますが、やさしいブルーグリーンに光が反射すると、とても神秘的な色に映ります。<br><br><br><br>ローマングラス・カンパニー(The Roman Glass Company)社は、世界におけるローマングラスジュエリーの製造・販売の先駆者であり、1976年よりイスラエルのキブツ・レバディム(Kibbutz Revadim)を中心に展開しています。<br>同社は、イスラエル政府よりローマングラスの取り扱いを承認されており、主な取引先はイスラエル美術館やイスラエル政府の硬貨・メダル会社、世界中のミュージアムショップなどです。歴史と美への情熱を持って作られたコレクションは、現代の女性たちのために革新的かつオリジナル性の高いジュエリーに仕上げられ、世界のコレクターたちに愛されています。</p></td><td><img src=http://image.rakuten.co.jp/kilims/cabinet/06ac/gsr262img.jpg width=280></td></tr></table></div><img src=http://www.rakuten.co.jp/kilims/img10364860813.jpeg alt=ローマングラスカンパニーについて><br><br><p></p><div align=center><table width=480 cellpadding=3><tr><td><img src=http://image.rakuten.co.jp/kilims/cabinet/img/240wrapping.jpg alt=ギフトラッピング></td><td><p class=txt>ラッピングのお申し込みは、ご注文内容確認画面で「ラッピング変更」ボタンがありますので、選択ください。（有料300円）<br>ギフトカードをお付けいたしますので、メッセージがありましたら、備考欄にお書き添えくださいね。<br><br>⇒ラッピングイメージ（新しいウインドウ）</p></td></tr></table><div align=center>


<img src=""https://image.rakuten.co.jp/kilims/cabinet/z/2017kuratop750.jpg"" border=""0"" width=""580"" alt=""蔵出し市"">
<br><br>




<img src=""http://image.rakuten.co.jp/kilims/cabinet/top/2017main30.jpg"" border=""0"" width=""580"" alt=""スーパーDEAL最大30%ポイントバック"">
<br><br>




<!--

<img src=""http://www.rakuten.ne.jp/gold/kilims/xmas/assets/img/portfolio/lampbn01.jpg"" width=""580"" alt=""2016　ランプ特集"">
<br><br>
-->




<!--エントリー1個
<table cellspacing=0 border=0 cellpadding=8 width=580 align=""center"">
<tr>
<td background=http://image.rakuten.co.jp/kilims/cabinet/top/entry2016-1ver.jpg width=100 height=69>&nbsp;</td><td bgcolor=40250B>",The Roman Glass Company ローマングラスカンパニーガラス＆シルバーペンダント gsr262：ガラタバザール（キリム＆雑貨）,キリムキリムバッグキリムクッショントルコタイルトルコ陶器イランキリムギャッベカレンシルバーThe Roman Glass Company ローマングラスカンパニーガラス＆シルバーペンダント gsr262,。The Roman Glass Company ローマングラスカンパニーガラス＆シルバーペンダント gsr262[rn]
36-16402,http://tshop.r10s.jp/kilims/cabinet/06ac/ac963.jpg?fitin=700:700,4640.0000,,ジュエリー・アクセサリー > レディースジュエリー・アクセサリー > ネックレス・ペンダント,3粒のターコイズロングピアス大粒の天然石を使ったボリュームアクセ・イスタンブルから,,"<div align=center><img src=http://www.rakuten.co.jp/kilims/img10364930964.jpeg alt=3粒のターコイズロングピアス><br><table width=98% cellspacing=4><tr><td><h1>3粒のターコイズロングピアス</1><table class=size><tr class=sizeG><td class=sizeG>サイズ</td></tr><tr><td>長さ　7.8cm（うち本体6cm)</td></tr><tr><td  class=sizeG>材　質</td></tr><tr><td>ブロンズ（ゴールドコーティング）/ターコイズ</td></tr><tr><td class=sizeG>制　作</td></tr><tr><td>イスタンブル・トルコ</td></tr></table></td><td><p class=p11>マットな質感のピアス。<br>天然石を使っていますので、多少のインクルージョン（混入物）や気泡、色の変化しているところがありますことをご了承ください。素材はブロンズ（銅）をベースに、２２金のコーティング。天然石やガラス・パールなどが使われています。<br><br><br><br></p></table><img src=/kilims/img10364930965.jpeg><br><br></div><br><br><div align=center>


<img src=""https://image.rakuten.co.jp/kilims/cabinet/z/2017kuratop750.jpg"" border=""0"" width=""580"" alt=""蔵出し市"">
<br><br>


<img src=""http://image.rakuten.co.jp/kilims/cabinet/top/2017main30.jpg"" border=""0"" width=""580"" alt=""スーパーDEAL最大30%ポイントバック"">
<br><br>


<!--エントリー1個
<table cellspacing=0 border=0 cellpadding=8 width=580 align=""center"">
<tr>
<td background=http://image.rakuten.co.jp/kilims/cabinet/top/entry2016-1ver.jpg width=100 height=69>&nbsp;</td><td bgcolor=40250B>",3粒のターコイズロングピアス大粒の天然石を使ったボリュームアクセ・イスタンブルから：ガラタバザール（キリム＆雑貨）,キリムキリムバッグキリムクッショントルコタイルトルコ陶器イランキリムギャッベカレンシルバー3粒のターコイズロングピアス大粒の天然石を使ったボリュームアクセ・イスタンブルから,3粒のターコイズロングピアス大粒の天然石を使ったボリュームアクセ・イスタンブルから[rn]
36-16403,http://tshop.r10s.jp/kilims/cabinet/06ama/ama401.jpg?fitin=700:700,5600.0000,,ジュエリー・アクセサリー > レディースジュエリー・アクセサリー > ネックレス・ペンダント,マリアナ・ピアス Mariana Spirit of Design/イスラエル・コスチュームジュエリースワロフスキーガラスビーズ,,"<div align=center><img src=http://image.rakuten.co.jp/kilims/cabinet/06ama/ama401.jpg width=""580""><br><img src=http://image.rakuten.co.jp/kilims/cabinet/06ama/ama401up.jpg width=""580""><h1>マリアナ・ピアス Mariana Spirit of Design/イスラエル・コスチュームジュエリースワロフスキーガラスビーズ</h1><table width=98% cellspacing=4><tr><td><table class=size><tr><td class=sizeG>サイズ</td></tr><tr><td>長さ：約6（4.5）cm</td></tr><tr><td class=sizeG>材　質</td></tr><tr><td>半貴石、スワロフスキークリスタルガラス、アンティークガラスパーツ、真鍮（ピンクゴールドコーティング）等</td></tr><tr><td class=sizeG>使用色</td></tr><tr><td>アクアマリン</td></tr><tr><td class=sizeG>制　作</td></tr><tr><td>イスラエル</td></tr></table></td><td><p class=p11>小さなお花のモチーフのピアスです。先についた小さなドロップ型のクリアビーズが歩くたびに揺らめき繊細な印象です。<br><br>イスラエルのデザイナー、マリアナ・ラビットによるハンドメイドコスチュームジュエリーブランド。アーティストの両親の元に育ち、ジュエリーメーカーの4代目の夫と共に作られるジュエリーは、ユニークで高度な技術を取り入れた洗練されたデザインの数々です。</p></td></tr></table><br><br><p class=""key"">コスチュームジュエリー,　インポートジュエリー,　イスラエル, マリアナ・ラビット, Mariana spirit of Design, Handmade designer's jewerly, Antique beads, gem stone, Swarovski crystal, Israel,</p></div><div align=center>


<img src=""https://image.rakuten.co.jp/kilims/cabinet/z/2017kuratop750.jpg"" border=""0"" width=""580"" alt=""蔵出し市"">
<br><br>




<img src=""http://image.rakuten.co.jp/kilims/cabinet/top/2017main30.jpg"" border=""0"" width=""580"" alt=""スーパーDEAL最大30%ポイントバック"">
<br><br>




<!--

<img src=""http://www.rakuten.ne.jp/gold/kilims/xmas/assets/img/portfolio/lampbn01.jpg"" width=""580"" alt=""2016　ランプ特集"">
<br><br>
-->




<!--エントリー1個
<table cellspacing=0 border=0 cellpadding=8 width=580 align=""center"">
<tr>
<td background=http://image.rakuten.co.jp/kilims/cabinet/top/entry2016-1ver.jpg width=100 height=69>&nbsp;</td><td bgcolor=40250B>",マリアナ・ピアス Mariana Spirit of Design/イスラエル・コスチュームジュエリースワロフスキーガラスビーズ：ガラタバザール（キリム＆雑貨）,キリムキリムバッグキリムクッショントルコタイルトルコ陶器イランキリムギャッベカレンシルバーマリアナ・ピアス Mariana Spirit of Design/イスラエル・コスチュームジュエリースワロフスキーガラスビーズ,マリアナ・ピアス Mariana Spirit of Design/イスラエル・コスチュームジュエリースワロフスキーガラスビーズ[rn]
36-16404,http://tshop.r10s.jp/kilims/cabinet/06/gsr177.jpg?fitin=700:700,16800.0000,,ジュエリー・アクセサリー > レディースジュエリー・アクセサリー > ネックレス・ペンダント,The Roman Glass Company ローマングラスカンパニーガラスとシルバーペンダント gsr177,,"<div align=center><img src=http://image.rakuten.co.jp/kilims/cabinet/06/gsr177.jpg alt=The Roman Glass Company ローマングラスカンパニー><br><br><img src=http://image.rakuten.co.jp/kilims/cabinet/06/gsr177up.jpg><br><br><img src=http://image.rakuten.co.jp/kilims/cabinet/06/gsr177up2.jpg><br><br><img src=http://image.rakuten.co.jp/kilims/cabinet/06/gsr177up3.jpg><br><br><table width=98% cellspacing=4><tr><td><h1>The Roman Glass Company ローマングラスカンパニー</1><table class=size><tr class=sizeG><td class=sizeG>サイズ</td></tr><tr><td>長さ　45cm</td></tr><tr><td  class=sizeG>材　質</td></tr><tr><td>ガラス・シルバー</td></tr><tr><td class=sizeG>制　作</td></tr><tr><td>イスラエル</td></tr></table></td><td><p class=p11>現イスラエルから出土した古代ローマ時代のガラス片を加工して作られたジュエリーです。ガラスは不純物や気泡などが多少入っていますが、やさしいブルーグリーンに光が反射すると、とても神秘的な色に映ります。<br><br><br><br>ローマングラス・カンパニー(The Roman Glass Company)社は、世界におけるローマングラスジュエリーの製造・販売の先駆者であり、1976年よりイスラエルのキブツ・レバディム(Kibbutz Revadim)を中心に展開しています。<br>同社は、イスラエル政府よりローマングラスの取り扱いを承認されており、主な取引先はイスラエル美術館やイスラエル政府の硬貨・メダル会社、世界中のミュージアムショップなどです。歴史と美への情熱を持って作られたコレクションは、現代の女性たちのために革新的かつオリジナル性の高いジュエリーに仕上げられ、世界のコレクターたちに愛されています。</p></table></div><img src=http://www.rakuten.co.jp/kilims/img10364860813.jpeg alt=ローマングラスカンパニーについて><br><br><p></p><div align=center><table width=480 cellpadding=3><tr><td><img src=http://image.rakuten.co.jp/kilims/cabinet/img/240wrapping.jpg alt=ギフトラッピング></td><td><p class=txt>ラッピングのお申し込みは、ご注文内容確認画面で「ラッピング変更」ボタンがありますので、選択ください。（有料300円）<br>ギフトカードをお付けいたしますので、メッセージがありましたら、備考欄にお書き添えくださいね。<br><br>⇒ラッピングイメージ（新しいウインドウ）</p></td></tr></table><div align=center>


<img src=""https://image.rakuten.co.jp/kilims/cabinet/z/2017kuratop750.jpg"" border=""0"" width=""580"" alt=""蔵出し市"">
<br><br>


<img src=""http://image.rakuten.co.jp/kilims/cabinet/top/2017main30.jpg"" border=""0"" width=""580"" alt=""スーパーDEAL最大30%ポイントバック"">
<br><br>


<!--エントリー1個
<table cellspacing=0 border=0 cellpadding=8 width=580 align=""center"">
<tr>
<td background=http://image.rakuten.co.jp/kilims/cabinet/top/entry2016-1ver.jpg width=100 height=69>&nbsp;</td><td bgcolor=40250B>",The Roman Glass Company ローマングラスカンパニーガラスとシルバーペンダント gsr177：ガラタバザール（キリム＆雑貨）,キリムキリムバッグキリムクッショントルコタイルトルコ陶器イランキリムギャッベカレンシルバーThe Roman Glass Company ローマングラスカンパニーガラスとシルバーペンダント gsr177,The Roman Glass Company ローマングラスカンパニーガラスとシルバーペンダント gsr177[rn]
36-16405,http://tshop.r10s.jp/kilims/cabinet/06ama/ama089up.jpg?fitin=700:700,22400.0000,,ジュエリー・アクセサリー > レディースジュエリー・アクセサリー > ネックレス・ペンダント,マリアナ Mariana Spirit of Design/イスラエル・コスチュームジュエリースワロフスキーガラスビーズ・ネックレス,,"<div align=center><img src=http://image.rakuten.co.jp/kilims/cabinet/06ama/ama089.jpg width=""580""><br><table width=98% cellspacing=4><tr><td><h1>マリアナ Mariana Spirit of Design/イスラエル・コスチュームジュエリースワロフスキーガラスビーズ・ネックレス</h1><table class=size><tr class=sizeG><td class=sizeG>サイズ</td></tr><tr><td>　50(+アジャスタ-8)cm</td></tr><tr><td  class=sizeG>材　質</td></tr><tr><td>半貴石、スワロフスキークリスタルガラス（約10mm）、アンティークガラスパーツ、真鍮（ゴールドコーティング）等</td></tr><tr><td class=sizeG>制　作</td></tr><tr><td>イスラエル</td></tr></table></td><td><p class=p11>イスラエルのデザイナー、マリアナ・ラビットによるハンドメイドコスチュームジュエリーブランド。アーティストの両親の元に育ち、ジュエリーメーカーの4代目の夫と共に作られるジュエリーは、ユニークで高度な技術を取り入れた洗練されたデザインの数々です。<br><br>～Mariana Spirit of Design～<br>デザイナーでもありアーティストでもあるマリアナは、オリジナルティーに溢れ個性的なコスチュームジュエリーの創作を1997年から続けています。現在では、カスタムジュエリーのトップデザイナーの一人として世界中で知られています。自然の影響を受けた彼女のアクセサリーは、「身に着けることで楽しくなれるように」という想いを込めてデザインされています。</p></table><table width=""580"" border=""0""><tr><td><img src=http://image.rakuten.co.jp/kilims/cabinet/06ama/ama089up.jpg  width=""282""></td><td><img src=http://image.rakuten.co.jp/kilims/cabinet/06ama/ama089up2.jpg   width=""282""></td></tr><tr><td><img src=http://image.rakuten.co.jp/kilims/cabinet/06ama/ama089up3.jpg   width=""282""></td><td><img src=http://image.rakuten.co.jp/kilims/cabinet/06ama/ama089up4.jpg   width=""282""></td></tr></table></div><table width=580 background=""http://image.rakuten.co.jp/kilims/cabinet/06ama/mariana79550.jpg"" cellpadding=""6""><tr><td valign=""top""><img src=""http://image.rakuten.co.jp/kilims/cabinet/06ama/mariana-designer1.jpg"" alt=""マリアナ・デザイナー""></td><td><img src=""http://image.rakuten.co.jp/kilims/cabinet/06ama/marianalogo.jpg""><br><font color=""01B2BD""><b>Mariana Ravid（マリアナ・ラビット）</b></font><br><p class=p11>1952年生まれの女性デザイナー。<br>アーティストの両親の元で育ち、「Jewelry-Goldsmith School」にて4年間ジュエリー制作を学んだ後、1997年から本格的にジュエリー制作を始めました。 <br>4人の子どもをもつ母でもあり、夫は代々続くジュエリーメーカーの4代目で、現在はMariana Spirit of Designのマネジメントを行っています。 <br><br>「ロマンス」や「オールドカルチャー」から刺激を受けて、デザイン創作を行っています。アトリエをイスラエルの西側で地中海に面するテルアビブに構え、洗練されたセンスを発揮しています。</p><img src=""http://image.rakuten.co.jp/kilims/cabinet/06ama/mariana-designer2.jpg""></td></tr><tr><td colspan=""2""><p class=p11>ジュエリーの素材になるひとつひとつのピースは、高い技術によって手作りされ、18カラットのピンクゴールド、アンティークシルバー、アンティークゴールドで仕上げられています。<br>ファブリックやクリスタルガラス、天然石、スワロフスキービーズ～それらのうちのいくつかは１００年を超えるアンティークビーズ～がふんだんに使われた作品をお楽しみください。</p></td></tr></table><table width=580><tr><td align=right><p class=key>KEY:【全商品対象】天然石、ビーズ、コスチュームジュエリー・アンティーク・ヴィクトリアン・アクセサリー・プレゼント・ギフト・スワロフスキ・アールヌーボー・ボヘミアン・フォークロア・イスラエル・ブランド・ハリウッド・ミハエルネグリン・アールデコ・エスニック・アジアン・アジアンファッション・オリエンタル・中近東・コロ・トリファリ・ハスケル・ホベー・ミリアム</p><p class=navi><br><img src=http://image.rakuten.co.jp/kilims/cabinet/pagearrowg.gif>マリアナ</p></td></tr></table><p></p><div align=center><table width=480 cellpadding=3><tr><td><img src=http://image.rakuten.co.jp/kilims/cabinet/img/240wrapping.jpg alt=ギフトラッピング></td><td><p class=txt>ラッピングのお申し込みは、ご注文の途中の画面からお申し込みいただけます。（有料300円）<br>ギフトカードをお付けいたしますので、メッセージがありましたら、備考欄にお書き添えくださいね。<br><br>⇒ラッピングイメージ（新しいウインドウ）</p></td></tr></table><div align=center>


<img src=""https://image.rakuten.co.jp/kilims/cabinet/z/2017kuratop750.jpg"" border=""0"" width=""580"" alt=""蔵出し市"">
<br><br>


<img src=""http://image.rakuten.co.jp/kilims/cabinet/top/2017main30.jpg"" border=""0"" width=""580"" alt=""スーパーDEAL最大30%ポイントバック"">
<br><br>


<!--エントリー1個
<table cellspacing=0 border=0 cellpadding=8 width=580 align=""center"">
<tr>
<td background=http://image.rakuten.co.jp/kilims/cabinet/top/entry2016-1ver.jpg width=100 height=69>&nbsp;</td><td bgcolor=40250B>",マリアナ Mariana Spirit of Design/イスラエル・コスチュームジュエリースワロフスキーガラスビーズ・ネックレス：ガラタバザール（キリム＆雑貨）,キリムキリムバッグキリムクッショントルコタイルトルコ陶器イランキリムギャッベカレンシルバーマリアナ Mariana Spirit of Design/イスラエル・コスチュームジュエリースワロフスキーガラスビーズ・ネックレス,。マリアナ Mariana Spirit of Design/イスラエル・コスチュームジュエリースワロフスキーガラスビーズ・ネックレス[rn]
36-16406,http://tshop.r10s.jp/kilims/cabinet/06ac/gsr260.jpg?fitin=700:700,21600.0000,,ジュエリー・アクセサリー > レディースジュエリー・アクセサリー > ネックレス・ペンダント,The Roman Glass Company ローマングラスカンパニーガラス＆シルバーペンダント gsr260,,"<div align=center><img src=http://image.rakuten.co.jp/kilims/cabinet/06ac/gsr260.jpg><br><table width=98% cellspacing=4><tr><td><table class=size><tr class=sizeG><td class=sizeG>サイズ</td></tr><tr><td>長さ　41cm/トップのサイズ4.5×2.5cm</td></tr><tr><td  class=sizeG>材　質</td></tr><tr><td>ガラス・シルバー</td></tr><tr><td class=sizeG>制　作</td></tr><tr><td>イスラエル</td></tr></table><p class=p11>現イスラエルから出土した古代ローマ時代のガラス片を加工して作られたジュエリーです。ガラスは不純物や気泡などが多少入っていますが、やさしいブルーグリーンに光が反射すると、とても神秘的な色に映ります。<br><br><br><br>ローマングラス・カンパニー(The Roman Glass Company)社は、世界におけるローマングラスジュエリーの製造・販売の先駆者であり、1976年よりイスラエルのキブツ・レバディム(Kibbutz Revadim)を中心に展開しています。<br>同社は、イスラエル政府よりローマングラスの取り扱いを承認されており、主な取引先はイスラエル美術館やイスラエル政府の硬貨・メダル会社、世界中のミュージアムショップなどです。歴史と美への情熱を持って作られたコレクションは、現代の女性たちのために革新的かつオリジナル性の高いジュエリーに仕上げられ、世界のコレクターたちに愛されています。</p></td><td><img src=http://image.rakuten.co.jp/kilims/cabinet/06ac/gsr260img.jpg width=280></td></tr></table></div><img src=http://www.rakuten.co.jp/kilims/img10364860813.jpeg alt=ローマングラスカンパニーについて><br><br><p></p><div align=center><table width=480 cellpadding=3><tr><td><img src=http://image.rakuten.co.jp/kilims/cabinet/img/240wrapping.jpg alt=ギフトラッピング></td><td><p class=txt>ラッピングのお申し込みは、ご注文内容確認画面で「ラッピング変更」ボタンがありますので、選択ください。（有料300円）<br>ギフトカードをお付けいたしますので、メッセージがありましたら、備考欄にお書き添えくださいね。<br><br>⇒ラッピングイメージ（新しいウインドウ）</p></td></tr></table><div align=center>


<img src=""https://image.rakuten.co.jp/kilims/cabinet/z/2017kuratop750.jpg"" border=""0"" width=""580"" alt=""蔵出し市"">
<br><br>




<img src=""http://image.rakuten.co.jp/kilims/cabinet/top/2017main30.jpg"" border=""0"" width=""580"" alt=""スーパーDEAL最大30%ポイントバック"">
<br><br>




<!--

<img src=""http://www.rakuten.ne.jp/gold/kilims/xmas/assets/img/portfolio/lampbn01.jpg"" width=""580"" alt=""2016　ランプ特集"">
<br><br>
-->




<!--エントリー1個
<table cellspacing=0 border=0 cellpadding=8 width=580 align=""center"">
<tr>
<td background=http://image.rakuten.co.jp/kilims/cabinet/top/entry2016-1ver.jpg width=100 height=69>&nbsp;</td><td bgcolor=40250B>",The Roman Glass Company ローマングラスカンパニーガラス＆シルバーペンダント gsr260：ガラタバザール（キリム＆雑貨）,キリムキリムバッグキリムクッショントルコタイルトルコ陶器イランキリムギャッベカレンシルバーThe Roman Glass Company ローマングラスカンパニーガラス＆シルバーペンダント gsr260,。The Roman Glass Company ローマングラスカンパニーガラス＆シルバーペンダント gsr260[rn]
36-16407,http://tshop.r10s.jp/kilims/cabinet/06ac/gsr489up.jpg?fitin=700:700,20800.0000,,ジュエリー・アクセサリー > レディースジュエリー・アクセサリー > ネックレス・ペンダント,The Roman Glass Company ローマングラスカンパニーガラス＆シルバーネックレス,,"<div align=center><img src=http://image.rakuten.co.jp/kilims/cabinet/06ac/gsr489.jpg width=""580""><br><h1>The Roman Glass Company ローマングラスカンパニーガラス＆シルバーネックレス</h1><table width=98% cellspacing=4><tr><td><table class=size><tr><td class=sizeG>サイズ</td></tr><tr><td>長さ約42.5cm<br>トップの幅1cm</td></tr><tr><td class=sizeG>材　質</td></tr><tr><td>ガラス（古代ローマンガラス）・シルバー925</td></tr><tr><td class=sizeG>制　作</td></tr><tr><td>イスラエル</td></tr></table></td><td><p class=p11>現イスラエルから出土した古代ローマ時代のガラス片を加工して作られたローマングラスジュエリーです。ガラスは不純物や気泡などが多少入っていますが、やさしいブルーグリーンに光が反射すると、とても神秘的な色に映ります。<br><br>ガラス部分にシルバー枠のないタイプのデザインは、お取り扱いは丁寧にお願いします。ガラス表面は磨いてあります。一部に風化による欠けや亀裂がある場合がございますが、ローマンガラスの風合いですので、ご了承ください。<br><br>ローマングラス・カンパニー(The Roman Glass Company)社は、世界におけるローマングラスジュエリーの製造・販売の先駆者であり、1976年よりイスラエルのキブツ・レバディム(Kibbutz Revadim)を中心に展開しています。<br>同社は、イスラエル政府よりローマングラスの取り扱いを承認されており、主な取引先はイスラエル美術館やイスラエル政府の硬貨・メダル会社、世界中のミュージアムショップなどです。歴史と美への情熱を持って作られたコレクションは、現代の女性たちのために革新的かつオリジナル性の高いジュエリーに仕上げられ、世界のコレクターたちに愛されています。</p></td></tr></table><img src=http://image.rakuten.co.jp/kilims/cabinet/06ac/gsr489up.jpg width=""580""><br><p class=""key""></p></div><div align=center>


<img src=""https://image.rakuten.co.jp/kilims/cabinet/z/2017kuratop750.jpg"" border=""0"" width=""580"" alt=""蔵出し市"">
<br><br>


<img src=""http://image.rakuten.co.jp/kilims/cabinet/top/2017main30.jpg"" border=""0"" width=""580"" alt=""スーパーDEAL最大30%ポイントバック"">
<br><br>


<!--エントリー1個
<table cellspacing=0 border=0 cellpadding=8 width=580 align=""center"">
<tr>
<td background=http://image.rakuten.co.jp/kilims/cabinet/top/entry2016-1ver.jpg width=100 height=69>&nbsp;</td><td bgcolor=40250B>",The Roman Glass Company ローマングラスカンパニーガラス＆シルバーネックレス：ガラタバザール（キリム＆雑貨）,キリムキリムバッグキリムクッショントルコタイルトルコ陶器イランキリムギャッベカレンシルバーThe Roman Glass Company ローマングラスカンパニーガラス＆シルバーネックレス,The Roman Glass Company ローマングラスカンパニーガラス＆シルバーネックレス[rn]
36-16408,http://tshop.r10s.jp/kilims/cabinet/06alt/alt765-h.jpg?fitin=700:700,3840.0000,,ジュエリー・アクセサリー > レディースジュエリー・アクセサリー > ネックレス・ペンダント,トルコ製ナザルボンジュウシルバーペンダント【レターパック利用可】/コットンコード/カラフルタッセル付き・ヴァイオレット,,"<div align=center><img src=http://image.rakuten.co.jp/kilims/cabinet/06alt/alt765-h.jpg width=""580""><br><h1>トルコ製ナザルボンジュウシルバーペンダント【レターパック利用可】/コットンコード/カラフルタッセル付き・ヴァイオレット </h1><table width=98% cellspacing=4><tr><td><table class=size><tr><td class=sizeG>サイズ</td></tr><tr><td><br>約長さ　76cm(フリ-)/トップのサイズ3.0×1.8cm<br></td></tr><tr><td class=sizeG>材　質</td></tr><tr><td>シルバー（14金ゴールドコーティング）・ジルコン・コットン/ポリエステル</td></tr><tr><td class=sizeG>制作国</td></tr><tr><td>イスタンブール・トルコ</td></tr></table></td><td><p class=p11>ペンダントトップ部分はシルバー９２５をベースにゴールドコーティングされています。上質な素材を使って丁寧にハンドメイドされていて、大人の女性でも十分楽しめるクォリティーの高いエスニックなアイテム♪イスタンブールで制作された一点ものです。長さの調節は糸で留めてある部分を引っ張って調節します。（スライドアジャスター式）<br><br></p></td></tr></table><img src=http://image.rakuten.co.jp/kilims/cabinet/06alt/alt765-hup.jpg width=""580""><br><br><img src=http://image.rakuten.co.jp/kilims/cabinet/06alt/alt765image.jpg width=""580""><br><br><img src=http://image.rakuten.co.jp/kilims/cabinet/06alt/alt765-back.jpg width=""580""><br><br><img src=http://image.rakuten.co.jp/kilims/cabinet/letterpack360-1.jpg width=280""><img src=http://image.rakuten.co.jp/kilims/cabinet/img/240wrapping.jpg width=""280""><br><br><p class=""key"">Turkey・Morocco・トルコ製・ハンドメイド・ナザルボンジュウ・シルバーアクセサリー</p></div><div align=center>


<img src=""https://image.rakuten.co.jp/kilims/cabinet/z/2017kuratop750.jpg"" border=""0"" width=""580"" alt=""蔵出し市"">
<br><br>




<img src=""http://image.rakuten.co.jp/kilims/cabinet/top/2017main30.jpg"" border=""0"" width=""580"" alt=""スーパーDEAL最大30%ポイントバック"">
<br><br>




<!--

<img src=""http://www.rakuten.ne.jp/gold/kilims/xmas/assets/img/portfolio/lampbn01.jpg"" width=""580"" alt=""2016　ランプ特集"">
<br><br>
-->




<!--エントリー1個
<table cellspacing=0 border=0 cellpadding=8 width=580 align=""center"">
<tr>
<td background=http://image.rakuten.co.jp/kilims/cabinet/top/entry2016-1ver.jpg width=100 height=69>&nbsp;</td><td bgcolor=40250B>",トルコ製ナザルボンジュウシルバーペンダント【レターパック利用可】/コットンコード/カラフルタッセル付き・ヴァイオレット：ガラタバザール（キリム＆雑貨）,キリムキリムバッグキリムクッショントルコタイルトルコ陶器イランキリムギャッベカレンシルバートルコ製ナザルボンジュウシルバーペンダント【レターパック利用可】/コットンコード/カラフルタッセル付き・ヴァイオレット,トルコ製ナザルボンジュウシルバーペンダント【レターパック利用可】/コットンコード/カラフルタッセル付き・ヴァイオレット[rn]
