36-1,http://tshop.r10s.jp/g-mori/cabinet/74_1/4977445880985_1.jpg?fitin=700:700,4993.6000,,花・ガーデン・DIY > ガーデニング・農業 > 植木鉢・プランター > 植木鉢,ファイバークレイ SFP8008-38T1 （カラー：テラコッタ）【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】,最新素材と全て手作業での生産！味のあるプランターです,"<iframe src=""http://www.rakuten.ne.jp/gold/g-mori/category/fiberclay/index.html"" width=""610"" height=""2300"" frameborder=""0"" border=""0"" scrolling=""no""></iframe>【特長】<br>女性や年輩の方にも持ち運べる軽量なのにプラスチックにはない重量感があります。<br>土に練り込まれたファイバーグラスが丈夫さ・軽さのヒミツ。<br>テラコッタよりも軽いうえに強度と耐熱性に優れ、紫外線による劣化もありません。<br>ファイバークレイは通常のテラコッタ鉢とは違い、窯焼きをしないため、非常に小さなエネルギーで作ることが出来ます。<br>プラスティック鉢と比較すると約10％以下のエネルギーで製作できる、エコフレンドリーな素焼き風鉢です。<br>また、プランター素材の中に含まれる若干の塩分が、年月が経つにつれ良い風合いとなっていきますので、ヨーロピアンガーデン好きの方には特におすすめです。<BR><BR>【仕様】<br>●サイズ：約38x38xH38cm<br>●土容量：約40L<br>●カラー：テラコッタ<br><br>【ご注意下さい】※輸入品の為、在庫に限りがございます。万一欠品の場合には再入荷までお待ち頂いたり、お届けが出来ない場合もございます。最新入荷状況は、店舗までお問い合わせください。※冬季、氷点下になる地域では、凍結によるヒビを防ぐため室内に鉢を移動させて下さい。※手作り商品のため個体差が発生することがありますが、通常使用に支障の無い下記のようなものは、良品として出荷させて頂きます。ご返品、交換はお受付致しかねますので、予めご了承ください。多少の傷、小さなカケ・空気穴、ピンホール・色むらや風合いの違い・写真と実物の色味の違い・記載寸法から±2～3cmの誤差<BR><BR><BR>【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】<img src=""https://www.rakuten.ne.jp/gold/g-mori/gardening/img/bnr_poppy.jpg"" alt=""ベジトラグポピー"" width=""600"" height=""350"" border=""0"" /><br>",ファイバークレイ SFP8008-38T1 （カラー：テラコッタ）【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】：ガーデニングの森,ガーデニング園芸ガーデニング用品園芸用品通販通信販売エクステリア芝刈り機日よけHOWTOイルミネーションプランターガーデンライトソーラーライトファニチャーテーブルセットチェアラティスはさみ家庭菜園ファイバークレイ SFP8008-38T1 （カラー：テラコッタ）【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】,最新素材と全て手作業での生産！味のあるプランターです。ファイバークレイ SFP8008-38T1 （カラー：テラコッタ）【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】[rn]
36-2,http://tshop.r10s.jp/hanwa-ex/cabinet/flower-pot/se-1710.jpg?fitin=700:700,535.2000,,花・ガーデン・DIY > ガーデニング・農業 > 植木鉢・プランター > 植木鉢,/スペイン製テラコッタ製植木鉢/スパニッシュシリーズスペインテラコッタ　プラトス　15×3　/B-1/RCP/05P03Sep16/【HLS_DU】,独創的なデザインのスペイン製テラコッタ。,"<img src=""http://image.rakuten.co.jp/hanwa-ex/cabinet/uekibachi2/se-1710a.jpg"" width=""350"" height=""50"" border=""0""><BR>
<BR>
<IMG src=""http://image.rakuten.co.jp/hanwa-ex/cabinet/flower-pot/gr-hedder.gif"" width=""350"" height=""20"" border=""0"">
<TABLE border=""0"" width=""350"" bgcolor=""#009900"" cellpadding=""0"" cellspacing=""1"">
  <TBODY>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56"">商品名</TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" width=""291""><BR>
      　スペインテラコッタ　プラトス 15×3cm<BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56""><BR>
      配送料<BR>
      <BR>
      </TD>
      <TD bgcolor=""#ffffff"" align=""left"" colspan=""2"" width=""291""><BR>
      　<IMG src=""http://image.rakuten.co.jp/hanwa-ex/cabinet/flower-pot/gr-haiso.gif"" width=""120"" height=""41"" border=""0""><BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56"">サイズ<BR>
      (cm)</TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" align=""left"" width=""291""><BR>
      　直径15×高さ3cm<BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56""><BR>
      材質<BR>
      <BR>
      </TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" align=""left"" width=""291""><BR>
      　テラコッタ（陶器）<BR>
      　</TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56"">&nbsp;<BR>
      底穴<BR>
      <BR>
      </TD>
      <TD bgcolor=""#ffffff"" align=""left"" colspan=""2"" width=""291"">&nbsp;<BR>
      　あり<BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56""><BR>
      備考<BR>
      <BR>
      </TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" width=""291""><BR>
      　<font color=""#000000"">中世ヨーロッパから伝わる大自然の風合いを活かした<br>
      　こだわりの逸品。<br>
      　洗練された職人たちによってひとつひとつ丁寧に仕上<br>
      　げられた独創的なデザインをお届けします。</font><BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56""><BR>
      &nbsp;ご注意<BR>
      <FONT color=""#ff0000""><FONT color=""#ff0000""></FONT></FONT><BR>
      </TD>
      <TD bgcolor=""#ffffff"" colspan=""2"" width=""291""><br>
      &nbsp;<font color=""#ff0000"">※輸入品の為、納期に時間がかかる場合があります<br>
      　のでご了承ください。<br>
      <br>
      　※ハンドメイドの為、製品の色彩や寸法等がカタログ表<br>
      　示と違う場合もございますので、ご容赦ください。<br>
      <br>
      　※製品の性質上、多少の欠け、窯傷等はご了承くださ<br>
      　い。<br>
      <br>
      　※為替の関係で予告なく価格改正をさせて頂く場合が<br>
      　ございますのでご了承ください。<br>
      </font><BR>
      </TD>
    </TR>
  </TBODY>
</TABLE> <br>",/スペイン製テラコッタ製植木鉢/スパニッシュシリーズスペインテラコッタ　プラトス　15&times;3　/B-1/RCP/05P03Sep16/【HLS_DU】：DEPOS（デポス）,花ガーデンDIYハンワホームズガーデニング園芸庭エクステリアイルミネーションガーデンファニチャーガーデンライト植木鉢ソーラーライト家庭菜園ウッドデッキ日よけバラ苗アレンジメントベランダリフォーム/スペイン製テラコッタ製植木鉢/スパニッシュシリーズスペインテラコッタ　プラトス　15&times;3　/B-1/RCP/05P03Sep16/【HLS_DU】,独創的なデザインのスペイン製テラコッタ。。/スペイン製テラコッタ製植木鉢/スパニッシュシリーズスペインテラコッタ　プラトス　15&times;3　/B-1/RCP/05P03Sep16/【HLS_DU】[rn]
36-3,http://tshop.r10s.jp/hanwa-ex/cabinet/uekibachi2/se-9515.jpg?fitin=700:700,630.4000,,花・ガーデン・DIY > ガーデニング・農業 > 植木鉢・プランター > 植木鉢,スペイン製テラコッタ製植木鉢/スパニッシュシリーズスペインテラコッタ　フローラ 19×14/B-1/RCP/05P03Sep16/【HLS_DU】,独創的なデザインのスペイン製テラコッタ。,"<BR>
<BR>
<IMG src=""http://image.rakuten.co.jp/hanwa-ex/cabinet/flower-pot/gr-hedder.gif"" width=""350"" height=""20"" border=""0"">
<TABLE border=""0"" width=""350"" bgcolor=""#009900"" cellpadding=""0"" cellspacing=""1"">
  <TBODY>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56"">商品名</TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" width=""291""><BR>
      　スペインテラコッタ　フローラ 19×14cm<BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56""><BR>
      配送料<BR>
      <BR>
      </TD>
      <TD bgcolor=""#ffffff"" align=""left"" colspan=""2"" width=""291""><BR>
      　<IMG src=""http://image.rakuten.co.jp/hanwa-ex/cabinet/flower-pot/gr-haiso.gif"" width=""120"" height=""41"" border=""0""><BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56"">サイズ<BR>
      (cm)</TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" align=""left"" width=""291""><BR>
      　直径19×高さ14cm<BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56""><BR>
      材質<BR>
      <BR>
      </TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" align=""left"" width=""291""><BR>
      　テラコッタ（陶器）<BR>
      　</TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56"">&nbsp;<BR>
      底穴<BR>
      <BR>
      </TD>
      <TD bgcolor=""#ffffff"" align=""left"" colspan=""2"" width=""291"">&nbsp;<BR>
      　あり<BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56""><BR>
      備考<BR>
      <BR>
      </TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" width=""291""><BR>
      　<font color=""#000000"">中世ヨーロッパから伝わる大自然の風合いを活かした<br>
      　こだわりの逸品。<br>
      　洗練された職人たちによってひとつひとつ丁寧に仕上<br>
      　げられた独創的なデザインをお届けします。</font><BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56""><BR>
      &nbsp;ご注意<BR>
      <FONT color=""#ff0000""><FONT color=""#ff0000""></FONT></FONT><BR>
      </TD>
      <TD bgcolor=""#ffffff"" colspan=""2"" width=""291""><br>
      &nbsp;<font color=""#ff0000"">※輸入品の為、納期に時間がかかる場合があります<br>
      　のでご了承ください。<br>
      <br>
      　※ハンドメイドの為、製品の色彩や寸法等がカタログ表<br>
      　示と違う場合もございますので、ご容赦ください。<br>
      <br>
      　※製品の性質上、多少の欠け、窯傷等はご了承くださ<br>
      　い。<br>
      <br>
      　※為替の関係で予告なく価格改正をさせて頂く場合が<br>
      　ございますのでご了承ください。<br>
      </font><BR>
      </TD>
    </TR>
  </TBODY>
</TABLE> <br>
<img src=""http://image.rakuten.co.jp/hanwa-ex/cabinet/flower-pot/gr-hedder2.gif"" width=""350"" height=""20"" border=""0""><BR>
<BR>
<TABLE border=""0"" width=""350"" bgcolor=""#ffffff"" cellpadding=""0"" cellspacing=""0"">
  <TBODY>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#ffffff"" align=""left"" width=""175""><img src=""http://image.rakuten.co.jp/hanwa-ex/cabinet/uekibachi2/se-9515a.jpg"" width=""170"" height=""170"" border=""0""></TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" width=""175"" align=""right""><img src=""http://image.rakuten.co.jp/hanwa-ex/cabinet/uekibachi2/se-9515a.jpg"" width=""170"" height=""170"" border=""0""></TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#ffffff"" align=""center""><br>
      スペインテラコッタ　フローラ<br>
      15×11cm<br>
      <br>
      </TD>
      <TD bgcolor=""#ffffff"" align=""center"" colspan=""2""><br>
      スペインテラコッタ　フローラ<br>
      22×17cm<br>
      <br>
      </TD>
    </TR>
  </TBODY>
</TABLE>
<TABLE border=""0"" width=""350"" bgcolor=""#ffffff"" cellpadding=""0"" cellspacing=""0"">
  <TBODY>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#ffffff"" align=""left"" width=""175""><img src=""http://image.rakuten.co.jp/hanwa-ex/cabinet/uekibachi2/se-9515a.jpg"" width=""170"" height=""170"" border=""0""></TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" width=""175"" align=""right""><img src=""http://image.rakuten.co.jp/hanwa-ex/cabinet/uekibachi2/se-9515a.jpg"" width=""170"" height=""170"" border=""0""></TD>
    </TR>
    <TR style=""font-size:12px;"">
      <td bgcolor=""#ffffff"" align=""center"" valign=""top""><br>
      スペインテラコッタ　フローラ<br>
      25×19cm<br>
      <br>
      </td>
      <td bgcolor=""#ffffff"" align=""center"" colspan=""2""><br>
      スペインテラコッタ　フローラ<br>
      30×22<br>
      <br>
      &nbsp;</td>
    </TR>
  </TBODY>
</TABLE>
<BR>",スペイン製テラコッタ製植木鉢/スパニッシュシリーズスペインテラコッタ　フローラ 19&times;14/B-1/RCP/05P03Sep16/【HLS_DU】：DEPOS（デポス）,花ガーデンDIYハンワホームズガーデニング園芸庭エクステリアイルミネーションガーデンファニチャーガーデンライト植木鉢ソーラーライト家庭菜園ウッドデッキ日よけバラ苗アレンジメントベランダリフォームスペイン製テラコッタ製植木鉢/スパニッシュシリーズスペインテラコッタ　フローラ 19&times;14/B-1/RCP/05P03Sep16/【HLS_DU】,独創的なデザインのスペイン製テラコッタ。。スペイン製テラコッタ製植木鉢/スパニッシュシリーズスペインテラコッタ　フローラ 19&times;14/B-1/RCP/05P03Sep16/【HLS_DU】[rn]
36-4,http://tshop.r10s.jp/g-mori/cabinet/74_1/4977445881227_1.jpg?fitin=700:700,2574.4000,,花・ガーデン・DIY > ガーデニング・農業 > 植木鉢・プランター > 植木鉢,ファイバークレイ SFP8281-35L （カラー：リード（グレー））【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】,最新素材と全て手作業での生産！味のあるプランターです,"<iframe src=""http://www.rakuten.ne.jp/gold/g-mori/category/fiberclay/index.html"" width=""610"" height=""2300"" frameborder=""0"" border=""0"" scrolling=""no""></iframe>【特長】<br>女性や年輩の方にも持ち運べる軽量なのにプラスチックにはない重量感があります。<br>土に練り込まれたファイバーグラスが丈夫さ・軽さのヒミツ。<br>テラコッタよりも軽いうえに強度と耐熱性に優れ、紫外線による劣化もありません。<br>ファイバークレイは通常のテラコッタ鉢とは違い、窯焼きをしないため、非常に小さなエネルギーで作ることが出来ます。<br>プラスティック鉢と比較すると約10％以下のエネルギーで製作できる、エコフレンドリーな素焼き風鉢です。<br>また、プランター素材の中に含まれる若干の塩分が、年月が経つにつれ良い風合いとなっていきますので、ヨーロピアンガーデン好きの方には特におすすめです。<BR><BR>【仕様】<br>●サイズ：約φ35ｘ20cm<br>●土容量：約7Ｌ<br>●カラー：リード（グレー）<br><br>【ご注意下さい】※輸入品の為、在庫に限りがございます。万一欠品の場合には再入荷までお待ち頂いたり、お届けが出来ない場合もございます。最新入荷状況は、店舗までお問い合わせください。※冬季、氷点下になる地域では、凍結によるヒビを防ぐため室内に鉢を移動させて下さい。※手作り商品のため個体差が発生することがありますが、通常使用に支障の無い下記のようなものは、良品として出荷させて頂きます。ご返品、交換はお受付致しかねますので、予めご了承ください。多少の傷、小さなカケ・空気穴、ピンホール・色むらや風合いの違い・写真と実物の色味の違い・記載寸法から±2～3cmの誤差<BR><BR><BR>【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】<img src=""https://www.rakuten.ne.jp/gold/g-mori/gardening/img/bnr_poppy.jpg"" alt=""ベジトラグポピー"" width=""600"" height=""350"" border=""0"" /><br>",ファイバークレイ SFP8281-35L （カラー：リード（グレー））【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】：ガーデニングの森,ガーデニング園芸ガーデニング用品園芸用品通販通信販売エクステリア芝刈り機日よけHOWTOイルミネーションプランターガーデンライトソーラーライトファニチャーテーブルセットチェアラティスはさみ家庭菜園ファイバークレイ SFP8281-35L （カラー：リード（グレー））【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】,最新素材と全て手作業での生産！味のあるプランターです。ファイバークレイ SFP8281-35L （カラー：リード（グレー））【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】[rn]
36-5,http://tshop.r10s.jp/g-mori/cabinet/74_1/4977445880633_1.jpg?fitin=700:700,3006.4000,,花・ガーデン・DIY > ガーデニング・農業 > 植木鉢・プランター > 植木鉢,ファイバークレイ S1004-24S （カラー：ライトグレー）【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】,最新素材と全て手作業での生産！味のあるプランターです,"<iframe src=""http://www.rakuten.ne.jp/gold/g-mori/category/fiberclay/index.html"" width=""610"" height=""2300"" frameborder=""0"" border=""0"" scrolling=""no""></iframe>【特長】<br>女性や年輩の方にも持ち運べる軽量なのにプラスチックにはない重量感があります。<br>土に練り込まれたファイバーグラスが丈夫さ・軽さのヒミツ。<br>テラコッタよりも軽いうえに強度と耐熱性に優れ、紫外線による劣化もありません。<br>ファイバークレイは通常のテラコッタ鉢とは違い、窯焼きをしないため、非常に小さなエネルギーで作ることが出来ます。<br>プラスティック鉢と比較すると約10％以下のエネルギーで製作できる、エコフレンドリーな素焼き風鉢です。<br>また、プランター素材の中に含まれる若干の塩分が、年月が経つにつれ良い風合いとなっていきますので、ヨーロピアンガーデン好きの方には特におすすめです。<BR><BR>【仕様】<br>●サイズ：約φ38×H24cm<br>●土容量：約２２L<br>●カラー：ライトグレー<br><br>【ご注意下さい】※輸入品の為、在庫に限りがございます。万一欠品の場合には再入荷までお待ち頂いたり、お届けが出来ない場合もございます。最新入荷状況は、店舗までお問い合わせください。※冬季、氷点下になる地域では、凍結によるヒビを防ぐため室内に鉢を移動させて下さい。※手作り商品のため個体差が発生することがありますが、通常使用に支障の無い下記のようなものは、良品として出荷させて頂きます。ご返品、交換はお受付致しかねますので、予めご了承ください。多少の傷、小さなカケ・空気穴、ピンホール・色むらや風合いの違い・写真と実物の色味の違い・記載寸法から±2～3cmの誤差<BR><BR><BR>【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】<img src=""https://www.rakuten.ne.jp/gold/g-mori/gardening/img/bnr_poppy.jpg"" alt=""ベジトラグポピー"" width=""600"" height=""350"" border=""0"" /><br>",ファイバークレイ S1004-24S （カラー：ライトグレー）【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】：ガーデニングの森,ガーデニング園芸ガーデニング用品園芸用品通販通信販売エクステリア芝刈り機日よけHOWTOイルミネーションプランターガーデンライトソーラーライトファニチャーテーブルセットチェアラティスはさみ家庭菜園ファイバークレイ S1004-24S （カラー：ライトグレー）【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】,最新素材と全て手作業での生産！味のあるプランターです。ファイバークレイ S1004-24S （カラー：ライトグレー）【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】[rn]
36-6,http://tshop.r10s.jp/hanwa-ex/cabinet/flower-pot/spk-555gl-img.jpg?fitin=700:700,24192.0000,,花・ガーデン・DIY > ガーデニング・農業 > 植木鉢・プランター > 植木鉢,Fiber Clay Series/ファイバーシリーズステップボックス　グレー色/送料無料/寒冷地対応/B-1/RCP/05P03Sep16/【HLS_DU】,落ち着きある質感と扱いやすい軽量感が魅力のファイバーシリーズ,"<IMG src=""http://image.rakuten.co.jp/hanwa-ex/cabinet/flower-pot/fiber-img4-3.gif"" width=""680"" height=""293"" border=""0""><BR><BR><IMG src=""http://image.rakuten.co.jp/hanwa-ex/cabinet/flower-pot/gr-hedder.gif"" width=""350"" height=""20"" border=""0"">
<TABLE border=""0"" width=""350"" bgcolor=""#009900"" cellpadding=""0"" cellspacing=""1"">
  <TBODY>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56"">商品名</TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" width=""291""><BR>
      　ステップボックス　グレー色<BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56""><BR>
      配送料<BR>
      <BR>
      </TD>
      <TD bgcolor=""#ffffff"" align=""left"" colspan=""2"" width=""291""><BR>
      　<FONT color=""#ff0000"">全国送料無料</FONT><BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56"">サイズ<BR>
      (cm)</TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" align=""left"" width=""291""><BR>
      　横幅55×奥行き55×高さ55cm<BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56""><BR>
      重量(kg)<BR>
      <BR>
      </TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" align=""left"" width=""291""><BR>
      　19kg<BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56""><BR>
      材質<BR>
      <BR>
      </TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" align=""left"" width=""291""><BR>
      　樹脂 / ガラス繊維 / 粘土<BR>
      　</TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56"">&nbsp;<BR>
      底穴<BR>
      <BR>
      </TD>
      <TD bgcolor=""#ffffff"" align=""left"" colspan=""2"" width=""291"">&nbsp;<BR>
      　あり<BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56""><BR>
      納期<BR>
      <BR>
      </TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" width=""291""><BR>
      　ご注文確認後2～3営業日以内に発送可能です。<BR>
      　<FONT color=""#ff0000"">ご注文のタイミングにより欠品中の場合がございます。<BR>
      　欠品時は入荷予定日を確認の上、ご連絡いたします。</FONT><BR>
      <BR>
      </TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#e8ffe8"" align=""center"" width=""56""><BR>
      &nbsp;おことわり<BR>
      <FONT color=""#ff0000""><FONT color=""#ff0000""></FONT></FONT><BR>
      </TD>
      <TD bgcolor=""#ffffff"" colspan=""2"" width=""291"">&nbsp;<BR>
      　<FONT color=""#ff0000"">ハンドメイドの為、サイズ色が入荷時期によって多少<BR>
      　異なる場合がございます。予めご了承下さい。</FONT><BR>
      <BR>
      </TD>
    </TR>
  </TBODY>
</TABLE>
<BR>
<IMG src=""http://image.rakuten.co.jp/hanwa-ex/cabinet/flower-pot/gr-hedder2.gif"" width=""350"" height=""20"" border=""0""><BR><BR>
<TABLE border=""0"" width=""350"" bgcolor=""#ffffff"" cellpadding=""0"" cellspacing=""0"">
  <TBODY>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#ffffff"" align=""left"" width=""175""><IMG src=""http://image.rakuten.co.jp/hanwa-ex/cabinet/flower-pot/spk-555te-kaiyu.jpg"" width=""170"" height=""170"" border=""0""></TD>
      <TD colspan=""2"" bgcolor=""#ffffff"" width=""175"" align=""right""></TD>
    </TR>
    <TR style=""font-size:12px;"">
      <TD bgcolor=""#ffffff"" align=""center""><BR>
      ステップボックス　テラコッタ色</TD>
      <TD bgcolor=""#ffffff"" align=""center"" colspan=""2""></TD>
    </TR>
  </TBODY>
</TABLE>",Fiber Clay Series/ファイバーシリーズステップボックス　グレー色/送料無料/寒冷地対応/B-1/RCP/05P03Sep16/【HLS_DU】：DEPOS（デポス）,花ガーデンDIYハンワホームズガーデニング園芸庭エクステリアイルミネーションガーデンファニチャーガーデンライト植木鉢ソーラーライト家庭菜園ウッドデッキ日よけバラ苗アレンジメントベランダリフォームFiber Clay Series/ファイバーシリーズステップボックス　グレー色/送料無料/寒冷地対応/B-1/RCP/05P03Sep16/【HLS_DU】,落ち着きある質感と扱いやすい軽量感が魅力のファイバーシリーズ。Fiber Clay Series/ファイバーシリーズステップボックス　グレー色/送料無料/寒冷地対応/B-1/RCP/05P03Sep16/【HLS_DU】[rn]
36-7,http://tshop.r10s.jp/g-mori/cabinet/74_1/4977445881135_1.jpg?fitin=700:700,8467.2000,,花・ガーデン・DIY > ガーデニング・農業 > 植木鉢・プランター > 植木鉢,ファイバークレイ SFP8050-60T1 （カラー：テラコッタ）【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】,最新素材と全て手作業での生産！味のあるプランターです,"<iframe src=""http://www.rakuten.ne.jp/gold/g-mori/category/fiberclay/index.html"" width=""610"" height=""2300"" frameborder=""0"" border=""0"" scrolling=""no""></iframe>【特長】<br>女性や年輩の方にも持ち運べる軽量なのにプラスチックにはない重量感があります。<br>土に練り込まれたファイバーグラスが丈夫さ・軽さのヒミツ。<br>テラコッタよりも軽いうえに強度と耐熱性に優れ、紫外線による劣化もありません。<br>ファイバークレイは通常のテラコッタ鉢とは違い、窯焼きをしないため、非常に小さなエネルギーで作ることが出来ます。<br>プラスティック鉢と比較すると約10％以下のエネルギーで製作できる、エコフレンドリーな素焼き風鉢です。<br>また、プランター素材の中に含まれる若干の塩分が、年月が経つにつれ良い風合いとなっていきますので、ヨーロピアンガーデン好きの方には特におすすめです。<BR><BR>【仕様】<br>●サイズ：約40.5×40.5×61cm<br>●土容量：約56L<br>●カラー：テラコッタ<br><br>【ご注意下さい】※輸入品の為、在庫に限りがございます。万一欠品の場合には再入荷までお待ち頂いたり、お届けが出来ない場合もございます。最新入荷状況は、店舗までお問い合わせください。※冬季、氷点下になる地域では、凍結によるヒビを防ぐため室内に鉢を移動させて下さい。※手作り商品のため個体差が発生することがありますが、通常使用に支障の無い下記のようなものは、良品として出荷させて頂きます。ご返品、交換はお受付致しかねますので、予めご了承ください。多少の傷、小さなカケ・空気穴、ピンホール・色むらや風合いの違い・写真と実物の色味の違い・記載寸法から±2～3cmの誤差<BR><BR><BR>【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】<img src=""https://www.rakuten.ne.jp/gold/g-mori/gardening/img/bnr_poppy.jpg"" alt=""ベジトラグポピー"" width=""600"" height=""350"" border=""0"" /><br>",ファイバークレイ SFP8050-60T1 （カラー：テラコッタ）【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】：ガーデニングの森,ガーデニング園芸ガーデニング用品園芸用品通販通信販売エクステリア芝刈り機日よけHOWTOイルミネーションプランターガーデンライトソーラーライトファニチャーテーブルセットチェアラティスはさみ家庭菜園ファイバークレイ SFP8050-60T1 （カラー：テラコッタ）【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】,最新素材と全て手作業での生産！味のあるプランターです。ファイバークレイ SFP8050-60T1 （カラー：テラコッタ）【テラコッタ イングリッシュガーデン 植木鉢 プランター ガーデニング】【ガーデニングの森】[rn]
