13-33501,http://tshop.r10s.jp/ky-kanariya/cabinet/orimu/imgrc0070437826.jpg?fitin=700:700,332.8000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,オリムパス毛糸　　レジェンド,タスマニア種の最高級ウール使用。紳士セーターに最適,重さ：40ｇ　　糸長：約70ｍ<br>太さ：棒針9号～11号、かぎ針7/0～8/0<br>素材：ウール　100％<br>その他：メリヤス編標準ゲージ16～18目/21～23段<br>婦人セーター　約11玉、婦人ベスト　約7玉<br>紳士セーター　約14玉、紳士ベスト　約9玉<br><br>,オリムパス毛糸　　レジェンド：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンオリムパス毛糸　　レジェンド,タスマニア種の最高級ウール使用。紳士セーターに最適。オリムパス毛糸　　レジェンド[rn]
13-33502,http://tshop.r10s.jp/ky-kanariya/cabinet/berukuri/img60517633.jpg?fitin=700:700,368.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,クリベル毛糸　Ｇ４　備長炭　（廃盤）在庫限り,備長炭をイメージした編みやすい糸です,重さ：40ｇ<br>糸長：約100ｍ<br>太さ：棒針 5～7号、かぎ針4/0～6/0<br>素材：毛　49％　 綿　35％ レーヨン　16%<br>その他：メリヤス編標準ゲージ22～24目/30～32段<br>婦人セーター　約9－11玉、婦人ベスト　約6－8玉  　紳士セーター　約12－14玉<br><br>ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。ご注文分がロット違いの場合は、別途メールでご連絡いたします。,クリベル毛糸　Ｇ４　備長炭　（廃盤）在庫限り：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンクリベル毛糸　Ｇ４　備長炭　（廃盤）在庫限り,備長炭をイメージした編みやすい糸です。クリベル毛糸　Ｇ４　備長炭　（廃盤）在庫限り[rn]
13-33503,http://tshop.r10s.jp/ky-kanariya/cabinet/berukuri/imgrc0065383952.jpg?fitin=700:700,152.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,クリベル毛糸　シャインモヘア　（廃盤）在庫限り,軽さと着心地の良さを追求しました,重さ：30ｇ<br>　　糸長：約62ｍ<br>太さ：棒針 7～8号、かぎ針6/0～7/0<br>素材：毛　42％　、アクリル38%、モヘア　20％<br>その他：メリヤス編標準ゲージ16～17目/24～25段<br>婦人セーター　約9～10玉、婦人ベスト　約8～9玉  　<br><br>ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。ご注文分がロット違いの場合は、別途メールでご連絡いたします。,クリベル毛糸　シャインモヘア　（廃盤）在庫限り：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンクリベル毛糸　シャインモヘア　（廃盤）在庫限り,軽さと着心地の良さを追求しました。クリベル毛糸　シャインモヘア　（廃盤）在庫限り[rn]
13-33504,http://tshop.r10s.jp/ky-kanariya/cabinet/berukuri/img60413218.jpg?fitin=700:700,246.4000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,クリベル毛糸　シャインバード　色番7207 （廃盤品）在庫限り,ファーのゴージャス感が素敵。個性豊かな作品作りに最適,色番7207です。重さ：45ｇ　　糸長：約31ｍ<br>太さ：ジャンボ棒針 8～10ミリ、ジャンボかぎ針8～10ミリ<br>素材：ポリエステル　54％、レーヨン　46％<br>その他：メリヤス編標準ゲージ9～10目/10～11段<br>婦人セーター　約8－10玉、婦人ベスト　約7－8玉<br><br>ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。ご注文分がロット違いの場合は、別途メールでご連絡いたします。,クリベル毛糸　シャインバード　色番7207 （廃盤品）在庫限り：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンクリベル毛糸　シャインバード　色番7207 （廃盤品）在庫限り,ファーのゴージャス感が素敵。個性豊かな作品作りに最適。クリベル毛糸　シャインバード　色番7207 （廃盤品）在庫限り[rn]
13-33505,http://tshop.r10s.jp/ky-kanariya/cabinet/berukuri/img60517622.jpg?fitin=700:700,211.2000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,クリベル毛糸　ベルパピエ　（廃盤）在庫限り,和紙がぴょこぴょこ出たかわいい糸。軽く仕上がります。,重さ：25ｇ<br>　　糸長：約303m　<br>太さ：棒針2本取り 0～1号、かぎ針2本取り　3/0～5/0号<br>素材：ナイロン　79%、指定外繊維（和紙）21%<br>その他：メリヤス編標準ゲージ28～32目/40～42段<br>婦人セーター 1本取り約4～5玉、婦人ベスト 1本取り約4～5玉、紳士セーター1本取り 約6～7玉<br><br>ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。ご注文分がロット違いの場合は、別途メールでご連絡いたします。,クリベル毛糸　ベルパピエ　（廃盤）在庫限り：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンクリベル毛糸　ベルパピエ　（廃盤）在庫限り,和紙がぴょこぴょこ出たかわいい糸。軽く仕上がります。。クリベル毛糸　ベルパピエ　（廃盤）在庫限り[rn]
13-33506,http://tshop.r10s.jp/ky-kanariya/cabinet/berukuri/img59286902.jpg?fitin=700:700,248.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,クリベル毛糸　エアウェイブ　廃盤,編みやすいファー毛糸　廃盤,重さ：40ｇ　　糸長：約92ｍ<br>太さ：棒針 12～13号、かぎ針7/0～8/0<br>素材：ナイロン　90％　ポリエステル　10％<br>その他：メリヤス編標準ゲージ13～15目/18～20段<br>婦人セーター　約9－11玉、ベスト　約6－8玉  <br><br>ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。ご注文分がロット違いの場合は、別途メールでご連絡いたします。,クリベル毛糸　エアウェイブ　廃盤：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンクリベル毛糸　エアウェイブ　廃盤,編みやすいファー毛糸　廃盤。クリベル毛糸　エアウェイブ　廃盤[rn]
13-33507,http://tshop.r10s.jp/ky-kanariya/cabinet/berukuri/img59282354.jpg?fitin=700:700,204.8000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,クリベル毛糸　カラーレトニーコ（廃盤）,イタリヤ製　多色使いのロービングヤーン,重さ：40ｇ　　糸長：約80ｍ<br>太さ：棒針 8～10号、かぎ針6/0～7/0<br>素材：アクリル　55％　毛　45％　<br>その他：メリヤス編標準ゲージ15～16目/21～23段<br>婦人セーター　約9－10玉、ベスト　約7－8玉  紳士セーター　約14－15玉<br><br>ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。ご注文分がロット違いの場合は、別途メールでご連絡いたします。,クリベル毛糸　カラーレトニーコ（廃盤）：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンクリベル毛糸　カラーレトニーコ（廃盤）,イタリヤ製　多色使いのロービングヤーン。クリベル毛糸　カラーレトニーコ（廃盤）[rn]
13-33508,http://tshop.r10s.jp/ky-kanariya/cabinet/berukuri/img61813718.jpg?fitin=700:700,235.2000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,クリベル毛糸　　シルクミスティ　（廃盤）在庫限り,シルクの風合いを生かした微妙な色彩が上品な糸,重さ：25ｇ　<br>糸長：約147ｍ　<br>太さ：棒針（2本取り） 4～5号、かぎ針4/0～5/0<br>素材：絹　59％ 、アクリル　32％、ポリエステル　5％、ナイロン　4％<br>その他：メリヤス編標準ゲージ24～25目/29～31段<br>婦人セーター　約10－11玉、婦人ベスト　約8－9玉 　 <br> <br>糸の特徴：シルクの風合いを生かして日本女性の美しさと上品さをモチーフに開発された糸です。微妙な色彩と編み地表現が魅力的な素材です。<br>ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。ご注文分がロット違いの場合は、別途メールでご連絡いたします。,クリベル毛糸　　シルクミスティ　（廃盤）在庫限り：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンクリベル毛糸　　シルクミスティ　（廃盤）在庫限り,シルクの風合いを生かした微妙な色彩が上品な糸。クリベル毛糸　　シルクミスティ　（廃盤）在庫限り[rn]
13-33509,http://tshop.r10s.jp/ky-kanariya/cabinet/berukuri/img59287363.jpg?fitin=700:700,201.6000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,クリベル毛糸　ノビータ（廃盤品）　7413番のみ　在庫限り,伸縮のあるラメ糸,重さ：25ｇ　　糸長：約136ｍ<br>太さ：棒針 8～10号、かぎ針7/0～8/0<br>素材：ポリエステル　57％ ナイロン　43％　<br>その他：メリヤス編標準ゲージ21～23目/29～32段<br>婦人セーター　約6－7玉、ベスト　約5－6玉  <br><br>ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。ご注文分がロット違いの場合は、別途メールでご連絡いたします。,クリベル毛糸　ノビータ（廃盤品）　7413番のみ　在庫限り：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンクリベル毛糸　ノビータ（廃盤品）　7413番のみ　在庫限り,伸縮のあるラメ糸。クリベル毛糸　ノビータ（廃盤品）　7413番のみ　在庫限り[rn]
13-33510,http://tshop.r10s.jp/ky-kanariya/cabinet/berukuri/img59286827.jpg?fitin=700:700,124.8000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,クリベル毛糸　ファンシーラメ廃盤品,金色・銀色のラメではしご状にかがった輝くテープヤーン。,"<font color=""#6a1917"" size=""4"">   廃盤商品です。在庫限り<br></font>重さ：20ｇ　　糸長：約67m<br>太さ：棒針 10～12号、かぎ針　8/0～10/0号<br>素材：ポリエステル　100%(ラメ65%)<br>その他：メリヤス編標準ゲージ17～18目/22～24段<br>婦人セーター 約7～8玉、婦人ベスト約6～8玉<br><br>ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。ご注文分がロット違いの場合は、別途メールでご連絡いたします。",クリベル毛糸　ファンシーラメ廃盤品：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンクリベル毛糸　ファンシーラメ廃盤品,金色・銀色のラメではしご状にかがった輝くテープヤーン。。クリベル毛糸　ファンシーラメ廃盤品[rn]
13-33511,http://tshop.r10s.jp/ky-kanariya/cabinet/naitou/img57843858.jpg?fitin=700:700,151.2000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,在庫限り　内藤商事　毛糸　フリルヤーン１８　【楽天ランキング入賞商品】クロネコＤＭ便発送不可,,素材：ウール　45％、アクリル　45％、ナイロン　10％<BR>太さ：棒針７～８号<BR>長さ：25m<BR>幅：18mm<BR>生産：トルコ,在庫限り　内藤商事　毛糸　フリルヤーン１８　【楽天ランキング入賞商品】クロネコＤＭ便発送不可：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットン在庫限り　内藤商事　毛糸　フリルヤーン１８　【楽天ランキング入賞商品】クロネコＤＭ便発送不可,在庫限り　内藤商事　毛糸　フリルヤーン１８　【楽天ランキング入賞商品】クロネコＤＭ便発送不可[rn]
