13-6201,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010004663014.jpg?fitin=700:700,308.0000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒光/光　突っ張りスタンド用先端パーツ上部用２００ｍｍ【KTB-200A】(3976882) 受注単位1,環境安全用品\シート・ロープ\養生シート,,『カード対応OK！』■〒光/光　突っ張りスタンド用先端パーツ上部用２００ｍｍ【KTB-200A】(3976882) 受注単位1：クローバー資材館,『カード対応OK！』■〒光/光　突っ張りスタンド用先端パーツ上部用２００ｍｍ【KTB-200A】(3976882) 受注単位1,環境安全用品\シート・ロープ\養生シート。『カード対応OK！』■〒光/光　突っ張りスタンド用先端パーツ上部用２００ｍｍ【KTB-200A】(3976882) 受注単位1[rn]
13-6202,http://tshop.r10s.jp/clover9608/cabinet/pb7/t010004863181.jpg?fitin=700:700,2407.2000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　ＰＶロープ　３つ打　線径１２ｍｍＸ長さ３０ｍ【R-1230PV   (12ﾊﾟｲX30M)】(5112940) 受注単位1,(5112940),,『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　ＰＶロープ　３つ打　線径１２ｍｍＸ長さ３０ｍ【R-1230PV   (12ﾊﾟｲX30M)】(5112940) 受注単位1：クローバー資材館,『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　ＰＶロープ　３つ打　線径１２ｍｍＸ長さ３０ｍ【R-1230PV   (12ﾊﾟｲX30M)】(5112940) 受注単位1,(5112940)。『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　ＰＶロープ　３つ打　線径１２ｍｍＸ長さ３０ｍ【R-1230PV   (12ﾊﾟｲX30M)】(5112940) 受注単位1[rn]
13-6203,,1760.8000,,花・ガーデン・DIY > DIY・工具 > その他,■〒高木綱業/高木 ロープ【81-4114】(8189298) 高木 スーパーラインロープ ＵＣ 14mm 発注単位1,環境安全用品\シート・ロープ,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>
●ワイヤーロープとほぼ同等の強度で、伸びにくいロープです。<br>
●長さは任意で選択可能です。<br>
●電気絶縁性に優れています。<br>
●防水タイプです。<br>
●限界表示ロープとして。<br>
●延線用ロープとして。<br>
●線径(mm):14<br>
●絶縁性：電圧　250kV、1分間放電で絶縁破壊なし<br>
●非自転構造<br>
●色:オレンジ<br>
●芯材：ケブラー[[（R）]]<br>
●中層：ポリエステル<br>
●外装：ポリウレタン樹脂<br>
●発注単位は1m単位です。",■〒高木綱業/高木 ロープ【81-4114】(8189298) 高木 スーパーラインロープ ＵＣ 14mm 発注単位1：クローバー資材館,■〒高木綱業/高木 ロープ【81-4114】(8189298) 高木 スーパーラインロープ ＵＣ 14mm 発注単位1,環境安全用品\シート・ロープ。■〒高木綱業/高木 ロープ【81-4114】(8189298) 高木 スーパーラインロープ ＵＣ 14mm 発注単位1[rn]
13-6204,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010003858455.jpg?fitin=700:700,384.8000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒ユタカメイク/ユタカ　ロープ　Ｓトラックロープ　６φ×１５ｍ【NS-615】(3676196) 受注単位1,環境安全用品\シート・ロープ\ロープ,,『カード対応OK！』■〒ユタカメイク/ユタカ　ロープ　Ｓトラックロープ　６φ&times;１５ｍ【NS-615】(3676196) 受注単位1：クローバー資材館,『カード対応OK！』■〒ユタカメイク/ユタカ　ロープ　Ｓトラックロープ　６φ&times;１５ｍ【NS-615】(3676196) 受注単位1,環境安全用品\シート・ロープ\ロープ。『カード対応OK！』■〒ユタカメイク/ユタカ　ロープ　Ｓトラックロープ　６φ&times;１５ｍ【NS-615】(3676196) 受注単位1[rn]
13-6205,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010004382470.jpg?fitin=700:700,14283.2000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒萩原工業/萩原　＃３０００ＯＤグリーンシート１０ｍ×１０ｍ【TPOD1010】(3517306) 受注単位1,環境安全用品\シート・ロープ\ブルーシート,,『カード対応OK！』■〒萩原工業/萩原　＃３０００ＯＤグリーンシート１０ｍ&times;１０ｍ【TPOD1010】(3517306) 受注単位1：クローバー資材館,『カード対応OK！』■〒萩原工業/萩原　＃３０００ＯＤグリーンシート１０ｍ&times;１０ｍ【TPOD1010】(3517306) 受注単位1,環境安全用品\シート・ロープ\ブルーシート。『カード対応OK！』■〒萩原工業/萩原　＃３０００ＯＤグリーンシート１０ｍ&times;１０ｍ【TPOD1010】(3517306) 受注単位1[rn]
13-6206,,6120.0000,,花・ガーデン・DIY > DIY・工具 > その他,■〒エムエフ/ＭＦ 梱包資材【YS009】(7854021) ＭＦ ブルーガード 発注単位1,環境安全用品\シート・ロープ,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>
●表面に強力なフィルムを貼っている為、手では切れないほど丈夫で長持ちします。<br>
●裏面にクッション材が付いてるので緩衝性が有り、小石や砂などの擦り傷から床材を守ります。<br>
●耐水性がありますので屋内外問わず、使用可能です。（防水処理を施した箇所では、雨の日滑る恐れがあります）<br>
●玄関ポーチ・選挙・災害時の体育館の床養生にも利用されています。<br>
●塩ビ製のシートに比べて非常に軽く、持ち運びし易いです。<br>
●建築・リフォーム・引越現場の屋内外の床養生・選挙投票所・災害時の体育館の養生に。<br>
●幅(m):1<br>
●長さ(m):20<br>
●厚み(mm):3<br>
●色:ブルー<br>
●表面:ポリエチレン<br>
●裏面:発泡ポリエチレン",■〒エムエフ/ＭＦ 梱包資材【YS009】(7854021) ＭＦ ブルーガード 発注単位1：クローバー資材館,■〒エムエフ/ＭＦ 梱包資材【YS009】(7854021) ＭＦ ブルーガード 発注単位1,環境安全用品\シート・ロープ。■〒エムエフ/ＭＦ 梱包資材【YS009】(7854021) ＭＦ ブルーガード 発注単位1[rn]
13-6207,,117169.6000,,花・ガーデン・DIY > DIY・工具 > その他,【カード対応OK！】■〒トラスコ中山/ＴＲＵＳＣＯ【JS25-2525】(7712243) ジャンボシート＃２５００　幅２５．０ｍＸ長さ２５．０ｍ 受注単位1,環境安全用品\シート・ロープ\ブルーシート,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●広い面積を一度に覆い包み込む大型サイズのブルーシートです。<br><br>●産業資材などの大型資材カバーに。<br><br>●幅(m)：25.01<br>●長さ(m)：24.9<br>●ハトメ数(個)：106<br>●ハトメピッチ(cm)：100<br><br>●色：ブルー<br>●厚み：0.18mm<br>●引張強度：縦480N/5cm、横360N/5cm<br>●耐久期間：約10ヵ月<br>●伸度：縦24%、横15%<br>●引裂強度：縦145N、横105N<br><br>●シート：ポリエチレン（PE）<br>●ハトメ：アルミ（内径：12mm）<br>",【カード対応OK！】■〒トラスコ中山/ＴＲＵＳＣＯ【JS25-2525】(7712243) ジャンボシート＃２５００　幅２５．０ｍＸ長さ２５．０ｍ 受注単位1：クローバー資材館,【カード対応OK！】■〒トラスコ中山/ＴＲＵＳＣＯ【JS25-2525】(7712243) ジャンボシート＃２５００　幅２５．０ｍＸ長さ２５．０ｍ 受注単位1,環境安全用品\シート・ロープ\ブルーシート。【カード対応OK！】■〒トラスコ中山/ＴＲＵＳＣＯ【JS25-2525】(7712243) ジャンボシート＃２５００　幅２５．０ｍＸ長さ２５．０ｍ 受注単位1[rn]
13-6208,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010005089595.jpg?fitin=700:700,61.6000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒ユタカメイク/ユタカ　金具　端末爪　５ｍｍ×８ｍｍ【KM-01】(3675670) 受注単位1,環境安全用品\シート・ロープ\ロープ,,『カード対応OK！』■〒ユタカメイク/ユタカ　金具　端末爪　５ｍｍ&times;８ｍｍ【KM-01】(3675670) 受注単位1：クローバー資材館,『カード対応OK！』■〒ユタカメイク/ユタカ　金具　端末爪　５ｍｍ&times;８ｍｍ【KM-01】(3675670) 受注単位1,環境安全用品\シート・ロープ\ロープ。『カード対応OK！』■〒ユタカメイク/ユタカ　金具　端末爪　５ｍｍ&times;８ｍｍ【KM-01】(3675670) 受注単位1[rn]
13-6209,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010003858509.jpg?fitin=700:700,3887.2000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒ユタカメイク/ユタカ　ロープ　ＰＥロープ巻物　６φ×２００ｍ　グリーン【PE-103  (6X200M)】(3676358) 受注単位1,環境安全用品\シート・ロープ\ロープ,,『カード対応OK！』■〒ユタカメイク/ユタカ　ロープ　ＰＥロープ巻物　６φ&times;２００ｍ　グリーン【PE-103  (6X200M)】(3676358) 受注単位1：クローバー資材館,『カード対応OK！』■〒ユタカメイク/ユタカ　ロープ　ＰＥロープ巻物　６φ&times;２００ｍ　グリーン【PE-103  (6X200M)】(3676358) 受注単位1,環境安全用品\シート・ロープ\ロープ。『カード対応OK！』■〒ユタカメイク/ユタカ　ロープ　ＰＥロープ巻物　６φ&times;２００ｍ　グリーン【PE-103  (6X200M)】(3676358) 受注単位1[rn]
13-6210,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010004381793.jpg?fitin=700:700,3405.6000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒ユタカメイク/ユタカ　ＰＥカラーロープドラム巻　４φ×２００ｍ【PRE-83】(3708713) 受注単位1,環境安全用品\シート・ロープ\ロープ,,『カード対応OK！』■〒ユタカメイク/ユタカ　ＰＥカラーロープドラム巻　４φ&times;２００ｍ【PRE-83】(3708713) 受注単位1：クローバー資材館,『カード対応OK！』■〒ユタカメイク/ユタカ　ＰＥカラーロープドラム巻　４φ&times;２００ｍ【PRE-83】(3708713) 受注単位1,環境安全用品\シート・ロープ\ロープ。『カード対応OK！』■〒ユタカメイク/ユタカ　ＰＥカラーロープドラム巻　４φ&times;２００ｍ【PRE-83】(3708713) 受注単位1[rn]
13-6211,,2777.6000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒司化成工業/ツカサ【PY-25-300】(7731272) ペッピーロープ 受注単位1,環境安全用品\シート・ロープ\ロープ,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●ＰＥＴ繊維を混撚りすることにより、ＰＰロープに比べ高強度で伸びにくく、荷崩れ防止に適しています。<br>●ロープ表面は熱融着されていますので、途中で切ってもバラけません。<br>●従来のＰＰロープに比べ、縛った後の伸びが約半分です。<br><br>●荷造り。<br>●園芸<br><br>●色：白/紫<br>●線径(mm)：6<br>●長さ(m)：300<br>●包装形態：シュリンクパック<br><br>●伸度（％以下）：20（一般ＰＰロープは40％：製品比較）<br><br>●ポリエステル<br>●ポリプロピレン(PP)<br>",『カード対応OK！』■〒司化成工業/ツカサ【PY-25-300】(7731272) ペッピーロープ 受注単位1：クローバー資材館,『カード対応OK！』■〒司化成工業/ツカサ【PY-25-300】(7731272) ペッピーロープ 受注単位1,環境安全用品\シート・ロープ\ロープ。『カード対応OK！』■〒司化成工業/ツカサ【PY-25-300】(7731272) ペッピーロープ 受注単位1[rn]
