13-201,http://tshop.r10s.jp/akibamac/cabinet/03954490/now_printing.gif?fitin=700:700,53440.0000,,パソコン・周辺機器 > パソコン > ノートPC,【送料無料】【中古】NEC LaVie G タイプZ GL1961/4U (PC-GL19614AU)【Windows7】 [中古ノートパソコン本体],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】バッテリ完全消耗済み。液晶画面枠に沿って色ムラ有り。本体外装にキズ・塗装剥げ・水泡状の塗装浮き有り、キーボードにテカリ有り。<br><br>【商品グレード】∥★★★∥中古品∥●この軽さなら毎日持ち歩き、バッグから取り出して、すぐに使えます。●スピーディな処理速度と低消費電力を両立させる超低電圧版CPU「Core i7 3517U」搭載●無線LAN内蔵なので、家中どこでもインターネットが出来たり、1台のプリンタを共有して簡単にワイヤレスプリントが可能です。(ルーターなどが必要です)●バッテリ完全消耗です<BR><BR>CPU：Core i7 3517U(1.9GHz)/メモリー：4GB/SSD：256GB/光学ドライブ：ドライブ別売/13.3インチワイドスーパーシャインビューLED液晶(1600x900/HD+)/グラフィック：Intel HD Graphics 4000（CPU内蔵）/無線LAN(IEEE802.11a/b/g/n)/Bluetooth4.0/HDMI端子搭載/Windows 7 Home Premium(64ビット) 再セットアップ済み/Officeソフト別売/重量約875g（カタログ値）/2012年8月頃発売<br><br>【付属品】[セットアップマニュアル、ユーザーズマニュアル、LavieGシリーズをご購入いただいたお客様へ、ACアダプター、ACケーブル]が付属。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】NEC LaVie G タイプZ GL1961/4U (PC-GL19614AU)【Windows7】 [中古ノートパソコン本体]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】NEC LaVie G タイプZ GL1961/4U (PC-GL19614AU)【Windows7】 [中古ノートパソコン本体],【送料無料】【中古】NEC LaVie G タイプZ GL1961/4U (PC-GL19614AU)【Windows7】 [中古ノートパソコン本体][rn]
13-202,http://tshop.r10s.jp/akibamac/cabinet/03954490/now_printing.gif?fitin=700:700,18240.0000,,パソコン・周辺機器 > パソコン > ノートPC,【送料無料】【中古】NEC VersaPro VK23T/X-C (PC-VK23TXZCC)【Windows10】 [中古ノートパソコン本体] ◇4/15新入荷◇,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】DVD再生ソフト欠品。KINGSOFT Office 2016(ワープロ・表計算・プレゼンテーション)付き、ソフマップ再生パソコン、新たにWindows10のOSを搭載しています。全体的にキズ有り、液晶中央下キズ有り、キーボード・パームレスト・キーボードベゼル左右にてかり有り、背面左角ゆがみ有り。<br><br>【商品グレード】∥★★★∥中古品∥●HTテクノロジー2.0対応第2世代インテルCoreプロセッサー「Core i5 2410M」搭載●様々なDVDメディアに対応するDVDスーパーマルチドライブを搭載●LAN内蔵/ブロードバンド対応<BR><BR>CPU：Core i5 2410M(2.3GHz)/メモリー：4GB/HDD：250GB/光学ドライブ：DVDスーパーマルチドライブ/15.6インチワイドTFTカラー液晶(LEDバックライト)(1366x768/WXGA)/グラフィック：Intel HD Graphics 3000（CPU内蔵）/LAN(1000BASE-T)/※無線LANは非搭載 別途ご用意ください/HDMI端子搭載/Windows 10 Home(64ビット) 再セットアップ済み/KINGSOFT Office 2016(新規添付)セット/重量約2.7kg（カタログ値）/2011年5月頃発売<br><br>【付属品】[ACアダプタ、バッテリパック、PCカードスロット保護カード、電源コード]が付属。<br><br>【欠品】[はじめにお読みください、安全にお使いいただくために、活用ガイド再セットアップ編、Corel WinDVD/Roxio Creator LJBディスク、アプリケーション/マニュアルディスク]欠品。<br><br>【備考】[KINGSOFT Office 2016(新規添付)、再生PC専用リカバリデータ(HDD内)]付き。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】NEC VersaPro VK23T/X-C (PC-VK23TXZCC)【Windows10】 [中古ノートパソコン本体] ◇4/15新入荷◇：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】NEC VersaPro VK23T/X-C (PC-VK23TXZCC)【Windows10】 [中古ノートパソコン本体] ◇4/15新入荷◇,【送料無料】【中古】NEC VersaPro VK23T/X-C (PC-VK23TXZCC)【Windows10】 [中古ノートパソコン本体] ◇4/15新入荷◇[rn]
13-203,http://tshop.r10s.jp/akibamac/cabinet/05316687/pc_vj19exzdh.jpg?fitin=700:700,26448.0000,,パソコン・周辺機器 > パソコン > ノートPC,【送料無料】【値下げしました！】【中古】NEC Versa Pro PC-VJ19EXZDH【Windows8.1】 [中古ノートパソコン本体],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】テンキー付キーボード、液晶画面枠に沿って色ムラ・中央下部にキズ有り。タッチパッド・パームレスト・クリックボタン・キーボードにテカリ有り、本体外装にキズ有り、バッテリ消耗。<br><br>【商品グレード】∥★★★∥中古品∥●快適動作のデュアルコアCPU「Celeron 1005M」搭載●データDVD/CDや音楽CDの作成も自在に行えるDVDスーパーマルチドライブ搭載●無線LAN内蔵なので、家中どこでもインターネットが出来たり、1台のプリンタを共有して簡単にワイヤレスプリントが可能です。(ルーターなどが必要です)●動作に必須な付属品は揃っています<BR><BR>CPU：Celeron 1005M(1.9GHz)/メモリー：2GB/HDD：320GB/光学ドライブ：DVDスーパーマルチドライブ/15.6インチワイドTFTカラー液晶(LEDバックライト)(1366x768/WXGA)/グラフィック：Intel HD Graphics(CPU内蔵)/LAN(1000BASE-T)/無線LAN(IEEE802.11a/b/g/n)/HDMI端子搭載/Windows 8.1 Pro(64ビット) 再セットアップ済み/Office Personal 2013欠品/重量約2.4kg（カタログ値）/2013年11月頃発売<br><br>【欠品】[Office Personal 2013]欠品。<br><br>【付属品】[再セットアップガイド、はじめにお読みください、再セットアップディスク(Win8.1Pro)、CyberLink PowerDVD/Roxio Creator LJBディスク、アプリケーションディスク(Win8.1Pro)、アプリケーションディスク(Win7Pro)、ファイナルパソコンデータ引越しディスク、ACアダプタ、リチウムイオンバッテリ(M)、ACケーブル]が付属。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【値下げしました！】【中古】NEC Versa Pro PC-VJ19EXZDH【Windows8.1】 [中古ノートパソコン本体]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【値下げしました！】【中古】NEC Versa Pro PC-VJ19EXZDH【Windows8.1】 [中古ノートパソコン本体],【送料無料】【値下げしました！】【中古】NEC Versa Pro PC-VJ19EXZDH【Windows8.1】 [中古ノートパソコン本体][rn]
13-204,http://tshop.r10s.jp/akibamac/cabinet/05422385/4548835905955.jpg?fitin=700:700,31040.0000,,パソコン・周辺機器 > パソコン > ノートPC,【送料無料】【中古】NEC LaVie L LL750/DS6B (PC-LL750DS6B)【Windows7】 ※動作不良箇所有り [中古ノートパソコン本体] ◇4/15新入荷◇,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】USBポート不良(右側x2、左側奥x1)、テンキー付キーボード、液晶画面の端に色ムラ有り。本体外装にキズ有り、キーボードにテカリ有り。<br><br>【商品グレード】∥★★∥中古品∥※動作不良箇所有り※●「ブルーレイディスク」ドライブ搭載。ハイビジョン画質で撮影した動画や映画ソフトを鑑賞できます●64ビットOSのパフォーマンスを引き出す高速DDR3&大容量メモリ搭載●大容量750GB HDD搭載!動画や音楽データもたくさん保存できます●無線LAN内蔵なので、家中どこでもインターネットが可能です(ルーター等が必要です)<BR><BR>CPU：Core i5 2410M(2.3GHz)/メモリー：4GB/HDD：750GB/光学ドライブ：ブルーレイディスクドライブ/15.6インチワイドスーパーシャインビューLED-EX2液晶(1366x768/WXGA)/グラフィック：Intel HD Graphics 3000（CPU内蔵）/LAN(1000BASE-T)/無線LAN(IEEE802.11b/g/n)/HDMI端子搭載/Windows 7 Home Premium(64ビット) 再セットアップ済み/Office Home and Business 2010欠品/重量約2.9kg（カタログ値）/2011年3月頃発売<br><br>【付属品】[ACアダプタ、バッテリパック、ACケーブル]が付属。<br><br>【欠品】[準備と基本、トラブル解決ガイド、Office Home and Business2010一式、マウス(光学式)]欠品。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】NEC LaVie L LL750/DS6B (PC-LL750DS6B)【Windows7】 ※動作不良箇所有り [中古ノートパソコン本体] ◇4/15新入荷◇：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】NEC LaVie L LL750/DS6B (PC-LL750DS6B)【Windows7】 ※動作不良箇所有り [中古ノートパソコン本体] ◇4/15新入荷◇,【送料無料】【中古】NEC LaVie L LL750/DS6B (PC-LL750DS6B)【Windows7】 ※動作不良箇所有り [中古ノートパソコン本体] ◇4/15新入荷◇[rn]
13-205,http://tshop.r10s.jp/akibamac/cabinet/03954490/now_printing.gif?fitin=700:700,26448.0000,,パソコン・周辺機器 > パソコン > ノートPC,【送料無料】【値下げしました！】【中古】NEC Versa Pro VJ25T/X-H (PC-VJ25TXZDH)【Windows8.1】 ※バッテリ欠品 [中古ノートパソコン本体],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】▲メモリ6GB増設(実装8GB)。液晶画面左右と上下部に色ムラ有り、バッテリ欠品(付属品のACアダプターにてご使用下さい)。本体外装にキズ有り、キーボード・タッチパッド・パームレスト・クリックボタンにテカリ有り。<br><br>【商品グレード】∥★★★∥中古品∥●HTテクノロジー対応インテルCoreプロセッサー「Core i5 4200M」搭載●メモリ容量が大きいので動作が快適です●必要最低限の機能は備えていますので、ビジネスノートとして最適です●LAN内蔵/ブロードバンド対応●バッテリ欠品<BR><BR>CPU：Core i5 4200M(2.5GHz)/メモリー：8GB/HDD：320GB/光学ドライブ：DVD-ROM/15.6インチワイドTFTカラー液晶(LEDバックライト)(1366x768/WXGA)/グラフィック：Intel HD Graphics 4600（CPU内蔵）/LAN(1000BASE-T)/※無線LANは非搭載 別途ご用意ください/HDMI端子搭載/Windows 8.1 Pro(64ビット) 再セットアップ済み/Officeソフト別売/重量約2.4kg（カタログ値）/2013年11月頃発売<br><br>【欠品】[リチウムイオンバッテリ(M)]欠品。<br><br>【付属品】[はじめにお読みください、再セットアップガイド、再セットアップ用ディスク(Windows8.1 Pro)、ファイナルパソコンデータ引越9 plus、アプリケーションディスク(Windows8.1 Pro)、CyberLink PowerDVD ディスク、アプリケーションディスク(Windows7)、ACアダプタ、電源ケーブル]が付属。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【値下げしました！】【中古】NEC Versa Pro VJ25T/X-H (PC-VJ25TXZDH)【Windows8.1】 ※バッテリ欠品 [中古ノートパソコン本体]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【値下げしました！】【中古】NEC Versa Pro VJ25T/X-H (PC-VJ25TXZDH)【Windows8.1】 ※バッテリ欠品 [中古ノートパソコン本体],【送料無料】【値下げしました！】【中古】NEC Versa Pro VJ25T/X-H (PC-VJ25TXZDH)【Windows8.1】 ※バッテリ欠品 [中古ノートパソコン本体][rn]
13-206,http://tshop.r10s.jp/akibamac/cabinet/05378215/2011365413013.jpg?fitin=700:700,16640.0000,,パソコン・周辺機器 > パソコン > ノートPC,【送料無料】【中古】NEC VersaPro VK17H/BB-D (PC-VK17HBBCD)【Windows10】 [中古ノートパソコン本体],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】Windows 10アップグレード済み(元OSには戻せません)、キートップ「K」キー外れやすくなっています、液晶画面の端に色ムラ有り。本体外装にキズ・塗装剥げ有り、キーボードにテカリ・文字消え有り、バッテリ消耗。<br><br>【商品グレード】∥★★★∥中古品∥●約1.17kgの軽さは通勤・通学などで常時持ち運んでも苦になりません●スピーディな処理速度と低消費電力を両立させる超低電圧版CPU「Core i7 2637M」搭載●無線LAN内蔵なので、家中どこでもインターネットが出来たり、1台のプリンタを共有して簡単にワイヤレスプリントが可能です。(ルーターなどが必要です)●主な付属品は揃っています<BR><BR>CPU：Core i7 2637M(1.7GHz)/メモリー：4GB/HDD：250GB/光学ドライブ：ドライブ別売/12.1インチワイドTFTカラー液晶(LEDバックライト)(1280x800/WXGA)/グラフィック：Intel HD Graphics 3000（CPU内蔵）/モデム/LAN(1000BASE-T)/無線LAN(IEEE802.11a/b/g/n)/Windows 10 Pro(32ビット) 再セットアップ済み/Officeソフト別売/重量約1170g（カタログ値）/2011年10月頃発売<br><br>【欠品】[取扱説明書一式]欠品。<br><br>【付属品】[ACアダプター、バッテリパック、ACケーブル]が付属。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】NEC VersaPro VK17H/BB-D (PC-VK17HBBCD)【Windows10】 [中古ノートパソコン本体]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】NEC VersaPro VK17H/BB-D (PC-VK17HBBCD)【Windows10】 [中古ノートパソコン本体],【送料無料】【中古】NEC VersaPro VK17H/BB-D (PC-VK17HBBCD)【Windows10】 [中古ノートパソコン本体][rn]
13-207,http://tshop.r10s.jp/akibamac/cabinet/03954490/now_printing.gif?fitin=700:700,18240.0000,,パソコン・周辺機器 > パソコン > ノートPC,【送料無料】【中古】NEC VersaPro VK23T/X-C (PC-VK23TXZCC)【Windows10】 [中古ノートパソコン本体] ◇4/15新入荷◇,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】DVD再生ソフト欠品。KINGSOFT Office 2016(ワープロ・表計算・プレゼンテーション)付き、ソフマップ再生パソコン、新たにWindows10のOSを搭載しています。パームレストてかり有り、キーボードてかり有り、全体的にキズ有り、天板シール跡有り。<br><br>【商品グレード】∥★★★∥中古品∥●ハイビジョン時代の新基準、縦横比16:9のワイド液晶を搭載●HTテクノロジー2.0対応第2世代インテルCoreプロセッサー「Core i5 2410M」搭載●音楽CD作成やオリジナルDVD作成が可能なDVDスーパーマルチドライブを搭載●LAN内蔵/ブロードバンド対応<BR><BR>CPU：Core i5 2410M(2.3GHz)/メモリー：4GB/HDD：250GB/光学ドライブ：DVDスーパーマルチドライブ/15.6インチワイドTFTカラー液晶(LEDバックライト)(1366x768/WXGA)/グラフィック：Intel HD Graphics 3000（CPU内蔵）/LAN(1000BASE-T)/※無線LANは非搭載 別途ご用意ください/HDMI端子搭載/Windows 10 Home(64ビット) 再セットアップ済み/KINGSOFT Office 2016(新規添付)セット/重量約2.7kg（カタログ値）/2011年5月頃発売<br><br>【付属品】[ACアダプタ、バッテリパック、PCカードスロット保護カード、電源コード]が付属。<br><br>【欠品】[はじめにお読みください、安全にお使いいただくために、活用ガイド再セットアップ編、Corel WinDVD/Roxio Creator LJBディスク、アプリケーション/マニュアルディスク]欠品。<br><br>【備考】[KINGSOFT Office 2016(新規添付)、再生PC専用リカバリデータ(HDD内)]付き。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】NEC VersaPro VK23T/X-C (PC-VK23TXZCC)【Windows10】 [中古ノートパソコン本体] ◇4/15新入荷◇：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】NEC VersaPro VK23T/X-C (PC-VK23TXZCC)【Windows10】 [中古ノートパソコン本体] ◇4/15新入荷◇,【送料無料】【中古】NEC VersaPro VK23T/X-C (PC-VK23TXZCC)【Windows10】 [中古ノートパソコン本体] ◇4/15新入荷◇[rn]
13-208,http://tshop.r10s.jp/akibamac/cabinet/05046712/4515777536554.jpg?fitin=700:700,17328.0000,,パソコン・周辺機器 > パソコン > ノートPC,【送料無料】【中古】e-machines eME729Z-N12B【Windows7】 [中古ノートパソコン本体],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】光学ドライブベゼルに爪折れ有り、液晶画面全体にキズ有り、キーボードにテカリ有り、本体外装にキズ有り。<br><br>【商品グレード】∥★★★∥中古品∥●高速DDR3メモリ採用。メモリを増設してもフル活用できる64ビットOS搭載●快適動作のデュアルコアCPU「Pentium P6100」搭載●様々なDVDメディアに対応するDVDスーパーマルチドライブを搭載●無線LAN内蔵なので、家中どこでもインターネットが可能です(ルーター等が必要です)●付属品に一部欠品が有りますが、通常使用にはほぼ問題有りません<BR><BR>CPU：Pentium P6100(2GHz)/メモリー：2GB/HDD：250GB/光学ドライブ：DVDスーパーマルチドライブ/15.6インチワイド光沢液晶(LEDバックライト)(1366x768/WXGA)/グラフィック：Intel HD Graphics(CPU内蔵)/LAN(100BASE-TX)/無線LAN(IEEE802.11b/g/n)/Windows 7 Home Premium(64ビット) 再セットアップ済み/Officeソフト別売/重量約2.4kg（カタログ値）/2011年6月頃発売<br>【付属品】[ACアダプタ、バッテリパック、ACケーブル]が付属。<br><br>【欠品】[クイックガイド、汎用ユーザーガイド、クイックセットアップ、セットアップガイド]欠品。,【送料無料】【中古】e-machines eME729Z-N12B【Windows7】 [中古ノートパソコン本体]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】e-machines eME729Z-N12B【Windows7】 [中古ノートパソコン本体],【送料無料】【中古】e-machines eME729Z-N12B【Windows7】 [中古ノートパソコン本体][rn]
13-209,http://tshop.r10s.jp/akibamac/cabinet/03954490/now_printing.gif?fitin=700:700,31768.0000,,パソコン・周辺機器 > パソコン > ノートPC,【送料無料】【値下げしました！】【中古】ショップブランド Lesance NB 8-S3539-SP/3110M【Windows8】 [中古ノートパソコン本体],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】バッテリ完全消耗済み。液晶画面枠に沿って色ムラ有り、ゴム足x3欠損。タッチパッド・クリックボタン・キーボードにテカリ有り、本体外装にテカリ・キズ・塗装剥げ有り。<br><br>【商品グレード】∥★★★∥中古品∥●快適動作のデュアルコアCPU「Core i3 3110M」搭載●音楽CD作成やオリジナルDVD作成が可能なDVDスーパーマルチドライブを搭載●無線LAN内蔵なので、家中どこでもインターネットが出来たり、1台のプリンタを共有して簡単にワイヤレスプリントが可能です。(ルーターなどが必要です)●バッテリ完全消耗の為、AC電源を繋いでご使用ください<BR><BR>CPU：Core i3 3110M(2.4GHz)/メモリー：4GB/HDD：500GB/光学ドライブ：DVDスーパーマルチドライブ/15.6インチワイドTFT液晶(1366x768/WXGA)/グラフィック：Intel HD Graphics 4000（CPU内蔵）/LAN(1000BASE-T)/無線LAN(IEEE802.11b/g/n)/Windows 8(64ビット) 再セットアップ済み/Officeソフト別売/重量約2.4kg（カタログ値）<br>【付属品】[ユーザーマニュアル、Media Suite 8、Drivers & Utilities/User's Manual、パソコン取り扱い説明書(CD-ROM版)、ACアダプタ、バッテリ、ACケーブル]が付属。,【送料無料】【値下げしました！】【中古】ショップブランド Lesance NB 8-S3539-SP/3110M【Windows8】 [中古ノートパソコン本体]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【値下げしました！】【中古】ショップブランド Lesance NB 8-S3539-SP/3110M【Windows8】 [中古ノートパソコン本体],【送料無料】【値下げしました！】【中古】ショップブランド Lesance NB 8-S3539-SP/3110M【Windows8】 [中古ノートパソコン本体][rn]
