13-18601,http://tshop.r10s.jp/wata-boushi/cabinet/02150566/imgrc0066345726.jpg?fitin=700:700,2384.0000,,キッズ・ベビー・マタニティ > 出産祝い・内祝い・ギフト > ギフトセット > 出産祝い,4種類のおむつが試せる！！ おさるさんのおむつバスケット 【 出産祝い おむつケーキ 】 パンパース / ムーニー / メリーズ / グーン が入っています【】,好評の４種のおむつお試し！赤ちゃんの 出産祝い,"<font color=""#006400"" size=""+2"">4種類のメーカーのおむつが試せる！もらって嬉しいおむつケーキ</font><br>

<br>

<font color=""#4b4b4b""><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/02150566/omutu4.jpg"" width=""100%"" alt=""おむつケーキ"" border=""0""><br>
</font>
<center><font color=""#4b4b4b""><font size=""+1"">
各メーカーのおむつをたくさん試したい！とのご意見から、<br>
従来より枚数を増やして、<br>パンパース・ムーニー・メリーズ・グーン各４枚入りになっています。</font></font></center>

<font color=""#4b4b4b""><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/02150566/kohousou.jpg"" width=""100%"" alt=""個包装"" border=""0""></font>
<font color=""#4b4b4b""><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/02150566/rappingu.jpg"" width=""100%"" alt=""ラッピング"" border=""0""></font>
<font color=""#4b4b4b""><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/02150566/danboul.jpg"" width=""100%"" alt=""梱包"" border=""0"">
</font>
<font color=""#4b4b4b""><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/02150566/taguari.jpg"" width=""100%"" alt=""メッセージカード"" border=""0""><br>
</font>
<font color=""#4b4b4b""><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/img57377137.gif"" width=""100%"" alt=""送料無料"" border=""0""></font>
<font color=""#4b4b4b""><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/02150566/meisaisyo.jpg"" width=""100%"" alt=""明細書なし"" border=""0""><br>
<br>
</font>

<img alt=""説明"" src=""http://image.rakuten.co.jp/wata-boushi/cabinet/02150566/imgrc0066345725.jpg"" width=""100%""><br>

<hr><br>

◆一番の魅力は、4種類のメーカーのおむつが試せること！！紙おむつはメーカーによって形・厚み・触り心地色々。それを試せるおむつケーキ♪<br>

<br>

◆ギフト品の為、書類は一切入れず、当店の名前等が入っていない箱なので、先方様にお値段が分からない様になっております。<br>

<br>

<hr>
●サイズ：おむつケーキ・・約20×20×20cm(ラッピングをしていない状態)<br>

●使用品：パンパース・メリーズ・グーン・ムーニー各4枚(Sサイズ)【計16枚】、さる巾着、2wayバッグ、アーティシャルフラワー<br>

<br>

※ラッピング材料は、画像と若干異なる場合がございます。<br>

<br>

※金額がわかる書類は、ご希望がない限り同封致しません。<br>

※当店の箱入り有料ラッピングは対応できません。<br>

※メッセージカード対応。注文画面の備考欄にて文章ご入力下さい。
<hr>
■のしをご希望の場合、<br>

　スマートフォンからご注文のお客様は、<br>

　ご注文画面で「のし」の指定が出来ませんので、<br>

　備考欄にご入力下さい。<br>

　<br>

　例：御出産御祝・・・(名前)<br>

　　　御祝・・・・・・(名前)<br>

<hr>
<br>

その他オムツケーキと専用手さげ袋＞＞<br>

<br>

<font color=""#333333"">
●検索キーワード： おむつケーキ / オムツケーキ /  出産祝い / 干支 / さる / 猿 / わたぼうし</font>
<br><br><br> <img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/asu-raku.jpg"" alt=""あす楽"" width=""100%"">",4種類のおむつが試せる！！ おさるさんのおむつバスケット 【 出産祝い おむつケーキ 】 パンパース / ムーニー / メリーズ / グーン が入っています【】：わたぼうし,マタニティ ブラオーガニックコットン 下着おむつケーキお食い初め 食器出産祝い授乳ブラ名入れ食器マタニティ ブラジャープリスティン綿　下着離乳食　食器木　スプーン犬印本舗アッコトトオーガニックガーデン子供　食器　陶器天衣無縫オーガニックコットン　ベビー4種類のおむつが試せる！！ おさるさんのおむつバスケット 【 出産祝い おむつケーキ 】 パンパース / ムーニー / メリーズ / グーン が入っています【】,好評の４種のおむつお試し！赤ちゃんの 出産祝い。4種類のおむつが試せる！！ おさるさんのおむつバスケット 【 出産祝い おむつケーキ 】 パンパース / ムーニー / メリーズ / グーン が入っています【】[rn]
13-18602,http://tshop.r10s.jp/wata-boushi/cabinet/02361931/img64216799.jpg?fitin=700:700,2400.0000,,キッズ・ベビー・マタニティ > 出産祝い・内祝い・ギフト > ギフトセット > 出産祝い,オーガニックコットン・木のスプーンを詰め合わせた、気軽な出産祝い♪【わたぼうし オリジナルギフトBag】【男の子・女の子出産祝い】【楽ギフ_包装】【楽ギフ_メッセ入力】 【】,【送料無料】,"●わたぼうしオリジナルギフトBag●<br><br>
オーガニックコットンと木のスプーンが入った、<br>気軽だけど「使ってもらえる」出産祝いです。
<br><br>
<img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/02361931/img64216800.jpg"" width=""100%""><br>
≪セット内容≫<br>
＝ガーゼハンカチタオル(PRISTINEプリスティン)＝<br>
●素材：オーガニックコットン100％ <br>
●サイズ：約22ｃｍ×約22ｃｍ <br>
●原産国：日本<br><br>
＝ベビースプーン＝ <br>
●素材：木製(サオ材　ウレタン塗装マット仕上げ)<BR>
●種類・サイズ：ペースト・１５５×１５ｍｍ　おかゆやスープに・・・<BR>
マッシュ・１５４×２３ｍｍ　柔らかく茹でた野菜に・・・<BR>
●原産国：インドネシア共和国<BR>
●使用時期：離乳食初期から<br>
※天然素材のため１つ１つ木目や色味が異なります。予めご了承ください。<br><br>
＝オーガニック　リストガラガラ(ポプキンズベビー)＝ <BR>
●素材：表地・オーガニックコットン100％　中綿・ポリエステル100％<BR>
●サイズ：モチーフ・約縦5ｃｍ×横7ｃｍ×厚さ4ｃｍ　　ベルト・14ｃｍ～16ｃｍ対応<BR>
●洗濯方法：手洗い可<BR>
●日本製<BR><br>
＝アーティシャルフラワー＝<br><br>
＝綿麻トートバック＝<br>
●素材：綿麻（内側撥水加工）<br>
●サイズ：幅20ｃｍ（11ｃｍ）×高さ10ｃｍ×奥行9ｃｍ<br><br>
<hr>
■箱入りラッピングには対応しておりません。<br>
（ギフトbagをラッピングの上、梱包用段ボールに入れております）<br>
■熨斗をご希望の場合は、短冊のしとなります。<br><br><hr>
<img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/img61967780.jpg"" width=""100%"">",オーガニックコットン・木のスプーンを詰め合わせた、気軽な出産祝い♪【わたぼうし オリジナルギフトBag】【男の子・女の子出産祝い】【楽ギフ_包装】【楽ギフ_メッセ入力】 【】：わたぼうし,マタニティ ブラオーガニックコットン 下着おむつケーキお食い初め 食器出産祝い授乳ブラ名入れ食器マタニティ ブラジャープリスティン綿　下着離乳食　食器木　スプーン犬印本舗アッコトトオーガニックガーデン子供　食器　陶器天衣無縫オーガニックコットン　ベビーオーガニックコットン・木のスプーンを詰め合わせた、気軽な出産祝い♪【わたぼうし オリジナルギフトBag】【男の子・女の子出産祝い】【楽ギフ_包装】【楽ギフ_メッセ入力】 【】,【送料無料】。オーガニックコットン・木のスプーンを詰め合わせた、気軽な出産祝い♪【わたぼうし オリジナルギフトBag】【男の子・女の子出産祝い】【楽ギフ_包装】【楽ギフ_メッセ入力】 【】[rn]
13-18603,http://tshop.r10s.jp/wata-boushi/cabinet/quarter/imgrc0066582591.jpg?fitin=700:700,2560.0000,,キッズ・ベビー・マタニティ > 出産祝い・内祝い・ギフト > ギフトセット > 出産祝い,出産祝い かごギフト3点セット 日本製 綿100% 男の子 女の子 新生児から使える！ / ベビー ギフトセット カゴセットS / かご入り オーガニックコットン ロロココ LOLO et COCO Organic / ナチュラル ビセラ  オーガニック コットン 綿 出産祝い 赤ちゃん ギフト プレゼント,,"<font color=""#006400"" size=""+2"">スタイ、汗取りパッド、授乳スタイの3点セット</font><hr>
■ベビーギフトセット カゴセットＳ<br>
 <img width=""100%"" src=""http://image.rakuten.co.jp/wata-boushi/cabinet/quarter/imgrc0066582592.jpg""><br>
 <img width=""100%"" src=""http://image.rakuten.co.jp/wata-boushi/cabinet/quarter/imgrc0066582593.jpg""><br>
<font color=""#003399"">
■スタイ<br>
落ち着いた色合いのメローカラーと水玉柄が、とってもおしゃれなスタイ。<br>
表面は二重ガーゼ、裏面はオーガニックパイルでやわらかな肌触り。<br>
モチーフは縫い付けてあります。 <br><br>
■汗取りパッド<br>
背中と洋服の間に挟んで、襟を外に出して使います<br> 
汗をかいた後サッと引き抜けば、お着換えいらずでサッパリ！<br>
オーガニック超長綿で、なめらなか肌触り。 さらに吸水性アップの加工を施しています。<br><br>
■授乳スタイ<br>
お洋服の首元に入れ込んで使うタイプのスタイ。 授乳時の吐き戻しも、サッと拭きとれます！<br>
首を絞める心配もなく、新生児から使えるアイテム。<br> 
赤ちゃんの肌にやさしい「無撚糸パイル」素材。<br><br> 
</font>
<hr>
 <img width=""100%"" src=""http://image.rakuten.co.jp/wata-boushi/cabinet/quarter/imgrc0066582594.jpg""><br><br>
<hr>

<table border=""0"" cellspacing=""1"" cellpadding=""2"" bgcolor=""#C0C0C0"" width=""100%"">
<tr><td>商品詳細</td></tr></table><br>
●セット内容<br>
＝スタイ＝<br>
素材：表/綿100％　裏・モチーフ/オーガニックコットン100％<br>
サイズ：約 縦14cm×横17.5cm<br>
原産国：日本製<br><br>

＝汗取りパッド＝<br>
素材：ドット/綿100％　生成り部分/オーガニック素材<br>
サイズ：約　縦25cm×横20cm<br>
原産国：日本製<br><br>


＝授乳スタイ＝<br>
素材：綿100％<br>
サイズ：約 縦18cm×横14.5cm<br>
原産国：日本製<br><br>
※ブルーのセットの授乳スタイはエッフェル塔、ピンクのセットの授乳スタイはスウィーツの柄となります。<br><br>

●カゴのサイズ：縦21cm×横29cm×深さ7.5cm<br><br>

●カラー：ピンク (ベージュピンク)　／　ブルー <br><br>
※採寸・色味について商品によって若干の誤差が生じる場合があります。<br>
撮影時の証明の関 係、お使いのパソコンのモニタ環境 の違いなどによっても、<br>色味が異なる場合がございますので、 予めご了承願います。



<hr>
<img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/quarter/imgrc0066627719.jpg"" width=""100%""><br><br>

<img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/img57578911.gif"" alt=""宅配便"" width=""100%"">
<br>
<hr>
--------<br>
※当店の箱入り有料ラッピングは対応できません。<br>
※メッセージカード対応。注文画面の備考欄にて文章ご入力下さい。<br><br>

<font color=""ff0000"">
■短冊のしをご希望の場合、<br>
スマートフォンからご注文のお客様は<br>
ご注文画面で「のし」の指定が出来ませんので、<br>
備考欄にご入力下さい。<br><br>
例：御出産御祝・・・(名前)<br>
御祝・・・・・・(名前)<br></font>
---------<br>
<br>

<!--▼関連商品ここから▼-->
<hr>
■関連商品はこちら■<br><br>
<table border=""0"" cellspacing=""1"" cellpadding=""2"" bgcolor=""#ffcccc"" width=""100%"">
 <tr>
 <td align=""center"">ビセラ製作所</td>
 </tr>
</table><br>
<table border=""0"" cellspacing=""1"" cellpadding=""2"" bgcolor=""#ffcccc"" width=""100%"">
 <tr>
 <td align=""center"">出産祝いギフトセット</td>
 </tr>
</table><br>
<!--▼ここまで▼--><hr>
<br><br>
 ●検索ワード：スタイ / よだれかけ / ベビー / 赤ちゃん / オーガニックコットン / 綿 / パイル / ガーゼ / ビセラ / BECERA / 出産祝い / プレゼント / ギフト / メール便可 / ナチュラル / かわいい / 贈り物 / おしゃれ / マスコット / ピンク / ブルー / わたぼうし<br><br> <img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/asu-raku.jpg"" alt=""あす楽"" width=""100%"">",出産祝い かごギフト3点セット 日本製 綿100% 男の子 女の子 新生児から使える！ / ベビー ギフトセット カゴセットS / かご入り オーガニックコットン ロロココ LOLO et COCO Organic / ナチュラル ビセラ  オーガニック コットン 綿 出産祝い 赤ちゃん ギフト プレゼント：わたぼうし,マタニティ ブラオーガニックコットン 下着おむつケーキお食い初め 食器出産祝い授乳ブラ名入れ食器マタニティ ブラジャープリスティン綿　下着離乳食　食器木　スプーン犬印本舗アッコトトオーガニックガーデン子供　食器　陶器天衣無縫オーガニックコットン　ベビー出産祝い かごギフト3点セット 日本製 綿100% 男の子 女の子 新生児から使える！ / ベビー ギフトセット カゴセットS / かご入り オーガニックコットン ロロココ LOLO et COCO Organic / ナチュラル ビセラ  オーガニック コットン 綿 出産祝い 赤ちゃん ギフト プレゼント,出産祝い かごギフト3点セット 日本製 綿100% 男の子 女の子 新生児から使える！ / ベビー ギフトセット カゴセットS / かご入り オーガニックコットン ロロココ LOLO et COCO Organic / ナチュラル ビセラ  オーガニック コットン 綿 出産祝い 赤ちゃん ギフト プレゼント[rn]
13-18604,http://tshop.r10s.jp/wata-boushi/cabinet/02361931/img64204564.jpg?fitin=700:700,2560.0000,,キッズ・ベビー・マタニティ > 出産祝い・内祝い・ギフト > ギフトセット > 出産祝い,ポプキンズベビーギフトBOX3点セット　オーガニックコットンの出産祝い　天然素材を詰め合わせたお手頃価格のベビーギフトセット♪【わたぼうし オリジナルギフトBOX】【出産祝】【楽ギフ_包装】【楽ギフ_のし宛書】【楽ギフ_メッセ入力】,【送料無料】【ポプキンズ】お手頃価格のギフトセット★,"＝　わたぼうしオリジナルギフトBOX　ポプキンズベビー3点セット　＝<br><br><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/02361931/img64204563.jpg"" width=""100%""><br
><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/02361931/img64204562.jpg"" width=""100%""><br>
<br>
≪セット内容≫<br>
<br>
※くまセットはブラウン、うさぎセットはナチュラル色になります。<br>
<br>
＝リストガラガラ(くまorうさぎ)＝<br>
●素材：表地・・オーガニックコットン100％、中綿・・ポリエステル100％
●サイズ(約)：モチーフ　縦5cm×横7cm×厚さ4cm、べルト　14～16cm<br>
●原産国：日本<br>
<br>
<br>
＝スキップミニタオル(くまorうさぎ)＝<br>
●素材：オーガニックコットン100％<br>
●サイズ(約)：22ｃｍ×22cm<br>
●原産国：日本<br>
<br>
<br>
＝透かし柄クルーソックス(ブラウンorナチュラル)＝<br>
●素材：オーガニックコットン87％、ナイロン17％、ポリウレタン3％<br>
●サイズ：XS（9～11cm）<br>
●原産国：日本<br>
<br>
<br>
＝ギフトBOX＝<br>
●無料でラッピングさせていただきます。<br>
●包装紙は項目選択肢からお選びいただけます。<br>
●のし、メッセージカードは無料です。注文画面の備考欄でご指示ください。<br>
<br><br><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/img61967780.jpg"" alt=""配送方法"" width=""100%"">",ポプキンズベビーギフトBOX3点セット　オーガニックコットンの出産祝い　天然素材を詰め合わせたお手頃価格のベビーギフトセット♪【わたぼうし オリジナルギフトBOX】【出産祝】【楽ギフ_包装】【楽ギフ_のし宛書】【楽ギフ_メッセ入力】：わたぼうし,マタニティ ブラオーガニックコットン 下着おむつケーキお食い初め 食器出産祝い授乳ブラ名入れ食器マタニティ ブラジャープリスティン綿　下着離乳食　食器木　スプーン犬印本舗アッコトトオーガニックガーデン子供　食器　陶器天衣無縫オーガニックコットン　ベビーポプキンズベビーギフトBOX3点セット　オーガニックコットンの出産祝い　天然素材を詰め合わせたお手頃価格のベビーギフトセット♪【わたぼうし オリジナルギフトBOX】【出産祝】【楽ギフ_包装】【楽ギフ_のし宛書】【楽ギフ_メッセ入力】,【送料無料】【ポプキンズ】お手頃価格のギフトセット★。ポプキンズベビーギフトBOX3点セット　オーガニックコットンの出産祝い　天然素材を詰め合わせたお手頃価格のベビーギフトセット♪【わたぼうし オリジナルギフトBOX】【出産祝】【楽ギフ_包装】【楽ギフ_のし宛書】【楽ギフ_メッセ入力】[rn]
13-18605,http://tshop.r10s.jp/wata-boushi/cabinet/02361931/img64271951.jpg?fitin=700:700,2560.0000,,キッズ・ベビー・マタニティ > 出産祝い・内祝い・ギフト > ギフトセット > 出産祝い,天衣無縫 スラブガーゼ シリーズ2点セット / スタイ＆タオルセット 人気商品 オーガニックコットン100％【出産祝】【男の子】【女の子】【楽ギフ_包装】【楽ギフ_メッセ入力】【楽ギフ_のし宛書】,【送料無料】オーガニックコットンブランド【天衣無縫】ギフト★,"＝わたぼうしオリジナルギフトBOX　天衣無縫スタイ＆タオルセット＝<br><br><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/02361931/img64271950.jpg"" width=""100%""><br><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/02361931/img64271949.jpg"" width=""100%""><br
><br>

≪セット内容≫<br>
※同色のスタイとタオルのセットです。<br>
<br>
＝スラブガーゼ　スタイ＝<br>
●素材：オーガニックコットン100％<br>
●サイズ：フリー<br>
●生産国：日本<br>
<br>
＝スラブガーゼボーダーフェイスタオル＝<br>
●素材：オーガニックコットン100％<br>
●サイズ(約)：34×85cm<br>
●生産国：日本<br>
<br>
＝ギフトBOX＝<br>
●無料でラッピングさせていただきます。<br>
●包装紙は項目選択肢からお選びいただけます。<br>
●のし、メッセージカードは無料です。注文画面の備考欄でご指示ください。<br><br><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/img61967780.jpg"" alt=""配送方法"" width=""100%"">",天衣無縫 スラブガーゼ シリーズ2点セット / スタイ＆タオルセット 人気商品 オーガニックコットン100％【出産祝】【男の子】【女の子】【楽ギフ_包装】【楽ギフ_メッセ入力】【楽ギフ_のし宛書】：わたぼうし,マタニティ ブラオーガニックコットン 下着おむつケーキお食い初め 食器出産祝い授乳ブラ名入れ食器マタニティ ブラジャープリスティン綿　下着離乳食　食器木　スプーン犬印本舗アッコトトオーガニックガーデン子供　食器　陶器天衣無縫オーガニックコットン　ベビー天衣無縫 スラブガーゼ シリーズ2点セット / スタイ＆タオルセット 人気商品 オーガニックコットン100％【出産祝】【男の子】【女の子】【楽ギフ_包装】【楽ギフ_メッセ入力】【楽ギフ_のし宛書】,【送料無料】オーガニックコットンブランド【天衣無縫】ギフト★。天衣無縫 スラブガーゼ シリーズ2点セット / スタイ＆タオルセット 人気商品 オーガニックコットン100％【出産祝】【男の子】【女の子】【楽ギフ_包装】【楽ギフ_メッセ入力】【楽ギフ_のし宛書】[rn]
13-18606,http://tshop.r10s.jp/wata-boushi/cabinet/quarter/imgrc0066591890.jpg?fitin=700:700,4240.0000,,キッズ・ベビー・マタニティ > 出産祝い・内祝い・ギフト > ギフトセット > 出産祝い,出産祝い かごギフト6点セット 日本製 綿100% 男の子 女の子 新生児から使える！ / ベビー ギフトセット カゴセットM / かご入り オーガニックコットン ロロココ LOLO et COCO Organic / ナチュラル ビセラ  オーガニック コットン 綿 出産祝い 赤ちゃん ギフト プレゼント,,"<font color=""#006400"" size=""+2"">スタイ、ガラガラ、汗取りパッド、授乳スタイ２枚、ソックスの6点セット</font><hr>
■ベビーギフトセット カゴセットＭ<br>
 <img width=""100%"" src=""http://image.rakuten.co.jp/wata-boushi/cabinet/quarter/imgrc0066591894.jpg""><br>
 <img width=""100%"" src=""http://image.rakuten.co.jp/wata-boushi/cabinet/quarter/imgrc0066591893.jpg""><br>
<font color=""#003399"">
■スタイ<br>
落ち着いた色合いのメローカラーと水玉柄が、とってもおしゃれなスタイ。<br>
表面は二重ガーゼ、裏面はオーガニックパイルでやわらかな肌触り。<br>
モチーフは縫い付けてあります。 <br><br>
■汗取りパッド<br>
背中と洋服の間に挟んで、襟を外に出して使います<br> 
汗をかいた後サッと引き抜けば、お着換えいらずでサッパリ！<br>
オーガニック超長綿で、なめらなか肌触り。 さらに吸水性アップの加工を施しています。<br><br>
■授乳スタイ（2枚入り）<br>
お洋服の首元に入れ込んで使うタイプのスタイ。 授乳時の吐き戻しも、サッと拭きとれます！<br>
首を絞める心配もなく、新生児から使えるアイテム。<br> 
赤ちゃんの肌にやさしい「無撚糸パイル」素材。<br><br> 
■マスコットガラガラ<br>
小さなクマ型のおもちゃ。

<br>オーガニックパイル使用。

<br>
ベレー帽やスカーフの模様は、刺繍で入れています。<br><br>
■ソックス<br>

双子のくま”ロロココ”の総柄がとってもかわいい！

<br>
オーガニック糸で編んでいます。

<br>サイズ：11～13cm。<br><br>
</font>
<hr>
 <img width=""100%"" src=""http://image.rakuten.co.jp/wata-boushi/cabinet/quarter/imgrc0066591892.jpg""><br><br>
<hr>

<table border=""0"" cellspacing=""1"" cellpadding=""2"" bgcolor=""#C0C0C0"" width=""100%"">
<tr><td>商品詳細</td></tr></table><br>
●セット内容<br>
＝スタイ＝<br>
素材：表/綿100％　裏・モチーフ/オーガニックコットン100％<br>
サイズ：約 縦14cm×横17.5cm<br>
原産国：日本製<br><br>

＝汗取りパッド＝<br>
素材：ドット/綿100％　生成り部分/オーガニック素材<br>
サイズ：約　縦25cm×横20cm<br>
原産国：日本製<br><br>


＝授乳スタイ＝（2枚入り）<br>
素材：綿100％<br>
サイズ：約 縦18cm×横14.5cm<br>
原産国：日本製<br><br>


＝ガラガラ＝<br>
素材：オーガニックコットン100% 中綿：ポリエステル100％、鈴入り<br>   
サイズ：約 縦10.5cm×横9.5cm<br>
原産国：日本製<br><br>

＝ソックス＝<br>
素材：オーガニック素材<br>
サイズ：11～13cm<br>
原産国：日本製<br><br><br>


●カゴのサイズ：縦35cm×横25cm×深さ7.5cm<br><br>

●カラー：ピンク (ベージュピンク)　／　ブルー <br><br>
※採寸・色味について商品によって若干の誤差が生じる場合があります。<br>
撮影時の証明の関 係、お使いのパソコンのモニタ環境 の違いなどによっても、<br>色味が異なる場合がございますので、 予めご了承願います。



<hr>
<img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/quarter/imgrc0066627654.jpg"" width=""100%""><br><br>

<img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/img57578911.gif"" alt=""宅配便"" width=""100%"">
<br>
<hr>
--------<br>
※当店の箱入り有料ラッピングは対応できません。<br>
※メッセージカード対応。注文画面の備考欄にて文章ご入力下さい。<br><br>

<font color=""ff0000"">
■短冊のしをご希望の場合、<br>
スマートフォンからご注文のお客様は<br>
ご注文画面で「のし」の指定が出来ませんので、<br>
備考欄にご入力下さい。<br><br>
例：御出産御祝・・・(名前)<br>
御祝・・・・・・(名前)<br></font>
---------<br>
<br>

<!--▼関連商品ここから▼-->
<hr>
■関連商品はこちら■<br><br>
<table border=""0"" cellspacing=""1"" cellpadding=""2"" bgcolor=""#ffcccc"" width=""100%"">
 <tr>
 <td align=""center"">ビセラ製作所</td>
 </tr>
</table><br>
<table border=""0"" cellspacing=""1"" cellpadding=""2"" bgcolor=""#ffcccc"" width=""100%"">
 <tr>
 <td align=""center"">出産祝いギフトセット</td>
 </tr>
</table><br>
<!--▼ここまで▼--><hr>
<br><br>
●検索ワード：スタイ / よだれかけ / ベビー / 赤ちゃん / オーガニックコットン / 綿 / パイル / ガーゼ / ビセラ / BECERA / 汗取りパッド / 汗取りパット / 靴下 / くつ下 / ソックス / ガラガラ / おもちゃ / 出産祝い セット 男の子 女の子 / プレゼント / ギフト / 新生児 / 1歳 / 0歳 / ナチュラル / かわいい / 贈り物 / おしゃれ / マスコット / ピンク / ブルー / かご入り / わたぼうし

　　<br><br> <img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/asu-raku.jpg"" alt=""あす楽"" width=""100%"">",出産祝い かごギフト6点セット 日本製 綿100% 男の子 女の子 新生児から使える！ / ベビー ギフトセット カゴセットM / かご入り オーガニックコットン ロロココ LOLO et COCO Organic / ナチュラル ビセラ  オーガニック コットン 綿 出産祝い 赤ちゃん ギフト プレゼント：わたぼうし,マタニティ ブラオーガニックコットン 下着おむつケーキお食い初め 食器出産祝い授乳ブラ名入れ食器マタニティ ブラジャープリスティン綿　下着離乳食　食器木　スプーン犬印本舗アッコトトオーガニックガーデン子供　食器　陶器天衣無縫オーガニックコットン　ベビー出産祝い かごギフト6点セット 日本製 綿100% 男の子 女の子 新生児から使える！ / ベビー ギフトセット カゴセットM / かご入り オーガニックコットン ロロココ LOLO et COCO Organic / ナチュラル ビセラ  オーガニック コットン 綿 出産祝い 赤ちゃん ギフト プレゼント,出産祝い かごギフト6点セット 日本製 綿100% 男の子 女の子 新生児から使える！ / ベビー ギフトセット カゴセットM / かご入り オーガニックコットン ロロココ LOLO et COCO Organic / ナチュラル ビセラ  オーガニック コットン 綿 出産祝い 赤ちゃん ギフト プレゼント[rn]
13-18607,http://tshop.r10s.jp/wata-boushi/cabinet/02361931/imgrc0065650263.jpg?fitin=700:700,4000.0000,,キッズ・ベビー・マタニティ > 出産祝い・内祝い・ギフト > ギフトセット > 内祝い,オーガニックコットン バスタオルとフェイスタオルのギフトセット / スラブガーゼ ボーダー / 天衣無縫【02P26Mar16】,【送料・箱代込】,"わたぼうしオリジナルギフトBOX<br>＝天衣無縫スラブガーゼバスタオルとフェイスタオルのセット＝<br><br><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/02361931/imgrc0065650265.jpg"" width=""100%""><br><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/02361931/imgrc0065650264.jpg"" width=""100%""><br
><br>

≪セット内容≫<br>
スラブガーゼバスタオル1枚・スラブガーゼフェイスタオル2枚
<br>※同色のタオルセットになります。<br>
<br>
＝スラブガーゼボーダーバスタオル＝<br>
●素材：オーガニックコットン100％<br>
●サイズ(約)：60×120ｃｍ <br>
●生産国：日本<br>
<br><br>
＝スラブガーゼボーダーフェイスタオル＝<br>
●素材：オーガニックコットン100％<br>
●サイズ(約)：34×85cm<br>
●生産国：日本<br>
<br>
＝ギフトBOX＝<br>
●無料でラッピングさせていただきます。<br>
●包装紙は項目選択肢からお選びいただけます。<br>
●のし、メッセージカードは無料です。注文画面の備考欄でご指示ください。<br><br><img src=""http://image.rakuten.co.jp/wata-boushi/cabinet/img61967780.jpg"" alt=""配送方法"" width=""100%""><br><br>
●検索キーワード：タオルセット / ギフトセット / 内祝い / 内祝 / 出産祝い / ベビーギフト / プレゼント / オーガニックコットン / タオル / スーピマ / フェイスタオル / お返し / わたぼうし",オーガニックコットン バスタオルとフェイスタオルのギフトセット / スラブガーゼ ボーダー / 天衣無縫【02P26Mar16】：わたぼうし,マタニティ ブラオーガニックコットン 下着おむつケーキお食い初め 食器出産祝い授乳ブラ名入れ食器マタニティ ブラジャープリスティン綿　下着離乳食　食器木　スプーン犬印本舗アッコトトオーガニックガーデン子供　食器　陶器天衣無縫オーガニックコットン　ベビーオーガニックコットン バスタオルとフェイスタオルのギフトセット / スラブガーゼ ボーダー / 天衣無縫【02P26Mar16】,【送料・箱代込】。オーガニックコットン バスタオルとフェイスタオルのギフトセット / スラブガーゼ ボーダー / 天衣無縫【02P26Mar16】[rn]
