13-49701,http://tshop.r10s.jp/gbt-dko/cabinet/hobby/26618_1.jpg?fitin=700:700,1022.4000,,花・ガーデン・DIY > エクステリア・ガーデンファニチャー > ライト・イルミネーション > ガーデンライト ・灯篭,LEDソーラーライト 屋外 充電式 ジュエリーライト 電球色 100球 LEDイルミネーション ガーデンライト ソーラー 光センサー内蔵で自動ON/OFF,★ソーラー式★ジュエリーライト,"<center>
<TABLE BORDER=0 cellspacing=3 CELLPADDING=3 width=300 height=""255"" bordercolor=""#C0C0C0"">
<TR>
<TH ALIGN=center VALIGN=middle BGCOLOR=#000000 height=""35""><font size=""4"" color=""#FFFFFF"">ソーラー充電式 ジュエリーライト
【ゴールド(電球色)100球】<br>
光センサー内蔵で自動ON/OFF 庭や玄関アプローチに！</font></th></tr>
 
<tr><td height=""1"" align=""center""> 
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/26618_1.jpg"" width=""300""> 
</td>
 
</tr> 

<tr><td height=""1"" align=""center""> 
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/description.gif"" width=""300""> 
</td>
 
</tr> 

</center> 
 
<tr><td height=""1"" align=""center""> 
<p align=""left"">針金ワイヤータイプのジュエリーライト。<br> 
<br> 
点灯点滅8パターンの切替機能付ですので、お好みの点灯パターンが選べます。<br> 
<br> 
クネクネ曲げられてデザイン性も高く自由に重い通りのレイアウトができます。<br> 
<br> 
ガーデニングライトとしてグリーンやお花の間接照明にアレンジしたり、インテリア、オブジェなどの造形物に沿わせてエントランス付近の間接照明としてもおしゃれに。<br>
<br>
電源配線が要らないので直射日光の当たるところへ設置していただくだけで簡単にご使用いただけます。<br>
<br>
ソーラーパネルからライトまでの配線は約2mありますので、思い通りのレイアウトが可能です。<br>
<br>
※ソーラー充電式となりますので野外でのご使用に適しております。<br>
<br>
完全防水処理は施されておりません。長くご利用いただくためにも、ソーラーパネル部分、配線接続箇所は防水処理されることをおすすめします。<br>
<br>
■点灯/充電時間■<br>
<br>
直射日光に7～8時間当てるとフル充電され⇒暗くなってから約6-10時間程点灯しています。<br>
（曇りの日などは十分な充電がされませんので、点灯時間は短くなります）<br>
<br>
本体に電源ボタンで手動ON、OFFもできます。<br>
<br>
庭、ベランダ、玄関、広場、街路樹などの装飾に適しています。<br>
<br>
樹木に巻いたり、柵やベランダに吊るしたりアイデア次第で色々なアレンジをお楽しみください。
</p></td> 

</tr>
 
<center>

<tr><td height=""1"" align=""center"">
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/specification.gif"" width=""300"">
</td> 

</tr>
 
</center>

<tr><td height=""1"" align=""center"">
<p align=""left"">
■LEDカラー：ゴールド(電球色)<br>
<br>
■LED（ジュエリー）数：100個<br> 
<br> 
■点灯モード： 点灯点滅8パターン<br>
<br>
■サイズ：ソーラー～LEDまで2m/LED1～100個目まで10m/各LEDの間隔約10cm/ソーラーパネル8×8×2.5cm<br>
<br>
■ソーラー取り付け支柱付(19.5cm、うち埋め込み部9.5cm)
</p></td> 

</tr>
 
<center>

<tr><td height=""1"" align=""center"">
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/26618_6.jpg"" width=""300""><br><br> 
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/26618_2.jpg"" width=""300""><br><br> 
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/26618_3.jpg"" width=""300""><br><br>
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/26618_4.jpg"" width=""300""><br><br> 
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/26618_5.jpg"" width=""300""> 
</td> 

</tr>
 
</center>

<center>

<tr><td height=""1"" align=""center"">
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/caution.gif"" width=""300"">
</td> 

</tr>
 
</center>

<tr><td height=""1"" align=""center"">
<p align=""left""><font color=""#800000"">※ソーラーパネルは防滴設計ですが、頻繁に濡れたままになる環境（樹木に付け毎日散水など）では故障のリスクが高まります。 降雨時以外はなるべく濡れない環境でのご使用をお勧めします。&nbsp;<br>
※新品ですが、稀に汚れや傷等がある場合がございますが、ご了承下さい。&nbsp;<br>
※外観及び仕様は予告なく変更になる場合もございます。&nbsp;<br>
※取付前に必ず動作確認を行なってください。試点灯はソーラー面を床などに伏せて行ってください。ソーラー面に少しでも明かりが入ると点灯しません。&nbsp;<br>
※弊社は取付に関してのサポートは行っておりませんので、取付に関して不明な点がある場は専門店へご相談下さい。&nbsp;<br>
※製品の初期不良に関して、商品到着より半年程度であれば交換などの対応をさせていただきますが、その他工賃等の製品以外に発生したいかなる費用も一切保証いたしません。ご理解頂けない方はご遠慮下さい。 ※製品を長くご使用いただく為にも、追加防水処理をして頂く事をおススメします。&nbsp;<br>
※新品ですが、輸入品のため稀に汚れや傷等がある場合がございますが、ご了承下さい。<br>
※外観及び仕様は予告なく変更になる場合もございます。&nbsp;<br>
※取付前に必ず動作確認を行なってください。動作確認を行わずに取付された場合保証対象外となる可能性があります。&nbsp;<br>
※弊社は取付に関してのサポートは行っておりません。<br>
※取付は自己責任にて行ってください。<br>
※製品の初期不良に関して、商品到着より1週間程度であれば交換などの対応をさせていただきますが、その他工賃等の製品以外に発生したいかなる費用も一切保証出来ません。ご理解とご了承の上何卒宜しくお願いいたします。</font> 
</p></td>
 
</tr> 

</TABLE>",LEDソーラーライト 屋外 充電式 ジュエリーライト 電球色 100球 LEDイルミネーション ガーデンライト ソーラー 光センサー内蔵で自動ON/OFF：ダイコン卸　直販部,イルミネーション クリスマス ソーラークリスマスツリー おしゃれLED ウインカー テールランプ ルームランプＨＩＤキットHIDキット H1 H3 H4 H7 H8 H11 HB3 HB4フォグランプHIDキセノンハイフラ防止抵抗器T10 T16 T20 S25カー用品 カーパーツ地デジアンテナGPSアンテナオンダッシュモニタープリウスアクアハイエースヴェルファイアステップワゴンN boxウイポジLEDソーラーライト 屋外 充電式 ジュエリーライト 電球色 100球 LEDイルミネーション ガーデンライト ソーラー 光センサー内蔵で自動ON/OFF,★ソーラー式★ジュエリーライト。LEDソーラーライト 屋外 充電式 ジュエリーライト 電球色 100球 LEDイルミネーション ガーデンライト ソーラー 光センサー内蔵で自動ON/OFF[rn]
13-49702,http://tshop.r10s.jp/gbt-dko/cabinet/hobby/24361_1.jpg?fitin=700:700,5170.4000,,花・ガーデン・DIY > エクステリア・ガーデンファニチャー > ライト・イルミネーション > ガーデンライト ・灯篭,お得な3個組 LED クリスマス イルミネーション ソーラー充電式 LEDイルミネーション 多彩な8パターン搭載ホワイト・計200球×3個 超ロング 16m 光センサー内蔵で自動ON/OFF|飾り ツリー,送料無料 ソーラーLEDイルミネーション！,"<center><table border=""3"" width=""300"" bordercolor=""#CC0000"" bgcolor=""#FFFF99"" height=""51""><tr>
<th width=""100%"" height=""45""><font size=""4""><font color=""#CC0000"">★★</font><font color=""#006600"">クリスマス商品</font><font color=""#CC0000"">★★</font><font color=""#006600""><br>全て見るにはこちら</font><font color=""#CC0000"">⇒</font></font></th> 
</tr></table></center><br><center>
<TABLE BORDER=0 cellspacing=3 CELLPADDING=3 width=300 height=""140"" bordercolor=""#C0C0C0"">
  
<tr><th height=""55"" bgcolor=""#000000"">
    <b><font color=""#FFFF00"">【お得3個セット】</font><font color=""#FFFFFF""><br>ソーラー充電式LEDイルミネーション【ホワイト】×3個<br>
    光センサー内蔵で自動ON/OFF切替 LED200球でクリスマスイルミネーションに最適</font></b>                                    
  </th>     
    
</tr>    
     
<tr><td height=""198"" align=""center"">    
    <img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/24361_1.jpg"" width=""300"" height=""225"">                        
  </td>     
    
</tr>    
     
</center>    
      
<tr><td height=""1"" align=""center"">    
    ソーラーパネルで発電。更に内臓電池に充電できるので省エネ。<br>    
    今の時代に最適なエコ商品！！<br>    
    <br>    
    カラーはホワイト。<br>    
    <br>    
    ソーラーパネル部分に光センサーが内蔵されているので<br>    
    辺りが暗くなると自動でON。明るくなるとOFFする『かしこい』アイテム<br>    
    <br>    
    電源配線が要らないのでLEDを飾り付け、ソーラーパネルをお日様が良く当たるところへ設置していただくだけで簡単にご使用いただけます。    
    <br>    
    <br>    
    ■点灯切替可能■<br>    
    MODEスイッチで常時点灯や、じわっとホタル、派手にフラッシュなど多彩！全８パターン<br>    
    <br>    
    ■光センサー内臓■<br>    
    暗くなるとセンサーが働き、充電した電気で点灯させます。<br>    
    明るくなると、センサーが働き自動的に消灯します。<br>    
    <br>    
    お庭の植え込みに、ラティスやベランダに！<br>    
    クリスマスイルミネーションにピッタリです！<br><br>【8種の点灯パターン】<br>    
    <br>    
    1.常時点灯<br>    
    2.ランダム(半分ずつまたたく(RGBは黄&amp;緑/赤&amp;青)から始まります)<br>    
    3.半分ずつまたたく(RGBは黄&amp;緑/赤&amp;青)<br>    
    4.交互点滅(半分点灯→消灯→もう半分点灯→消灯→・・・だんだん速くなる)<br>    
    5.交互点灯(半分点灯→もう半分点灯→・・・かなりゆっくりから始まりだんだん速くなる)<br>    
    6.交互に激しく点滅(強弱をつけながら交互に点灯)<br>    
    7.ジワっと点滅(全部点灯→全部消灯→・・・かなりゆっくりから始まりだんだん速くなる)<br>    
    8.交互点滅(半分点灯→もう半分点灯→・・・速度一定)&nbsp;    
  </td>     
    
</tr>    
     
<tr><td height=""1"" align=""center"">    
    <img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/24361_2.jpg"" width=""300"" height=""225""><br><br>    
    <img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/24361_3.jpg"" width=""300"" height=""300""><br>    
  </td>     
    
</tr>    
     
<tr><td height=""1"" align=""center"">    
    ソーラーパネル本体材質：ABS樹脂（パネル部分は含みません）<br>    
    <br>    
    支柱：約24cm<br>    
    コードの長さ：約16ｍ<br>    
    LED間隔：8cm<br>    
    フル充電点灯目安：夏季8時間・冬季6時間<br>    
    <br>    
    本体背面に、スイッチが2個付いています。<br>    
    <br>    
    ・ON/OFFスイッチ<br>    
    ・MODEスイッチ（パターン選択）<br>    
    <br>    
    ※LEDの照度はソーラーバッテリーから遠くなる程、低下しますがこれは製品上の特性となります。<br>    
    ※ソーラーパネルの泥汚れ、水垢などは発電を低下させるので、こまめにキズが付かないよう拭きとって下さい。              
    ※製品を長くご使用いただく為にも、追加防水処理をして頂く事をおススメします。                        
  </td>     
    
</tr>    
     
<tr><td height=""1"" align=""center"">    
    <font color=""#800000"">※新品ですが、稀に汚れや傷等がある場合がございますが、ご了承下さい。<br>    
    ※製品の初期不良に関して、商品到着より1週間程度であれば交換などの対応をさせていただきますが、その他工賃等の製品以外に発生したいかなる費用も一切保証いたしません。ご理解頂けない方はご遠慮下さい。</font>                        
  </td>     
    
</tr>    
     
</TABLE>",お得な3個組 LED クリスマス イルミネーション ソーラー充電式 LEDイルミネーション 多彩な8パターン搭載ホワイト・計200球&times;3個 超ロング 16m 光センサー内蔵で自動ON/OFF|飾り ツリー：ダイコン卸　直販部,イルミネーション クリスマス ソーラークリスマスツリー おしゃれLED ウインカー テールランプ ルームランプＨＩＤキットHIDキット H1 H3 H4 H7 H8 H11 HB3 HB4フォグランプHIDキセノンハイフラ防止抵抗器T10 T16 T20 S25カー用品 カーパーツ地デジアンテナGPSアンテナオンダッシュモニタープリウスアクアハイエースヴェルファイアステップワゴンN boxウイポジお得な3個組 LED クリスマス イルミネーション ソーラー充電式 LEDイルミネーション 多彩な8パターン搭載ホワイト・計200球&times;3個 超ロング 16m 光センサー内蔵で自動ON/OFF|飾り ツリー,送料無料 ソーラーLEDイルミネーション！。お得な3個組 LED クリスマス イルミネーション ソーラー充電式 LEDイルミネーション 多彩な8パターン搭載ホワイト・計200球&times;3個 超ロング 16m 光センサー内蔵で自動ON/OFF|飾り ツリー[rn]
13-49703,http://tshop.r10s.jp/gbt-dko/cabinet/hobby/x26424_1.jpg?fitin=700:700,1170.4000,,花・ガーデン・DIY > エクステリア・ガーデンファニチャー > ライト・イルミネーション > ガーデンライト ・灯篭,LEDソーラーライト 屋外 充電式 金銀ボールライト ガーデンライトLED 温暖色20灯 LEDイルミネーション ガーデンライト ソーラー 光センサー内蔵で自動ON/OFF【ゴールド/シルバー】送料込,★ソーラー式★金属ボールから放たれる温暖色のイルミネーション,"<center>
<TABLE BORDER=0 cellspacing=3 CELLPADDING=3 width=300 height=""667"" bordercolor=""#C0C0C0"">
<TR>
<TH ALIGN=center VALIGN=middle BGCOLOR=#000000 height=""35""><font size=""4"" color=""#FFFFFF"">ソーラー充電式 ボールライト 【温暖色20灯】<br>  
光センサー内蔵で自動ON/OFF 庭や玄関アプローチに！</font></th></tr>  
 
<tr><td height=""391"" align=""center""> 
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/x26424_1.jpg"" width=""300""><br><br>  
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/x26424_2.jpg"" width=""300""><br><br>  
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/x26424_3.jpg"" width=""300""><br><br>  
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/x26424_4.jpg"" width=""300""><br><br>  
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/x26424_6.jpg"" width=""300"">  
</td>  
 
</tr> 
  
</center> 
 
<tr><td height=""1"" align=""center""> 
<p align=""left"">金属ボールのモチーフから放たれる美しい光でお庭や玄関先を演出できます。<br> 
<br> 
金銀のボールは点灯しない昼間でも、飾りとして楽しめます。<br> 
<br> 
発光パターンは定常と点滅の２つ。<br> 
<br> 
電源配線が要らないので直射日光の当たるところへ設置していただくだけで簡単にご使用いただけます。<br> 
ソーラーパネルからライトまでの配線は約4.7mありますので、思い通りのレイアウトが可能です。<br> 
<br> 
■光センサー内臓■<br> 
暗くなるとセンサーが働き、充電した電気で点灯させます。<br> 
明るくなると、センサーが働き自動的に消灯します。<br> 
<br> 
■点灯/充電時間■<br> 
直射日光に7～8時間当てるとフル充電され⇒暗くなってから約6-10時間程点灯しています。<br>  
（曇りの日などは十分な充電がされませんので、点灯時間は短くなります）<br>  
<br>  
本体に電源ボタンで手動ON、OFFもできます。<br>  
<br>  
金銀どちらのセットも中のLEDは温暖色で庭、ベランダ、玄関、広場、街路樹などの装飾に適しています。<br>  
<br>  
樹木に巻いたり、柵やベランダに吊るしたりアイデア次第で色々なアレンジをお楽しみください。<br>  
</p></td> 
  
</tr>  
 
<center>  
  
</center>  
  
<tr><td height=""1"" align=""center"">  
<p align=""left"">  
■LEDカラー：温暖色<br>（金と銀で発光色が違って見えますが、ボールに反射した加減で濃淡が出ている為です。）<br>  
<br>  
■LED（ボール）数：20個<br> 
<br> 
■点灯モード： 定常と点滅<br>  
<br>  
■サイズ：ソーラー～ボールまで4.7m/ボール1～20個目まで2.8m/各ボールの間隔約14cm/ボール径約4cm/ソーラーパネル8×8×2.5cm<br>  
<br>  
■ソーラー取り付け支柱付(19.5cm、うち埋め込み部9.5cm)   
</p></td> 
  
</tr>  
 
<center>  
  
<tr><td height=""1"" align=""center"">  
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/x26424_7.jpg"" width=""300""><br><br> 
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/x26424_5.jpg"" width=""300""><br><br> 
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/x26424_8.jpg"" width=""300"">  
</td> 
  
</tr>  
 
</center>  
  
<center>  
  
<tr><td height=""1"" align=""center"">  
<img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/caution.gif"" width=""300"">  
</td> 
  
</tr>  
 
</center>  
  
<tr><td height=""1"" align=""center"">  
<p align=""left""><font color=""#800000"">  
※金属製のボールは錆び難い素材を採用しておりますが、頻繁に濡れたままになる環境（樹木に付け、毎日散水など）では錆び易くなります。 
降雨時以外はなるべく濡れない環境でのご使用をお勧めします。<br>  
※新品ですが、稀に汚れや傷等がある場合がございますが、ご了承下さい。<br> 
※外観及び仕様は予告なく変更になる場合もございます。<br> 
※取付前に必ず動作確認を行なってください。試点灯はソーラー面を床などに伏せて行ってください。ソーラー面に少しでも明かりが入ると点灯しません。<br> 
※弊社は取付に関してのサポートは行っておりませんので、取付に関して不明な点がある場は専門店へご相談下さい。<br> 
※製品の初期不良に関して、商品到着より半年程度であれば交換などの対応をさせていただきますが、その他工賃等の製品以外に発生したいかなる費用も一切保証いたしません。ご理解頂けない方はご遠慮下さい。  
</font>  
</p></td> 
  
</tr>  
 
</TABLE>",LEDソーラーライト 屋外 充電式 金銀ボールライト ガーデンライトLED 温暖色20灯 LEDイルミネーション ガーデンライト ソーラー 光センサー内蔵で自動ON/OFF【ゴールド/シルバー】送料込：ダイコン卸　直販部,イルミネーション クリスマス ソーラークリスマスツリー おしゃれLED ウインカー テールランプ ルームランプＨＩＤキットHIDキット H1 H3 H4 H7 H8 H11 HB3 HB4フォグランプHIDキセノンハイフラ防止抵抗器T10 T16 T20 S25カー用品 カーパーツ地デジアンテナGPSアンテナオンダッシュモニタープリウスアクアハイエースヴェルファイアステップワゴンN boxウイポジLEDソーラーライト 屋外 充電式 金銀ボールライト ガーデンライトLED 温暖色20灯 LEDイルミネーション ガーデンライト ソーラー 光センサー内蔵で自動ON/OFF【ゴールド/シルバー】送料込,★ソーラー式★金属ボールから放たれる温暖色のイルミネーション。LEDソーラーライト 屋外 充電式 金銀ボールライト ガーデンライトLED 温暖色20灯 LEDイルミネーション ガーデンライト ソーラー 光センサー内蔵で自動ON/OFF【ゴールド/シルバー】送料込[rn]
13-49704,http://tshop.r10s.jp/gbt-dko/cabinet/hobby/26092_1.jpg?fitin=700:700,578.4000,,花・ガーデン・DIY > エクステリア・ガーデンファニチャー > ライト・イルミネーション > ガーデンライト ・灯篭,LEDソーラーライト 屋外 充電式 スポットライト 専用 延長配線1本売り 2m90cm 複数延長可能でお好みの長さに！,ソーラースポットライト専用の延長配線！,"<center><table border=""3"" width=""300"" bordercolor=""#CC0000"" bgcolor=""#FFFF99"" height=""51""><tr>
<th width=""100%"" height=""45""><font size=""4""><font color=""#CC0000"">★★</font><font color=""#006600"">クリスマス商品</font><font color=""#CC0000"">★★</font><font color=""#006600""><br>全て見るにはこちら</font><font color=""#CC0000"">⇒</font></font></th> 
</tr></table></center><br><center>
<TABLE BORDER=0 cellspacing=3 CELLPADDING=3 width=300 height=""1"" bordercolor=""#C0C0C0"">
 
<tr><th height=""55"" bgcolor=""#000000"">
    <font color=""#FFFFFF"">ソーラー充電式スポットライト専用
    <b><br></b>                                                    
    専用延長配線 1本売り 約2m90cm</font>                                                       
  </th>        
       
</tr>       
        
<tr><td height=""59"" align=""center"">       
    <img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/26092_1.jpg"" width=""300"" height=""225"">                           
  </td>        
       
</tr>       
        
<tr><td height=""1"" align=""center"">       
    （<font color=""#6600FF"">温暖色⇒</font><img border=""0"" src=""http://thumbnail.image.rakuten.co.jp/@0_mall/gbt-dko/cabinet/hobby/24973_1.jpg?_ex=100x100"">）<br>（<font color=""#6600FF"">ホワイト⇒</font>）<br>      
    <br>      
    ■ソーラー充電式スポットライト専用■<br>      
    当店で販売のソーラースポットライトの専用延長配線です。<br>      
    通常は配線長3m20cmですが、こちらの延長配線をつなぐと6m以上に延長が可能です。<br>      
    <br>      
    ■複数延長可能■<br>      
    本製品は1本売りですが、複数の延長配線をつないでお好みの長さにできます。<br>      
    （２、３本ではほとんど照度は変わりませんがそれ以上は照度が落ちます。）<br>      
    <br>      
    ソーラー設置場所から離れた場所にライトを置きたい場合にとても便利です。<br>      
  </td>       
      
</tr>      
       
<tr><td height=""1"" align=""center"">      
    <img src=""http://image.rakuten.co.jp/gbt-dko/cabinet/hobby/26092_2.jpg"" width=""300"" height=""300""><br>                       
  </td>       
      
</tr>      
       
<tr>      
  <td height=""1"" align=""center"">      
  </td>       
      
</tr>      
       
<tr><td height=""1"" align=""center"">      
    <font color=""#FF0000"">各ジョイント部は防滴設計で完全防水ではありません。水中に沈めたり、土に埋めたりすることはおすすめ致しません。（本製品が常に濡れている状態の設置方法は故障の原因となりますので、降雨時以外は風通しの良い環境への設置を推奨します）</font><br><br>     
    ■コードの長さ：各々約2.9ｍ     
    <br>     
    <br>     
    当店で販売のソーラースポットライト専用です。<br>  
    ※他製品での動作保障は致しかねます。                         
  </td>      
     
</tr>     
      
<tr>     
  <td height=""1"" align=""center"">     
  </td>      
     
</tr>     
      
<tr><td height=""1"" align=""center"">     
    <font color=""#800000"">※新品ですが、稀に汚れや傷等がある場合がございますが、ご了承下さい。<br>     
    ※外観及び仕様は予告なく変更になる場合もございます。&nbsp;<br>     
    ※取付前に必ず動作確認を行なってください。動作確認を行わずに取付された場合保証対象外となる可能性があります。<br>     
    ※弊社は取付に関してのサポートは行っておりませんので、取付に関して不明な点がある場は専門店へご相談下さい。<br>     
    ※取付は自己責任にて行ってください。<br>     
    ※製品の初期不良に関して、商品到着より1週間程度であれば交換などの対応をさせていただきますが、その他工賃等の製品以外に発生したいかなる費用も一切保証いたしません。ご理解頂けない方はご遠慮下さい。</font>                         
  </td>      
     
</tr>     
</TABLE></center>",LEDソーラーライト 屋外 充電式 スポットライト 専用 延長配線1本売り 2m90cm 複数延長可能でお好みの長さに！：ダイコン卸　直販部,イルミネーション クリスマス ソーラークリスマスツリー おしゃれLED ウインカー テールランプ ルームランプＨＩＤキットHIDキット H1 H3 H4 H7 H8 H11 HB3 HB4フォグランプHIDキセノンハイフラ防止抵抗器T10 T16 T20 S25カー用品 カーパーツ地デジアンテナGPSアンテナオンダッシュモニタープリウスアクアハイエースヴェルファイアステップワゴンN boxウイポジLEDソーラーライト 屋外 充電式 スポットライト 専用 延長配線1本売り 2m90cm 複数延長可能でお好みの長さに！,ソーラースポットライト専用の延長配線！。LEDソーラーライト 屋外 充電式 スポットライト 専用 延長配線1本売り 2m90cm 複数延長可能でお好みの長さに！[rn]
