11-1401,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_051/4906186510288_ll.jpg?fitin=700:700,298.4000,,パソコン・周辺機器 > PCサプライ・消耗品 > コピー用紙・印刷用紙 > その他,エーワン マルチカード 各種プリンタ兼用紙 カラータイプ ピーチ A4判 10面 名刺サイズ 10シート入り 51028 [51028],,□商品説明<br>●いろいろなプリンタで印刷できるタイプの名刺用紙です。<br>●ミシン目部分を山折り谷折りするだけで名刺サイズに切り離せるマイクロミシンカットタイプです。<br>●名刺だけでなく、色分けの必要なカード作成にも使える淡いカラーの用紙です。<br>□商品仕様<br>●対応プリンタ:インクジェットプリンタ(染料系インク・顔料系インクに対応)、レーザープリンタ(カラーレーザー・モノクロレーザーに対応)、コピー機(カラーコピー機に対応)、熱転写(カラーレーザー・モノクロレーザーに対応)、ドット(ドットインパクトプリンタに対応)、手書き(手書きでお使いいただける商品です)<br>●シートサイズ:A4判(210×297mm)<br>●一片サイズ:91mm×55mm<br>●面付:10面 2列×5段<br>●厚み:155g/m2(0.18mm)<br>●材質:上質紙<br>●入数:10シート(100枚),エーワン マルチカード 各種プリンタ兼用紙 カラータイプ ピーチ A4判 10面 名刺サイズ 10シート入り 51028 [51028]：エディオン　楽天市場店,エーワン マルチカード 各種プリンタ兼用紙 カラータイプ ピーチ A4判 10面 名刺サイズ 10シート入り 51028 [51028],エーワン マルチカード 各種プリンタ兼用紙 カラータイプ ピーチ A4判 10面 名刺サイズ 10シート入り 51028 [51028][rn]
11-1402,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_051/4906186291217_ll.jpg?fitin=700:700,294.4000,,パソコン・周辺機器 > PCサプライ・消耗品 > コピー用紙・印刷用紙 > その他,エーワン A4判変型 CD/DVDラベルシール(インクジェット) 2面 10シート(20枚)入り A-ONE.29121 [29121],　,□商品説明<br>●超強力粘着剤ではがれず安心。CDやDVDの表示・分類に便利です。<br>●ミシン目で切り離して1枚でも印刷できます。<br>●再生可能なはくり紙を使用。<br>●強粘着タイプ マット紙・ホワイト。<br>□商品仕様<br>●シートサイズ:148×296mm<br>●一片サイズ:外径118mmφ 内径41mmφ<br>●面付:2面 1列×2段<br>●厚み:125g/m2(0.15mm)<br>●ラベル・カード厚み:0.09mm<br>●材質:塗工紙<br>●用紙特性:マット<br>●入数:10シート(20枚),エーワン A4判変型 CD/DVDラベルシール(インクジェット) 2面 10シート(20枚)入り A-ONE.29121 [29121]：エディオン　楽天市場店,エーワン A4判変型 CD/DVDラベルシール(インクジェット) 2面 10シート(20枚)入り A-ONE.29121 [29121],　。エーワン A4判変型 CD/DVDラベルシール(インクジェット) 2面 10シート(20枚)入り A-ONE.29121 [29121][rn]
11-1403,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_049/4906186284271_ll.jpg?fitin=700:700,8608.8000,,パソコン・周辺機器 > PCサプライ・消耗品 > コピー用紙・印刷用紙 > その他,【送料無料】エーワン ラベルシール(100シート入り) A-ONE.28427 [28427],,□商品説明<br>●レーザープリンタでの印字適性に優れたラベルです。<br>●下地が生かせる透明フィルムタイプ。<br>●特殊加工でトナー定着抜群。カラーレーザープリンタでも使用できます。<br>□商品仕様<br>●入数:100シート<br>●シートサイズ:A4判(21×29.7cm)<br>●一片サイズ:21×29.7cm<br>●面付:1面 1列×1段<br>●厚み:0.15mm<br>●ラベル・カード厚み:0.07mm<br>●材質:ポリエステルフィルム,【送料無料】エーワン ラベルシール(100シート入り) A-ONE.28427 [28427]：エディオン　楽天市場店,【送料無料】エーワン ラベルシール(100シート入り) A-ONE.28427 [28427],【送料無料】エーワン ラベルシール(100シート入り) A-ONE.28427 [28427][rn]
11-1404,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_061/4953103424876_ll.jpg?fitin=700:700,360.0000,,パソコン・周辺機器 > PCサプライ・消耗品 > コピー用紙・印刷用紙 > その他,エレコム 手作りうちわキット/丸型/白/2枚入 EJP-UWCWH [EJPUWCWH],,□商品説明<br>●ご家庭のインクジェットプリンタでオリジナルの丸型うちわが簡単に作れる手作りうちわキットです。<br>●うちわに貼り付けるラベルは、光沢度が高く、画像がより鮮やかに印刷できる光沢ラベルです。<br>●表裏の両方にラベルを貼り付け可能です。<br>□商品仕様<br>●[シートサイズ]A4<br>●[入数]2枚,エレコム 手作りうちわキット/丸型/白/2枚入 EJP-UWCWH [EJPUWCWH]：エディオン　楽天市場店,エレコム 手作りうちわキット/丸型/白/2枚入 EJP-UWCWH [EJPUWCWH],エレコム 手作りうちわキット/丸型/白/2枚入 EJP-UWCWH [EJPUWCWH][rn]
11-1405,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_123/4906186296366_ll.jpg?fitin=700:700,147.2000,,パソコン・周辺機器 > PCサプライ・消耗品 > コピー用紙・印刷用紙 > その他,エーワン 写真シール手帳用 Heart(5シート・30片) ホワイト 29636 [29636],,□商品説明<br>●撮った写真をおうちでシールにプリント。<br>●ハート型のシールが作れます。<br>●印刷ソフト「ラベル屋さん」を使って簡単にレイアウトができます。<br>□商品仕様<br>●入数:5シート(30片)<br>●対応プリンタ:インクジェット(染料+顔料) ※顔料インクでは、表面素材の特性上、インクが乾きにくいので、印刷面にはできるだけ触れないようにしてください。<br>●材質:光沢コート紙<br>●用紙特性:光沢<br>●白色度:84%<br>●面付:6面 2列×3段<br>●厚み:165g/m2(0.18mm)<br>●ラベル・カード厚み:0.12mm<br>●一片サイズ:375×2.8cm<br>●シートサイズ:8.9×12.7cm<br>●外形寸法:W9.7×H0.3×D16.0cm,エーワン 写真シール手帳用 Heart(5シート・30片) ホワイト 29636 [29636]：エディオン　楽天市場店,エーワン 写真シール手帳用 Heart(5シート・30片) ホワイト 29636 [29636],エーワン 写真シール手帳用 Heart(5シート・30片) ホワイト 29636 [29636][rn]
11-1406,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_102/4988617158160_ll.jpg?fitin=700:700,1740.8000,,パソコン・周辺機器 > PCサプライ・消耗品 > コピー用紙・印刷用紙 > その他,エプソン A4 写真用紙ライト 薄手光沢 100枚入り KA4100SLU [KA4100SLU]【NYOA】,,□商品説明<br>●薄手なのでアルバム保存やスクラップブッキング、メニューやポスターにもおすすめの写真用紙です。<br>□商品仕様<br>●用紙タイプ:薄手光沢紙<br>●サイズ:A4<br>●坪量:200g/m2<br>●紙厚:0.20mm<br>●白色度:92%<br>●対応機種:詳細はメーカーHPにてご確認ください。<br>●入数:100枚,エプソン A4 写真用紙ライト 薄手光沢 100枚入り KA4100SLU [KA4100SLU]【NYOA】：エディオン　楽天市場店,エプソン A4 写真用紙ライト 薄手光沢 100枚入り KA4100SLU [KA4100SLU]【NYOA】,エプソン A4 写真用紙ライト 薄手光沢 100枚入り KA4100SLU [KA4100SLU]【NYOA】[rn]
11-1407,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_069/4957250611295_ll.jpg?fitin=700:700,808.8000,,パソコン・周辺機器 > PCサプライ・消耗品 > コピー用紙・印刷用紙 > その他,PICTORICO 2L モノクロ写真用インクジェットペーパー 20枚入り 月光パール・ラベル GKN-2L/20 [GKN2L20],,□商品説明<br>●テストプリントに便利な2Lもラインナップ。<br>●シルバーに輝く斬新な階調表現。<br>●角度によって変化するパールの反射が新しいモノクロを生み出します。<br>□商品仕様<br>●サイズ:2L(127mm×178mm)<br>●材質:印画紙<br>●表面:光沢パール<br>●坪量:255g/m2<br>●厚さ:260μm<br>●入数:20枚,PICTORICO 2L モノクロ写真用インクジェットペーパー 20枚入り 月光パール・ラベル GKN-2L/20 [GKN2L20]：エディオン　楽天市場店,PICTORICO 2L モノクロ写真用インクジェットペーパー 20枚入り 月光パール・ラベル GKN-2L/20 [GKN2L20],PICTORICO 2L モノクロ写真用インクジェットペーパー 20枚入り 月光パール・ラベル GKN-2L/20 [GKN2L20][rn]
11-1408,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_015/4546113017031_ll.jpg?fitin=700:700,920.8000,,パソコン・周辺機器 > PCサプライ・消耗品 > コピー用紙・印刷用紙 > その他,PICTORICO A4 セミグロスペーパー 20枚入り ピクトリコプロ PPS200A420 [PPS200A420]【NYOA】,高級グレードの半光沢写真用紙。,□商品説明<br>●新しい技術による「新ピクトリコ・クリスタル層」で、きめ細かい画質再現。<br>●厚みのある高白色度の印画紙をベールに採用。<br>●高画質に求められる色濃度・色域に加え、速乾性・耐水性を実現。<br>●光沢を抑えることにより、鮮やかな色彩をお楽しみいただけます。<br>●「ラスター(微粒面)」の半光沢。展示の際のライティングを気にせず展示できます。<br>□商品仕様<br>●サイズ:A4(210mm×297mm)<br>●材質:印画紙<br>●表面:半光沢<br>●坪量:285g/m2<br>●厚さ:295μm<br>●入数:20枚,PICTORICO A4 セミグロスペーパー 20枚入り ピクトリコプロ PPS200A420 [PPS200A420]【NYOA】：エディオン　楽天市場店,PICTORICO A4 セミグロスペーパー 20枚入り ピクトリコプロ PPS200A420 [PPS200A420]【NYOA】,高級グレードの半光沢写真用紙。。PICTORICO A4 セミグロスペーパー 20枚入り ピクトリコプロ PPS200A420 [PPS200A420]【NYOA】[rn]
11-1409,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_102/4988617158139_ll.jpg?fitin=700:700,952.0000,,パソコン・周辺機器 > PCサプライ・消耗品 > コピー用紙・印刷用紙 > その他,エプソン A3 写真用紙ライト 薄手光沢 20枚入り KA320SLU [KA320SLU],,□商品説明<br>●薄手なのでアルバム保存やスクラップブッキング、メニューやポスターにもおすすめの写真用紙です。<br>□商品仕様<br>●用紙タイプ:薄手光沢紙<br>●サイズ:A3<br>●坪量:200g/m2<br>●紙厚:0.20mm<br>●白色度:92%<br>●対応機種:EP-4004、EP-976A3、PM-G4500、PX-1001、PX-1004、PX-1200、PX-1600F、PX-1700F、PX-5500、PX-5600、PX-5V、PX-7V、PX-G5000、PX-G5100、PX-G5300<br>●入数:20枚,エプソン A3 写真用紙ライト 薄手光沢 20枚入り KA320SLU [KA320SLU]：エディオン　楽天市場店,エプソン A3 写真用紙ライト 薄手光沢 20枚入り KA320SLU [KA320SLU],エプソン A3 写真用紙ライト 薄手光沢 20枚入り KA320SLU [KA320SLU][rn]
11-1410,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_069/4957250611189_ll.jpg?fitin=700:700,1624.8000,,パソコン・周辺機器 > PCサプライ・消耗品 > コピー用紙・印刷用紙 > その他,PICTORICO A4 モノクロ写真用インクジェットペーパー 20枚入り 月光ブルー・ラベル GKB-A4/20 [GKBA420]【NYOA】,,□商品説明<br>●銀塩印画紙のパール調に近い風合いの面質。厚みもあり高級感を味わえます。<br>●光沢安定性に優れ、紙色はナチュラルは白色です。<br>●モノクロ写真を楽しむ中で、最も標準的なペーパーです。<br>□商品仕様<br>●サイズ:A4(210mm×297mm)<br>●材質:印画紙<br>●表面:微粒面光沢<br>●坪量:285g/m2<br>●厚さ:290μm<br>●入数:20枚,PICTORICO A4 モノクロ写真用インクジェットペーパー 20枚入り 月光ブルー・ラベル GKB-A4/20 [GKBA420]【NYOA】：エディオン　楽天市場店,PICTORICO A4 モノクロ写真用インクジェットペーパー 20枚入り 月光ブルー・ラベル GKB-A4/20 [GKBA420]【NYOA】,PICTORICO A4 モノクロ写真用インクジェットペーパー 20枚入り 月光ブルー・ラベル GKB-A4/20 [GKBA420]【NYOA】[rn]
11-1411,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_015/4546113017000_ll.jpg?fitin=700:700,1168.0000,,パソコン・周辺機器 > PCサプライ・消耗品 > コピー用紙・印刷用紙 > その他,PICTORICO L セミグロスペーパー 120枚入り ピクトリコプロ PPS200L120 [PPS200L120],高級グレードの半光沢写真用紙。,□商品説明<br>●新しい技術による「新ピクトリコ・クリスタル層」で、きめ細かい画質再現。<br>●厚みのある高白色度の印画紙をベールに採用。<br>●高画質に求められる色濃度・色域に加え、速乾性・耐水性を実現。<br>●光沢を抑えることにより、鮮やかな色彩をお楽しみいただけます。<br>●「ラスター(微粒面)」の半光沢。展示の際のライティングを気にせず展示できます。<br>□商品仕様<br>●サイズ:L(89mm×127mm)<br>●材質:印画紙<br>●表面:半光沢<br>●坪量:285g/m2<br>●厚さ:295μm<br>●入数:120枚,PICTORICO L セミグロスペーパー 120枚入り ピクトリコプロ PPS200L120 [PPS200L120]：エディオン　楽天市場店,PICTORICO L セミグロスペーパー 120枚入り ピクトリコプロ PPS200L120 [PPS200L120],高級グレードの半光沢写真用紙。。PICTORICO L セミグロスペーパー 120枚入り ピクトリコプロ PPS200L120 [PPS200L120][rn]
11-1412,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_015/4546113017406_ll.jpg?fitin=700:700,2480.0000,,パソコン・周辺機器 > PCサプライ・消耗品 > コピー用紙・印刷用紙 > その他,PICTORICO A4 フォトアルバムキット(ヨコ) 10枚入り ピクトリコプロ PPSD130AB-A410 [PPSD130ABA410],手軽に本格アルバム制作。,□商品説明<br>●本文用紙は鮮鋭な色彩に加え、指紋がつきにくい微粒面で捲りやすい薄手タイプの、アルバムにピッタリな写真用紙。<br>●簡単4ステップで製本が完成。<br>●ハードカバーなので高級感あるアルバムに仕上がります。<br>□商品仕様<br>●サイズ:A4(210mm×297mm)<br>●材質:印画紙<br>●表面:半光沢<br>●坪量:220g/m2<br>●厚さ:240μm<br>●入数:10枚,PICTORICO A4 フォトアルバムキット(ヨコ) 10枚入り ピクトリコプロ PPSD130AB-A410 [PPSD130ABA410]：エディオン　楽天市場店,PICTORICO A4 フォトアルバムキット(ヨコ) 10枚入り ピクトリコプロ PPSD130AB-A410 [PPSD130ABA410],手軽に本格アルバム制作。。PICTORICO A4 フォトアルバムキット(ヨコ) 10枚入り ピクトリコプロ PPSD130AB-A410 [PPSD130ABA410][rn]
