11-160301,http://tshop.r10s.jp/gold/toproad/img/common_densou/marker_lamp/yac/senko-shakou/senkou_shakou_1.jpg?fitin=700:700,1824.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > ランプ（電飾パーツ）,YAC 閃光車高灯 1個 12/24V共用 ※全６色 [CE425-430] ■インナーレンズ全体を発光させる特殊導光板を採用した車高灯!!,,"【商品名】<br>
YAC 閃光車高灯 1個 12/24V共用 ※全６色 [CE425-430] ■インナーレンズ全体を発光させる特殊導光板を採用した車高灯!!
<br><br>
【各種仕様】<br>
■主材質：アクリル・ＡＢＳ<br>
■コード長：プラス／マイナス各２００ｍｍ<br>
■コードアースタイプ<br>
■重量：約４０ｇ<br>
■定格電圧範囲：ＤＣ１０～３２Ｖ<br>
■定格電流：約１００ｍＡ（ＤＣ２８Ｖ時）<br>
■使用ＬＥＤ数：１０個<br>
■取付けボルト間サイズ:８０ｍｍ<br>
■サイズ:ヨコ１１９ｍｍ×タテ３０ｍｍ×高さ２２ｍｍ
<br><br>
【カラー】<br>
<font color=""blue"">
※複数色ございますので「商品をお選び下さい。」よりご希望の商品をお選び頂くようお願い致します。
</font>
<br><br>
≪カラーラインナップ≫<br>
■【ＣＥ４２５】イエロー<br>
■【ＣＥ４２６】アンバー<br>
■【ＣＥ４２７】レッド<br>
■【ＣＥ４２８】グリーン<br>
■【ＣＥ４２９】ブルー<br>
■【ＣＥ４３０】ホワイト
<br><br>
【コメント】<br>
■ＹＡＣより明るい車高灯が新発売★<br>
■１２／２４Ｖ共用なので幅広くご利用頂けます♪
<br><br>
↓↓↓　取付ステーはコチラ　↓↓↓<br>
○Ｌ型１個付用 <font color=""red"">￥１，１００[税別]</font>
<br><br>
○Ｚ型１個付用 <font color=""red"">￥１，３５０[税別]</font>
<br><br>
○２連Ｌ／Ｒ　 <font color=""red"">￥４，０００[税別]</font>
<br><br>
○３連Ｌ／Ｒ　 <font color=""red"">￥４，４００[税別]</font>
<br><br>
○４連Ｌ／Ｒ　 <font color=""red"">￥４，８００[税別]</font>
<br><br>
<font size=""2"" color=""red"">
【注意事項】<br>
※メール便はお選び頂けません。メール便をお選び頂いた場合は当店にてヤマト宅急便に切換えさせて頂きますので予めご了承下さい。
<br><br>
※在庫状況によってはお取り寄せとなり、３～４日程頂く場合がございます。その際は当店より別途納期のご連絡をさせて頂きます。予めご了承下さい。
</font>",YAC 閃光車高灯 1個 12/24V共用 ※全６色 [CE425-430] ■インナーレンズ全体を発光させる特殊導光板を採用した車高灯!!：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤYAC 閃光車高灯 1個 12/24V共用 ※全６色 [CE425-430] ■インナーレンズ全体を発光させる特殊導光板を採用した車高灯!!,YAC 閃光車高灯 1個 12/24V共用 ※全６色 [CE425-430] ■インナーレンズ全体を発光させる特殊導光板を採用した車高灯!![rn]
11-160302,http://tshop.r10s.jp/gold/toproad/img/common_densou/yac/shakou/ce227_1.jpg?fitin=700:700,1760.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > ランプ（電飾パーツ）,YAC Slim流星8LED車高灯 1個入 12/24V共用【クリア／ホワイト】[CE-227],,"【商品名】<br>
YAC Slim流星8LED車高灯 1個入 12/24V共用<br>【クリア／ホワイト】[CE-227]
<br><br>
【サイズ】<br>
※３枚目画像にてご確認下さい。
<br><br>
【カラー】<br>
■レンズ：クリア<br>
■ＬＥＤカラー：ホワイト
<br><br>
【品番】<br>
■ＣＥ－２２７
<br><br>
【各種仕様】<br>
■従来の車高灯イメージを一新させるデザイン。<br>
■究極の薄さ（10mm）で車両との一体感が向上。<br>
■超広角LED8個使用で見る角度による明るさを均一化。<br>
■流星車高灯シリーズと同じネジピッチを採用し、加工不要で取り替え可能。<br>
■DC12V／24V車共用により、幅広い車種に対応。<br>
■意匠登録　第1331031号 <br>
■主材質 ： 本体：ABSメッキ／レンズ：アクリル<br>
■コード長 ： 0.5sq　約200mm<br>
■重量 ： 約27g <br>
■定格電圧 ： DC12V／24V<br>
■定格電流 ： DC12V:約40mA／DC24V:約20mA<br>
■付属品 ：  ネジM4×18（2本）・M4フランジナット（2個）
<br><br>
<font size=""2"" color=""red"">
【注意事項】<br>
※メール便はお選び頂けません。メール便をお選び頂いた場合は当店にてヤマト宅急便に切換えさせて頂きますので予めご了承下さい。
<br><br>
※在庫状況によってはお取り寄せとなり、３～４日程頂く場合がございます。その際は当店より別途納期のご連絡をさせて頂きます。予めご了承下さい。
</font>",YAC Slim流星8LED車高灯 1個入 12/24V共用【クリア／ホワイト】[CE-227]：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤYAC Slim流星8LED車高灯 1個入 12/24V共用【クリア／ホワイト】[CE-227],YAC Slim流星8LED車高灯 1個入 12/24V共用【クリア／ホワイト】[CE-227][rn]
11-160303,http://tshop.r10s.jp/gold/toproad/img/common_densou/step_light/yac/ce343a_1.jpg?fitin=700:700,2440.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > ランプ（電飾パーツ）,YAC 流星レフランプ丸 2個入 24V専用【アンバー／アンバー】[CE-343A],,"【商品名】<br>
YAC 流星レフランプ丸 2個入 24V専用【アンバー／アンバー】[CE-343A]
<br><br>
【サイズ】<br>
※３枚目画像にてご確認下さい。
<br><br>
【カラー】<br>
■レンズ：アンバー<br>
■ＬＥＤカラー：アンバー
<br><br>
【品番】<br>
■ＣＥ－３４３Ａ
<br><br>
【各種仕様】<br>
■高反射リフレクター採用。<br>
■リフレクターに高輝度チップLED8個を組み込んだ新発想ライト。<br>
■厚さ約11mmの超薄型デザイン。<br>
■KOITO製リフレクターで、レンズ表面に「12-05102」・「13-05107」の刻印があるものと交換して取り付け可能。（これ以外への取り付けには車両側にφ6mmの穴開けが必要）<br>
■2個入り<br>
■意匠登録　第1361586号<br>
■主材質 ： 灯体：ABS／レンズ：アクリル<br>
■重量 ： 約30g（1個）<br>
■コード長 ： 0.5sq　プラス側：約180mm／マイナス側：約200mm<br>
■定格電圧 ： DC24V<br>
■定格電流 ： 約25mA<br>
■最大耐電圧 ： DC30V<br>
■使用LED数：8個<br>
■付属品 ：  M5ナット（1個）・平ワッシャー（2個）・スプリングワッシャー（1個）・マイナスコード（1本）
<br><br>
<font size=""2"" color=""red"">
【注意事項】<br>
※メール便はお選び頂けません。メール便をお選び頂いた場合は当店にてヤマト宅急便に切換えさせて頂きますので予めご了承下さい。
<br><br>
※在庫状況によってはお取り寄せとなり、３～４日程頂く場合がございます。その際は当店より別途納期のご連絡をさせて頂きます。予めご了承下さい。
</font>",YAC 流星レフランプ丸 2個入 24V専用【アンバー／アンバー】[CE-343A]：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤYAC 流星レフランプ丸 2個入 24V専用【アンバー／アンバー】[CE-343A],YAC 流星レフランプ丸 2個入 24V専用【アンバー／アンバー】[CE-343A][rn]
11-160304,http://tshop.r10s.jp/gold/toproad/img/common_densou/marker_lamp/yac/ste/CV-188_1.jpg?fitin=700:700,3520.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > ランプ（電飾パーツ）,YAC LED車高灯用取付けステー3連 L/Rセット(2個セット) [ヨコ465mm×タテ40mm×高さ20mm(ネジピッチ80mm or 98mm)[CV-188],,"【商品名】<br>
YAC LED車高灯用取付けステー3連 L/Rセット(2個セット) [ヨコ465mm×タテ40mm×高さ20mm(ネジピッチ80mm or 98mm)[CV-188]
<br><br>
【各種仕様】<br>
■品番<br>
ＣＶ－１８８<br>
■サイズ<br>
ヨコ４６５ｍｍ×タテ４０ｍｍ×高さ２０ｍｍ<br>
※取付穴ピッチ８０ｍｍ or ９８ｍｍ
<br><br>
<font color=""red"">
※商品はＬ／Ｒセット（ステー２個）となります。
</font>
<br><br>
【コメント】<br>
■ＹＡＣ製車高灯用３連取付ステー左右セットとなります。他社製は取付不可ですのでご注意下さい。
<br><br>
<font size=""2"" color=""red"">
【注意事項】<br>
※メール便はお選び頂けません。メール便をお選び頂いた場合は当店にてヤマト宅急便に切換えさせて頂きますので予めご了承下さい。
<br><br>
※常時在庫しておりますが店頭でも販売している為、在庫状況によってはお取り寄せとなり、３～４日程頂く場合がございます。その際は当店より別途納期のご連絡をさせて頂きます。予めご了承下さい。
</font>",YAC LED車高灯用取付けステー3連 L/Rセット(2個セット) [ヨコ465mm&times;タテ40mm&times;高さ20mm(ネジピッチ80mm or 98mm)[CV-188]：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤYAC LED車高灯用取付けステー3連 L/Rセット(2個セット) [ヨコ465mm&times;タテ40mm&times;高さ20mm(ネジピッチ80mm or 98mm)[CV-188],YAC LED車高灯用取付けステー3連 L/Rセット(2個セット) [ヨコ465mm&times;タテ40mm&times;高さ20mm(ネジピッチ80mm or 98mm)[CV-188][rn]
11-160305,http://tshop.r10s.jp/gold/toproad/img/common_densou/step_light/yac/ce347_1.jpg?fitin=700:700,2640.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > ランプ（電飾パーツ）,YAC 流星レフランプ丸 2個入 24V専用【クリア／ホワイト】[CE-347],,"【商品名】<br>
YAC 流星レフランプ丸 2個入 24V専用【クリア／ホワイト】[CE-347]
<br><br>
【サイズ】<br>
※３枚目画像にてご確認下さい。
<br><br>
【カラー】<br>
■レンズ：クリア<br>
■ＬＥＤカラー：ホワイト
<br><br>
【品番】<br>
■ＣＥ－３４７
<br><br>
【各種仕様】<br>
■高反射リフレクター採用。<br>
■リフレクターに高輝度チップLED8個を組み込んだ新発想ライト。<br>
■厚さ約11mmの超薄型デザイン。<br>
■KOITO製リフレクターで、レンズ表面に「12-05102」・「13-05107」の刻印があるものと交換して取り付け可能。（これ以外への取り付けには車両側にφ6mmの穴開けが必要）<br>
■2個入り<br>
■意匠登録　第1361586号<br>
■主材質 ： 灯体：ABS／レンズ：アクリル<br>
■重量 ： 約30g（1個）<br>
■コード長 ： 0.5sq　プラス側：約180mm／マイナス側：約200mm<br>
■定格電圧 ： DC24V<br>
■定格電流 ： 約25mA<br>
■最大耐電圧 ： DC30V<br>
■使用LED数：8個<br>
■付属品 ：  M5ナット（1個）・平ワッシャー（2個）・スプリングワッシャー（1個）・マイナスコード（1本）
<br><br>
<font size=""2"" color=""red"">
【注意事項】<br>
※メール便はお選び頂けません。メール便をお選び頂いた場合は当店にてヤマト宅急便に切換えさせて頂きますので予めご了承下さい。
<br><br>
※在庫状況によってはお取り寄せとなり、３～４日程頂く場合がございます。その際は当店より別途納期のご連絡をさせて頂きます。予めご了承下さい。
</font>",YAC 流星レフランプ丸 2個入 24V専用【クリア／ホワイト】[CE-347]：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤYAC 流星レフランプ丸 2個入 24V専用【クリア／ホワイト】[CE-347],YAC 流星レフランプ丸 2個入 24V専用【クリア／ホワイト】[CE-347][rn]
11-160306,http://tshop.r10s.jp/gold/toproad/img/common_densou/step_light/yac/ce336.jpg?fitin=700:700,4400.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > ランプ（電飾パーツ）,【反射レフレクターと高輝度チップLED10個搭載！安全性と煌めきの両立！】【YAC製】 LED流星ステップライト 【DC24V専用】 【クリア/レッド(CE-336)】,,"【商品名】<br>
【反射レフレクターと高輝度チップLED10個搭載！安全性と煌めきの両立！】【YAC製】 LED流星ステップライト 【DC24V専用】 【クリア/レッド(CE-336)】
<br><br>
【サイズ】<br>
※３枚目画像にてご確認下さい。
<br><br>
【カラー】<br>
■レンズ：クリア<br>
■ＬＥＤカラー：レッド
<br><br>
【品番】<br>
■ＣＥ－３３６
<br><br>
【材質】<br>
■本体：ＡＢＳ<br>
■レンズ：アクリル 
<br><br>
■高反射リフレクター採用。
<br><br>
■リフレクターに高輝度チップLED10個を組み込んだ新発想ライト。
<br><br>
■装着時のステップからのはみ出しを最小限に抑えた厚さ約10mmの超薄型デザイン。
<br><br>
■意匠登録　第1346616号 
<br><br>
<font size=""2"" color=""red"">
※メール便はお選び頂けません。メール便をお選び頂いた場合は当店にてヤマト宅急便に切換えさせて頂きますので予めご了承下さい。
<br><br>
※在庫状況によってはお取り寄せとなり、３～４日程頂く場合がございます。その際は当店より別途納期のご連絡をさせて頂きます。予めご了承下さい。
</font>",【反射レフレクターと高輝度チップLED10個搭載！安全性と煌めきの両立！】【YAC製】 LED流星ステップライト 【DC24V専用】 【クリア/レッド(CE-336)】：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤ【反射レフレクターと高輝度チップLED10個搭載！安全性と煌めきの両立！】【YAC製】 LED流星ステップライト 【DC24V専用】 【クリア/レッド(CE-336)】,【反射レフレクターと高輝度チップLED10個搭載！安全性と煌めきの両立！】【YAC製】 LED流星ステップライト 【DC24V専用】 【クリア/レッド(CE-336)】[rn]
11-160307,http://tshop.r10s.jp/gold/toproad/img/common_densou/down_light/jet_led24_downlight_1.jpg?fitin=700:700,2240.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > ランプ（電飾パーツ）,JET 【0.6ワットLEDを6個搭載し驚異の明るさ！】LED6 ハイパワーダウンライトNEO　[ＤＣ２４Ｖ車専用],,"【商品名】<br>
【ジェットイノウエ製】【0.6ワットLEDを6個搭載し驚異の明るさ！】<br>LED6 ハイパワーダウンライトNEO　[ＤＣ２４Ｖ車専用]
<br><br>
【カラー】<br>
■ブルー<br>
■グリーン<br>
■ホワイト<br>
■レッド
<br><br>
【サイズ】<br>
■２５ｍｍ×７５ｍｍ×厚さ１５ｍｍ
<br><br>
■定格：ＤＣ２４Ｖ　約１５０ｍＡ（約3.6W）
<br><br>
【材質】<br>
■本体<br>
ＡＢＳ、クロームメッキ
<br><br>
■ステー<br>
スチール、黒塗装
<br><br>
【コメント】<br>
■0.6ワットLEDを6個搭載し、驚異の明るさ！！
独自の角度調節機能採用で、地面に向けてダウンライト、
シャーシに向けてシャーシライト等、使い方はいろいろです。
<br><br>
<font size=""2"" color=""red"">
※複数色ございますので、「色を選択して下さい。」より、ご希望の色をお選び下さい。
<br><br>
※メール便はお選び頂けません。メール便をお選び頂いた場合は当店にてヤマト宅急便に切換えさせて頂きますので予めご了承下さい。
<br><br>
※在庫状況によってはお取り寄せとなり、２～３日程頂く場合がございます。その際は当店より別途納期のご連絡をさせて頂きます。予めご了承下さい。
</font>",JET 【0.6ワットLEDを6個搭載し驚異の明るさ！】LED6 ハイパワーダウンライトNEO　[ＤＣ２４Ｖ車専用]：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤJET 【0.6ワットLEDを6個搭載し驚異の明るさ！】LED6 ハイパワーダウンライトNEO　[ＤＣ２４Ｖ車専用],JET 【0.6ワットLEDを6個搭載し驚異の明るさ！】LED6 ハイパワーダウンライトNEO　[ＤＣ２４Ｖ車専用][rn]
11-160308,http://tshop.r10s.jp/gold/toproad/img/common_densou/yac/down_light2/chou_ryusei/_CE-416-418_cmn_0.jpg?fitin=700:700,2000.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > ランプ（電飾パーツ）,【地面を明るく照らすダウンライト♪】超流星ダウンライトワイド２ ※全３色 [DC24V専用],,"【商品名】<br>
【地面を明るく照らすダウンライト♪】超流星ダウンライトワイド２ ※全３色 [DC24V専用]
<br><br>
【品番】<br>
※３色ございますのでご購入時ご希望の色をお選び頂くようお願い致します。
<br><br>
■レッド　　ＣＥ－４１６<br>
■ブルー　　ＣＥ－４１７<br>
■ホワイト　ＣＥ－４１８
<br><br>
【各種仕様】
■サイズ：３１×７５×３０ｍｍ<br>
（※詳細は２枚目画像参照）<br>
■主材質：ＰＰ<br>
■定格電圧範囲：ＤＣ２０～３２Ｖ<br>
■定格電流：約８０ｍＡ／ＤＣ２８Ｖ時<br>
■使用LED数：１８個<br>
■コード長：約４０ｍｍ（０．５ＳＱ）
<br><br>
※車両コードと接続する箇所から本製品に水が浸入するおそれがあります。接続部の防水処理を確実に行ってください。
<br><br>
【コメント】<br>
■地面を明るく照らす！ダウンライト！<br>
■従来のダウンライトワイドと比べ約２倍明るさ！
<br><br>
≪ヤック 流星ダウンライトシリーズ≫<br>
（全てＤＣ２４Ｖ専用）
<br><br>
【流星ダウンライト２】<br>
■イエロー [ＣＥ－４０５] <font color=""red"">￥１，１００[税別]</font><br>
■アンバー [ＣＥ－４０６] <font color=""red"">￥１，１００[税別]</font><br>
■レッド 　[ＣＥ－４０７] <font color=""red"">￥１，１００[税別]</font><br>
■グリーン [ＣＥ－４０８] <font color=""red"">￥１，４５０[税別]</font><br>
■ブルー 　[ＣＥ－４０９] <font color=""red"">￥１，３００[税別]</font><br>
■ホワイト [ＣＥ－４１０] <font color=""red"">￥１，３００[税別]</font>
<br><br>
【流星ダウンライトワイド２】<br>
■イエロー [ＣＥ－４１１] <font color=""red"">￥２、０００[税別]</font><br>
■アンバー [ＣＥ－４１２] <font color=""red"">￥２，２００[税別]</font><br>
■レッド 　[ＣＥ－４１３] <font color=""red"">￥２，４００[税別]</font><br>
■グリーン [ＣＥ－４１４] <font color=""red"">￥２，４００[税別]</font><br>
■ブルー 　[ＣＥ－４１５] <font color=""red"">￥２，２００[税別]</font>
<br><br>
【超流星ダウンライトワイド２】<br>
■全３色（レッド or ブルー or ホワイト） <font color=""red"">￥２，５００[税別]</font>
<br><br>
<font size=""2"" color=""red"">
【注意事項】<br>
※メール便はお選び頂けません。メール便をお選び頂いた場合は当店にてヤマト宅急便に切換えさせて頂きますので予めご了承下さい。
</font>",【地面を明るく照らすダウンライト♪】超流星ダウンライトワイド２ ※全３色 [DC24V専用]：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤ【地面を明るく照らすダウンライト♪】超流星ダウンライトワイド２ ※全３色 [DC24V専用],【地面を明るく照らすダウンライト♪】超流星ダウンライトワイド２ ※全３色 [DC24V専用][rn]
11-160309,http://tshop.r10s.jp/gold/toproad/img/common_densou/yac/down_light2/ryusei/CE-405_01.jpg?fitin=700:700,880.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > ランプ（電飾パーツ）,【高輝度LEDの煌めき！省電力・長寿命！】 流星ダウンライト２【DC24V専用】【イエロー(CE-405)】[※旧品番：CE-321],,"【商品名】<br>
【高輝度LEDの煌めき！省電力・長寿命！】 流星ダウンライト２【DC24V専用】【イエロー(CE-405)】[※旧品番：CE-321]
<br><br>
【品番】<br>
■ＣＥ－４０５<br>
（※旧品番：ＣＥ－３２１）
<br><br>
【カラー】<br>
■イエロー
<br><br>
【各種仕様】
■サイズ：３０×７５×１２ｍｍ<br>
（※詳細は２枚目画像参照）<br>
■主材質：ＰＰ<br>
■定格電圧範囲：ＤＣ２０～３２Ｖ<br>
■定格電流：約５０ｍＡ／ＤＣ２８Ｖ時<br>
■使用ＬＥＤ数：６個<br>
■コード長：約４０ｍｍ（０．５ＳＱ）
<br><br>
※車両コードと接続する箇所から本製品に水が浸入するおそれがあります。接続部の防水処理を確実に行ってください。
<br><br>
【コメント】<br>
■スポット光で地面を照らします♪
<br><br>
≪ヤック 流星ダウンライトシリーズ≫<br>
（全てＤＣ２４Ｖ専用）
<br><br>
【流星ダウンライト２】<br>
■イエロー [ＣＥ－４０５] <font color=""red"">￥１，１００[税別]</font><br>
■アンバー [ＣＥ－４０６] <font color=""red"">￥１，１００[税別]</font><br>
■レッド 　[ＣＥ－４０７] <font color=""red"">￥１，１００[税別]</font><br>
■グリーン [ＣＥ－４０８] <font color=""red"">￥１，４５０[税別]</font><br>
■ブルー 　[ＣＥ－４０９] <font color=""red"">￥１，３００[税別]</font><br>
■ホワイト [ＣＥ－４１０] <font color=""red"">￥１，３００[税別]</font>
<br><br>
【流星ダウンライトワイド２】<br>
■イエロー [ＣＥ－４１１] <font color=""red"">￥２、０００[税別]</font><br>
■アンバー [ＣＥ－４１２] <font color=""red"">￥２，２００[税別]</font><br>
■レッド 　[ＣＥ－４１３] <font color=""red"">￥２，４００[税別]</font><br>
■グリーン [ＣＥ－４１４] <font color=""red"">￥２，４００[税別]</font><br>
■ブルー 　[ＣＥ－４１５] <font color=""red"">￥２，２００[税別]</font>
<br><br>
【超流星ダウンライトワイド２】<br>
■全３色（レッド or ブルー or ホワイト） <font color=""red"">￥２，５００[税別]</font>
<br><br>
<font size=""2"" color=""red"">
【注意事項】<br>
※メール便はお選び頂けません。メール便をお選び頂いた場合は当店にてヤマト宅急便に切換えさせて頂きますので予めご了承下さい。
<br><br>
※在庫状況によってはお取り寄せとなり、２～３日程頂く場合がございます。その際は当店より別途納期のご連絡をさせて頂きます。予めご了承下さい。
</font>",【高輝度LEDの煌めき！省電力・長寿命！】 流星ダウンライト２【DC24V専用】【イエロー(CE-405)】[※旧品番：CE-321]：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤ【高輝度LEDの煌めき！省電力・長寿命！】 流星ダウンライト２【DC24V専用】【イエロー(CE-405)】[※旧品番：CE-321],【高輝度LEDの煌めき！省電力・長寿命！】 流星ダウンライト２【DC24V専用】【イエロー(CE-405)】[※旧品番：CE-321][rn]
11-160310,http://tshop.r10s.jp/gold/toproad/img/common_densou/yac/shakou/ce225_1.jpg?fitin=700:700,1760.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > ランプ（電飾パーツ）,YAC Slim流星8LED車高灯 1個入 12/24V共用【クリア／ブルー】[CE-225],,"【商品名】<br>
YAC Slim流星8LED車高灯 1個入 12/24V共用<br>【クリア／ブルー】[CE-225]
<br><br>
【サイズ】<br>
※３枚目画像にてご確認下さい。
<br><br>
【カラー】<br>
■レンズ：クリア<br>
■ＬＥＤカラー：ブルー
<br><br>
【品番】<br>
■ＣＥ－２２５
<br><br>
【各種仕様】<br>
■従来の車高灯イメージを一新させるデザイン。<br>
■究極の薄さ（10mm）で車両との一体感が向上。<br>
■超広角LED8個使用で見る角度による明るさを均一化。<br>
■流星車高灯シリーズと同じネジピッチを採用し、加工不要で取り替え可能。<br>
■DC12V／24V車共用により、幅広い車種に対応。<br>
■意匠登録　第1331031号 <br>
■主材質 ： 本体：ABSメッキ／レンズ：アクリル<br>
■コード長 ： 0.5sq　約200mm<br>
■重量 ： 約27g <br>
■定格電圧 ： DC12V／24V<br>
■定格電流 ： DC12V:約40mA／DC24V:約20mA<br>
■付属品 ：  ネジM4×18（2本）・M4フランジナット（2個）
<br><br>
<font size=""2"" color=""red"">
【注意事項】<br>
※メール便はお選び頂けません。メール便をお選び頂いた場合は当店にてヤマト宅急便に切換えさせて頂きますので予めご了承下さい。
<br><br>
※在庫状況によってはお取り寄せとなり、３～４日程頂く場合がございます。その際は当店より別途納期のご連絡をさせて頂きます。予めご了承下さい。
</font>",YAC Slim流星8LED車高灯 1個入 12/24V共用【クリア／ブルー】[CE-225]：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤYAC Slim流星8LED車高灯 1個入 12/24V共用【クリア／ブルー】[CE-225],YAC Slim流星8LED車高灯 1個入 12/24V共用【クリア／ブルー】[CE-225][rn]
