11-160401,http://tshop.r10s.jp/gold/toproad/img/common_mekki_parts/jet/wiper_panel_garnish/574131.jpg?fitin=700:700,14400.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > その他,JET ふそう２ｔ NEWキャンター標準車(H5.11～H14.6)用ワイパーパネルガーニッシュ [574131],,"<CENTER>
<FONT COLOR=red>
※こちらの商品は大型商品の為【ヤマト便】での発送となり、送料別途￥３，０００頂きますので予めご了承ください。
</FONT>
</CENTER>
<BR><BR>

【商品名】<br>
【ジェットイノウエ製】<br>ふそう NEWキャンター標準車(H5.11～H14.6)用<br>ワイパーパネルガーニッシュ [574131]
<br><br>
【品番】<br>
■５７４１３１
<br><br>
【材質】<br>
■スチール製クロームメッキ仕上げ
<br><br>
【適合車種】<br>
■ふそう ＮＥＷキャンター標準車(Ｈ５．１１～Ｈ１４．６)
<br><br>
【備考】<br>
■取付方法<br>
・かぶせ式
<br><br>
<font color=""red"">
※初期不良以外のサイズ・車種・年式間違い等による返品は出来ませんので予めご了承下さい。ご購入前に適合車種をご確認下さい。
<br><br>
※メール便はお選び頂けません。メール便をお選び頂いた場合は当店にてヤマト宅急便に切換えさせて頂きますので予めご了承下さい。
<br><br>
※在庫状況によってはお取り寄せとなり、２～３日程頂く場合がございます。その際は当店より別途納期のご連絡をさせて頂きます。予めご了承下さい。
</font>",JET ふそう２ｔ NEWキャンター標準車(H5.11～H14.6)用ワイパーパネルガーニッシュ [574131]：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤJET ふそう２ｔ NEWキャンター標準車(H5.11～H14.6)用ワイパーパネルガーニッシュ [574131],JET ふそう２ｔ NEWキャンター標準車(H5.11～H14.6)用ワイパーパネルガーニッシュ [574131][rn]
11-160402,http://tshop.r10s.jp/gold/toproad/img/common_mekki_parts/bw/bw_handle_pat_cover_1.jpg?fitin=700:700,8000.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > その他,【国産!】【車検OK♪】ホーンパットカバー 日野大型グランドプロフィア/日野4tレンジャープロ用 ※全２色,,"【商品名】<br>
【国産!】【車検OK♪】ホーンパットカバー 日野大型グランドプロフィア/日野4tレンジャープロ用 ※全２色
<br><br>
【適合車種】<br>
■日野大型　グランドプロフィア（Ｈ１５．１０～現行）
<br><br>
■日野４ｔ　レンジャープロ（Ｈ１３．１２～現行）
<br><br>
【カラー】<br>
<font color=""blue"">
※２色ございますのでご購入時「色をお選び下さい。」よりご希望の色を選択して頂くようお願い致します。
</font>
<br><br>
＜＜カラー一覧＞＞<br>
■ウッド（１枚目画像）<br>
■ブラックウッド（２枚目画像）
<br><br>
【備考】<br>
■エアーバックは、そのまま使えます。車検もＯＫ！<br>
■取付は簡単♪両面テープ付
<font color=""red"">
<br><br>
※初期不良以外のサイズ・車種・年式間違い等による返品は出来ませんので予めご了承下さい。ご購入前に適合車種をご確認下さい。
<br><br>
※メール便はお選び頂けません。メール便をお選び頂いた場合は当店にてヤマト宅急便に切換えさせて頂きますので予めご了承下さい。
<br><br>
※欠品時にはお取り寄せとなり、納期約２～３日程頂く場合がございます。予めご了承ください。
</font>",【国産!】【車検OK♪】ホーンパットカバー 日野大型グランドプロフィア/日野4tレンジャープロ用 ※全２色：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤ【国産!】【車検OK♪】ホーンパットカバー 日野大型グランドプロフィア/日野4tレンジャープロ用 ※全２色,【国産!】【車検OK♪】ホーンパットカバー 日野大型グランドプロフィア/日野4tレンジャープロ用 ※全２色[rn]
11-160403,http://tshop.r10s.jp/gold/toproad/img/common_mekki_parts/jet/rear_side_pirror/572001_002_1.jpg?fitin=700:700,24000.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > その他,JET リヤサイドピラーL/Rセット いすゞ2t NEWエルフ・超低PMエルフ(H5.7～H18.12) ※ハイルーフ車用 [572001_572002] ※かぶせ式,,"【商品名】<br>
JET リヤサイドピラーL/Rセット いすゞ2t NEWエルフ・超低PMエルフ(H5.7～H18.12) ※ハイルーフ車用 [572001_572002] ※かぶせ式
<br><br>
【品番】<br>
■Ｒ：５７２００１<br>
■Ｌ：５７２００２
<br><br>
【材質】<br>
■スチール製メッキ仕上げ
<br><br>
【適合車種】<br>
■いすゞ２ｔ ＮＥＷエルフ・超低ＰＭエルフ（Ｈ５．７～Ｈ１８．１２）
<br><br>
※標準／ワイドキャビンのハイルーフ車用となります。
<br><br>
【取付方法】<br>
※純正サイドパネルにかぶせて取り付け
<br><br>
<font color=""red"">
【注意事項】<br>
※常時在庫していますが店頭でも販売している為、欠品時にはお取り寄せとなり納期約２～３日程お時間頂く場合がございます。予めご了承下さい。
<br><br>
※メール便はお選び頂けません。メール便を選ばれた場合には当店にてヤマト宅急便に切換え、送料を計算しなおして発送させて頂きます。 
</font>",JET リヤサイドピラーL/Rセット いすゞ2t NEWエルフ・超低PMエルフ(H5.7～H18.12) ※ハイルーフ車用 [572001_572002] ※かぶせ式：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤJET リヤサイドピラーL/Rセット いすゞ2t NEWエルフ・超低PMエルフ(H5.7～H18.12) ※ハイルーフ車用 [572001_572002] ※かぶせ式,JET リヤサイドピラーL/Rセット いすゞ2t NEWエルフ・超低PMエルフ(H5.7～H18.12) ※ハイルーフ車用 [572001_572002] ※かぶせ式[rn]
11-160404,http://tshop.r10s.jp/gold/toproad/img/common_naisou/mokume/jet/595581-583_1.jpg?fitin=700:700,11840.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > その他,JET センターテーブル いすゞ２ｔ ０７エルフ(H19.1～)用【ローキャブ/ハイキャブ共用】※全３色 [595581-583]（フロントテーブル）,,"【商品名】<br>
JET センターテーブル いすゞ２ｔ ０７エルフ(H19.1～)用【ローキャブ/ハイキャブ共用】※全３色 [595581-583]（フロントテーブル）
<br><br>
【品番】<br>
■ピアノブラック【５９５５８１】<br>
■黒木目　　　　【５９５５８２】<br>
■木目調　　　　【５９５５８３】
<br><br>
<font color=""red"">
※複数色ございますので「色をお選び下さい。」よりご希望の商品を選択するようお願い致します。
</font>
<br><br>
【適合車種】<br>
■いすゞ２ｔ ０７エルフ（Ｈ１９．１～）<br>
<font color=""blue"">※ローキャブ／ハイキャブ共用</font>
<br><br>
【コメント】<br>
■内装パーツシリーズにセンターテーブル登場！！
<br><br>
≪ＪＥＴ センターテーブルラインナップ≫<br>
●日野大型　グランドプロフィア(Ｈ１５．１１～)用 <font color=""red"">￥２３，０００[税別]</font><br><br>
●ふそう大型　スーパーグレート(Ｈ１９．４～)用 <font color=""red"">￥２３，０００[税別]</font><br><br>
●いすゞ大型　ギガ(Ｈ６．１２～Ｈ２７．１０ ●ファイブスターギガ不可)用 <font color=""red"">￥２２，０００[税別]</font><br>
※いすゞ大型ギガ用取付ブラケット <font color=""red"">￥３，８００[税別]</font><br>
※いすゞ大型ギガ用ドリンクテーブル <font color=""red"">￥５，９８０[税別]</font><br><br>
●日産ＵＤ大型　クオン(Ｈ１７．１１～)用 <font color=""red"">￥２３，８００[税別]</font><br><br>
●日野４ｔ　レンジャープロ標準車(Ｈ１４．１～)用 ※ワイド車不可<font color=""red"">￥２０，０００[税別]</font><br><br>
●ふそう２ｔ　ブルーテックキャンター(Ｈ２２．１１～)用 ※標準／ワイド共用 <font color=""red"">￥１４，８００[税別]</font><br><br>
●いすゞ２ｔ　０７エルフ(Ｈ１９．１～) ※ハイキャブ/ローキャブ共用 <font color=""red"">￥１４，８００[税別]</font>
<br><br>
<font color=""red"">
【注意事項】<br>
※常時在庫しておりますが店頭でも販売している為、欠品時にはお取り寄せとなり納期２～３日前後頂いております。その際は別途当店より納期のご連絡をさせて頂きます。
<br><br>
※メール便不可です。メール便を選ばれた場合は当店にてヤマト宅急便に切替えて発送させて頂きます。予めご了承ください。 
</font>",JET センターテーブル いすゞ２ｔ ０７エルフ(H19.1～)用【ローキャブ/ハイキャブ共用】※全３色 [595581-583]（フロントテーブル）：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤJET センターテーブル いすゞ２ｔ ０７エルフ(H19.1～)用【ローキャブ/ハイキャブ共用】※全３色 [595581-583]（フロントテーブル）,JET センターテーブル いすゞ２ｔ ０７エルフ(H19.1～)用【ローキャブ/ハイキャブ共用】※全３色 [595581-583]（フロントテーブル）[rn]
11-160405,http://tshop.r10s.jp/gold/toproad/img/common_gaisou/wiper/refi-ru_1.jpg?fitin=700:700,680.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > その他,国産♪ POQS グラファイト ワイパーリフィール（ゴム）長さ300mm 6mm幅 1本[TW30][1036-8230],,"【商品名】<br>
国産♪ POQS グラファイト ワイパーリフィール（ゴム）長さ300mm 6mm幅 1本[TW30][1036-8230]
<br><br>
【品番】<br>
■カタログ表示記号<br>
ＴＷ３０<br>
■POQS品番<br>
１０３６－８２３０
<br><br>
【サイズ】<br>
■長さ：３００ｍｍ<br>
■標準ツインレールタイプ６ｍｍ幅(TW型)用
<br><br>
【材質】<br>
■グラファイト（コーティング被膜をダメージから守ります）
<br><br>
【適合車種】<br>

→→適合表よりご確認下さい。

<br><br>
【備考】<br>
■入数：１個
<br><br>
■信頼の国産☆大手自動車メーカーへ純正納入している市光工業(株)製です♪
<br><br>
■ミクロ単位のラバーカットにより抜群の拭き取りを実現！
<br><br>
■撥水コート処理車にもＯＫ！
<br><br>
<font color=""red"">
※初期不良以外のサイズ・車種・年式間違い等による返品は出来ませんので予めご了承下さい。ご購入前に適合車種をご確認下さい。
<br><br>
※在庫状況によってはお取り寄せとなり、２～３日程頂く場合がございます。その際は当店より別途納期のご連絡をさせて頂きます。予めご了承下さい。
</font>",国産♪ POQS グラファイト ワイパーリフィール（ゴム）長さ300mm 6mm幅 1本[TW30][1036-8230]：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤ国産♪ POQS グラファイト ワイパーリフィール（ゴム）長さ300mm 6mm幅 1本[TW30][1036-8230],国産♪ POQS グラファイト ワイパーリフィール（ゴム）長さ300mm 6mm幅 1本[TW30][1036-8230][rn]
11-160406,http://tshop.r10s.jp/gold/toproad/img/common_naisou/mokume/jet/595619_1.jpg?fitin=700:700,3040.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > その他,JET センターテーブル取付ブラケット いすゞ大型ギガ(H6.12～H27.10)用 ■現行ファイブスターギガは不可 ※JET製センターテーブルをギガに取付する際に必要なブラケットです。（テーブル兼用バゲッジスペースがない場合）[595619],,"【商品名】<br>
JET センターテーブル取付ブラケット いすゞ大型ギガ(H6.12～H27.10)用 ■現行ファイブスターギガは不可 ※JET製センターテーブルをギガに取付する際に必要なブラケットです。（テーブル兼用バゲッジスペースがない場合）[595619]
<br><br>
【品番】<br>
■５９５６１９
<br><br>
【適合車種】<br>
■いすゞ大型 ギガ（Ｈ６．１２～Ｈ２７．１０）にＪＥＴ製フロントテーブルを取付する際に必要なブラケットとなります。
<br><br>
※上記年式内でテーブル兼用バゲッジスペース（２枚目画像参照）がない場合にこのブラケットを利用すれば取付可能となります。
<br><br>
<font color=""red"">
※ファイブスターギガ(Ｈ２７．１１～)は取付不可です。<br>
※バゲッジスペースがある車輌はこちらのブラケットは不要です。
</font>
<br><br>
【コメント】<br>
■内装パーツシリーズにセンターテーブル登場！！
<br><br>
≪ＪＥＴ センターテーブルラインナップ≫<br>
●日野大型　グランドプロフィア(Ｈ１５．１１～)用 <font color=""red"">￥２３，０００[税別]</font><br><br>
●ふそう大型　スーパーグレート(Ｈ１９．４～)用 <font color=""red"">￥２３，０００[税別]</font><br><br>
●いすゞ大型　ギガ(Ｈ６．１２～Ｈ２７．１０ ●ファイブスターギガ不可)用 <font color=""red"">￥２２，０００[税別]</font><br>
※いすゞ大型ギガ用取付ブラケット <font color=""red"">￥３，８００[税別]</font><br>
※いすゞ大型ギガ用ドリンクテーブル <font color=""red"">￥５，９８０[税別]</font><br><br>
●日産ＵＤ大型　クオン(Ｈ１７．１１～)用 <font color=""red"">￥２３，８００[税別]</font><br><br>
●日野４ｔ　レンジャープロ標準車(Ｈ１４．１～)用 ※ワイド車不可<font color=""red"">￥２０，０００[税別]</font><br><br>
●ふそう２ｔ　ブルーテックキャンター(Ｈ２２．１１～)用 ※標準／ワイド共用 <font color=""red"">￥１４，８００[税別]</font><br><br>
●いすゞ２ｔ　０７エルフ(Ｈ１９．１～) ※ハイキャブ/ローキャブ共用 <font color=""red"">￥１４，８００[税別]</font>
<br><br>
<font color=""red"">
【注意事項】<br>
※ブラケットを使用してセンターテーブルを設置した車両は点検時等、キャビンを上げる際に本体が落下いたしますので、必ず本体及びブラケットを取り外してからキャビンを上げてください。本体及びブラケットを取り外さずにキャビンを上げた場合思わぬ事故が起こる可能性がございます。
<br><br>
※在庫状況によってはお取り寄せとなり、２～３日程頂く場合がございます。その際は当店より別途納期のご連絡をさせて頂きます。予めご了承下さい。
</font>",JET センターテーブル取付ブラケット いすゞ大型ギガ(H6.12～H27.10)用 ■現行ファイブスターギガは不可 ※JET製センターテーブルをギガに取付する際に必要なブラケットです。（テーブル兼用バゲッジスペースがない場合）[595619]：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤJET センターテーブル取付ブラケット いすゞ大型ギガ(H6.12～H27.10)用 ■現行ファイブスターギガは不可 ※JET製センターテーブルをギガに取付する際に必要なブラケットです。（テーブル兼用バゲッジスペースがない場合）[595619],JET センターテーブル取付ブラケット いすゞ大型ギガ(H6.12～H27.10)用 ■現行ファイブスターギガは不可 ※JET製センターテーブルをギガに取付する際に必要なブラケットです。（テーブル兼用バゲッジスペースがない場合）[595619][rn]
11-160407,http://tshop.r10s.jp/gold/toproad/img/common_mekki_parts/bw/hino_renger_pro/3124116_1.jpg?fitin=700:700,32000.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > その他,フロントオーバーフェンダー２分割 L/Rセット 日野４ｔ レンジャープロ(H13.12～) ※樹脂メッキ 交換式 [3124116],,"【商品名】<br>
フロントオーバーフェンダー２分割 L/Rセット 日野４ｔ レンジャープロ(H13.12～) ※樹脂メッキ 交換式 [3124116]
<br><br>
【品番】<br>
■３１２４１１６
<br><br>
【材質】<br>
■樹脂メッキ
<br><br>
【適合車種】<br>
<font size=""2"" color=""#666666"">
■日野４ｔ　レンジャープロ<br>
（Ｈ１３．１２～）
<br>
<font color=""red"">
※標準・ワイド共用
</font>
</font>
<br><br>
【備考】<br>
■取付位置<br>
※２枚目画像の[２１]となります。<br>
■取付方法<br>
・交換式
<br><br>
<font color=""red"">
※常時在庫していますが店頭でも販売している為、欠品時にはお取り寄せとなり納期約２～４日お時間頂く場合がございます。
<br><br>
※初期不良以外のサイズ・車種・年式間違い等による返品は出来ませんので予めご了承下さい。ご購入前に適合車種をご確認下さい。
</font>",フロントオーバーフェンダー２分割 L/Rセット 日野４ｔ レンジャープロ(H13.12～) ※樹脂メッキ 交換式 [3124116]：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤフロントオーバーフェンダー２分割 L/Rセット 日野４ｔ レンジャープロ(H13.12～) ※樹脂メッキ 交換式 [3124116],フロントオーバーフェンダー２分割 L/Rセット 日野４ｔ レンジャープロ(H13.12～) ※樹脂メッキ 交換式 [3124116][rn]
11-160408,http://tshop.r10s.jp/gold/toproad/img/common_naisou/mokume/jet/595455_1.jpg?fitin=700:700,12640.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > その他,JET インテリア３Ｄパネル 日野４ｔレンジャープロ 標準車(H14.1～)用 オプション６点セット ※全３色【木目調 or 黒木目 or プラネットブルー】 [595455_457] ●セット内容は４枚目画像にてご確認下さい。,,"【商品名】<br>
JET インテリア３Ｄパネル 日野４ｔレンジャープロ 標準車(H14.1～)用 オプション６点セット ※全３色【木目調 or 黒木目 or プラネットブルー】 [595455_457] ●セット内容は４枚目画像にてご確認下さい。
<br><br>
【品番】<br>
※複数色ございますので「色をお選び下さい。」よりご希望の商品を選択するようお願い致します。
<br><br>
■木目調　　　　　【５９５４５５】<br>
■黒木目　　　　　【５９５４５６】<br>
■プラネットブルー【５９５４５７】
<br><br>
【各種仕様】<br>
【材質】<br>
■樹脂<br>
【セット内容】<br>
■４枚目画像にてご確認下さい。<br>
【適合車種】<br>
■日野４ｔ レンジャープロ　（Ｈ１４．１　～）<br>
<font color=""red"">レンジャープロ標準車用です。ワイド車不可ですのでご注意下さい。</font>
<br><br>
【コメント】<br>
■車内をお好きなカラーで演出！！<br>
■車内をオシャレに木目調に出来ます！！
<br><br>
↓↓　ＪＥＴ インテリア３Ｄパネル 商品ラインナップ　↓↓↓<br>
<font color=""blue"">【日野大型 Ｎｅｗプロフィア用】</font><br>
■基本１１点セット <font color=""red"">￥３９，８００[税別]</font><br>
■オプション７点セットＡ <font color=""red"">￥２２，０００[税別]</font><br>
■オプション７点セットＢ <font color=""red"">￥２８，０００[税別]</font>
<br><br>
<font color=""blue"">【日野大型Ｎｅｗプロフィア／４ｔレンジャープロ標準車共用】</font><br>
■Ｎｅｗプロフィア／レンジャープロ [標準車] 共用<br>
インテリア３Ｄドアパネル１２点セット <font color=""red"">￥１９，８００[税別]</font>
<br><br>
<font color=""blue"">【日野４ｔ レンジャープロ 標準車用】</font><br>
■基本８点セット <font color=""red"">￥２６，８００[税別]</font><br>
■オプション６点セット <font color=""red"">￥１５，８００[税別]</font><br>
■オプション７点セット <font color=""red"">￥２５，８００[税別]</font>
<br><br>
<font color=""blue"">【ふそう大型 Ｎｅｗスーパーグレート用】</font><br>
■基本１２点セット <font color=""red"">￥３４，８００[税別]</font><br>
■ドアセット１２点セット <font color=""red"">￥２０，０００[税別]</font><br>
■ダッシュボード上段６点セット <font color=""red"">￥２３，０００[税別]</font><br>
■センターコンソール２０点セット <font color=""red"">￥３９，８００[税別]</font>
<br><br>
<font color=""red"">
【注意事項】<br>
■取付上の注意<br>
1.取付け作業の際は、必ず車を平坦な場所に駐車し、パーキングブレーキレバーを引き、確実にパーキングしてから行ってください。
<br><br>
2.作業中は必ずエンジンを停止し、エンジンキーを抜いてください。
<br><br>
3.商品構成点数が取付説明書通りになっているかを確認してから作業を始めてください。
<br><br>
4.両面テープは一度剥がしてしまうと、粘着力が落ち、貼り直しが効かない場合があります。貼り付けする前に必ず仮合わせを行い、正しい位置に貼り付けしてください。
<br><br>
5.取付け面の汚れや油分を付属のアルコールパットで十分に拭き取ってから、作業を行ってください。油分、汚れが残ってしまいますと、うまく接着できずパネルが剥がれる原因となります。
<br><br>
6.両面テープは硬化するのに最低24時間かかります。貼り付け直後は剥がれやすいため、力を加えないようにしてください。
<br><br>
■免責事項<br>
・ナビ装着車はナビパネルを取り付けできない場合がございます。
<br><br>
・グレード・オプション・装備品等により、一部パーツが取り付けできない、または余る場合があります。
<br><br>
・製品性質上、高温による変形、破損、両面テープの剥がれ等が起こる可能性があります。夏場の車内温度上昇、加熱したお弁当、熱い缶コーヒーやタバコ等、熱が原因による製品変形破損の場合は返品及び交換は承っておりません。サンシェード等を使用するなど、車内の温度対策を必ず行ってください。 
<br><br>
・両面テープは一度剥がしてしまうと、粘着力が落ち、貼り直しが効かない場合があります。その場合は返品交換ができかねますので、ご注意ください。
<br><br>
・貼り直しの際、パネルを無理やり剥がしてしまい破損させてしまった場合は保証対象外になりますので、ご注意ください。
<br><br>
■保証規定<br>
パネルの成型不良、欠損などの初期不良のみ交換対応。
<br><br>
※在庫状況によってはお取り寄せとなり、２～３日程頂く場合がございます。その際は当店より別途納期のご連絡をさせて頂きます。予めご了承下さい。
</font>",JET インテリア３Ｄパネル 日野４ｔレンジャープロ 標準車(H14.1～)用 オプション６点セット ※全３色【木目調 or 黒木目 or プラネットブルー】 [595455_457] ●セット内容は４枚目画像にてご確認下さい。：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤJET インテリア３Ｄパネル 日野４ｔレンジャープロ 標準車(H14.1～)用 オプション６点セット ※全３色【木目調 or 黒木目 or プラネットブルー】 [595455_457] ●セット内容は４枚目画像にてご確認下さい。,JET インテリア３Ｄパネル 日野４ｔレンジャープロ 標準車(H14.1～)用 オプション６点セット ※全３色【木目調 or 黒木目 or プラネットブルー】 [595455_457] ●セット内容は４枚目画像にてご確認下さい。[rn]
11-160409,http://tshop.r10s.jp/gold/toproad/img/common_mekki_parts/jet/front_grip/572254_1.jpg?fitin=700:700,7600.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > その他,JET メッキフロントグリップL/Rセットふそう大型スーパーグレート（Ｈ８．６～）用[572254],,"【商品名】<br>
JET メッキフロントグリップL/Rセットふそう大型スーパーグレート（Ｈ８．６～）用[572254]
<br><br>
【品番】<br>
■５７２２５４
<br><br>
【材質】<br>
■グリップ部：樹脂<br>
■ヒンジ部：ダイキャスト
<br><br>
【適合車種】<br>
■ふそう大型 スーパーグレート（Ｈ８．６～ＯＮ）
<br><br>
<font color=""blue"">
※ＮＥＷスーパーグレート（Ｈ１９．４～）はグリップ形状が若干違いますが正常に装着できます。
<br><br>
※純正グリップを取り外して交換して下さい。取付ボルトやパッキン等は純正品を流用して下さい。
</font>
<br><br>
【備考】<br>
■取付方法<br>
・純正グリップを取り外して交換して下さい。
<br><br>
<font color=""red"">
【注意事項】<br>
※常時在庫していますが店頭でも販売している為、欠品時にはお取り寄せとなり納期約２～３日程お時間頂く場合がございます。予めご了承下さい。
<br><br>
※メール便はお選び頂けません。メール便を選ばれた場合には当店にてヤマト宅急便に切換え、送料を計算しなおして発送させて頂きます。 
</font>",JET メッキフロントグリップL/Rセットふそう大型スーパーグレート（Ｈ８．６～）用[572254]：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤJET メッキフロントグリップL/Rセットふそう大型スーパーグレート（Ｈ８．６～）用[572254],JET メッキフロントグリップL/Rセットふそう大型スーパーグレート（Ｈ８．６～）用[572254][rn]
11-160410,http://tshop.r10s.jp/gold/toproad/img/common_naisou/mokume/jet/595571-573_1.jpg?fitin=700:700,11840.0000,,車用品・バイク用品 > カー用品 > トラック用品 > 外装用品 > その他,JET センターテーブル ふそう２ｔブルーテックキャンター(H22.11～)用【標準/ワイド共用】※全３色 [595571-573]（フロントテーブル）,,"【商品名】<br>
JET センターテーブル ふそう２ｔブルーテックキャンター(H22.11～)用【標準/ワイド共用】※全３色 [595571-573]（フロントテーブル）
<br><br>
【品番】<br>
■ピアノブラック【５９５５７１】<br>
■黒木目　　　　【５９５５７２】<br>
■木目調　　　　【５９５５７３】
<br><br>
<font color=""red"">
※複数色ございますので「色をお選び下さい。」よりご希望の商品を選択するようお願い致します。
</font>
<br><br>
【適合車種】<br>
■ふそう２ｔ ブルーテックキャンター（Ｈ２２．１１～）<br>
<font color=""blue"">※標準／ワイド車共用</font>
<br><br>
【コメント】<br>
■内装パーツシリーズにセンターテーブル登場！！
<br><br>
≪ＪＥＴ センターテーブルラインナップ≫<br>
●日野大型　グランドプロフィア(Ｈ１５．１１～)用 <font color=""red"">￥２３，０００[税別]</font><br><br>
●ふそう大型　スーパーグレート(Ｈ１９．４～)用 <font color=""red"">￥２３，０００[税別]</font><br><br>
●いすゞ大型　ギガ(Ｈ６．１２～Ｈ２７．１０ ●ファイブスターギガ不可)用 <font color=""red"">￥２２，０００[税別]</font><br>
※いすゞ大型ギガ用取付ブラケット <font color=""red"">￥３，８００[税別]</font><br>
※いすゞ大型ギガ用ドリンクテーブル <font color=""red"">￥５，９８０[税別]</font><br><br>
●日産ＵＤ大型　クオン(Ｈ１７．１１～)用 <font color=""red"">￥２３，８００[税別]</font><br><br>
●日野４ｔ　レンジャープロ標準車(Ｈ１４．１～)用 ※ワイド車不可<font color=""red"">￥２０，０００[税別]</font><br><br>
●ふそう２ｔ　ブルーテックキャンター(Ｈ２２．１１～)用 ※標準／ワイド共用 <font color=""red"">￥１４，８００[税別]</font><br><br>
●いすゞ２ｔ　０７エルフ(Ｈ１９．１～) ※ハイキャブ/ローキャブ共用 <font color=""red"">￥１４，８００[税別]</font>
<br><br>
<font color=""red"">
【注意事項】<br>
※常時在庫しておりますが店頭でも販売している為、欠品時にはお取り寄せとなり納期２～３日前後頂いております。その際は別途当店より納期のご連絡をさせて頂きます。
<br><br>
※メール便不可です。メール便を選ばれた場合は当店にてヤマト宅急便に切替えて発送させて頂きます。予めご了承ください。 
</font>",JET センターテーブル ふそう２ｔブルーテックキャンター(H22.11～)用【標準/ワイド共用】※全３色 [595571-573]（フロントテーブル）：トラックショップトップロード仙台,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得トラックトラック用品アンドン板マーカーランプテールランプケミカル用品ミニのぼりのぼりステッカーカッティングトラック　ステッカートラック　カッティングトラック　ミニのぼりステンレス製品ナンバー枠工具箱いすゞ日野ふそうＵＤJET センターテーブル ふそう２ｔブルーテックキャンター(H22.11～)用【標準/ワイド共用】※全３色 [595571-573]（フロントテーブル）,JET センターテーブル ふそう２ｔブルーテックキャンター(H22.11～)用【標準/ワイド共用】※全３色 [595571-573]（フロントテーブル）[rn]
