16-24101,,17658.4000,,花・ガーデン・DIY > DIY・工具 > その他,■〒藤沢工業/ＴＯＫＩＯ 椅子【FST-77AT-NV】(8184964) ＴＯＫＩＯ オフィスチェア Ｔ字肘付 ネイビー 発注単位1,オフィス住設用品\オフィス家具,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>
●コストパフォーマンスに優れ、ロッキング機構付のリーズナブルなオフィスチェアです。<br>
●張地:布張り<br>
●色:ネイビー<br>
●座幅(mm):580<br>
●座奥行(mm):535<br>
●座高(mm):427～512<br>
●組立式<br>
●座上下昇降機能:ガス調節式<br>
●T字肘付タイプ<br>
●背部:PP樹脂成型品・ウレタンフォーム<br>
●座部:PP樹脂成型品・ウレタンフォーム<br>
●脚部:強化樹脂成型品・φ50双輪キャスター<br>
●肘部：ＰＰ樹脂成型品",■〒藤沢工業/ＴＯＫＩＯ 椅子【FST-77AT-NV】(8184964) ＴＯＫＩＯ オフィスチェア Ｔ字肘付 ネイビー 発注単位1：クローバー資材館,■〒藤沢工業/ＴＯＫＩＯ 椅子【FST-77AT-NV】(8184964) ＴＯＫＩＯ オフィスチェア Ｔ字肘付 ネイビー 発注単位1,オフィス住設用品\オフィス家具。■〒藤沢工業/ＴＯＫＩＯ 椅子【FST-77AT-NV】(8184964) ＴＯＫＩＯ オフィスチェア Ｔ字肘付 ネイビー 発注単位1[rn]
16-24102,http://tshop.r10s.jp/clover9608/cabinet/pb2/t010002790564.jpg?fitin=700:700,13095.2000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　収納ケース　キャスター付傾斜棚２段型　７０２Ｘ４３２Ｘ８４４【BF-700C  (ｹｲｼｬﾀﾞﾅﾀｲﾌﾟ)】(5046548) 受注単位1,(5046548),,『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　収納ケース　キャスター付傾斜棚２段型　７０２Ｘ４３２Ｘ８４４【BF-700C  (ｹｲｼｬﾀﾞﾅﾀｲﾌﾟ)】(5046548) 受注単位1：クローバー資材館,『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　収納ケース　キャスター付傾斜棚２段型　７０２Ｘ４３２Ｘ８４４【BF-700C  (ｹｲｼｬﾀﾞﾅﾀｲﾌﾟ)】(5046548) 受注単位1,(5046548)。『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　収納ケース　キャスター付傾斜棚２段型　７０２Ｘ４３２Ｘ８４４【BF-700C  (ｹｲｼｬﾀﾞﾅﾀｲﾌﾟ)】(5046548) 受注単位1[rn]
16-24103,http://tshop.r10s.jp/clover9608/cabinet/pb4/t010004360507.jpg?fitin=700:700,10762.4000,,花・ガーデン・DIY > DIY・工具 > その他,##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ｄ３８０）　片開　５１５ＸＨ８８０　Ｗ色【W301   】() 受注単位1,(4627440),"<br><font size=""4"" color=""""><b>※こちらの商品は規定外の為別途送料\2500がかかります。</b></font><br><font size=""4""><p>納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></p><br><br>",##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ｄ３８０）　片開　５１５ＸＨ８８０　Ｗ色【W301   】() 受注単位1：クローバー資材館,##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ｄ３８０）　片開　５１５ＸＨ８８０　Ｗ色【W301   】() 受注単位1,(4627440)。##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ｄ３８０）　片開　５１５ＸＨ８８０　Ｗ色【W301   】() 受注単位1[rn]
16-24104,http://tshop.r10s.jp/clover9608/cabinet/pb4/t010004360501.jpg?fitin=700:700,22479.2000,,花・ガーデン・DIY > DIY・工具 > その他,##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ｄ４００）　オープン　８８０ＸＨ１７９０【NP603  (ﾈｵｸﾞﾚｰ)】(5119090) 受注単位1,(5119090),"<br><font size=""4"" color=""""><b>※こちらの商品は規定外の為別途送料\2500がかかります。</b></font><br><font size=""4""><p>納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></p><br><br>",##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ｄ４００）　オープン　８８０ＸＨ１７９０【NP603  (ﾈｵｸﾞﾚｰ)】(5119090) 受注単位1：クローバー資材館,##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ｄ４００）　オープン　８８０ＸＨ１７９０【NP603  (ﾈｵｸﾞﾚｰ)】(5119090) 受注単位1,(5119090)。##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ｄ４００）　オープン　８８０ＸＨ１７９０【NP603  (ﾈｵｸﾞﾚｰ)】(5119090) 受注単位1[rn]
16-24105,http://tshop.r10s.jp/clover9608/cabinet/pb4/t010004360456.jpg?fitin=700:700,23009.6000,,花・ガーデン・DIY > DIY・工具 > その他,##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ａ４判Ｄ４００）　両開　Ｈ１１１０【FH40-G11  (H1110MM)】(5206685) 受注単位1,(5206685),"<br><font size=""4"" color=""""><b>※こちらの商品は規定外の為別途送料\2500がかかります。</b></font><br><font size=""4""><p>納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></p><br><br><br>●A4サイズの書類や資料が効率的に収納できます。",##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ａ４判Ｄ４００）　両開　Ｈ１１１０【FH40-G11  (H1110MM)】(5206685) 受注単位1：クローバー資材館,##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ａ４判Ｄ４００）　両開　Ｈ１１１０【FH40-G11  (H1110MM)】(5206685) 受注単位1,(5206685)。##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ａ４判Ｄ４００）　両開　Ｈ１１１０【FH40-G11  (H1110MM)】(5206685) 受注単位1[rn]
16-24106,http://tshop.r10s.jp/clover9608/cabinet/pb4/t010004362297.jpg?fitin=700:700,3445.6000,,花・ガーデン・DIY > DIY・工具 > その他,##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫用棚板　３Ｘ３　深型用【N-33W  (862.5X430MM)】() 受注単位1,(4627032),"<br><font size=""4"" color=""""><b>※こちらの商品は規定外の為別途送料\2000がかかります。</b></font><br><font size=""4""><p>納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></p><br><br><br>●棚板は、収納物に合わせて自在に追加できます。また、取り付け位置も本体のピッチで自在に高さ設定できます。<br>●棚受け金具を左右のスリットに取り付け、その上に棚板を載せるだけで簡単便利です。<br>●保管用途に応じて、自在に棚板が追加できます。<br>●CV型カウンター用追加棚板",##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫用棚板　３Ｘ３　深型用【N-33W  (862.5X430MM)】() 受注単位1：クローバー資材館,##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫用棚板　３Ｘ３　深型用【N-33W  (862.5X430MM)】() 受注単位1,(4627032)。##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫用棚板　３Ｘ３　深型用【N-33W  (862.5X430MM)】() 受注単位1[rn]
16-24107,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010005164844.jpg?fitin=700:700,23770.4000,,花・ガーデン・DIY > DIY・工具 > その他,∀##『カード対応OK！』■〒ナイキ/ナイキ　オープン書庫【NWS-0911N-AW】() 受注単位1,オフィス住設用品\オフィス家具\書庫,"<p><font size=""4"" color=""#0033ff""><b>※こちらの商品は配送地域によって送料が別途発生する場合があります。詳しくはお問い合わせください。</b></font></p><br><font size=""4""><p>納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></p><br><br>",&forall;##『カード対応OK！』■〒ナイキ/ナイキ　オープン書庫【NWS-0911N-AW】() 受注単位1：クローバー資材館,&forall;##『カード対応OK！』■〒ナイキ/ナイキ　オープン書庫【NWS-0911N-AW】() 受注単位1,オフィス住設用品\オフィス家具\書庫。&forall;##『カード対応OK！』■〒ナイキ/ナイキ　オープン書庫【NWS-0911N-AW】() 受注単位1[rn]
16-24108,,50101.6000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』###■〒トラスコ中山/ＴＲＵＳＣＯ【UBW-11】(7658036) Ｕ型壁面書庫　ラテラル４段　Ｈ１０５０　Ｗ色 受注単位1,オフィス住設用品\オフィス家具\書庫,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><font size=""4"" color=""""><b>※こちらの商品は規格外の商品の為、送料が別途発生致します。配送地域によって送料が異なりますので詳しくはお問い合わせください。</b></font><br><br>※追加送料は別途当店からのメールで訂正されます。<br><br>
<br><br>●ひとつの引き出しを引き出すと他の引き出しはロックされ、転倒防止になります。(二重引き出し防止構造)<br>●ダブルサスペンションレールを使用しているため、引き出しの開閉もスムーズです。<br><br><br>●間口(mm)：900<br>●奥行(mm)：450<br>●高さ(mm)：1050<br>●最大積載量(kg/台)：180<br>●設置タイプ：下置き専用<br>●付属品：シリンダ錠、仕切板各段2枚<br>●質量(kg)：70<br>●均等積載量（ｋｇ/段）：60<br>●収納書類：A5、A6、B5、B6<br><br>●完成品<br>●色：ホワイト<br>●連結用ビス付<br><br>●スチール<br>",『カード対応OK！』###■〒トラスコ中山/ＴＲＵＳＣＯ【UBW-11】(7658036) Ｕ型壁面書庫　ラテラル４段　Ｈ１０５０　Ｗ色 受注単位1：クローバー資材館,『カード対応OK！』###■〒トラスコ中山/ＴＲＵＳＣＯ【UBW-11】(7658036) Ｕ型壁面書庫　ラテラル４段　Ｈ１０５０　Ｗ色 受注単位1,オフィス住設用品\オフィス家具\書庫。『カード対応OK！』###■〒トラスコ中山/ＴＲＵＳＣＯ【UBW-11】(7658036) Ｕ型壁面書庫　ラテラル４段　Ｈ１０５０　Ｗ色 受注単位1[rn]
16-24109,http://tshop.r10s.jp/clover9608/cabinet/pb4/t010004360460.jpg?fitin=700:700,25872.8000,,花・ガーデン・DIY > DIY・工具 > その他,##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ａ４判Ｄ４００）ガラス引違Ｗ８８０ＸＨ１１１０【FJG40-G11  (H1110)(ｼﾘﾝﾀﾞｰｼﾞｮﾂｷ)】(5206731) 受注単位1,(5206731),"<br><font size=""4"" color=""""><b>※こちらの商品は規定外の為別途送料\2500がかかります。</b></font><br><font size=""4""><p>納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></p><br><br><br>●A4サイズの書類や資料が効率的に収納できます。",##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ａ４判Ｄ４００）ガラス引違Ｗ８８０ＸＨ１１１０【FJG40-G11  (H1110)(ｼﾘﾝﾀﾞｰｼﾞｮﾂｷ)】(5206731) 受注単位1：クローバー資材館,##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ａ４判Ｄ４００）ガラス引違Ｗ８８０ＸＨ１１１０【FJG40-G11  (H1110)(ｼﾘﾝﾀﾞｰｼﾞｮﾂｷ)】(5206731) 受注単位1,(5206731)。##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ａ４判Ｄ４００）ガラス引違Ｗ８８０ＸＨ１１１０【FJG40-G11  (H1110)(ｼﾘﾝﾀﾞｰｼﾞｮﾂｷ)】(5206731) 受注単位1[rn]
16-24110,http://tshop.r10s.jp/clover9608/cabinet/pb4/t010004360493.jpg?fitin=700:700,3499.2000,,花・ガーデン・DIY > DIY・工具 > その他,##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ａ４判Ｄ４００）ベース　Ｗ８８０ＸＨ６０　Ｗ色【FB40-W06】() 受注単位1,(4626788),"<br><font size=""4"" color=""""><b>※こちらの商品は規定外の為別途送料\2000がかかります。</b></font><br><font size=""4""><p>納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></p><br><br>",##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ａ４判Ｄ４００）ベース　Ｗ８８０ＸＨ６０　Ｗ色【FB40-W06】() 受注単位1：クローバー資材館,##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ａ４判Ｄ４００）ベース　Ｗ８８０ＸＨ６０　Ｗ色【FB40-W06】() 受注単位1,(4626788)。##『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　スタンダード書庫（Ａ４判Ｄ４００）ベース　Ｗ８８０ＸＨ６０　Ｗ色【FB40-W06】() 受注単位1[rn]
16-24111,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010005020245.jpg?fitin=700:700,26109.6000,,花・ガーデン・DIY > DIY・工具 > その他,∀##『カード対応OK！』■〒ナイキ/ナイキ　オープン書庫【CW-0911N-W】() 受注単位1,オフィス住設用品\オフィス家具\書庫,"<p><font size=""4"" color=""#0033ff""><b>※こちらの商品は配送地域によって送料が別途発生する場合があります。詳しくはお問い合わせください。</b></font></p><br><font size=""4""><p>納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></p><br><br><br>●扉もボディも、すべてが洗練されたホワイトカラーの収納庫です。",&forall;##『カード対応OK！』■〒ナイキ/ナイキ　オープン書庫【CW-0911N-W】() 受注単位1：クローバー資材館,&forall;##『カード対応OK！』■〒ナイキ/ナイキ　オープン書庫【CW-0911N-W】() 受注単位1,オフィス住設用品\オフィス家具\書庫。&forall;##『カード対応OK！』■〒ナイキ/ナイキ　オープン書庫【CW-0911N-W】() 受注単位1[rn]
