16-82201,http://tshop.r10s.jp/worldcycle/cabinet/itiran51/gsr-k-hmr-700-tiagra.jpg?fitin=700:700,134400.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【代引不可】GSR Gear HMR-700 TIAGRA(4700)仕様 10段,,"<B>『グッドスマイル 初音ミク AMG』をイメージしたフレームデザイン</B> <BR>・ペダル、スタンドは付属しません。<BR>・※完成車の北海道・沖縄・離島への送料は表示送料に別途加算となります。また、送り先に関わらず配送日時指定はお受けできません。 <BR>・ホワイトとブルーグリーンをベースカラーにピンクとブラックのアクセント、フロントフォークはGTマシンと同じくむき出しのカーボン地に片側のみ虹のライン、更にチェーンステーの内側にもカラフルな虹色グラデーションパターンを入れる事でフレームのプレゼンスを強調しています。  <BR>・ゼッケンナンバー『４』や、シリーズ優勝をした年のエンブレムなど、ディテールまでデザインに拘ったリアルロードバイクの誕生です。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai31/gsr-hmr-700-105-3.jpg"" width=""700"" height=""321"" border=""0"">  <BR>・9000系アルミを採用した本格的なアルミロードバイクです。<BR>9000系アルミとは新規規格の未定義アルミ合金の分類で、Ti(チタン)、Zr(ジルコニウム)、B(ボロン)などの元素を配合した金属です。熱処理型合金で6061と同様の処理を行います。温度・時間などはもちろん専用で特殊です。<BR>  引張り強さ、耐力共に一般的な6061合金より50％上回ります。この値はスカンジウム合金に匹敵する値です。 <BR>  添加物のチタン、ボロンなどは合金中の結晶を細かくして強度を向上させながらも靭性を維持する効果があります。<BR>  このフレームを一言で言うと『硬くてしなやかなフレーム』です。  <BR>・ステアリングコラムにアッパー1-1/8（Φ28.6mm）、ロアー1-1/2（Φ38.1mm）を採用したテーパードインテグラルヘッドでコラム剛性を上げたカーボンフォークを採用しコーナーリング性能を劇的に向上させました。<BR>  またフォークオフセットはXS・Sサイズは52mm、M・Lサイズで45mmとしヘッドアングルとオフセットを最適化してトレール値を最適と言われる57mmに対し、全てのサイズを±4mm以内（54～61mm）を実現しました。<BR>ハンドリングを重視した設計が特徴です。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai31/gsr-hmr-700-1.jpg"" width=""316"" height=""210"" border=""0"">  <BR>・トップチューブ・ダウンチューブ・ヘッドチューブに異型チュービングパイプを採用しています。<BR>  新素材の特性を活かし各所にバテッド・ダブルバテッドを採用し最薄部で0.6mm。しかし、闇雲に軽量化のみを進めた訳でなくENスタンダードもクリアする耐久性を確保しました。また社内でも幾度となくFEM解析を繰り返し妥協しないフレーム作りを行っています。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai31/gsr-hmr-700-tiagra-1.jpg"" width=""700"" height=""764"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai31/gsr-hmr-700-tiagra-2.jpg"" width=""579"" height=""711"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai31/gsr-hmr-700-2.jpg"" width=""700"" height=""250"" border=""0""><BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。",【代引不可】GSR Gear HMR-700 TIAGRA(4700)仕様 10段：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理【代引不可】GSR Gear HMR-700 TIAGRA(4700)仕様 10段,【代引不可】GSR Gear HMR-700 TIAGRA(4700)仕様 10段[rn]
16-82202,http://tshop.r10s.jp/worldcycle/cabinet/itiran52/mrd-l-reacto400-r9.jpg?fitin=700:700,115127.2000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【代引不可】17メリダ REACTO 400 マットブラック/レッド（グレー）,,"※完成車の北海道・沖縄・離島への送料は表示送料に別途加算となります。また、送り先に関わらず配送日時指定はお受けできません。<BR><B>NACA FASTBACKテクノロジーを搭載したアルミエアロレーサー。</B>  <BR>・ペダル、スタンドは付属しません。  <BR>・MERIDA のアルミニウムテクノロジーを結集した、軽量なハイドロフォーミング製法によるアルミニウムエアロフレームを採用。  <BR>・NACA FASTBACKテクノロジーを搭載したアルミロードバイクの常識を覆すアグレッシブなフォルムに、カーボンフォークやShimano105、MERIDA製エアロホイールを装備し、走りを追求したモデル。  <BR>・BB下にリヤブレーキを装着することで空力性能とクリーンなリヤビューを手に入れた。定評のあるShimano 105ダイレクトマウントブレーキを採用。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai32/mrd-l-reacto400-r9-1.jpg"" width=""530"" height=""125"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai32/mrd-l-reacto400-r9-2.jpg"" width=""530"" height=""780"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai32/mrd-l-reacto400-r9-3.jpg"" width=""475"" height=""680"" border=""0""><BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。",【代引不可】17メリダ REACTO 400 マットブラック/レッド（グレー）：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理【代引不可】17メリダ REACTO 400 マットブラック/レッド（グレー）,【代引不可】17メリダ REACTO 400 マットブラック/レッド（グレー）[rn]
16-82203,http://tshop.r10s.jp/worldcycle/cabinet/itiran52/mrd-l-scultur40-g2.jpg?fitin=700:700,100727.2000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【代引不可】17メリダ SCULTURA 400 アントラシート（グリーン（ブラック）,,"※完成車の北海道・沖縄・離島への送料は表示送料に別途加算となります。また、送り先に関わらず配送日時指定はお受けできません。<BR><B>レースにも使える装備を採用したアルミニウムツーリングスペック。</B>  <BR>・ペダル、スタンドは付属しません。    <BR>・上位モデルと同じScultura Lite アルミフレームにリア11速のShimano105を装備し、ツーリング用途でも安心の信頼性と耐久性を実現したモデル。  <BR>・走りに定評のあるMERIDAのトリプルバテッドアルミフレームにより、ヒルクライムレースやグランフォンドなどのイベント参加でも、その性能の高さを体感できるアルミレーシングバイク。  <BR>・ダウンチューブとシートチューブにセミエアロデザインのチューブを採用し空気抵抗を削減。  <BR>・下側に大径ベアリングを採用したX-Taped ヘッドチューブが、高い剛性とカーボンフォークの性能を最大限に活かした走りを実現。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai32/mrd-l-scultur40-ra-1.jpg"" width=""530"" height=""125"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai32/mrd-l-scultur40-ra-2.jpg"" width=""535"" height=""780"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai32/mrd-l-scultur40-ra-3.jpg"" width=""475"" height=""690"" border=""0""><BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。",【代引不可】17メリダ SCULTURA 400 アントラシート（グリーン（ブラック）：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理【代引不可】17メリダ SCULTURA 400 アントラシート（グリーン（ブラック）,【代引不可】17メリダ SCULTURA 400 アントラシート（グリーン（ブラック）[rn]
16-82204,http://tshop.r10s.jp/worldcycle/cabinet/itiran52/mrd-l-ride400-47.jpg?fitin=700:700,105047.2000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【代引不可】17メリダ RIDE 400 メタリックブルー（ブルー/ ホワイト）,,"※完成車の北海道・沖縄・離島への送料は表示送料に別途加算となります。また、送り先に関わらず配送日時指定はお受けできません。<BR><B>Shimano105を採用したハイパフォーマンスアルミエンデュランスバイク。</B>  <BR>・ペダル、スタンドは付属しません。    <BR>・MERIDAのアルミテクノロジーによって、カーボンモデル譲りの快適性を実現した6066高張力トリプルバテッドアルミニウムフレームのRIDE。  <BR>・X-TAPERヘッドチューブにより快適性とハンドリングを両立。  <BR>・掛かりの良さと振動吸収性能を併せ持つコンパクトリヤトライアングルなど、快適性と走りを両立させるテクノロジーを各部に採用。  <BR>・ブレーキ性能にこだわったShimano製デュアルピボットブレーキを採用。  <BR>・カーボンフォークの性能を引き出し、高いコーナリング性能を実現するX-Taperヘッドチューブを採用。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai32/mrd-l-ride400-47-1.jpg"" width=""530"" height=""125"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai32/mrd-l-ride400-47-2.jpg"" width=""530"" height=""780"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai32/mrd-l-ride400-47-3.jpg"" width=""470"" height=""680"" border=""0""><BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。",【代引不可】17メリダ RIDE 400 メタリックブルー（ブルー/ ホワイト）：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理【代引不可】17メリダ RIDE 400 メタリックブルー（ブルー/ ホワイト）,【代引不可】17メリダ RIDE 400 メタリックブルー（ブルー/ ホワイト）[rn]
16-82205,http://tshop.r10s.jp/worldcycle/cabinet/itiran52/mrd-l-scultur70-gc.jpg?fitin=700:700,122327.2000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【代引不可】17メリダ SCULTURA 700 マットブラック/グリーン,,"※完成車の北海道・沖縄・離島への送料は表示送料に別途加算となります。また、送り先に関わらず配送日時指定はお受けできません。<BR><B>カーボンモデルの走りに迫るアルミハイパフォーマンスモデル。</B>  <BR>・ペダル、スタンドは付属しません。    <BR>・MERIDAのアルミニウムテクノロジーの粋を集めたトリプルバテッド・ハイドロフォーミングフレームを採用した、ハイパフォーマンスアルミレーサー。  <BR>・リヤ11速のShimano105を採用し、DT SWISS製ホイールにカーボンフォークをアッセンブルした、ライダーのパフォーマンスを引き出す実戦仕様のアッセンブル。  <BR>・MERIDA本社工場で自社生産されるMERIDAのアルミテクノロジーの粋を集めた高品質なScultura liteフレームを採用。  <BR>・軽量でメンテナンスも容易なPress Fit BBを採用。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai32/mrd-l-scultur70-gc-1.jpg"" width=""535"" height=""145"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai32/mrd-l-scultur70-gc-2.jpg"" width=""530"" height=""780"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai32/mrd-l-scultur70-gc-3.jpg"" width=""475"" height=""685"" border=""0""><BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。",【代引不可】17メリダ SCULTURA 700 マットブラック/グリーン：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理【代引不可】17メリダ SCULTURA 700 マットブラック/グリーン,【代引不可】17メリダ SCULTURA 700 マットブラック/グリーン[rn]
16-82206,http://tshop.r10s.jp/worldcycle/cabinet/itiran39/cvl-j-p5da.jpg?fitin=700:700,1112000.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【代引不可】15サーベロ NEW P5 Dura-Ace,,"※ペダル、スタンドは付属しません。※シートポストのヤグラ形状により、一部のサドル（カーボンレール使用モデル等）は取付できない場合があります。※商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。また、メーカーが発表していない寸法についてはお答えすることができません。フィット感は着用される方によって異なりますので、最適なサイズ等に関するお問い合わせにはお答えできません、あらかじめご了承ください。※完成車の北海道・沖縄・離島への送料は表示送料に別途加算となります。<BR><B><FONT color=""#ff0000"">※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。",【代引不可】15サーベロ NEW P5 Dura-Ace：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理【代引不可】15サーベロ NEW P5 Dura-Ace,【代引不可】15サーベロ NEW P5 Dura-Ace[rn]
16-82207,http://tshop.r10s.jp/worldcycle/cabinet/itiran46/lgu-k-axisb.jpg?fitin=700:700,79200.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【代引不可】16ガノー AXIS BLACK/RED,,"※完成車の北海道・沖縄・離島への送料は表示送料に別途加算となります。<B>エンデュランスライダーにとって最適なモデル。</B>  <BR>・快適な乗り心地と扱いやすさでロングライドに最適です。  <BR>・WEIGHT(カタログ値)：9.15kg (440)  <BR>・ペダル、スタンドは付属しません。  <BR>・適正身長は目安です。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai18/lgu-k-axisb-1.jpg"" width=""521"" height=""378"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai18/lgu-k-steeplex-2.jpg"" width=""521"" height=""191"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai18/lgu-k-axisb-2.jpg"" width=""521"" height=""479"" border=""0""><BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=""#ff0000"">※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。",【代引不可】16ガノー AXIS BLACK/RED：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理【代引不可】16ガノー AXIS BLACK/RED,【代引不可】16ガノー AXIS BLACK/RED[rn]
16-82208,http://tshop.r10s.jp/worldcycle/cabinet/itiran52/bia-l-impulsot-mlg.jpg?fitin=700:700,99960.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【代引不可】17ビアンキ IMPULSO TIAGRA Matt Light Grey,,"※完成車の北海道・沖縄・離島への送料は表示送料に別途加算となります。また、送り先に関わらず配送日時指定はお受けできません。<BR><B>IMPULSO TIAGRA</B>  <BR>・スタンドは付属しません。  <BR>・WEIGHT：9.23kg  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai32/bia-l-impulsot-a-1.jpg"" width=""600"" height=""805"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai32/bia-l-impulsot-a-2.jpg"" width=""600"" height=""222"" border=""0""><BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。",【代引不可】17ビアンキ IMPULSO TIAGRA Matt Light Grey：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理【代引不可】17ビアンキ IMPULSO TIAGRA Matt Light Grey,【代引不可】17ビアンキ IMPULSO TIAGRA Matt Light Grey[rn]
16-82209,http://tshop.r10s.jp/worldcycle/cabinet/itiran46/lgu-k-lgs-hst3w.jpg?fitin=700:700,86400.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【代引不可】16ルイガノ LGS-HST 3 LG WHITE,,"※完成車の北海道・沖縄・離島への送料は表示送料に別途加算となります。<B>走るシチュエーションを選ばない自由なグラベルロードのアルミモデル</B>  <BR>・オールテラインロードシリーズのHSTにアルミモデルが加わりました。  <BR>・基本設計はクロモリモデルのHSTシリーズをそのままに、軽量な6061アルミフレームにストレート形状のアルミフォークをセットしキビキビとした走りが特徴です。  <BR>・タイヤは700×32Cと少し太めのサイズを標準装備することで、荒れた路面を走行してもタイヤが衝撃を吸収しライダーの疲労を最小限に抑えてくれるでしょう。  <BR>・アスファルトの街中やサイクリングロードから未舗装路の林道や河原まで、走る道を選ばないのがオールテラインロード。  <BR>・このバイクの走る場所を選ぶのはライダーであるあなたなのです。  <BR>・スタンドは付属しません。  <BR>・適応身長は目安です。  <BR>・WEIGHTはカタログ値です。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai18/lgu-k-lgs-hst3-1.jpg"" width=""159"" height=""62"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai18/lgu-k-lgs-hst3-4.jpg"" width=""266"" height=""400"" border=""0""><BR>  太いチェーンステーはライダーのペダリングパワーを、しっかりと受け止める。細目のシートステーは路面からの細かな衝撃を吸収し快適なロングライドを約束。エンド部には専用のスタンドを取り付けるためのダボを装備。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai18/lgu-k-lgs-hst3-2.jpg"" width=""266"" height=""400"" border=""0""><BR>  タイヤとのクリアランスを大きくとったシートステーとチェーンステー。タイヤの太さは32Cまで装着することが可能。タイヤには普段の街乗りでも安定した走行が可能な水はけのいいタイヤを採用。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai18/lgu-k-lgs-hst3-3.jpg"" width=""268"" height=""400"" border=""0""><BR>  フロントフォークにもアルミフォークを採用。ダンシングなどではキビキビとした乗り味が楽しめる。フォークオフセットを50にすることでオンロードでのスピード走行時も安定した走りが可能。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai18/lgu-k-lgs-hst3-5.jpg"" width=""696"" height=""734"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai18/lgu-k-lgs-hst3-6.jpg"" width=""700"" height=""398"" border=""0""><BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=""#ff0000"">※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。",【代引不可】16ルイガノ LGS-HST 3 LG WHITE：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理【代引不可】16ルイガノ LGS-HST 3 LG WHITE,【代引不可】16ルイガノ LGS-HST 3 LG WHITE[rn]
16-82210,http://tshop.r10s.jp/worldcycle/cabinet/itiran46/lgu-k-lgs-hst2p.jpg?fitin=700:700,118800.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【代引不可】16ルイガノ LGS-HST 2 PINK,,"※完成車の北海道・沖縄・離島への送料は表示送料に別途加算となります。<B>走るシチュエーションを選ばない自由なクロモリオールテラインロードのセカンドモデル。</B>  <BR>・フレームにはトップモデルのLGS-HST1と同じくCOLUMBUS THORONクロモリフレームを使用しフロントフォークにはアルミフォークを採用。  <BR>・街乗りから週末のツーリングまで幅広い楽しみ方ができるのがオールテラインロードの特徴です。  <BR>・クロモリ独特のしなやかな乗り心地は、きっと何時までも何処までも乗り続けたくなることでしょう。  <BR>・でも時にはロードバイクにも負けないハイスピードな走りも出来てしまう。  <BR>・このバイクには決まった使い方はありません。決めるのはライダーであるあなたです。  <BR>・そんな自由なオールテラインロードの楽しみ方を、是非あなたにも体感していただきたい一台です。  <BR>・スタンドは付属しません。  <BR>・適応身長は目安です。  <BR>・WEIGHTはカタログ値です。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai18/lgu-k-lgs-hst2-2.jpg"" width=""160"" height=""66"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai18/lgu-k-lgs-hst1b-5.jpg"" width=""400"" height=""267"" border=""0""><BR>  大きくカーブした独特な形状のエンド部には、シクロクロスのレースなど実践でも多くの選手が使用し信頼性の高い、対向ピストンの機械式ディスクブレーキ、TRP社SPYERが標準装備。軽い引きとカチッとしたブレーキタッチ、安定した制動力で高いスピード域での走行時も安心。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai18/lgu-k-lgs-hst2-1.jpg"" width=""276"" height=""400"" border=""0""><BR>  フロントフォークにもアルミフォークを採用。ダンシングなどではキビキビとした乗り味が楽しめる。フォークオフセットを50にすることでオンロードでのスピード走行時も安定した走りが可能。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai18/lgu-k-lgs-hst2-3.jpg"" width=""696"" height=""744"" border=""0"">  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai18/lgu-k-lgs-hst2-4.jpg"" width=""700"" height=""395"" border=""0""><BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=""#ff0000"">※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。",【代引不可】16ルイガノ LGS-HST 2 PINK：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理【代引不可】16ルイガノ LGS-HST 2 PINK,【代引不可】16ルイガノ LGS-HST 2 PINK[rn]
