16-129701,http://tshop.r10s.jp/soukai/cabinet/37/4903301219637.jpg?fitin=700:700,228.0000,,美容・コスメ・香水 > ボディケア > ハンドソープ,キレイキレイ 薬用キッチン泡ハンドソープ つめかえ用(180mL)【キレイキレイ】[キレイキレイ キッチン 泡],キレイキレイ / キレイキレイ キッチン 泡,お店TOP＞バス・洗面＞ハンドソープ・消毒用アルコール＞ハンドソープ 詰め替え＞キレイキレイ 薬用キッチン泡ハンドソープ つめかえ用 (180mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z37/z4903301219637.jpg' width='100%'><br><br>商品区分：医薬部外品<br><br>【キレイキレイ 薬用キッチン泡ハンドソープ つめかえ用の商品詳細】<br>●生肉の脂汚れ、生魚のニオイまでしっかり落とすだけでなく、サッとすすげて手肌にやさしい泡で出るタイプのキッチン用ハンドソープ<br>・ひき肉をこねた時などの脂汚れ、手についた生魚のしつこいニオイまでしっかり落とします。<br>・食材を扱う手肌をきちんと殺菌、バイ菌から守り、清潔に保ちます。<br>●100％植物性洗浄成分使用、手肌にやさしい使い心地<br>●きめ細かな泡が汚れをすみずみまでキャッチ、すばやく泡切れ、ぬるつかない洗い上がり<br>●手に香りが残りにくいフレッシュシトラスの香り<br>●つめかえ用<br><br>【成分】<br>有効成分・・・イソプロピルメチルフェノール<br>その他の成分・・・PG、ラウリン酸、ラウリルジメチルアミンオキシド液、水酸化K、ミリスチン酸、モノエタノールアミン、香料、POEオクチルドデシルエーテル、塩化ジメチルジアリルアンモニウム・アクリルアミド共重合体液、EDTA、ポリスチレンエマルション、安息香酸塩、黄4<br>【注意事項】<br>・湿疹、皮ふ炎(かぶれ、ただれ)等の皮ふ障害があるときには、悪化させるおそれがあるので使わない。<br>・使用中、かぶれたり、刺激を感じたときには使用を中止し、商品を持参し医師に相談する。<br>・目に入ったときは、すぐに洗い流す。<br>・乳幼児や認知症の方の誤飲等を防ぐため、置き場所に注意する。<br><br>【ブランド】<br>キレイキレイ<br><br>【発売元、製造元、輸入元又は販売元】<br>ライオン(株)<br><br><font color='red'>歯とお口、カラダのケアに使用する製品（ハミガキ、ハブラシ、ハンドソープなど）： 0120-556-913<br>衣類、住まいのケア、調理に使用する製品（洗剤、柔軟仕上げ剤、台所用洗剤、クッキングペーパーなど）：0120-556-973<br>メディカルケア（バファリン、ストッパ、スマイル、ライオデント、グロモントなど）：0120-813-752<br>害虫の退治（バルサン）：0120-592-803</font><br><br>(詰め替え用 詰替え用 詰替用)<br><br>/(/F264903/F320904/F263603/)/<br><br>ライオン(株)<br>130-8645 東京都墨田区本所1-3-7 ※問い合わせ番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[ハンドソープ・消毒用アルコール/ブランド：キレイキレイ/],キレイキレイ 薬用キッチン泡ハンドソープ つめかえ用(180mL)【キレイキレイ】[キレイキレイ キッチン 泡]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションキレイキレイ 薬用キッチン泡ハンドソープ つめかえ用(180mL)【キレイキレイ】[キレイキレイ キッチン 泡],キレイキレイ / キレイキレイ キッチン 泡。キレイキレイ 薬用キッチン泡ハンドソープ つめかえ用(180mL)【キレイキレイ】[キレイキレイ キッチン 泡][rn]
16-129702,http://tshop.r10s.jp/soukai/cabinet/75/4571113801175.jpg?fitin=700:700,169.6000,,美容・コスメ・香水 > ボディケア > ハンドソープ,薬用 ハンドソープ 泡タイプ フルーツ 詰替用ボトル(450mL),★税抜1900円以上で送料無料★,お店TOP＞バス・洗面＞ハンドソープ・消毒用アルコール＞ハンドソープ 詰め替え＞薬用 ハンドソープ 泡タイプ フルーツ 詰替用ボトル (450mL)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：医薬部外品<br><br>【薬用 ハンドソープ 泡タイプ フルーツ 詰替用ボトルの商品詳細】<br>●殺菌成分イソプロピルメチルフェノール配合のきめ細かい泡が、汚れもニオイも落としバイ菌から守ります<br>●手肌にやさしい天然植物性保湿成分(ソルビット液)配合<br>●手に香りが残りにくいフルーツの香り<br><br>【使用方法】<br>★使用方法<br>・適量を水かぬるま湯で泡立てて使い、その後よくすすいでください。<br>★つめかえ方法<br>・泡用ポンプ容器は、水道水で洗い、よく乾かしてからつめかえてください。<br>・他の容器や水と混ぜないでください。<br>・つめかえ用ボトルは、強く持つと液が飛び出ることがあるので、注意してください。<br>・つめかえ後は必ずキャップをして保管してください。<br><br>【成分】<br>有効成分・・・イソプロピルメチルフェノール<br>その他の成分・・・水、ラウリン酸、水酸化K、ミリスチン酸、PG、ソルビット液、エタノール、ポリスチレン、EDTA-4Na、安息香酸酸Na、モノエタノールアミン、DL-リンゴ酸、香料、[+／-]黄色4号、赤色401号<br>【注意事項】<br>・湿疹、皮ふ炎（かぶれ、ただれ）等皮ふ障害のある時は使用しないでください。<br>・使用中、赤み、かゆみ、刺激などを感じたら使用を中止し、皮膚科医等への相談をおすすめします。そのまま使用を続けると症状が悪化することがございます。<br>・目に入らないよう注意し、入った場合は、こすらずに直ちに水で洗い流してください。<br>・乳幼児の手の届かないところに保管してください。<br>・極端に低温、高温になる場所での保管は避けてください。<br>・つめかえの際は必ず、「泡になるハンドソープ用ボトル」につめかえてご使用ください。<br><br>【発売元、製造元、輸入元又は販売元】<br>ロケット石鹸<br><br>(やくよう はんどそーぷ あわたいぷ ふるーつ つめかえ用 ぼとる 詰替え用 詰換え用 詰め替え用 詰め換え用 詰換用 詰替用)<br><br>ロケット石鹸<br>820-0202 福岡県嘉穂郡稲築町大字山野2091<br>0948-43-0756<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[ハンドソープ・消毒用アルコール],薬用 ハンドソープ 泡タイプ フルーツ 詰替用ボトル(450mL)：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション薬用 ハンドソープ 泡タイプ フルーツ 詰替用ボトル(450mL),★税抜1900円以上で送料無料★。薬用 ハンドソープ 泡タイプ フルーツ 詰替用ボトル(450mL)[rn]
16-129703,http://tshop.r10s.jp/soukai/cabinet/18/4580148910318.jpg?fitin=700:700,2400.0000,,美容・コスメ・香水 > ボディケア > ハンドソープ,メソッド ギフトセット マリン・トリオ(1セット)【メソッド(method)】【送料無料】,メソッド(method)☆送料無料☆,お店TOP＞バス・洗面＞ハンドソープ・消毒用アルコール＞ハンドソープ＞メソッド ギフトセット マリン・トリオ (1セット)<br><br>☆送料無料☆<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z18/z4580148910318.jpg' width='100%'><br><br>【メソッド ギフトセット マリン・トリオの商品詳細】<br>●色と香りで楽しく洗うハンドソープの本体とリフィル(専用ボトル約3回分)、バスルームクリーナーのセットです。<br>＜メソッド ハンドソープ＞<br>●自然由来の洗浄成分、厳選された原料で地球にも手肌にもやさしいハンドソープです。<br>●ココナッツオイル由来の洗浄成分でスッキリきれいに洗い上げます。<br>●アロエベラ成分配合で手肌にしっとりうるおいをあたえます。<br>●リゾート気分が広がるみずみずしいマリンの香り<br>●動物を使った製品テストは一切行っていません。<br>●本体ボトルは100％リサイクルボトル使用<br>●カリム・ラシッドデザインのおしゃれなナミダ型ボトルです。<br>＜バスルームクリーナー＞<br>●爽やかな香りとパワフルな洗浄力でお風呂場の掃除ももっと楽しく！浴槽、浴室の壁、洗面台、蛇口、タイルなどの水アカやせっけんカスをすっきり落とします。<br>●フレッシュで爽やかなスペアミントの香り<br>●ココナッツオイル由来の洗浄成分配合<br><br>【使用方法】<br>★ハンドソープ<br>・初回使用時はポンプ先端を時計回りに回しロックをはずす<br>★ハンドソープ リフィル<br>(1)注ぎ口の根元をつかみ、キャップを回して開ける。<br>(2)注ぎ口をボトルに挿し込み、上から約3cmを残してゆっくりと液を注ぐ。<br>(3)使用後はキャップをしっかり閉めて保管する。<br>★バスルームクリーナー 抗菌タイプ<br>(1)噴射口のダイヤルを「ON」に合わせ、適量をスプレーする。<br>(2)2～3分おいてから水で洗い流す。<br>(3)除菌の場合は10分程度時間をおいてから水で洗い流す。<br><br>【セット詳細】<br>ハンドソープジェル シーミネラルズ 本体・・・354mL*1本<br>ハンドソープジェル シーミネラルズ リフィル・・・1L*1コ<br>バスルームクリーナー 抗菌タイプ スペアミント・・・828mL*1本<br>【成分】<br>ハンドソープ、ハンドソープ リフィル・・・水、ラウリル硫酸Na、デシルグルコシド、塩化Na、アルキル(C10-16)グルコシド、コカミドプロピルベタイン、グリセリン、コカミドプロピルヒドロキシスルタイン、クエン酸、メチルクロロイソチアゾリノン、メチルイソチアゾリノン、塩化Mg、硝酸Mg、クエン酸Na、アロエベラ液汁、酢酸トコフェロール、香料、青1、紫401<br>バスルームクリーナー スペアミント・・・界面活性剤(6％ アルキル硫酸エステル塩)、pH調整剤<br>【注意事項】<br>★ハンドソープ、ハンドソープ リフィル<br>・傷、湿疹等、肌に異常があるときは使用しない。<br>・肌に異常が現れたときは、使用を中止し、皮ふ科医等に相談する。<br>・目に入ったときは、こすらずすぐに洗い流す。<br>・乳幼児の手の届くところに置かない。<br>・直射日光の当たる場所に置かない。<br>★バスルームクリーナー<br>・用途以外には使用しない。<br>・目立たない場所で確かめてから使用する。<br>・他の洗剤と混ぜて使用しない。<br>・換気をよくして使い、使用後は手を水でよく洗う。<br>・目より高いところへはスポンジや布につけて使う。<br>・ダイヤルが「OFF」のままレバーをひかない。スプレーが壊れたり液がもれたりすることがある。<br>・他の容器に移して使わない。<br>・空になったボトルはつめかえなどに使わず処分する。<br>・乳幼児の手の届くところに置かない。<br>・敏感肌の方や長時間使用する場合は炊事用手袋を使う。<br>・高温になる場所、直射日光の当たる場所には置かない。<br>・万一飲み込んだり、目に入ったりした場合は応急処置を行い、医師に相談する。<br><br>【ブランド】<br>メソッド(method)<br><br>【発売元、製造元、輸入元又は販売元】<br>ピー・エー・ディー・ジャパン<br><br>(method マリントリオ)<br><br>/(/F234612/)/<br><br>ピー・エー・ディー・ジャパン<br>150-0022 東京都渋谷区恵比寿南1-16-13 エクセルTYビル2階  ※問い合わせ番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[ハンドソープ・消毒用アルコール/ブランド：メソッド(method)/],メソッド ギフトセット マリン・トリオ(1セット)【メソッド(method)】【送料無料】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションメソッド ギフトセット マリン・トリオ(1セット)【メソッド(method)】【送料無料】,メソッド(method)☆送料無料☆。メソッド ギフトセット マリン・トリオ(1セット)【メソッド(method)】【送料無料】[rn]
16-129704,http://tshop.r10s.jp/soukai/cabinet/11/20511.jpg?fitin=700:700,2080.0000,,美容・コスメ・香水 > ボディケア > ハンドソープ,メソッド ハンドソープ ジェルタイプ 詰替用リフィル フレンチラベンダー(1L*2コセット)【メソッド(method)】【送料無料】,メソッド(method)☆送料無料☆,お店TOP＞バス・洗面＞ハンドソープ・消毒用アルコール＞ハンドソープ 詰め替え＞メソッド ハンドソープ ジェルタイプ 詰替用リフィル フレンチラベンダー (1L*2コセット)<br><br>☆送料無料☆<br><br>【メソッド ハンドソープ ジェルタイプ 詰替用リフィル フレンチラベンダーの商品詳細】<br>●メソッドハンドソープジェルタイプのリフィルです。専用ボトル約3回分<br>●自然由来の洗浄成分、厳選された原料で地球にも手肌にもやさしいハンドソープです。<br>●ココナッツオイル由来の洗浄成分でスッキリきれいに洗い上げます。<br>●アロエベラ成分配合で手肌にしっとりうるおいをあたえます。<br>●ラベンダー、ベルガモット、セージ、カモミールのうっとりするような香りのメドレー。フランスの田舎町、太陽が常に降り注ぐ中で過ごすひとときのようです。リラックスしたい時におすすめです。<br>●動物を使った製品テストは一切行っていません。<br><br>【使用方法】<br>・注ぎ口の根元をつかみ、キャップを回して開け、注ぎ口をボトルに挿し込み、上から約3cmを残してゆっくりと液を注ぐ<br>・使用後はキャップをしっかり閉めて保管する<br><br>【成分】<br>水、ラウリル硫酸Na、デシルグルコシド、塩化Na、アルキル(C10-16)グルコシド、コカミドプロピルベタイン、グリセリン、コカミドプロピルヒドロキシスルタイン、クエン酸、メチルクロロイソチアゾリノン、メチルイソチアゾリノン、塩化Mg、硝酸Mg、クエン酸Na、アロエベラ液汁、酢酸トコフェロール、香料、紫401<br>【注意事項】<br>・傷、湿疹等、肌に異常があるときは使用しない<br>・肌に異常が現れたときは、使用を中止し、皮ふ科医等に相談する<br>・目に入ったときは、こすらずすぐに洗い流す<br>・乳幼児の手の届くところに置かない<br>・直射日光の当たる場所に置かない<br><br>【ブランド】<br>メソッド(method)<br><br>【発売元、製造元、輸入元又は販売元】<br>ピー・エー・ディー・ジャパン<br><br><font color='red'>【問い合わせ番号】<br>エコベール：0120-61-9100<br>メソッド ：0120-551-223<br>ソワンドー：0120-20-5017<br><br>※説明文は単品の内容です。</font><br><br>・単品JAN：817939006542<br><br>ピー・エー・ディー・ジャパン<br>150-0022 東京都渋谷区恵比寿南1-16-13 エクセルTYビル2階  ※問い合わせ番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[ハンドソープ・消毒用アルコール/ブランド：メソッド(method)/],メソッド ハンドソープ ジェルタイプ 詰替用リフィル フレンチラベンダー(1L*2コセット)【メソッド(method)】【送料無料】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションメソッド ハンドソープ ジェルタイプ 詰替用リフィル フレンチラベンダー(1L*2コセット)【メソッド(method)】【送料無料】,メソッド(method)☆送料無料☆。メソッド ハンドソープ ジェルタイプ 詰替用リフィル フレンチラベンダー(1L*2コセット)【メソッド(method)】【送料無料】[rn]
16-129705,http://tshop.r10s.jp/soukai/cabinet/42/817939006542.jpg?fitin=700:700,1040.0000,,美容・コスメ・香水 > ボディケア > ハンドソープ,メソッド ハンドソープ ジェルタイプ 詰替用リフィル フレンチラベンダー(1L)【メソッド(method)】,メソッド(method)★税抜1900円以上で送料無料★,お店TOP＞バス・洗面＞ハンドソープ・消毒用アルコール＞ハンドソープ 詰め替え＞メソッド ハンドソープ ジェルタイプ 詰替用リフィル フレンチラベンダー (1L)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z42/z817939006542.jpg' width='100%'><br><br>【メソッド ハンドソープ ジェルタイプ 詰替用リフィル フレンチラベンダーの商品詳細】<br>●メソッドハンドソープジェルタイプのリフィルです。専用ボトル約3回分<br>●自然由来の洗浄成分、厳選された原料で地球にも手肌にもやさしいハンドソープです。<br>●ココナッツオイル由来の洗浄成分でスッキリきれいに洗い上げます。<br>●アロエベラ成分配合で手肌にしっとりうるおいをあたえます。<br>●ラベンダー、ベルガモット、セージ、カモミールのうっとりするような香りのメドレー。フランスの田舎町、太陽が常に降り注ぐ中で過ごすひとときのようです。リラックスしたい時におすすめです。<br>●動物を使った製品テストは一切行っていません。<br><br>【使用方法】<br>・注ぎ口の根元をつかみ、キャップを回して開け、注ぎ口をボトルに挿し込み、上から約3cmを残してゆっくりと液を注ぐ<br>・使用後はキャップをしっかり閉めて保管する<br><br>【成分】<br>水、ラウリル硫酸Na、デシルグルコシド、塩化Na、アルキル(C10-16)グルコシド、コカミドプロピルベタイン、グリセリン、コカミドプロピルヒドロキシスルタイン、クエン酸、メチルクロロイソチアゾリノン、メチルイソチアゾリノン、塩化Mg、硝酸Mg、クエン酸Na、アロエベラ液汁、酢酸トコフェロール、香料、紫401<br>【注意事項】<br>・傷、湿疹等、肌に異常があるときは使用しない<br>・肌に異常が現れたときは、使用を中止し、皮ふ科医等に相談する<br>・目に入ったときは、こすらずすぐに洗い流す<br>・乳幼児の手の届くところに置かない<br>・直射日光の当たる場所に置かない<br><br>【ブランド】<br>メソッド(method)<br><br>【発売元、製造元、輸入元又は販売元】<br>ピー・エー・ディー・ジャパン<br><br><font color='red'>【問い合わせ番号】<br>エコベール：0120-61-9100<br>メソッド　：0120-551-223<br>ソワンドー：0120-20-5017<br></font><br><br>/(/F269502/)/<br><br>ピー・エー・ディー・ジャパン<br>150-0022 東京都渋谷区恵比寿南1-16-13 エクセルTYビル2階  ※問い合わせ番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[ハンドソープ・消毒用アルコール/ブランド：メソッド(method)/],メソッド ハンドソープ ジェルタイプ 詰替用リフィル フレンチラベンダー(1L)【メソッド(method)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションメソッド ハンドソープ ジェルタイプ 詰替用リフィル フレンチラベンダー(1L)【メソッド(method)】,メソッド(method)★税抜1900円以上で送料無料★。メソッド ハンドソープ ジェルタイプ 詰替用リフィル フレンチラベンダー(1L)【メソッド(method)】[rn]
16-129706,http://tshop.r10s.jp/soukai/cabinet/68/4954540140268.jpg?fitin=700:700,440.0000,,美容・コスメ・香水 > ボディケア > ハンドソープ,リーフ＆ボタニクス ハンドソープ ラベンダー 詰替用(230mL)【L&B(リーフ＆ボタニクス)】,L&amp;B(リーフ＆ボタニクス)★税抜1900円以上で送料無料★,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞バス・洗面＞ハンドソープ・消毒用アルコール＞自然派ハンドソープ・敏感肌ハンドソープ＞リーフ＆ボタニクス ハンドソープ ラベンダー 詰替用 (230mL)<br><br>★税抜1900円以上で送料無料★<br><br>【リーフ＆ボタニクス ハンドソープ ラベンダー 詰替用の商品詳細】<br>●植物性オイルからつくった液体せっけん<br>●豊かな泡立ちと素早い泡切れで、手肌を清潔にします。<br>●ラベンダー精油のクリアな香り<br><br>【使用方法】<br>・適量を直接手に取り、泡立てて使用します。<br>・本品は詰替用です。必ず本体容器に詰め替えてご使用ください。<br>・ボトル・ポンプをよく洗い、十分に乾燥させてから全量詰め替えます。<br>・詰め替え後は、下に印字してある製造番号(4桁の英数字)を控えておいてください。お問い合わせの際に必要な場合があります。<br><br>【成分】<br>カリ石ケン素地、水、グリセリン、ラベンダー油、アロエベラ葉エキス、BG、トコフェロール、グルコン酸Na、グルタミン酸ジ酢酸4Na、ヒドロキシプロピルメチルセルロース、グリコール酸Na<br>【注意事項】<br>・お肌に異常があるとき、またお肌に合わないときはご使用をおやめください。<br>・直射日光や高温低温・多湿を避けて保管し、お早めにご使用ください。<br>・天然成分を使用しているため香りや色調に差が生じる場合がありますが、ご使用上支障はありません。<br><br>【ブランド】<br>L&B(リーフ＆ボタニクス)<br><br>【発売元、製造元、輸入元又は販売元】<br>松山油脂<br><br>(LEAF＆BOTANICS LAVENDER HAND SOAP 詰換え用 詰替え用 詰め替え用 つめかえ用)<br><br>松山油脂<br>131-0042 東京都墨田区東墨田2-17-8<br>0120-800642<br><br>広告文責：株式会社爽快ドラッグ<br><br>[ハンドソープ・消毒用アルコール/ブランド：L&B(リーフ＆ボタニクス)/],リーフ＆ボタニクス ハンドソープ ラベンダー 詰替用(230mL)【L&amp;B(リーフ＆ボタニクス)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションリーフ＆ボタニクス ハンドソープ ラベンダー 詰替用(230mL)【L&amp;B(リーフ＆ボタニクス)】,L&amp;B(リーフ＆ボタニクス)★税抜1900円以上で送料無料★。リーフ＆ボタニクス ハンドソープ ラベンダー 詰替用(230mL)【L&amp;B(リーフ＆ボタニクス)】[rn]
16-129707,http://tshop.r10s.jp/soukai/cabinet/12/20512.jpg?fitin=700:700,2080.0000,,美容・コスメ・香水 > ボディケア > ハンドソープ,メソッド ハンドソープ ジェルタイプ 詰替用リフィル ピンクグレープフルーツ(1L*2コセット)【メソッド(method)】【送料無料】,メソッド(method)☆送料無料☆,お店TOP＞バス・洗面＞ハンドソープ・消毒用アルコール＞ハンドソープ 詰め替え＞メソッド ハンドソープ ジェルタイプ 詰替用リフィル ピンクグレープフルーツ (1L*2コセット)<br><br>☆送料無料☆<br><br>【メソッド ハンドソープ ジェルタイプ 詰替用リフィル ピンクグレープフルーツの商品詳細】<br>●メソッドハンドソープジェルタイプのリフィルです。専用ボトル約3回分<br>●自然由来の洗浄成分、厳選された原料で地球にも手肌にもやさしいハンドソープです。<br>●ココナッツオイル由来の洗浄成分でスッキリきれいに洗い上げます。<br>●アロエベラ成分配合で手肌にしっとりうるおいをあたえます。<br>●ピンクグレープフルーツ、ブラッドオレンジ、カシスのリフレッシュするような香りで毎日ハッピーに。知らないうちにスキップをしてしまう、そんな香りです。洗った後もふんわり香ります。<br>●動物を使った製品テストは一切行っていません。<br><br>【使用方法】<br>・注ぎ口の根元をつかみ、キャップを回して開け、注ぎ口をボトルに挿し込み、上から約3cmを残してゆっくりと液を注ぐ<br>・使用後はキャップをしっかり閉めて保管する<br><br>【成分】<br>水、ラウリル硫酸Na、デシルグルコシド、塩化Na、アルキル(C10-16)グルコシド、コカミドプロピルベタイン、グリセリン、コカミドプロピルヒドロキシスルタイン、クエン酸、メチルクロロイソチアゾリノン、メチルイソチアゾリノン、塩化Mg、硝酸Mg、クエン酸Na、アロエベラ液汁、酢酸トコフェロール、香料、赤227、赤504<br>【注意事項】<br>・傷、湿疹等、肌に異常があるときは使用しない<br>・肌に異常が現れたときは、使用を中止し、皮ふ科医等に相談する<br>・目に入ったときは、こすらずすぐに洗い流す<br>・乳幼児の手の届くところに置かない<br>・直射日光の当たる場所に置かない<br><br>【ブランド】<br>メソッド(method)<br><br>【発売元、製造元、輸入元又は販売元】<br>ピー・エー・ディー・ジャパン<br><br><font color='red'>【問い合わせ番号】<br>エコベール：0120-61-9100<br>メソッド ：0120-551-223<br>ソワンドー：0120-20-5017<br><br>※説明文は単品の内容です。</font><br><br>・単品JAN：817939006559<br><br>ピー・エー・ディー・ジャパン<br>150-0022 東京都渋谷区恵比寿南1-16-13 エクセルTYビル2階  ※問い合わせ番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[ハンドソープ・消毒用アルコール/ブランド：メソッド(method)/],メソッド ハンドソープ ジェルタイプ 詰替用リフィル ピンクグレープフルーツ(1L*2コセット)【メソッド(method)】【送料無料】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションメソッド ハンドソープ ジェルタイプ 詰替用リフィル ピンクグレープフルーツ(1L*2コセット)【メソッド(method)】【送料無料】,メソッド(method)☆送料無料☆。メソッド ハンドソープ ジェルタイプ 詰替用リフィル ピンクグレープフルーツ(1L*2コセット)【メソッド(method)】【送料無料】[rn]
16-129708,http://tshop.r10s.jp/soukai/cabinet/59/817939006559.jpg?fitin=700:700,1040.0000,,美容・コスメ・香水 > ボディケア > ハンドソープ,メソッド ハンドソープ ジェルタイプ 詰替用リフィル ピンクグレープフルーツ(1L)【メソッド(method)】,メソッド(method)★税抜1900円以上で送料無料★,お店TOP＞バス・洗面＞ハンドソープ・消毒用アルコール＞ハンドソープ 詰め替え＞メソッド ハンドソープ ジェルタイプ 詰替用リフィル ピンクグレープフルーツ (1L)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z59/z817939006559.jpg' width='100%'><br><br>【メソッド ハンドソープ ジェルタイプ 詰替用リフィル ピンクグレープフルーツの商品詳細】<br>●メソッドハンドソープジェルタイプのリフィルです。専用ボトル約3回分<br>●自然由来の洗浄成分、厳選された原料で地球にも手肌にもやさしいハンドソープです。<br>●ココナッツオイル由来の洗浄成分でスッキリきれいに洗い上げます。<br>●アロエベラ成分配合で手肌にしっとりうるおいをあたえます。<br>●ピンクグレープフルーツ、ブラッドオレンジ、カシスのリフレッシュするような香りで毎日ハッピーに。知らないうちにスキップをしてしまう、そんな香りです。洗った後もふんわり香ります。<br>●動物を使った製品テストは一切行っていません。<br><br>【使用方法】<br>・注ぎ口の根元をつかみ、キャップを回して開け、注ぎ口をボトルに挿し込み、上から約3cmを残してゆっくりと液を注ぐ<br>・使用後はキャップをしっかり閉めて保管する<br><br>【成分】<br>水、ラウリル硫酸Na、デシルグルコシド、塩化Na、アルキル(C10-16)グルコシド、コカミドプロピルベタイン、グリセリン、コカミドプロピルヒドロキシスルタイン、クエン酸、メチルクロロイソチアゾリノン、メチルイソチアゾリノン、塩化Mg、硝酸Mg、クエン酸Na、アロエベラ液汁、酢酸トコフェロール、香料、赤227、赤504<br>【注意事項】<br>・傷、湿疹等、肌に異常があるときは使用しない<br>・肌に異常が現れたときは、使用を中止し、皮ふ科医等に相談する<br>・目に入ったときは、こすらずすぐに洗い流す<br>・乳幼児の手の届くところに置かない<br>・直射日光の当たる場所に置かない<br><br>【ブランド】<br>メソッド(method)<br><br>【発売元、製造元、輸入元又は販売元】<br>ピー・エー・ディー・ジャパン<br><br><font color='red'>【問い合わせ番号】<br>エコベール：0120-61-9100<br>メソッド　：0120-551-223<br>ソワンドー：0120-20-5017<br></font><br><br>/(/F269502/F234607/)/<br><br>ピー・エー・ディー・ジャパン<br>150-0022 東京都渋谷区恵比寿南1-16-13 エクセルTYビル2階  ※問い合わせ番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[ハンドソープ・消毒用アルコール/ブランド：メソッド(method)/],メソッド ハンドソープ ジェルタイプ 詰替用リフィル ピンクグレープフルーツ(1L)【メソッド(method)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションメソッド ハンドソープ ジェルタイプ 詰替用リフィル ピンクグレープフルーツ(1L)【メソッド(method)】,メソッド(method)★税抜1900円以上で送料無料★。メソッド ハンドソープ ジェルタイプ 詰替用リフィル ピンクグレープフルーツ(1L)【メソッド(method)】[rn]
