16-14301,,7234.4000,,家電 > 住宅設備家電 > その他住宅設備家電,■〒三菱マテリアルツールズ（株）/三菱　Ｍ級ダイヤコート【CNMG120416-RM  MC7015】(6636012)受注単位:10,切削工具\旋削・フライス加工工具\チップ,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>",■〒三菱マテリアルツールズ（株）/三菱　Ｍ級ダイヤコート【CNMG120416-RM  MC7015】(6636012)受注単位:10：クローバー資材館,■〒三菱マテリアルツールズ（株）/三菱　Ｍ級ダイヤコート【CNMG120416-RM  MC7015】(6636012)受注単位:10,切削工具\旋削・フライス加工工具\チップ。■〒三菱マテリアルツールズ（株）/三菱　Ｍ級ダイヤコート【CNMG120416-RM  MC7015】(6636012)受注単位:10[rn]
16-14302,,89856.0000,,家電 > 住宅設備家電 > その他住宅設備家電,■〒サンドビック（株）/サンドビック　コロボア８２５　アダプタ【C5-R825B-AAD081A】(6089704)受注単位:1,切削工具\旋削・フライス加工工具\ホルダー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>",■〒サンドビック（株）/サンドビック　コロボア８２５　アダプタ【C5-R825B-AAD081A】(6089704)受注単位:1：クローバー資材館,■〒サンドビック（株）/サンドビック　コロボア８２５　アダプタ【C5-R825B-AAD081A】(6089704)受注単位:1,切削工具\旋削・フライス加工工具\ホルダー。■〒サンドビック（株）/サンドビック　コロボア８２５　アダプタ【C5-R825B-AAD081A】(6089704)受注単位:1[rn]
16-14303,,5499.2000,,家電 > 住宅設備家電 > その他住宅設備家電,■〒（株）イチグチ/ＡＣ　コーンペーパーＬ・Ｚ　小　＃１２０【CPL-S-Z-120】(4070551)受注単位:50,作業用品\研削研磨用品\ハンド用ドラム・研磨バンド,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
●従来のコーンペーパーに比べ、ロングサイズなので作業効率がアップしました。●ソフトな専用ホルダーでなじみよくスムースな研磨作業ができます。●アルミホイル、アルミダイキャストなどの曲面、内面の研磨。●最高使用回転数(rpm):20000●内径(mm):12●幅(mm):40●粒度(#):120●質量(g):2●ジルコニア●使用される回転工具の取扱説明書をよくお読み頂き、回転数・回転方向・直径・穴径・軸径等の使用条件が適合する事をご確認ください。",■〒（株）イチグチ/ＡＣ　コーンペーパーＬ・Ｚ　小　＃１２０【CPL-S-Z-120】(4070551)受注単位:50：クローバー資材館,■〒（株）イチグチ/ＡＣ　コーンペーパーＬ・Ｚ　小　＃１２０【CPL-S-Z-120】(4070551)受注単位:50,作業用品\研削研磨用品\ハンド用ドラム・研磨バンド。■〒（株）イチグチ/ＡＣ　コーンペーパーＬ・Ｚ　小　＃１２０【CPL-S-Z-120】(4070551)受注単位:50[rn]
16-14304,,7234.4000,,家電 > 住宅設備家電 > その他住宅設備家電,■〒三菱マテリアルツールズ（株）/三菱　Ｍ級ダイヤコート【CNMG120408-LP  UE6105】(6638031)受注単位:10,切削工具\旋削・フライス加工工具\チップ,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>",■〒三菱マテリアルツールズ（株）/三菱　Ｍ級ダイヤコート【CNMG120408-LP  UE6105】(6638031)受注単位:10：クローバー資材館,■〒三菱マテリアルツールズ（株）/三菱　Ｍ級ダイヤコート【CNMG120408-LP  UE6105】(6638031)受注単位:10,切削工具\旋削・フライス加工工具\チップ。■〒三菱マテリアルツールズ（株）/三菱　Ｍ級ダイヤコート【CNMG120408-LP  UE6105】(6638031)受注単位:10[rn]
16-14305,,1017.6000,,家電 > 住宅設備家電 > その他住宅設備家電,■〒オーエスジー（株）/ＯＳＧ　超硬エンドミル　ＷＸＬ　２刃　１．５Ｄ刃長【WXL-1.5D-DE-1  (3181810)】(6325939)受注単位:1,切削工具\旋削・フライス加工工具\超硬スクエアエンドミル,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>",■〒オーエスジー（株）/ＯＳＧ　超硬エンドミル　ＷＸＬ　２刃　１．５Ｄ刃長【WXL-1.5D-DE-1  (3181810)】(6325939)受注単位:1：クローバー資材館,■〒オーエスジー（株）/ＯＳＧ　超硬エンドミル　ＷＸＬ　２刃　１．５Ｄ刃長【WXL-1.5D-DE-1  (3181810)】(6325939)受注単位:1,切削工具\旋削・フライス加工工具\超硬スクエアエンドミル。■〒オーエスジー（株）/ＯＳＧ　超硬エンドミル　ＷＸＬ　２刃　１．５Ｄ刃長【WXL-1.5D-DE-1  (3181810)】(6325939)受注単位:1[rn]
16-14306,,11147.2000,,家電 > 住宅設備家電 > その他住宅設備家電,■〒三菱マテリアルツールズ（株）/三菱　Ｍ級ダイヤコート【TNMG220408-RM  MC7015】(6636683)受注単位:10,切削工具\旋削・フライス加工工具\チップ,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>",■〒三菱マテリアルツールズ（株）/三菱　Ｍ級ダイヤコート【TNMG220408-RM  MC7015】(6636683)受注単位:10：クローバー資材館,■〒三菱マテリアルツールズ（株）/三菱　Ｍ級ダイヤコート【TNMG220408-RM  MC7015】(6636683)受注単位:10,切削工具\旋削・フライス加工工具\チップ。■〒三菱マテリアルツールズ（株）/三菱　Ｍ級ダイヤコート【TNMG220408-RM  MC7015】(6636683)受注単位:10[rn]
16-14307,,420.0000,,家電 > 住宅設備家電 > その他住宅設備家電,■〒ユニカ（株）/ユニカ　ノンスリップドリル　ＢＮタイプ　ＢＮ２．８×８５【BN2.8X85】(4487648)受注単位:1,切削工具\穴あけ工具\コンクリートドリル,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
●シャンクに刻まれた「スリップ止め」により、スピード、耐久性がアップしました。●特殊研磨の超硬チップの採用により、振動ドリルによる高トルクでスピーディーなコンクリート穿孔を可能にしました。●被削材：コンクリート、ブロック、レンガ、モルタル、石こうボード、ＡＬＣ板など。●刃径(mm):2.8●有効長(mm):50●全長(mm):85●シャンク径(mm):2.5●質量(g):8●適合機種:振動ドリル●刃部:超硬チップ●合金鋼",■〒ユニカ（株）/ユニカ　ノンスリップドリル　ＢＮタイプ　ＢＮ２．８&times;８５【BN2.8X85】(4487648)受注単位:1：クローバー資材館,■〒ユニカ（株）/ユニカ　ノンスリップドリル　ＢＮタイプ　ＢＮ２．８&times;８５【BN2.8X85】(4487648)受注単位:1,切削工具\穴あけ工具\コンクリートドリル。■〒ユニカ（株）/ユニカ　ノンスリップドリル　ＢＮタイプ　ＢＮ２．８&times;８５【BN2.8X85】(4487648)受注単位:1[rn]
16-14308,,1018.4000,,家電 > 住宅設備家電 > その他住宅設備家電,■〒Ｗｅｒａ社/Ｗｅｒａ　サイクロップラチェット用ソケット　１／２　２７．０ｍｍ【3615】(4317386)受注単位:1,作業用品\作業灯・照明用品\装置照明,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
●対辺六角形状タイプのソケットです。●差込角(mm):12.7●全長(mm):40.0●対辺寸法(mm):27.0●質量(g):146.5●サイクロップラチェット１／２用ソケット●クロムメッキ仕上げ",■〒Ｗｅｒａ社/Ｗｅｒａ　サイクロップラチェット用ソケット　１／２　２７．０ｍｍ【3615】(4317386)受注単位:1：クローバー資材館,■〒Ｗｅｒａ社/Ｗｅｒａ　サイクロップラチェット用ソケット　１／２　２７．０ｍｍ【3615】(4317386)受注単位:1,作業用品\作業灯・照明用品\装置照明。■〒Ｗｅｒａ社/Ｗｅｒａ　サイクロップラチェット用ソケット　１／２　２７．０ｍｍ【3615】(4317386)受注単位:1[rn]
16-14309,,1144.8000,,家電 > 住宅設備家電 > その他住宅設備家電,■〒トラスコ中山（株）/ＴＲＵＳＣＯ　軸付砥石Ａ　砲弾型　Φ２５Ｘ幅３８Ｘ軸６　＃３６　５本入【MA-720P                              (P)】(1267477)受注単位:1,(1267477),"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
●一般鋼材、鋳物、炭素鋼の生材用です。●靭性の高いA（アランダム）砥材で作られた軸付砥石です。一般研削に幅広く使用できます。●高硬度A（ブルー）軸付砥石。最適:鋳物、一般鋼材、低炭素鋼、炭素鋼（生材）。適:ダクタイル、マレアブル、ミーハーナイト、炭素工具鋼（SK）。●外径(mm):25●形状:砲弾●最高使用回転数(rpm):19200●軸径(mm):6●軸長(mm):36●幅(mm):38●粒度(#):36●質量(g):230●適合工具:トラスコ（エアグラインダー）、ミニター（ミニモ）、ナカニシ（エレクターGX）、UHT（マイクロハンドソールシリーズ）、日東工器（エアソニック）、ユタニ（ペンシルグラインダー）、ヨコタ（ミゼットグラインダー）、NPK（ダイグラインダー）、不二（べビーグラインダー）、浦和工業（ロータリーハンドピース）、ベッセル（エアマイクログラインダー）、スーパー（マイクロエアグラインダー）、日本精密機械工作（リューター）、ムラキ（ゼムニューモーター φ6mm、ニューモーター φ6mm）●軸：スチール(S45C)●作業時は必ず安全帽、安全メガネ等の保護具をご着用ください。",■〒トラスコ中山（株）/ＴＲＵＳＣＯ　軸付砥石Ａ　砲弾型　Φ２５Ｘ幅３８Ｘ軸６　＃３６　５本入【MA-720P                              (P)】(1267477)受注単位:1：クローバー資材館,■〒トラスコ中山（株）/ＴＲＵＳＣＯ　軸付砥石Ａ　砲弾型　Φ２５Ｘ幅３８Ｘ軸６　＃３６　５本入【MA-720P                              (P)】(1267477)受注単位:1,(1267477)。■〒トラスコ中山（株）/ＴＲＵＳＣＯ　軸付砥石Ａ　砲弾型　Φ２５Ｘ幅３８Ｘ軸６　＃３６　５本入【MA-720P                              (P)】(1267477)受注単位:1[rn]
16-14310,,7940.0000,,家電 > 住宅設備家電 > その他住宅設備家電,■〒サンドビック（株）/サンドビック　Ｔ－Ｍａｘ　Ｐ　旋削用ネガ・チップ　２０２５【CNMG 12 04 04-QM  2025】(6095607)受注単位:10,切削工具\旋削・フライス加工工具\チップ,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>",■〒サンドビック（株）/サンドビック　Ｔ&minus;Ｍａｘ　Ｐ　旋削用ネガ・チップ　２０２５【CNMG 12 04 04-QM  2025】(6095607)受注単位:10：クローバー資材館,■〒サンドビック（株）/サンドビック　Ｔ&minus;Ｍａｘ　Ｐ　旋削用ネガ・チップ　２０２５【CNMG 12 04 04-QM  2025】(6095607)受注単位:10,切削工具\旋削・フライス加工工具\チップ。■〒サンドビック（株）/サンドビック　Ｔ&minus;Ｍａｘ　Ｐ　旋削用ネガ・チップ　２０２５【CNMG 12 04 04-QM  2025】(6095607)受注単位:10[rn]
16-14311,,622.4000,,家電 > 住宅設備家電 > その他住宅設備家電,■〒アメリカン電機（株）/アメリカン電機　引掛形　ナイロンコネクタボディ　２Ｐ１５Ａ２５０Ｖ【2124N】(4419405)受注単位:1,生産加工用品\電設配線部品\プラグ・コンセント,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
●耐熱性・耐油性・耐摩耗性・耐薬品性に優れているナイロン樹脂製です。●２１２２ＮとＺ０３５３（防水カプラ）との組み合わせで防水対応が可能です。●定格:2P15A250V●適用電線(mm[[の2乗]]):2PNCT2●防水:×●質量(g)：32.7",■〒アメリカン電機（株）/アメリカン電機　引掛形　ナイロンコネクタボディ　２Ｐ１５Ａ２５０Ｖ【2124N】(4419405)受注単位:1：クローバー資材館,■〒アメリカン電機（株）/アメリカン電機　引掛形　ナイロンコネクタボディ　２Ｐ１５Ａ２５０Ｖ【2124N】(4419405)受注単位:1,生産加工用品\電設配線部品\プラグ・コンセント。■〒アメリカン電機（株）/アメリカン電機　引掛形　ナイロンコネクタボディ　２Ｐ１５Ａ２５０Ｖ【2124N】(4419405)受注単位:1[rn]
