16-12601,http://tshop.r10s.jp/akibamac/cabinet/03892613/4988755014083.jpg?fitin=700:700,6624.0000,,パソコン・周辺機器 > PCパーツ > その他,【送料無料】玄人志向KRPW-PB700W/85+ (700W),,80PLUS BRONZE認証取得/+12V重視合計54Aシングルレーン出力/12cm静音ファン＆ファンコントロール機能搭載/プラグイン仕様ながら奥行14cm筐体/Active PFC & ErP Lot6 2013 Ready!/ATX12V Ver.2.4デザインガイドに準拠/700W電源,【送料無料】玄人志向KRPW-PB700W/85+ (700W)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】玄人志向KRPW-PB700W/85+ (700W),【送料無料】玄人志向KRPW-PB700W/85+ (700W)[rn]
16-12602,http://tshop.r10s.jp/akibamac/cabinet/01879786/4997401139063.jpg?fitin=700:700,13333.6000,,パソコン・周辺機器 > PCパーツ > その他,【送料無料】SilverStoneSTRIDER SST-ST85F-P,,◆80PLUS Silver認証取得◆必要なケーブルだけを接続することで、配線のわずらわしさやエアフローの改善に役立つフルモジュラーケーブル方式◆マルチCPUを使用するサーバー、ワークステーションや、マルチVGAを利用する場合に安定した+12V供給が可能です。◆超静音タイプの13.5cmボールベアリングファンをインテリジェントコントロール。電源の負荷に応じて19～36dBAで動作。◆Active PFC搭載。◆ATX12V 2.3およびEPS12V 2.93に対応。◆マルチCPUサーバーなどに対応できる、EPS 8ピンコネクタを2本用意。◆グラフィックカード用電源コネクタを豊富に用意。SLIやCrossFireXに対応。◆工業グレードの保護機能：OCP(過電流保護)、OPP(過負荷保護)、OVP(過電圧保護)、SCP(短絡保護)、UVP(不足電圧保護)、NLO(無負荷運転)、OTP(過温度保護),【送料無料】SilverStoneSTRIDER SST-ST85F-P：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】SilverStoneSTRIDER SST-ST85F-P,。【送料無料】SilverStoneSTRIDER SST-ST85F-P[rn]
16-12603,http://tshop.r10s.jp/akibamac/cabinet/05264069/4534782948541.jpg?fitin=700:700,5984.0000,,パソコン・周辺機器 > PCパーツ > その他,【送料無料】恵安KT-AP500-AXG HC (80Plus Gold認証取得/500W) KEIAN KT-AP500-AXG HC,,■80 Plus Gold取得：電源の負荷率が【20%時＝87%以上】【50%時＝90%以上】【100%時＝87%以上】の高変換効率を実現。 損失電力を少なくし、内部部品の発熱を低減する事で、製品の長寿命化にも効果があります。<br>■2ボールベアリングファン：耐久性・信頼性に優れた静音2ボールベアリングファン搭載<br>■Active PFC搭載、低電圧環境にも対応：ActivePFCを搭載し、力率を改善し、入力電力のロスを低減、100-240Vのインプットレンジに対応し、100V以下の低電圧環境でも安定動作を実現します。<br>■全ての台湾製コンデンサに105℃品を採用：全ての電解コンデンサに台湾製105℃コンデンサを採用。 電源の信頼性を高め、長期間の使用でも高い安定性を実現します。<br>■12Vシングルレーン：ハイエンドVGAにも対応可能な+12Vdシングルレーン設計<br>■各種安全規格を取得：UL、CB、TUV、FCC等各種安全規格を取得。<br>■各種安全回路を搭載：過電流保護回路(OCP) / 過電圧保護回路(OVP) / ショート防止回路(SCP) / 過負荷保護回路(OPP) / 低電圧保護回路(UVP) / 過温度保護回路(OTP) / 雷防止保護回路(SIP)<br>■定格：500W<br>■ピーク：550W<br>■規格：ATX 12V ver 2.3<br>■ケーブル/コネクター数<br>◇ATXメイン　24（20+4）pinケーブル×1本<br>◇ATX12V　 8（4+4）pinケーブル×1本<br>◇PCI-Express　8(6+2)pin + 8(6+2)pinケーブル×1本<br>◇S-ATAコネクタ　x 4ケーブル×2本<br>◇HDD用4pinコネクタx 2 + FDD用4pinコネクタ x1 ×1本<br>■サイズ：(幅)150 mm x (高さ)86 mm x (奥行き)140 mm<br>■クーリングファン：120mm 排気ファン<br><br>■商品の仕様・デザイン・付属品・マニュアル言語（ベース英語）等は予告なく変更になる場合がございます。※詳細につきましてはメーカー及び代理店ページをご確認ください。尚、変更に伴うご返品、ご返金につきましてはお受けできません。<br>■リビジョン等の指定でのご発送はできません。,【送料無料】恵安KT-AP500-AXG HC (80Plus Gold認証取得/500W) KEIAN KT-AP500-AXG HC：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】恵安KT-AP500-AXG HC (80Plus Gold認証取得/500W) KEIAN KT-AP500-AXG HC,【送料無料】恵安KT-AP500-AXG HC (80Plus Gold認証取得/500W) KEIAN KT-AP500-AXG HC[rn]
16-12604,http://tshop.r10s.jp/akibamac/cabinet/03851135/4988755013499.jpg?fitin=700:700,8222.4000,,パソコン・周辺機器 > PCパーツ > その他,【送料無料】玄人志向KRPW-PT700W/92+ REV2.0 (プラグイン/80PLUS PLATINUM/700W),,80PLUS PLATINUM認証取得/+12V重視合計58Aシングルレーン出力/一次側105℃日本メーカー製アルミ電解コンデンサー&高信頼固体電解コンデンサー搭載/プラグイン仕様ながら奥行14cm筐体/高い信頼性で3年間保証を実現/700W電源,【送料無料】玄人志向KRPW-PT700W/92+ REV2.0 (プラグイン/80PLUS PLATINUM/700W)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】玄人志向KRPW-PT700W/92+ REV2.0 (プラグイン/80PLUS PLATINUM/700W),【送料無料】玄人志向KRPW-PT700W/92+ REV2.0 (プラグイン/80PLUS PLATINUM/700W)[rn]
16-12605,http://tshop.r10s.jp/akibamac/cabinet/04441141/4988755019316.jpg?fitin=700:700,15104.0000,,パソコン・周辺機器 > PCパーツ > その他,【送料無料】玄人志向KRPW-TI700W/94+,,80PLUS TITANIUM認証取得 プラグイン電源。+12V重視の合計58A シングルレーン出力。一次側105℃日本メーカー製アルミ電解コンデンサー搭載。定格出力：700W,【送料無料】玄人志向KRPW-TI700W/94+：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】玄人志向KRPW-TI700W/94+,【送料無料】玄人志向KRPW-TI700W/94+[rn]
16-12606,http://tshop.r10s.jp/akibamac/cabinet/05064980/4541995031762.jpg?fitin=700:700,3936.0000,,パソコン・周辺機器 > PCパーツ > その他,【送料無料】HECWIN+ POWER 3s 500W (80PLUS BRONZE認証),,■80PLUS BRONZE認証取得<br>■Windows10対応<br>■Skylake対応<br>■新基板採用で安定性向上<br>■CLCフィルター回路搭載<br>■ファンコントロール機能搭載<br>■OPP、OCP、OTP、UVP、SCPの5種の保護回路を搭載<br>■90V低電圧動作対応<br>■生産時全数通電検査＆長期3年保証<br>■※本製品の電源供給ケーブルは直出しタイプです。着脱はできません。<br><br>■商品の仕様・デザイン・付属品・マニュアル言語（ベース英語）等は予告なく変更になる場合がございます。※詳細につきましてはメーカー及び代理店ページをご確認ください。尚、変更に伴うご返品、ご返金につきましてはお受けできません。<br>■リビジョン等の指定でのご発送はできません。,【送料無料】HECWIN+ POWER 3s 500W (80PLUS BRONZE認証)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】HECWIN+ POWER 3s 500W (80PLUS BRONZE認証),【送料無料】HECWIN+ POWER 3s 500W (80PLUS BRONZE認証)[rn]
16-12607,http://tshop.r10s.jp/akibamac/cabinet/04741899/0843591050722.jpg?fitin=700:700,12929.6000,,パソコン・周辺機器 > PCパーツ > その他,【送料無料】CORSAIRRM750x (CP-9020092-JP),,80PLUS GOLD認証取得  750W高耐久電源ユニット,【送料無料】CORSAIRRM750x (CP-9020092-JP)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】CORSAIRRM750x (CP-9020092-JP),【送料無料】CORSAIRRM750x (CP-9020092-JP)[rn]
16-12608,http://tshop.r10s.jp/akibamac/cabinet/02926422/4988755004350.jpg?fitin=700:700,829.6000,,パソコン・周辺機器 > PCパーツ > その他,玄人志向 GW2.5TL-U3/BK (2.5型SATA用/USB3.0接続ケース/ブラック),,SLIM ＆ STYLISH！！ USB3.0インターフェース対応ハードディスクケース,玄人志向 GW2.5TL-U3/BK (2.5型SATA用/USB3.0接続ケース/ブラック)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン玄人志向 GW2.5TL-U3/BK (2.5型SATA用/USB3.0接続ケース/ブラック),玄人志向 GW2.5TL-U3/BK (2.5型SATA用/USB3.0接続ケース/ブラック)[rn]
16-12609,http://tshop.r10s.jp/akibamac/cabinet/04417723/4942322511740.jpg?fitin=700:700,5985.6000,,パソコン・周辺機器 > PCパーツ > その他,【送料無料】オウルテックRAIDER RA-650S (650W/80PLUS SILVER認証),,80PLUS SILVER認証取得 FSPのエントリーモデル。ATX電源ユニット「RAIDER」シリーズ,【送料無料】オウルテックRAIDER RA-650S (650W/80PLUS SILVER認証)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】オウルテックRAIDER RA-650S (650W/80PLUS SILVER認証),【送料無料】オウルテックRAIDER RA-650S (650W/80PLUS SILVER認証)[rn]
16-12610,http://tshop.r10s.jp/akibamac/cabinet/04659793/4562198670237.jpg?fitin=700:700,669.6000,,パソコン・周辺機器 > PCパーツ > その他,X-FANRDL8025B 20NMB (80mmケースファン),,80mmケースファン,X-FANRDL8025B 20NMB (80mmケースファン)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコンX-FANRDL8025B 20NMB (80mmケースファン),X-FANRDL8025B 20NMB (80mmケースファン)[rn]
16-12611,http://tshop.r10s.jp/akibamac/cabinet/04354752/4942322511757.jpg?fitin=700:700,6140.8000,,パソコン・周辺機器 > PCパーツ > その他,【送料無料】オウルテックRAIDER RA-750S (750W/80PLUS SILVER認証),,80PLUS SILVER認証取得 FSPのエントリーモデル。ATX電源ユニット「RAIDER」シリーズ,【送料無料】オウルテックRAIDER RA-750S (750W/80PLUS SILVER認証)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】オウルテックRAIDER RA-750S (750W/80PLUS SILVER認証),【送料無料】オウルテックRAIDER RA-750S (750W/80PLUS SILVER認証)[rn]
