16-75301,http://tshop.r10s.jp/bicasa/cabinet/b/her_08_400-1.jpg?fitin=700:700,6320.0000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > その他,使い込んだビンテージ感が醸し出す北欧テイストランプ！ランミ ホーロー ランプ（LAMMI HORO LAMP） EN-002 ハモサ（HERMOSA） 全4色(ブラック/グリーン/ホワイト/シルバー),【P0707】,"<img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/her_08_685-1.jpg"" width=""685"" height=""1200"" /><br><img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/her_08_685-2.jpg"" width=""685"" height=""1200"" /><br><img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/her_08_685-3.jpg"" width=""685"" height=""1200"" /><br><img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/her_08_685-4.jpg"" width=""685"" height=""526"" />

使い込んだビンテージ感が醸し出す北欧テイストランプ！ランミ ホーロー ランプ（LAMMI HORO LAMP） EN-002 ハモサ（HERMOSA） 全4色(ブラック・グリーン・ホワイト・シルバー)<br><br> 

使い込んだビンテージ感が醸し出す北欧テイストランプ【ランミ ホーロー ランプ 1灯型（LAMMI HORO LAMP）】です。ひとつひとつ手作業（ハンドメイド）で制作されたシェードには独特の雰囲気を醸し出す塗装感と使い込んだような温かな風合いがあります。ホーロー特有の光沢感・ビンテージ感・工業的な直線フォルムなど絶妙なバランスがあり何とも言えない重みのある存在感を感じて頂けます。同シリーズのスナフキン ホーローランプと比較するとより直線的なデザインとなっておりやや小ぶりのサイズとなっています。カラーは、ブラック、グリーン、ホワイト、シルバーの4色展開です。
 
<br><br>■サイズ：φ260×H176 mm・コード長さ：600mm
<br>■材質：E26 60W ホワイト球×1個
本体スチール琺瑯加工
※取付：引っ掛けシーリング
<br>■カラー：ブラック・グリーン・ホワイト・シルバー
<br>■納期：5～10日程度
<br>■送料：600円※一部地域を除く",使い込んだビンテージ感が醸し出す北欧テイストランプ！ランミ ホーロー ランプ（LAMMI HORO LAMP） EN-002 ハモサ（HERMOSA） 全4色(ブラック/グリーン/ホワイト/シルバー)：家具・インテリア・雑貨　ビカーサ,使い込んだビンテージ感が醸し出す北欧テイストランプ！ランミ ホーロー ランプ（LAMMI HORO LAMP） EN-002 ハモサ（HERMOSA） 全4色(ブラック/グリーン/ホワイト/シルバー),【P0707】。使い込んだビンテージ感が醸し出す北欧テイストランプ！ランミ ホーロー ランプ（LAMMI HORO LAMP） EN-002 ハモサ（HERMOSA） 全4色(ブラック/グリーン/ホワイト/シルバー)[rn]
16-75302,http://tshop.r10s.jp/bicasa/cabinet/b/her_07_400-4.jpg?fitin=700:700,10000.0000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > その他,使い込んだビンテージ感が醸し出す北欧テイストランプ！マルティ ホーロー ランプ（MARTTI HORO LAMP） 2灯 ハモサ（HERMOSA）全5色(ブラック/グリーン/ホワイト/ブラウン/ダークグレー) 送料無料,【P0707】,"<img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/her_07_685-1.jpg"" width=""685"" /><br><img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/her_07_685-2.jpg"" width=""685"" /><br><img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/her_07_685-3.jpg"" width=""685"" /><br><img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/her_07_685-4.jpg"" width=""685"" /><br><img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/her_07_685-5.jpg"" width=""685"" />
使い込んだビンテージ感が醸し出す北欧テイストランプ！スナフキンホーロー ランプ（SNAFKIN HORO LAMP）2灯 EN-001 ハモサ（HERMOSA）全5色(ブラック・グリーン・ホワイト・ブラウン・ダークグレー) 送料無料<br><br>

使い込んだビンテージ感が醸し出す北欧テイストランプ【スナフキン ホーロー ランプ 2灯型（SNAFKIN HORO LAMP）】です。ひとつひとつ手作業（ハンドメイド）で制作されたシェードには独特の雰囲気を醸し出す塗装感と使い込んだような温かな風合いがあります。ホーロー特有の光沢感・ビンテージ感・工業的な直線フォルムなど絶妙なバランスがあり何とも言えない重みのある存在感を感じて頂けます。明るめの100Wタイプ1灯型と60W×2個の2灯型の2種類展開でカラーはブラック、グリーン、ホワイト、ブラウン、ダークグレーの5色展開です。
 
<br><br>■サイズ：φ360×H240 mm・コード長さ：600mm
<br>■材質：E26 60W ホワイト球×2個本体スチール琺瑯加工
 ※取付：引っ掛けシーリング
<br>■カラー：ブラック・グリーン・ホワイト・ブラウン・ダークグレー
<br>■納期：5～10日程度
<br>■送料：送料無料<br><br>※一部地域を除く",使い込んだビンテージ感が醸し出す北欧テイストランプ！マルティ ホーロー ランプ（MARTTI HORO LAMP） 2灯 ハモサ（HERMOSA）全5色(ブラック/グリーン/ホワイト/ブラウン/ダークグレー) 送料無料：家具・インテリア・雑貨　ビカーサ,使い込んだビンテージ感が醸し出す北欧テイストランプ！マルティ ホーロー ランプ（MARTTI HORO LAMP） 2灯 ハモサ（HERMOSA）全5色(ブラック/グリーン/ホワイト/ブラウン/ダークグレー) 送料無料,【P0707】。使い込んだビンテージ感が醸し出す北欧テイストランプ！マルティ ホーロー ランプ（MARTTI HORO LAMP） 2灯 ハモサ（HERMOSA）全5色(ブラック/グリーン/ホワイト/ブラウン/ダークグレー) 送料無料[rn]
16-75303,http://tshop.r10s.jp/bicasa/cabinet/ntc18/b060-150-002.jpg?fitin=700:700,15200.0000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > その他,Yard-desk light(ヤードデスクライト)ART WORK STUDIO(アートワークスタジオ)全2タイプ（ブラック・ビンテージメタル）,ART WORK STUDIOアートワークスタジオYard-desk light,"<img width=""685"" src=""http://image.rakuten.co.jp/acme-journalsf-bicasa/cabinet/ntc18/aws_150-2_685-1.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/acme-journalsf-bicasa/cabinet/ntc18/aws_150-2_685-2.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/acme-journalsf-bicasa/cabinet/ntc18/aws_150-2_685-3.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/acme-journalsf-bicasa/cabinet/ntc18/aws_150-2_685-4.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/acme-journalsf-bicasa/cabinet/ntc18/aws_150-2_685-5.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/acme-journalsf-bicasa/cabinet/ntc18/aws_150-2_685-6.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/acme-journalsf-bicasa/cabinet/ntc18/aws_150-2_685-7.jpg"" />

Yard-desk light(ヤードデスクライト)ART WORK STUDIO(アートワークスタジオ)全2タイプ（ブラック・ビンテージメタル）<br><br>

オーセンティックなハンドランプをモチーフにした無骨なヴィンテージ感が漂うペンダントランプ。Yard-pendant(ヤードペンダント)は、細めのツイストコードや小振りなサイズが扱いやすく、程よいアンティーク感とラギッドでヌケのある空間を演出します。インダストリアルな機能性とデザインが融合した照明です。ヴィンテージ・アンティーク・サーフ・アメリカン・ガレージなどのテイストにマッチします。

<br><br>■サイズ：商品画像参照
<br>■材質：スチール・ホワイトオーク材
<br>■バリエーション：ブラック・ヴィンテージメタル
<br>■付属品：40W×1
<br>■納期：5日から10日程度
<br>■送料：無料※一部地域を除く",Yard-desk light(ヤードデスクライト)ART WORK STUDIO(アートワークスタジオ)全2タイプ（ブラック・ビンテージメタル）：家具・インテリア・雑貨　ビカーサ,Yard-desk light(ヤードデスクライト)ART WORK STUDIO(アートワークスタジオ)全2タイプ（ブラック・ビンテージメタル）,ART WORK STUDIOアートワークスタジオYard-desk light。Yard-desk light(ヤードデスクライト)ART WORK STUDIO(アートワークスタジオ)全2タイプ（ブラック・ビンテージメタル）[rn]
16-75304,http://tshop.r10s.jp/bicasa/cabinet/ntc12/b077-035-002.jpg?fitin=700:700,10800.0000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > その他,マルティホーロー ランプ(MARTTI HORO LAMP) ツイストコード 2灯 ハモサ（HERMOSA） カラー(ブラック・グリーン・ホワイト・ブラウン・ダークグレー) 送料無料,,"<img width=""685"" src=""http://image.rakuten.co.jp/b-casa-inte/cabinet/ntc12/her_35_685-1.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/b-casa-inte/cabinet/ntc12/her_35_685-2.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/b-casa-inte/cabinet/ntc12/her_35_685-3.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/b-casa-inte/cabinet/ntc12/her_35_685-4.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/b-casa-inte/cabinet/ntc12/her_35_685-5.jpg"" />

マルティホーロー ランプ(MARTTI HORO LAMP) ツイストコード 2灯 ハモサ（HERMOSA） カラー(ブラック・グリーン・ホワイト・ブラウン・ダークグレー) 送料無料<br><br>

ハモサ（HERMOSA）のマルティホーロー ランプ(MARTTI HORO LAMP)ツイストコードEN-001Tはアンティーク調の布製コードが光沢感のあるセードにぴったりフィットしおしゃれな雰囲気を醸し出す天井照明です。素材感を活かしたセードのカラーリングとレトロな雰囲気を醸し出すブラウンカラーのソケットコードはダイニング、リビングや寝室、書斎など、様々なお部屋をおしゃれ、かつ個性的に演出します。

<br><br>■サイズ：φ360×H240 mm コード長：600 mm
<br>■材質：E26 100W ホワイト球×2・E12 5Wナツメ球×1・スチール(琺瑯)
<br>■バリエーション：ブラック・グリーン・ホワイト・ブラウン・ダークグレー
<br>■納期：5日から10日程度
<br>■送料：無料※一部地域を除く",マルティホーロー ランプ(MARTTI HORO LAMP) ツイストコード 2灯 ハモサ（HERMOSA） カラー(ブラック・グリーン・ホワイト・ブラウン・ダークグレー) 送料無料：家具・インテリア・雑貨　ビカーサ,マルティホーロー ランプ(MARTTI HORO LAMP) ツイストコード 2灯 ハモサ（HERMOSA） カラー(ブラック・グリーン・ホワイト・ブラウン・ダークグレー) 送料無料,マルティホーロー ランプ(MARTTI HORO LAMP) ツイストコード 2灯 ハモサ（HERMOSA） カラー(ブラック・グリーン・ホワイト・ブラウン・ダークグレー) 送料無料[rn]
16-75305,http://tshop.r10s.jp/bicasa/cabinet/ntc1/b077-007-003.jpg?fitin=700:700,6800.0000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > その他,涼しげでさわやかな照明！ マルティ ラタンランプ(MARTTI RATTAN LAMP) 1灯型 RN-001 ハモサ（HERMOSA） 全3色(ホワイト/ナチュラル/ダークブラウン),【P0707】,"<img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc1/her_07-3_685-1.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc1/her_07-3_685-2.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc1/her_07-3_685-3.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc1/her_07-3_685-4.jpg"" />

涼しげでさわやかな照明！ マルティ ラタンランプ(MARTTI RATTAN LAMP) 1灯型 RN-001 ハモサ(HERMOSA) 全3色(ホワイト・ナチュラル・ダークブラウン)<br><br>

マルティ ラタンランプ(MARTTI RATTAN LAMP)1灯タイプは使い込むほどに風合いが増す籐を使用しており、おしゃれで個性的な照明演出が楽しめる天井照明です。ひとつひとつ手作業(ハンドメイド)で編み込まれたラタンシェードは籐ならではの独特の雰囲気を醸し出しており、北欧モダンやミッドセンチュリーモダンなどビンテージ感や素材感を感じさせるお部屋にぴったりです。明るさは100Wタイプ1灯型と60W×2個の2灯型の2種類から、カラーはナチュラル、ホワイト、ダークブラウンの3色からお選びいただけます。

<br><br>■サイズ：φ360×H240 mm<br>コード長：600mm
<br>■材質：E26 100W ホワイト球×1<br>ラタン（籐）<br>※引掛けシーリング・工事不要<br>(一般的な取付器具にはすべて取付可能)
<br>■カラー：ホワイト・ナチュラル・ダークブラウン
<br>■納期：約1週間
<br>■送料：600円※一部地域を除く",涼しげでさわやかな照明！ マルティ ラタンランプ(MARTTI RATTAN LAMP) 1灯型 RN-001 ハモサ（HERMOSA） 全3色(ホワイト/ナチュラル/ダークブラウン)：家具・インテリア・雑貨　ビカーサ,涼しげでさわやかな照明！ マルティ ラタンランプ(MARTTI RATTAN LAMP) 1灯型 RN-001 ハモサ（HERMOSA） 全3色(ホワイト/ナチュラル/ダークブラウン),【P0707】。涼しげでさわやかな照明！ マルティ ラタンランプ(MARTTI RATTAN LAMP) 1灯型 RN-001 ハモサ（HERMOSA） 全3色(ホワイト/ナチュラル/ダークブラウン)[rn]
16-75306,http://tshop.r10s.jp/bicasa/cabinet/ntc22/b060-017-002.jpg?fitin=700:700,9360.0000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > その他,ダイナーペンダント(Diner-pendant L) アートワークスタジオ(ART WORK STUDIO) AW-0142 カラー(クローム・ラスティブラック) 送料無料,天井照明カフェスタイルペンダントランプ,"<img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc22/aws_17-1_685-1.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc22/aws_17-1_685-2.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc22/aws_17-1_685-3.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc22/aws_17-1_685-4.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc22/aws_17-1_685-5.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc22/aws_17-1_685-6.jpg"" />
ダイナーペンダント(Diner-pendant L) アートワークスタジオ(ART WORK STUDIO) AW-0142 カラー(クローム・ラスティブラック) 送料無料<br><br>

アートワークスタジオ(ART WORK STUDIO)のダイナーペンダント(Diner-pendant L) AW-0142は柔らかくヌクモリある光の空間に包み込まれ雰囲気を感じさせる1灯タイプの天井照明です。どことなく哀愁漂うノスタルジックな雰囲気と重厚なガラスセードは北欧家具やモダン家具、イタリアンモダンや地中海風のヨーロッパスタイルのインテリアにもマッチします。お好みに合わせてカラーがクローム・ラスティブラックの2色からお選びいただけます。

<br><br>■サイズ：画像表記サイズ参照
<br>■材質：スチール・アルミ・ガラス
<br>■バリエーション：クローム・ラスティブラック
<br>■納期：5日から10日程度
<br>■送料：無料※一部地域を除く",ダイナーペンダント(Diner-pendant L) アートワークスタジオ(ART WORK STUDIO) AW-0142 カラー(クローム・ラスティブラック) 送料無料：家具・インテリア・雑貨　ビカーサ,ダイナーペンダント(Diner-pendant L) アートワークスタジオ(ART WORK STUDIO) AW-0142 カラー(クローム・ラスティブラック) 送料無料,天井照明カフェスタイルペンダントランプ。ダイナーペンダント(Diner-pendant L) アートワークスタジオ(ART WORK STUDIO) AW-0142 カラー(クローム・ラスティブラック) 送料無料[rn]
16-75307,http://tshop.r10s.jp/bicasa/cabinet/ntc22/b060-131-002.jpg?fitin=700:700,16000.0000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > その他,クラッシックエナメルペンダント(Classic enamel-pendant L) アートワークスタジオ(ART WORK STUDIO) AW-0447 カラー(ブラック・バター・グリーン) 送料無料,天井照明カフェスタイルペンダントランプ,"<img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc22/aws_131-1_685-1.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc22/aws_131-1_685-2.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc22/aws_131-1_685-3.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc22/aws_131-1_685-4.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc22/aws_131-1_685-5.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc22/aws_131-1_685-6.jpg"" />

クラッシックエナメルペンダント(Classic enamel-pendant L) アートワークスタジオ(ART WORK STUDIO) AW-0447 カラー(ブラック・バター・グリーン) 送料無料<br><br>

アートワークスタジオ(ART WORK STUDIO)のクラッシックエナメルペンダント(Classic enamel-pendant L) AW-0447はベーシックなデザインとダイナミックなサイズ感が見事に融合した天井照明です。ホーロー仕上げならではの質感が魅力のデザインはリビングや寝室、書斎など、様々なお部屋をおしゃれ、かつ個性的に演出します。お好みに合わせてカラーがブブラック・バター・グリーンの3色からお選びいただけます。

<br><br>■サイズ：画像表記サイズ参照
<br>■材質：スチール(ホーロー仕上げ)
<br>■バリエーション：ブラック・バター・グリーン
<br>■納期：5日から10日程度
<br>■送料：無料※一部地域を除く",クラッシックエナメルペンダント(Classic enamel-pendant L) アートワークスタジオ(ART WORK STUDIO) AW-0447 カラー(ブラック・バター・グリーン) 送料無料：家具・インテリア・雑貨　ビカーサ,クラッシックエナメルペンダント(Classic enamel-pendant L) アートワークスタジオ(ART WORK STUDIO) AW-0447 カラー(ブラック・バター・グリーン) 送料無料,天井照明カフェスタイルペンダントランプ。クラッシックエナメルペンダント(Classic enamel-pendant L) アートワークスタジオ(ART WORK STUDIO) AW-0447 カラー(ブラック・バター・グリーン) 送料無料[rn]
16-75308,http://tshop.r10s.jp/bicasa/cabinet/ntc28/b060-064-001.jpg?fitin=700:700,10480.0000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > その他,マーキュリーセットS(Mercury-set(S)) 1灯タイプ 100cmコード アートワークスタジオ(ART WORK STUDIO) ペンダントライト SS-8039 全7色（NA・BN・TE・WH・BK・DO・LO） 送料無料,アートワークスタジオマーキュリーセットSSS-8039北欧モダン,"<img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc2/aws_64_685-1.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc2/aws_64_685-2.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc2/aws_64_685-3.jpg"" /><img width=""685"" src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc2/aws_64_685-4.jpg"" />

マーキュリーセットS(Mercury-set(S)) アートワークスタジオ(ART WORK STUDIO)SS-8039・SS-8040 カラー(ナチュラル・ブラウン・チーク・ホワイト・ブラック) 【送料無料】<br><br>

アートワークスタジオ(ART WORK STUDIO)のマーキュリーセットS(Mercury-set(S))SS-8039・SS-8040は４連のウッドセードが北欧調のおしゃれな雰囲気を演出するペンダントライトです。用途に合わせて1灯タイプのSサイズと3灯タイプのLサイズが選べる他、付属電球も白熱灯と蛍光灯から選ぶことができます。ワンタッチ取付のため、一般的な取付器具であれば簡単に取り付けることができます。セードカラーはナチュラル、ブラウン、チーク、ホワイト、ブラックの5色からお選びいただけます。

<br><br>■サイズ：φ200×H210 mm<br>コード長：1000mm
<br>■材質：E26 100W パナボール電球（ホワイト）×1<br>(E26 20W パルックボールスパイラルG形(電球色)×1)<br>ブナ材成型合板(ラッカー塗装)・スチール<br>※引掛けシーリング・工事不要<br>(一般的な取付器具にはすべて取付可能)
<br>■バリエーション：ナチュラル・ブラウン・チーク・ホワイト・ブラック
<br>■納期：約1週間",マーキュリーセットS(Mercury-set(S)) 1灯タイプ 100cmコード アートワークスタジオ(ART WORK STUDIO) ペンダントライト SS-8039 全7色（NA・BN・TE・WH・BK・DO・LO） 送料無料：家具・インテリア・雑貨　ビカーサ,マーキュリーセットS(Mercury-set(S)) 1灯タイプ 100cmコード アートワークスタジオ(ART WORK STUDIO) ペンダントライト SS-8039 全7色（NA・BN・TE・WH・BK・DO・LO） 送料無料,アートワークスタジオマーキュリーセットSSS-8039北欧モダン。マーキュリーセットS(Mercury-set(S)) 1灯タイプ 100cmコード アートワークスタジオ(ART WORK STUDIO) ペンダントライト SS-8039 全7色（NA・BN・TE・WH・BK・DO・LO） 送料無料[rn]
16-75309,http://tshop.r10s.jp/bicasa/cabinet/b/aws_28_400-1-2.jpg?fitin=700:700,10800.0000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > その他,フィッシャーマンズペンダントM アートワークスタジオ SS-8037(バター/ラシット/ビンテージグレー/グリーン/ブラック)【あす楽対応_東北】【あす楽対応_関東】【あす楽対応_甲信越】【あす楽対応_北陸】【あす楽対応_東海】【あす楽対応_近畿】【あす楽対応_中国】,【P0707】,"<img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/aws_28_685-1.jpg"" width=""685"" height=""1200"" /><img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/aws_28_685-2.jpg"" width=""685"" height=""1200"" /><img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/aws_28_685-3.jpg"" width=""685"" height=""740"" /><img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/aws_28_685-4.jpg"" width=""685"" height=""910"" /><img src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc5/aws_28_685-5.jpg"" width=""685"" height=""1113"" />
フィッシャーマンズペンダントMサイズ SS-8037 カラー(バター・ラシット・ビンテージグレー・グリーン・ブラック)<br><br>
 
 アートワークスタジオ(ART WORK STUDIO)のフィッシャーマンズペンダント(Fisherman's-pendant)はビンテージ感を持つホーロー仕上げのシェードや船舶用で個性的なソケット、レトロな雰囲気を漂わせるチェーンコードなどがおしゃれな雰囲気を演出するペンダントライト(1灯)です。シェードはサイズがS、M、Lの3サイズ、カラーがバター、ラシット、ビンテージグレー、グリーン、ブラックからお選びいただけます。 
 
<br><br>■サイズ： シェード：φ310×H160 mm
ソケット長：115 mm
チェーン長：600 mm
<br>■材質： E26 100W シリカ電球(クリア)
スチール(琺瑯仕上げ)・ガラス・アルミ
※工事不要
(一般的な取付器具にはすべて取付可能）
<br>■カラー： バター・ラシット・ビンテージグレー・グリーン・ブラック
<br>■納期： あす楽対応 
<br>■送料： 600円※一部地域を除く",フィッシャーマンズペンダントM アートワークスタジオ SS-8037(バター/ラシット/ビンテージグレー/グリーン/ブラック)【あす楽対応_東北】【あす楽対応_関東】【あす楽対応_甲信越】【あす楽対応_北陸】【あす楽対応_東海】【あす楽対応_近畿】【あす楽対応_中国】：家具・インテリア・雑貨　ビカーサ,フィッシャーマンズペンダントM アートワークスタジオ SS-8037(バター/ラシット/ビンテージグレー/グリーン/ブラック)【あす楽対応_東北】【あす楽対応_関東】【あす楽対応_甲信越】【あす楽対応_北陸】【あす楽対応_東海】【あす楽対応_近畿】【あす楽対応_中国】,【P0707】。フィッシャーマンズペンダントM アートワークスタジオ SS-8037(バター/ラシット/ビンテージグレー/グリーン/ブラック)【あす楽対応_東北】【あす楽対応_関東】【あす楽対応_甲信越】【あす楽対応_北陸】【あす楽対応_東海】【あす楽対応_近畿】【あす楽対応_中国】[rn]
16-75310,http://tshop.r10s.jp/bicasa/cabinet/b/aws_28_400-1-3.jpg?fitin=700:700,10000.0000,,インテリア・寝具・収納 > ライト・照明 > シーリングライト（天井照明） > 洋風ペンダントライト > その他,フィッシャーマンズペンダントS アートワークスタジオ SS-8036(バター/ラシット/ビンテージグレー/グリーン/ブラック)【あす楽対応_東北】【あす楽対応_関東】【あす楽対応_甲信越】【あす楽対応_北陸】【あす楽対応_東海】【あす楽対応_近畿】【あす楽対応_中国】,【P0707】,"<img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/aws_28_685-1.jpg"" width=""685"" height=""1200"" /><img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/aws_28_685-2.jpg"" width=""685"" height=""1200"" /><img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/aws_28_685-3.jpg"" width=""685"" height=""740"" /><img src=""http://image.rakuten.co.jp/bicasa/cabinet/b/aws_28_685-4.jpg"" width=""685"" height=""910"" /><img src=""http://image.rakuten.co.jp/bicasa/cabinet/ntc5/aws_28_685-5.jpg"" width=""685"" height=""1113"" />
フィッシャーマンズペンダントSサイズ SS-8036 カラー(バター・ラシット・ビンテージグレー・グリーン・ブラック) あす楽<br><br>

アートワークスタジオ(ART WORK STUDIO)のフィッシャーマンズペンダント(Fisherman's-pendant)はビンテージ感を持つホーロー仕上げのシェードや船舶用で個性的なソケット、レトロな雰囲気を漂わせるチェーンコードなどがおしゃれな雰囲気を演出するペンダントライト(1灯)です。シェードはサイズがS、M、Lの3サイズ、カラーがバター、ラシット、ビンテージグレー、グリーン、ブラックからお選びいただけます。 
 
<br><br>■サイズ： シェード：φ275×H130 mm
ソケット長：115 mm
チェーン長：600 mm
<br>■材質： E26 100W シリカ電球(クリア)
スチール(琺瑯仕上げ)・ガラス・アルミ
※工事不要
(一般的な取付器具にはすべて取付可能）
<br>■カラー： バター・ラシット・ビンテージグレー・グリーン・ブラック
<br>■納期： あす楽対応 
<br>■送料： 600円※一部地域を除く",フィッシャーマンズペンダントS アートワークスタジオ SS-8036(バター/ラシット/ビンテージグレー/グリーン/ブラック)【あす楽対応_東北】【あす楽対応_関東】【あす楽対応_甲信越】【あす楽対応_北陸】【あす楽対応_東海】【あす楽対応_近畿】【あす楽対応_中国】：家具・インテリア・雑貨　ビカーサ,フィッシャーマンズペンダントS アートワークスタジオ SS-8036(バター/ラシット/ビンテージグレー/グリーン/ブラック)【あす楽対応_東北】【あす楽対応_関東】【あす楽対応_甲信越】【あす楽対応_北陸】【あす楽対応_東海】【あす楽対応_近畿】【あす楽対応_中国】,【P0707】。フィッシャーマンズペンダントS アートワークスタジオ SS-8036(バター/ラシット/ビンテージグレー/グリーン/ブラック)【あす楽対応_東北】【あす楽対応_関東】【あす楽対応_甲信越】【あす楽対応_北陸】【あす楽対応_東海】【あす楽対応_近畿】【あす楽対応_中国】[rn]
