16-100501,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753051528.jpg?fitin=700:700,40000.0000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,【送料無料】生活の木クローブ 1000ｍｌ 08-436-3220 (84363220),,温かみのあるスパイシーな香り。日本ではチョウジと呼ばれ、古くから使われてきた。伝統的に歯痛の治療薬としても使われてきた。<br><br>【製品仕様】<br>原産国：マダガスカル<br>学名：Eugenia caryophyllata<br>抽出部位：つぼみ<br>抽出方法：水蒸気蒸留法<br>開封後の使用目安：品質保持期限：商品に記載－開封後1年,【送料無料】生活の木クローブ 1000ｍｌ 08-436-3220 (84363220)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】生活の木クローブ 1000ｍｌ 08-436-3220 (84363220),【送料無料】生活の木クローブ 1000ｍｌ 08-436-3220 (84363220)[rn]
16-100502,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753051962.jpg?fitin=700:700,13437.6000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,【送料無料】生活の木ブルーヤロウ 10ｍｌ 08-440-2060 (84402060),,カモマイルに似たやさしい香り。カマズレンを含むブルーの精油。カモマイルジャーマンと同様に使われる。<br><br>【製品仕様】<br>原産国：ハンガリー<br>学名：Achillea millefolium<br>抽出部位：花・葉<br>抽出方法：水蒸気蒸留法<br>開封後の使用目安：品質保持期限：商品に記載-開封後1年,【送料無料】生活の木ブルーヤロウ 10ｍｌ 08-440-2060 (84402060)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】生活の木ブルーヤロウ 10ｍｌ 08-440-2060 (84402060),【送料無料】生活の木ブルーヤロウ 10ｍｌ 08-440-2060 (84402060)[rn]
16-100503,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753047361.jpg?fitin=700:700,726.4000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,生活の木有機ペパーミント 3ｍｌ 08-459-5020 (84595020),,リフレッシュに適した、心身を駆け抜けるようなすっきりとした香り。<br><br>【製品仕様】<br>原産国：インド<br>学名：Mentha piperita<br>抽出部位：全草<br>抽出方法：水蒸気蒸留法<br>開封後の使用目安：品質保持期限：商品に記載-開封後1年,生活の木有機ペパーミント 3ｍｌ 08-459-5020 (84595020)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン生活の木有機ペパーミント 3ｍｌ 08-459-5020 (84595020),生活の木有機ペパーミント 3ｍｌ 08-459-5020 (84595020)[rn]
16-100504,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753035283.jpg?fitin=700:700,1340.8000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,生活の木レモングラス 10ｍｌ 08-440-3400 (84403400),,グリーンなハーブをベースにしたフレッシュなレモン調の香り。<br><br>【製品仕様】<br>原産国：ネパール<br>学名：Cymbopogon flexuosus<br>抽出部位：全草<br>抽出方法：水蒸気蒸留法<br>品質保持期限：商品に記載　開封後1年サイズ(箱)：Ф30×30×75mm<br>ボトル(瓶)：Ф25×62mm,生活の木レモングラス 10ｍｌ 08-440-3400 (84403400)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン生活の木レモングラス 10ｍｌ 08-440-3400 (84403400),生活の木レモングラス 10ｍｌ 08-440-3400 (84403400)[rn]
16-100505,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753050804.jpg?fitin=700:700,12637.6000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,【送料無料】生活の木カルダモン 100ｍｌ 08-435-3090 (84353090),,刺激的でスパイシーな香りが活力を与えてくれます。<br><br>【製品仕様】<br>原産国：グアテマラ<br>学名：Elettaria cardamomum<br>抽出部位：種子<br>抽出方法：水蒸気蒸留法<br>開封後の使用目安：品質保持期限：商品に記載-開封後1年,【送料無料】生活の木カルダモン 100ｍｌ 08-435-3090 (84353090)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】生活の木カルダモン 100ｍｌ 08-435-3090 (84353090),【送料無料】生活の木カルダモン 100ｍｌ 08-435-3090 (84353090)[rn]
16-100506,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753073759.jpg?fitin=700:700,1592.8000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,生活の木シャイニージャスミン 10ｍｌ 08-443-8330 (84438330),,陽の光をたくさん浴びた元気な柑橘果実に、白く咲き乱れるジャスミンをイメージしたフローラルフルーティーな香り。<br>甘いバニラの香りが全体をパウダリーに包み込みます。<br><br>【製品仕様】<br>主な使用精油：レモン、ジャスミンAbs.、バニラAbs.,生活の木シャイニージャスミン 10ｍｌ 08-443-8330 (84438330)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン生活の木シャイニージャスミン 10ｍｌ 08-443-8330 (84438330),生活の木シャイニージャスミン 10ｍｌ 08-443-8330 (84438330)[rn]
16-100507,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753049860.jpg?fitin=700:700,12637.6000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,【送料無料】生活の木ミルラ 没薬 50ｍｌ 08-434-3270 (84343270),,スモーキーで、軽く麝香を思わせる落ち着いた香り。<br><br>【製品仕様】<br>原産国：ソマリア<br>学名：Commiphora myrrha<br>抽出部位：樹脂<br>抽出方法：水蒸気蒸留法,【送料無料】生活の木ミルラ 没薬 50ｍｌ 08-434-3270 (84343270)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】生活の木ミルラ 没薬 50ｍｌ 08-434-3270 (84343270),【送料無料】生活の木ミルラ 没薬 50ｍｌ 08-434-3270 (84343270)[rn]
16-100508,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753077931.jpg?fitin=700:700,96000.0000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,【送料無料】生活の木有機シダーウッド･アトラス 1000ｍｌ 08-4365-280 (84365280),,香りの持ちが長く、ぬくもりのある甘くウッディーな香り。<br><br>【製品仕様】<br>原産国：モロッコ<br>学名：Cedrus atlantica<br>抽出部位：木部<br>抽出方法：水蒸気蒸留法<br>開封後の使用目安：品質保持期限：商品に記載 開封後1年,【送料無料】生活の木有機シダーウッド･アトラス 1000ｍｌ 08-4365-280 (84365280)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】生活の木有機シダーウッド･アトラス 1000ｍｌ 08-4365-280 (84365280),【送料無料】生活の木有機シダーウッド･アトラス 1000ｍｌ 08-4365-280 (84365280)[rn]
16-100509,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753042298.jpg?fitin=700:700,1815.2000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,生活の木バジル･リナロール 10ｍｌ 08-458-2150 (84582150),,ややスパイシーで甘く、くっきりしたハーブの香り。料理でおなじみのスイートバジル。香水としても使用されます。<br><br>【製品仕様】<br>原産国：エジプト<br>学名原産国：Ocimumbasilicum<br>抽出部位原産国：花・葉<br>抽出方法原産国：水蒸気蒸留法<br>開封後の使用目安原産国：品質保持期限原産国：商品に記載-開封後1年,生活の木バジル･リナロール 10ｍｌ 08-458-2150 (84582150)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン生活の木バジル･リナロール 10ｍｌ 08-458-2150 (84582150),生活の木バジル･リナロール 10ｍｌ 08-458-2150 (84582150)[rn]
16-100510,http://tshop.r10s.jp/akibamac/cabinet/05216987/4934122079025.jpg?fitin=700:700,1600.0000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,ラドンナエッセンシャルオイル Bouquet（ブーケ） 10ml ベルガモット LG10-EO BM (LG10EO),,エッセンシャルオイルは植物の持つエネルギーが凝縮された、素晴らしい自然からの贈りものです。<br><br>【製品仕様】<br>■内容量：10ml<br>■個箱寸法：33(W)×78(H)×33(D)mm<br>■ボトル寸法：φ26×65(H)mm<br>※国内製造品,ラドンナエッセンシャルオイル Bouquet（ブーケ） 10ml ベルガモット LG10-EO BM (LG10EO)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコンラドンナエッセンシャルオイル Bouquet（ブーケ） 10ml ベルガモット LG10-EO BM (LG10EO),ラドンナエッセンシャルオイル Bouquet（ブーケ） 10ml ベルガモット LG10-EO BM (LG10EO)[rn]
16-100511,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753049938.jpg?fitin=700:700,3556.0000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,生活の木スパイクラベンダー 50ｍｌ 08-434-3350 (84343350),,ラベンダーよりもくっきりして、さらにフレッシュな香り。<br><br>【製品仕様】<br>原産国：フランス<br>学名：Lavandula latifolia<br>抽出部位：花・葉<br>抽出方法：水蒸気蒸留法<br>開封後の使用目安：品質保持期限：商品に記載-開封後1年,生活の木スパイクラベンダー 50ｍｌ 08-434-3350 (84343350)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン生活の木スパイクラベンダー 50ｍｌ 08-434-3350 (84343350),生活の木スパイクラベンダー 50ｍｌ 08-434-3350 (84343350)[rn]
