16-195401,http://tshop.r10s.jp/enetanmin/cabinet/tasya16/9477517-e.jpg?fitin=700:700,800.0000,,キッチン用品・食器・調理器具 > 容器・ストッカー・調味料容器 > 保存容器,【TC】 CB JAPAN スナップウェアエコピュア ラウンド310ml【保存容器 耐熱ガラス 食器 ストッカー キッチン用品】,人気商品ポイント最大10倍！ ～4/18,"調理してそのまま食卓へ♪<br>
余った食材もそのまま保存できます☆<br>
ワンタッチで密閉できる耐熱ガラス製の保存容器です！<br>
『パイレックス』ブランドの天然素材で安全なボロシリケートガラス（ほうけい酸）<br>
を使用した安心安全な耐熱ガラス製♪<br>
食材の色やにおいがつきにくく、清潔にお使いいただけます☆<br>●商品サイズ（cm）：幅約12×奥行約12×高さ約6.5<br>
●重量：約276g<br>
●材質：耐熱ガラス・ポリプロピレン",【TC】 CB JAPAN スナップウェアエコピュア ラウンド310ml【保存容器 耐熱ガラス 食器 ストッカー キッチン用品】：寝具と安眠グッズ専門店 anmin,寝具ベッドマットレス羽毛布団布団セット枕西川掛け布団アイリスオーヤマ収納敷布団エアリー マットレスフランスベッドFab the home座椅子家具折りたたみベッドベビーふとんアウトラストラック【TC】 CB JAPAN スナップウェアエコピュア ラウンド310ml【保存容器 耐熱ガラス 食器 ストッカー キッチン用品】,人気商品ポイント最大10倍！ ～4/18。【TC】 CB JAPAN スナップウェアエコピュア ラウンド310ml【保存容器 耐熱ガラス 食器 ストッカー キッチン用品】[rn]
16-195402,http://tshop.r10s.jp/soukai/cabinet/09/4954267134809.jpg?fitin=700:700,465.6000,,キッチン用品・食器・調理器具 > 容器・ストッカー・調味料容器 > 保存容器,キューブストッカー3ピーストレー付 ピンクイエロー DS-1480(1コ入),★税抜1900円以上で送料無料★,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞日用品＞キッチン用品＞保存容器＞キューブストッカー3ピーストレー付 ピンクイエロー DS-1480 (1コ入)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z09/z4954267134809.jpg' width='100%'><br><br>【キューブストッカー3ピーストレー付 ピンクイエロー DS-1480の商品詳細】<br>●ちっちゃくカラフルな小分け容器でかわいくストック！<br>●必要な分だけ小分けにして冷凍保存、フタをとってそのまま電子レンジで温められます。<br>●お弁当用のおかずの取り分け、薬味などの小分け保存、料理の下ごしらえに大活躍！<br>●離乳食の小分け保存、冷凍保存にも便利です。<br>●収納に便利なフタ付きのケース付きなので衛生的。<br>●文具の整理やアメニティケースとしてもお使いいただけます。<br>●食洗機対応<br><br>【キューブストッカー3ピーストレー付 ピンクイエロー DS-1480の原材料】<br>ポリプロピレン<br>【規格概要】<br>サイズ・・・約W114*D53*H245mm<br>重量・・・約187g<br>耐熱温度・・・120度<br>耐冷温度‐20度<br><br>【発売元、製造元、輸入元又は販売元】<br>曙産業<br><br>(キューブストッカー きゅーぶすとっかー cubestocker ストッカー すとっかー)<br><br>曙産業<br>959-1234 新潟県燕市南一丁目2番11号<br>0256-63-5071<br><br>広告文責：株式会社爽快ドラッグ<br><br>[キッチン用品],キューブストッカー3ピーストレー付 ピンクイエロー DS-1480(1コ入)：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションキューブストッカー3ピーストレー付 ピンクイエロー DS-1480(1コ入),★税抜1900円以上で送料無料★。キューブストッカー3ピーストレー付 ピンクイエロー DS-1480(1コ入)[rn]
16-195403,http://tshop.r10s.jp/soukai/cabinet/51/4901670108651.jpg?fitin=700:700,199.2000,,キッチン用品・食器・調理器具 > 容器・ストッカー・調味料容器 > 保存容器,ジップロック スクリューロック 730mL(1コ入)【soukai_0912】【Ziploc(ジップロック)】[キッチン用品],Ziploc(ジップロック) / キッチン用品,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞日用品＞キッチン用品＞保存容器＞ジップロック スクリューロック 730mL (1コ入)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z51/z4901670108651.jpg' width='100%'><br><br>【ジップロック スクリューロック 730mLの商品詳細】<br>●フタをまわして簡単ロック<br>●フタがスクリュータイプになっており、簡単でスムーズにフタを開け閉めできます。<br>●密閉性が高くもれにくいため、液体の保存に便利です。※フタをしっかり閉めてお使いください。<br>●食品の冷凍保存から、電子レンジ加熱まで幅広くお使いいただけます。<br>●フタごと電子レンジ加熱できます。※フタを閉めずにずらしてお使いください。<br><br>【規格概要】<br>サイズ・・・縦118mm*横118mm*高さ108mm<br>重量・・・49g<br>容量・・・730mL<br><br>【ブランド】<br>Ziploc(ジップロック)<br><br>【発売元、製造元、輸入元又は販売元】<br>旭化成ホームプロダクツ<br><br>(Ziploc)<br><br>/(/F242702/)/<br><br>旭化成ホームプロダクツ<br>101-8101 東京都千代田区神田神保町1-105<br>0120-065-402<br><br>広告文責：株式会社爽快ドラッグ<br><br>[キッチン用品/ブランド：Ziploc(ジップロック)/],ジップロック スクリューロック 730mL(1コ入)【soukai_0912】【Ziploc(ジップロック)】[キッチン用品]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションジップロック スクリューロック 730mL(1コ入)【soukai_0912】【Ziploc(ジップロック)】[キッチン用品],Ziploc(ジップロック) / キッチン用品。ジップロック スクリューロック 730mL(1コ入)【soukai_0912】【Ziploc(ジップロック)】[キッチン用品][rn]
16-195404,http://tshop.r10s.jp/soukai/cabinet/09/4901670104509.jpg?fitin=700:700,220.8000,,キッチン用品・食器・調理器具 > 容器・ストッカー・調味料容器 > 保存容器,ジップロック スクリューロック(473mL*2コ入)【soukai_0912】【Ziploc(ジップロック)】[プラスチック保存容器 お花見 ランチボックス],Ziploc(ジップロック)★税抜1900円以上で送料無料★,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞日用品＞キッチン用品＞保存容器＞ジップロック スクリューロック (473mL*2コ入)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z09/z4901670104509.jpg' width='100%'><br><br>【ジップロック スクリューロックの商品詳細】<br>●フタがスクリュータイプになっており、簡単でスムーズにフタを開け閉めできます。<br>●密閉性が高くもれにくいため、液体の保存に便利です。<br>※フタをしっかり閉めてお使いください。<br>●食品の冷凍保存から、電子レンジ加熱まで幅広くお使いいただけます。<br>●フタごと電子レンジ加熱できます。<br>※フタを閉めずにずらしてお使いください。<br><br>【商品概要】<br>容量・・・473mL／1コ<br>サイズ・・・縦118X横118X高80mm／1コ<br><br><br>【ブランド】<br>Ziploc(ジップロック)<br><br>【発売元、製造元、輸入元又は販売元】<br>旭化成ホームプロダクツ<br><br><font color='red'>画像はイメージ画像の為、実際の商品とはパッケージデザイン等が多少異なる場合がございます。予めご了承願います。</font><br><br>(Ziploc 0.473L)<br><br>/(/F242702/)/<br><br>旭化成ホームプロダクツ<br>101-8101 東京都千代田区神田神保町1-105<br>0120-065-402<br><br>広告文責：株式会社爽快ドラッグ<br><br>[キッチン用品/ブランド：Ziploc(ジップロック)/],ジップロック スクリューロック(473mL*2コ入)【soukai_0912】【Ziploc(ジップロック)】[プラスチック保存容器 お花見 ランチボックス]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションジップロック スクリューロック(473mL*2コ入)【soukai_0912】【Ziploc(ジップロック)】[プラスチック保存容器 お花見 ランチボックス],Ziploc(ジップロック)★税抜1900円以上で送料無料★。ジップロック スクリューロック(473mL*2コ入)【soukai_0912】【Ziploc(ジップロック)】[プラスチック保存容器 お花見 ランチボックス][rn]
16-195405,http://tshop.r10s.jp/soukai/cabinet/20/4901670109320.jpg?fitin=700:700,163.2000,,キッチン用品・食器・調理器具 > 容器・ストッカー・調味料容器 > 保存容器,【訳あり】ジップロック コンテナー 長方形 200mL(4コ入)【Ziploc(ジップロック)】[キッチン用品],Ziploc(ジップロック) / キッチン用品,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞日用品＞キッチン用品＞保存容器＞ジップロック コンテナー 長方形 200mL (4コ入)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z20/z4901670109320.jpg' width='100%'><br><br>【ジップロック コンテナー 長方形 200mLの商品詳細】<br>●冷凍から電子レンジ解凍まで幅広く使えます。<br>●軽くて丈夫なプラスチック製保存容器です。<br>●積み重ねて保存ができます。また、使わないときは重ねて収納できます。<br>●中身がひと目でわかる半透明の容器です。<br>●フタの中央部分を押すとパチンと簡単に閉まります。<br>●目盛りが付いて、内容量が確認できます。<br>●容器のふちが広くて持ちやすくなっています。<br><br>【使用方法】<br>・フタを閉めずにずらしてお使い下さい。<br><br>【ジップロック コンテナー 長方形 200mLの原材料】<br>本体・フタ・・・ポリプロピレン<br>【規格概要】<br>サイズ・・・縦111*横85*高さ62mm<br>重量・・・17g<br>容量・・・200mL<br>耐熱温度・・・140度<br>耐冷温度・・・-20度<br>【注意事項】<br>・洗浄の際に、フタや容器のフチで手を傷つけるおそれがありますのでご注意ください。<br>・初めてご使用になる際は、洗浄してからご使用ください。<br>・火のそばに置かないでください。<br>・耐冷温度以下では冷凍しないでください。<br>・冷凍庫から出した直後は衝撃を加えると割れやすいため、取扱いにご注意ください。<br>・直火、オーブングリル、オーブントースターには使用しないでください。<br>・熱い食品は、よくさましてからフタをしてください。<br>・液状のものを入れた場合、横にしないでください。液体がもれるおそれがあります。<br>・食品の種類(カレー、ミートソースなど)によっては容器に色がつくことがあります。<br>・フタの中央部分を押すと簡単に閉まります。フタが開きにくい場合は、フタの中央に指を添えながら、親指でつまみを押し上げると開けやすくなります。<br>・ご使用になる間はパッケージを大切に保管してください。<br>★電子レンジ使用時のご注意<br>・加熱時はフタをずらしてご使用ください。<br>・電子レンジから取り出すときは、容器が熱くなっていますので気をつけてください。<br>・油分の多い食品(カレー、シチューなど)の加熱調理は、耐熱温度を超えることがありますので、解凍までにとどめてください。<br>・糖分の多い食品(チョコレートなど)の加熱調理には使用しないでください。急激に温度が上がり、耐熱温度を超えることがあります。<br>・加熱後はフタをしたまま放置しないでください。<br>・自動調理や自動加熱、オーブン機能との同時加熱には使用しないでください。<br><br>【ブランド】<br>Ziploc(ジップロック)<br><br>【発売元、製造元、輸入元又は販売元】<br>旭化成ホームプロダクツ<br><br><font color='red'>本品はメーカー製造中止のため、在庫限りで販売終了となります。</font><br><br><font color='red'>旧仕様での訳あり処分価格になっております。</font><br><br>(Ziploc)<br><br>/(/F242703/F286304/)/<br><br>旭化成ホームプロダクツ<br>101-8101 東京都千代田区神田神保町1-105<br>0120-065-402<br><br>広告文責：株式会社爽快ドラッグ<br><br>[キッチン用品/ブランド：Ziploc(ジップロック)/],【訳あり】ジップロック コンテナー 長方形 200mL(4コ入)【Ziploc(ジップロック)】[キッチン用品]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション【訳あり】ジップロック コンテナー 長方形 200mL(4コ入)【Ziploc(ジップロック)】[キッチン用品],Ziploc(ジップロック) / キッチン用品。【訳あり】ジップロック コンテナー 長方形 200mL(4コ入)【Ziploc(ジップロック)】[キッチン用品][rn]
16-195406,http://tshop.r10s.jp/soukai/cabinet/34/4901670111934.jpg?fitin=700:700,243.2000,,キッチン用品・食器・調理器具 > 容器・ストッカー・調味料容器 > 保存容器,ジップロック コンテナー 長方形 300mＬ(2コ入)【Ziploc(ジップロック)】,Ziploc(ジップロック)★税抜1900円以上で送料無料★,お店TOP＞日用品＞キッチン用品＞保存容器＞ジップロック コンテナー 長方形 300mＬ (2コ入)<br><br>★税抜1900円以上で送料無料★<br><br>【ジップロック コンテナー 長方形 300mＬの商品詳細】<br>●軽くて丈夫なプラスチック製保存容器です。<br>●底面とフタの凹凸で重ねた時にずれにくくなっています。<br>●同じサイズはもちろん、異なるサイズ同士でも積み重ねて保存できます。また使わないときは重ねて収納できます。<br>●フタの中央部分をおすとパチンと閉まって、しっかり密閉します。<br>●中身が一目でわかる半透明の容器です。<br>●容器の側面に目盛りが付いて、内容量が確認できます。<br>●本体、フタとも耐熱温度は140度、耐冷温度は-20度で、食品の冷凍保存からフタごと電子レンジ加熱までできます。<br><br>【使用方法】<br>・食品の冷凍保存から、電子レンジ加熱まで幅広くお使い頂けます。<br>※加熱時はフタを閉めずに、ずらしてご使用ください。<br><br>【ジップロック コンテナー 長方形 300mＬの原材料】<br>ポリプロピレン<br>【規格概要】<br>サイズ・・・縦80mm*横156mm*高さ53mm<br>【注意事項】<br>★使用上の注意<br>・洗浄の際に、フタや容器のフチで手を傷つけるおそれがありますのでご注意ください。<br>・初めてご使用になる際は、洗浄してからご使用ください。<br>・火のそばに置かないでください。<br>・冷凍庫から出した直後は割れやすいため、取り扱いにはご注意ください。<br>・オーブン、グリル、オーブントースター、直火には使用しないでください。<br>・食品が熱いままフタをしないでください。変形のおそれがあります。<br>・液状のものを入れた場合、横にしないでください。液体がもれるおそれがあります。<br>・食品の種類によっては容器に色がつくことがあります。<br>・フタが開きにくい場合はフタの上に指を添えながら、親指でつまみを押し上げると開けやすくなります。<br>・電子レンジ、オーブンレンジなどの調理器具や食洗機にてご使用の場合は、その取扱説明書に従ってください。<br>・廃棄時は各自治体の定める方法に従ってください。<br>★電子レンジ使用時のご注意<br>・加熱時はフタをずらしてご使用ください。<br>・電子レンジから取り出すときは、容器が熱くなっていますので気をつけてください。<br>・油分の多い食品の加熱調理は、耐熱温度を超えることがありますので、解凍までにとどめてください。<br>・糖分の多い食品や調味料の加熱調理には使用しないでください。急激に温度があがり、耐熱温度を超えることがあります。<br><br>【ブランド】<br>Ziploc(ジップロック)<br><br>【発売元、製造元、輸入元又は販売元】<br>旭化成ホームプロダクツ<br><br>(ZipLoc container じっぷろっく こんてなー ちょうほう形 チョウホウ形)<br><br>/(/F279402/F319304/F286304/)/<br><br>旭化成ホームプロダクツ<br>101-8101 東京都千代田区神田神保町1-105<br>0120-065-402<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[キッチン用品/ブランド：Ziploc(ジップロック)/],ジップロック コンテナー 長方形 300mＬ(2コ入)【Ziploc(ジップロック)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションジップロック コンテナー 長方形 300mＬ(2コ入)【Ziploc(ジップロック)】,Ziploc(ジップロック)★税抜1900円以上で送料無料★。ジップロック コンテナー 長方形 300mＬ(2コ入)【Ziploc(ジップロック)】[rn]
16-195407,http://tshop.r10s.jp/soukai/cabinet/36/4901670111736.jpg?fitin=700:700,222.4000,,キッチン用品・食器・調理器具 > 容器・ストッカー・調味料容器 > 保存容器,ジップロック スクリューロック ホリデーアソート(2コ入)【Ziploc(ジップロック)】,Ziploc(ジップロック)★税抜1900円以上で送料無料★,<img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞日用品＞キッチン用品＞保存容器＞ジップロック スクリューロック ホリデーアソート (2コ入)<br><br>★税抜1900円以上で送料無料★<br><br>【ジップロック スクリューロック ホリデーアソートの商品詳細】<br>●フタがレッドとグリーンの2色セットの、2015年冬季限定のHoLidey企画品です。<br>●フタがスクリュー式になっており、簡単でスムーズにフタを開け閉めできます。<br>●密閉性が高くもれにくいため、液体の保存に便利です。<br>●食品の冷凍保存から、電子レンジ加熱まで幅広くお使いいただけます。<br>●フタごと電子レンジ加熱できます。<br><br>【使用方法】<br>・フタをひねって開け閉めできます。<br><br>【セット詳細】<br>ジップロック スクリューロック <br>容器：473mL*2／フタ(各サイズ共通)：赤色*1枚、緑色*1枚<br>【ジップロック スクリューロック ホリデーアソートの原材料】<br>ポリプロピレン<br>【規格概要】<br>サイズ・・・縦118mm*横118mm*高さ80mm／重量39g／容量473mL<br>耐熱温度・・・140度<br>耐冷温度・・・-20度<br>【注意事項】<br>・洗浄の際に、フタや容器のフチで手を傷つけるおそれがありますのでご注意ください。<br>・初めてご使用になる際は、洗浄してからご使用ください。<br>・火のそばに置かないでください。<br>・耐冷温度以下では冷凍しないでください。<br>・冷凍庫から出した直後は衝撃を加えると割れやすいため、取り扱いにご注意ください。<br>・オーブン、グリル、オーブントースター、直火には使用しないでください。<br>・熱い食品は、良く冷ましてからフタをしてください。<br>・液体の場合、横置きにしたり激しく振るのは避けてください。液体がもれるおそれがあります。<br>・液状のものを冷凍保存する場合、8分目以下にしてください。<br>・製氷目的として使用しないでください。<br>・食品の種類(カレー、ミートソースなど)によっては容器に色がつくことがあります。<br>・湯せん、煮沸はしないでください。容器の印刷がはがれることがあります。<br>・電子レンジ、オーブンレンジなどの調理機器にてご使用の場合は、その取扱説明書に従ってください。<br>・廃棄時は各自治体の定める方法に従ってください。<br>・ご使用になる間はパッケージを大切に保管してください。<br>＜電子レンジ使用時のご注意＞<br>・加熱時はフタを閉めずに、ずらしてご使用ください。<br>・電子レンジから取り出すときは、容器が熱くなっていますので気をつけてください。<br>・油分の多い食品(カレー、シチューなど)の加熱調理は、耐熱温度を超えることがありますので、解凍までにとどめてください。<br>・糖分の多い食品(チョコレートなど)の加熱調理には使用しないでください。急激に温度が上がり、耐熱温度を超えることがあります。<br>・加熱後はフタをしたまま放置しないでください。<br><br>【ブランド】<br>Ziploc(ジップロック)<br><br>【発売元、製造元、輸入元又は販売元】<br>旭化成ホームプロダクツ<br><br><font color='red'>本品はメーカー製造中止のため、在庫限りで販売終了となります。</font><br><br>(ZipLoc  じっぷろっく すくりゅー ろっく ほりでー あそーと)<br><br>/(/F287007/F286302/)/<br><br>旭化成ホームプロダクツ<br>101-8101 東京都千代田区神田神保町1-105<br>0120-065-402<br><br>広告文責：株式会社爽快ドラッグ<br><br>[キッチン用品/ブランド：Ziploc(ジップロック)/],ジップロック スクリューロック ホリデーアソート(2コ入)【Ziploc(ジップロック)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションジップロック スクリューロック ホリデーアソート(2コ入)【Ziploc(ジップロック)】,Ziploc(ジップロック)★税抜1900円以上で送料無料★。ジップロック スクリューロック ホリデーアソート(2コ入)【Ziploc(ジップロック)】[rn]
16-195408,http://tshop.r10s.jp/soukai/cabinet/89/4901670111989.jpg?fitin=700:700,324.8000,,キッチン用品・食器・調理器具 > 容器・ストッカー・調味料容器 > 保存容器,ジップロック コンテナー 長方形 1900mＬ(1コ入)【Ziploc(ジップロック)】,Ziploc(ジップロック)★税抜1900円以上で送料無料★,お店TOP＞日用品＞キッチン用品＞保存容器＞ジップロック コンテナー 長方形 1900mＬ (1コ入)<br><br>★税抜1900円以上で送料無料★<br><br>【ジップロック コンテナー 長方形 1900mＬの商品詳細】<br>●軽くて丈夫なプラスチック製保存容器です。<br>●底面とフタの凹凸で重ねた時にずれにくくなっています。<br>●同じサイズはもちろん、異なるサイズ同士でも積み重ねて保存できます。また使わないときは重ねて収納できます。<br>●フタの中央部分をおすとパチンと閉まって、しっかり密閉します。<br>●中身が一目でわかる半透明の容器です。<br>●容器の側面に目盛りが付いて、内容量が確認できます。<br>●本体、フタとも耐熱温度は140度、耐冷温度は-20度で、食品の冷凍保存からフタごと電子レンジ加熱までできます。<br><br>【使用方法】<br>・食品の冷凍保存から、電子レンジ加熱まで幅広くお使い頂けます。<br>※加熱時はフタを閉めずに、ずらしてご使用ください。<br><br>【ジップロック コンテナー 長方形 1900mＬの原材料】<br>ポリプロピレン<br>【規格概要】<br>サイズ・・・縦156mm*横235mm*高さ83mm<br>【注意事項】<br>★使用上の注意<br>・洗浄の際に、フタや容器のフチで手を傷つけるおそれがありますのでご注意ください。<br>・初めてご使用になる際は、洗浄してからご使用ください。<br>・火のそばに置かないでください。<br>・冷凍庫から出した直後は割れやすいため、取り扱いにはご注意ください。<br>・オーブン、グリル、オーブントースター、直火には使用しないでください。<br>・食品が熱いままフタをしないでください。変形のおそれがあります。<br>・液状のものを入れた場合、横にしないでください。液体がもれるおそれがあります。<br>・食品の種類によっては容器に色がつくことがあります。<br>・フタが開きにくい場合はフタの上に指を添えながら、親指でつまみを押し上げると開けやすくなります。<br>・電子レンジ、オーブンレンジなどの調理器具や食洗機にてご使用の場合は、その取扱説明書に従ってください。<br>・廃棄時は各自治体の定める方法に従ってください。<br>★電子レンジ使用時のご注意<br>・加熱時はフタをずらしてご使用ください。<br>・電子レンジから取り出すときは、容器が熱くなっていますので気をつけてください。<br>・油分の多い食品の加熱調理は、耐熱温度を超えることがありますので、解凍までにとどめてください。<br>・糖分の多い食品や調味料の加熱調理には使用しないでください。急激に温度があがり、耐熱温度を超えることがあります。<br><br>【ブランド】<br>Ziploc(ジップロック)<br><br>【発売元、製造元、輸入元又は販売元】<br>旭化成ホームプロダクツ<br><br>(ZipLoc container じっぷろっく こんてなー ちょうほう形 チョウホウ形)<br><br>/(/F279402/F319304/F286304/)/<br><br>旭化成ホームプロダクツ<br>101-8101 東京都千代田区神田神保町1-105<br>0120-065-402<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[キッチン用品/ブランド：Ziploc(ジップロック)/],ジップロック コンテナー 長方形 1900mＬ(1コ入)【Ziploc(ジップロック)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションジップロック コンテナー 長方形 1900mＬ(1コ入)【Ziploc(ジップロック)】,Ziploc(ジップロック)★税抜1900円以上で送料無料★。ジップロック コンテナー 長方形 1900mＬ(1コ入)【Ziploc(ジップロック)】[rn]
16-195409,http://tshop.r10s.jp/soukai/cabinet/41/4901670111941.jpg?fitin=700:700,243.2000,,キッチン用品・食器・調理器具 > 容器・ストッカー・調味料容器 > 保存容器,ジップロック コンテナー 長方形 510mＬ(2コ入)【Ziploc(ジップロック)】,Ziploc(ジップロック)★税抜1900円以上で送料無料★,お店TOP＞日用品＞キッチン用品＞保存容器＞ジップロック コンテナー 長方形 510mＬ (2コ入)<br><br>★税抜1900円以上で送料無料★<br><br>【ジップロック コンテナー 長方形 510mＬの商品詳細】<br>●軽くて丈夫なプラスチック製保存容器です。<br>●底面とフタの凹凸で重ねた時にずれにくくなっています。<br>●同じサイズはもちろん、異なるサイズ同士でも積み重ねて保存できます。また使わないときは重ねて収納できます。<br>●フタの中央部分をおすとパチンと閉まって、しっかり密閉します。<br>●中身が一目でわかる半透明の容器です。<br>●容器の側面に目盛りが付いて、内容量が確認できます。<br>●本体、フタとも耐熱温度は140度、耐冷温度は-20度で、食品の冷凍保存からフタごと電子レンジ加熱までできます。<br><br>【使用方法】<br>・食品の冷凍保存から、電子レンジ加熱まで幅広くお使い頂けます。<br>※加熱時はフタを閉めずに、ずらしてご使用ください。<br><br>【ジップロック コンテナー 長方形 510mＬの原材料】<br>ポリプロピレン<br>【規格概要】<br>サイズ・・・縦80mm*横156mm*高さ83mm<br>【注意事項】<br>★使用上の注意<br>・洗浄の際に、フタや容器のフチで手を傷つけるおそれがありますのでご注意ください。<br>・初めてご使用になる際は、洗浄してからご使用ください。<br>・火のそばに置かないでください。<br>・冷凍庫から出した直後は割れやすいため、取り扱いにはご注意ください。<br>・オーブン、グリル、オーブントースター、直火には使用しないでください。<br>・食品が熱いままフタをしないでください。変形のおそれがあります。<br>・液状のものを入れた場合、横にしないでください。液体がもれるおそれがあります。<br>・食品の種類によっては容器に色がつくことがあります。<br>・フタが開きにくい場合はフタの上に指を添えながら、親指でつまみを押し上げると開けやすくなります。<br>・電子レンジ、オーブンレンジなどの調理器具や食洗機にてご使用の場合は、その取扱説明書に従ってください。<br>・廃棄時は各自治体の定める方法に従ってください。<br>★電子レンジ使用時のご注意<br>・加熱時はフタをずらしてご使用ください。<br>・電子レンジから取り出すときは、容器が熱くなっていますので気をつけてください。<br>・油分の多い食品の加熱調理は、耐熱温度を超えることがありますので、解凍までにとどめてください。<br>・糖分の多い食品や調味料の加熱調理には使用しないでください。急激に温度があがり、耐熱温度を超えることがあります。<br><br>【ブランド】<br>Ziploc(ジップロック)<br><br>【発売元、製造元、輸入元又は販売元】<br>旭化成ホームプロダクツ<br><br>(ZipLoc container じっぷろっく こんてなー ちょうほう形 チョウホウ形)<br><br>/(/F279402/F319304/F286304/)/<br><br>旭化成ホームプロダクツ<br>101-8101 東京都千代田区神田神保町1-105<br>0120-065-402<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[キッチン用品/ブランド：Ziploc(ジップロック)/],ジップロック コンテナー 長方形 510mＬ(2コ入)【Ziploc(ジップロック)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションジップロック コンテナー 長方形 510mＬ(2コ入)【Ziploc(ジップロック)】,Ziploc(ジップロック)★税抜1900円以上で送料無料★。ジップロック コンテナー 長方形 510mＬ(2コ入)【Ziploc(ジップロック)】[rn]
