18-38801,http://tshop.r10s.jp/ainekusu/cabinet/02749100/03315425/imgrc0065750209.gif?fitin=700:700,11680.0000,,インテリア・寝具・収納 > 寝具 > マットレス,【あす楽18:00迄!!】 プライムスリープマットレス / シングルサイズ 高反発 寝具 【APMM-S】,店内複数エントリーPT最大24倍チャンス！4/17 9:59まで,"通気性抜群の３次元スプリング構造の中材を採用<br>
季節に合わせてご使用いただける表面ニット地（秋冬用）！<br>
裏面メッシュ地（春夏用）！お好みに合わせてご使用いただけます！<br>
メッシュ生地は通気性のよいハニカムメッシュ構造になっております<br><br>
サイズ■（約）幅95×奥行198×高さ5cm<br>
重　量■（約）7.5kg<br>
材　質■<br>
　　　　側生地・中袋：ポリエステル100％<br>
　　　　中材：EVA樹脂<br><br>",【あす楽18:00迄!!】 プライムスリープマットレス / シングルサイズ 高反発 寝具 【APMM-S】：アットマックス＠,cn-gp550dポータブル電源ガーデンバリアゴリラセットアップ込40b19lドライブレコーダーカーナビゲーションワコーズ GDXゴリラレーダー探知機静音計画100d23lサーキュレータージャンプスターターカーバッテリーcarrozzeriaジェントスエアコンガス【あす楽18:00迄!!】 プライムスリープマットレス / シングルサイズ 高反発 寝具 【APMM-S】,店内複数エントリーPT最大24倍チャンス！4/17 9:59まで。【あす楽18:00迄!!】 プライムスリープマットレス / シングルサイズ 高反発 寝具 【APMM-S】[rn]
18-38802,http://tshop.r10s.jp/ainekusu/cabinet/02749100/03179791/imgrc0065400887.gif?fitin=700:700,7504.0000,,インテリア・寝具・収納 > 寝具 > マットレス,【IRIS アイリスオーヤマ】高反発マットレス / ネイビー / シングルサイズ【MAK8-S】,店内複数エントリーPT最大24倍チャンス！4/17 9:59まで,"反発性のあるウレタンフォームを使用したマットレスです。<br>
ボリュームたっぷりの厚さ8cm。つなぎ目がない1枚タイプ。<br>
ロール状に圧縮梱包してお届けします。<br>
<font size=""1"">（※復元後は、元のロール状態に戻すことができません。）</font><br><br>

<b>製品仕様</b><br>
●商品サイズ（cm）：幅約195×奥行約117×高さ約8<br>
●パッケージサイズ（cm）：幅約38.5×奥行約38.5×高さ約60.5<br>
●材質：側生地/ポリエステル100％、詰めもの/ウレタンフォーム<br>
●お手入れ方法：側生地のみ取り外して洗濯できます。<br>
●目付け<br>
　 表面・マチ：155g/m<br>
　 裏面：120g/m<br>
●かたさ：105N（かため）<br><br>",【IRIS アイリスオーヤマ】高反発マットレス / ネイビー / シングルサイズ【MAK8-S】：アットマックス＠,cn-gp550dポータブル電源ガーデンバリアゴリラセットアップ込40b19lドライブレコーダーカーナビゲーションワコーズ GDXゴリラレーダー探知機静音計画100d23lサーキュレータージャンプスターターカーバッテリーcarrozzeriaジェントスエアコンガス【IRIS アイリスオーヤマ】高反発マットレス / ネイビー / シングルサイズ【MAK8-S】,店内複数エントリーPT最大24倍チャンス！4/17 9:59まで。【IRIS アイリスオーヤマ】高反発マットレス / ネイビー / シングルサイズ【MAK8-S】[rn]
18-38803,http://tshop.r10s.jp/ainekusu/cabinet/02749100/03179791/imgrc0065400887.gif?fitin=700:700,7504.0000,,インテリア・寝具・収納 > 寝具 > マットレス,【IRIS アイリスオーヤマ】【厚さ8cmの車内泊にも使えるマット】しかも高反発マットレス!!  ネイビー / シングルサイズ【MAK8-S】,店内複数エントリーPT最大24倍チャンス！4/17 9:59まで,"反発性のあるウレタンフォームを使用したマットレスです。<br>
ボリュームたっぷりの厚さ8cm。つなぎ目がない1枚タイプ。<br>
ロール状に圧縮梱包してお届けします。<br>
<font size=""1"">（※復元後は、元のロール状態に戻すことができません。）</font><br><br>

<b>製品仕様</b><br>
●商品サイズ（cm）：幅約195×奥行約117×高さ約8<br>
●パッケージサイズ（cm）：幅約38.5×奥行約38.5×高さ約60.5<br>
●材質：側生地/ポリエステル100％、詰めもの/ウレタンフォーム<br>
●お手入れ方法：側生地のみ取り外して洗濯できます。<br>
●目付け<br>
　 表面・マチ：155g/m<br>
　 裏面：120g/m<br>
●かたさ：105N（かため）<br><br>",【IRIS アイリスオーヤマ】【厚さ8cmの車内泊にも使えるマット】しかも高反発マットレス!!  ネイビー / シングルサイズ【MAK8-S】：アットマックス＠,cn-gp550dポータブル電源ガーデンバリアゴリラセットアップ込40b19lドライブレコーダーカーナビゲーションワコーズ GDXゴリラレーダー探知機静音計画100d23lサーキュレータージャンプスターターカーバッテリーcarrozzeriaジェントスエアコンガス【IRIS アイリスオーヤマ】【厚さ8cmの車内泊にも使えるマット】しかも高反発マットレス!!  ネイビー / シングルサイズ【MAK8-S】,店内複数エントリーPT最大24倍チャンス！4/17 9:59まで。【IRIS アイリスオーヤマ】【厚さ8cmの車内泊にも使えるマット】しかも高反発マットレス!!  ネイビー / シングルサイズ【MAK8-S】[rn]
18-38804,http://tshop.r10s.jp/akibamac/cabinet/05158556/4956642446118.jpg?fitin=700:700,7400.0000,,インテリア・寝具・収納 > 寝具 > マットレス,【送料無料】イケヒコい草マットレス(セミダブルサイズ/120×210cm) (8311819),,敷き布団の下に敷けば、ムレずに快適！<br>「フローリングに直接敷き布団をひくのには抵抗がある。」<br>「湿気がこもるから、すのこを敷きたいけど、重くて大変・・」<br>「敷き布団だけだと、やっぱりかたい・・起きた時に体が痛い・・」<br>い草マットレスは、そんな不満を解消します！<br><br>■い草の吸湿力でムレを防止！<br><br>■軽量で、お手入れが簡単！<br><br>■2枚ならべて、ファミリー布団用で。<br><br>■布団以外でも使い方いろいろ！<br><br>,【送料無料】イケヒコい草マットレス(セミダブルサイズ/120&times;210cm) (8311819)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】イケヒコい草マットレス(セミダブルサイズ/120&times;210cm) (8311819),【送料無料】イケヒコい草マットレス(セミダブルサイズ/120&times;210cm) (8311819)[rn]
18-38805,http://tshop.r10s.jp/akibamac/cabinet/05158556/4967576133937.jpg?fitin=700:700,11040.0000,,インテリア・寝具・収納 > 寝具 > マットレス,【送料無料】アイリスオーヤマ高反発マットレス MAK8-D(ダブルサイズ/137×195×8cm/ネイビー) (MAK8D),,反発性のあるウレタンフォームを使用したマットレスです。<br>ボリュームたっぷりの厚さ8cm。<br>つなぎ目がない1枚タイプ。<br>ロール状に圧縮梱包してお届けします。（※復元後は、元のロール状態に戻すことができません。）<br><br>●商品サイズ（cm）：幅約195×奥行約137×高さ約8<br>●パッケージサイズ（cm）：幅約38.5×奥行約38.5×高さ約70.5<br>●材質：側生地/ポリエステル100％、詰めもの/ウレタンフォーム<br>●お手入れ方法：側生地のみ取り外して洗濯できます。<br>●目付け<br>表面・マチ：155g/m<br>裏面：120g/m<br>●かたさ：105N（かため）,【送料無料】アイリスオーヤマ高反発マットレス MAK8-D(ダブルサイズ/137&times;195&times;8cm/ネイビー) (MAK8D)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】アイリスオーヤマ高反発マットレス MAK8-D(ダブルサイズ/137&times;195&times;8cm/ネイビー) (MAK8D),【送料無料】アイリスオーヤマ高反発マットレス MAK8-D(ダブルサイズ/137&times;195&times;8cm/ネイビー) (MAK8D)[rn]
18-38806,http://tshop.r10s.jp/akibamac/cabinet/05104755/4905009991143.jpg?fitin=700:700,24984.0000,,インテリア・寝具・収納 > 寝具 > マットレス,【送料無料】アイリスオーヤマエアリーマットレス MARS(ダブルサイズ) (MARSD),,,【送料無料】アイリスオーヤマエアリーマットレス MARS(ダブルサイズ) (MARSD)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】アイリスオーヤマエアリーマットレス MARS(ダブルサイズ) (MARSD),【送料無料】アイリスオーヤマエアリーマットレス MARS(ダブルサイズ) (MARSD)[rn]
18-38807,http://tshop.r10s.jp/enetanmin/cabinet/shohin/asshukumat/7034386_1.jpg?fitin=700:700,6281.6000,,インテリア・寝具・収納 > 寝具 > マットレス,高反発マットレス セミダブル 厚さ10cm 3つ折り 160N 送料無料  マットレス 高反発 高反発マット ベッドマットレス 三つ折り 折りたたみ ウレタン 硬め メッシュ パイル ノンホルムアルデヒド ISO9001 ベッド ブラウン【D】 寝具[R5],マットレス 高反発 セミダブル 3つ折り,"<img src=""http://image.rakuten.co.jp/enetanmin/cabinet/description/150904kouhanpatu10/7034380_7034384_s1.jpg"" width=""100%"" /><br>
<img src=""http://image.rakuten.co.jp/enetanmin/cabinet/description/150904kouhanpatu10/7034380_7034384_s2.jpg"" width=""100%"" /><br>
<img src=""http://image.rakuten.co.jp/enetanmin/cabinet/description/150904kouhanpatu10/7034380_7034384_s3.jpg"" width=""100%"" />

<BR><BR>

<!--スマホマットレス関連-->
<table border=""1"" cellpadding=""5"" cellspacing=""0"" width=""100%"" bordercolor=""#FF4F50"">
<tr>
<td colspan=""3"" bgcolor=""#FF4F50"" bordercolor=""#FF4F50""><font color=""white""><b>サイズ【160N】</b></font></td>
</tr>
<tr>
<td width=""33%""><font size=""+1""><b>シングル</b><br></font></td>
<td width=""33%""><font size=""+1""><b>セミダブル</b><br></font></td>
<td width=""33%""><font size=""+1""><b>ダブル</b><br></font></td>
</tr>
</table>

<table border=""1"" cellpadding=""5"" cellspacing=""0"" width=""100%"" bordercolor=""#FF4F50"">
<tr>
<td colspan=""3"" bgcolor=""#FF4F50"" bordercolor=""#FF4F50""><font color=""white""><b>硬さ違い商品【120N】</b></font></td>
</tr>
<tr>
<td width=""33%""><font size=""+1""><b>シングル</b><br></font></td>
<td width=""33%""><font size=""+1""><b>セミダブル</b><br></font></td>
<td width=""33%""><font size=""+1""><b>ダブル</b><br></font></td>
</tr>
</table>

<table border=""1"" cellpadding=""5"" cellspacing=""0"" width=""100%"" bordercolor=""#FF4F50"">
<tr>
<td colspan=""3"" bgcolor=""#FF4F50"" bordercolor=""#FF4F50""><font color=""white""><b>厚さ違い商品</b></font></td>
</tr>
<tr>
<td width=""48%""><font size=""+1""><b>【厚さ8cm】<BR>タイプは<BR>こちらから</b><br></font></td>
<td width=""48%""><font size=""+1""><b>【厚さ4cm】<BR>タイプは<BR>こちらから</b><br></font></td>
</tr>
</table>

<table width=100% bgcolor=#FF4F50>
<tr><td bgcolor=#FF4F50><font color=white>★anminのオススメ★</font></td></tr>
<tr><td bgcolor=white>
★ 羽毛より暖かい！シンサレート寝具はこちら ★<br><br>

★マットレスといったらコレ！一押し商品はこちら★<br><br>

★2015年新柄・NEWアイテム続々入荷★<br>『あったか毛布＆敷きパッド』はこちら<br>
<br>
≫その他【マットレス・セミダブルサイズ】はこちら<br><br>

</td></tr>
<!--スマホマットレス関連-->

<tr><td bgcolor=#FF4F50><font color=white>商品仕様</font></td></tr>
<tr><td bgcolor=777777><font color=white>商品サイズ</font></td></tr>
<tr><td bgcolor=white>幅120×奥行195×厚み10cm(カバー含む)・マットレスのみの厚さ9cm<br>商品重量：7kg<br>硬さ：160N</td></tr>
<tr><td bgcolor=777777><font color=white>素材</font></td></tr>
<tr><td bgcolor=white>・側生地：ポリエステル100％<BR>（表ニット地/裏メッシュ地）<br>
・詰めもの：ウレタンフォーム<br>
※側生地のみ取り外して洗濯ができます。<BR>（お洗濯時は洗濯表示に従ってください）<br>
</td></tr>

<tr><td bgcolor=777777><font color=white>特長</font></td></tr>
<tr><td bgcolor=white><b><font color=""hotpink"">寝心地抜群!!収納ラクラク!!</font></b><br>

適度な硬さで身体をしっかり支える<BR>高反発マットレスです。<br>
3つ折りタイプなのでコンパクトに収納できます。<br>
※圧縮して配送される為、商品を開封後<BR>24時間放置すると復元されます。
</td></tr><BR><BR></table><BR>

<!--マットレス-->
<img src=http://image.rakuten.co.jp/enetanmin/cabinet/web_bn/matress_bn_mini.jpg width=100%><br>",高反発マットレス セミダブル 厚さ10cm 3つ折り 160N 送料無料  マットレス 高反発 高反発マット ベッドマットレス 三つ折り 折りたたみ ウレタン 硬め メッシュ パイル ノンホルムアルデヒド ISO9001 ベッド ブラウン【D】 寝具[R5]：寝具と安眠グッズ専門店 anmin,寝具ベッドマットレス羽毛布団布団セット枕西川掛け布団アイリスオーヤマ収納敷布団エアリー マットレスフランスベッドFab the home座椅子家具折りたたみベッドベビーふとんアウトラストラック高反発マットレス セミダブル 厚さ10cm 3つ折り 160N 送料無料  マットレス 高反発 高反発マット ベッドマットレス 三つ折り 折りたたみ ウレタン 硬め メッシュ パイル ノンホルムアルデヒド ISO9001 ベッド ブラウン【D】 寝具[R5],マットレス 高反発 セミダブル 3つ折り。高反発マットレス セミダブル 厚さ10cm 3つ折り 160N 送料無料  マットレス 高反発 高反発マット ベッドマットレス 三つ折り 折りたたみ ウレタン 硬め メッシュ パイル ノンホルムアルデヒド ISO9001 ベッド ブラウン【D】 寝具[R5][rn]
18-38808,http://tshop.r10s.jp/enetanmin/cabinet/tasya25/7034387.jpg?fitin=700:700,8000.0000,,インテリア・寝具・収納 > 寝具 > マットレス,高反発マットレス ダブル 厚さ10cm 3つ折り 160N 送料無料 マットレス 高反発 高反発マット ベッドマットレス 三つ折り 折りたたみ ウレタン 硬め メッシュ パイル 寝具 ノンホルムアルデヒド ISO9001 ベッド ブラウン【D】[R5],マットレス 高反発 ダブル 3つ折り 折りたたみ,"<img src=""http://image.rakuten.co.jp/enetanmin/cabinet/description/150904kouhanpatu10/7034380_7034384_s1.jpg"" width=""100%"" /><br>
<img src=""http://image.rakuten.co.jp/enetanmin/cabinet/description/150904kouhanpatu10/7034380_7034384_s2.jpg"" width=""100%"" /><br>
<img src=""http://image.rakuten.co.jp/enetanmin/cabinet/description/150904kouhanpatu10/7034380_7034384_s3.jpg"" width=""100%"" />

<BR><BR>

<!--スマホマットレス関連-->
<table border=""1"" cellpadding=""5"" cellspacing=""0"" width=""100%"" bordercolor=""#FF4F50"">
<tr>
<td colspan=""3"" bgcolor=""#FF4F50"" bordercolor=""#FF4F50""><font color=""white""><b>サイズ【160N】</b></font></td>
</tr>
<tr>
<td width=""33%""><font size=""+1""><b>シングル</b><br></font></td>
<td width=""33%""><font size=""+1""><b>セミダブル</b><br></font></td>
<td width=""33%""><font size=""+1""><b>ダブル</b><br></font></td>
</tr>
</table>

<table border=""1"" cellpadding=""5"" cellspacing=""0"" width=""100%"" bordercolor=""#FF4F50"">
<tr>
<td colspan=""3"" bgcolor=""#FF4F50"" bordercolor=""#FF4F50""><font color=""white""><b>硬さ違い商品【120N】</b></font></td>
</tr>
<tr>
<td width=""33%""><font size=""+1""><b>シングル</b><br></font></td>
<td width=""33%""><font size=""+1""><b>セミダブル</b><br></font></td>
<td width=""33%""><font size=""+1""><b>ダブル</b><br></font></td>
</tr>
</table>

<table border=""1"" cellpadding=""5"" cellspacing=""0"" width=""100%"" bordercolor=""#FF4F50"">
<tr>
<td colspan=""3"" bgcolor=""#FF4F50"" bordercolor=""#FF4F50""><font color=""white""><b>厚さ違い商品</b></font></td>
</tr>
<tr>
<td width=""48%""><font size=""+1""><b>【厚さ8cm】<BR>タイプは<BR>こちらから</b><br></font></td>
<td width=""48%""><font size=""+1""><b>【厚さ4cm】<BR>タイプは<BR>こちらから</b><br></font></td>
</tr>
</table>

<table width=100% bgcolor=#FF4F50>
<tr><td bgcolor=#FF4F50><font color=white>★anminのオススメ★</font></td></tr>
<tr><td bgcolor=white>
★ 羽毛より暖かい！シンサレート寝具はこちら ★<br><br>

★マットレスといったらコレ！一押し商品はこちら★<br><br>

★2015年新柄・NEWアイテム続々入荷★<br>『あったか毛布＆敷きパッド』はこちら<br>
<br>
≫その他【マットレス・ダブルサイズ】はこちら<br><br>

</td></tr>
<!--スマホマットレス関連-->


<tr><td bgcolor=#FF4F50><font color=white>商品仕様</font></td></tr>
<tr><td bgcolor=777777><font color=white>商品サイズ</font></td></tr>
<tr><td bgcolor=white>幅140×奥行195×厚み10cm(カバー含む)・マットレスのみの厚さ9cm<br>商品重量：9kg<br>硬さ：160N</td></tr>
<tr><td bgcolor=777777><font color=white>素材</font></td></tr>
<tr><td bgcolor=white>・側生地：ポリエステル100％<BR>（表ニット地/裏メッシュ地）<br>
・詰めもの：ウレタンフォーム<br>
※側生地のみ取り外して洗濯ができます。<BR>（お洗濯時は洗濯表示に従ってください）<br>
</td></tr>

<tr><td bgcolor=777777><font color=white>特長</font></td></tr>
<tr><td bgcolor=white><b><font color=""hotpink"">寝心地抜群!!収納ラクラク!!</font></b><br>

適度な硬さで身体をしっかり支える<BR>高反発マットレスです。<br>
3つ折りタイプなのでコンパクトに収納できます。<br>
</td></tr>
<BR><BR>
</table>

<!--マットレス-->
<img src=http://image.rakuten.co.jp/enetanmin/cabinet/web_bn/matress_bn_mini.jpg width=100%><br>",高反発マットレス ダブル 厚さ10cm 3つ折り 160N 送料無料 マットレス 高反発 高反発マット ベッドマットレス 三つ折り 折りたたみ ウレタン 硬め メッシュ パイル 寝具 ノンホルムアルデヒド ISO9001 ベッド ブラウン【D】[R5]：寝具と安眠グッズ専門店 anmin,寝具ベッドマットレス羽毛布団布団セット枕西川掛け布団アイリスオーヤマ収納敷布団エアリー マットレスフランスベッドFab the home座椅子家具折りたたみベッドベビーふとんアウトラストラック高反発マットレス ダブル 厚さ10cm 3つ折り 160N 送料無料 マットレス 高反発 高反発マット ベッドマットレス 三つ折り 折りたたみ ウレタン 硬め メッシュ パイル 寝具 ノンホルムアルデヒド ISO9001 ベッド ブラウン【D】[R5],マットレス 高反発 ダブル 3つ折り 折りたたみ。高反発マットレス ダブル 厚さ10cm 3つ折り 160N 送料無料 マットレス 高反発 高反発マット ベッドマットレス 三つ折り 折りたたみ ウレタン 硬め メッシュ パイル 寝具 ノンホルムアルデヒド ISO9001 ベッド ブラウン【D】[R5][rn]
18-38809,http://tshop.r10s.jp/enetanmin/cabinet/shohin/asshukumat/7034382_1.jpg?fitin=700:700,6281.6000,,インテリア・寝具・収納 > 寝具 > マットレス,高反発マットレス セミダブル 厚さ10cm 3つ折り 送料無料  マットレス 120N 高反発 ベッドマットレス 三つ折り 折りたたみ ウレタン 硬め 体圧分散 腰痛 メッシュ パイル ノンホルムアルデヒド ISO9001 ブラウン【D】 寝具[R5],マットレス セミダブル 高反発 3つ折り,"<img src=""http://image.rakuten.co.jp/enetanmin/cabinet/description/150904kouhanpatu10/7034380_7034384_s1.jpg"" width=""100%"" /><br>
<img src=""http://image.rakuten.co.jp/enetanmin/cabinet/description/150904kouhanpatu10/7034380_7034384_s2.jpg"" width=""100%"" /><br><img src=""http://image.rakuten.co.jp/enetanmin/cabinet/description/150904kouhanpatu10/7034380_7034384_s3.jpg"" width=""100%"" /><br>

<!--スマホマットレス関連-->
<table border=""1"" cellpadding=""5"" cellspacing=""0"" width=""100%"" bordercolor=""#FF4F50"">
<tr>
<td colspan=""3"" bgcolor=""#FF4F50"" bordercolor=""#FF4F50""><font color=""white""><b>サイズ【120N】</b></font></td>
</tr>
<tr>
<td width=""33%""><font size=""+1""><b>シングル</b><br></font></td>
<td width=""33%""><font size=""+1""><b>セミダブル</b><br></font></td>
<td width=""33%""><font size=""+1""><b>ダブル</b><br></font></td>
</tr>
</table>

<table border=""1"" cellpadding=""5"" cellspacing=""0"" width=""100%"" bordercolor=""#FF4F50"">
<tr>
<td colspan=""3"" bgcolor=""#FF4F50"" bordercolor=""#FF4F50""><font color=""white""><b>硬さ違い商品【160N】</b></font></td>
</tr>
<tr>
<td width=""33%""><font size=""+1""><b>シングル</b><br></font></td>
<td width=""33%""><font size=""+1""><b>セミダブル</b><br></font></td>
<td width=""33%""><font size=""+1""><b>ダブル</b><br></font></td>
</tr>
</table>

<table border=""1"" cellpadding=""5"" cellspacing=""0"" width=""100%"" bordercolor=""#FF4F50"">
<tr>
<td colspan=""3"" bgcolor=""#FF4F50"" bordercolor=""#FF4F50""><font color=""white""><b>厚さ違い商品</b></font></td>
</tr>
<tr>
<td width=""48%""><font size=""+1""><b>【厚さ8cm】<BR>タイプは<BR>こちらから</b><br></font></td>
<td width=""48%""><font size=""+1""><b>【厚さ4cm】<BR>タイプは<BR>こちらから</b><br></font></td>
</tr>
</table>

<table width=100% bgcolor=#FF4F50>
<tr><td bgcolor=#FF4F50><font color=white>★anminのオススメ★</font></td></tr>
<tr><td bgcolor=white>
★ 羽毛より暖かい！シンサレート寝具はこちら ★<br><br>

★マットレスといったらコレ！一押し商品はこちら★<br><br>

★2015年新柄・NEWアイテム続々入荷★<br>『あったか毛布＆敷きパッド』はこちら<br>
<br>
≫その他【マットレス・セミダブルサイズ】はこちら<br><br>

</td></tr>
<!--スマホマットレス関連-->

<tr><td bgcolor=#FF4F50><font color=white>商品仕様</font></td></tr>
<tr><td bgcolor=777777><font color=white>商品サイズ</font></td></tr>
<tr><td bgcolor=white>幅120×奥行195×厚み10cm(カバー含む)・マットレスのみの厚さ9cm<br>商品重量：7kg<br>硬さ：120N</td></tr>
<tr><td bgcolor=777777><font color=white>素材</font></td></tr>
<tr><td bgcolor=white>・側生地：ポリエステル100％<BR>（表ニット地/裏メッシュ地）<br>
・詰めもの：ウレタンフォーム<br>
※側生地のみ取り外して洗濯ができます。<BR>（お洗濯時は洗濯表示に従ってください）<br>
</td></tr>

<tr><td bgcolor=777777><font color=white>特長</font></td></tr>
<tr><td bgcolor=white><b><font color=""hotpink"">寝心地抜群!!収納ラクラク!!</font></b><br>

適度な硬さで身体をしっかり支える<BR>高反発マットレスです。<br>
3つ折りタイプなのでコンパクトに収納できます。<br>
</td></tr><BR><BR></table>
<br>

<!--マットレス-->
<img src=http://image.rakuten.co.jp/enetanmin/cabinet/web_bn/matress_bn_mini.jpg width=100%><br>",高反発マットレス セミダブル 厚さ10cm 3つ折り 送料無料  マットレス 120N 高反発 ベッドマットレス 三つ折り 折りたたみ ウレタン 硬め 体圧分散 腰痛 メッシュ パイル ノンホルムアルデヒド ISO9001 ブラウン【D】 寝具[R5]：寝具と安眠グッズ専門店 anmin,寝具ベッドマットレス羽毛布団布団セット枕西川掛け布団アイリスオーヤマ収納敷布団エアリー マットレスフランスベッドFab the home座椅子家具折りたたみベッドベビーふとんアウトラストラック高反発マットレス セミダブル 厚さ10cm 3つ折り 送料無料  マットレス 120N 高反発 ベッドマットレス 三つ折り 折りたたみ ウレタン 硬め 体圧分散 腰痛 メッシュ パイル ノンホルムアルデヒド ISO9001 ブラウン【D】 寝具[R5],マットレス セミダブル 高反発 3つ折り。高反発マットレス セミダブル 厚さ10cm 3つ折り 送料無料  マットレス 120N 高反発 ベッドマットレス 三つ折り 折りたたみ ウレタン 硬め 体圧分散 腰痛 メッシュ パイル ノンホルムアルデヒド ISO9001 ブラウン【D】 寝具[R5][rn]
