32-75401,http://tshop.r10s.jp/guts-cycle/cabinet/03128176/img60273355.jpg?fitin=700:700,43320.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > サドル,ASTVTE アスチュート SKYCARB VT スカイカーブ VT ブラック/カーボン サドル,ASTVTE　アスチュート　SKYCARB VT　スカイカーブ VT　サドル,"スカイカーブはフルカーボンで出来ており、最高のパフォーマンスとこんフォート性能を望むハイレベルのアスリートやサイクリストのためのプレミアムサドルです。<BR>
プロフェッショナル用サドルの次世代デザインがここにあります。<BR>
魅力的なデザインと、軽量性、強度、その他アスチュートの全ての特徴を備え、<BR>
高いパフォーマンス性能を兼ね備えることにより、スカイカーブをユニークなサドルにしています。<BR>
<BR>
カラー：ブラック/カーボン<BR>
サイズ：275mm×135mm<BR>
重量：140g<BR>
<img src=""http://image.rakuten.co.jp/guts-cycle/cabinet/03128176/img60273388.jpg"">",ASTVTE アスチュート SKYCARB VT スカイカーブ VT ブラック/カーボン サドル：GUTS-CYCLE,ASTVTE アスチュート SKYCARB VT スカイカーブ VT ブラック/カーボン サドル,ASTVTE　アスチュート　SKYCARB VT　スカイカーブ VT　サドル。ASTVTE アスチュート SKYCARB VT スカイカーブ VT ブラック/カーボン サドル[rn]
32-75402,http://tshop.r10s.jp/guts-cycle/cabinet/03175727/img61242785.jpg?fitin=700:700,14408.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > サドル,フィジーク fi'zi:k ANTARES R3 k:ium アンタレス R3 k:iumレールforカメレオン ホワイト/ブラック サドル,フィジーク ANTARES R3 k:ium アンタレス R3 カメレオン サドル,"フラット&ワイドなトップを持つ「アンタレス」はスパイン・コンセプト「カメレオン」に属するサイクリストにオススメする軽量レーシングサドルです。<BR>
 軽量でありながら十分なパッド量を持ち快適性も損なわれていません。<BR>
<BR>
カバー：マイクロテックス<BR>
 シェル：ファイバーグラス/サーモプラスチックコンポジット、ウイングフレックス<BR>
 レール：K:iumレール<BR>
 カラー：ホワイト/ブラック<BR>
重量：195g",フィジーク fi'zi:k ANTARES R3 k:ium アンタレス R3 k:iumレールforカメレオン ホワイト/ブラック サドル：GUTS-CYCLE,フィジーク fi'zi:k ANTARES R3 k:ium アンタレス R3 k:iumレールforカメレオン ホワイト/ブラック サドル,フィジーク ANTARES R3 k:ium アンタレス R3 カメレオン サドル 。フィジーク fi'zi:k ANTARES R3 k:ium アンタレス R3 k:iumレールforカメレオン ホワイト/ブラック サドル[rn]
32-75403,http://tshop.r10s.jp/guts-cycle/cabinet/03175727/imgrc0064515372.jpg?fitin=700:700,29104.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > サドル,フィジーク fi'zi:k ANTARES 00 アンタレス 00 カーボン カーボンレール カメレオン ブラック/イエロー サドル 2016,フィジーク ANTARES 00 アンタレス 00 カーボン サドル 2016,"フィジークサドルレンジの最高峰となる”00“シリーズは、快適性、機能性、スタイルに軽さをも突き詰めたハイエンドモデルです。<BR>
いわゆる「軽量サドル」には、耐久性、実用性に目をつむ らざるを得ないものも多い中、00シリーズはプロツアー選手がシーズンを通して使用できる耐久性と、選手に求められる機能性、快適性のすべてをハイレベルで満たした超軽量サドルなのです。<BR>
<BR>
カバー：マイクロテックス<BR>
 シェル：カーボンダブルシェル、ウイングフレックス<BR>
 レール：メビウスカーボン 7x9mm<BR>
重量：140g<BR>
カラー：ブラック/イエロー<BR>
ICSクリップシステム非対応",フィジーク fi'zi:k ANTARES 00 アンタレス 00 カーボン カーボンレール カメレオン ブラック/イエロー サドル 2016：GUTS-CYCLE,フィジーク fi'zi:k ANTARES 00 アンタレス 00 カーボン カーボンレール カメレオン ブラック/イエロー サドル 2016,フィジーク ANTARES 00 アンタレス 00 カーボン サドル 2016。フィジーク fi'zi:k ANTARES 00 アンタレス 00 カーボン カーボンレール カメレオン ブラック/イエロー サドル 2016[rn]
32-75404,http://tshop.r10s.jp/guts-cycle/cabinet/03128176/imgrc0067162582.jpg?fitin=700:700,14224.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > サドル,ASTVTE アスチュート MISS LINE ミス ライン サドル,ASTVTE アスチュート MISS LINE ミス ライン サドル,"MISS（ミス）は、ロードレース用サドルに女性のエレガンスを融合したモデルです。<BR>
STARモデルの構造や仕上げの特徴を基に、2層密度メモリーフォーム・パッドとコンパクト（250 x147mm）なサイズによる新しいコンセプトでできています。<BR>
 市場で最も軽い女性用サドルの一つです。<BR>
マットブラックのチタン製レールを採用しています。<BR>
<BR>
レール：チタンバナジウム　7x7mm<BR>
サイズ：147x250mm<BR>
重量：235g +/-8%<BR>
シェル材質：ナイロンカーボン<BR>
 カラー：ブラック/ブラック<BR>
　　　　ブラック/レッド<BR>
　　　　ブラック/イエロー<BR>
　　　　ブラック/ピンク<BR>
　　　　ブラック/ブルー<BR>
　　　　ブラック/ライム",ASTVTE アスチュート MISS LINE ミス ライン サドル：GUTS-CYCLE,ASTVTE アスチュート MISS LINE ミス ライン サドル,ASTVTE アスチュート MISS LINE ミス ライン サドル。ASTVTE アスチュート MISS LINE ミス ライン サドル[rn]
32-75405,http://tshop.r10s.jp/guts-cycle/cabinet/03128176/imgrc0062572230.jpg?fitin=700:700,23496.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > サドル,ASTVTE アスチュート SKYLITE VT iProf スカイライト VT iProf サドル,ASTVTE アスチュート SKYLITE VT iProf スカイライト サドル,"プロチーム供給用にブランドロゴを大きく全面的に押し出したデザインで、ブラックの精悍なトップカバーにブランドロゴが目立つ、一目でASTVTEと分かるモデルです。<BR>
スペックはSKYLITEと同様です。<BR>
<BR>
 表皮：特殊マイクロファイバー<BR>
 パッド：前後異密度・低反発形状記憶オープンセル・ポリウレタンフォーム+特殊ラバー<BR>
 ベース：ダブルベース（インナー：カーボンコンポジットナイロン、アウター：ソフトタッチナイロン）<BR>
レール：カーボン<BR>
 サイズ：W135xL275mm<BR>
重量：160ｇ（+-8％）<BR>
カラー：ブラック/ブラック",ASTVTE アスチュート SKYLITE VT iProf スカイライト VT iProf サドル：GUTS-CYCLE,ASTVTE アスチュート SKYLITE VT iProf スカイライト VT iProf サドル,ASTVTE アスチュート SKYLITE VT iProf スカイライト サドル。ASTVTE アスチュート SKYLITE VT iProf スカイライト VT iProf サドル[rn]
32-75406,http://tshop.r10s.jp/guts-cycle/cabinet/03175727/img61147118.jpg?fitin=700:700,23592.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > サドル,フィジーク fi'zi:k VOLTA R1 ヴォルタ R1 カーボンレール ホワイト/グレー サドル,フィジーク VOLTA R1 ヴォルタ R1 カーボンレール サドル,"過去の名作サドルに共通する「ラウンドシェイプ」を最新技術によって蘇らせたサドル<BR>
<BR>
 これまでサドル形状とは長さ、幅、上面形状（フラットやカーブ）の3つのディメンションで考えられてきましたが、ヴォルタが新たに着目したのは4つめのディメンション、断面形状なのです。<BR>
フィジークの提唱する柔軟性に応じたサドル選び「スパインコンセプト」でいえばヴォルタはアリオネとほとんど同じフラットな上面形状を備え「スネーク」に分類されますが、断面形状は全く異なる、「ラウンドシェイプ」を備えます。<BR>
<BR>
シェル：カーボン/サーモプラスチックコンポジット、ウィングフレックス<BR>
 レール：カーボンブレイデッドレール 7×9mm<BR>
重量：165g<BR>
カラー：ホワイト/グレー",フィジーク fi'zi:k VOLTA R1 ヴォルタ R1 カーボンレール ホワイト/グレー サドル：GUTS-CYCLE,フィジーク fi'zi:k VOLTA R1 ヴォルタ R1 カーボンレール ホワイト/グレー サドル,フィジーク VOLTA R1 ヴォルタ R1 カーボンレール サドル 。フィジーク fi'zi:k VOLTA R1 ヴォルタ R1 カーボンレール ホワイト/グレー サドル[rn]
32-75407,http://tshop.r10s.jp/guts-cycle/cabinet/03128176/img60273375.jpg?fitin=700:700,15344.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > サドル,ASTVTE アスチュート SKYLINE VT スカイライン VT ブラック/レッド サドル,ASTVTE　アスチュート　SKYLINE VT　スカイライン VT　サドル,"スカイラインは、その革新的技術によるレース用サドルとして最大限のパフォーマンス性能と、<BR>
一方で十分な強度を望むライダーの為にデザインされました。<BR>
スカイラインは頑丈なチタン-バナジウム合金レールを使用し、<BR>
アスチュートサドルの基本となる機能を備えています。<BR>
<BR>
カラー：ブラック/レッド<BR>
サイズ：275mm×135mm<BR>
重量：190g<BR>
<img src=""http://image.rakuten.co.jp/guts-cycle/cabinet/03128176/img60273388.jpg"">",ASTVTE アスチュート SKYLINE VT スカイライン VT ブラック/レッド サドル：GUTS-CYCLE,ASTVTE アスチュート SKYLINE VT スカイライン VT ブラック/レッド サドル,ASTVTE　アスチュート　SKYLINE VT　スカイライン VT　サドル。ASTVTE アスチュート SKYLINE VT スカイライン VT ブラック/レッド サドル[rn]
32-75408,http://tshop.r10s.jp/guts-cycle/cabinet/03128176/imgrc0061483502.jpg?fitin=700:700,15344.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > サドル,ASTVTE アスチュート SKYLINE SR TACA スカイライン SR タカ サドル,ASTVTE アスチュート SKYLINE SR TACA SR タカ サドル,"TACAの表皮にはマイクロファイバーに滑り止め加工を施しています。<BR>
<BR>
レール：中空チタンバナジウム合金レール<BR>
 カラー：ブラック/ブラック<BR>
　　　　ブラック/レッド<BR>
 サイズ：幅135mm/長さ275mm<BR>
重量：200g+/-8%",ASTVTE アスチュート SKYLINE SR TACA スカイライン SR タカ サドル：GUTS-CYCLE,ASTVTE アスチュート SKYLINE SR TACA スカイライン SR タカ サドル,ASTVTE アスチュート SKYLINE SR TACA SR タカ サドル 。ASTVTE アスチュート SKYLINE SR TACA スカイライン SR タカ サドル[rn]
32-75409,http://tshop.r10s.jp/guts-cycle/cabinet/03128176/img60273353.jpg?fitin=700:700,43320.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > サドル,ASTVTE アスチュート SKYCARB VT スカイカーブ VT ホワイト/カーボン サドル,ASTVTE　アスチュート　SKYCARB VT　スカイカーブ VT　サドル,"スカイカーブはフルカーボンで出来ており、最高のパフォーマンスとこんフォート性能を望むハイレベルのアスリートやサイクリストのためのプレミアムサドルです。<BR>
プロフェッショナル用サドルの次世代デザインがここにあります。<BR>
魅力的なデザインと、軽量性、強度、その他アスチュートの全ての特徴を備え、<BR>
高いパフォーマンス性能を兼ね備えることにより、スカイカーブをユニークなサドルにしています。<BR>
<BR>
カラー：ホワイト/カーボン<BR>
サイズ：275mm×135mm<BR>
重量：140g<BR>
<img src=""http://image.rakuten.co.jp/guts-cycle/cabinet/03128176/img60273388.jpg"">",ASTVTE アスチュート SKYCARB VT スカイカーブ VT ホワイト/カーボン サドル：GUTS-CYCLE,ASTVTE アスチュート SKYCARB VT スカイカーブ VT ホワイト/カーボン サドル,ASTVTE　アスチュート　SKYCARB VT　スカイカーブ VT　サドル。ASTVTE アスチュート SKYCARB VT スカイカーブ VT ホワイト/カーボン サドル[rn]
32-75410,http://tshop.r10s.jp/guts-cycle/cabinet/05469809/imgrc0067345075.jpg?fitin=700:700,4584.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > サドル,チネリ cinelli スカット SCATTO サドル,チネリ cinelli スカット SCATTO サドル,"レール：クロモリ<BR>
 サイズ：137mmx277mm<BR>
重量：230g<BR>
カラー：ブラック<BR>
　　　　アラルド<BR>
　　　　C.スマイル",チネリ cinelli スカット SCATTO サドル：GUTS-CYCLE,チネリ cinelli スカット SCATTO サドル,チネリ cinelli スカット SCATTO サドル。チネリ cinelli スカット SCATTO サドル[rn]
32-75411,http://tshop.r10s.jp/guts-cycle/cabinet/03128176/imgrc0064368193.jpg?fitin=700:700,20680.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > サドル,ASTVTE アスチュート TIME LITE VT タイムライト VT サドル,ASTVTE アスチュート TIME LITE VT タイムライト VT サドル,"記録タイムに挑み、勝利に導く為のモデルです。<BR>
TIME LITE のコンパクトなサイズのパッドが、前乗りのポジションで全力を出すライダーを的確にサポートします。<BR>
フルカーボンレールと革新的な形状を融合させた構造です。<BR>
オープンU シェイプと、ブラックでスクエアなデザインを融合しています。<BR>
<BR>
レール：FULL CARBON 7x9mm<BR>
サイズ：135x250mm<BR>
重量：190ｇ（+-8％）<BR>
SHAPE：ROUND<BR>
カラー：ブラック/ブラック<BR>
　　　　ブラック/ブルー<BR>
　　　　ブラック/レッド",ASTVTE アスチュート TIME LITE VT タイムライト VT サドル：GUTS-CYCLE,ASTVTE アスチュート TIME LITE VT タイムライト VT サドル,ASTVTE アスチュート TIME LITE VT タイムライト VT サドル。ASTVTE アスチュート TIME LITE VT タイムライト VT サドル[rn]
