21-54382,,1986.4000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ソケット,『カード対応OK！』■〒ＴＯＮＥ（株）/ＴＯＮＥ 【S3V-08】(4743130)ＳＵＳソケット ８ｍｍ 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●耐久性、耐薬品性、衛生面に優れたステンレスツールです。<br>●対辺寸法(mm):8<br>●差込角(mm):9.5<br>●全長(mm):23.0<br>●質量(g):18<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒ＴＯＮＥ（株）/ＴＯＮＥ 【S3V-08】(4743130)ＳＵＳソケット ８ｍｍ 受注単位1：クローバー資材館,『カード対応OK！』■〒ＴＯＮＥ（株）/ＴＯＮＥ 【S3V-08】(4743130)ＳＵＳソケット ８ｍｍ 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット。『カード対応OK！』■〒ＴＯＮＥ（株）/ＴＯＮＥ 【S3V-08】(4743130)ＳＵＳソケット ８ｍｍ 受注単位1[rn]
21-54383,,451.2000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ソケット,『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-8】(4819730)１／４ ６．３５ｍｍ差込 Ｚ－ＥＡＬ ６角スタンダードソケット ８ｍｍ 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●狭い箇所へのアクセスを可能とするコンパクト（ショート、薄肉）設計です。<br>●各部の精度を追求することにより優れた使用感を実現しています。<br>●新形状ボールディンプルの採用によりガタツキの少ない接合を実現しています。(PAT.)<br>●対辺寸法(mm):8<br>●差込角(mm):6.35<br>●全長(mm):15<br>●質量(g):7<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-8】(4819730)１／４ ６．３５ｍｍ差込 Ｚ&minus;ＥＡＬ ６角スタンダードソケット ８ｍｍ 受注単位1：クローバー資材館,『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-8】(4819730)１／４ ６．３５ｍｍ差込 Ｚ&minus;ＥＡＬ ６角スタンダードソケット ８ｍｍ 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット。『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-8】(4819730)１／４ ６．３５ｍｍ差込 Ｚ&minus;ＥＡＬ ６角スタンダードソケット ８ｍｍ 受注単位1[rn]
21-54384,,1180.8000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ソケット,『カード対応OK！』■〒京都機械工具（株）/ＫＴＣ 【B3L-08MGA】(4836014)マグネットディープソケット 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●マグネットによりボルト・ナットの落下を防ぎます。<br>●マグネットASSYは押し込む事で移動する為、スタッドボルトにも使用できます。<br>●横向きや下向きでもボルト・ナットを保持して、作業出来ます。<br>●マグネットがボルト・ナットに直接当たりにくく、マグネットの破損を防止します。<br>●マグネットASSYの突出量が大きいので、座付きボルトや背の低いナットもキャッチします。<br>●ボルト・ナットの締緩作業<br>●対辺寸法(mm):8<br>●差込角(mm):9.5<br>●全長(mm):60<br>●質量(g)：47<br>●磁力による悪影響が懸念される電子機器には近づけないでください。<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒京都機械工具（株）/ＫＴＣ 【B3L-08MGA】(4836014)マグネットディープソケット 受注単位1：クローバー資材館,『カード対応OK！』■〒京都機械工具（株）/ＫＴＣ 【B3L-08MGA】(4836014)マグネットディープソケット 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット。『カード対応OK！』■〒京都機械工具（株）/ＫＴＣ 【B3L-08MGA】(4836014)マグネットディープソケット 受注単位1[rn]
21-54385,,451.2000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ソケット,『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-11】(4819632)１／４ ６．３５ｍｍ差込 Ｚ－ＥＡＬ ６角スタンダードソケット １１ｍ 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●狭い箇所へのアクセスを可能とするコンパクト（ショート、薄肉）設計です。<br>●各部の精度を追求することにより優れた使用感を実現しています。<br>●新形状ボールディンプルの採用によりガタツキの少ない接合を実現しています。(PAT.)<br>●対辺寸法(mm):11<br>●差込角(mm):6.35<br>●全長(mm):15<br>●質量(g):9<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-11】(4819632)１／４ ６．３５ｍｍ差込 Ｚ&minus;ＥＡＬ ６角スタンダードソケット １１ｍ 受注単位1：クローバー資材館,『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-11】(4819632)１／４ ６．３５ｍｍ差込 Ｚ&minus;ＥＡＬ ６角スタンダードソケット １１ｍ 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット。『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-11】(4819632)１／４ ６．３５ｍｍ差込 Ｚ&minus;ＥＡＬ ６角スタンダードソケット １１ｍ 受注単位1[rn]
21-54386,,431.2000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ソケット,『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-4】(4819675)１／４ ６．３５ｍｍ差込 Ｚ－ＥＡＬ ６角スタンダードソケット ４ｍｍ 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●狭い箇所へのアクセスを可能とするコンパクト（ショート、薄肉）設計です。<br>●各部の精度を追求することにより優れた使用感を実現しています。<br>●新形状ボールディンプルの採用によりガタツキの少ない接合を実現しています。(PAT.)<br>●対辺寸法(mm):4<br>●差込角(mm):6.35<br>●全長(mm):14<br>●質量(g):6<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-4】(4819675)１／４ ６．３５ｍｍ差込 Ｚ&minus;ＥＡＬ ６角スタンダードソケット ４ｍｍ 受注単位1：クローバー資材館,『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-4】(4819675)１／４ ６．３５ｍｍ差込 Ｚ&minus;ＥＡＬ ６角スタンダードソケット ４ｍｍ 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット。『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-4】(4819675)１／４ ６．３５ｍｍ差込 Ｚ&minus;ＥＡＬ ６角スタンダードソケット ４ｍｍ 受注単位1[rn]
21-54387,,431.2000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ソケット,『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-4.5】(4819683)１／４ ６．３５ｍｍ差込 Ｚ－ＥＡＬ ６角スタンダードソケット ４．５ 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●狭い箇所へのアクセスを可能とするコンパクト（ショート、薄肉）設計です。<br>●各部の精度を追求することにより優れた使用感を実現しています。<br>●新形状ボールディンプルの採用によりガタツキの少ない接合を実現しています。(PAT.)<br>●対辺寸法(mm):4.5<br>●差込角(mm):6.35<br>●全長(mm):14<br>●質量(g):6<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-4.5】(4819683)１／４ ６．３５ｍｍ差込 Ｚ&minus;ＥＡＬ ６角スタンダードソケット ４．５ 受注単位1：クローバー資材館,『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-4.5】(4819683)１／４ ６．３５ｍｍ差込 Ｚ&minus;ＥＡＬ ６角スタンダードソケット ４．５ 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット。『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2400MZ-4.5】(4819683)１／４ ６．３５ｍｍ差込 Ｚ&minus;ＥＡＬ ６角スタンダードソケット ４．５ 受注単位1[rn]
21-54388,,2887.2000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ソケット,『カード対応OK！』■〒ＴＯＮＥ（株）/ＴＯＮＥ 【S3V-22】(4740041)ＳＵＳソケット ２２ｍｍ 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●耐久性、耐薬品性、衛生面に優れたステンレスツールです。<br>●対辺寸法(mm):22<br>●差込角(mm):9.5<br>●全長(mm):32.0<br>●質量(g):75<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒ＴＯＮＥ（株）/ＴＯＮＥ 【S3V-22】(4740041)ＳＵＳソケット ２２ｍｍ 受注単位1：クローバー資材館,『カード対応OK！』■〒ＴＯＮＥ（株）/ＴＯＮＥ 【S3V-22】(4740041)ＳＵＳソケット ２２ｍｍ 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット。『カード対応OK！』■〒ＴＯＮＥ（株）/ＴＯＮＥ 【S3V-22】(4740041)ＳＵＳソケット ２２ｍｍ 受注単位1[rn]
21-54389,,2660.0000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ソケット,『カード対応OK！』■〒ＴＯＮＥ（株）/ＴＯＮＥ 【S3V-17】(4743181)ＳＵＳソケット １７ｍｍ 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●耐久性、耐薬品性、衛生面に優れたステンレスツールです。<br>●対辺寸法(mm):17<br>●差込角(mm):9.5<br>●全長(mm):28.5<br>●質量(g):43<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒ＴＯＮＥ（株）/ＴＯＮＥ 【S3V-17】(4743181)ＳＵＳソケット １７ｍｍ 受注単位1：クローバー資材館,『カード対応OK！』■〒ＴＯＮＥ（株）/ＴＯＮＥ 【S3V-17】(4743181)ＳＵＳソケット １７ｍｍ 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケット。『カード対応OK！』■〒ＴＯＮＥ（株）/ＴＯＮＥ 【S3V-17】(4743181)ＳＵＳソケット １７ｍｍ 受注単位1[rn]
21-54390,,1346.4000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ソケット,『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2756Z-3/8】(4819799)Ｚ－ＥＡＬ  クイックスピンナーアダプター １／４ ６．３５ｍｍ差込 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケットアダプター,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●狭い箇所での使用を可能とするコンパクト設計です。<br>●各部の精度を追求することにより優れた使用感を実現しています。<br>●新形状ボールディンプルの採用によりガタツキの少ない接合を実現しています。(PAT.)<br>●差込角凹(mm):6.35<br>●差込角凸(mm):9.5<br>●全長(mm):21.5<br>●質量(g):24<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2756Z-3/8】(4819799)Ｚ&minus;ＥＡＬ  クイックスピンナーアダプター １／４ ６．３５ｍｍ差込 受注単位1：クローバー資材館,『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2756Z-3/8】(4819799)Ｚ&minus;ＥＡＬ  クイックスピンナーアダプター １／４ ６．３５ｍｍ差込 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケットアダプター。『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2756Z-3/8】(4819799)Ｚ&minus;ＥＡＬ  クイックスピンナーアダプター １／４ ６．３５ｍｍ差込 受注単位1[rn]
21-54391,,1287.2000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ソケット,『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2756Z】(4819781)１／４ ６．３５ｍｍ差込  Ｚ－ＥＡＬ クイックスピンナー 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケットアダプター,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●狭い箇所での使用を可能とするコンパクト設計です。<br>●各部の精度を追求することにより優れた使用感を実現しています。<br>●新形状ボールディンプルの採用によりガタツキの少ない接合を実現しています。(PAT.)<br>●全長(mm):18<br>●差込角(mm):凹凸6.35<br>●質量(g):15<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2756Z】(4819781)１／４ ６．３５ｍｍ差込  Ｚ&minus;ＥＡＬ クイックスピンナー 受注単位1：クローバー資材館,『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2756Z】(4819781)１／４ ６．３５ｍｍ差込  Ｚ&minus;ＥＡＬ クイックスピンナー 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケットアダプター。『カード対応OK！』■〒（株）山下工業研究所/コーケン 【2756Z】(4819781)１／４ ６．３５ｍｍ差込  Ｚ&minus;ＥＡＬ クイックスピンナー 受注単位1[rn]
21-54392,,2650.4000,,花・ガーデン・DIY > DIY・工具 > 手動工具 > ドライバー・レンチ > ソケット,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TEF-10S-10】(4886623)電動ドライバーソケット ショート １０ｍｍ １０個入 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケットビット（電動用）,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●10個入でお買得です。<br>●ショートタイプです。<br>●花形口径は、精度の高いトルク伝達を可能にします。<br>●六角口径に比べボルトナットにスムーズに差し込むことが可能です。<br>●10個入りでお買得です。<br>●対辺寸法(mm):10<br>●軸寸法(mm):6.35<br>●全長(mm):75<br>●質量(g):400<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TEF-10S-10】(4886623)電動ドライバーソケット ショート １０ｍｍ １０個入 受注単位1：クローバー資材館,『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TEF-10S-10】(4886623)電動ドライバーソケット ショート １０ｍｍ １０個入 受注単位1,作業用品\レンチ・スパナ・プーラ\ソケットビット（電動用）。『カード対応OK！』■〒トラスコ中山（株）/ＴＲＵＳＣＯ【TEF-10S-10】(4886623)電動ドライバーソケット ショート １０ｍｍ １０個入 受注単位1[rn]
