21-94630,http://tshop.r10s.jp/soukai/cabinet/71/4987306057371.jpg?fitin=700:700,823.2000,,美容・コスメ・香水 > ヘアケア・スタイリング > スカルプケアローション・エッセンス,プレリアップ マッサージトニックEX(185g)【プレリアップ】,プレリアップ★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞育毛剤・養毛剤・スカルプケア＞スカルプケア用品＞プレリアップ マッサージトニックEX (185g)<br><br>★税抜1900円以上で送料無料★<br><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z71/z4987306057371.jpg' width='100%'><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z71/z4987306057371-2.jpg' width='100%'><br><br>【プレリアップ マッサージトニックEXの商品詳細】<br>●プレリアップマッサージトニックEXは、保湿剤の海藻エキス、ニンジンエキス、センブリエキス、ホホバアルコール、ヒノキチオール、酢酸トコフェロール等を配合。頭皮に適度なうるおいをあたえ、マッサージに適した環境をつくります。<br>●スキッとした爽快感がすばやく頭皮に広がり、使用後も持続します。<br>●液ダレしにくいポイント噴射の無香料トニックです。<br><br>【使用方法】<br>・噴射口の向きを確かめてから、適量を頭皮に直接噴射し、よくマッサージしてください。<br><br>【成分】<br>DME、水、エタノール、褐藻エキス、オタネニンジンエキス、センブリエキス、ホホバアルコール、ヒノキチオール、パンテニルエチル、酢酸トコフェロール、グリチルレチン酸、シメン-5-オール、メントール、カンフル、ハッカ油、チョウジ油、ラベンダー油、ユーカリ油、ジメチコンコポリオール、PEG-60水添ヒマシ油、塩化K、BG、TEA、メチルパラベン<br>【注意事項】<br>★ガス抜きの注意事項<br>・中身を使い切ってから、火気のない戸外で行ってください。<br>・本品のキャップ以外は使用しないでください。<br>★ガス抜きの方法<br>(1)キャップを取り外し、上蓋を取り除きます。<br>(2)布や新聞紙の上にキャップを置き、噴射ボタンを取り外した缶を逆さにして、キャップに強く押し込みます。<br>(3)噴射音が完全に消えるまで放置し、市町村等で定められた方法により廃棄します。<br><br>【ブランド】<br>プレリアップ<br><br>【発売元、製造元、輸入元又は販売元】<br>大正製薬<br><br>(PreRiUP)<br><br>大正製薬<br>170-8633 東京都豊島区高田3丁目24番1号<br>03-3985-1800<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[育毛剤・養毛剤・スカルプケア/ブランド：プレリアップ/]</div><!---->,プレリアップ マッサージトニックEX(185g)【プレリアップ】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションプレリアップ マッサージトニックEX(185g)【プレリアップ】,プレリアップ★税抜1900円以上で送料無料★。プレリアップ マッサージトニックEX(185g)【プレリアップ】[rn]
21-94631,http://tshop.r10s.jp/soukai/cabinet/15/4992440034515.jpg?fitin=700:700,1200.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > スカルプケアローション・エッセンス,植物生まれのオレンジ地肌ヘッドスパ(180mL)【植物生まれ】[オレンジ オレンジシャンプー],植物生まれ / オレンジ オレンジシャンプー,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞ヘアスタイリング剤＞ヘアケア＞植物生まれのオレンジ地肌ヘッドスパ (180mL)<br><br>★税抜1900円以上で送料無料★<br><br>【植物生まれのオレンジ地肌ヘッドスパの商品詳細】<br>●ニオイ、ベタつきの気になるときに！<br>●天然オレンジのうるおいが、地肌の角質層までたっぷり浸透<br>●地肌をじんわりほぐし、オレンジの香りとともにリラックス<br>●ニオイやベタつきもケアします。<br>●地肌爽快成分、ニオイケア成分は100％植物生まれ<br>●オレンジオイル、オレンジ果汁(保湿)と12種類の髪と地肌のための植物成分入り<br>●素肌と同じ弱酸性<br>●無添加処方(無色素、無香料、無鉱物油、ノンパラベン、ノンシリコン)<br><br>【使用方法】<br>・シャンプー後やニオイ・ベタつきの気になるときに、頭皮から5cmくらい離して地肌に直接適量をスプレーします。地肌を指の腹で軽くマッサージしてください。洗い流す必要はありません。<br>・ニオイやパサつきの気になる髪にもご使用いただけます。<br><br>【成分】<br>エタノール、水、オレンジ油、オレンジ果汁、オレンジフラワー水、オタネニンジン根エキス、ユズ果実エキス、ビワ葉エキス、グレープフルーツ果実エキス、レモン果汁、ハッカ油、チャ葉エキス、サクラ葉エキス、ラベンダー油、ローズマリー葉エキス、ワイルドタイムエキス、カミツレ油、カキタンニン、スクワラン、PPG-6デシルテトラデセス-30、BG、クエン酸Na、クエン酸、乳酸Na、乳酸<br>【注意事項】<br>・お肌に異常が生じていないかよく注意して使用してください。<br>・お肌に合わないときはご使用をおやめください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>植物生まれ<br><br>【発売元、製造元、輸入元又は販売元】<br>石澤研究所<br><br>石澤研究所<br>150-0001 東京都渋谷区神宮前4-4-9 フラッツ表参道<br>0120-49-1430<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[ヘアスタイリング剤/ブランド：植物生まれ/]</div><!---->,植物生まれのオレンジ地肌ヘッドスパ(180mL)【植物生まれ】[オレンジ オレンジシャンプー]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション植物生まれのオレンジ地肌ヘッドスパ(180mL)【植物生まれ】[オレンジ オレンジシャンプー],植物生まれ / オレンジ オレンジシャンプー。植物生まれのオレンジ地肌ヘッドスパ(180mL)【植物生まれ】[オレンジ オレンジシャンプー][rn]
21-94632,http://tshop.r10s.jp/soukai/cabinet/05/4513915008505.jpg?fitin=700:700,1440.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > スカルプケアローション・エッセンス,炭酸スカルプブラシ(1セット),★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞シャンプー＞シャンプーブラシ＞炭酸スカルプブラシ (1セット)<br><br>★税抜1900円以上で送料無料★<br><br>【炭酸スカルプブラシの商品詳細】<br>●スカルプブラシから溢れ出る炭酸水で、髪・頭皮・毛穴の汚れをスッキリ除去し、タブレットに含まれる美容成分が頭皮・髪に潤いとハリを与えるスカルプケアが行えます。<br>●特殊形状ブラシが毛穴の汚れを除去<br>●毛穴洗浄＆頭皮スパ＆毛髪ケア<br>●炭酸ヘッドスパタブレット配合成分<br>炭酸・ヒアルロン酸・コラーゲン・コハク酸・クエン酸<br><br>【使用方法】<br>(1)本体上部のフタを引上げ、炭酸ヘッドスパタブレット＆ぬるま湯又は水を本体から溢れ出ない程度入れ、ご使用ください。<br>※本体内部の水がなくなった場合、補給してください。<br>(2)通常のシャンプースパを行ってください。ブラシ中央から炭酸水＆美容成分が自動的に流出し毛穴・頭皮の汚れをスッキリと除去、特殊形状ブラシによる頭皮トリートメントが行えます。<br>・詳しい使用方法は取扱説明書をご覧ください。<br><br>【セット詳細】<br>ブラシ本体、取扱説明書、炭酸タブレット15コ<br>【成分】<br>炭酸タブレット・・・炭酸水素Na、コハク酸、クエン酸、PEG-150、ヒアルロン酸Na、加水分解コラーゲン<br>【注意事項】<br>★ご使用上の注意(炭酸タブレット)<br>・お肌に合わないときは、ご使用をおやめください。<br>・本品を湿気、水気のある場所に保管しないでください。<br>・容器内に水が入らないようにしてください。<br>・タブレットが水に濡れると炭酸ガスが発生しますので、濡れたタブレットは密封した容器に入れないでください。<br>・乳幼児の手の届かない場所に保管してください。<br><br>【原産国】<br>ブラシ：中国、タブレット：日本<br><br>【発売元、製造元、輸入元又は販売元】<br>ジャパンギャルズ<br><br>(炭酸！スカルプブラシ)<br><br>ジャパンギャルズ<br>169-0074 東京都新宿区北新宿2-21-1 新宿フロントタワー31階<br>03-6388-0407<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[シャンプー]</div><!---->,炭酸スカルプブラシ(1セット)：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション炭酸スカルプブラシ(1セット),★税抜1900円以上で送料無料★。炭酸スカルプブラシ(1セット)[rn]
21-94633,http://tshop.r10s.jp/soukai/cabinet/34/4947990611334.jpg?fitin=700:700,640.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > スカルプケアローション・エッセンス,カミエル ウォッシュブラシ(1コ入),★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞リラクゼーション＞マッサージ・つぼ用品＞その他 マッサージ・つぼ用品＞カミエル ウォッシュブラシ (1コ入)<br><br>★税抜1900円以上で送料無料★<br><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z34/z4947990611334.jpg' width='100%'><br><br>【カミエル ウォッシュブラシの商品詳細】<br>●地肌すっきりもみ洗い<br>●かたくなった頭皮を揉み洗う！頭に沿うように曲がるから丁寧に洗える！<br>●長い爪でも大丈夫！<br><br>【カミエル ウォッシュブラシの原材料】<br>TPE樹脂<br>【規格概要】<br>耐熱温度・・・60度<br>【注意事項】<br>・お子様の手の届かない所に保管してください。<br>・パッケージ記載以外の目的には使用しないでください。<br>・異常を感じた場合は、すぐにご使用をお止めください。<br>・マッサージの際、力を入れ過ぎないように注意ください。<br><br>【原産国】<br>日本<br><br>【発売元、製造元、輸入元又は販売元】<br>満天社<br><br>満天社<br>547-0012 大阪市平野区長吉六反2丁目3-57<br>06-6708-7744<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[マッサージ・つぼ用品]</div><!---->,カミエル ウォッシュブラシ(1コ入)：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションカミエル ウォッシュブラシ(1コ入),★税抜1900円以上で送料無料★。カミエル ウォッシュブラシ(1コ入)[rn]
21-94634,http://tshop.r10s.jp/soukai/cabinet/34/4987107617934.jpg?fitin=700:700,960.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > スカルプケアローション・エッセンス,カロヤンプログレ 薬用スカルプコンディショナー(300mL)【カロヤン】,カロヤン★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞リンス・コンディショナー＞育毛コンディショナー＞カロヤンプログレ 薬用スカルプコンディショナー (300mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z34/z4987107617934.jpg' width='100%'><br><br>商品区分：医薬部外品<br><br>【カロヤンプログレ 薬用スカルプコンディショナーの商品詳細】<br>●発毛環境を整えるヘアコンディショナーです。<br>●ビタミンE誘導体が血行を促進します。<br>●グリチルリチン酸ジカリウム(抗炎症成分)配合<br><br>【効能 効果】<br>・毛髪の水分・脂肪を補い保つ<br>・裂毛・切毛・枝毛を防ぐ<br>・毛髪・頭皮の汗臭を防ぐ<br>・ふけ・かゆみを防ぐ<br>・毛髪・頭皮をすこやかに保つ<br><br>【使用方法】<br>・シャンプー後、軽く水気を切り、適量を手にとって毛髪・頭皮によくなじませたあとすすいで下さい。<br><br>【成分】<br>有効成分・・・トコフェロール酢酸エステル、グリチルリチン酸ジカリウム<br>その他の成分・・・ミリスチン酸イソプロピル、濃グリセリン、ヒマワリ油-2、脂肪酸ジペンタエリスリチル-1、セタノール、ステアリルアルコール、ヒドロキシエチルセルロース、ステアルトリモニウムクロリド、塩化ジアルキル(14～18)ジメチルアンモニウム、メントール、ジラウロイルグルタミン酸リシンナトリウム液、水溶性コラーゲン液-1、ユズセラミド、EDTA-2Na、パラベン、BHT、BG、ユーカリ油、ハッカ油、オレンジ油、イソプロパノール、エタノール<br>【注意事項】<br>・本品は、お肌に合わない次のような場合には、使用を中止してください。そのまま使用を続けますと、症状を悪化させることがありますので、皮膚科専門医等にご相談されることをおすすめします。<br>(1)使用中、赤み、はれ、かゆみ、刺激等の異常があらわれた場合<br>(2)使用したお肌に、直射日光があたって上記のような異常があらわれた場合<br>・傷やはれもの、しっしん等、異常のある部位にはお使いにならないでください。<br>・目に入った時は、直ちに洗い流してください。<br>・乳幼児の手の届かないところに保管してください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>カロヤン<br><br>【発売元、製造元、輸入元又は販売元】<br>第一三共ヘルスケア<br><br>(KAROYAN PROGRE)<br><br>/(/F288809/)/<br><br>第一三共ヘルスケア<br>103-8541 東京都中央区日本橋小網町1-8<br>06-6203-1951<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[リンス・コンディショナー/ブランド：カロヤン/]</div><!---->,カロヤンプログレ 薬用スカルプコンディショナー(300mL)【カロヤン】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションカロヤンプログレ 薬用スカルプコンディショナー(300mL)【カロヤン】,カロヤン★税抜1900円以上で送料無料★。カロヤンプログレ 薬用スカルプコンディショナー(300mL)【カロヤン】[rn]
21-94635,http://tshop.r10s.jp/soukai/cabinet/27/4987107617927.jpg?fitin=700:700,960.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > スカルプケアローション・エッセンス,カロヤンプログレ 薬用スカルプシャンプー ドライ(300mL)【カロヤン】,カロヤン★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞シャンプー＞育毛シャンプー＞カロヤンプログレ 薬用スカルプシャンプー ドライ (300mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z27/z4987107617927.jpg' width='100%'><br><br>商品区分：医薬部外品<br><br>【カロヤンプログレ 薬用スカルプシャンプー ドライの商品詳細】<br>●発毛環境を整えるヘアシャンプーです。<br>●ビタミンE誘導体が血行を促進します。<br>●グリチルリチン酸ジカリウム(抗炎症成分)配合<br>●ピロクトン オラミンが、ふけ・かゆみを防ぎます。<br>●乾燥肌向き<br><br>【効能 効果】<br>・毛髪・頭皮を清浄にする<br>・毛髪・頭皮の汗臭を防ぐ<br>・ふけ・かゆみを防ぐ<br>・毛髪・頭皮をすこやかに保つ<br><br>【使用方法】<br>・髪をぬらしてから、適量を手にとり頭皮をマッサージするように洗い、そのあとよくすすいで下さい。<br><br>【成分】<br>有効成分・・・トコフェロール酢酸エステル、グリチルリチン酸ジカリウム、ピロクトン オラミン<br>その他の成分・・・ラウロイルメチル-β-アラニンNa液、ラウリン酸アミドプロピルジメチルアミンオキシド液、アルキルカルボキシメチルヒドロキシエチルイミダゾリニウムベタイン、ラウリルヒドロキシスルホベタイン液、アルキルグリコシド、ヤシ油脂肪酸ジエタノールアミド、塩化トリメチルアンモニオヒドロキシプロピルヒドロキシエチルセルロース、メントール、アロエエキス-2、ジオウエキス、ユズセラミド、グリコシルトレハロース・水添デンプン分解物混合溶液、パラベン、ヒドロキシエタンジホスホン酸液、pH調整剤、ユーカリ油、ハッカ油、オレンジ油、BG<br>【注意事項】<br>・本品は、お肌に合わない次のような場合には、使用を中止してください。そのまま使用を続けますと、症状を悪化させることがありますので、皮膚科専門医等にご相談されることをおすすめします。<br>(1)使用中、赤み、はれ、かゆみ、刺激等の異常があらわれた場合<br>(2)使用したお肌に、直射日光があたって上記のような異常があらわれた場合<br>・傷やはれもの、しっしん等、異常のある部位にはお使いにならないでください。<br>・目に入った時は、直ちに洗い流してください。<br>・乳幼児の手の届かないところに保管してください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>カロヤン<br><br>【発売元、製造元、輸入元又は販売元】<br>第一三共ヘルスケア<br><br>(KAROYAN PROGRE DRY)<br><br>/(/F313503/F288809/)/<br><br>第一三共ヘルスケア<br>103-8541 東京都中央区日本橋小網町1-8<br>06-6203-1951<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[シャンプー/ブランド：カロヤン/]</div><!---->,カロヤンプログレ 薬用スカルプシャンプー ドライ(300mL)【カロヤン】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションカロヤンプログレ 薬用スカルプシャンプー ドライ(300mL)【カロヤン】,カロヤン★税抜1900円以上で送料無料★。カロヤンプログレ 薬用スカルプシャンプー ドライ(300mL)【カロヤン】[rn]
21-94636,http://tshop.r10s.jp/soukai/cabinet/52/4987107617552.jpg?fitin=700:700,720.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > スカルプケアローション・エッセンス,カロヤンプログレ 薬用スカルプシャンプー ドライ つめかえ用(240mL)【カロヤン】,カロヤン★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞シャンプー＞育毛シャンプー＞カロヤンプログレ 薬用スカルプシャンプー ドライ つめかえ用 (240mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z52/z4987107617552.jpg' width='100%'><br><br>商品区分：医薬部外品<br><br>【カロヤンプログレ 薬用スカルプシャンプー ドライ つめかえ用の商品詳細】<br>●発毛環境を整えるヘアシャンプーです。<br>●ビタミンE誘導体が血行を促進します。<br>●グリチルリチン酸ジカリウム(抗炎症成分)配合<br>●ピロクトン オラミンが、ふけ・かゆみを防ぎます。<br>●乾燥肌向き<br><br>【効能 効果】<br>・毛髪・頭皮を清浄にする<br>・毛髪・頭皮の汗臭を防ぐ<br>・ふけ・かゆみを防ぐ<br>・毛髪・頭皮をすこやかに保つ<br><br>【使用方法】<br>・髪をぬらしてから、適量を手にとり頭皮をマッサージするように洗い、そのあとよくすすいで下さい。<br><br>【成分】<br>有効成分・・・トコフェロール酢酸エステル、グリチルリチン酸ジカリウム、ピロクトン オラミン<br>その他の成分・・・ラウロイルメチル-β-アラニンNa液、ラウリン酸アミドプロピルジメチルアミンオキシド液、アルキルカルボキシメチルヒドロキシエチルイミダゾリニウムベタイン、ラウリルヒドロキシスルホベタイン液、アルキルグリコシド、ヤシ油脂肪酸ジエタノールアミド、塩化トリメチルアンモニオヒドロキシプロピルヒドロキシエチルセルロース、メントール、アロエエキス-2、ジオウエキス、ユズセラミド、グリコシルトレハロース・水添デンプン分解物混合溶液、パラベン、ヒドロキシエタンジホスホン酸液、pH調整剤、ユーカリ油、ハッカ油、オレンジ油、BG<br>【注意事項】<br>・本品は、お肌に合わない次のような場合には、使用を中止してください。そのまま使用を続けますと、症状を悪化させることがありますので、皮膚科専門医等にご相談されることをおすすめします。<br>(1)使用中、赤み、はれ、かゆみ、刺激等の異常があらわれた場合<br>(2)使用したお肌に、直射日光があたって上記のような異常があらわれた場合<br>・傷やはれもの、しっしん等、異常のある部位にはお使いにならないでください。<br>・目に入った時は、直ちに洗い流してください。<br>・乳幼児の手の届かないところに保管してください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>カロヤン<br><br>【発売元、製造元、輸入元又は販売元】<br>第一三共ヘルスケア<br><br>(KAROYAN PROGRE DRY  詰め替え用 詰替え用 詰替用)<br><br>/(/F313503/)/<br><br>第一三共ヘルスケア<br>103-8541 東京都中央区日本橋小網町1-8<br>06-6203-1951<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[シャンプー/ブランド：カロヤン/]</div><!---->,カロヤンプログレ 薬用スカルプシャンプー ドライ つめかえ用(240mL)【カロヤン】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションカロヤンプログレ 薬用スカルプシャンプー ドライ つめかえ用(240mL)【カロヤン】,カロヤン★税抜1900円以上で送料無料★。カロヤンプログレ 薬用スカルプシャンプー ドライ つめかえ用(240mL)【カロヤン】[rn]
21-94637,http://tshop.r10s.jp/soukai/cabinet/45/4987107617545.jpg?fitin=700:700,720.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > スカルプケアローション・エッセンス,カロヤンプログレ 薬用スカルプシャンプー オイリー つめかえ用(240mL)【カロヤン】,カロヤン★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞シャンプー＞育毛シャンプー＞カロヤンプログレ 薬用スカルプシャンプー オイリー つめかえ用 (240mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z45/z4987107617545.jpg' width='100%'><br><br>商品区分：医薬部外品<br><br>【カロヤンプログレ 薬用スカルプシャンプー オイリー つめかえ用の商品詳細】<br>●発毛環境を整えるヘアシャンプーです。<br>●ビタミンE誘導体が血行を促進します。<br>●グリチルリチン酸ジカリウム(抗炎症成分)配合<br>●ピロクトン オラミンが、ふけ・かゆみを防ぎます。<br>●脂性肌向き<br><br>【効能 効果】<br>・毛髪・頭皮を清浄にする<br>・毛髪・頭皮の汗臭を防ぐ<br>・ふけ・かゆみを防ぐ<br>・毛髪・頭皮をすこやかに保つ<br><br>【使用方法】<br>・髪をぬらしてから、適量を手にとり頭皮をマッサージするように洗い、そのあとよくすすいで下さい。<br><br>【成分】<br>有効成分・・・トコフェロール酢酸エステル、グリチルリチン酸ジカリウム、ピロクトン オラミン<br>その他の成分・・・ラウロイルメチル-β-アラニンNa液、ラウリル硫酸Na、ラウリルヒドロキシスルホベタイン液、ラウリン酸アミドプロピルジメチルアミンオキシド液、ラウロイルカルボキシメチルヒドロキシエチルエチレンジアミンNa、ヤシ油脂肪酸ジエタノールアミド、ラウリン酸ポリグリセリル、エチル((メタクリロイルオキシ)エチル)ジメチルアンモニウムエチル硫酸塩・N.N-ジメチルアクリルアミド・ジメタクリル酸ポリエチレングリコール共重合体／ポリエチレングリコール混合物、メントール、ドクダミエキス、大豆エキス、ジオウエキス、EDTA-2Na、パラベン、pH調整剤、ユーカリ油、ハッカ油、オレンジ油、BG<br>【注意事項】<br>・本品は、お肌に合わない次のような場合には、使用を中止してください。そのまま使用を続けますと、症状を悪化させることがありますので、皮膚科専門医等にご相談されることをおすすめします。<br>(1)使用中、赤み、はれ、かゆみ、刺激等の異常があらわれた場合<br>(2)使用したお肌に、直射日光があたって上記のような異常があらわれた場合<br>・傷やはれもの、しっしん等、異常のある部位にはお使いにならないでください。<br>・目に入った時は、直ちに洗い流してください。<br>・乳幼児の手の届かないところに保管してください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>カロヤン<br><br>【発売元、製造元、輸入元又は販売元】<br>第一三共ヘルスケア<br><br>(KAROYAN PROGRE OLIY 詰め替え用 詰替え用 詰替用)<br><br>/(/F313503/)/<br><br>第一三共ヘルスケア<br>103-8541 東京都中央区日本橋小網町1-8<br>06-6203-1951<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[シャンプー/ブランド：カロヤン/]</div><!---->,カロヤンプログレ 薬用スカルプシャンプー オイリー つめかえ用(240mL)【カロヤン】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションカロヤンプログレ 薬用スカルプシャンプー オイリー つめかえ用(240mL)【カロヤン】,カロヤン★税抜1900円以上で送料無料★。カロヤンプログレ 薬用スカルプシャンプー オイリー つめかえ用(240mL)【カロヤン】[rn]
21-94638,http://tshop.r10s.jp/soukai/cabinet/93/4954753064993.jpg?fitin=700:700,1760.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > スカルプケアローション・エッセンス,アーユルライフ スカルプケア トニックローション(150mL)【生活の木 アーユルヴェーダ】【送料無料】,生活の木 アーユルヴェーダ☆送料無料☆,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞育毛剤・養毛剤・スカルプケア＞スカルプケア用品＞アーユルライフ スカルプケア トニックローション (150mL)<br><br>☆送料無料☆<br><br>【アーユルライフ スカルプケア トニックローションの商品詳細】<br>●スカルプケアはアーユルヴェーダの伝統的な考えに基づいて、頭皮を整えることにより健康的な髪を培うために考えられた処方です。<br>●うるおい成分であるアムラエキスやセンテラエキスなどのアーユルヴェーダハーブエキスを使用した頭皮用トニックローション。頭皮を引き締め、清潔に保ちます。<br>●清涼感のあるハッカの香り<br><br>【使用方法】<br>(1)髪の毛を小分けし、スプレーの口元を頭皮に近づけ、地肌に直接スプレーします。使用量の目安は頭皮全体で8～10ヶ所ほどです。<br>(2)指の腹、もしくはスカルプマッサージャーで、やさしくマッサージするように頭皮にもみ込んでください。この時頭皮を傷つけないようご注意ください。<br>・朝、晩など1日2回程度ご使用ください。<br>・前頭部に使用する場合は目に入らないように顔を少し上に向けてご使用ください。<br>・洗髪後は水気を良くふき取り乾かしてからお使いください。<br>・洗い流す必要はありません。<br><br>【成分】<br>水、変性アルコール、BG、ペンチレングリコール、アンマロク果実エキス(アムラエキス)、ツボクサエキス(センテラエキス)、メリアアザジラクタ葉エキス(ニームエキス)、甘草エキス、ムクロジエキス(リタエキス)、ハイビスカス花エキス、ローマカミツレ花エキス、ローズマリーエキス、アルニカ花エキス、セイヨウキズタエキス、ダイズエキス、ニンニクエキス、セイヨウアカマツ球果エキス、オドリコソウエキス、オランダカラシエキス、ゴボウ根エキス、ハッカ油、アルギニン、メントール、エチドロン酸、PEG-20ソルビタンココエート、フェノキシエタノール<br>【注意事項】<br>・キズやはれもの、湿疹など頭皮に異常のある場合は使用しないでください。<br>・お肌に合わない時は、使用をおやめください。<br>・刺激などの異常が現れた場合は使用を中止し、専門医に相談されることをおすすめします。<br>・目に入らないようにご注意ください。目に入った場合は、すぐに洗い流してください。<br>・高温多湿や直射日光のあたる場所、お子様やペットの手の届く場所には保管しないでください。<br>・天然成分を使用しているため、温度変化等により、色や香りに変化や沈殿が生じることがありますが、品質には問題ありません。<br>・このローションは多少のアルコール分を含んでおります。アルコールに弱い方は皮膚が赤くなることがありますが、一時的な現象です。時間が経っても赤みが引かない場合はご使用をおやめください。<br>・このローションは頭皮専用です。頭皮以外の部位には使用しないで下さい。<br>・火気には十分ご注意ください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>生活の木 アーユルヴェーダ<br><br>【発売元、製造元、輸入元又は販売元】<br>生活の木<br><br>(アーユルベーダ スキャルプケア)<br><br>生活の木<br>509-6472 岐阜県瑞浪市釜戸町1121<br>0572-63-1070<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[育毛剤・養毛剤・スカルプケア/ブランド：生活の木 アーユルヴェーダ/]</div><!---->,アーユルライフ スカルプケア トニックローション(150mL)【生活の木 アーユルヴェーダ】【送料無料】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションアーユルライフ スカルプケア トニックローション(150mL)【生活の木 アーユルヴェーダ】【送料無料】,生活の木 アーユルヴェーダ☆送料無料☆。アーユルライフ スカルプケア トニックローション(150mL)【生活の木 アーユルヴェーダ】【送料無料】[rn]
