21-56482,http://tshop.r10s.jp/soukai/cabinet/31/4901872834631.jpg?fitin=700:700,169.6000,,美容・コスメ・香水 > ボディケア > デオドラント・制汗剤 > その他,シーブリーズ クールシート(10枚入)【シーブリーズ】[デオドラント 制汗剤],シーブリーズ / デオドラント 制汗剤,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞デオドラント用品＞デオドラントシート＞シーブリーズ クールシート (10枚入)<br><br>★税抜1900円以上で送料無料★<br><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z31/z4901872834631.jpg' width='100%'><br><br>【シーブリーズ クールシートの商品詳細】<br>●ふくだけでシャワーのような爽快感！<br>●汗も汚れもすっきりさっぱり全身リフレッシュシート<br>●シーブリーズならではの使い心地で気分もボディもクールにリフレッシュします。<br><br><br>【成分】<br>水、エタノール、カンフル、水酸化Na、安息香酸Na、香料<br><br>【原産国】<br>日本<br><br>【ブランド】<br>シーブリーズ<br><br>【発売元、製造元、輸入元又は販売元】<br>エフティ資生堂<br><br>(SEABREEZE)<br><br>/(/F215504/F218103/F215504/F220004/F215504/F215504/)/<br><br>エフティ資生堂<br>105-8310 東京都港区東新橋1丁目6番2号<br>0120-81-4710<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[デオドラント用品/ブランド：シーブリーズ/]</div><!---->,シーブリーズ クールシート(10枚入)【シーブリーズ】[デオドラント 制汗剤]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションシーブリーズ クールシート(10枚入)【シーブリーズ】[デオドラント 制汗剤],シーブリーズ / デオドラント 制汗剤。シーブリーズ クールシート(10枚入)【シーブリーズ】[デオドラント 制汗剤][rn]
21-56483,http://tshop.r10s.jp/soukai/cabinet/27/4901872447527.jpg?fitin=700:700,512.0000,,美容・コスメ・香水 > ボディケア > デオドラント・制汗剤 > その他,【在庫限り】シーブリーズ ボディ＆ヘアウォーター アクアスプラッシュの香り(160mL)【シーブリーズ】,シーブリーズ★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞デオドラント用品＞ミストタイプ＞【在庫限り】シーブリーズ ボディ＆ヘアウォーター アクアスプラッシュの香り (160mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z27/z4901872447527.jpg' width='100%'><br><br>【【在庫限り】シーブリーズ ボディ＆ヘアウォーター アクアスプラッシュの香りの商品詳細】<br>●ほてったカラダも地肌もシュッとひと吹きでスッキリ爽快。スースー感が長く続き、ず～っとヒンヤリ快適<br>●サラサラ成分が汗を吸着し、一日中、肌をサラサラに保ちます。<br>●清潔感のあるいい香りが長時間続き、体だけでなく汗が気になる髪・地肌のにおいを抑えます。<br>●髪・地肌に使っても、すぐに乾いてベタつきを残しません。<br><br>【成分】<br>エタノール、水、メントール、乳酸メンチル、ナイロン-12、トレハロース、塩化Na、乳酸Na、乳酸、マドンナリリー根エキス、ラベンダーエキス、シラカンバ樹皮エキス、BG、メトキシケイヒ酸エチルヘキシル、ベントナイト、ジステアリルジモニウムクロリド、イソプロパノール、BHT、香料<br><br>【ブランド】<br>シーブリーズ<br><br>【発売元、製造元、輸入元又は販売元】<br>エフティ資生堂<br><br>(SEA BREEZE Body＆Hair Water Aqua Splash ボディー＆ヘアウォーター)<br><br>/(/F215501/)/<br><br>エフティ資生堂<br>105-8310 東京都港区東新橋1丁目6番2号<br>0120-81-4710<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[デオドラント用品/ブランド：シーブリーズ/]</div><!---->,【在庫限り】シーブリーズ ボディ＆ヘアウォーター アクアスプラッシュの香り(160mL)【シーブリーズ】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション【在庫限り】シーブリーズ ボディ＆ヘアウォーター アクアスプラッシュの香り(160mL)【シーブリーズ】,シーブリーズ★税抜1900円以上で送料無料★。【在庫限り】シーブリーズ ボディ＆ヘアウォーター アクアスプラッシュの香り(160mL)【シーブリーズ】[rn]
21-56484,http://tshop.r10s.jp/soukai/cabinet/96/4580173980096.jpg?fitin=700:700,1520.0000,,美容・コスメ・香水 > ボディケア > デオドラント・制汗剤 > その他,ドクターデオドラント 薬用 ミョウバンせっけんエクストラ(標準重量70g)【ドクターデオドラント】[デオドラント 制汗剤]【送料無料】,ドクターデオドラント / デオドラント 制汗剤☆送料無料☆,<div id='prd-page'>お店TOP＞バス・洗面＞石鹸・ソープ＞石鹸・ソープ その他＞ドクターデオドラント 薬用 ミョウバンせっけんエクストラ (標準重量70g)<br><br>☆送料無料☆<br><br>商品区分：(医薬部外品)<br><br>【ドクターデオドラント 薬用 ミョウバンせっけんエクストラの商品詳細】<br>●洗いながらケアが始まる。しっかり長時間ニオイを抑えるせっけんです。<br><br>【使用方法】<br>・通常のせっけんやボディソープなどで体を洗ったあと、水またはぬるま湯でよく泡立て、ワキや足、局部等、気になる部分をしっかり洗って下さい。その後、十分に洗い流して下さい。ニオイを抑える効果と、さらに引締め効果がありますので、女性は局部にもご使用頂けます。<br><br>【その他の成分】<br>カリウム含有石ケン用素地、1.3-ブチレングリコール、エデト酸四ナトリウム四水塩、ヒドロキシエタンジホスホン酸液、硫酸アルミニウムカリウム、ダイズエキス、ハッカ油<br>【使用上の注意】<br>・お肌に異常がある場合、お肌に合わないときはご使用をお止めください。<br>・水に溶けやすくなっていますので、ご使用後は水気の切れる容器に入れてください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>ドクターデオドラント<br><br>【発売元、製造元、輸入元又は販売元】<br>ラムズ・マークス<br><br>(ミョウバンせっけんEXTRA)<br><br>/(/F220003/)/<br><br>ラムズ・マークス<br>158-0083 東京都世田谷区奥沢5-35-5-101<br>03-5483-7217<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[石鹸・ソープ/ブランド：ドクターデオドラント/]</div><!---->,ドクターデオドラント 薬用 ミョウバンせっけんエクストラ(標準重量70g)【ドクターデオドラント】[デオドラント 制汗剤]【送料無料】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションドクターデオドラント 薬用 ミョウバンせっけんエクストラ(標準重量70g)【ドクターデオドラント】[デオドラント 制汗剤]【送料無料】,ドクターデオドラント / デオドラント 制汗剤☆送料無料☆。ドクターデオドラント 薬用 ミョウバンせっけんエクストラ(標準重量70g)【ドクターデオドラント】[デオドラント 制汗剤]【送料無料】[rn]
21-56485,http://tshop.r10s.jp/soukai/cabinet/04/4903301224204.jpg?fitin=700:700,436.0000,,美容・コスメ・香水 > ボディケア > デオドラント・制汗剤 > その他,バン(Ban) シャワーデオドラントト＆ピンク フェミニンフローラルの香り(120mL)【Ban(バン)】,Ban(バン)★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞デオドラント用品＞ミストタイプ＞バン(Ban) シャワーデオドラントト＆ピンク フェミニンフローラルの香り (120mL)<br><br>★税抜1900円以上で送料無料★<br><br><img src='https://image.rakuten.co.jp/soukai/cabinet/z04/z4903301224204.jpg' width='100%'><br><br>商品区分：医薬部外品<br><br>【バン(Ban) シャワーデオドラントト＆ピンク フェミニンフローラルの香りの商品詳細】<br>●ディープナノイオン殺菌効果でニオイを抑え、気分をあげるシャワー感覚のデオドラントウォーター<br>●つけた瞬間、ふんわり香る、華やかで繊細な香りで、気分をアップさせる「PINKライン」<br>●ディープナノイオン殺菌による高いニオイ予防効果<br>●マイクロパウダーによる高いサラサラ効果<br>●全身に使いやすいトリガー式容器<br>●ふんわり香る華やかなフェミニンフローラルの香り<br>●華やかなピンク基調のパッケージデザイン<br><br>【効能 効果】<br>皮ふ汗臭、制汗、わきが(腋臭)<br><br>【使用方法】<br>・容器を横にしてよく振ってください。<br>・グレーのストッパーをOPENまで回してください。<br>・肌から15cmくらい離し、適量をスプレーしてください。<br>・使い始めは、霧が出るまで数回ハンドルをひいてください。<br>・使用後はストッパーを元の位置に戻してください。<br>※製剤がよく混ざるようにステンレスボールが入っています。<br><br>【成分】<br>有効成分・・・ベンザルコニウム塩化物液、イソプロピルメチルフェノール、パラフェノールスルホン酸亜鉛<br>その他の成分・・・エタノール、架橋型シリコーン・網状型シリコーンブロック共重合体、塩化ステアリルトリメチルアンモニウム、メントール、無水エタノール、POE硬化ヒマシ油、アルギニン、クララエキス-1、香料<br>【注意事項】<br>・顔や粘膜への使用は避け、除毛直後や傷、はれもの、湿疹等、異常のあるときは使わない<br>・使用中、赤み、はれ、かゆみ、刺激、色抜け(白斑等)や黒ずみ等によく注意し、異常が現れたときは商品を持参し医師に相談する<br>・直接吸い込まない<br>・目に入らないように注意する。目に入ったときは、直ぐに洗い流す<br>・乳幼児や認知症の方の誤飲を防ぐため、置き場所に注意する<br>・衣服等につくと白くなることがある<br>・床や洗面台、家具、皮革製品、アクセサリー等に付いた場合は、すぐに拭き取る<br>・高温になるところや、直射日光のあたる場所には置かない<br>・アルコールを含むため、火の近くでの使用および保管は避ける<br><br>【原産国】<br>日本<br><br>【ブランド】<br>Ban(バン)<br><br>【発売元、製造元、輸入元又は販売元】<br>ライオン(株)<br><br><font color='red'>歯とお口、カラダのケアに使用する製品（ハミガキ、ハブラシ、ハンドソープなど）： 0120-556-913<br>衣類、住まいのケア、調理に使用する製品（洗剤、柔軟仕上げ剤、台所用洗剤、クッキングペーパーなど）：0120-556-973<br>メディカルケア（バファリン、ストッパ、スマイル、ライオデント、グロモントなど）：0120-813-752<br>害虫の退治（バルサン）：0120-592-803</font><br><br>(シャワーデオドラントト＆PINK)<br><br>/(/F208504/F319205/F215501/F217203/F217203/F267701/F322504/F267701/F215501/F215501/)/<br><br>ライオン(株)<br>130-8645 東京都墨田区本所1-3-7 ※問い合わせ番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[デオドラント用品/ブランド：Ban(バン)/]</div><!---->,バン(Ban) シャワーデオドラントト＆ピンク フェミニンフローラルの香り(120mL)【Ban(バン)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションバン(Ban) シャワーデオドラントト＆ピンク フェミニンフローラルの香り(120mL)【Ban(バン)】,Ban(バン)★税抜1900円以上で送料無料★。バン(Ban) シャワーデオドラントト＆ピンク フェミニンフローラルの香り(120mL)【Ban(バン)】[rn]
21-56486,http://tshop.r10s.jp/soukai/cabinet/39/4902806417739.jpg?fitin=700:700,443.2000,,美容・コスメ・香水 > ボディケア > デオドラント・制汗剤 > その他,ギャツビー デオドラントボディウォーター シアーマリン(160mL)【GATSBY(ギャツビー)】,GATSBY(ギャツビー)★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞デオドラント用品＞男性用 デオドラント用品＞ギャツビー デオドラントボディウォーター シアーマリン (160mL)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：医薬部外品<br><br>【ギャツビー デオドラントボディウォーター シアーマリンの商品詳細】<br>●汗・ニオイのない清潔ボディが長続き<br>●制汗成分とダブルの殺菌成分が男の汗とニオイをしっかり抑え、3種のマイクロパウダーがベタつきやニオイの元となる汗・皮脂を吸着、清潔ボディが長続き<br>●カバンの中でも中味が漏れない、フック穴付きスクリュー式キャップ採用<br>●冷感ロングキープ処方でひんやりボディ超持続<br>●フレッシュでさわやかな香りがさっと広がり長く続く<br>●パラベンフリー<br>●透き通る爽やかなマリン系の香り<br><br>【使用方法】<br>(1)パウダーが均一になるまでよく振ってから、適量を手に取り、汗やニオイなどが気になるところにお使いください。<br>(2)使用後は必ずキャップをしっかりしめてください。<br><br>【成分】<br>パラフェノールスルホン酸亜鉛、塩化ベンザルコニウム液、イソプロピルメチルフェノール、エタノール、精製水、L-メントール、架橋ポリスチレン、L-メンチルグリセリルエーテル、ポリオキシエチレンポリオキシプロピレンデシルテトラデシルエーテル、ナイロン末、ポリオキシエチレンイソステアリルエーテル、ヒドロキシアパタイト、香料<br>【注意事項】<br>・顔・粘膜への使用は避け、除毛直後や肌に傷のあるときは使わないでください。<br>・お肌に異常が生じていないかよく注意して使用してください。傷や湿疹等異常のあるときは使わないでください。刺激、色抜け(白斑等)、黒ずみ等の異常が出たら使用を中止し皮フ科医へご相談ください。<br>・衣類等につくと白くなることがありますのでご注意ください。<br>・メントールの冷感刺激に弱い方、肌の弱い方は使用をお控えください。<br>・高温になるところや直射日光のあたるところには置かないでください。<br>・子供の手の届かないところに置いてください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>GATSBY(ギャツビー)<br><br>【発売元、製造元、輸入元又は販売元】<br>マンダム<br><br>(GATSBY ギャッツビー デオドラントボディーウォーター)<br><br>/(/F215507/F215507/)/<br><br>マンダム<br>540-8530 大阪府大阪市中央区十二軒町5-12<br>0120-37-3337<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[デオドラント用品/ブランド：GATSBY(ギャツビー)/]</div><!---->,ギャツビー デオドラントボディウォーター シアーマリン(160mL)【GATSBY(ギャツビー)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションギャツビー デオドラントボディウォーター シアーマリン(160mL)【GATSBY(ギャツビー)】,GATSBY(ギャツビー)★税抜1900円以上で送料無料★。ギャツビー デオドラントボディウォーター シアーマリン(160mL)【GATSBY(ギャツビー)】[rn]
21-56487,http://tshop.r10s.jp/soukai/cabinet/86/4902806417586.jpg?fitin=700:700,443.2000,,美容・コスメ・香水 > ボディケア > デオドラント・制汗剤 > その他,ギャツビー デオドラントボディウォーター ブルームフルーティ(160mL)【GATSBY(ギャツビー)】,GATSBY(ギャツビー)★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞デオドラント用品＞男性用 デオドラント用品＞ギャツビー デオドラントボディウォーター ブルームフルーティ (160mL)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：医薬部外品<br><br>【ギャツビー デオドラントボディウォーター ブルームフルーティの商品詳細】<br>●汗・ニオイのない清潔ボディが長続き<br>●制汗成分とダブルの殺菌成分が男の汗とニオイをしっかり抑え、3種のマイクロパウダーがベタつきやニオイの元となる汗・皮脂を吸着、清潔ボディが長続き<br>●カバンの中でも中味が漏れない、フック穴付きスクリュー式キャップ採用<br>●冷感ロングキープ処方でひんやりボディ超持続<br>●フレッシュでさわやかな香りがさっと広がり長く続く<br>●パラベンフリー<br>●目覚めに心地よいフルーティ系の香り<br><br>【使用方法】<br>(1)パウダーが均一になるまでよく振ってから、適量を手に取り、汗やニオイなどが気になるところにお使いください。<br>(2)使用後は必ずキャップをしっかりしめてください。<br><br>【成分】<br>パラフェノールスルホン酸亜鉛、塩化ベンザルコニウム液、イソプロピルメチルフェノール、エタノール、精製水、L-メントール、架橋ポリスチレン、L-メンチルグリセリルエーテル、ポリオキシエチレンポリオキシプロピレンデシルテトラデシルエーテル、ナイロン末、ヒドロキシアパタイト、ポリオキシエチレンイソステアリルエーテル、香料<br>【注意事項】<br>・顔・粘膜への使用は避け、除毛直後や肌に傷のあるときは使わないでください。<br>・お肌に異常が生じていないかよく注意して使用してください。傷や湿疹等異常のあるときは使わないでください。刺激、色抜け(白斑等)、黒ずみ等の異常が出たら使用を中止し皮フ科医へご相談ください。<br>・衣類等につくと白くなることがありますのでご注意ください。<br>・メントールの冷感刺激に弱い方、肌の弱い方は使用をお控えください。<br>・高温になるところや直射日光のあたるところには置かないでください。<br>・子供の手の届かないところに置いてください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>GATSBY(ギャツビー)<br><br>【発売元、製造元、輸入元又は販売元】<br>マンダム<br><br>(GATSBY ギャッツビー デオドラントボディーウォーター ブルームフルーティー)<br><br>/(/F215507/)/<br><br>マンダム<br>540-8530 大阪府大阪市中央区十二軒町5-12<br>0120-37-3337<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[デオドラント用品/ブランド：GATSBY(ギャツビー)/]</div><!---->,ギャツビー デオドラントボディウォーター ブルームフルーティ(160mL)【GATSBY(ギャツビー)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションギャツビー デオドラントボディウォーター ブルームフルーティ(160mL)【GATSBY(ギャツビー)】,GATSBY(ギャツビー)★税抜1900円以上で送料無料★。ギャツビー デオドラントボディウォーター ブルームフルーティ(160mL)【GATSBY(ギャツビー)】[rn]
21-56488,http://tshop.r10s.jp/soukai/cabinet/51/4513574019751.jpg?fitin=700:700,250.4000,,美容・コスメ・香水 > ボディケア > デオドラント・制汗剤 > その他,ディブ デオドラント フレグランスウォーター フレンチクラシックの香り(200mL)【ディブ】,ディブ★税抜1900円以上で送料無料★,<div id='prd-page'><img src='https://www.rakuten.ne.jp/gold/soukai/image/sd/sale/saleitem_20170525.gif' border='0' width='100%'><br><br>お店TOP＞化粧品・コスメ・ビューティー＞デオドラント用品＞ローションタイプ＞ディブ デオドラント フレグランスウォーター フレンチクラシックの香り (200mL)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：医薬部外品<br><br>【ディブ デオドラント フレグランスウォーター フレンチクラシックの香りの商品詳細】<br>●1日中さらさら＆ふんわり香るデオドラントウォーターです。<br>●さらさらパウダー配合で、ベタつきを抑えて全身さらさらに<br>●制汗成分・殺菌成分配合で汗とニオイをしっかり抑えます。<br>●スポーツ後に・お出かけ前に・外出先で<br><br>【使用方法】<br>・パウダー配合なので、よく振ってからお使いください。<br>・適量を手に取り、汗をかきやすいところを中心に軽くたたくように全身になじませてください。<br>・使用後は必ずキャップを閉めてください。<br><br>【成分】<br>有効成分・・・パラフェノールスルホン酸亜鉛、イソプロピルメチルフェノール<br>その他の成分・・・ポリアクリル酸アルキル、POE硬化ヒマシ油、ビタミンCリン酸Mg、アロエエキス(2)、モモ葉エキス、ヒアルロン酸ナトリウム(2)、エタノール、pH調整剤、パラベン、香料<br>【注意事項】<br>・お肌に異常がある時、お肌に合わない時はご使用をおやめください。<br>・使用中、かぶれ・刺激等の異常が出たら使用を中止し、皮フ科医へご相談ください。<br>・目に入らないように注意し、目に入ったときはすぐに洗い流してください。<br>・乳幼児の手の届かない所に置いてください。<br>・火気に近づけないでください。<br>・床やテーブルにこぼしたときにはすぐにふき取ってください。変色する場合があります。<br>・直接衣服につけると白くなることがあります。<br>・傷やはれもの・湿しん・かぶれ・ただれ・色素異常などの症状がある部位にはお使いにならないでください。また、赤み・はれ・かゆみ・刺激などの異常があらわれた場合は、ご使用をおやめください。続けてお使いになりますと悪化させることがあります。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>ディブ<br><br>【発売元、製造元、輸入元又は販売元】<br>熊野油脂<br><br>(Deve)<br><br>熊野油脂<br>489-0881 愛知県瀬戸市熊野35<br>0561-82-9245<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[デオドラント用品/ブランド：ディブ/]</div><!---->,ディブ デオドラント フレグランスウォーター フレンチクラシックの香り(200mL)【ディブ】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションディブ デオドラント フレグランスウォーター フレンチクラシックの香り(200mL)【ディブ】,ディブ★税抜1900円以上で送料無料★。ディブ デオドラント フレグランスウォーター フレンチクラシックの香り(200mL)【ディブ】[rn]
21-56489,http://tshop.r10s.jp/soukai/cabinet/07/4902806417807.jpg?fitin=700:700,443.2000,,美容・コスメ・香水 > ボディケア > デオドラント・制汗剤 > その他,ギャツビー デオドラントボディウォーター グルーヴィシトラス(160mL)【GATSBY(ギャツビー)】,GATSBY(ギャツビー)★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞化粧品・コスメ・ビューティー＞デオドラント用品＞男性用 デオドラント用品＞ギャツビー デオドラントボディウォーター グルーヴィシトラス (160mL)<br><br>★税抜1900円以上で送料無料★<br><br>商品区分：医薬部外品<br><br>【ギャツビー デオドラントボディウォーター グルーヴィシトラスの商品詳細】<br>●汗・ニオイのない清潔ボディが長続き<br>●制汗成分とダブルの殺菌成分が男の汗とニオイをしっかり抑え、3種のマイクロパウダーがベタつきやニオイの元となる汗・皮脂を吸着、清潔ボディが長続き<br>●カバンの中でも中味が漏れない、フック穴付きスクリュー式キャップ採用<br>●冷感ロングキープ処方でひんやりボディ超持続<br>●フレッシュでさわやかな香りがさっと広がり長く続く<br>●パラベンフリー<br>●みずみずしく開放感のあるシトラス系の香り<br><br>【使用方法】<br>(1)パウダーが均一になるまでよく振ってから、適量を手に取り、汗やニオイなどが気になるところにお使いください。<br>(2)使用後は必ずキャップをしっかりしめてください。<br><br>【成分】<br>パラフェノールスルホン酸亜鉛、塩化ベンザルコニウム液、イソプロピルメチルフェノール、エタノール、精製水、L-メントール、架橋ポリスチレン、L-メンチルグリセリルエーテル、ポリオキシエチレンポリオキシプロピレンデシルテトラデシルエーテル、ナイロン末、ポリオキシエチレンイソステアリルエーテル、ヒドロキシアパタイト、香料<br>【注意事項】<br>・顔・粘膜への使用は避け、除毛直後や肌に傷のあるときは使わないでください。<br>・お肌に異常が生じていないかよく注意して使用してください。傷や湿疹等異常のあるときは使わないでください。刺激、色抜け(白斑等)、黒ずみ等の異常が出たら使用を中止し皮フ科医へご相談ください。<br>・衣類等につくと白くなることがありますのでご注意ください。<br>・メントールの冷感刺激に弱い方、肌の弱い方は使用をお控えください。<br>・高温になるところや直射日光のあたるところには置かないでください。<br>・子供の手の届かないところに置いてください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>GATSBY(ギャツビー)<br><br>【発売元、製造元、輸入元又は販売元】<br>マンダム<br><br>(GATSBY ギャッツビー デオドラントボディーウォーター グルービーシトラス グルーヴィーシトラス)<br><br>/(/F215507/F215507/)/<br><br>マンダム<br>540-8530 大阪府大阪市中央区十二軒町5-12<br>0120-37-3337<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[デオドラント用品/ブランド：GATSBY(ギャツビー)/]</div><!---->,ギャツビー デオドラントボディウォーター グルーヴィシトラス(160mL)【GATSBY(ギャツビー)】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションギャツビー デオドラントボディウォーター グルーヴィシトラス(160mL)【GATSBY(ギャツビー)】,GATSBY(ギャツビー)★税抜1900円以上で送料無料★。ギャツビー デオドラントボディウォーター グルーヴィシトラス(160mL)【GATSBY(ギャツビー)】[rn]
21-56490,http://tshop.r10s.jp/soukai/cabinet/75/4513574017375.jpg?fitin=700:700,258.4000,,美容・コスメ・香水 > ボディケア > デオドラント・制汗剤 > その他,ディブ デオドラントウォーター せっけんの香り(200mL)【ディブ】,ディブ★税抜1900円以上で送料無料★,<div id='prd-page'><img src='https://www.rakuten.ne.jp/gold/soukai/image/sd/sale/saleitem_20170525.gif' border='0' width='100%'><br><br>お店TOP＞化粧品・コスメ・ビューティー＞デオドラント用品＞ローションタイプ＞ディブ デオドラントウォーター せっけんの香り (200mL)<br><br>★税抜1900円以上で送料無料★<br><br>【ディブ デオドラントウォーター せっけんの香りの商品詳細】<br>●清潔感あふれるせっけんの香りで、サラサラパウダー配合です。<br>●ベタつきを抑えて全身サラサラに<br>●パウダーインの制汗デオドラントウォーターです。<br>●スポーツ後に お出かけ前に 外出先で、など色々なシーンでお使いいただけます。<br>●制汗成分・殺菌成分配合で汗とニオイをしっかり抑えます。<br><br>【使用方法】<br>・パウダー配合なので、よく振ってからお使いください。<br>・適量を手に取り、汗をかきやすいところを中心に軽くたたくように全身になじませてください。<br>・使用後は必ずキャップを閉めてください。<br><br>【成分】<br>有効成分・・・パラフェノールスルホン酸亜鉛、イソプロピルメチルフェノール<br>その他の成分・・・ポリアクリル酸アルキル、POE硬化ヒマシ油、ビタミンCリン酸Mg、アロエエキス(2)、モモ葉エキス、ヒアルロン酸ナトリウム(2)、エタノール、pH調整剤、パラベン、香料<br>【注意事項】<br>・お肌に異常が生じていないかよく注意して使用してください。<br>・傷、湿疹等異常のある時は使用しないでください。<br>・赤み、はれ、かゆみ、刺激、色抜け(白斑等)や黒ずみ等の異常が出たら使用を中止し、皮フ科医へご相談ください。そのまま使い続けると症状が悪化することがあります。<br>・目に入った時はすぐに洗い流してください。<br>・乳幼児の手の届かないところに置いてください。<br>・極端に高温又は低温の場所や直射日光のあたる場所に置かないでください。<br><br>【原産国】<br>日本<br><br>【ブランド】<br>ディブ<br><br>【発売元、製造元、輸入元又は販売元】<br>熊野油脂<br><br>(Deve 石鹸の香り 石けんの香り)<br><br>熊野油脂<br>489-0881 愛知県瀬戸市熊野35<br>0561-82-9245<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[デオドラント用品/ブランド：ディブ/]</div><!---->,ディブ デオドラントウォーター せっけんの香り(200mL)【ディブ】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションディブ デオドラントウォーター せっけんの香り(200mL)【ディブ】,ディブ★税抜1900円以上で送料無料★。ディブ デオドラントウォーター せっけんの香り(200mL)【ディブ】[rn]
