21-50882,http://tshop.r10s.jp/chitosesports/cabinet/00620118/tbf313-0101.jpg?fitin=700:700,5200.0000,,スポーツ・アウトドア > バスケットボール > 競技用シューズ > メンズ競技用シューズ,【在庫品】 アシックス ゲルスクープホワイト×ホワイトTBF313-0101 バスケットボールシューズ バッシュ バスケットシューズメンズASICS 2014年夏モデル 【P12Sep8704】,ＳＡＬＥ！,"<p style=""width:770px"">
<b><font size=+1 color=007cf9>■異硬度素材の組み合わせにより衝撃緩衝性と反発力に優れた、やわらかく弾むようなクッション感を追求。<br>
■定評のある吸盤意匠のアウターソールにN.C.ラバーを採用し、優れたグリップ性を実現。<br>
■フットスリーブ構造とメモリーフォームにより、足全体を包み込むような心地良いフィット性を発揮。</font></b><BR>
</p>
<table border=""1"" width=""770"" cellspacing=""0"" cellpadding=""2"" bgcolor=""#dcdcdc"" style=""font-size : 12px;line-height : 140% ;border:3px solid grey;border-collapse: collapse; "">
<tr bgcolor=""white"">
<td colspan=2 bgcolor=""#dcdcdc"" align=""center"">スペック</td>
</tr>
<tr bgcolor=""white"">
<td width=""100"" bgcolor=""#dcdcdc"" align=""left"">●品番</td>
<td>TBF313-0101</td>
</tr>
<tr bgcolor=""white"">
<td width=""100"" bgcolor=""#dcdcdc"" align=""left"">●商品名</td>
<td>GELSCOOP / ゲルスクープ</td>
</tr>
<tr>
<td width=""100"" align=""left"">●カラー</td>
<td  bgcolor=""white"">0101：ホワイト×ホワイト</TD>
</tr>
<tr>
<td align=""left"">●サイズ</td>
<td bgcolor=""white"">24.0～30.0・31.0cm</TD>
</tr>
<tr>
<td align=""left"">●アウターソール</td>
<td bgcolor=""white"">ゴム底</TD>
</tr>
<tr>
<td align=""left"">●アッパー素材</td>
<td bgcolor=""white"">本体：人工皮革製+合成繊維製<br>
補強：人工皮革製</TD>
</tr>
<tr>
<td align=""left"">●その他仕様</td>
<td bgcolor=""white"">インナーソール：取り替え式(SpEVA)<br>
適合する別売中敷：TIZ107</TD>
</tr>
<tr>
<td align=""left"">●生産国</td>
<td bgcolor=""white"">ベトナム</TD>
</tr>

<tr bgcolor=""white"">
<td colspan=2 bgcolor=""#dcdcdc"" align=""center"">機能</td>
</tr>
<tr bgcolor=""white"">
<td colspan=2 align=""left"">
★T-GEL<br>
ノンシーリングタイプの、衝撃緩衝が最も高いＴ-GELをかかと部に装着。<br>
<br>
★スピーバ：（全面）軽量タイプ<br>
インソール（中底）部全面に、クッション性と反発性を併せ持ちヘタリにくい「スピーバ」のさらに軽量タイプクッション材を使用。<br>
<br>
★スピーバ：（全面）<br>
着地衝撃をやわらげるとともに、高い反発力でキック力を効率よく歩行エネルギーに変換します。<br>
<br>
★ツーデンシティミッドソール<br>
クッション性を高めるために、本体ミッドソール素材とは異なるクッション性の高い材料、もしくは硬度のやわらかい材料、踏み付け部やかかと部に配置したミッドソール構造。<br>
<br>
★トラスティック<br>
ミッドソールの中足部を樹脂製のトラスで補強した構造。運動時にねじれが生じやすい中足部の剛性をアップし、フットワークの安定性を高めます。<br>
<br>
★エーハープラス<br>
従来のラバーと同等の軽量性、グリップ性をもちながら、約3倍（当社比）の耐摩耗性を発揮するアウターソール素材。<br>
<br>
★エヌ・シー・ラバー<br>
天然ラバーの配合比率を高めることにより、粘りつくような高いグリップ力を発揮するアウターソール素材。シューズとコートとの間に生じるズレを抑えます。<br>
<br>
★マジックベンチレーション<br>
ソールに設けた通気孔から空気を吸排するシステム。シューズ内の熱や湿気を換気し、ムレを防ぎ、快適性を保つとともにマメの発生を抑えます。<br>
<br>
★ピー・エイチ・エフ<br>
個人の足型に合わせて、ゆっくりと変形してフィットするような低反発フォームを足首に内蔵。シューズと足とのすき間をなくし、フィット性を高めています。<br>
<br>
★アムフィット対応<br>
足型を測定し、そのデータをもとに作られるカスタムメイドのインナーソール〈アムフィット〉対応シューズです。<br>
対応サイズ22.5～30.0cmとなっており、商品によっては、アムフィット対応のアイコンが記載されておりますが、対応できないサイズもありますので、予めご了承ください。<br>
<br>
★レギュラーラスト（３Ｄ）<br>
側面のふくらみを抑え、アーチからかかと部にかけて包み込むようにフィットする立体設計のレギュラーラスト。<br>
<br>
★エコプラン<br>
人に優しい環境配慮型対応商品です。例えば再生素材を使用してリサイクル寄与しています。</td>
</tr>
</table><BR>
<BR>
<FONT color=""#ff00ff"">※在庫は常に変動しておりますので、まれにご注文時に在庫が切れている場合があります。<BR>
　入荷予定がない場合はご注文をお断りさせていただきますのでご了承願います。<BR>
※画像の色の見え方が、モニターやＰＣ環境により実際の商品と異なる場合がございます。<BR>
※製品の仕様が予告なく変更する場合がございます。</FONT><style type=""text/css"">
<!--
span.unit { background: url(http://image.rakuten.co.jp/chitosesports/cabinet/00625295/01618589/kagosita-tyuui-20170.gif) no-repeat left top; text-indent:
-9999; display: block; width: 478; height: 220; margin:15px 0; }
-->
</style>",【在庫品】 アシックス ゲルスクープホワイト&times;ホワイトTBF313-0101 バスケットボールシューズ バッシュ バスケットシューズメンズASICS 2014年夏モデル 【P12Sep8704】：チトセスポーツ楽天市場店,バドミントンバドミントンラケットバドミントンＴシャツバドミントンウエアラケットバッグゴーセンバスケットバスケットシューズバスケットボールバッシュランニングランニングシューズバレーボールバレーボールシューズ野球野球グローブ軟式グローブ軟式グラブアシックスヨネックス【在庫品】 アシックス ゲルスクープホワイト&times;ホワイトTBF313-0101 バスケットボールシューズ バッシュ バスケットシューズメンズASICS 2014年夏モデル 【P12Sep8704】,ＳＡＬＥ！。【在庫品】 アシックス ゲルスクープホワイト&times;ホワイトTBF313-0101 バスケットボールシューズ バッシュ バスケットシューズメンズASICS 2014年夏モデル 【P12Sep8704】[rn]
21-50883,http://tshop.r10s.jp/chitosesports/cabinet/00620118/img61193842.gif?fitin=700:700,6400.0000,,スポーツ・アウトドア > バスケットボール > 競技用シューズ > メンズ競技用シューズ,【在庫品】 アシックス バスケットボールシューズ ゲルバースト RS 2（GELBURST RS 2）ブラック×レッドTBF19G-9023　50%OFF！バスケットボール　バスケバッシュ　バスケットシューズASICS　2014年春夏モデル限定カラー 【P12Sep8676】,５０％ＯＦＦ！限定カラー！,"<FONT color=""#ff0000"" size=""+3"">☆★☆５０％ＯＦＦ☆★☆</FONT><br>
<br>
<p style=""width:770px"">
<b><font size=+1 color=007cf9>
■アッパーの補強とベロ部のフットスリーブ構造によりユーロステップに必要な足との一体感とホールド性を強化。<br><br>
■強く鋭い蹴り出しを可能にするため、つま先部にフレックスグルーヴ、前足部から中足部にかけてプロパルションプレートを搭載。<br><br>
■ダッシュからの急激な方向転換に対応する縦方向に走るフレックスグルーヴとソール外側のデュオマックス。<br>
</font></b><BR>
</p>
<table border=""1"" width=""770"" cellspacing=""0"" cellpadding=""2"" bgcolor=""#dcdcdc"" style=""font-size : 12px;line-height : 140% ;border:3px solid grey;border-collapse: collapse; "">
<tr bgcolor=""white"">
<td colspan=2 bgcolor=""#dcdcdc"" align=""center"">スペック</td>
</tr>
<tr bgcolor=""white"">
<td width=""100"" bgcolor=""#dcdcdc"" align=""left"">●品番</td>
<td>TBF19G</td>
</tr>
<tr bgcolor=""white"">
<td width=""100"" bgcolor=""#dcdcdc"" align=""left"">●商品名</td>
<td>ゲルバースト RS 2（GELBURST RS 2）</td>
</tr>
<tr>
<td width=""100"" align=""left"">●カラー</td>
<td  bgcolor=""white"">9023:ブラック×レッド</td>
</tr>
    <TR>
      <TD>●サイズ</TD>
      <TD bgcolor=""white"">23.5～30.0・31.0cm</TD>
    </TR>
    <TR>
      <TD>●アッパー素材</TD>
      <TD bgcolor=""white"">本体/人工皮革製＋合成繊維製<br>
補強/人工皮革製</TD>
    </TR>
<TR>
      <TD>●アウターソール</TD>
      <TD bgcolor=""white"">ゴム底</TD>
    </TR>
<tr>
<td align=""left"">●その他仕様</TD>
<td bgcolor=""white"">インナーソール：取り替え式（SpEVA）</TD>
</tr>
<tr>
<td align=""left"">●生産国</td>
<td bgcolor=""white"">中国</td>
</tr>
<tr>
<td align=""left"">●備考</TD>
<td bgcolor=""white"">適合する別売中敷:TIZ107が適合しますが、一部サイズ規格が適合しておりません。</TD>
</tr>
<tr bgcolor=""white"">
<td colspan=2 bgcolor=""#dcdcdc"" align=""center"">機能</td>
</tr>
<tr bgcolor=""white"">
<td colspan=2 align=""left"">
<b>★T-GEL</b><br> 
　ノンシーリングタイプの、衝撃緩衝が最も高いＴ-GELをかかと部に装着。  
<br><br>
<b>★スピーバ：（全面）軽量タイプ</b><br> 
　インソール（中底）部全面に、クッション性と反発性を併せ持ちヘタリにくい「スピーバ」のさらに軽量タイプクッション材を使用。<br><br>
<b>★スピーバ（全面）</b><br> 
　着地衝撃をやわらげるとともに、高い反発力でキック力を効率よく歩行エネルギーに変換します。  
<br><br>
★<b>ツーデンシティミッドソール</b><br>
　クッション性を高めるために、本体ミッドソール素材とは異なるクッション性の高い材料、もしくは硬度のやわらかい材料、踏み付け部やかかと部に配置したミッドソール構造。
<br><br>
★<b>デュオマックス</b><br>
　ミッドソールの一部分の硬度を高め安定性を高めた構造。商品によって搭載位置が異なります。
<br><br>
<b>★トラスティック</b><br> 
　ミッドソールの中足部を樹脂製のトラスで補強した構造。運動時にねじれが生じやすい中足部の剛性をアップし、フットワークの安定性を高めます。 
<br><br>
★<b>プロパルションプレート</b><br>
　中足部から前足部にかけてプレートパーツを配置したソール構造。高速走行時の安定性と反発性に優れ、走行効率を高めます。
<br><br>
<b>★エーハープラス</b><br> 
　従来のラバーと同等の軽量性、グリップ性をもちながら、約3倍（当社比）の耐摩耗性を発揮するアウターソール素材。 <br><br>
<b>★エヌ・シー・ラバー</b><br> 
　天然ラバーの配合比率を高めることにより、粘りつくような高いグリップ力を発揮するアウターソール素材。シューズとコートとの間に生じるズレを抑えます。 
<br><br>
<b>★マジックベンチレーション</b><br> 
　ソールに設けた通気孔から空気を吸排するシステム。シューズ内の熱や湿気を換気し、ムレを防ぎ、快適性を保つとともにマメの発生を抑えます。 
<br><br>
<b>★ピー・エイチ・エフ</b><br>
　個人の足型に合わせて、ゆっくりと変形してフィットするような低反発フォームを足首に内蔵。シューズと足との隙間をなくし、フィット性を高めています。<br>
<br>
★<b>アムフィット対応</b><br>
　足型を測定し、そのデータをもとに作られるカスタムメイドのインナーソール〈アムフィット〉対応シューズです。<br>対応サイズ２２．５cm～３０．０cmとなっており、商品によっては、アムフィット対応のアイコンが記載されておりますが、対応できないサイズもありますので、予めご了承ください。
<br><br>
★<b>レギュラーラスト（3D）</b><br>
　側面のふくらみを抑え、アーチからかかと部にかけて包み込むようにフィットする立体設計のレギュラーラスト。<br><br>
★<b>エコプラン</b><br>
　人に優しい環境配慮型対応商品です。例えば再生素材を使用してリサイクル寄与しています。

</td>
</tr>
</table><br><br>
<P><table width=""770"" border=""2"" cellpadding=""3"" cellspacing=""1""  style=""border:2px solid #03CCCC ""> 
<tr>
    <td><span style=""color:red"">
※在庫は常に変動しておりますので、まれにご注文時に 在庫が切れている場合があります。<br />
　 入荷予定がない場合はご注文をお断りさせていただきますのでご了承願います。<br />
※画像の色の見え方が、モニターやＰＣ環境により実際の商品と異なる場合がございます。<br />
※製品の仕様が予告なく変更する場合がございます。</span><br /></td>
  </tr>
</table></P><br>
<br>
<br>
メーカー希望小売価格はメーカーサイトに基づいて掲載しています<br>
<img src=""http://image.rakuten.co.jp/chitosesports/cabinet/03779098/tbf19g-9023-evidence.gif""><br><br><style type=""text/css"">
<!--
span.unit { background: url(http://image.rakuten.co.jp/chitosesports/cabinet/00625295/01618589/kagosita-tyuui-20170.gif) no-repeat left top; text-indent:
-9999; display: block; width: 478; height: 220; margin:15px 0; }
-->
</style>",【在庫品】 アシックス バスケットボールシューズ ゲルバースト RS 2（GELBURST RS 2）ブラック&times;レッドTBF19G-9023　50%OFF！バスケットボール　バスケバッシュ　バスケットシューズASICS　2014年春夏モデル限定カラー 【P12Sep8676】：チトセスポーツ楽天市場店,バドミントンバドミントンラケットバドミントンＴシャツバドミントンウエアラケットバッグゴーセンバスケットバスケットシューズバスケットボールバッシュランニングランニングシューズバレーボールバレーボールシューズ野球野球グローブ軟式グローブ軟式グラブアシックスヨネックス【在庫品】 アシックス バスケットボールシューズ ゲルバースト RS 2（GELBURST RS 2）ブラック&times;レッドTBF19G-9023　50%OFF！バスケットボール　バスケバッシュ　バスケットシューズASICS　2014年春夏モデル限定カラー 【P12Sep8676】,５０％ＯＦＦ！限定カラー！。【在庫品】 アシックス バスケットボールシューズ ゲルバースト RS 2（GELBURST RS 2）ブラック&times;レッドTBF19G-9023　50%OFF！バスケットボール　バスケバッシュ　バスケットシューズASICS　2014年春夏モデル限定カラー 【P12Sep8676】[rn]
21-50884,http://tshop.r10s.jp/chitosesports/cabinet/00620118/tbf401-0104.jpg?fitin=700:700,5000.0000,,スポーツ・アウトドア > バスケットボール > 競技用シューズ > メンズ競技用シューズ,【在庫品】 アシックス バスケットボールシューズレディ ゲルフラッシュ 5（LADY GELFLASH 5）ホワイト×イエローTBF401-0104 バスケットバスケットシューズ バッシュ レディース 女性用ASICS 2014年春夏モデル 【P12Sep8716】,レディース用！,"メーカー希望小売価格はメーカーカタログに基づいて掲載しています<br><br>
<b><font size=+1 color=1e90ff>2014年2月6日発売予定</font></b><br>
<p style=""width:770px"">
<b><font size=+1 color=007cf9>
■L.A.コンフォート機能を強化。中足部の樹脂パーツによりフットワークの安定性を高め、母趾球部や土踏まず部への負担を軽減。<br><br>
■ヒールアップ構造とアウターソールのピボットサークルがスムーズなターンを促し、膝への負担を軽減。<br><br>
■足首まわリに大型スポンジ、アッパー素材にやわらかい人工皮革を使用したやわらかく足あたりの優しい履き心地。<br>
</font></b><BR>
</p>
<table border=""1"" width=""770"" cellspacing=""0"" cellpadding=""2"" bgcolor=""#dcdcdc"" style=""font-size : 12px;line-height : 140% ;border:3px solid grey;border-collapse: collapse; "">
<tr bgcolor=""white"">
<td colspan=2 bgcolor=""#dcdcdc"" align=""center"">スペック</td>
</tr>
<tr bgcolor=""white"">
<td width=""100"" bgcolor=""#dcdcdc"" align=""left"">●品番</td>
<td>TBF401</td>
</tr>
<tr bgcolor=""white"">
<td width=""100"" bgcolor=""#dcdcdc"" align=""left"">●商品名</td>
<td>レディ ゲルフラッシュ 5（LADY GELFLASH 5）</td>
</tr>
<tr>
<td width=""100"" align=""left"">●カラー</td>
<td  bgcolor=""white"">0104:ホワイト×イエロー</td>
</tr>
    <TR>
      <TD>●サイズ</TD>
      <TD bgcolor=""white"">22.0～26.5cm</TD>
    </TR>
    <TR>
      <TD>●アッパー素材</TD>
      <TD bgcolor=""white"">本体：人工皮革製+合成繊維製<br>
補強：人工皮革製</TD>
    </TR>
<TR>
      <TD>●アウターソール</TD>
      <TD bgcolor=""white"">ゴム底</TD>
    </TR>
<tr>
<td align=""left"">●その他仕様</TD>
<td bgcolor=""white"">・インナーソール：取り替え式（シャインアップ+ウォーターマジック）</TD>
</tr>
<tr>
<td align=""left"">●生産国</td>
<td bgcolor=""white"">ベトナム・中国</td>
</tr>
<tr>
<td align=""left"">●備考</TD>
<td bgcolor=""white"">・付属品：シューレース（各色ともホワイトのシューレースが付属）<br>
・適合する別売中敷：TIZ502・TIZ504</TD>
</tr>
<tr bgcolor=""white"">
<td colspan=2 bgcolor=""#dcdcdc"" align=""center"">機能</td>
</tr>
<tr bgcolor=""white"">
<td colspan=2 align=""left"">★P-GEL＋T-GEL<br>
薄くて足あたりもソフトな発泡シートタイプのP-GELを踏み付け部に装着し、衝撃緩衝が最も高いＴ-GELをかかと部に装着したタイプ。<br>
<br>
★スピーバ：（全面）<br>
着地衝撃をやわらげるとともに、高い反発力でキック力を効率よく歩行エネルギーに変換します。<br>
<br>
★ツーデンシティミッドソール<br>
クッション性を高めるために、本体ミッドソール素材とは異なるクッション性の高い材料、もしくは硬度のやわらかい材料、かかと部に配置したミッドソール構造。<br>
<br>
★デュオマックス<br>
ミッドソールの一部分の硬度を高め安定性を高めた構造。商品によって搭載位置が異なります。<br>
<br>
★トラスティック<br>
ミッドソールの中足部を樹脂製のトラスで補強した構造。運動時にねじれが生じやすい中足部の剛性をアップし、フットワークの安定性を高めます。<br>
<br>
★エーハープラス<br>
従来のラバーと同等の軽量性、グリップ性をもちながら、約3倍（当社比）の耐摩耗性を発揮するアウターソール素材。<br>
<br>
★エヌ・シー・ラバー<br>
天然ラバーの配合比率を高めることにより、粘りつくような高いグリップ力を発揮するアウターソール素材。シューズとコートとの間に生じるズレを抑えます。<br>
<br>
★マジックベンチレーション<br>
ソールに設けた通気孔から空気を吸排するシステム。シューズ内の熱や湿気を換気し、ムレを防ぎ、快適性を保つとともにマメの発生を抑えます。<br>
<br>
★ピー・エイチ・エフ<br>
個人の足型に合わせて、ゆっくりと変形してフィットするような低反発フォームを足首に内蔵。シューズと足とのすき間をなくし、フィット性を高めています。<br>
<br>
★アムフィット対応<br>
足型を測定し、そのデータをもとに作られるカスタムメイドのインナーソール〈アムフィット〉対応シューズです。<br>
対応サイズ22.5～30.0cmとなっており、商品によっては、アムフィット対応のアイコンが記載されておりますが、対応できないサイズもありますので、予めご了承ください。<br>
<br>
★レディスアーチコンフォート<br>
レディス専用ラストをベースに、アッパー、ミッドソールから中敷まで靴全体の構造を女性の足型に合わせた仕様に。快適なフィッティングに加え、アーチを支え、母趾への負担を軽減します。<br>
<br>
★レディス・レギュラーラスト<br>
かかと部の骨が小さく横幅も狭いなど、女性の足のシルエットに合わせて設計した専用ラストです。</td>
</tr>
</table><br><br>

<P><table width=""770"" border=""2"" cellpadding=""3"" cellspacing=""1""  style=""border:2px solid #03CCCC ""> 
<tr>
    <td><span style=""color:red"">
※在庫は常に変動しておりますので、まれにご注文時に 在庫が切れている場合があります。<br />
　 入荷予定がない場合はご注文をお断りさせていただきますのでご了承願います。<br />
※画像の色の見え方が、モニターやＰＣ環境により実際の商品と異なる場合がございます。<br />
※製品の仕様が予告なく変更する場合がございます。</span><br /></td>
  </tr>
</table></P><style type=""text/css"">
<!--
span.unit { background: url(http://image.rakuten.co.jp/chitosesports/cabinet/00625295/01618589/kagosita-tyuui-20170.gif) no-repeat left top; text-indent:
-9999; display: block; width: 478; height: 220; margin:15px 0; }
-->
</style>",【在庫品】 アシックス バスケットボールシューズレディ ゲルフラッシュ 5（LADY GELFLASH 5）ホワイト&times;イエローTBF401-0104 バスケットバスケットシューズ バッシュ レディース 女性用ASICS 2014年春夏モデル 【P12Sep8716】：チトセスポーツ楽天市場店,バドミントンバドミントンラケットバドミントンＴシャツバドミントンウエアラケットバッグゴーセンバスケットバスケットシューズバスケットボールバッシュランニングランニングシューズバレーボールバレーボールシューズ野球野球グローブ軟式グローブ軟式グラブアシックスヨネックス【在庫品】 アシックス バスケットボールシューズレディ ゲルフラッシュ 5（LADY GELFLASH 5）ホワイト&times;イエローTBF401-0104 バスケットバスケットシューズ バッシュ レディース 女性用ASICS 2014年春夏モデル 【P12Sep8716】,レディース用！。【在庫品】 アシックス バスケットボールシューズレディ ゲルフラッシュ 5（LADY GELFLASH 5）ホワイト&times;イエローTBF401-0104 バスケットバスケットシューズ バッシュ レディース 女性用ASICS 2014年春夏モデル 【P12Sep8716】[rn]
21-50885,http://tshop.r10s.jp/chitosesports/cabinet/00620118/img61193880.gif?fitin=700:700,6400.0000,,スポーツ・アウトドア > バスケットボール > 競技用シューズ > メンズ競技用シューズ,【在庫品】 アシックス バスケットボールシューズ ゲルバースト RS 2（GELBURST RS 2）ホワイト×ブラックTBF19G-0190　50%OFF！バスケットボール　バスケバッシュ　バスケットシューズASICS　2014年春夏モデル限定カラー 【P12Sep8673】,５０％ＯＦＦ！限定カラー！,"<FONT color=""#ff0000"" size=""+3"">☆★☆５０％ＯＦＦ☆★☆</FONT><br>
<br>
<p style=""width:770px"">
<b><font size=+1 color=007cf9>
■アッパーの補強とベロ部のフットスリーブ構造によりユーロステップに必要な足との一体感とホールド性を強化。<br><br>
■強く鋭い蹴り出しを可能にするため、つま先部にフレックスグルーヴ、前足部から中足部にかけてプロパルションプレートを搭載。<br><br>
■ダッシュからの急激な方向転換に対応する縦方向に走るフレックスグルーヴとソール外側のデュオマックス。<br>
</font></b><BR>
</p>
<table border=""1"" width=""770"" cellspacing=""0"" cellpadding=""2"" bgcolor=""#dcdcdc"" style=""font-size : 12px;line-height : 140% ;border:3px solid grey;border-collapse: collapse; "">
<tr bgcolor=""white"">
<td colspan=2 bgcolor=""#dcdcdc"" align=""center"">スペック</td>
</tr>
<tr bgcolor=""white"">
<td width=""100"" bgcolor=""#dcdcdc"" align=""left"">●品番</td>
<td>TBF19G</td>
</tr>
<tr bgcolor=""white"">
<td width=""100"" bgcolor=""#dcdcdc"" align=""left"">●商品名</td>
<td>ゲルバースト RS 2（GELBURST RS 2）</td>
</tr>
<tr>
<td width=""100"" align=""left"">●カラー</td>
<td  bgcolor=""white"">0190:ホワイト×ブラック</td>
</tr>
    <TR>
      <TD>●サイズ</TD>
      <TD bgcolor=""white"">23.5～30.0・31.0cm</TD>
    </TR>
    <TR>
      <TD>●アッパー素材</TD>
      <TD bgcolor=""white"">本体/人工皮革製＋合成繊維製<br>
補強/人工皮革製</TD>
    </TR>
<TR>
      <TD>●アウターソール</TD>
      <TD bgcolor=""white"">ゴム底</TD>
    </TR>
<tr>
<td align=""left"">●その他仕様</TD>
<td bgcolor=""white"">インナーソール：取り替え式（SpEVA）</TD>
</tr>
<tr>
<td align=""left"">●生産国</td>
<td bgcolor=""white"">中国</td>
</tr>
<tr>
<td align=""left"">●備考</TD>
<td bgcolor=""white"">適合する別売中敷:TIZ107が適合しますが、一部サイズ規格が適合しておりません。</TD>
</tr>
<tr bgcolor=""white"">
<td colspan=2 bgcolor=""#dcdcdc"" align=""center"">機能</td>
</tr>
<tr bgcolor=""white"">
<td colspan=2 align=""left"">
<b>★T-GEL</b><br> 
　ノンシーリングタイプの、衝撃緩衝が最も高いＴ-GELをかかと部に装着。  
<br><br>
<b>★スピーバ：（全面）軽量タイプ</b><br> 
　インソール（中底）部全面に、クッション性と反発性を併せ持ちヘタリにくい「スピーバ」のさらに軽量タイプクッション材を使用。<br><br>
<b>★スピーバ（全面）</b><br> 
　着地衝撃をやわらげるとともに、高い反発力でキック力を効率よく歩行エネルギーに変換します。  
<br><br>
★<b>ツーデンシティミッドソール</b><br>
　クッション性を高めるために、本体ミッドソール素材とは異なるクッション性の高い材料、もしくは硬度のやわらかい材料、踏み付け部やかかと部に配置したミッドソール構造。
<br><br>
★<b>デュオマックス</b><br>
　ミッドソールの一部分の硬度を高め安定性を高めた構造。商品によって搭載位置が異なります。
<br><br>
<b>★トラスティック</b><br> 
　ミッドソールの中足部を樹脂製のトラスで補強した構造。運動時にねじれが生じやすい中足部の剛性をアップし、フットワークの安定性を高めます。 
<br><br>
★<b>プロパルションプレート</b><br>
　中足部から前足部にかけてプレートパーツを配置したソール構造。高速走行時の安定性と反発性に優れ、走行効率を高めます。
<br><br>
<b>★エーハープラス</b><br> 
　従来のラバーと同等の軽量性、グリップ性をもちながら、約3倍（当社比）の耐摩耗性を発揮するアウターソール素材。 <br><br>
<b>★エヌ・シー・ラバー</b><br> 
　天然ラバーの配合比率を高めることにより、粘りつくような高いグリップ力を発揮するアウターソール素材。シューズとコートとの間に生じるズレを抑えます。 
<br><br>
<b>★マジックベンチレーション</b><br> 
　ソールに設けた通気孔から空気を吸排するシステム。シューズ内の熱や湿気を換気し、ムレを防ぎ、快適性を保つとともにマメの発生を抑えます。 
<br><br>
<b>★ピー・エイチ・エフ</b><br>
　個人の足型に合わせて、ゆっくりと変形してフィットするような低反発フォームを足首に内蔵。シューズと足との隙間をなくし、フィット性を高めています。<br>
<br>
★<b>アムフィット対応</b><br>
　足型を測定し、そのデータをもとに作られるカスタムメイドのインナーソール〈アムフィット〉対応シューズです。<br>対応サイズ２２．５cm～３０．０cmとなっており、商品によっては、アムフィット対応のアイコンが記載されておりますが、対応できないサイズもありますので、予めご了承ください。
<br><br>
★<b>レギュラーラスト（3D）</b><br>
　側面のふくらみを抑え、アーチからかかと部にかけて包み込むようにフィットする立体設計のレギュラーラスト。<br><br>
★<b>エコプラン</b><br>
　人に優しい環境配慮型対応商品です。例えば再生素材を使用してリサイクル寄与しています。

</td>
</tr>
</table><br><br>
<P><table width=""770"" border=""2"" cellpadding=""3"" cellspacing=""1""  style=""border:2px solid #03CCCC ""> 
<tr>
    <td><span style=""color:red"">
※在庫は常に変動しておりますので、まれにご注文時に 在庫が切れている場合があります。<br />
　 入荷予定がない場合はご注文をお断りさせていただきますのでご了承願います。<br />
※画像の色の見え方が、モニターやＰＣ環境により実際の商品と異なる場合がございます。<br />
※製品の仕様が予告なく変更する場合がございます。</span><br /></td>
  </tr>
</table></P><br>
<br>
<br>
メーカー希望小売価格はメーカーサイトに基づいて掲載しています<br>
<img src=""http://image.rakuten.co.jp/chitosesports/cabinet/03779098/tbf19g-0190-evidence.gif""><br><br><style type=""text/css"">
<!--
span.unit { background: url(http://image.rakuten.co.jp/chitosesports/cabinet/00625295/01618589/kagosita-tyuui-20170.gif) no-repeat left top; text-indent:
-9999; display: block; width: 478; height: 220; margin:15px 0; }
-->
</style>",【在庫品】 アシックス バスケットボールシューズ ゲルバースト RS 2（GELBURST RS 2）ホワイト&times;ブラックTBF19G-0190　50%OFF！バスケットボール　バスケバッシュ　バスケットシューズASICS　2014年春夏モデル限定カラー 【P12Sep8673】：チトセスポーツ楽天市場店,バドミントンバドミントンラケットバドミントンＴシャツバドミントンウエアラケットバッグゴーセンバスケットバスケットシューズバスケットボールバッシュランニングランニングシューズバレーボールバレーボールシューズ野球野球グローブ軟式グローブ軟式グラブアシックスヨネックス【在庫品】 アシックス バスケットボールシューズ ゲルバースト RS 2（GELBURST RS 2）ホワイト&times;ブラックTBF19G-0190　50%OFF！バスケットボール　バスケバッシュ　バスケットシューズASICS　2014年春夏モデル限定カラー 【P12Sep8673】,５０％ＯＦＦ！限定カラー！。【在庫品】 アシックス バスケットボールシューズ ゲルバースト RS 2（GELBURST RS 2）ホワイト&times;ブラックTBF19G-0190　50%OFF！バスケットボール　バスケバッシュ　バスケットシューズASICS　2014年春夏モデル限定カラー 【P12Sep8673】[rn]
