21-57282,http://tshop.r10s.jp/zakka-elements/cabinet/item002/m63170-7.jpg?fitin=700:700,1919.2000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > コレクションケース > その他,ガラスと真鍮でできた鏡付き収納ケース(Lサイズ)(63170) ガラスボックス ガラスケース 容器 四角 ディスプレイケース 小物入れ 小物収納,ガラスケース/ディスプレイケース/小物入れ,"<div id=""comment"" style=""width:430px; margin-bottom:10px;"">
<font size=""2"" style=""color:#6d6c6f; line-height:1.5;"">
■サイズ(cm)：約Ｗ20.5×Ｄ20.5×Ｈ7.2<br>
■素材：ガラス／真鍮／フェルト<br>
<hr color=""#cccccc"">
■ご注意<br>
※ハンドメイドのため、商品によって若干の個体差や歪み等が見られる場合がございます。<br>
※溶接部分に色の差がある場合がありますが、時間とともになじんでいきます。 <br>
※溶接のつなぎ目部分に隙間ができている場合がありますので、水は入れられません。<br>
※テラリウム容器としてご使用になる際は、水やりは霧吹きをご使用ください。<br>
※フタにはストッパーがないので開閉は丁寧に行ってください。<br>
<!--
【メール便OK】※一通につき8個まで。メール便についてはこちら<br>
-->
【雑貨同士のみ同梱可】<br>
■北海道・沖縄・離島は追加運賃がかかります。
</font>
</div>",ガラスと真鍮でできた鏡付き収納ケース(Lサイズ)(63170) ガラスボックス ガラスケース 容器 四角 ディスプレイケース 小物入れ 小物収納：生活雑貨のネットショップELEMENTS,ラグカーペットウッドカーペットフローリングカーペットcarpetウッドデッキタイルコルクマットcork雑貨生活雑貨zakkaガラスと真鍮でできた鏡付き収納ケース(Lサイズ)(63170) ガラスボックス ガラスケース 容器 四角 ディスプレイケース 小物入れ 小物収納,ガラスケース/ディスプレイケース/小物入れ。ガラスと真鍮でできた鏡付き収納ケース(Lサイズ)(63170) ガラスボックス ガラスケース 容器 四角 ディスプレイケース 小物入れ 小物収納[rn]
21-57283,http://tshop.r10s.jp/zakka-elements/cabinet/item002/m63120-7.jpg?fitin=700:700,1104.0000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > コレクションケース > その他,ガラスと真鍮でできた鏡付き収納ケース(Sサイズ)(63120) 【小物入れ ガラスケース ふた付き ガラスボックス おしゃれ ディスプレイケース ジュエリーボックス アクセサリケース テラリウム 容器 四角 小物収納 かわいい 塩系 インテリア 男前 西海岸 ELEMENTS エレメンツ】,ガラスケース/テラリウム/ディスプレイケース/小物入れ,"<div id=""comment"" style=""width:430px; margin-bottom:10px;"">
<font size=""2"" style=""color:#6d6c6f; line-height:1.5;"">
■サイズ(cm)：約Ｗ11×Ｄ11×Ｈ5.5<br>
■素材：ガラス／真鍮／フェルト<br>
<hr color=""#cccccc"">
■ご注意<br>
※ハンドメイドのため、商品によって若干の個体差や歪み等が見られる場合がございます。<br>
※溶接部分に色の差がある場合がありますが、時間とともになじんでいきます。 <br>
※溶接のつなぎ目部分に隙間ができている場合がありますので、水は入れられません。<br>
※テラリウム容器としてご使用になる際は、水やりは霧吹きをご使用ください。<br>
※フタにはストッパーがないので開閉は丁寧に行ってください。<br>
<!--
【メール便OK】※一通につき8個まで。メール便についてはこちら<br>
-->
【雑貨同士のみ同梱可】<br>
■北海道・沖縄・離島は追加運賃がかかります。
</font>
</div>",ガラスと真鍮でできた鏡付き収納ケース(Sサイズ)(63120) 【小物入れ ガラスケース ふた付き ガラスボックス おしゃれ ディスプレイケース ジュエリーボックス アクセサリケース テラリウム 容器 四角 小物収納 かわいい 塩系 インテリア 男前 西海岸 ELEMENTS エレメンツ】：生活雑貨のネットショップELEMENTS,ラグカーペットウッドカーペットフローリングカーペットcarpetウッドデッキタイルコルクマットcork雑貨生活雑貨zakkaガラスと真鍮でできた鏡付き収納ケース(Sサイズ)(63120) 【小物入れ ガラスケース ふた付き ガラスボックス おしゃれ ディスプレイケース ジュエリーボックス アクセサリケース テラリウム 容器 四角 小物収納 かわいい 塩系 インテリア 男前 西海岸 ELEMENTS エレメンツ】,ガラスケース/テラリウム/ディスプレイケース/小物入れ。ガラスと真鍮でできた鏡付き収納ケース(Sサイズ)(63120) 【小物入れ ガラスケース ふた付き ガラスボックス おしゃれ ディスプレイケース ジュエリーボックス アクセサリケース テラリウム 容器 四角 小物収納 かわいい 塩系 インテリア 男前 西海岸 ELEMENTS エレメンツ】[rn]
21-57284,http://tshop.r10s.jp/zakka-elements/cabinet/item001/m63130-2.jpg?fitin=700:700,956.0000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > コレクションケース > その他,ガラスと真鍮でできた多面体テラリウム ［小］(63130) テラリウム ガラスボックス ガラスケース キャンドルホルダー 容器 多面体 12面体 ディスプレイケース 小物入れ 小物収納 塩系 インテリア 男前 西海岸,テラリウム/ガラスケース/多面体/ディスプレイケース,"<div id=""comment"" style=""width:430px; margin-bottom:10px;"">
<font size=""2"" style=""color:#6d6c6f; line-height:1.5;"">
■サイズ(cm)：約Ｗ13×Ｄ13×Ｈ11<br>
■素材：ガラス／真鍮<br>
<hr color=""#cccccc"">
■ご注意<br>
※ハンドメイドのため、商品によって若干の個体差や歪み等が見られる場合がございます。<br>
※溶接部分に色の差がある場合がありますが、時間とともになじんでいきます。 <br>
※溶接のつなぎ目部分に隙間ができている場合がありますので、水は入れられません。<br>
※テラリウム容器としてご使用になる際は、水やりは霧吹きをご使用ください。<br>
※キャンドルホルダーとして使用する際は、必ず真上が開いている状態でご使用ください。<br>
<!--
【メール便OK】※一通につき8個まで。メール便についてはこちら<br>
-->
【雑貨同士のみ同梱可】<br>
■北海道・沖縄・離島は追加運賃がかかります。
</font>
</div>",ガラスと真鍮でできた多面体テラリウム ［小］(63130) テラリウム ガラスボックス ガラスケース キャンドルホルダー 容器 多面体 12面体 ディスプレイケース 小物入れ 小物収納 塩系 インテリア 男前 西海岸：生活雑貨のネットショップELEMENTS,ラグカーペットウッドカーペットフローリングカーペットcarpetウッドデッキタイルコルクマットcork雑貨生活雑貨zakkaガラスと真鍮でできた多面体テラリウム ［小］(63130) テラリウム ガラスボックス ガラスケース キャンドルホルダー 容器 多面体 12面体 ディスプレイケース 小物入れ 小物収納 塩系 インテリア 男前 西海岸,テラリウム/ガラスケース/多面体/ディスプレイケース。ガラスと真鍮でできた多面体テラリウム ［小］(63130) テラリウム ガラスボックス ガラスケース キャンドルホルダー 容器 多面体 12面体 ディスプレイケース 小物入れ 小物収納 塩系 インテリア 男前 西海岸[rn]
21-57285,http://tshop.r10s.jp/zakka-elements/cabinet/item001/m63160-2.jpg?fitin=700:700,874.4000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > コレクションケース > その他,ガラスと真鍮でできたひし形のテラリウム(63160) テラリウム ガラスボックス ガラスケース 容器 ひし形 トライアングル ディスプレイケース 小物入れ 小物収納 塩系 インテリア 男前 西海岸,テラリウム/ガラスケース/ひし形/ディスプレイケース/小物入れ,"<div id=""comment"" style=""width:430px; margin-bottom:10px;"">
<font size=""2"" style=""color:#6d6c6f; line-height:1.5;"">
■サイズ(cm)：約Ｗ17×Ｄ12×Ｈ10<br>
■素材：ガラス／真鍮<br>
<hr color=""#cccccc"">
■ご注意<br>
※ハンドメイドのため、商品によって若干の個体差や歪み等が見られる場合がございます。<br>
※溶接部分に色の差がある場合がありますが、時間とともになじんでいきます。 <br>
※溶接のつなぎ目部分に隙間ができている場合がありますので、水は入れられません。<br>
※テラリウム容器としてご使用になる際は、水やりは霧吹きをご使用ください。<br>
<!--
【メール便OK】※一通につき8個まで。メール便についてはこちら<br>
-->
【雑貨同士のみ同梱可】<br>
■北海道・沖縄・離島は追加運賃がかかります。
</font>
</div>",ガラスと真鍮でできたひし形のテラリウム(63160) テラリウム ガラスボックス ガラスケース 容器 ひし形 トライアングル ディスプレイケース 小物入れ 小物収納 塩系 インテリア 男前 西海岸：生活雑貨のネットショップELEMENTS,ラグカーペットウッドカーペットフローリングカーペットcarpetウッドデッキタイルコルクマットcork雑貨生活雑貨zakkaガラスと真鍮でできたひし形のテラリウム(63160) テラリウム ガラスボックス ガラスケース 容器 ひし形 トライアングル ディスプレイケース 小物入れ 小物収納 塩系 インテリア 男前 西海岸,テラリウム/ガラスケース/ひし形/ディスプレイケース/小物入れ。ガラスと真鍮でできたひし形のテラリウム(63160) テラリウム ガラスボックス ガラスケース 容器 ひし形 トライアングル ディスプレイケース 小物入れ 小物収納 塩系 インテリア 男前 西海岸[rn]
21-57286,http://tshop.r10s.jp/zakka-elements/cabinet/item002/m63100-6.jpg?fitin=700:700,726.4000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > コレクションケース > その他,ガラスと真鍮でできた三角形のテラリウム(63100) テラリウム ガラスボックス ガラスケース 容器 三角形 トライアングル ディスプレイケース 小物入れ 小物収納,テラリウム/ガラスケース/三角形/ディスプレイケース/小物入れ,"<div id=""comment"" style=""width:430px; margin-bottom:10px;"">
<font size=""2"" style=""color:#6d6c6f; line-height:1.5;"">
■サイズ(cm)：約Ｗ14×Ｄ14×Ｈ12<br>
■素材：ガラス／真鍮<br>
<hr color=""#cccccc"">
■ご注意<br>
※ハンドメイドのため、商品によって若干の個体差や歪み等が見られる場合がございます。<br>
※溶接部分に色の差がある場合がありますが、時間とともになじんでいきます。 <br>
※溶接のつなぎ目部分に隙間ができている場合がありますので、水は入れられません。<br>
※テラリウム容器としてご使用になる際、水やりは霧吹きをご使用ください。<br>
※キャンドルホルダーとしては使用できません。<br>
<!--
【メール便OK】※一通につき8個まで。メール便についてはこちら<br>
-->
【雑貨同士のみ同梱可】<br>
■北海道・沖縄・離島は追加運賃がかかります。
</font>
</div>",ガラスと真鍮でできた三角形のテラリウム(63100) テラリウム ガラスボックス ガラスケース 容器 三角形 トライアングル ディスプレイケース 小物入れ 小物収納：生活雑貨のネットショップELEMENTS,ラグカーペットウッドカーペットフローリングカーペットcarpetウッドデッキタイルコルクマットcork雑貨生活雑貨zakkaガラスと真鍮でできた三角形のテラリウム(63100) テラリウム ガラスボックス ガラスケース 容器 三角形 トライアングル ディスプレイケース 小物入れ 小物収納,テラリウム/ガラスケース/三角形/ディスプレイケース/小物入れ。ガラスと真鍮でできた三角形のテラリウム(63100) テラリウム ガラスボックス ガラスケース 容器 三角形 トライアングル ディスプレイケース 小物入れ 小物収納[rn]
21-57287,http://tshop.r10s.jp/zakka-elements/cabinet/item002/m63110-7.jpg?fitin=700:700,852.0000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > コレクションケース > その他,ガラスと真鍮でできた10面体のテラリウム(63110) テラリウム ガラスボックス ガラスケース 容器 多面体 10面体 ディスプレイケース 小物入れ 小物収納,テラリウム/ガラスケース/多面体/ディスプレイケース,"<div id=""comment"" style=""width:430px; margin-bottom:10px;"">
<font size=""2"" style=""color:#6d6c6f; line-height:1.5;"">
■サイズ(cm)：約Ｗ13×Ｄ13×Ｈ9<br>
■素材：ガラス／真鍮<br>
<hr color=""#cccccc"">
■ご注意<br>
※ハンドメイドのため、商品によって若干の個体差や歪み等が見られる場合がございます。<br>
※溶接部分に色の差がある場合がありますが、時間とともになじんでいきます。 <br>
※溶接のつなぎ目部分に隙間ができている場合がありますので、水は入れられません。<br>
※テラリウム容器としてご使用になる際は、水やりは霧吹きをご使用ください。<br>
※キャンドルホルダーとして使用する際は、真上が開いている状態でご使用ください。<br>
<!--
【メール便OK】※一通につき8個まで。メール便についてはこちら<br>
-->
【雑貨同士のみ同梱可】<br>
■北海道・沖縄・離島は追加運賃がかかります。
</font>
</div>",ガラスと真鍮でできた10面体のテラリウム(63110) テラリウム ガラスボックス ガラスケース 容器 多面体 10面体 ディスプレイケース 小物入れ 小物収納：生活雑貨のネットショップELEMENTS,ラグカーペットウッドカーペットフローリングカーペットcarpetウッドデッキタイルコルクマットcork雑貨生活雑貨zakkaガラスと真鍮でできた10面体のテラリウム(63110) テラリウム ガラスボックス ガラスケース 容器 多面体 10面体 ディスプレイケース 小物入れ 小物収納,テラリウム/ガラスケース/多面体/ディスプレイケース。ガラスと真鍮でできた10面体のテラリウム(63110) テラリウム ガラスボックス ガラスケース 容器 多面体 10面体 ディスプレイケース 小物入れ 小物収納[rn]
21-57288,http://tshop.r10s.jp/zakka-elements/cabinet/item002/m63140-6.jpg?fitin=700:700,1889.6000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > コレクションケース > その他,ガラスと真鍮でできた多面体テラリウム ［大］(63140) ガラスボックス ガラスケース テラリウム 容器 四角 ディスプレイケース 小物入れ 小物収納 塩系 インテリア 男前 西海岸,ガラスケース/テラリウム/ディスプレイケース/小物入れ,"<div id=""comment"" style=""width:430px; margin-bottom:10px;"">
<font size=""2"" style=""color:#6d6c6f; line-height:1.5;"">
■サイズ(cm)：約Ｗ29×Ｄ29×Ｈ23<br>
■素材：ガラス／真鍮<br>
<hr color=""#cccccc"">
■ご注意<br>
※ハンドメイドのため、商品によって若干の個体差や歪み等が見られる場合がございます。<br>
※溶接部分に色の差がある場合がありますが、時間とともになじんでいきます。 <br>
※溶接のつなぎ目部分に隙間ができている場合がありますので、水は入れられません。<br>
※テラリウム容器としてご使用になる際は、水やりは霧吹きをご使用ください。<br>
※キャンドルホルダーとして使用する際は、必ず真上が開いている状態でご使用ください。<br>
<!--
【メール便OK】※一通につき8個まで。メール便についてはこちら<br>
-->
【雑貨同士のみ同梱可】<br>
■北海道・沖縄・離島は追加運賃がかかります。
</font>
</div>",ガラスと真鍮でできた多面体テラリウム ［大］(63140) ガラスボックス ガラスケース テラリウム 容器 四角 ディスプレイケース 小物入れ 小物収納 塩系 インテリア 男前 西海岸：生活雑貨のネットショップELEMENTS,ラグカーペットウッドカーペットフローリングカーペットcarpetウッドデッキタイルコルクマットcork雑貨生活雑貨zakkaガラスと真鍮でできた多面体テラリウム ［大］(63140) ガラスボックス ガラスケース テラリウム 容器 四角 ディスプレイケース 小物入れ 小物収納 塩系 インテリア 男前 西海岸,ガラスケース/テラリウム/ディスプレイケース/小物入れ。ガラスと真鍮でできた多面体テラリウム ［大］(63140) ガラスボックス ガラスケース テラリウム 容器 四角 ディスプレイケース 小物入れ 小物収納 塩系 インテリア 男前 西海岸[rn]
21-57289,http://tshop.r10s.jp/abcinterior/cabinet/416/416-161226-050.jpg?fitin=700:700,2160.0000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > コレクションケース > その他,カルトーネ ウォーム400 WARM用追加ガラス棚板（ダボ付き） コレクションケース キュリオケース フィギュア コレクション 人形 アクセサリー 展示 飾る 配置 前面 全面 ガラス 塩川光明堂,,"<table style=""border:#CCCCCC solid 1px; color: #333333; font-size: 12px;"" cellspacing=""3"" width=""330""><tbody><tr><td style="" background-color: #333;"" height=""30"" colspan=""2"" align=""left""><img src=""http://image.rakuten.co.jp/abcinterior/cabinet/pergi/parts/title_details.jpg"" width=""116"" height=""30"" alt=""アイテムディティール　商品概要"" /></td></tr><tr><td style=""border-top: #999999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td width=""116"" align=""left"" valign=""middle""><p style=""padding-left:10px;""><b>サイズ</b></p></td><td width=""212"" align=""left""><p style=""line-height:18px; padding-right:10px;"">WxDxHmm</p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""20"" valign=""middle"" align=""left""><p style=""padding-left:10px;""><b>色</b></p></td><td height=""20"" align=""left""><p></p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""36"" valign=""middle"" align=""left""><p style=""padding-left:10px;""><b>素材・仕様</b></p></td><td height=""36"" align=""left""><p style=""line-height:18px; padding-right:10px;"">棚5mm厚ガラス固定式ダボ付き</p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""20"" valign=""middle"" align=""left""><p style=""padding-left:10px;""><b>お届けの形態</b></p></td><td height=""20"" align=""left""><p>完成品</p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""60"" valign=""middle"" align=""left""><p style=""padding-left:10px;""><b>注意点</b></p></td><td height=""60"" align=""left""><!--<p style=""line-height:18px; padding-right:10px;""><font color=""#0000ff"" size=""2"">弊社販売商品はご注文後メーカーよりお取り寄せになります。<br />ご注文時のタイミングで商品をお手配できない場合もございます。</font><br /><br />--><font color=""#ff0000"">北海道・沖縄・離島及び一部地域は別途送料が加算されます。<br /></font><br />お使いのモニターにより、実際の色と多少の差異がございます。<br />予めご了承くださいませ。 </p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""34"" align=""left""><font size=""2""><img style=""padding:10px 15px 10px 10px;"" src=""http://image.rakuten.co.jp/abcinterior/cabinet/pergi/parts/sp3.jpg"" alt=""スタッフの一言"" width=""90"" height=""75"" /></font></td><td height=""34"" align=""left""><p style=""line-height:18px; padding-right:10px;"">電球色の暖かい光で、大切なコレクションに最高のステージを。</p></td></tr><tr><td bgcolor=""#DFDFDF"" height=""18"" colspan=""2"" align=""left""><p style=""padding-left:10px;""><strong>JAN CODE /4940218136060</strong></p></td></tr></tbody></table><DIV align=""center"">
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264829.jpg"" 

><br>
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264826.jpg"" 

><br>
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264830.jpg"" 

><br>
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264834.jpg"" 

><br>
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264828.jpg"" 

><br>

<!-- 「ランキング受賞速報」ここから -->
<div style=""width:720px; overflow:hidden; margin:20px 0; padding:0"">
<img src=""http://www.rakuten.ne.jp/gold/abcinterior/orders/rankin1.png"" width=""720""><br />
</div>
<!-- 「ランキング受賞速報」ここまで -->

<!-- 「ウルトラ新着速報」ここから -->
<div style=""width:720px; overflow:hidden; margin-bottom: 20px; padding:0"">
<img src=""http://www.rakuten.ne.jp/gold/abcinterior/orders/newitem1.png"" width=""720""><br />
</div>
<!-- 「ウルトラ新着速報」ここまで -->

<!-- 「ウルトラ実況ライブ」ここから -->
<div style=""width:720px; overflow:hidden; margin:20px 0; padding:0"">
<img src=""http://www.rakuten.ne.jp/gold/abcinterior/orders/live1.png"" width=""720""><br />
</div>
<!-- 「ウルトラ実況ライブ」ここまで -->

<!-- 「ウルトラ実況レビュー」ここから -->
<div style=""width:720px; overflow:hidden; margin:0; padding:0"">
<img src=""http://www.rakuten.ne.jp/gold/abcinterior/orders/review1.png"" width=""720""><br />
</div>
<!-- 「ウルトラ実況レビュー」ここまで -->

</DIV>",カルトーネ ウォーム400 WARM用追加ガラス棚板（ダボ付き） コレクションケース キュリオケース フィギュア コレクション 人形 アクセサリー 展示 飾る 配置 前面 全面 ガラス 塩川光明堂：ＡＢＣ　ＩＮＴＥＲＩＯＲ,家具インテリア送料無料ソファダイニングテーブルチェアイスキャビネット子供イスシェルフソファベッド激安家具激安インテリアカルトーネ ウォーム400 WARM用追加ガラス棚板（ダボ付き） コレクションケース キュリオケース フィギュア コレクション 人形 アクセサリー 展示 飾る 配置 前面 全面 ガラス 塩川光明堂,カルトーネ ウォーム400 WARM用追加ガラス棚板（ダボ付き） コレクションケース キュリオケース フィギュア コレクション 人形 アクセサリー 展示 飾る 配置 前面 全面 ガラス 塩川光明堂[rn]
21-57290,http://tshop.r10s.jp/abcinterior/cabinet/416/416-161226-056.jpg?fitin=700:700,1800.0000,,インテリア・寝具・収納 > インテリア小物・置物 > 小物入れ > コレクションケース > その他,500Y-B用追加ガラス棚板（ダボ付き） コレクションケース キュリオケース フィギュア コレクション 人形 アクセサリー 展示 飾る 配置 前面 全面 ガラス 塩川光明堂,,"<table style=""border:#CCCCCC solid 1px; color: #333333; font-size: 12px;"" cellspacing=""3"" width=""330""><tbody><tr><td style="" background-color: #333;"" height=""30"" colspan=""2"" align=""left""><img src=""http://image.rakuten.co.jp/abcinterior/cabinet/pergi/parts/title_details.jpg"" width=""116"" height=""30"" alt=""アイテムディティール　商品概要"" /></td></tr><tr><td style=""border-top: #999999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td width=""116"" align=""left"" valign=""middle""><p style=""padding-left:10px;""><b>サイズ</b></p></td><td width=""212"" align=""left""><p style=""line-height:18px; padding-right:10px;"">WxDxHmm</p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""20"" valign=""middle"" align=""left""><p style=""padding-left:10px;""><b>色</b></p></td><td height=""20"" align=""left""><p></p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""36"" valign=""middle"" align=""left""><p style=""padding-left:10px;""><b>素材・仕様</b></p></td><td height=""36"" align=""left""><p style=""line-height:18px; padding-right:10px;"">棚5mm厚ガラスダボ付き</p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""20"" valign=""middle"" align=""left""><p style=""padding-left:10px;""><b>お届けの形態</b></p></td><td height=""20"" align=""left""><p>完成品</p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""60"" valign=""middle"" align=""left""><p style=""padding-left:10px;""><b>注意点</b></p></td><td height=""60"" align=""left""><!--<p style=""line-height:18px; padding-right:10px;""><font color=""#0000ff"" size=""2"">弊社販売商品はご注文後メーカーよりお取り寄せになります。<br />ご注文時のタイミングで商品をお手配できない場合もございます。</font><br /><br />--><font color=""#ff0000"">北海道・沖縄・離島及び一部地域は別途送料が加算されます。<br /></font><br />お使いのモニターにより、実際の色と多少の差異がございます。<br />予めご了承くださいませ。 </p></td></tr><tr><td style=""border-top: #999 1px dotted"" height=""2"" colspan=""2"" align=""left""></td></tr><tr><td height=""34"" align=""left""><font size=""2""><img style=""padding:10px 15px 10px 10px;"" src=""http://image.rakuten.co.jp/abcinterior/cabinet/pergi/parts/sp3.jpg"" alt=""スタッフの一言"" width=""90"" height=""75"" /></font></td><td height=""34"" align=""left""><p style=""line-height:18px; padding-right:10px;"">アンティーク仕上げのトラディッショナルなコレクションケース</p></td></tr><tr><td bgcolor=""#DFDFDF"" height=""18"" colspan=""2"" align=""left""><p style=""padding-left:10px;""><strong>JAN CODE /4940218132871</strong></p></td></tr></tbody></table><DIV align=""center"">
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264829.jpg"" 

><br>
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264826.jpg"" 

><br>
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264830.jpg"" 

><br>
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264834.jpg"" 

><br>
<IMG src=""http://image.rakuten.co.jp/_osaka02/cabinet/home/imgrc0067264828.jpg"" 

><br>

<!-- 「ランキング受賞速報」ここから -->
<div style=""width:720px; overflow:hidden; margin:20px 0; padding:0"">
<img src=""http://www.rakuten.ne.jp/gold/abcinterior/orders/rankin1.png"" width=""720""><br />
</div>
<!-- 「ランキング受賞速報」ここまで -->

<!-- 「ウルトラ新着速報」ここから -->
<div style=""width:720px; overflow:hidden; margin-bottom: 20px; padding:0"">
<img src=""http://www.rakuten.ne.jp/gold/abcinterior/orders/newitem1.png"" width=""720""><br />
</div>
<!-- 「ウルトラ新着速報」ここまで -->

<!-- 「ウルトラ実況ライブ」ここから -->
<div style=""width:720px; overflow:hidden; margin:20px 0; padding:0"">
<img src=""http://www.rakuten.ne.jp/gold/abcinterior/orders/live1.png"" width=""720""><br />
</div>
<!-- 「ウルトラ実況ライブ」ここまで -->

<!-- 「ウルトラ実況レビュー」ここから -->
<div style=""width:720px; overflow:hidden; margin:0; padding:0"">
<img src=""http://www.rakuten.ne.jp/gold/abcinterior/orders/review1.png"" width=""720""><br />
</div>
<!-- 「ウルトラ実況レビュー」ここまで -->

</DIV>",500Y-B用追加ガラス棚板（ダボ付き） コレクションケース キュリオケース フィギュア コレクション 人形 アクセサリー 展示 飾る 配置 前面 全面 ガラス 塩川光明堂：ＡＢＣ　ＩＮＴＥＲＩＯＲ,家具インテリア送料無料ソファダイニングテーブルチェアイスキャビネット子供イスシェルフソファベッド激安家具激安インテリア500Y-B用追加ガラス棚板（ダボ付き） コレクションケース キュリオケース フィギュア コレクション 人形 アクセサリー 展示 飾る 配置 前面 全面 ガラス 塩川光明堂,500Y-B用追加ガラス棚板（ダボ付き） コレクションケース キュリオケース フィギュア コレクション 人形 アクセサリー 展示 飾る 配置 前面 全面 ガラス 塩川光明堂[rn]
