5-22745,http://tshop.r10s.jp/kg-maido/cabinet/tajima01/ta-wm125.jpg?fitin=700:700,2660.0000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,タジマツール Tajima 胴ベルトLサイズ アルミワンフィンガーバックル 黒 TA-AL145-BK,,"<!-- HIT##S --><p>【メーカー】<br>
●（株）ＴＪＭデザイン<br>
<br>
【特長】<br>
●革手袋でも操作が簡単なアルミワンフィンガーバックル<br>
●腰の強い特厚50mm幅ナイロンベルト（長さ1450mm）<br>
<br>
【仕様】<br>
●バックルタイプ：アルミワンフィンガーバックル<br>
●色：黒<br>
●重量：245g<br>
●包装状態：ブリスター<br>
●包装寸法：(mm)：タテ295×ヨコ110×アツサ60<br>
●胴ベルト寸法幅×長さ(mm):50×1450</p><!-- HIT##E --><!-- HIT##S --><!-- HIT##E --><!-- HIT##S --><!-- HIT##KANREN#START --><!-- @@@@TA-ABK TA-AD2 TA-AD2BK TA-AM125-BK TA-AM125-BU TA-AM125-DBU TA-AM125-DPA TA-AM125-DRE TA-AM125-DWH TA-AM125-DYE@@@@ -->

<BR><BR><B><FONT color=""#333333"">【関連商品】</FONT></B>

<br>

<TABLE border=""0"" bgcolor=""#e5e5e5"">

<TR>

<TD align=""center"" valign=""top"" width=""140""><FONT size=""1"">



<IMG SRC=""http://image.rakuten.co.jp/kg-maido/cabinet/tajima01/ta-abk.jpg"" ALT=""TA-ABK"" BORDER=""0"" WIDTH=""100"">

<BR>



<FONT COLOR=""#333333"">

タジマツール Tajima A環 ブラック TA-ABK

</FONT>

<BR>

</TD>

<TD align=""center"" valign=""top"" width=""140""><FONT size=""1"">



<IMG SRC=""http://image.rakuten.co.jp/kg-maido/cabinet/tajima01/ta-ad2.jpg"" ALT=""TA-AD2"" BORDER=""0"" WIDTH=""100"">

<BR>



<FONT COLOR=""#333333"">

タジマツール Tajima D環止め(アルミ2穴) TA-AD2

</FONT>

<BR>

</TD>

<TD align=""center"" valign=""top"" width=""140""><FONT size=""1"">



<IMG SRC=""http://image.rakuten.co.jp/kg-maido/cabinet/tajima01/ta-ad2bk.jpg"" ALT=""TA-AD2BK"" BORDER=""0"" WIDTH=""100"">

<BR>



<FONT COLOR=""#333333"">

タジマツール Tajima タジマ安全帯 D環止め(アルミ2穴) ブラック TA-AD2BK

</FONT>

<BR>

</TD>

<TD align=""center"" valign=""top"" width=""140""><FONT size=""1"">



<IMG SRC=""http://image.rakuten.co.jp/kg-maido/cabinet/tajima01/ta-am125.jpg"" ALT=""TA-AM125-BK"" BORDER=""0"" WIDTH=""100"">

<BR>



<FONT COLOR=""#333333"">

タジマツール Tajima 胴ベルトMサイズ アルミワンフィンガーバックル 黒 TA-AM125-BK

</FONT>

<BR>

</TD>

<TD align=""center"" valign=""top"" width=""140""><FONT size=""1"">



<IMG SRC=""http://image.rakuten.co.jp/kg-maido/cabinet/tajima01/ta-am125.jpg"" ALT=""TA-AM125-BU"" BORDER=""0"" WIDTH=""100"">

<BR>



<FONT COLOR=""#333333"">

タジマツール Tajima 胴ベルトMサイズ アルミワンフィンガーバックル 青 TA-AM125-BU

</FONT>

<BR>

</TD>

</TR>

<TR>

<TD align=""center"" valign=""top"" width=""140""><FONT size=""1"">



<IMG SRC=""http://image.rakuten.co.jp/kg-maido/cabinet/tajima01/ta-am125-dbu.jpg"" ALT=""TA-AM125-DBU"" BORDER=""0"" WIDTH=""100"">

<BR>



<FONT COLOR=""#333333"">

タジマツール Tajima 安全帯 胴ベルトAM125(ドット青) TA-AM125-DBU

</FONT>

<BR>

</TD>

<TD align=""center"" valign=""top"" width=""140""><FONT size=""1"">



<IMG SRC=""http://image.rakuten.co.jp/kg-maido/cabinet/tajima01/ta-am125-dpa.jpg"" ALT=""TA-AM125-DPA"" BORDER=""0"" WIDTH=""100"">

<BR>



<FONT COLOR=""#333333"">

タジマツール Tajima 安全帯 胴ベルトAM125(ドット紫) TA-AM125-DPA

</FONT>

<BR>

</TD>

<TD align=""center"" valign=""top"" width=""140""><FONT size=""1"">



<IMG SRC=""http://image.rakuten.co.jp/kg-maido/cabinet/tajima01/ta-am125-dre.jpg"" ALT=""TA-AM125-DRE"" BORDER=""0"" WIDTH=""100"">

<BR>



<FONT COLOR=""#333333"">

タジマツール Tajima 安全帯 胴ベルトAM125(ドット赤) TA-AM125-DRE

</FONT>

<BR>

</TD>

<TD align=""center"" valign=""top"" width=""140""><FONT size=""1"">



<IMG SRC=""http://image.rakuten.co.jp/kg-maido/cabinet/tajima01/ta-am125-dwh.jpg"" ALT=""TA-AM125-DWH"" BORDER=""0"" WIDTH=""100"">

<BR>



<FONT COLOR=""#333333"">

タジマツール Tajima 安全帯 胴ベルトAM125(ドット白) TA-AM125-DWH

</FONT>

<BR>

</TD>

<TD align=""center"" valign=""top"" width=""140""><FONT size=""1"">



<IMG SRC=""http://image.rakuten.co.jp/kg-maido/cabinet/tajima01/ta-am125-dye.jpg"" ALT=""TA-AM125-DYE"" BORDER=""0"" WIDTH=""100"">

<BR>



<FONT COLOR=""#333333"">

タジマツール Tajima 安全帯 胴ベルトAM125(ドット黄) TA-AM125-DYE

</FONT>

<BR>

</TD>

</TR>

</TABLE>

<!-- HIT##KANREN#END --><!-- HIT##E --><!--<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->
<p></p>

<!-- <p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",タジマツール Tajima 胴ベルトLサイズ アルミワンフィンガーバックル 黒 TA-AL145-BK：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材タジマツール Tajima 胴ベルトLサイズ アルミワンフィンガーバックル 黒 TA-AL145-BK,タジマツール Tajima 胴ベルトLサイズ アルミワンフィンガーバックル 黒 TA-AL145-BK[rn]
5-22746,http://tshop.r10s.jp/honda-walk/cabinet/generator_honda/hp-32650892003_01.jpg?fitin=700:700,815.2000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ホンダ発電機　オプション　バッテリーチャージコード 充電コード〔品番32650-892-013〕,ホンダ正規取扱店,"<!--宅配便アイコン-->
<div style=""margin:20px 0;""><img src=""http://image.rakuten.co.jp/honda-walk/cabinet/takuhai-icon.gif""></div>

EX6、EU9i、EU9ientry、EU16i、EU24i、EU26i、EU28is、EM23、EM26用の直流12Vをバッテリーにつなぐ際のバッテリーチャージコードです。<br>
一本あると、いざという時に便利です。<br>
コード長さ2m<br>",ホンダ発電機　オプション　バッテリーチャージコード 充電コード〔品番32650-892-013〕：プラウ　ホンダウォーク,耕運機耕うん機ユキオス発電機刈払機草刈機HONDAポンプsnowpeak除雪機アウトドア芝刈機精米機インバーター発電機薪割り機ヤマハ非常用クボタ耕運機家庭用YAMAHAホンダ発電機　オプション　バッテリーチャージコード 充電コード〔品番32650-892-013〕,ホンダ正規取扱店。ホンダ発電機　オプション　バッテリーチャージコード 充電コード〔品番32650-892-013〕[rn]
5-22747,http://tshop.r10s.jp/honda-walk/cabinet/17211-zs9-a01.jpg?fitin=700:700,432.0000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ホンダ発電機純正パーツ　EB23、EB26、EM26、EM23、EX22、EU24i、EU28is用〔※〕　エアクリーナー　【17211-zs9-a01→17211-zs9-a02へ部品統合】,ホンダ正規取扱店,"<!--宅配便アイコン-->
<div style=""margin:20px 0;""><img src=""http://image.rakuten.co.jp/honda-walk/cabinet/takuhai-icon.gif""></div>

ホンダ発電機純正パーツ　EB23、EB26、EM26、EM23、EX22、EU24i、EU28is用（※）　エアクリーナー　【17211-ZS9-A02】<br><br>

<br><div style=""margin:50px 0; text-align:center;""><img src=""http://image.rakuten.co.jp/honda-walk/cabinet/seizoubangou.jpg""></div><div style=""text-align:center;""><div style=""background-color:#C00; padding:15px; color: #FFB; font-size: 12px; width:450px; text-align:left""> <div style=""background-color:#FF0; padding:5px; margin-bottom:10px; margin-top:10px; color: #000; font-weight: bold; text-align: center; font-size:13px"">■　商品の在庫状況について　■</div>   ホンダウォークサイトに掲載されている商品は、ご購入可能な状態にあっても、在庫が欠品している場合もございます。<br>   特に販売量が多い商品については、十二分に在庫を確保しておりますが、お取り寄せ商品については、メーカーまたは輸入元の在庫状況により、納期がかかる場合もございます。<br>   ご注文商品の納期等に関する情報は、ホンダウォークよりお送りするご注文確認メールにて個別にお知らせしております。<br>   状況によっては商品が、ご希望の日時にお届けできない場合もありますので、   そのような場合は、誠に申し訳ございませんがご注文のキャンセル、商品の変更などお客様とご相談させていただき、ご注文内容を変更いただく場合があることをあらかじめご了承ください。<br>   なるべく商品ごとに在庫の有り無しを表記しておりますが、一部の商品に関しては、さまざまな状況で表記できない商品もございますことをご了承くださいませ。<br>   お急ぎの場合は、ご注文の前に納期をお気軽にお問合せくださいますようお願いいたします。</div> <br> </div>",ホンダ発電機純正パーツ　EB23、EB26、EM26、EM23、EX22、EU24i、EU28is用〔※〕　エアクリーナー　【17211-zs9-a01&rarr;17211-zs9-a02へ部品統合】：プラウ　ホンダウォーク,耕運機耕うん機ユキオス発電機刈払機草刈機HONDAポンプsnowpeak除雪機アウトドア芝刈機精米機インバーター発電機薪割り機ヤマハ非常用クボタ耕運機家庭用YAMAHAホンダ発電機純正パーツ　EB23、EB26、EM26、EM23、EX22、EU24i、EU28is用〔※〕　エアクリーナー　【17211-zs9-a01&rarr;17211-zs9-a02へ部品統合】,ホンダ正規取扱店。ホンダ発電機純正パーツ　EB23、EB26、EM26、EM23、EX22、EU24i、EU28is用〔※〕　エアクリーナー　【17211-zs9-a01&rarr;17211-zs9-a02へ部品統合】[rn]
5-22748,http://tshop.r10s.jp/honda-walk/cabinet/generator_honda/ho-10472_01.jpg?fitin=700:700,3440.0000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,ホンダ発電機　オプション　EU9i 、エネポEU9iGB用並列運転コード【品番32660-ZT3-000】【eu9i-10472】,,"<!--宅配便アイコン-->
<div style=""margin:20px 0;""><img src=""http://image.rakuten.co.jp/honda-walk/cabinet/takuhai-icon.gif""></div>EU9i、EU9iGBを2台を並列で運転するための接続コードです。<br>
使いかたは、EU9i、EU9iGBの取扱説明書にてご確認ください。",ホンダ発電機　オプション　EU9i 、エネポEU9iGB用並列運転コード【品番32660-ZT3-000】【eu9i-10472】：プラウ　ホンダウォーク,耕運機耕うん機ユキオス発電機刈払機草刈機HONDAポンプsnowpeak除雪機アウトドア芝刈機精米機インバーター発電機薪割り機ヤマハ非常用クボタ耕運機家庭用YAMAHAホンダ発電機　オプション　EU9i 、エネポEU9iGB用並列運転コード【品番32660-ZT3-000】【eu9i-10472】,ホンダ発電機　オプション　EU9i 、エネポEU9iGB用並列運転コード【品番32660-ZT3-000】【eu9i-10472】[rn]
5-22749,http://tshop.r10s.jp/honda-walk/cabinet/maki/vh2200gx-hitti-set.jpg?fitin=700:700,422800.0000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,[ 送料無料 ] BRAVE社 VH-2200GX&牽引ヒッチセット 薪割り機 薪割り [ 薪ストーブ ブレイブ社 横型薪割り機 縦型薪割り機 アメリカ製 USA まきわり機 巻割 22ton 22t 22トン 薪割機 ] 【smtb-TK】,[ 薪割り エンジン薪割機 エンジン薪割り機 動力薪割り機 ],"<!-- 大型貨物アイコン-->
<p><img src=""http://image.rakuten.co.jp/honda-walk/cabinet/kamotu-icon.gif""></p>
<!--//大型貨物配送表記-->

<!--大型貨物配送表記-->
<p><img src=""http://image.rakuten.co.jp/honda-walk/cabinet/jyuryo-80over.jpg""></p>
<!--//大型貨物配送表記-->

<!-- 安心配達説明サービス -->
<p><img src=""http://image.rakuten.co.jp/honda-walk/cabinet/banner/201509josetsuki_yoya.jpg""><br />
<img src=""http://image.rakuten.co.jp/honda-walk/cabinet/snow/2015jyo-yoyaku-top-b.jpg"" hspace=""50"" vspace=""20"" border=""0""></p>
<!-- 安心配達説明サービス// -->


<font size=""5"" color=""#66ff66"">***薪ストーブ必須！薪割機セット！***</font><br><br>
<img src=""http://image.rakuten.co.jp/honda-walk/cabinet/maki/vh-2200gx.jpg""><br><br>
使いやすい！パワフル！BRAVE 22t薪割り機 VH-2200GX(VH9911GX)と<br><br>
<img src=""http://image.rakuten.co.jp/honda-walk/cabinet/maki/makiwari-ac2.jpg""><br><br>
薪割り機の運搬に必須な牽引ヒッチのセットです！<br><br>
<hr><img src=""http://image.rakuten.co.jp/honda-walk/cabinet/maki/maki01.jpg""><br><br>
<img src=""http://image.rakuten.co.jp/honda-walk/cabinet/maki/maki02.jpg""><br><br>
<img src=""http://image.rakuten.co.jp/honda-walk/cabinet/maki/vh-2200.jpg"">

<BR>


<p style=""font-size:50px;""><b>信頼のホンダのエンジン搭載!!<br>国内でのエンジンメンテ可能！</b></p>２２トンタイプのエンジンが同じホンダ製ですが、耐久性のあるＧＸエンジンを搭載しています。
<br>
薪の販売や大量に薪割り機を使う方には、この機種をお勧めします。
<br><br>

軽トラでけん引する場合はこちらが必要です。
ホンダウォークで一番人気の縦型・横型兼用の薪割り機です

<br><br>
22トンのパワーなら、どんなに太い木や硬い【ケヤキ・ナラなど】木でも割れます。
社長の石塚も個人的に使用しているのも、このタイプです。<br>
趣味が薪割りと言えるようになったのも、この薪割り機のおかげです（笑）<br>
灯油の値上げやロハス、スローライフなどの生活スタイルの広まりで、薪ストーブを使う方も増えています。<br><br>

その燃料となる薪の薪割り作業は、これがまたけっこうな重労働。
そこで活躍するのが、チェーンソーと薪割り機です。

この薪割り機は、アメリカ・北米市場で50%以上のシェアを持つトップメーカー「BRAVE社」と、ホンダのエンジンがドッキング。

パワーと使いやすさとメンテナンス製を兼ね備えた、縦・横兼用のまき割り機。<br>
縦型は、大径の薪を割るときに、重い木を台に持ち上げる必要がないので、ラクに作業ができます。 <br>
<br>
<table width=""100%"" border=""1"" cellspacing=""0"" cellpadding=""3"" style=""text-align:center"">
<tr>
<td bgcolor=""#CCCCFF"">破砕力</td>
<td>22トン</td>
</tr>
<tr>
<td bgcolor=""#CCCCFF"">サイクルタイム</td>
<td>14秒</td>
</tr>
<tr>
<td bgcolor=""#CCCCFF"">最大処理長</td>
<td>65cm</td>
</tr>
<tr>
<td bgcolor=""#CCCCFF"">エンジン(モーター)</td>
<td>GX　ホンダGX-160(5.5PS)</td>
</tr>
<tr>
<td bgcolor=""#CCCCFF"">作業ポジション</td>
<td>縦・横兼用</td>
</tr>
<tr>
<td bgcolor=""#CCCCFF"">油圧ポンプ</td>
<td>2ステージ11GPM</td>
</tr>
<tr>
<td bgcolor=""#CCCCFF"">油圧シリンダー</td>
<td>60&times;10&times;4.5(cm)</td>
</tr>
<tr>
<td bgcolor=""#CCCCFF"">ウェッジ(刃)</td>
<td>半カーボンスチール製</td>
</tr>
<tr>
<td bgcolor=""#CCCCFF"">タイヤ</td>
<td>4.80-8</td>
</tr>
<tr>
<td bgcolor=""#CCCCFF"">牽引ヒッチ</td>
<td>2&rdquo;ボールヒッチ</td>
</tr>
<tr>
<td bgcolor=""#CCCCFF"">油圧タンク</td>
<td>18リットル</td>
</tr>
<tr>
<td bgcolor=""#CCCCFF"">油圧オイル</td>
<td>油圧作動油32</td>
</tr>
<tr>
<td bgcolor=""#CCCCFF"">重量</td>
<td>210kg</td>
</tr>
<tr>
<td bgcolor=""#CCCCFF"">寸法</td>
<td>L210&times;W110&times;H95(cm)<br>縦型時L145×W110×H210(cm)</td>
</tr>
</table>

<div style=""text-align:center"">

</div>",[ 送料無料 ] BRAVE社 VH-2200GX&amp;牽引ヒッチセット 薪割り機 薪割り [ 薪ストーブ ブレイブ社 横型薪割り機 縦型薪割り機 アメリカ製 USA まきわり機 巻割 22ton 22t 22トン 薪割機 ] 【smtb-TK】：プラウ　ホンダウォーク,耕運機耕うん機ユキオス発電機刈払機草刈機HONDAポンプsnowpeak除雪機アウトドア芝刈機精米機インバーター発電機薪割り機ヤマハ非常用クボタ耕運機家庭用YAMAHA[ 送料無料 ] BRAVE社 VH-2200GX&amp;牽引ヒッチセット 薪割り機 薪割り [ 薪ストーブ ブレイブ社 横型薪割り機 縦型薪割り機 アメリカ製 USA まきわり機 巻割 22ton 22t 22トン 薪割機 ] 【smtb-TK】,[ 薪割り エンジン薪割機 エンジン薪割り機 動力薪割り機 ]。[ 送料無料 ] BRAVE社 VH-2200GX&amp;牽引ヒッチセット 薪割り機 薪割り [ 薪ストーブ ブレイブ社 横型薪割り機 縦型薪割り機 アメリカ製 USA まきわり機 巻割 22ton 22t 22トン 薪割機 ] 【smtb-TK】[rn]
5-22750,http://tshop.r10s.jp/honda-walk/cabinet/maki/mtd27t-hitti-set.jpg?fitin=700:700,360380.8000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > その他,[ 送料無料 ] MTD27t 薪割機 LS27C&牽引ヒッチセット [ 薪ストーブ 27トン薪割り機 まきわり機 軽トラックヒッチ 移動用ヒッチ エンジン式薪割り機 ガソリン式薪割り機 薪割り ]【smtb-TK】,[ 薪割り エンジン薪割機 エンジン薪割り機 動力薪割り機 ],"<!-- 大型貨物アイコン-->
<p><img src=""http://image.rakuten.co.jp/honda-walk/cabinet/kamotu-icon.gif""></p>
<!--//大型貨物配送表記-->

<!--大型貨物配送表記-->
<p><img src=""http://image.rakuten.co.jp/honda-walk/cabinet/jyuryo-80over.jpg""></p>
<!--//大型貨物配送表記-->

<!-- 安心配達説明サービス -->
<p><img src=""http://image.rakuten.co.jp/honda-walk/cabinet/banner/201509josetsuki_yoya.jpg""><br />
<img src=""http://image.rakuten.co.jp/honda-walk/cabinet/snow/2015jyo-yoyaku-top-b.jpg"" hspace=""50"" vspace=""20"" border=""0""></p>
<!-- 安心配達説明サービス// -->


<font size=""5"" color=""#66ff66"">***薪ストーブ必須！薪割機セット！***</font><br><br>
<img src=""http://image.rakuten.co.jp/honda-walk/cabinet/maki/mtd-ls27c.jpg""><br><br>
使いやすい！コンパクト！MTD27t薪割り機MTD LS27Cと <br><br>
<img src=""http://image.rakuten.co.jp/honda-walk/cabinet/maki/makiwari-ac2.jpg""><br><br>
薪割り機の運搬に必須な牽引ヒッチのセットです！<br><br>
<hr>
<br><br>

<p><font color=""#ff0000"" size=""6"">コンパクト＆収納式　薪割機</font><br>
<br>
<font color=""#000000"" size=""6"">MTD LOG SPLITTER</font><font color=""#ff0000""><br>
<br>
<br>
</font><br>
<br>
垂直/水平、両方のポジションで割ることができるため、太く大きな原木を割るのに大変役立ちます。圧倒的な破壊力は硬い原木ですばやく無理せず割ることが出来ます。<br>
<br>
短いサイクルで効率的に作業することが出来、63cmまでの長さの原木を割ることが出来ます。</p>
<img src=""http://image.rakuten.co.jp/honda-walk/cabinet/maki/mtd-ls27c-01.jpg""><br><br>
<img src=""http://image.rakuten.co.jp/honda-walk/cabinet/maki/mtd-ls27c-02.jpg""><br><br>
<p style=""background-image:url(http://image.rakuten.co.jp/honda-walk/cabinet/title-back.jpg); background-repeat: repeat-x; padding:10px; font-size:14px; margin:50px 0 20px 0; text-align:left"" ><span style=""color:#F90;"">■</span><strong>MTD 薪割り機 諸元表</strong></p>
<table width=""650"" border=""1"" style=""text-align:center"">
  <tbody>
    <tr>
      <td bgcolor=""#ffe6d9"">モデル</td>
<td>5ＤＭ</td>
<td>F510B</td>
      <td>LS27C</td>
    </tr>
    <tr>
      <td bgcolor=""#ffe6d9"">粉砕力</td>
<td>8ｔ</td>
<td>21t</td>
      <td>27ｔ</td>
    </tr>
    <tr>
      <td bgcolor=""#ffe6d9"">全長ビーム水平(mm）</td>
<td>1220</td>
<td>1,930</td>
      <td>2,160</td>
    </tr>
    <tr>
      <td bgcolor=""#ffe6d9"">全幅mm</td>
<td>700</td>
<td>1,143</td>
      <td>1,055</td>
    </tr>
    <tr>
      <td bgcolor=""#ffe6d9"">全高ビーム水平（mm）</td>
<td>590<br></td>
<td>860/1680</td>
      <td>1,030/1655</td>
    </tr>
    <tr>
      <td bgcolor=""#ffe6d9"">重量kg</td>
<td>74</td>
<td>206/225</td>
      <td>234</td>
    </tr>
    <tr>
      <td bgcolor=""#ffe6d9"">エンジン</td>
<td>MTD　123cc</td>
<td>B＆S　190cc</td>
      <td>MTD　Cub Cadet　277cc<br>
OHV4サイクル横型エンジン</td>
    </tr>
    <tr>
      <td bgcolor=""#ffe6d9"">エンジンオイル</td>
<td>0.5L</td>
<td>0.6L</td>
      <td>1L</td>
    </tr>
    <tr>
      <td bgcolor=""#ffe6d9"">油圧ポンプ</td>
<td>2ステージ</td>
<td>2ステージ11gpm</td>
<td>2ステージ13gpm</td>
    </tr>
    <tr>
      <td bgcolor=""#ffe6d9"">レバー式<br>
      オートリターンバルブ</td>
<td>○</td>
<td>○</td>
<td>○</td>
    </tr>
    <tr>
      <td bgcolor=""#ffe6d9"">作業方向</td>
<td>水平</td>
<td>垂直/水平</td>
<td>垂直/水平</td>
    </tr>
    <tr>
      <td bgcolor=""#ffe6d9"">サイクルタイム</td>
<td>24sec</td>
<td>19sec</td>
<td>15sec</td>
    </tr>
    <tr>
      <td bgcolor=""#ffe6d9"">最大薪長さ</td>
<td>480mm</td>
<td>630mm</td>
<td>630mm</td>
    </tr>
    <tr>
      <td bgcolor=""#ffe6d9"">最大粉砕径</td>
<td>φ400mm内外</td>
<td>φ600mm内外</td>
<td>φ700mm内外</td>
    </tr>
    <tr>
      <td bgcolor=""#ffe6d9"">フェンダー</td>
<td>-</td>
<td>○</td>
<td>○</td>
    </tr>
<tr>
<td bgcolor=""#ffe6d9"">薪置き台</td>
<td>-</td>
<td>オプション</td>
<td>オプション</td>
</tr>
  </tbody>
</table>
<p>※割ることのできる木材の直径は、樹種や乾燥度合いにより異なります。<br>
</p><br>

<p></p>

<div style=""text-align:center"">

</div>
<br>",[ 送料無料 ] MTD27t 薪割機 LS27C&amp;牽引ヒッチセット [ 薪ストーブ 27トン薪割り機 まきわり機 軽トラックヒッチ 移動用ヒッチ エンジン式薪割り機 ガソリン式薪割り機 薪割り ]【smtb-TK】：プラウ　ホンダウォーク,耕運機耕うん機ユキオス発電機刈払機草刈機HONDAポンプsnowpeak除雪機アウトドア芝刈機精米機インバーター発電機薪割り機ヤマハ非常用クボタ耕運機家庭用YAMAHA[ 送料無料 ] MTD27t 薪割機 LS27C&amp;牽引ヒッチセット [ 薪ストーブ 27トン薪割り機 まきわり機 軽トラックヒッチ 移動用ヒッチ エンジン式薪割り機 ガソリン式薪割り機 薪割り ]【smtb-TK】,[ 薪割り エンジン薪割機 エンジン薪割り機 動力薪割り機 ]。[ 送料無料 ] MTD27t 薪割機 LS27C&amp;牽引ヒッチセット [ 薪ストーブ 27トン薪割り機 まきわり機 軽トラックヒッチ 移動用ヒッチ エンジン式薪割り機 ガソリン式薪割り機 薪割り ]【smtb-TK】[rn]
