27-29801,http://tshop.r10s.jp/lamd/cabinet/00552053/img55635051.jpg?fitin=700:700,7569.6000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > 電動切断工具 > 電気丸のこ,RYOBI　リョービ　ジグソー　J-6500V,,"<TABLE width=""500"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#eeeeee""><FONT size=""+1"" color=""#000000""><FONT color=""#000000""><FONT color=""#000000""><B>リョービ<BR>
      ジグソー　J-6500V </B></FONT></FONT></FONT></TD>
    </TR>
    <TR>
      <TD>　</TD>
    </TR>
    <TR>
      <TD><FONT color=""#000099"" size=""+1""><B>●使いやすい低重心・コンパクトデザイン <BR>
      ●低振動 <BR>
      ●滑りにくいソフトグリップ <BR>
      ●オビタル機構付 <BR>
      </B><FONT color=""#000000"" size=""+0"">●二重絶縁構造<BR>
      ●無段変速機構</FONT><BR>
      </FONT><FONT color=""#000000"">●集じん機を併用すれば、粉じんのない作業ができます。</FONT></TD>
    </TR>
    <TR>
      <TD>　</TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">サイズ：長さ205×幅67×高さ173mm <BR>
      切断能力：木材65mm・軟鋼板6mm <BR>
      ストローク数：0～3,000min<SUP>-1</SUP> <BR>
      ストローク：20mm <BR>
      傾斜切断（左右）0～45° <BR>
      単相100V・4.2A・400W・<BR>
      1.7kg <BR>
      コード：2m<BR>
      付属品：ブレード（木工厚板用〈No.39〉）・刃口板・六角棒レンチ（3mm）・側面案内定規</FONT></TD>
    </TR>
    <TR>
      <TD>　</TD>
    </TR>
    <TR>
      <TD bgcolor=""#eeeeee"" align=""right""><FONT size=""-1"">発売元：リョービ販売株式会社</FONT></TD>
    </TR>
  </TBODY>
</TABLE><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",RYOBI　リョービ　ジグソー　J-6500V：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品RYOBI　リョービ　ジグソー　J-6500V,RYOBI　リョービ　ジグソー　J-6500V[rn]
27-29802,http://tshop.r10s.jp/lamd/cabinet/00171502/img60953846.jpg?fitin=700:700,11744.0000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > 電動切断工具 > 電気丸のこ,【送料無料】　BOSCH[ボッシュ]　バッテリーのこぎり　Keo[キオ]　KEO型,,"<TABLE border=""2"" style=""border-collapse: collapse"" width=""600"" id=""table1"" height=""143"" bordercolor=""#000000"">
<tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2"">ブランド名</font></TD>
    <TD width=""462""><font size=""2"">BOSCH[ボッシュ]</font></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2"">商品名</font></TD>
    <TD width=""462""><font size=""2"">バッテリーのこぎり　[Keo]</font></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2"">特徴</font></TD>
    <TD width=""462""><font size=""2"">・園芸作業に最適！電源不要かつケーブル切断の心配もないコードレスタイプ <BR>
・10,8Vリチウムイオン電池搭載→継ぎ足し充電OK、自己放電なし！ <BR>
    ・軽量1.1kg！(Aグリップ着用時) <BR>
    ・ボッシュ独自のAグリップが付いて、枝ブレを防ぎ、片手作業が可能。 <BR>
    ・ボッシュ独自のオートターボシステムで、負荷がかかると自動でストローク数がアップ！ <BR>
    ・快適でスピーディな枝きりを実現(低付加1600回/分→高負荷2800回/分) <BR>
    ・Aグリップを取り外せば、庭木以外の切断も可能。ゴミの解体等にも活用可能。 <BR>
    ・ブレードはSDSシステムで簡単ブレード交換 <BR>
    ・より操作しやすい本体バランス <BR>
    ・エルゴノミクスデザイン </font></TD>
  </tr>
<tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2""> 定格電圧
</font></TD>
    <TD width=""462""><FONT size=""-1""> DC10.8V


      </FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2""> バッテリー
</font></TD>
    <TD width=""462""><FONT size=""-1""> Li-Ion


</FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2""> バッテリー容量

</font></TD>
    <TD width=""462""><FONT size=""-1"">  1.3Ah

</FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2"">  ストローク数

</font></TD>
    <TD width=""462""><FONT size=""-1"">無負荷：0 - 1600 min-1（回／分) <BR>
    高負荷：　　 2800min-1（回／分) </FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2"">  ストローク幅

</font></TD>
    <TD width=""462""><FONT size=""-1"">  20mm

</FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2""> 最大切断能力目安

</font></TD>
    <TD width=""462""><FONT size=""-1"">庭木：60mm(Aグリップ有)
庭木：80mm(Aグリップ無)
木材：80mm(Aグリップ無)
軟鋼材：3.2mm
</FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2""> 1充電あたりの最大作業量目安

</font></TD>
    <TD width=""462""><FONT size=""-1"">庭木：15mm・/約190本
庭木：60mm・/約30本
銅管：25.4mm×1mm/約10本

<BR>
      </FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2"">充電時間</font></TD>
    <TD width=""462""><FONT size=""-1""> 約180分 （空→フル）

      </FONT></TD>
  </tr><tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2""> 本体質量
</font></TD>
    <TD width=""462""><FONT size=""-1"">  1.1kg （内蔵バッテリー含）

<BR>
      </FONT></TD>
  </tr>
    <tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2""> 本体寸法（HXWxD)
</font></TD>
    <TD width=""462""><FONT size=""-1"">140mm X  350mm X 60mm


      </FONT></TD>
  </tr>
    <tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2""> 総質量
</font></TD>
    <TD width=""462""><FONT size=""-1"">1.6kg


      </FONT></TD>
  </tr>
    <tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2""> 材質
</font></TD>
    <TD width=""462""><FONT size=""-1"">ポリプロピレン

      </FONT></TD>
  </tr>
    <tr>
    <TD bgcolor=""#CCCCCC"" width=""126""><font size=""2"">販売者</font></TD>
    <TD width=""462""><font size=""2"">ボッシュ株式会社</font></TD>
  </tr>
</TABLE>
<P><FONT size=""2"">※品質向上のため予告無く仕様を変更する場合がございます。<BR>
※商品画像の色合いは、画像処理上　若干異なる場合がございます。予めご了承下さい。 <BR>
※パッケージリニューアル等につき、商品画像が異なる場合がございます。予めご了承下さい。 </FONT><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",【送料無料】　BOSCH[ボッシュ]　バッテリーのこぎり　Keo[キオ]　KEO型：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品【送料無料】　BOSCH[ボッシュ]　バッテリーのこぎり　Keo[キオ]　KEO型,【送料無料】　BOSCH[ボッシュ]　バッテリーのこぎり　Keo[キオ]　KEO型[rn]
27-29803,http://tshop.r10s.jp/lamd/cabinet/00175695/img55610131.jpg?fitin=700:700,4648.8000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > 電動切断工具 > 電気丸のこ,RYOBI　リョービ　ジグソー　CJ-250,,"<TABLE width=""500"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#0000cc""><FONT size=""+1"" color=""#ffffee"">
<B>リョービ<BR>ジグソー　CJ-250
</B></FONT></TD>
    </TR>
    <TR>
      <TD>　</TD>
    </TR>
    <TR>
      <TD><B></B><FONT size=""-1""><BR>
      <BR>
      <IMG src=""http://image.rakuten.co.jp/lamd/cabinet/00175695/img55610132.jpg""><BR>
      <BR>
      ●二重絶縁構造<BR>
      　<BR>

</FONT>
</TD>
    </TR>
    <TR>
      <TD><B>仕様</B></TD>
    </TR>
    <TR>
      <TD>
      <TABLE border=""1"">
        <TBODY>
          <TR>
            <TD rowspan=""2""><FONT size=""-1"">切断能力（ｍｍ）</FONT></TD>
            <TD align=""right""><FONT size=""-1"">木材</FONT></TD>
            <TD><FONT size=""-1"">25</FONT></TD>
          </TR>
          <TR>
            <TD align=""right""><FONT size=""-1"">軟鋼板</FONT></TD>
            <TD><FONT size=""-1"">3</FONT></TD>
          </TR>
          <TR>
            <TD><FONT size=""-1"">ストローク数（ｍｉｎ</FONT><FONT size=""-2"">-1</FONT><FONT size=""-1"">）</FONT></TD>
            <TD colspan=""2""><FONT size=""-1"">2,100</FONT></TD>
          </TR>
          <TR>
            <TD><FONT size=""-1"">ストローク（ｍｍ）</FONT></TD>
            <TD colspan=""2""><FONT size=""-1"">16</FONT></TD>
          </TR>
          <TR>
            <TD><FONT size=""-1"">電源（Ｖ）</FONT></TD>
            <TD colspan=""2""><FONT size=""-1"">単相100</FONT></TD>
          </TR>
          <TR>
            <TD><FONT size=""-1"">電流（Ａ）</FONT></TD>
            <TD colspan=""2""><FONT size=""-1"">1.8</FONT></TD>
          </TR>
          <TR>
            <TD><FONT size=""-1"">消費電力（Ｗ）</FONT></TD>
            <TD colspan=""2""><FONT size=""-1"">160</FONT></TD>
          </TR>
          <TR>
            <TD><FONT size=""-1"">質量（kg）</FONT></TD>
            <TD colspan=""2""><FONT size=""-1"">0.95</FONT></TD>
          </TR>
          <TR>
            <TD><FONT size=""-1"">コード（m）</FONT></TD>
            <TD colspan=""2""><FONT size=""-1"">2</FONT></TD>
          </TR>
          <TR>
            <TD><FONT size=""-1"">長さ（mm）</FONT></TD>
            <TD colspan=""2""><FONT size=""-1"">175</FONT></TD>
          </TR>
          <TR>
            <TD><FONT size=""-1"">付属品</FONT></TD>
            <TD colspan=""2""><FONT size=""-1"">ブレード（木工円切仕上げ用）<BR>
            六角棒レンチ（3mm）</FONT></TD>
          </TR>
        </TBODY>
      </TABLE>
      </TD>
    </TR>
    <TR>
      <TD>　</TD>
    </TR>
    <TR>
      <TD bgcolor=""#0000cc"" align=""right""><FONT size=""-1"" color=""#ffffff"">発売元：リョービ販売株式会社</FONT></TD>
    </TR>
  </TBODY>
</TABLE><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",RYOBI　リョービ　ジグソー　CJ-250：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品RYOBI　リョービ　ジグソー　CJ-250,RYOBI　リョービ　ジグソー　CJ-250[rn]
27-29804,http://tshop.r10s.jp/lamd/cabinet/00552053/img55635053.jpg?fitin=700:700,26008.0000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > 電動切断工具 > 電気丸のこ,【送料無料】RYOBI　リョービ　レシプロソー　RJK-120KT,,"<TABLE width=""500"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#eeeeee""><FONT size=""+1"" color=""#000000""><FONT color=""#000000""><FONT color=""#000000""><B>リョービ<BR>
      レシプロソー　RJK-120KT（ケース付） </B></FONT></FONT></FONT></TD>
    </TR>
    <TR>
      <TD>　</TD>
    </TR>
    <TR>
      <TD><FONT color=""#000099"" size=""+1""><B>●操作性と安全性を高めたスイッチとグリップ形状 <BR>
      ●目立刃の採用でキワ作業に適した電動アシスト手ノコ <BR>
      ●設備・水道・電気工事に！ <BR>
      ●リホーム解体作業から造作作業に！ <BR>
      ●LEDライト付 <BR>
      </B></FONT><FONT color=""#000000"">●二重絶縁構造<BR>
      ●無段変速機構<BR>
      ●樹脂ケース<BR>
      </FONT></TD>
    </TR>
    <TR>
      <TD>　</TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">長さ320×幅70×高さ103ミリ <BR>
      ＜切断能力＞ <BR>
      塩ビ管(直径)120mm・木材55mm・軟鋼材3.5mm <BR>
      ストローク数：0～5,000min<SUP>-1</SUP> <BR>
      ストローク量：10mm <BR>
      単相100V・3A・280W・<BR>
      1.2kg <BR>
      コード：5m<BR>
      付属品：長尺目立て刃250mm（No.55）×3・六角棒レンチ3mm（コード装着）・ブレートホルダ（レシプロソーブレート用×2個、ジクソーブレート用×1個）（六角穴付ボルト付）・キャリングケース</FONT></TD>
    </TR>
    <TR>
      <TD>　</TD>
    </TR>
    <TR>
      <TD bgcolor=""#eeeeee"" align=""right""><FONT size=""-1"">発売元：リョービ販売株式会社</FONT></TD>
    </TR>
  </TBODY>
</TABLE><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",【送料無料】RYOBI　リョービ　レシプロソー　RJK-120KT：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品【送料無料】RYOBI　リョービ　レシプロソー　RJK-120KT,【送料無料】RYOBI　リョービ　レシプロソー　RJK-120KT[rn]
27-29805,http://tshop.r10s.jp/lamd/cabinet/00171502/imgrc0064367530.jpg?fitin=700:700,8548.8000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > 電動切断工具 > 電気丸のこ,日立工機 ブレーキ付丸のこ FC6MA2,,"<TABLE border=""1"" style=""border-collapse: collapse"" width=""680"" id=""table1"" height=""47"" bordercolor=""#000000"" cellspacing=""0"" cellpadding=""2"">
 <TR>
    <TD height=""20""><FONT size=""3"">特　長</FONT></TD>
    <TD height=""20""><FONT size=""3"">パワフルな1,050Wモーター＆高剛性アルミベース採用！ <BR>
      直角度調整ねじで、ベースとのこ刃の直角度を微調整 <BR>
      </FONT></TD>
  </TR><TR>
    <TD height=""20""><FONT size=""3"">仕　様</FONT></TD>
    <TD height=""20""><FONT size=""3"">のこ刃直径：165mm <BR>
      取付穴径：20mm<BR>
      切込深さ(mm)：(90°)0～57・(45°)0～38 <BR>
      回転数：5,000min<SUP>-1</SUP><BR>
      電流(A)：11 <BR>
      コード：2心・5m <BR>
      標準付属品：165mmチップソー(刃数52)・ガイド・六角棒スパナ </FONT></TD>  
</TR><TR>
    <TD height=""20""><FONT size=""3"">サイズ</FONT></TD>
    <TD height=""20""><FONT size=""3"">25×15×25cm
</FONT></TD>
  </TR><TR>
    <TD height=""20""><FONT size=""3"">重　量</FONT></TD>
    <TD height=""20""><FONT size=""3"">3Kg
</FONT></TD>
  </TR><tr>
    <TD height=""20""><FONT size=""3"">メーカー名</FONT></TD>
    <TD height=""20""><FONT size=""3"">日立工機株式会社</FONT></TD>
  </tr>
 </TABLE><br>
<FONT size=""2"" color=""#666666"">※品質向上のため予告無く仕様を変更する場合がございます。<BR>
※商品画像の色合いは、画像処理上　若干異なる場合がございます。予めご了承下さい。</FONT><BR><BR><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",日立工機 ブレーキ付丸のこ FC6MA2：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品日立工機 ブレーキ付丸のこ FC6MA2,日立工機 ブレーキ付丸のこ FC6MA2[rn]
27-29806,http://tshop.r10s.jp/lamd/cabinet/00171502/imgrc0064367568.jpg?fitin=700:700,9939.2000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > 電動切断工具 > 電気丸のこ,日立工機 ブレーキ付丸のこ FC7MA2,,"<TABLE border=""1"" style=""border-collapse: collapse"" width=""680"" id=""table1"" height=""47"" bordercolor=""#000000"" cellspacing=""0"" cellpadding=""2"">
 <TR>
    <TD height=""20""><FONT size=""3"">特　長</FONT></TD>
    <TD height=""20""><FONT size=""3"">アルミベース採用<br>
直角度調整ねじで、ベースとのこ刃の直角度を微調整

      </FONT></TD>
  </TR><TR>
    <TD height=""20""><FONT size=""3"">仕　様</FONT></TD>
    <TD height=""20""><FONT size=""3"">のこ刃直径：190mm<br>    
取付穴径：20mm<br>    
切込深さ(mm)：(90°)0～68・(45°)0～46<br>    
回転数：5,000min<SUP>-1</SUP><br>    
電流(A)：11<br>    
コード：2心・5m <br>   
標準付属品：190mmチップソー(刃数52)・ガイド・六角棒スパナ
</FONT></TD>  
</TR><TR>
    <TD height=""20""><FONT size=""3"">サイズ</FONT></TD>
    <TD height=""20""><FONT size=""3"">30×15×30cm
</FONT></TD>
  </TR><TR>
    <TD height=""20""><FONT size=""3"">重　量</FONT></TD>
    <TD height=""20""><FONT size=""3"">3.3kg
</FONT></TD>
  </TR><tr>
    <TD height=""20""><FONT size=""3"">メーカー名</FONT></TD>
    <TD height=""20""><FONT size=""3"">日立工機株式会社</FONT></TD>
  </tr>
 </TABLE><br>
<FONT size=""2"" color=""#666666"">※品質向上のため予告無く仕様を変更する場合がございます。<BR>
※商品画像の色合いは、画像処理上　若干異なる場合がございます。予めご了承下さい。</FONT><BR><BR><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",日立工機 ブレーキ付丸のこ FC7MA2：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品日立工機 ブレーキ付丸のこ FC7MA2,日立工機 ブレーキ付丸のこ FC7MA2[rn]
27-29807,http://tshop.r10s.jp/lamd/cabinet/00171502/img63136108.jpg?fitin=700:700,22489.6000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > 電動切断工具 > 電気丸のこ,RYOBI　リョービ　電子丸ノコ　W-573ED,,"<TABLE border=""0"" width=""600"" cellpadding=""3"" cellspacing=""1"" bgcolor=""#000000"">
  <TBODY>
    <TR>
      <TD align=""center""><FONT color=""#fffff7"" size=""3"">RYOBI[リョービ]　電子丸ノコ　W-573ED　</FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff"" align=""left""><BR>
      <FONT color=""#ff9933"" size=""3"">●ノコ刃外径147mm、最大切込深さ57mm ≪深切りタイプ≫ <BR>
      ●左傾斜5°可能 <BR>
      ●回転の落込みを抑えた電子制御、高速回転 <BR>
      ●材料へのキズを防止し、滑りをよくする、スライドシート付 <BR>
      ●直角度、平行度、微調整機構付 <BR>
      ●定規と切込深さ調節部にワンタッチレバー採用<BR>
      ●ＬＥＤライト付 <BR>
      ●墨線上の切粉を飛ばすブロワ機能付 </FONT><BR>
      　</TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT color=""#804040"" size=""2"">・ノコ刃外径：147mm <BR>
      ・最大切込深さ 　90°＝57mm 　45°＝37mm 　5°(左傾斜）＝46mm <BR>
      ・回転数：4,000min-1 <BR>
      ・100V・12A・1,150W <BR>
      ・2.4kg <BR>
      ・長さ249×幅213×高さ230mm </FONT></TD>
    </TR>
    <TR>
      <TD align=""right""><FONT size=""2"" color=""#fffff3"">発売元：リョービ販売 株式会社</FONT></TD>
    </TR>
  </TBODY>
</TABLE>
<P><FONT size=""2"" color=""#666666"">※品質向上のため予告無く仕様を変更する場合がございます。<BR>
※商品画像の色合いは、画像処理上　若干異なる場合がございます。予めご了承下さい。</FONT></P><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",RYOBI　リョービ　電子丸ノコ　W-573ED：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品RYOBI　リョービ　電子丸ノコ　W-573ED,RYOBI　リョービ　電子丸ノコ　W-573ED[rn]
27-29808,http://tshop.r10s.jp/lamd/cabinet/00171502/imgrc0064367573.jpg?fitin=700:700,25034.4000,,花・ガーデン・DIY > DIY・工具 > 電動工具 > 電動切断工具 > 電気丸のこ,日立工機 電子セーバソー CR13VBY2,,"<P>
<IMG SRC=""http://image.rakuten.co.jp/lamd/cabinet/00171502/imgrc0064367574.jpg"">
</P><TABLE border=""1"" style=""border-collapse: collapse"" width=""680"" id=""table1"" height=""20"" bordercolor=""#000000"" cellspacing=""0"" cellpadding=""2""><TR>
    <TD height=""20""><FONT size=""3"">特　長</FONT></TD>
    <TD height=""20""><FONT size=""3"">
・低振動システム［UVP］搭載で作業時の振動を低減！<br>
・防じん防滴性に優れた3重シール構造<br>
・スイング機構とハイパワーモーターで速い切断スピード<br>
・日立独自の軸受構造採用で耐久性向上
</FONT></TD>
  </TR><TR>
    <TD height=""20""><FONT size=""3"">切断能力(mm)</FONT></TD>
    <TD height=""20""><FONT size=""3"">パイプ：130</FONT><FONT size=""1"">※1</FONT><FONT size=""3""> /木材：120</FONT><FONT size=""1"">※2</FONT><FONT size=""3""> /軟鋼材：19 </FONT></TD>
  </TR><TR>
    <TD height=""20""><FONT size=""3"">電源(V)</FONT></TD>
    <TD height=""20""><FONT size=""3"">単相100</FONT></TD>
  </TR><TR>
    <TD height=""20""><FONT size=""3"">電流(A)</FONT></TD>
    <TD height=""20""><FONT size=""3"">15</FONT></TD>
  </TR><TR>
    <TD height=""20""><FONT size=""3"">消費電力(W)</FONT></TD>
    <TD height=""20""><FONT size=""3"">1430</FONT></TD>
  </TR><TR>
    <TD height=""20""><FONT size=""3"">ストローク</FONT></TD>
    <TD height=""20""><FONT size=""3"">0～3000（数min<SUP>-1</SUP>｛回/分｝）/32（量mm）</FONT></TD>
  </TR><TR>
    <TD height=""20""><FONT size=""3"">質量(kg)</FONT></TD>
    <TD height=""20""><FONT size=""3"">4.5</FONT></TD>
  </TR><TR>
    <TD height=""20""><FONT size=""3"">コード(m)</FONT></TD>
    <TD height=""20""><FONT size=""3"">2心・2.5</FONT></TD>
  </TR><TR>
    <TD height=""20""><FONT size=""3"">標準付属品</FONT></TD>
    <TD height=""20""><FONT size=""3"">湾曲ブレードNo.141、ケース</FONT></TD>

  </TR><tr>
    <TD height=""20""><FONT size=""3"">メーカー名</FONT></TD>
    <TD height=""20""><FONT size=""3"">日立工機株式会社</FONT></TD>
  </tr>
 </TABLE><br>
<FONT size=""2"">※1：全長228mmブレード使用時 <BR>
※2：No.121ブレード使用時 </FONT><br><br>
<FONT size=""2"" color=""#666666"">※品質向上のため予告無く仕様を変更する場合がございます。<BR>
※商品画像の色合いは、画像処理上　若干異なる場合がございます。予めご了承下さい。</FONT><BR><BR><TABLE border=""0"" bgcolor=""#ff0000"">
  <TBODY>
    <TR>
      <TD align=""center"" bgcolor=""#ff0000""><FONT size=""+1"" color=""#ffffff""><B>送料について</B></FONT></TD>
    </TR>
    <TR>
      <TD bgcolor=""#ffffff""><FONT size=""-1"">複数の商品をご購入した場合、送料が自動計算されないため、注文手続き画面では確定できません。<BR>
      ご注文を受付する際に送料を確定させていただきます。予めご了承ください。</FONT></TD>
    </TR>
  </TBODY>
</TABLE>",日立工機 電子セーバソー CR13VBY2：アークランド楽天市場ショップ,工具塗料・接着・補修作業用品園芸用品農業用品水道用品エクステリアペット用品照明インテリア収納家庭用品カー用品アウトドア防犯防災クラフト電材ガーデン安全用品サイクル用品日立工機 電子セーバソー CR13VBY2,日立工機 電子セーバソー CR13VBY2[rn]
