28-71549,http://tshop.r10s.jp/kg-maido/cabinet/bbk/bbk-a31484.jpg?fitin=700:700,1779.2000,,花・ガーデン・DIY > DIY・工具 > 空調工具,BBK オスパイプネジ 1/4NPT A31484 (207-0513),,"<p>【メーカー】<br>
●文化貿易工業（株）<br>
<br>
【仕様】<br>
●パイプネジ：1/4NPT<br>
●サイズ：1/4オスフレア<br>
●1パック5ヶ入り</p><!--<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->
<p></p>

<!-- <p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",BBK オスパイプネジ 1/4NPT A31484 (207-0513)：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材BBK オスパイプネジ 1/4NPT A31484 (207-0513),BBK オスパイプネジ 1/4NPT A31484 (207-0513)[rn]
28-71550,http://tshop.r10s.jp/kg-maido/cabinet/bbk/bbk-c23.jpg?fitin=700:700,14521.6000,,花・ガーデン・DIY > DIY・工具 > 空調工具,BBK ブルーパックS用 酸素 アセチレン用ツインホース ネジ式 20m C23 (303-0626),,"<p>【メーカー】<br>
●文化貿易工業（株）<br>
<br>
【仕様】<br>
●G型ホース(ネジ式)20m</p><!--<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->
<p></p>

<!-- <p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",BBK ブルーパックS用 酸素 アセチレン用ツインホース ネジ式 20m C23 (303-0626)：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材BBK ブルーパックS用 酸素 アセチレン用ツインホース ネジ式 20m C23 (303-0626),BBK ブルーパックS用 酸素 アセチレン用ツインホース ネジ式 20m C23 (303-0626)[rn]
28-71551,http://tshop.r10s.jp/kg-maido/cabinet/bbk/af-1650.jpg?fitin=700:700,2064.8000,,花・ガーデン・DIY > DIY・工具 > 空調工具,BBK 1/4フレアタイプ圧力計 AF-1650 (208-0392),,"<p>【メーカー】<br>
●文化貿易工業（株）<br>
<br>
【特長】<br>
●5MPaまで計測可能な圧力検査用のフレアタイプ圧力計です。<br>
<br>
【仕様】<br>
●表示圧力：0～5.0MPa<br>
●ゲージ外径：60φ</p><!--<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->
<p></p>

<!-- <p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",BBK 1/4フレアタイプ圧力計 AF-1650 (208-0392)：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材BBK 1/4フレアタイプ圧力計 AF-1650 (208-0392),BBK 1/4フレアタイプ圧力計 AF-1650 (208-0392)[rn]
28-71552,http://tshop.r10s.jp/kg-maido/cabinet/bbk/bbk-11509.jpg?fitin=700:700,2915.2000,,花・ガーデン・DIY > DIY・工具 > 空調工具,BBK クールジェル 11509 (303-0401),,"<p>【メーカー】<br>
●文化貿易工業（株）<br>
<br>
【特長】<br>
●スプレーすることによりハンダ付けやロウ付け作業時に発生する熱伝道からのダメージを防ぎます。<br>
●熱から守りたいところにスプレーするだけで、ロウ付け作業が終わればただ拭き取るだけです。</p><!--<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->
<p></p>

<!-- <p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",BBK クールジェル 11509 (303-0401)：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材BBK クールジェル 11509 (303-0401),BBK クールジェル 11509 (303-0401)[rn]
28-71553,http://tshop.r10s.jp/kg-maido/cabinet/bbk/cp-tj-f.jpg?fitin=700:700,1921.6000,,花・ガーデン・DIY > DIY・工具 > 空調工具,BBK R134a Ｔ型ジョイント CP-TJ-F (214-0202),,"<p>【メーカー】<br>
●文化貿易工業（株）<br>
<br>
【特長】<br>
●サービス缶を２缶使用する為のジョイントです。<br>
<br>
【仕様】<br>
●M10 P1.5</p><!--<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->
<p></p>

<!-- <p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",BBK R134a Ｔ型ジョイント CP-TJ-F (214-0202)：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材BBK R134a Ｔ型ジョイント CP-TJ-F (214-0202),BBK R134a Ｔ型ジョイント CP-TJ-F (214-0202)[rn]
28-71554,http://tshop.r10s.jp/kg-maido/cabinet/noimg01.gif?fitin=700:700,4413.6000,,花・ガーデン・DIY > DIY・工具 > 空調工具,BBK 195-FB用 3/4アダプター 68017 (102-0117),,"<p>【メーカー】<br>
●文化貿易工業（株）<br>
<br>
【仕様】<br>
●ダブルフレアリングツール(195-FB)用オプション</p><!--<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->
<p></p>

<!-- <p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",BBK 195-FB用 3/4アダプター 68017 (102-0117)：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材BBK 195-FB用 3/4アダプター 68017 (102-0117),BBK 195-FB用 3/4アダプター 68017 (102-0117)[rn]
28-71555,http://tshop.r10s.jp/kg-maido/cabinet/bbk/bbk-nbk-8.jpg?fitin=700:700,81148.0000,,花・ガーデン・DIY > DIY・工具 > 空調工具,BBK チッソブローキット NBK-8 (304-0011),,"<p>【メーカー】<br>
●文化貿易工業（株）<br>
<br>
【特長】<br>
●ロウ付作業時にチッソを配管内に0.1MPa以下で流すことにより、酸化被膜の発生を防ぎます。<br>
●チッソ用調整器は10MPaまで対応の為、使用圧力は6MPaで新冷媒R410A機器の耐久テストも行えます。<br>
●チッソは大変高圧の為、取扱には十分気をつけて下さい。<br>
●リークテストに関しては、各エアコンメーカーのマニュアルに沿って行って下さい。<br>
<br>
【付属品】<br>
●調整器(二次側圧力0～10MPa)<br>
●テーパーノズル(1/4～3/4)<br>
●ホース5m<br>
●バックシートバルブA33000S<br>
●ボールバルブBV<br>
●ボールバルブBV-410A<br>
●リークテストキットRTK-04<br>
●ケース</p><!--<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->
<p></p>

<!-- <p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",BBK チッソブローキット NBK-8 (304-0011)：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材BBK チッソブローキット NBK-8 (304-0011),BBK チッソブローキット NBK-8 (304-0011)[rn]
28-71556,http://tshop.r10s.jp/kg-maido/cabinet/noimg01.gif?fitin=700:700,7474.4000,,花・ガーデン・DIY > DIY・工具 > 空調工具,BBK TC-1500用 替刃(胴管用)10枚入 175015 (101-0111),,"<p>【メーカー】<br>
●インペリアル<br>
<br>
【仕様】<br>
●用途:銅管用<br>
●適合機種:TC-1000、TC-1500、312FC、TC-2050、174F<br>
●質量(g):43<br>
<br>
【原産国】<br>
●日本<br>
<br>
【質量】<br>
●43G</p><!--<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->
<p></p>

<!-- <p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",BBK TC-1500用 替刃(胴管用)10枚入 175015 (101-0111)：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材BBK TC-1500用 替刃(胴管用)10枚入 175015 (101-0111),BBK TC-1500用 替刃(胴管用)10枚入 175015 (101-0111)[rn]
28-71557,http://tshop.r10s.jp/kg-maido/cabinet/bbk/805-mrb.jpg?fitin=700:700,3061.6000,,花・ガーデン・DIY > DIY・工具 > 空調工具,BBK R22/12/502 チャージングホース 青色150cmセット 805-MRB (202-0009),,"<p>【メーカー】<br>
●文化貿易工業（株）<br>
<br>
【特長】<br>
●柔軟性に富んだ上高圧に耐えるチャージングホースです。<br>
●いろいろな長さのホースをバラエティ豊かに揃えていますので用途に合わせ、必要な長さのホースをお選び下さいませ。<br>
<br>
【仕様】<br>
●口径：1/4フレア(7/16-20UNF)</p><!--<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->
<p></p>

<!-- <p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",BBK R22/12/502 チャージングホース 青色150cmセット 805-MRB (202-0009)：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材BBK R22/12/502 チャージングホース 青色150cmセット 805-MRB (202-0009),BBK R22/12/502 チャージングホース 青色150cmセット 805-MRB (202-0009)[rn]
28-71558,http://tshop.r10s.jp/kg-maido/cabinet/bbk/bbk-crxrm.jpg?fitin=700:700,128841.6000,,花・ガーデン・DIY > DIY・工具 > 空調工具,BBK フロン再生ユニット CRXRM (212-0020),,"<p>【メーカー】<br>
●文化貿易工業（株）<br>
<br>
【特長】<br>
●大型のドライフィルターを内蔵。酸分、水分、鉄分を取り除きます。<br>
●能力の高いオイルセパレータを内蔵。オイルを分離します。<br>
●セルフクリアリング機能内蔵で違う冷媒の再生にも対応。<br>
●電源不要。<br>
●軽量。わずか6.8kg<br>
●対応冷媒R-12、R-22、R-502、R-134aに対応。<br>
●配管内共洗い洗浄に最適。<br>
●ホールバルブ付ホースを2本内蔵。<br>
<br>
【仕様】<br>
●対応冷媒：R-12、R-22、R-502、R-134a<br>
●寸法：幅200x奥行370x高さ305mm</p><!--<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->
<p></p>

<!-- <p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",BBK フロン再生ユニット CRXRM (212-0020)：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材BBK フロン再生ユニット CRXRM (212-0020),BBK フロン再生ユニット CRXRM (212-0020)[rn]
28-71559,http://tshop.r10s.jp/kg-maido/cabinet/costom/cus-ss-02s55.jpg?fitin=700:700,36300.8000,,花・ガーデン・DIY > DIY・工具 > 空調工具,カスタム CUSTOM スネークスコープ (ケーブル5.5mm×約100cm) SS-02S55,,"<p>【メーカー】<br>
●（株）カスタム<br>
<br>
【特長】
<br>●ケーブル部はIP67防水仕様です。<br>●マイクロSDカード（別売）を使用し、動画・静止画を記録できます。<br>
<br>
【用途】
<br>●現場での確認作業。<br>●天井裏・壁裏の確認作業。<br>●管内の確認作業。<br>
<br>
【仕様】
<br>●適合管径(mm):2.4<br>●ケーブル長(m):1<br>●カメラヘッド径(mm):5.5<br>●モニターサイズ(インチ):2.4<br>●タイプ:インターロックタイプ<br>●電源:単3電池×4個<br>●液晶画面:2.4インチ<br>●カメラ解像度:640×480ピクセル<br>●質量(g):410<br>●最小ケーブル曲げ半径:約35mm<br>●ケーブル径(mm):5.0<br>
<br>
【材質・仕上げ】
<br>●ABS樹脂<br>
<br>
【セット内容・付属品】
<br>●本体<br>●取扱説明書<br>●フレキシブルケーブルＳＳ－Ｔ５５（カメラ部φ５．５ｍｍ）<br>●ＡＶケーブル<br>●ラバーケース<br>●取扱説明書<br>●フレキシブルケーブルＳＳ－Ｔ５．５（カメラ部φ５．５ｍｍ）<br>●ＡＶケーブル<br>●ラバーケース<br>
<br>
【注意】
<br>●microSDは別売です。<br>●32GBまでのmicroSDが使用可能です。<br>
<br>
【原産国】<br>
●中国<br>
<br>
【質量】<br>
●410.00G</p><!--<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/rakuten_ss_1012.jpg"" border=""0"" alt=""ポイントキャンペーン""></p>-->
<p></p>

<!-- <p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",カスタム CUSTOM スネークスコープ (ケーブル5.5mm&times;約100cm) SS-02S55：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材カスタム CUSTOM スネークスコープ (ケーブル5.5mm&times;約100cm) SS-02S55,カスタム CUSTOM スネークスコープ (ケーブル5.5mm&times;約100cm) SS-02S55[rn]
