3-8401,,28350.4000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒太幸【TY-305X】(7640455) ロイヤルカート　ＴＹ－３０５Ｘ 受注単位1,物流保管用品\運搬台車\店舗用運搬車,"TY-305X<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><br><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●バスケットでお買物をする大容量カートです。<br>●軽量なので、女性の方にでも苦になりません。<br>●バスケット2つと幼児1人、またはバスケット2つとプラスアルファのお買い物ができます。<br><br>●ショッピングセンター。<br><br>●均等荷重(kg)：60<br>●長さ(mm)：820<br>●幅(mm)：520<br>●高さ(mm)：220<br>●ハンドル高さ(mm)：990<br>●キャスター径(mm)：125<br>●間口(mm)：520<br>●奥行(mm)：820<br><br>●完成品<br>●自在キャスター4個<br>●キャスター径：125mm<br>●傘立て付<br>●シートベルト<br>●フロントパネル<br><br>●本体：スチール<br>●表面処理：ナイロンコーティング仕上げ<br>●キャスター：静音<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒太幸【TY-305X】(7640455) ロイヤルカート　ＴＹ&minus;３０５Ｘ 受注単位1：クローバー資材館,『カード対応OK！』■〒太幸【TY-305X】(7640455) ロイヤルカート　ＴＹ&minus;３０５Ｘ 受注単位1,物流保管用品\運搬台車\店舗用運搬車。『カード対応OK！』■〒太幸【TY-305X】(7640455) ロイヤルカート　ＴＹ&minus;３０５Ｘ 受注単位1[rn]
3-8402,,15375.2000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ【TN-851N】(7651902) ネスティング台車　１段タイプ 受注単位1,物流保管用品\運搬台車\店舗用運搬車,"TN-851N<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><br><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●ネスティングが可能ですので、省スペースで収納できます。<br>●台車背面から押し込むだけでネスティングが可能ネスティングによって大幅な省スペース化が図れます。<br><br>●店舗での荷物の運搬。<br>●工場内での荷物運搬。<br>●物流倉庫内での荷物運搬。<br><br>●均等荷重(kg)：200<br>●長さ(mm)：959<br>●幅(mm)：563<br>●高さ(mm)：225<br>●ハンドル高さ(mm)：912<br>●高さ2(mm)：209<br><br>●完成品<br>●キャスター：自在キャスター、固定ストッパー付キャスター各2個<br>●キャスター径：100mm<br>●後輪(固定）キャスターに足踏み式のブレーキを標準装備しています。<br>●デッキ面にはグロメットを6個設置。<br>●積載物のすべりを低減します。<br><br>●荷台：ポリプロピレン（PP）<br>●ハンドル：スチール<br>●キャスター金具：スチール<br>●車輪：ウレタン（黒）<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ【TN-851N】(7651902) ネスティング台車　１段タイプ 受注単位1：クローバー資材館,『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ【TN-851N】(7651902) ネスティング台車　１段タイプ 受注単位1,物流保管用品\運搬台車\店舗用運搬車。『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ【TN-851N】(7651902) ネスティング台車　１段タイプ 受注単位1[rn]
3-8403,,16783.2000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒太幸【TY-205-GM】(7640439) ロイヤルカートＴＹ－２０５　ガンメタ 受注単位1,物流保管用品\運搬台車\店舗用運搬車,"TY-205-GM<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><br><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●シンプルなデザイン、優れた機能で人気のスタンダードモデルです。<br><br><br>●均等荷重(kg)：60<br>●長さ(mm)：665<br>●幅(mm)：480<br>●高さ(mm)：310<br>●ハンドル高さ(mm)：925<br>●キャスター径(mm)：100<br>●間口(mm)：480<br>●奥行(mm)：665<br>●色：ガンメタリック<br><br>●完成品<br>●自在キャスター4個<br>●キャスター径：100mm<br><br>●本体：スチール<br>●表面処理：ナイロンコーティング仕上げ<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒太幸【TY-205-GM】(7640439) ロイヤルカートＴＹ&minus;２０５　ガンメタ 受注単位1：クローバー資材館,『カード対応OK！』■〒太幸【TY-205-GM】(7640439) ロイヤルカートＴＹ&minus;２０５　ガンメタ 受注単位1,物流保管用品\運搬台車\店舗用運搬車。『カード対応OK！』■〒太幸【TY-205-GM】(7640439) ロイヤルカートＴＹ&minus;２０５　ガンメタ 受注単位1[rn]
3-8404,,65092.0000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒太幸【PDC-P4W】(7640315) ポップデスクカート　Ｐ４Ｗ 受注単位1,物流保管用品\運搬台車\店舗用運搬車,"PDC-P4W<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><br><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●ブラウンスモークの天板で内部がひと目で確認できます。<br>●備品類を定位置管理することができ、キャスター付で移動も楽々です。<br><br>●バックヤード。<br><br>●均等荷重(kg)：各段20<br>●長さ(mm)：600<br>●幅(mm)：530<br>●高さ(mm)：950<br>●キャスター径(mm)：75<br>●タイプ：専用ＰＰコンテナー4段付両網付<br>●床面から最低面までの高さ(mm)：100<br><br>●完成品<br>●自在キャスター4個<br>●キャスター径：75ｍｍ<br>●仕切1ヶ付<br><br>●本体：スチール<br>●表面処理：ナイロンコーティング仕上げ<br>●天板：アクリル<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒太幸【PDC-P4W】(7640315) ポップデスクカート　Ｐ４Ｗ 受注単位1：クローバー資材館,『カード対応OK！』■〒太幸【PDC-P4W】(7640315) ポップデスクカート　Ｐ４Ｗ 受注単位1,物流保管用品\運搬台車\店舗用運搬車。『カード対応OK！』■〒太幸【PDC-P4W】(7640315) ポップデスクカート　Ｐ４Ｗ 受注単位1[rn]
3-8405,,75071.2000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』###■〒太幸【PDC-P7W】(7640331) ポップデスクカート　Ｐ７Ｗ 受注単位1,物流保管用品\運搬台車\店舗用運搬車,"PDC-P7W<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><br><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><font size=""4"" color=""""><b>※こちらの商品は規格外の商品の為、送料が別途発生致します。配送地域によって送料が異なりますので詳しくはお問い合わせください。</b></font><br><br>※追加送料は別途当店からのメールで訂正されます。<br><br>
<br><br>●ブラウンスモークの天板で内部がひと目で確認できます。<br>●備品類を定位置管理することができ、キャスター付で移動も楽々です。<br><br>●バックヤード。<br><br>●均等荷重(kg)：各段20<br>●長さ(mm)：600<br>●幅(mm)：530<br>●高さ(mm)：950<br>●キャスター径(mm)：75<br>●タイプ：専用ＰＰコンテナー7個付7段両網付<br>●床面から最低面までの高さ(mm)：100<br><br>●完成品<br>●自在キャスター4個<br>●キャスター径：75ｍｍ<br><br>●本体：スチール<br>●表面処理：ナイロンコーティング仕上げ<br>●天板：アクリル<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』###■〒太幸【PDC-P7W】(7640331) ポップデスクカート　Ｐ７Ｗ 受注単位1：クローバー資材館,『カード対応OK！』###■〒太幸【PDC-P7W】(7640331) ポップデスクカート　Ｐ７Ｗ 受注単位1,物流保管用品\運搬台車\店舗用運搬車。『カード対応OK！』###■〒太幸【PDC-P7W】(7640331) ポップデスクカート　Ｐ７Ｗ 受注単位1[rn]
3-8406,,28860.0000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒太幸【WCT-12】(7640676) カットテーブル　ＷＣＴ－１２　ハンドルなし 受注単位1,物流保管用品\運搬台車\店舗用運搬車,"WCT-12<br><p><p align=""center""><font size=""4""><b>↓↓↓↓↓↓商品はこちら↓↓↓↓↓↓</font></b><br><font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●操作性に優れた補充台車の定番です。<br><br>●バックヤード。<br><br>●均等荷重(kg)：上100、下100<br>●長さ(mm)：785<br>●幅(mm)：465<br>●高さ(mm)：200<br>●ハンドル高さ(mm)：-<br>●キャスター径(mm)：100<br>●間口(mm)：465<br>●奥行(mm)：785<br><br>●完成品<br>●自在キャスター2個、固定キャスター2個<br>●キャスター径：100ｍｍ<br><br>●本体：スチール<br>●表面処理：ナイロンコーティング仕上げ<br>●天板：ポリプロピレン(PP)<br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒太幸【WCT-12】(7640676) カットテーブル　ＷＣＴ&minus;１２　ハンドルなし 受注単位1：クローバー資材館,『カード対応OK！』■〒太幸【WCT-12】(7640676) カットテーブル　ＷＣＴ&minus;１２　ハンドルなし 受注単位1,物流保管用品\運搬台車\店舗用運搬車。『カード対応OK！』■〒太幸【WCT-12】(7640676) カットテーブル　ＷＣＴ&minus;１２　ハンドルなし 受注単位1[rn]
3-8407,http://tshop.r10s.jp/gold/clover9608/imageora/1/t010002904505.jpg?fitin=700:700,4536.0000,,花・ガーデン・DIY > DIY・工具 > その他,∀『カード対応OK！』■〒ワコーパレット/ワコー　スリムカート用中間棚【WSC-T】() 受注単位1,物流保管用品\運搬台車\店舗用運搬車,"0<br><br><br><br><br><br><br>●長さ×（mm）:1205×340<br>●適合機種:WSC-1、1B、2用<p><font size=""4"" color=""#0033ff""><b>※こちらの商品は配送地域によって送料が別途発生する場合があります。詳しくはお問い合わせください。</b></font></p><br><font size=""4""><p>納期目安：</font><u><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></u></p><br><br><br><br><br><br><br><br><br><br><br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",&forall;『カード対応OK！』■〒ワコーパレット/ワコー　スリムカート用中間棚【WSC-T】() 受注単位1：クローバー資材館,&forall;『カード対応OK！』■〒ワコーパレット/ワコー　スリムカート用中間棚【WSC-T】() 受注単位1,物流保管用品\運搬台車\店舗用運搬車。&forall;『カード対応OK！』■〒ワコーパレット/ワコー　スリムカート用中間棚【WSC-T】() 受注単位1[rn]
3-8408,http://tshop.r10s.jp/clover9608/cabinet/pb3-1/t010003858091.jpg?fitin=700:700,2173.6000,,花・ガーデン・DIY > DIY・工具 > その他,###『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　ルートバンメッシュタイプ　６１５Ｘ４１５　オール自在　黒【MPK-600J-BK】(3629554) 受注単位1,(3629554),"362-9554<br><br><br><br><br><br><br>●均等荷重(kg):100<br>●色:ブラック<br>●長さ(mm):615<br>●(mm):415<br>●高さ(mm):115<br>●キャスター径(mm):75<br>●適合ストッパー:-<br>●完成品<br>●平台車<br>●キャスター取り付け方法:ボルトレス構造<br>●自在キャスター4個<br>●荷台:再生ポリプロピレン（PP）再生材100%<br>●キャスター金:スチール（三価クロムメッキ）<br>●ホイール:ポリプロピレン(PP)<br>●車輪:エラストマー樹脂<p><font size=""4"" color=""""><b>※こちらの商品は代引きでのお取り扱いはできません。ご入金確認後のお手配です。</b></font></p><br><br><br><font size=""4"" color=""""><b>※こちらの商品は規定外の為、3個以上ご注文の際は別途送料かかります。<br>
詳しくはお問い合わせください。</b></font><br>
<font size=""4""><p>納期目安：</font><u><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></u></p><br><br><br>●メッシュ構造の採用で、従来品よりさらに軽量で移動が簡単です。<br>●縦・横方向に連結が可能です。(横連結はMPK-500J、600Jのみ)<br>●スタッキング可能です。<br>●荷台は堅牢なメッシュリブ構造です。<br>●薬品や溶剤にも侵されにくく耐久性に優れています。<br>●台上に滑り止め用ゴムが4ヵ所ついています。<br>●エラストマー樹脂車輪の採用でタイヤ痕がつくのを軽減します。<br>●ルートバンMP-600用コーナーストッパーの取り付けが可能です。(MPK-600シリーズ)<br>●運送業、工場内の作業。<br>●物流倉庫内での運搬作業。<br><br><br><br><br><br><br><br><br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",###『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　ルートバンメッシュタイプ　６１５Ｘ４１５　オール自在　黒【MPK-600J-BK】(3629554) 受注単位1：クローバー資材館,###『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　ルートバンメッシュタイプ　６１５Ｘ４１５　オール自在　黒【MPK-600J-BK】(3629554) 受注単位1,(3629554)。###『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　ルートバンメッシュタイプ　６１５Ｘ４１５　オール自在　黒【MPK-600J-BK】(3629554) 受注単位1[rn]
3-8409,http://tshop.r10s.jp/clover9608/cabinet/pb2/t010002781079.jpg?fitin=700:700,5725.6000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　マルチキャリー連結くん　６８０Ｘ３９０　ＳＵＳ金具　ウレタン車【MP-6839SU-100(ｽﾃﾝﾚｽｷｬｽﾀｰ100MM)】(5100950) 受注単位1,(5100950),"510-0950<br><br><br><br><br><br><br>●均等荷重(kg):150<br>●色:グリーン<br>●長さ(mm):680<br>●(mm):390<br>●高さ(mm):148<br>●キャスター径(mm):100<br>●適合ストッパー:-<br>●完成品<br>●平台車<br>●自在キャスター4個<br>●荷台:ポリプロピレン（PP）<br>●キャスター金:ステンレス（SUS304）<br>●車輪:ウレタン<font size=""4""><p>納期目安：</font><u><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></u></p><br><br><br>●耐水・耐油性に優れ摩耗しにくいステンレス金具ウレタンキャスター仕様です。<br><br><br><br><br><br><br><br><br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　マルチキャリー連結くん　６８０Ｘ３９０　ＳＵＳ金具　ウレタン車【MP-6839SU-100(ｽﾃﾝﾚｽｷｬｽﾀｰ100MM)】(5100950) 受注単位1：クローバー資材館,『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　マルチキャリー連結くん　６８０Ｘ３９０　ＳＵＳ金具　ウレタン車【MP-6839SU-100(ｽﾃﾝﾚｽｷｬｽﾀｰ100MM)】(5100950) 受注単位1,(5100950)。『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　マルチキャリー連結くん　６８０Ｘ３９０　ＳＵＳ金具　ウレタン車【MP-6839SU-100(ｽﾃﾝﾚｽｷｬｽﾀｰ100MM)】(5100950) 受注単位1[rn]
3-8410,http://tshop.r10s.jp/clover9608/cabinet/pb5-1/t010004512847.jpg?fitin=700:700,3021.6000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　ルートバン　４００Ｘ６００　オール自在　グリーン【MP-600J  (ｵｰﾙｼﾞｻﾞｲ ｷｬｽﾀｰ)】(5042534) 受注単位1,(5042534),"504-2534<br><br><br><br><br><br><br>●均等荷重(kg):100<br>●色:グリーン<br>●長さ(mm):600<br>●(mm):400<br>●高さ(mm):112<br>●キャスター径(mm):75<br>●適合ストッパー:-<br>●完成品<br>●自在キャスター4個<br>●平台車<br>●キャスター取付ピッチ:自在車ピッチ 55×42mm<br>●組立目安:-<br>●荷台:再生ポリプロピレン（PP）再生材100%<br>●キャスター金:スチール<br>●車輪:ナイロン（再生材100%）<font size=""4""><p>納期目安：</font><u><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></u></p><br><br><br>●荷台は堅牢なリブ構造です。<br>●薬品や溶剤にも侵されにくく耐久性に優れています。<br>●台上に滑りにくいパターンが刻まれ、外周のストライプ構も外側程高くなっています。<br>●台上に滑り止め用ゴムが4ヵ所ついています。<br>●軽量、持ちやすい構造で移動が簡単です。<br>●事務所内の資料の移動時に。<br>●工場内での資材の運搬に。<br><br><br><br><br><br><br><br><br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　ルートバン　４００Ｘ６００　オール自在　グリーン【MP-600J  (ｵｰﾙｼﾞｻﾞｲ ｷｬｽﾀｰ)】(5042534) 受注単位1：クローバー資材館,『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　ルートバン　４００Ｘ６００　オール自在　グリーン【MP-600J  (ｵｰﾙｼﾞｻﾞｲ ｷｬｽﾀｰ)】(5042534) 受注単位1,(5042534)。『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　ルートバン　４００Ｘ６００　オール自在　グリーン【MP-600J  (ｵｰﾙｼﾞｻﾞｲ ｷｬｽﾀｰ)】(5042534) 受注単位1[rn]
3-8411,http://tshop.r10s.jp/clover9608/cabinet/pb2/t010002781228.jpg?fitin=700:700,5863.2000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　合板平台車プティカルゴ　６００Ｘ３００　ゴム張り　ゴム車【PCG-3060G  (ｺﾞﾑﾊﾞﾝﾂｷ ｺﾞﾑｼｬ)】(5116643) 受注単位1,(5116643),"511-6643<br><br><br><br><br><br><br>●均等荷重(kg):100<br>●長さ(mm):600<br>●(mm):300<br>●高さ(mm):109<br>●板厚(mm):18<br>●キャスター径(mm):75<br>●組立目安:1人20分<br>●組立式<br>●自在キャスター4個<br>●荷台:木製合板<br>●キャスター金:スチール<br>●車輪:ゴム<br>●ゴム板:天然ゴム（厚み3mm・硬度60度）<br>●ゴムマットは別梱になります。<font size=""4""><p>納期目安：</font><u><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font></u></p><br><br><br>●木製合板にゴムキャスターを取り付けているため、衝撃を吸収し搬送時、音が静かです。<br><br><br><br><br><br><br><br><br><p align=""center""><img src=""http://image.rakuten.co.jp/clover9608/cabinet/sizaikanheads-up.jpg"" border=""0"" align=""center""></p><br><br>",『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　合板平台車プティカルゴ　６００Ｘ３００　ゴム張り　ゴム車【PCG-3060G  (ｺﾞﾑﾊﾞﾝﾂｷ ｺﾞﾑｼｬ)】(5116643) 受注単位1：クローバー資材館,『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　合板平台車プティカルゴ　６００Ｘ３００　ゴム張り　ゴム車【PCG-3060G  (ｺﾞﾑﾊﾞﾝﾂｷ ｺﾞﾑｼｬ)】(5116643) 受注単位1,(5116643)。『カード対応OK！』■〒トラスコ中山/ＴＲＵＳＣＯ　合板平台車プティカルゴ　６００Ｘ３００　ゴム張り　ゴム車【PCG-3060G  (ｺﾞﾑﾊﾞﾝﾂｷ ｺﾞﾑｼｬ)】(5116643) 受注単位1[rn]
