26-91001,http://tshop.r10s.jp/ebest/cabinet/200/0889349123461.jpg?fitin=700:700,33184.8000,,スマートフォン・タブレット > スマートフォン本体,ASUS ZE601KL-GD32S3(ゴールド) ZenFone2 Laser SIMフリー 32GB LTE対応,【送料無料】【在庫あり】,"<img src='https://image.rakuten.co.jp/ebest/cabinet/ebestkaden_zaiko.gif' border='0' alt='在庫状況を確認する'><br><font color=""#ff0000""><b>↑↑↑正確な在庫状況は上記バナー「在庫状況を確認する」をクリックして頂き、必ずご確認ください。</b></font><br><br><br><br>■OS Android 5.0.2、CPU Qualcomm Snapdragon S616(オクタコアCPU)搭載<br>■手のひらに心地よくフィットする丸帯デザインを採用<br>■ディスプレイに耐傷性に優れるGorilla Glass 4を採用<br><b>SIMフリー</b>：○<br><b>OS</b>：Android 5.0.2<br><b>CPU</b>：Qualcomm Snapdragon S616(オクタコアCPU) 1.7GHz+1.0GHz<br><b>メモリ</b>：3GB<br><b>内部ストレージ</b>：32GB<br><b>ディスプレイ</b><br>　サイズ：6型ワイドTFT<br>　解像度：1920x1080<br>　ポインティングデバイス：10点マルチタッチ･スクリーン(静電容量方式)<br><b>対応周波数(バンド)</b><br>　4G(LTE)：○<br>　3G(WCDMA)：○<br><b>カメラ機能</b><br>　前面：1300万画素<br>　背面：500万画素<br><b>センサー</b><br>　GPS：○<br>　電子コンパス：○<br>　光センサ：○<br>　加速度センサ：○<br>　近接センサ：○<br>　磁気センサ：○<br>　ジャイロスコープ：○<br><b>無線LAN規格</b>：IEEE802.11ac/n/a/g/b<br><b>Bluetooth規格</b>：Bluetooth4.1<br><b>NFC</b>：x<br><b>インターフェース</b><br>　SIMカードスロット：microSIMスロットx2<br>　メモリーカードスロット：microSDメモリースロットx1(microSDXCメモリーカード、microSDHCメモリーカード、microSDメモリーカード 最大128GB)<br>　USBポート：microUSBx1<br>　オーディオ：マイクロホン/ヘッドホン･コンボジャックx1<br><b>バッテリー</b><br>　容量：3000mAh<br>　充電時間：2.75時間<br>　連続通話時間：3G 24.6時間<br>　連続待受時間：3G 439時間、LTE 353時間<br><b>寸法</b>：幅 84x高さ 164.5x奥行 10.55mm<br><b>質量</b>：約190g<br><b>付属品</b>：<br>　USB ACアダプターセット<br>　イヤホンマイク<br>　ユーザーマニュアル<br>　製品保証書<br><div class=""mgn7""><img src=""http://www.rakuten.ne.jp/gold/ebest/fc_files/images/sougou/co_img07_1.jpg"" alt=""おすすめピックアップ(PICKUP)"" /></div>
                        <div class=""mgn10""></div>",ASUS ZE601KL-GD32S3(ゴールド) ZenFone2 Laser SIMフリー 32GB LTE対応：イーベストPC・家電館,パソコン家電オーディオ美容健康モバイルＰＤＡダイエットテレビミニコンビデオソニースカパーT-falティファール日用品スポーツおもちゃゲームお買い得ASUS ZE601KL-GD32S3(ゴールド) ZenFone2 Laser SIMフリー 32GB LTE対応,【送料無料】【在庫あり】。ASUS ZE601KL-GD32S3(ゴールド) ZenFone2 Laser SIMフリー 32GB LTE対応[rn]
26-91002,http://tshop.r10s.jp/ebest/cabinet/201/4580454071277.jpg?fitin=700:700,23836.8000,,スマートフォン・タブレット > スマートフォン本体,FREETEL(フリーテル) SAMURAI 極(KIWAMI) SIMフリー 32GB LTE対応 FTJ152D-KIWAMI-WH(白),【送料無料】【在庫あり】,"<img src='https://image.rakuten.co.jp/ebest/cabinet/ebestkaden_zaiko.gif' border='0' alt='在庫状況を確認する'><br><font color=""#ff0000""><b>↑↑↑正確な在庫状況は上記バナー「在庫状況を確認する」をクリックして頂き、必ずご確認ください。</b></font><br><br><br><b>ポケモンGO対応</b><br><br>■細密な職人技で、圧巻の機能美を<br>■鮮明を極める、6層レンズ･2100万画素のソニー製カメラ搭載<br>■WQHDの高精細ディスプレイで、至高の世界へ<br><b>SIMフリー</b>：○<br><b>OS</b>：Android 5.1 Lollipop<br><b>CPU</b>：Octa core 2.0GHz<br><b>メモリ</b>：3GB<br><b>内部ストレージ</b>：32GB<br><b>ディスプレイ</b><br>　サイズ：6.0型<br>　解像度：2560x1440<br>　ポインティングデバイス：-<br><b>対応周波数(バンド)</b><br>　4G(LTE)：○<br>　3G(WCDMA)：○<br><b>カメラ機能</b><br>　前面：2100万画素<br>　背面：800万画素<br><b>センサー</b><br>　GPS：○<br>　電子コンパス：○<br>　光センサ：○<br>　加速度センサ：○<br>　近接センサ：○<br>　磁気センサ：○<br>　ジャイロスコープ：x<br><b>無線LAN規格</b>：IEEE802.11ac/n/a/g/b<br><b>Bluetooth規格</b>：Bluetooth4.1 LE<br><b>NFC</b>：○<br><b>インターフェース</b><br>　SIMカードスロット：microSIMスロットx1、nanoSIMスロットx1<br>　メモリーカードスロット：microSDメモリースロットx1(nanoSIMスロットと共用)<br>　USBポート：microUSBx1<br>　オーディオ：イヤフォンジャックx1<br><b>バッテリー</b><br>　容量：3400mAh<br>　充電時間：-時間<br>　連続通話時間：-時間<br>　連続待受時間：-時間<br><b>寸法</b>：幅 82.9x高さ 159.5x奥行 8.9mm<br><b>質量</b>：約180g<br><b>付属品</b>：<br>　ACアダプタ<br>　USBケーブル<br>　SIMピン<br>　スタートアップガイド<div class=""mgn7""><img src=""http://www.rakuten.ne.jp/gold/ebest/fc_files/images/sougou/co_img07_1.jpg"" alt=""おすすめピックアップ(PICKUP)"" /></div>
                        <div class=""mgn10""></div>",FREETEL(フリーテル) SAMURAI 極(KIWAMI) SIMフリー 32GB LTE対応 FTJ152D-KIWAMI-WH(白)：イーベストPC・家電館,パソコン家電オーディオ美容健康モバイルＰＤＡダイエットテレビミニコンビデオソニースカパーT-falティファール日用品スポーツおもちゃゲームお買い得FREETEL(フリーテル) SAMURAI 極(KIWAMI) SIMフリー 32GB LTE対応 FTJ152D-KIWAMI-WH(白),【送料無料】【在庫あり】。FREETEL(フリーテル) SAMURAI 極(KIWAMI) SIMフリー 32GB LTE対応 FTJ152D-KIWAMI-WH(白)[rn]
26-91003,http://tshop.r10s.jp/ebest/cabinet/212/4974019868721.jpg?fitin=700:700,157176.0000,,スマートフォン・タブレット > スマートフォン本体,シャープ RoBoHoN(ロボホン) モバイル型ロボット電話 SR-01M-W,【送料無料】【在庫あり】,"<img src='https://image.rakuten.co.jp/ebest/cabinet/ebestkaden_zaiko.gif' border='0' alt='在庫状況を確認する'><br><font color=""#ff0000""><b>↑↑↑正確な在庫状況は上記バナー「在庫状況を確認する」をクリックして頂き、必ずご確認ください。</b></font><br><br><br><br><font color=red>RoBoHoNはハード(本体)だけでは使用できません<br>音声通話SIMの契約(※電話機能のご利用の場合)、有償ソフトサービス「ココロプラン」のお申込みが必要となります<br>「ココロプラン」についてはシャープ専用サイトにてご確認ください</font><br><br>■会話したり、歩いたり、踊ったり。あなたの毎日を彩ります<br>■ポケットに入る持ち歩きサイズ。お出かけ先でも活躍します<br>■電話も、メールも、カメラも使えます<br>■基本機能：通話、メッセージ、アプリ※、検索、カメラ、プロジェクター、音声認識、顔認識、歩行、起き上がり<br>※インストールできるアプリはロボホン専用アプリのみです<br>■定期的にお届けするさまざまなアプリを追加することでロボホンにできることが増えていきます<br><b>SIMフリー</b>：○<br><b>OS</b>：Android 5.0<br><b>CPU</b>：Qualcomm Snapdragon 400(クアットコアCPU)1.2GHz<br><b>メモリ</b>：2GB<br><b>内部ストレージ</b>：16GB<br><b>ディスプレイ</b><br>　サイズ：約2型<br>　解像度：320x240<br>　ポインティングデバイス：-<br><b>対応周波数(バンド)</b><br>　4G(LTE)：○<br>　3G(WCDMA)：○<br><b>カメラ機能</b><br>　前面：800万画素<br>　背面：-万画素<br><b>センサー</b><br>　GPS：○<br>　電子コンパス：○<br>　光センサ：○<br>　加速度センサ：○<br>　近接センサ：x<br>　磁気センサ：○<br>　ジャイロスコープ：○<br><b>無線LAN規格</b>：IEEE802.11n/g/b<br><b>Bluetooth規格</b>：Bluetooth4.0<br><b>NFC</b>：x<br><b>インターフェース</b><br>　SIMカードスロット：nanoSIM<br>　メモリーカードスロット：-<br>　USBポート：microUSBx1<br>　オーディオ：-<br><b>バッテリー</b><br>　容量：1700mAh<br>　充電時間：-時間<br>　連続通話時間：3G 6.8時間<br>　連続待受時間：3G 220時間、4G 210時間<br><b>寸法</b>：幅 -x高さ 195x奥行 -mm<br><b>質量</b>：約390g<br><b>付属品</b>：<br>　卓上ホルダ<br>　ACアダプター<br>　microUSBケーブル<br><div class=""mgn7""><img src=""http://www.rakuten.ne.jp/gold/ebest/fc_files/images/sougou/co_img07_1.jpg"" alt=""おすすめピックアップ(PICKUP)"" /></div>
                        <div class=""mgn10""></div>",シャープ RoBoHoN(ロボホン) モバイル型ロボット電話 SR-01M-W：イーベストPC・家電館,パソコン家電オーディオ美容健康モバイルＰＤＡダイエットテレビミニコンビデオソニースカパーT-falティファール日用品スポーツおもちゃゲームお買い得シャープ RoBoHoN(ロボホン) モバイル型ロボット電話 SR-01M-W,【送料無料】【在庫あり】。シャープ RoBoHoN(ロボホン) モバイル型ロボット電話 SR-01M-W[rn]
26-91004,http://tshop.r10s.jp/tokka-com/cabinet/172/4580454071277.jpg?fitin=700:700,23836.8000,,スマートフォン・タブレット > スマートフォン本体,FREETEL(フリーテル) SAMURAI 極(KIWAMI) SIMフリー 32GB LTE対応 FTJ152D-KIWAMI-WH(白),【在庫あり】,"<img src='https://image.rakuten.co.jp/tokka-com/cabinet/tokka_zaiko.gif' border='0' alt='送料・在庫状況を確認する'><br><font color=""#ff0000""><b>↑↑↑正確な在庫状況は上記バナー「送料・在庫状況を確認する」をクリックして頂き、必ずご確認ください。</b></font><br><br><br><b>ポケモンGO対応</b><br><br>■細密な職人技で、圧巻の機能美を<br>■鮮明を極める、6層レンズ･2100万画素のソニー製カメラ搭載<br>■WQHDの高精細ディスプレイで、至高の世界へ<br><b>SIMフリー</b>：○<br><b>OS</b>：Android 5.1 Lollipop<br><b>CPU</b>：Octa core 2.0GHz<br><b>メモリ</b>：3GB<br><b>内部ストレージ</b>：32GB<br><b>ディスプレイ</b><br>　サイズ：6.0型<br>　解像度：2560x1440<br>　ポインティングデバイス：-<br><b>対応周波数(バンド)</b><br>　4G(LTE)：○<br>　3G(WCDMA)：○<br><b>カメラ機能</b><br>　前面：2100万画素<br>　背面：800万画素<br><b>センサー</b><br>　GPS：○<br>　電子コンパス：○<br>　光センサ：○<br>　加速度センサ：○<br>　近接センサ：○<br>　磁気センサ：○<br>　ジャイロスコープ：x<br><b>無線LAN規格</b>：IEEE802.11ac/n/a/g/b<br><b>Bluetooth規格</b>：Bluetooth4.1 LE<br><b>NFC</b>：○<br><b>インターフェース</b><br>　SIMカードスロット：microSIMスロットx1、nanoSIMスロットx1<br>　メモリーカードスロット：microSDメモリースロットx1(nanoSIMスロットと共用)<br>　USBポート：microUSBx1<br>　オーディオ：イヤフォンジャックx1<br><b>バッテリー</b><br>　容量：3400mAh<br>　充電時間：-時間<br>　連続通話時間：-時間<br>　連続待受時間：-時間<br><b>寸法</b>：幅 82.9x高さ 159.5x奥行 8.9mm<br><b>質量</b>：約180g<br><b>付属品</b>：<br>　ACアダプタ<br>　USBケーブル<br>　SIMピン<br>　スタートアップガイド<style type=""text/css"">
/*買い物カゴボタン*/
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]{
	background:url(""http://image.rakuten.co.jp/tokka-com/cabinet/img_btn/rt_cart_btn.gif"") 0 0 no-repeat;
	width: 198px;
	height: 45px;
	border:none;
	margin-bottom: 10px;
	cursor: pointer;
	cursor: hand;
	text-indent:-9999px;
}
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]:hover{
	opacity:0.8;  
	filter: alpha(opacity=80);  
	-ms-filter: ""alpha( opacity=80 )"";  
}
</style>",FREETEL(フリーテル) SAMURAI 極(KIWAMI) SIMフリー 32GB LTE対応 FTJ152D-KIWAMI-WH(白)：特価COM,FREETEL(フリーテル) SAMURAI 極(KIWAMI) SIMフリー 32GB LTE対応 FTJ152D-KIWAMI-WH(白),【在庫あり】。FREETEL(フリーテル) SAMURAI 極(KIWAMI) SIMフリー 32GB LTE対応 FTJ152D-KIWAMI-WH(白)[rn]
26-91005,http://tshop.r10s.jp/tokka-com/cabinet/82/4974019868721.jpg?fitin=700:700,157176.0000,,スマートフォン・タブレット > スマートフォン本体,シャープ RoBoHoN(ロボホン) モバイル型ロボット電話 SR-01M-W,【在庫あり】,"<img src='https://image.rakuten.co.jp/tokka-com/cabinet/tokka_zaiko.gif' border='0' alt='送料・在庫状況を確認する'><br><font color=""#ff0000""><b>↑↑↑正確な在庫状況は上記バナー「送料・在庫状況を確認する」をクリックして頂き、必ずご確認ください。</b></font><br><br><br><br><font color=red>RoBoHoNはハード(本体)だけでは使用できません<br>音声通話SIMの契約(※電話機能のご利用の場合)、有償ソフトサービス「ココロプラン」のお申込みが必要となります<br>「ココロプラン」についてはシャープ専用サイトにてご確認ください</font><br><br>■会話したり、歩いたり、踊ったり。あなたの毎日を彩ります<br>■ポケットに入る持ち歩きサイズ。お出かけ先でも活躍します<br>■電話も、メールも、カメラも使えます<br>■基本機能：通話、メッセージ、アプリ※、検索、カメラ、プロジェクター、音声認識、顔認識、歩行、起き上がり<br>※インストールできるアプリはロボホン専用アプリのみです<br>■定期的にお届けするさまざまなアプリを追加することでロボホンにできることが増えていきます<br><b>SIMフリー</b>：○<br><b>OS</b>：Android 5.0<br><b>CPU</b>：Qualcomm Snapdragon 400(クアットコアCPU)1.2GHz<br><b>メモリ</b>：2GB<br><b>内部ストレージ</b>：16GB<br><b>ディスプレイ</b><br>　サイズ：約2型<br>　解像度：320x240<br>　ポインティングデバイス：-<br><b>対応周波数(バンド)</b><br>　4G(LTE)：○<br>　3G(WCDMA)：○<br><b>カメラ機能</b><br>　前面：800万画素<br>　背面：-万画素<br><b>センサー</b><br>　GPS：○<br>　電子コンパス：○<br>　光センサ：○<br>　加速度センサ：○<br>　近接センサ：x<br>　磁気センサ：○<br>　ジャイロスコープ：○<br><b>無線LAN規格</b>：IEEE802.11n/g/b<br><b>Bluetooth規格</b>：Bluetooth4.0<br><b>NFC</b>：x<br><b>インターフェース</b><br>　SIMカードスロット：nanoSIM<br>　メモリーカードスロット：-<br>　USBポート：microUSBx1<br>　オーディオ：-<br><b>バッテリー</b><br>　容量：1700mAh<br>　充電時間：-時間<br>　連続通話時間：3G 6.8時間<br>　連続待受時間：3G 220時間、4G 210時間<br><b>寸法</b>：幅 -x高さ 195x奥行 -mm<br><b>質量</b>：約390g<br><b>付属品</b>：<br>　卓上ホルダ<br>　ACアダプター<br>　microUSBケーブル<br><style type=""text/css"">
/*買い物カゴボタン*/
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]{
	background:url(""http://image.rakuten.co.jp/tokka-com/cabinet/img_btn/rt_cart_btn.gif"") 0 0 no-repeat;
	width: 198px;
	height: 45px;
	border:none;
	margin-bottom: 10px;
	cursor: pointer;
	cursor: hand;
	text-indent:-9999px;
}
#rakutenLimitedId_aroundCart input[value=""買い物かごに入れる""]:hover{
	opacity:0.8;  
	filter: alpha(opacity=80);  
	-ms-filter: ""alpha( opacity=80 )"";  
}
</style>",シャープ RoBoHoN(ロボホン) モバイル型ロボット電話 SR-01M-W：特価COM,シャープ RoBoHoN(ロボホン) モバイル型ロボット電話 SR-01M-W,【在庫あり】。シャープ RoBoHoN(ロボホン) モバイル型ロボット電話 SR-01M-W[rn]
26-91006,http://tshop.r10s.jp/freetel/cabinet/sozai/04670744/priori3_bk.jpg?fitin=700:700,9952.8000,,スマートフォン・タブレット > スマートフォン本体,FREETEL Priori3 LTE プリオリ フリーテル スマートフォン SIMフリー マットブラック/パールホワイト/ヌーディベージュ/ルビーレッド/ミントブルー/ビビッドオレンジ,freetel priori3 LTE SIMフリー スマホ 新品,"<b>サイズ</b>：
幅65mm×奥行き8.9mm×高さ132mm<br>
<b>重量</b>：
約120g<br>
<b>プロセッサー</b>：
Quad core 1.0GHz / 64bits<br>
<b>帯域</b>：
■ FDD LTE 1/3/8/19　■ 3G:WCDMA 1/6/8/19　■ 2G:GSM 850/900/1800/1900MHz
<br>
<b>バッテリー容量</b>：
2,100mAh&#160;<br>
<b>OS</b>：
Android&#8482; 5.1<br>
<b>ディスプレイ</b>：
■ サイズ：4.5インチ　■ 解像度：854×480（FWVGA）<br>
<b>メモリ</b>：
■ ROM：8GB　■ RAM：1GB<br>
<b>カメラ</b>：
■ メイン：800万画素　■ サブ　：200万画素<br>
<b>Bluetooth</b>：
version 4.0 LE対応<br>
<b>GPS</b>：
A-GPS対応<br>
<b>Wi-Fi</b>：
802.11a/b/g/n (2.4GHz/5GHz)<br>
<b>SIMカードサイズ</b>：
micro/標準 ※FOMA契約のSIMは利用できません<br>
<b>同梱物</b>：
製品本体・バッテリー・ACアダプター・USBケーブル・ユーザーマニュアル・スタートアップガイド<br>
<hr>
<font color=#ff0000>お客様都合による注文キャンセル・返品・返金には一切応じることができません。また、特定の機器との間で生ずる不都合（一般に相性と呼ばれるもの）につきましても、返品、交換には応じられません。ご了承ください。</font>",FREETEL Priori3 LTE プリオリ フリーテル スマートフォン SIMフリー マットブラック/パールホワイト/ヌーディベージュ/ルビーレッド/ミントブルー/ビビッドオレンジ：FREETEL 楽天市場店,フリーテルFREETELSIM格安スマホ格安SIMSIMフリーシムカードシムフリーprioriプリオリFREETEL Priori3 LTE プリオリ フリーテル スマートフォン SIMフリー マットブラック/パールホワイト/ヌーディベージュ/ルビーレッド/ミントブルー/ビビッドオレンジ,freetel priori3 LTE SIMフリー スマホ 新品。FREETEL Priori3 LTE プリオリ フリーテル スマートフォン SIMフリー マットブラック/パールホワイト/ヌーディベージュ/ルビーレッド/ミントブルー/ビビッドオレンジ[rn]
26-91007,http://tshop.r10s.jp/jism/cabinet/0434/0889349095904.jpg?fitin=700:700,15536.0000,,スマートフォン・タブレット > スマートフォン本体,ZE500KL-RD16【税込】 エイスース SIMフリースマートフォン ZenFone 2 Laser（Qualcomm Snapdragon 410/メモリ 2GB）16GB レッド  [ZE500KLRD16]【返品種別B】【送料無料】【RCP】,楽天Shop of the Year 2016 総合グランプリ受賞★,"在庫状況：最短24時間以内出荷<br><br><br><font color=blue>□「返品種別」について詳しくはこちら□</font><br><font size='2' color='#CC0000'><b>2015年08月 発売</b></font><br><p><br>メーカー保証期間 １年（日本国内保証）<p><font color=""red"">【ご購入後のお問い合わせにつきまして】</font><br>本製品に関する技術的なご質問・修理等につきましてはメーカーサポートへお問い合わせください。<br>初期不良品につきましてはJoshin webにて良品と交換させて頂きます。<br><br><hr></hr><FONT COLOR=""RED"">※SIMカードは別売となります。<br>※SIMカードを挿入して音声通話やパケット通信を使用する場合、通信事業者の定める利用料金が発生します。<br>　詳細につきましては、SIMカードを提供している各通信事業者にお問い合わせ下さい。<br></FONT><br><FONT COLOR=""BLUE""><B>新しい毎日が始まる、快適SIMフリースマートフォン。一歩先の、使いやすさへ。</B></FONT><BR><p></p><B>◆人のための、人に基づいたデザイン</B><BR>人間工学に基づいた手のひらに自然にフィットする丸みをおびたデザイン。そして、背面に配置されたボリュームボタンは無理なく人差し指で自然に操作することができます。<BR><BR><B>◆鮮やかで明るい色彩表現</B><BR>フルラミネーションディスプレイ搭載で、輝度とレスポンス感度をアップCorning Gorilla Glass 4、タッチセンサー、IPS液晶の間にできる空気層を特殊な接着方法の加工技術によって実現された「フルラミネーションディスプレイ」の2層ディスプレイを採用。従来の4層ディスプレイ加工から透過性をさらにアップし、鮮やかで明るい色彩表現と、タッチレスポンスを向上しました。<BR><BR><BR><FONT COLOR=""BLUE""><B>レーザーオートフォーカス＆PixelMaster搭載カメラで、大切な瞬間を鮮明に残せる</B></FONT><BR><p></p><B>◆どんな時でも瞬時フォーカス</B><BR>「レーザーオートフォーカス」搭載により、薄暗闇などのピントが合わせにくい場所でも、自動で瞬時に焦点を合わせてくれます。大切な瞬間を、より瞬時に、より鮮明に残すことができます。<BR><BR><B>◆デュアルカラーLEDフラッシュで、自然な色味を再現</B><BR>背面に二つ並んだデュアルカラーLEDフラッシュと、周囲の明るさに合わせて発光度合いを自動調整する「リアルトーンフラッシュ機能」で、自然な明るさと色味が再現できます。<BR><BR><B>◆逆光の中でも、自然な一枚に。</B><BR>「HDRモード」で撮影すれば、明部と暗部を程よく自動調整してくれるので、逆光の時でも、目で見たままのように自然な一枚を撮影できます。逆光で、暗くつぶれてしまったディテールや色味も、くっきりと再現できます。<BR><BR><B>◆暗がりでも、大切な瞬間を逃さない</B><BR>「ローライトモード」で撮影すれば、ノイズを抑えながら、明るさを通常の約400％、コントラストは約200％アップさせ、暗闇で見えにくかったものでも鮮明に写し出すことができます。たとえ薄暗い場所でも、大切な瞬間は、これでもう逃がしません。<BR><BR><BR><FONT COLOR=""BLUE""><B>抜群に使いやすい、シンプル＆簡単設計</B></FONT><BR><p></p><B>◆瞬時にアクセス。クイック設定</B><BR>よく使う設定が集約されている「クイック設定」は、画面の明るさ調整、Wi-Fi設定、目に優しいブルーライト軽減フィルターなど、ワンタッチで簡単に各種設定・変更することができます。<BR><BR><B>◆安心して使える。簡単モード＆キッズモード</B><BR>スマートフォンに不慣れな方でも、迷わず操作できる「簡単モード」や、子供と一緒に安心してスマートフォンを楽しめる「キッズモード」をご用意しました。<BR><BR><B>◆長文作成も、文字変換もらくらく「ATOK」</B><BR>最高水準の日本語入力システムだから、長文作成も楽々。メールやSNSのメッセージ作成も快適です。<BR><BR><BR><FONT COLOR=""BLUE""><B>1台の電話に、2台分の自由を。デュアルSIM＆SnapView</B></FONT><BR><p></p><B>◆デュアルSIMスロット搭載</B><BR>LTEに対応した2つのマイクロSIMカードスロットを搭載※1。2つの電話番号や2つの異なるSIMカードのプランを、1台で効率的に使用できるようになりました。<BR>※1 microSIMカードスロットは、SIMスロット1、SIMスロット2ともに、4G/3G/2G回線に対応しています。ただし、SIMカードを2枚挿入して、4G/3G/2G回線を同時に使用することはできません。<BR><BR><B>◆プライベート用と仕事用。1台を2台として使用</B><BR>SnapViewを使用すれば、所有者とは全く別の新しい領域を作成し、1台で2台のスマートフォンを所有しているかのように使用することができます。保存したデータはもちろん、通話の履歴や各種設定なども保存されるので、プライベート用と仕事用などと、分けて使用できます。<BR><BR><br>■　仕　様　■<ul><li>OS ： Android 5.0.2（Lollipop）</li><li>CPU ： Qualcomm Snapdragon 410</li><li>CPU動作周波数 ： 1.2GHz</li><li>搭載メモリ ： 2GB</li><li>ディスプレイ ： 5型ワイド TFTカラータッチスクリーン IPS液晶（LEDバックライト/Corning Gorilla Glass 4/アンチフィンガープリント）</li><li>最大表示解像度 ： 1280 × 720</li><li>グラフィックス機能 ： Adreno 306</li><li>ストレージ容量 ： 約16GB（ASUS WebStorage 5GB 永久無料版 / Googleドライブ 100GB 2年間無料版）<br>　* WebStorageのご利用は別途お申し込みが必要となります。<br>　* Googleドライブを利用するには、2018年3月31日までにアクティベーションを完了していただく必要があります。</li><li>通信方式（対応バンド）<br>　・ LTE ： 2100(1)/1800(3)/ 850(5)/800(6)/900(8)/1700(9)/800(18)/800(19)/700(28) MHz<br>　・ W-CDMA（HSPA+） ： 2100(1)/1900(2)/850(5)/800(6)/900(8)/800(19) MHz<br>　・ GSM/EDGE ： 850/900/1800/1900 MHz</li><li>無線LAN ： IEEE802.11b/g/n</li><li>Buletooth ： Buletooth 4.0</li><li>USB端子数 ： microUSB ×1</li><li>SIMスロット ： microSIM×2（デュアルSIM対応）<br>　* microSIMカードスロットは、SIMスロット1、SIMスロット2ともに、4G/3G/2G回線に対応しています。ただし、SIMカードを2枚挿入して、4G/3G/2G回線を同時に使用することはできません。</li><li>メモリーカードスロット ： microSD（SDHC/SDXC）スロット × 1（最大128GBまで対応）</li><li>スピーカー ： スピーカー内蔵</li><li>マイク ： マイク内蔵</li><li>オーディオ端子 ： マイクロホン/ヘッドホン・コンボジャック ×1</li><li>カメラ ： 1300万画素（アウトカメラ） / 500万画素（インカメラ）</li><li>センサー ： GPS（GLONASS、BeiDouサポート）、電子コンパス、光センサ、加速度センサ、近接センサ、磁気センサ</li><li>その他機能 ： テザリング（最大 5台）、Miracast</li><li>バッテリー ： リチウムポリマーバッテリー（2400mAh）</li><li>連続通話時間 ： 約1393分（3G）</li><li>待ち受け時間 ： 約502.1時間（3G） / 約240.6時間（LTE）</li><li>本体 ： 約143.7mm × 71.5mm × 10.5mm</li><li>質量 ： 約145g</li><li>主な付属品 ： USB ACアダプターセット、イヤホンマイク、マニュアル、製品保証書</li><li>主な付属アプリ ： ATOK for Android</li></ul>　* プリインストールされているアプリケーション以外の動作はサポート対象外です。<BR>　* 詳細なユーザーマニュアルはASUSサポートサイトからダウンロードできます。<BR><p><br>詳細はメーカーサイトをご確認下さい。</p><!--CON_ST--><p><img src=http://www.rakuten.ne.jp/gold/jism/img/kanren_br.gif border=0 width=400 height=40></p><br><br><br>(※この説明文は楽天市場店の記載内容です。URLはhttp://item.rakuten.co.jp/jism/で始まります。URLが異なる際はサイトを利用することのないよう十分ご注意ください。)<table width=""600"" border=0 cellpadding=5 cellspacing=0 bgcolor=""#F0EDE4""><tr><td align=""center"" bgcolor=""#BBA04E"">
<table width=""590"" border=0 cellpadding=2 cellspacing=1 bgcolor=""#F0EDE4"" summary="""" style=""font-size:12px;""><tr><td>おすすめカテゴリー　：　エアコン　・　加湿器　・　冷蔵庫　・　ホットカーペット　・　布団乾燥機</td></tr><tr><td align=""center"">ゴルフボール　・　掃除機・クリーナー　・　ＴＶゲーム　・　電池　・　充電池・充電器　・　ラッピング袋
</td></tr></table>
</td></tr></table><br>",ZE500KL-RD16【税込】 エイスース SIMフリースマートフォン ZenFone 2 Laser（Qualcomm Snapdragon 410/メモリ 2GB）16GB レッド  [ZE500KLRD16]【返品種別B】【送料無料】【RCP】：Joshin web 家電とPCの大型専門店,家電パソコンAV機器高級オーディオホビーおもちゃゲーム鉄道模型時計PCテレビレコーダー雑貨模型冷蔵庫洗濯機エアコンgamehobbycomputerZE500KL-RD16【税込】 エイスース SIMフリースマートフォン ZenFone 2 Laser（Qualcomm Snapdragon 410/メモリ 2GB）16GB レッド  [ZE500KLRD16]【返品種別B】【送料無料】【RCP】,楽天Shop of the Year 2016 総合グランプリ受賞★。ZE500KL-RD16【税込】 エイスース SIMフリースマートフォン ZenFone 2 Laser（Qualcomm Snapdragon 410/メモリ 2GB）16GB レッド  [ZE500KLRD16]【返品種別B】【送料無料】【RCP】[rn]
