26-95401,http://tshop.r10s.jp/guts-cycle/cabinet/03082907/imgrc0062636347.jpg?fitin=700:700,16272.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > その他,シマノ SHIMANO Tiagra ティアグラ デュアルコントロールレバー ST-4703 (左右セット) 3x10s,シマノ ティアグラ デュアルコントロールレバー ST-4703,"●エルゴノミックなブレーキレバー<BR>
　フードポジションからも操作し易いブラケット形状<BR>
●クリーンな内蔵ケーブル取り回し<BR>
●レバータイプ：デュアルコントロールレバー<BR>
●対応スピード：フロント：トリプル/リア：10スピード<BR>
●機能・特長：SLR EV対応、Newコーティングシフトケーブル<BR>
●セット内容：左右セット、シフト・ブレーキケーブル付",シマノ SHIMANO Tiagra ティアグラ デュアルコントロールレバー ST-4703 (左右セット) 3x10s：GUTS-CYCLE,シマノ SHIMANO Tiagra ティアグラ デュアルコントロールレバー ST-4703 (左右セット) 3x10s,シマノ ティアグラ デュアルコントロールレバー ST-4703。シマノ SHIMANO Tiagra ティアグラ デュアルコントロールレバー ST-4703 (左右セット) 3x10s[rn]
26-95402,http://tshop.r10s.jp/guts-cycle/cabinet/03083946/img59866939.jpg?fitin=700:700,26888.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > その他,シマノ SHIMANO ALFINE アルフィーネ 内装ハブギア （11スピード） SG-S700L ピアノブラック （ディスクブレーキ対応）,シマノ SHIMANO ALFINE アルフィーネ 内装ハブギア  SG-S700L,"●11スピード<BR>
●8スピードモデルに比べてワイドギアレシオ<BR>（409％）、軽量化（1.6kg）。<BR>
　（8スピード：306％、1680g）<BR>
●新ギアの採用によりスムーズな回転。<BR>
●オイルグリースにより耐久性が向上。<BR>
●トップノーマル構造により、外装変速システムと同じスポーティな操作が可能。<BR>
●ヘリカルギアの採用で耐久性もさらにアップ。<BR>
●多段化ながらも軽量化を達成。<BR>
●オーバーロックナット寸法：135mm<BR>
●軸長：187mm Axle Length<BR>
●平均重量：1,665g",シマノ SHIMANO ALFINE アルフィーネ 内装ハブギア （11スピード） SG-S700L ピアノブラック （ディスクブレーキ対応）：GUTS-CYCLE,シマノ SHIMANO ALFINE アルフィーネ 内装ハブギア （11スピード） SG-S700L ピアノブラック （ディスクブレーキ対応）,シマノ SHIMANO ALFINE アルフィーネ 内装ハブギア  SG-S700L。シマノ SHIMANO ALFINE アルフィーネ 内装ハブギア （11スピード） SG-S700L ピアノブラック （ディスクブレーキ対応）[rn]
26-95403,http://tshop.r10s.jp/guts-cycle/cabinet/03086372/img59928468.jpg?fitin=700:700,1552.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > その他,シマノ SHIMANO DEORE （デオーレ） ディスクブレーキ対応ハブセット フロントハブ HB-M615,シマノ　DEORE　デオーレ　HB-M615,"●優れた耐久性でローメンテナンス<BR>
　カップ＆コーンベアリング、内蔵グリススリーブ<BR>
●高性能シール<BR>
●センターロック・ローターマウント<BR>
●9/10スピード対応<BR>
●OLD/軸長 100/108mm<BR>
●QR軸長 133mm<BR>
●ホイール穴数：32H,36H<BR>
●カラー：ブラック<BR>
　　　　　シルバー",シマノ SHIMANO DEORE （デオーレ） ディスクブレーキ対応ハブセット フロントハブ HB-M615：GUTS-CYCLE,シマノ SHIMANO DEORE （デオーレ） ディスクブレーキ対応ハブセット フロントハブ HB-M615,シマノ　DEORE　デオーレ　HB-M615。シマノ SHIMANO DEORE （デオーレ） ディスクブレーキ対応ハブセット フロントハブ HB-M615[rn]
26-95404,http://tshop.r10s.jp/guts-cycle/cabinet/03082220/img60949672.jpg?fitin=700:700,2352.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > その他,シマノ SHIMANO NEW105 フロントディレイラー FD-5800-BSM （2×11スピード）,シマノ SHIMANO NEW105 フロントディレイラー FD-5800-BSM,"●軽く正確な変速<BR>
 　プルアームを新設計し、スプリングテンションを最適化<BR>
 　新しいロートリム位置で、チェーン落ちを軽減<BR>
●安定した変速性能<BR>
●対応スピード/アウターギア：2X11/46-53T<BR>
●取付タイプ：バンドタイプ 31.8mm（28.6ｍｍアダプター付）<BR>
●キャパシティ：14T<BR>
●カラー：ブラック<BR>
　　　　　　シルバー",シマノ SHIMANO NEW105 フロントディレイラー FD-5800-BSM （2&times;11スピード）：GUTS-CYCLE,シマノ SHIMANO NEW105 フロントディレイラー FD-5800-BSM （2&times;11スピード）,シマノ SHIMANO NEW105 フロントディレイラー FD-5800-BSM。シマノ SHIMANO NEW105 フロントディレイラー FD-5800-BSM （2&times;11スピード）[rn]
26-95405,http://tshop.r10s.jp/guts-cycle/cabinet/03184546/imgrc0067407585.jpg?fitin=700:700,148384.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > その他,シマノ SHIMANO デュラエース DURA-ACE R9150 Di2導入キット ビルトイン,シマノ デュラエース DURA-ACE R9150 Di2導入キット ビルトイン,"セット内容：STIレバー：ST-R9150 R/L-BC-Black Di2 2×11s<BR>
　　　　　　フロントディレイラー：FD-R9150-F BRZ Di2 2×11s 直付<BR>
 　　　　　　リアディレイラー：RD-R9150 SS Di2 11s SHADOW<BR>
　　　　　　ジャンクションA：SM-EW90-A Di2 ジャンクションA 3ポート<BR>
　　　　　　ジャンクションB：SM-JC41 内装用ジャンクションB 4ポート<BR>
　　　　　　ワイヤレスユニット：EW-WU111 ワイヤレスポジションユニット<BR>
　　　　　　バッテリー：BT-DN110 内臓BATTERY Di2 ビルトイン BLE対応<BR>
 　　　　　　充電器：SM-BCR2 Di2 BTR2 バッテリーチャージャー",シマノ SHIMANO デュラエース DURA-ACE R9150 Di2導入キット ビルトイン：GUTS-CYCLE,シマノ SHIMANO デュラエース DURA-ACE R9150 Di2導入キット ビルトイン,シマノ デュラエース DURA-ACE R9150 Di2導入キット ビルトイン。シマノ SHIMANO デュラエース DURA-ACE R9150 Di2導入キット ビルトイン[rn]
26-95406,http://tshop.r10s.jp/guts-cycle/cabinet/03734696/imgrc0061833601.jpg?fitin=700:700,5800.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > その他,ヨシガイ ENE CICLO ツーリングハブ リア,ヨシガイ ENE CICLO ツーリングハブ リア,"●アルミ冷間鍛造製<BR>
●ラージハブ：32H、36H<BR>
 ●リア：126mm、130mm<BR>
 ●ボスフリー専用<BR>
●シルバーアルマイト仕上げ<BR>
●シールドベアリング<BR>
●クイックレリーズ付",ヨシガイ ENE CICLO ツーリングハブ リア：GUTS-CYCLE,ヨシガイ ENE CICLO ツーリングハブ リア,ヨシガイ ENE CICLO ツーリングハブ リア。ヨシガイ ENE CICLO ツーリングハブ リア[rn]
26-95407,http://tshop.r10s.jp/guts-cycle/cabinet/03734696/imgrc0061833604.jpg?fitin=700:700,5528.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > その他,ヨシガイ GRAN COMPE トラック フロントハブ 32H ホワイト,ヨシガイ GRAN COMPE トラック フロントハブ 32H ホワイト,"シングルスピード＆トラック用ハブ<BR>
<BR>
●アルミ冷間鍛造ボディー<BR>
●32Hのみ<BR>
●シールドベアリング<BR>
注意！NJS認可商品ではありません。<BR>
●重量：約285g（フロント）",ヨシガイ GRAN COMPE トラック フロントハブ 32H ホワイト：GUTS-CYCLE,ヨシガイ GRAN COMPE トラック フロントハブ 32H ホワイト,ヨシガイ GRAN COMPE トラック フロントハブ 32H ホワイト。ヨシガイ GRAN COMPE トラック フロントハブ 32H ホワイト[rn]
26-95408,http://tshop.r10s.jp/guts-cycle/cabinet/03734696/imgrc0061833603.jpg?fitin=700:700,12784.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > その他,ヨシガイ GRAN COMPE PRO HUB NJS リアハブ 36H,ヨシガイ GRAN COMPE PRO HUB NJS リアハブ 36H,"●競輪競走用ピストハブ（NJS認可部品）<BR>
●アルミ冷間鍛造ボディー<BR>
●36Hシルバーのみ<BR>
●カップ＆コーンベアリング<BR>
●両側固定ギア用（スギノ製ロックリング付）<BR>
●重量：約310g（リア）",ヨシガイ GRAN COMPE PRO HUB NJS リアハブ 36H：GUTS-CYCLE,ヨシガイ GRAN COMPE PRO HUB NJS リアハブ 36H,ヨシガイ GRAN COMPE PRO HUB NJS リアハブ 36H。ヨシガイ GRAN COMPE PRO HUB NJS リアハブ 36H[rn]
26-95409,http://tshop.r10s.jp/guts-cycle/cabinet/03734696/imgrc0061833606.jpg?fitin=700:700,5048.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > その他,ヨシガイ GRAN COMPE トラック フロントハブ 36H シルバー,ヨシガイ GRAN COMPE トラック フロントハブ 36H シルバー,"シングルスピード＆トラック用ハブ<BR>
<BR>
●アルミ冷間鍛造ボディー<BR>
●36H<BR>
 ●シールドベアリング<BR>
注意！NJS認可商品ではありません。<BR>
●重量：278g（フロント）",ヨシガイ GRAN COMPE トラック フロントハブ 36H シルバー：GUTS-CYCLE,ヨシガイ GRAN COMPE トラック フロントハブ 36H シルバー,ヨシガイ GRAN COMPE トラック フロントハブ 36H シルバー。ヨシガイ GRAN COMPE トラック フロントハブ 36H シルバー[rn]
26-95410,http://tshop.r10s.jp/guts-cycle/cabinet/03734696/imgrc0061833600.jpg?fitin=700:700,4928.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > その他,ヨシガイ ENE CICLO ツーリングハブ フロント,ヨシガイ ENE CICLO ツーリングハブ フロント,"●アルミ冷間鍛造製<BR>
●ラージハブ：32H、36H<BR>
 ●フロント：100mm<BR>
 ●ボスフリー専用<BR>
●シルバーアルマイト仕上げ<BR>
●シールドベアリング<BR>
●クイックレリーズ付",ヨシガイ ENE CICLO ツーリングハブ フロント：GUTS-CYCLE,ヨシガイ ENE CICLO ツーリングハブ フロント,ヨシガイ ENE CICLO ツーリングハブ フロント。ヨシガイ ENE CICLO ツーリングハブ フロント[rn]
26-95411,http://tshop.r10s.jp/guts-cycle/cabinet/04085313/imgrc0067756634.jpg?fitin=700:700,2176.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > その他,SHAKES シェイクス SHAKES HOOD ソフトタイプ SH-6800S STIレバー カバー,SHAKES シェイクス SHAKES HOOD ソフトタイプ SH-6800S,"単なるアクセサリーではなく、科学して作っています。<BR>
<BR>
●硬度50度のソフトタイプ。<BR>
●滑らない材質：高密度樹脂（PS-TPE）を採用し水を浸み込まない耐水性に優れた樹脂素材を採用。<BR>
●グラデーション加工：ダンシング時などのグリッププレッシャーがかかる部位を複数のライダーからトレース。<BR>
 水をはじく特殊な撥水グラデーション（TH2030）を採用。<BR>
●スリッドライン。<BR>
 製品の外側に掘られた溝にペイントされた13色のカラーラインナップ。<BR>
バイクカラー、テープカラーに合わせてコーディネートを。<BR>
<BR>
 素材：高密度樹脂（PS-TPE）<BR>
 重量：約40g(ペア)<BR>
原産地：made in japan<BR>
カラー：ブラック<BR>
　　　　ブルー<BR>
　　　　チェレステブルー<BR>
　　　　ショッキングピンク<BR>
　　　　ショッキンググリーン<BR>
　　　　ショッキングオレンジ<BR>
　　　　レッド<BR>
　　　　ホワイト<BR>
　　　　イエロー<BR>
　　　　ショッキングイエロー<BR>
　　　　ブルー×イエロー ツートン<BR>
　　　　ブルー×ピンク ツートン<BR>
　　　　ブルー×グリーン ツートン<BR>
<BR>
製品互換：6800 シリーズのアルテグラSTI レバー及び、5800 シリーズの105 STIレバー、4700 シリーズのティアグラSTI レバーとなります。",SHAKES シェイクス SHAKES HOOD ソフトタイプ SH-6800S STIレバー カバー：GUTS-CYCLE,SHAKES シェイクス SHAKES HOOD ソフトタイプ SH-6800S STIレバー カバー,SHAKES シェイクス SHAKES HOOD ソフトタイプ SH-6800S。SHAKES シェイクス SHAKES HOOD ソフトタイプ SH-6800S STIレバー カバー[rn]
