6-47115,http://tshop.r10s.jp/akibamac/cabinet/04851195/4904714008887.jpg?fitin=700:700,3184.0000,,家電 > 生活家電 > 生活家電用アクセサリー・部品 > アイロン台,大栄アイロン台 「軽量スチーム 舟形」（76×23cm） PJ-2 (PJ2),,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""710"" style=""line-height:140%;""><tr><td><font size=""2"">■アイロン台の廻りが丸く滑らかで、衣類の掛けじわを逃がします<br><br>■天板はスチームを通すメッシュ構造になっていますので、スチームアイロンに最適でスッキリ仕上がります<br><br>■先端部のカーブはカッターシャツ等のアイロン掛けに便利な形状に成っています<br><br>■天板は広い掛け面で超軽量、脚部は丈夫で安定性抜群のスチールパイプを使用、しかも開閉がワンタッチで折りたため、収納場所を選びません<br><br>■アルミコートは耐久性に優れ、熱効率が良く省エネタイプです<br><br>■汚れやシミも簡単にふき取れます<br><br></font></td></tr></table><style type=""text/css"">
<!--
.rakuten-camp {
	width: 725px;
	border: 2px solid #3399FF;
	padding-top: 5px;
	-moz-border-radius:4px; /*Firefox*/
	-webkit-border-radius: 4px; /*Safari,Chrome*/
	border-radius:4px; /*Opera,Chrome*/
	margin:0 10px 10px 0;
}

/* 価格に枠線がつく */
table#rakutenLimitedId_cart {
    background-color: #f8f8f8;
    border: 1px solid #ddd;
    padding: 8px;
    margin: 16px 0;
}

span.price1 {
    color: #333 !important;
    font-weight: bold;
    font-size: 80% !important;
    line-height: 30px;
    display: inline-block;
    margin-right: 16px;
}

-->
</style>

<!--バナーエリア-->

<!--【消すな！】★★★ height=""380"" で設定してください。★★★-->
<!--バナーエリアここまで-->

<!--楽天キャンペーン-->

<h2 style=""margin:20px 0 10px 0;""><img src=""http://www.rakuten.ne.jp/gold/akibamac/frame/images/rakuten_title2.gif"" alt=""楽天市場のお得なキャンペーン"" width=""730"" height=""42"" border=""0""></h2>
<div class=""rakuten-camp"" style=""margin:0 0 0 0;"">


<!--楽天キャンペーン@ここまで-->",大栄アイロン台 「軽量スチーム 舟形」（76&times;23cm） PJ-2 (PJ2)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン大栄アイロン台 「軽量スチーム 舟形」（76&times;23cm） PJ-2 (PJ2),大栄アイロン台 「軽量スチーム 舟形」（76&times;23cm） PJ-2 (PJ2)[rn]
6-47116,http://tshop.r10s.jp/akibamac/cabinet/03550746/4580149411579.jpg?fitin=700:700,740.8000,,家電 > 生活家電 > 生活家電用アクセサリー・部品 > アイロン台,コイルAK-002 アルミコートスチーム アイロン台,,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""710"" style=""line-height:140%;""><tr><td><font size=""2"">アルミコートの反射熱でアイロンしっかりかかります！<br><br></font></td></tr></table><style type=""text/css"">
<!--
.rakuten-camp {
	width: 725px;
	border: 2px solid #3399FF;
	padding-top: 5px;
	-moz-border-radius:4px; /*Firefox*/
	-webkit-border-radius: 4px; /*Safari,Chrome*/
	border-radius:4px; /*Opera,Chrome*/
	margin:0 10px 10px 0;
}

/* 価格に枠線がつく */
table#rakutenLimitedId_cart {
    background-color: #f8f8f8;
    border: 1px solid #ddd;
    padding: 8px;
    margin: 16px 0;
}

span.price1 {
    color: #333 !important;
    font-weight: bold;
    font-size: 80% !important;
    line-height: 30px;
    display: inline-block;
    margin-right: 16px;
}

-->
</style>

<!--バナーエリア-->

<!--【消すな！】★★★ height=""380"" で設定してください。★★★-->
<!--バナーエリアここまで-->

<!--楽天キャンペーン-->

<h2 style=""margin:20px 0 10px 0;""><img src=""http://www.rakuten.ne.jp/gold/akibamac/frame/images/rakuten_title2.gif"" alt=""楽天市場のお得なキャンペーン"" width=""730"" height=""42"" border=""0""></h2>
<div class=""rakuten-camp"" style=""margin:0 0 0 0;"">


<!--楽天キャンペーン@ここまで-->",コイルAK-002 アルミコートスチーム アイロン台：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコンコイルAK-002 アルミコートスチーム アイロン台,コイルAK-002 アルミコートスチーム アイロン台[rn]
6-47117,http://tshop.r10s.jp/akibamac/cabinet/04851195/4903208073172.jpg?fitin=700:700,4376.0000,,家電 > 生活家電 > 生活家電用アクセサリー・部品 > アイロン台,【送料無料】山崎実業スタンド式人体型アイロン台 プレミアム アルミコｰト YJ-7317 (YJ7317),,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""710"" style=""line-height:140%;""><tr><td><font size=""2"">■簡単レバー操作で高さ調節が13段階調節できます。<br>■スカートが奥まで入るX脚を採用。<br>■人体形状だから前身頃、後身頃がぴったりフィット。<br>■便利なスライド式のアイロン置き台付き。<br>■スチールメッシュ構造で熱に強く、スチームの通りも抜群。<br>■ボタンプレスゾーンで掛けづらかったボタン回りも裏から一気にアイロンがけ。<br>■本体サイズ：約W90XD37XH25～78cm<br>■本体重量：約4200g<br><br></font></td></tr></table><style type=""text/css"">
<!--
.rakuten-camp {
	width: 725px;
	border: 2px solid #3399FF;
	padding-top: 5px;
	-moz-border-radius:4px; /*Firefox*/
	-webkit-border-radius: 4px; /*Safari,Chrome*/
	border-radius:4px; /*Opera,Chrome*/
	margin:0 10px 10px 0;
}

/* 価格に枠線がつく */
table#rakutenLimitedId_cart {
    background-color: #f8f8f8;
    border: 1px solid #ddd;
    padding: 8px;
    margin: 16px 0;
}

span.price1 {
    color: #333 !important;
    font-weight: bold;
    font-size: 80% !important;
    line-height: 30px;
    display: inline-block;
    margin-right: 16px;
}

-->
</style>

<!--バナーエリア-->

<!--【消すな！】★★★ height=""380"" で設定してください。★★★-->
<!--バナーエリアここまで-->

<!--楽天キャンペーン-->

<h2 style=""margin:20px 0 10px 0;""><img src=""http://www.rakuten.ne.jp/gold/akibamac/frame/images/rakuten_title2.gif"" alt=""楽天市場のお得なキャンペーン"" width=""730"" height=""42"" border=""0""></h2>
<div class=""rakuten-camp"" style=""margin:0 0 0 0;"">


<!--楽天キャンペーン@ここまで-->",【送料無料】山崎実業スタンド式人体型アイロン台 プレミアム アルミコｰト YJ-7317 (YJ7317)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】山崎実業スタンド式人体型アイロン台 プレミアム アルミコｰト YJ-7317 (YJ7317),【送料無料】山崎実業スタンド式人体型アイロン台 プレミアム アルミコｰト YJ-7317 (YJ7317)[rn]
6-47118,http://tshop.r10s.jp/akibamac/cabinet/04851195/4903208078276.jpg?fitin=700:700,2384.0000,,家電 > 生活家電 > 生活家電用アクセサリー・部品 > アイロン台,山崎実業ピタットプレス フック付き アルミ YJ-7827 (YJ7827),,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""710"" style=""line-height:140%;""><tr><td><font size=""2"">■シャツの肩部分にピタッと沿う機能天板。<br>■スライド式のフック付きでクローゼットなどにかけて収納。<br>■スチールメッシュ構造で熱に強く、スチームの通りも抜群。<br>■表面のアルミコーティング加工が高い熱効率を発揮。<br>■本体サイズ：約W60XD36XH20cm<br>■本体重量：約1700g<br><br></font></td></tr></table><style type=""text/css"">
<!--
.rakuten-camp {
	width: 725px;
	border: 2px solid #3399FF;
	padding-top: 5px;
	-moz-border-radius:4px; /*Firefox*/
	-webkit-border-radius: 4px; /*Safari,Chrome*/
	border-radius:4px; /*Opera,Chrome*/
	margin:0 10px 10px 0;
}

/* 価格に枠線がつく */
table#rakutenLimitedId_cart {
    background-color: #f8f8f8;
    border: 1px solid #ddd;
    padding: 8px;
    margin: 16px 0;
}

span.price1 {
    color: #333 !important;
    font-weight: bold;
    font-size: 80% !important;
    line-height: 30px;
    display: inline-block;
    margin-right: 16px;
}

-->
</style>

<!--バナーエリア-->

<!--【消すな！】★★★ height=""380"" で設定してください。★★★-->
<!--バナーエリアここまで-->

<!--楽天キャンペーン-->

<h2 style=""margin:20px 0 10px 0;""><img src=""http://www.rakuten.ne.jp/gold/akibamac/frame/images/rakuten_title2.gif"" alt=""楽天市場のお得なキャンペーン"" width=""730"" height=""42"" border=""0""></h2>
<div class=""rakuten-camp"" style=""margin:0 0 0 0;"">


<!--楽天キャンペーン@ここまで-->",山崎実業ピタットプレス フック付き アルミ YJ-7827 (YJ7827)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン山崎実業ピタットプレス フック付き アルミ YJ-7827 (YJ7827),山崎実業ピタットプレス フック付き アルミ YJ-7827 (YJ7827)[rn]
6-47119,http://tshop.r10s.jp/akibamac/cabinet/03034224/4904550474969.jpg?fitin=700:700,2176.0000,,家電 > 生活家電 > 生活家電用アクセサリー・部品 > アイロン台,TOSHIBA/東芝アイロン台　HID-55-L,,"<table border=""0"" width="" 595"" id=""ItemInfo""><tr><td width=""100%""><font size=""2"">お手軽な軽量タイプのアイロン台。アイロン専用コンセント付（100V-1400W）。軽くてスチームも通過しやすい三層構造。持ち運びに便利な折りたたみ脚+取っ手。コード止め＋プラグ止め付でスッキリ収納。アイロン台カバー洗濯可<br><br><TABLE border=""1"" cellspacing=""1"" cellpadding=""4"" width=""100%"" bordercolor=""#111111"" style=""border-collapse: collapse""><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">色</td><td width=400><font size=""2""> （L）ブルー</td></tr><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">本体サイズ(H×W×D) mm</td><td width=400><font size=""2""> 240×365×720mm</td></tr><tr><td width=180 bgcolor =""#F0F0F0""><font size=""2"">本体重量</td><td width=400><font size=""2""> 約1.8kg</td></tr></TABLE></font></TABLE></td></tr></table><style type=""text/css"">
<!--
.rakuten-camp {
	width: 725px;
	border: 2px solid #3399FF;
	padding-top: 5px;
	-moz-border-radius:4px; /*Firefox*/
	-webkit-border-radius: 4px; /*Safari,Chrome*/
	border-radius:4px; /*Opera,Chrome*/
	margin:0 10px 10px 0;
}

/* 価格に枠線がつく */
table#rakutenLimitedId_cart {
    background-color: #f8f8f8;
    border: 1px solid #ddd;
    padding: 8px;
    margin: 16px 0;
}

span.price1 {
    color: #333 !important;
    font-weight: bold;
    font-size: 80% !important;
    line-height: 30px;
    display: inline-block;
    margin-right: 16px;
}

-->
</style>

<!--バナーエリア-->

<!--【消すな！】★★★ height=""380"" で設定してください。★★★-->
<!--バナーエリアここまで-->

<!--楽天キャンペーン-->

<h2 style=""margin:20px 0 10px 0;""><img src=""http://www.rakuten.ne.jp/gold/akibamac/frame/images/rakuten_title2.gif"" alt=""楽天市場のお得なキャンペーン"" width=""730"" height=""42"" border=""0""></h2>
<div class=""rakuten-camp"" style=""margin:0 0 0 0;"">


<!--楽天キャンペーン@ここまで-->",TOSHIBA/東芝アイロン台　HID-55-L：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコンTOSHIBA/東芝アイロン台　HID-55-L,TOSHIBA/東芝アイロン台　HID-55-L[rn]
6-47120,http://tshop.r10s.jp/akibamac/cabinet/04851195/4903208078078.jpg?fitin=700:700,1794.4000,,家電 > 生活家電 > 生活家電用アクセサリー・部品 > アイロン台,山崎実業軽量ペアプレス フック付き G-1 YJ-7807 (YJ7807),,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""710"" style=""line-height:140%;""><tr><td><font size=""2"">■袖口や裾の仕上げに欠かせない仕上げ馬付き<br>■広々使えるワイドな天板<br>■スライド式のフック付きでクローゼットなどにかけて収納<br>■ボタンプレスゾーンで掛けづらかったボタン回りも裏から一気にアイロンがけ。<br>■スチールメッシュ構造で熱に強く、スチームの通りも抜群。<br>■本体サイズ：約W71XD36XH20cm<br>■本体重量：約2100g<br><br></font></td></tr></table><style type=""text/css"">
<!--
.rakuten-camp {
	width: 725px;
	border: 2px solid #3399FF;
	padding-top: 5px;
	-moz-border-radius:4px; /*Firefox*/
	-webkit-border-radius: 4px; /*Safari,Chrome*/
	border-radius:4px; /*Opera,Chrome*/
	margin:0 10px 10px 0;
}

/* 価格に枠線がつく */
table#rakutenLimitedId_cart {
    background-color: #f8f8f8;
    border: 1px solid #ddd;
    padding: 8px;
    margin: 16px 0;
}

span.price1 {
    color: #333 !important;
    font-weight: bold;
    font-size: 80% !important;
    line-height: 30px;
    display: inline-block;
    margin-right: 16px;
}

-->
</style>

<!--バナーエリア-->

<!--【消すな！】★★★ height=""380"" で設定してください。★★★-->
<!--バナーエリアここまで-->

<!--楽天キャンペーン-->

<h2 style=""margin:20px 0 10px 0;""><img src=""http://www.rakuten.ne.jp/gold/akibamac/frame/images/rakuten_title2.gif"" alt=""楽天市場のお得なキャンペーン"" width=""730"" height=""42"" border=""0""></h2>
<div class=""rakuten-camp"" style=""margin:0 0 0 0;"">


<!--楽天キャンペーン@ここまで-->",山崎実業軽量ペアプレス フック付き G-1 YJ-7807 (YJ7807)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン山崎実業軽量ペアプレス フック付き G-1 YJ-7807 (YJ7807),山崎実業軽量ペアプレス フック付き G-1 YJ-7807 (YJ7807)[rn]
6-47121,http://tshop.r10s.jp/akibamac/cabinet/03550746/4580149411555.jpg?fitin=700:700,671.2000,,家電 > 生活家電 > 生活家電用アクセサリー・部品 > アイロン台,アサヒ興洋スチームアイロン台 （フラワー） AK-001F,,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""710"" style=""line-height:140%;""><tr><td><font size=""2"">■これ1台で効率アップ！<br>■穴あき構造だから効率よく蒸気が抜けます<br>■軽くてコンパクトだから簡単に収納できます<br><br></font></td></tr></table><table cellspacing=""0"" cellpadding=""4"" border=""1"" width=""710"" bordercolor=""#cccccc""><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">商品名</font></td><td width=""530""><font size=""2"">アサヒ興洋スチームアイロン台（フラワー）　AK-001F</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">型番</font></td><td width=""530""><font size=""2"">AK-001F</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">ＪＡＮコード</font></td><td width=""530""><font size=""2"">4580149411555</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">メーカー</font></td><td width=""530""><font size=""2"">その他家電メーカー</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">メーカー希望小売価格(税込)</font></td><td width=""530""><font size=""2"">オープン価格</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">発売年月</font></td><td width=""530""><font size=""2"">2008年12月12日</font></td></tr></table><style type=""text/css"">
<!--
.rakuten-camp {
	width: 725px;
	border: 2px solid #3399FF;
	padding-top: 5px;
	-moz-border-radius:4px; /*Firefox*/
	-webkit-border-radius: 4px; /*Safari,Chrome*/
	border-radius:4px; /*Opera,Chrome*/
	margin:0 10px 10px 0;
}

/* 価格に枠線がつく */
table#rakutenLimitedId_cart {
    background-color: #f8f8f8;
    border: 1px solid #ddd;
    padding: 8px;
    margin: 16px 0;
}

span.price1 {
    color: #333 !important;
    font-weight: bold;
    font-size: 80% !important;
    line-height: 30px;
    display: inline-block;
    margin-right: 16px;
}

-->
</style>

<!--バナーエリア-->

<!--【消すな！】★★★ height=""380"" で設定してください。★★★-->
<!--バナーエリアここまで-->

<!--楽天キャンペーン-->

<h2 style=""margin:20px 0 10px 0;""><img src=""http://www.rakuten.ne.jp/gold/akibamac/frame/images/rakuten_title2.gif"" alt=""楽天市場のお得なキャンペーン"" width=""730"" height=""42"" border=""0""></h2>
<div class=""rakuten-camp"" style=""margin:0 0 0 0;"">


<!--楽天キャンペーン@ここまで-->",アサヒ興洋スチームアイロン台 （フラワー） AK-001F：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコンアサヒ興洋スチームアイロン台 （フラワー） AK-001F,アサヒ興洋スチームアイロン台 （フラワー） AK-001F[rn]
6-47122,http://tshop.r10s.jp/akibamac/cabinet/04851195/4903208026413.jpg?fitin=700:700,1111.2000,,家電 > 生活家電 > 生活家電用アクセサリー・部品 > アイロン台,山崎実業軽量スチールメッシュアイロン台 ネコプレス グレー YJ-2641 (YJ2641),,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""710"" style=""line-height:140%;""><tr><td><font size=""2"">軽さを追求した、新開発の軽量構造を採用。ラクに持ち運びや出し入れを行うことができます。<br><br>■スチールメッシュ構造で熱に強く、スチームの通りも抜群。<br><br>【製品仕様】<br>■本体サイズ： 約W90×D37×H25～78cm<br>■本体重量： 約4200g<br><br></font></td></tr></table><style type=""text/css"">
<!--
.rakuten-camp {
	width: 725px;
	border: 2px solid #3399FF;
	padding-top: 5px;
	-moz-border-radius:4px; /*Firefox*/
	-webkit-border-radius: 4px; /*Safari,Chrome*/
	border-radius:4px; /*Opera,Chrome*/
	margin:0 10px 10px 0;
}

/* 価格に枠線がつく */
table#rakutenLimitedId_cart {
    background-color: #f8f8f8;
    border: 1px solid #ddd;
    padding: 8px;
    margin: 16px 0;
}

span.price1 {
    color: #333 !important;
    font-weight: bold;
    font-size: 80% !important;
    line-height: 30px;
    display: inline-block;
    margin-right: 16px;
}

-->
</style>

<!--バナーエリア-->

<!--【消すな！】★★★ height=""380"" で設定してください。★★★-->
<!--バナーエリアここまで-->

<!--楽天キャンペーン-->

<h2 style=""margin:20px 0 10px 0;""><img src=""http://www.rakuten.ne.jp/gold/akibamac/frame/images/rakuten_title2.gif"" alt=""楽天市場のお得なキャンペーン"" width=""730"" height=""42"" border=""0""></h2>
<div class=""rakuten-camp"" style=""margin:0 0 0 0;"">


<!--楽天キャンペーン@ここまで-->",山崎実業軽量スチールメッシュアイロン台 ネコプレス グレー YJ-2641 (YJ2641)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン山崎実業軽量スチールメッシュアイロン台 ネコプレス グレー YJ-2641 (YJ2641),山崎実業軽量スチールメッシュアイロン台 ネコプレス グレー YJ-2641 (YJ2641)[rn]
6-47123,http://tshop.r10s.jp/akibamac/cabinet/04851195/8710755104084.jpg?fitin=700:700,9584.0000,,家電 > 生活家電 > 生活家電用アクセサリー・部品 > アイロン台,【送料無料】ブラバンシアアイロン台 「ブラバンシア」(134×43.8cm) 10408-4 エクストラコンパクト・アイスウォーター (104084),,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""710"" style=""line-height:140%;""><tr><td><font size=""2"">■ブラバンシアは「いつまでも使える上質な製品」を提供するオランダ生まれのブランド日本市場向けに開発されたコンパクトで場所をとらず収納性のよいブラバンシアクオリティのアイロン台です<br>■8段階に高さが調節でき、立ったままでも座りながらでも使用できます<br>■アイロンホルダー付きで、アイロンの置き場を確保できます<br><br></font></td></tr></table><table cellspacing=""0"" cellpadding=""4"" border=""1"" width=""710"" bordercolor=""#cccccc""><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">本体サイズ：幅×高さ×奥行き（mm）</font></td><td width=""530""><font size=""2"">約1340×70（折りたたみ時）×438、8段階調節：590‐855mm</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">本体重量</font></td><td width=""530""><font size=""2"">約5.2kg</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">本体</font></td><td width=""530""><font size=""2"">スチール（紛体塗装）</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">カバー</font></td><td width=""530""><font size=""2"">綿</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">中フォーム</font></td><td width=""530""><font size=""2"">ポロエチレンフォーム</font></td></tr><tr><td width=""180"" bgcolor=""#efefef""><font size=""2"">原産国</font></td><td width=""530""><font size=""2"">中国</font></td></tr></table><style type=""text/css"">
<!--
.rakuten-camp {
	width: 725px;
	border: 2px solid #3399FF;
	padding-top: 5px;
	-moz-border-radius:4px; /*Firefox*/
	-webkit-border-radius: 4px; /*Safari,Chrome*/
	border-radius:4px; /*Opera,Chrome*/
	margin:0 10px 10px 0;
}

/* 価格に枠線がつく */
table#rakutenLimitedId_cart {
    background-color: #f8f8f8;
    border: 1px solid #ddd;
    padding: 8px;
    margin: 16px 0;
}

span.price1 {
    color: #333 !important;
    font-weight: bold;
    font-size: 80% !important;
    line-height: 30px;
    display: inline-block;
    margin-right: 16px;
}

-->
</style>

<!--バナーエリア-->

<!--【消すな！】★★★ height=""380"" で設定してください。★★★-->
<!--バナーエリアここまで-->

<!--楽天キャンペーン-->

<h2 style=""margin:20px 0 10px 0;""><img src=""http://www.rakuten.ne.jp/gold/akibamac/frame/images/rakuten_title2.gif"" alt=""楽天市場のお得なキャンペーン"" width=""730"" height=""42"" border=""0""></h2>
<div class=""rakuten-camp"" style=""margin:0 0 0 0;"">


<!--楽天キャンペーン@ここまで-->",【送料無料】ブラバンシアアイロン台 「ブラバンシア」(134&times;43.8cm) 10408-4 エクストラコンパクト・アイスウォーター (104084)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】ブラバンシアアイロン台 「ブラバンシア」(134&times;43.8cm) 10408-4 エクストラコンパクト・アイスウォーター (104084),【送料無料】ブラバンシアアイロン台 「ブラバンシア」(134&times;43.8cm) 10408-4 エクストラコンパクト・アイスウォーター (104084)[rn]
6-47124,http://tshop.r10s.jp/akibamac/cabinet/04851195/4903208036337.jpg?fitin=700:700,1184.0000,,家電 > 生活家電 > 生活家電用アクセサリー・部品 > アイロン台,山崎実業平型アイロン台ベｰシック アルミコｰト YJ-3633 (YJ3633),,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""710"" style=""line-height:140%;""><tr><td><font size=""2"">■持ち運びに便利でテーブルの上でも使える四角いカタチ<br>■表面のアルミコーティング加工が高い熱効率を発揮。<br>■本体サイズ：約W60XD36XH2cm<br>■本体重量：約1300g<br><br></font></td></tr></table><style type=""text/css"">
<!--
.rakuten-camp {
	width: 725px;
	border: 2px solid #3399FF;
	padding-top: 5px;
	-moz-border-radius:4px; /*Firefox*/
	-webkit-border-radius: 4px; /*Safari,Chrome*/
	border-radius:4px; /*Opera,Chrome*/
	margin:0 10px 10px 0;
}

/* 価格に枠線がつく */
table#rakutenLimitedId_cart {
    background-color: #f8f8f8;
    border: 1px solid #ddd;
    padding: 8px;
    margin: 16px 0;
}

span.price1 {
    color: #333 !important;
    font-weight: bold;
    font-size: 80% !important;
    line-height: 30px;
    display: inline-block;
    margin-right: 16px;
}

-->
</style>

<!--バナーエリア-->

<!--【消すな！】★★★ height=""380"" で設定してください。★★★-->
<!--バナーエリアここまで-->

<!--楽天キャンペーン-->

<h2 style=""margin:20px 0 10px 0;""><img src=""http://www.rakuten.ne.jp/gold/akibamac/frame/images/rakuten_title2.gif"" alt=""楽天市場のお得なキャンペーン"" width=""730"" height=""42"" border=""0""></h2>
<div class=""rakuten-camp"" style=""margin:0 0 0 0;"">


<!--楽天キャンペーン@ここまで-->",山崎実業平型アイロン台ベｰシック アルミコｰト YJ-3633 (YJ3633)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン山崎実業平型アイロン台ベｰシック アルミコｰト YJ-3633 (YJ3633),山崎実業平型アイロン台ベｰシック アルミコｰト YJ-3633 (YJ3633)[rn]
6-47125,http://tshop.r10s.jp/akibamac/cabinet/04851195/4903208078009.jpg?fitin=700:700,2160.0000,,家電 > 生活家電 > 生活家電用アクセサリー・部品 > アイロン台,山崎実業仕上げ馬付き スチｰムアイロン台 雲 YJ-7800 (YJ7800),,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""710"" style=""line-height:140%;""><tr><td><font size=""2"">■本体に設けた無数の穴がスチームを抜き、パリッとキレイな仕上がりです。<br>■仕上げ馬は回転式なので使わないときは邪魔にならない位置まで回転できます。<br>■スライド式のアイロン置き台付き。<br>■本体サイズ：約W60XD36XH20cm<br>■本体重量：約2100g<br><br></font></td></tr></table><style type=""text/css"">
<!--
.rakuten-camp {
	width: 725px;
	border: 2px solid #3399FF;
	padding-top: 5px;
	-moz-border-radius:4px; /*Firefox*/
	-webkit-border-radius: 4px; /*Safari,Chrome*/
	border-radius:4px; /*Opera,Chrome*/
	margin:0 10px 10px 0;
}

/* 価格に枠線がつく */
table#rakutenLimitedId_cart {
    background-color: #f8f8f8;
    border: 1px solid #ddd;
    padding: 8px;
    margin: 16px 0;
}

span.price1 {
    color: #333 !important;
    font-weight: bold;
    font-size: 80% !important;
    line-height: 30px;
    display: inline-block;
    margin-right: 16px;
}

-->
</style>

<!--バナーエリア-->

<!--【消すな！】★★★ height=""380"" で設定してください。★★★-->
<!--バナーエリアここまで-->

<!--楽天キャンペーン-->

<h2 style=""margin:20px 0 10px 0;""><img src=""http://www.rakuten.ne.jp/gold/akibamac/frame/images/rakuten_title2.gif"" alt=""楽天市場のお得なキャンペーン"" width=""730"" height=""42"" border=""0""></h2>
<div class=""rakuten-camp"" style=""margin:0 0 0 0;"">


<!--楽天キャンペーン@ここまで-->",山崎実業仕上げ馬付き スチｰムアイロン台 雲 YJ-7800 (YJ7800)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン山崎実業仕上げ馬付き スチｰムアイロン台 雲 YJ-7800 (YJ7800),山崎実業仕上げ馬付き スチｰムアイロン台 雲 YJ-7800 (YJ7800)[rn]
