6-35914,http://tshop.r10s.jp/soukai/cabinet/13/4902011731613.jpg?fitin=700:700,309.6000,,キッズ・ベビー・マタニティ > ベビー > トイレ・おむつ > おしりふき,グーン 肌にやさしいおしりふき 本体(70枚入)大王製紙【グーン(GOO.N)】[おしりふき 水99 水99% グーン ベビー用品],グーン(GOO.N) / おしりふき 水99 水99% グーン ベビー用品,<div id='prd-page'>お店TOP＞ベビー キッズ マタニティ＞おしりふき＞おしりふき 本体＞グーン 肌にやさしいおしりふき 本体 (70枚入)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z13/z4902011731613.jpg' width='100%'><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z13/z4902011731613-2.jpg' width='100%'><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z13/z4902011731613-3.jpg' width='100%'><br><br>【グーン 肌にやさしいおしりふき 本体の商品詳細】<br>●可愛いペンギンタイプの容器<br>●セーフティロック機能つき<br>●シートが乾燥しにくい高気密容器です。<br>●水分たっぷりで肌にやさしく、軽い力で汚れを落とします。<br>●精製水99％<br>●パラベン無配合で、より肌にやさしい薬液成分に<br>●ふわふわ波型シートの凸凹で、こびりついたうんちもしっかり拭き取れます。<br><br>【成分】<br>水、PG、ブチルカルバミン酸ヨウ化プロピニル、安息香酸Na、フェノキシエタノール、ベンザルコニウムクロリド、クエン酸、クエン酸Na、EDTA-2Na<br>【規格概要】<br>寸法・・・185mmX130mm<br>【注意事項】<br>★使用上の注意<br>・お肌に異常があるときや、お肌に合わないときは、ご使用をおやめください。<br>・ご使用後は必ず、しっかりと上ブタを閉めてください。また、開封後はなるべく早くお使いください。<br>・乳幼児の手の届かないところに保管してください。<br>・直射日光のあたる場所や、高温になるところには保管しないでください。<br>・トイレの詰まりを防止するために、水洗トイレに流さないでください。<br>・つめかえ用には「グーン肌にやさしいおしりふきつめかえ用」をご使用ください。<br><br>【ブランド】<br>グーン(GOO.N)<br><br>【発売元、製造元、輸入元又は販売元】<br>大王製紙<br><br><font color='red'>パッケージの色や柄など画像と異なる場合がございます。パッケージの色、柄などは指定できませんのでご了承ください。</font><br><br>(肌に優しいお尻拭き)<br><br>/(/F315205/F300006/)/<br><br>大王製紙<br>102-0071 東京都千代田区富士見2丁目10番2号 飯田橋グラン・ブルーム(24階)<br>0120-205-205<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[おしりふき/ブランド：グーン(GOO.N)/]</div><!---->,グーン 肌にやさしいおしりふき 本体(70枚入)大王製紙【グーン(GOO.N)】[おしりふき 水99 水99% グーン ベビー用品]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーショングーン 肌にやさしいおしりふき 本体(70枚入)大王製紙【グーン(GOO.N)】[おしりふき 水99 水99% グーン ベビー用品],グーン(GOO.N) / おしりふき 水99 水99% グーン ベビー用品。グーン 肌にやさしいおしりふき 本体(70枚入)大王製紙【グーン(GOO.N)】[おしりふき 水99 水99% グーン ベビー用品][rn]
6-35915,http://tshop.r10s.jp/soukai/cabinet/67/4903111244867.jpg?fitin=700:700,250.4000,,キッズ・ベビー・マタニティ > ベビー > トイレ・おむつ > おしりふき,ムーニー おしりふき トイレに流せるやわらか素材 本体(50枚入)【ムーニー】[おしりふき ムーニー やわらか素材 ディズニー],ムーニー / おしりふき ムーニー やわらか素材 ディズニー,<div id='prd-page'><img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞ベビー キッズ マタニティ＞おしりふき＞おしりふき 本体＞ムーニー おしりふき トイレに流せるやわらか素材 本体 (50枚入)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z67/z4903111244867.jpg' width='100%'><br><br>【ムーニー おしりふき トイレに流せるやわらか素材 本体の商品詳細】<br>●極細繊維をふんわり織り上げているので、軽い力で拭けて、お子様のやわ肌にやさしい<br>●うんちと一緒に流せて、オムツ替えの後始末が簡単便利！<br>●トイレトレーニングの時でもお母さまもお子さまも簡単に拭けて、すぐ流せて便利です。<br>●本体容器は、トイレに流せるやわらか素材専用容器です。<br>●本体容器は、お部屋のインテリアに自然になじむ、くまのプーさんをあしらったシンプルでかわいいデザインです。<br>●ノンアルコール・無香料<br>●手や体にも使えます。<br><br>【成分】<br>水、PG、メチルパラベン、エチルパラベン、プロピルパラベン、ブチルパラベン、EDTA-2Na<br><br>【ブランド】<br>ムーニー<br><br>【発売元、製造元、輸入元又は販売元】<br>ユニ・チャーム<br><br><font color='red'>ベビー用品：0120-192-862<br>生理用品：0120-423-001<br>軽失禁・介護用品（ライフリー）：0120-041-062<br>生活用品（化粧パフ・一般ウェットティッシュ・お掃除用品など）：0120-573-001<br>衛生用品（マスク）：0120-041-062<br>予告なくパッケージデザインが変更になる場合がございます。</font><br><br>/ベビープー/出産祝い/<br><br>/(/F232407/)/<br><br>ユニ・チャーム<br>108-8575 港区三田3-5-27 住友不動産三田ツインビル西館 「お客様相談室」　※電話番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br><br>[おしりふき/ブランド：ムーニー/]</div><!---->,ムーニー おしりふき トイレに流せるやわらか素材 本体(50枚入)【ムーニー】[おしりふき ムーニー やわらか素材 ディズニー]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションムーニー おしりふき トイレに流せるやわらか素材 本体(50枚入)【ムーニー】[おしりふき ムーニー やわらか素材 ディズニー],ムーニー / おしりふき ムーニー やわらか素材 ディズニー。ムーニー おしりふき トイレに流せるやわらか素材 本体(50枚入)【ムーニー】[おしりふき ムーニー やわらか素材 ディズニー][rn]
6-35916,http://tshop.r10s.jp/soukai/cabinet/64/4903111474264.jpg?fitin=700:700,304.0000,,キッズ・ベビー・マタニティ > ベビー > トイレ・おむつ > おしりふき,ムーニー おしりふき こすらずスッキリ 本体(60枚入)【ムーニー】[ベビー用品],ムーニー / ベビー用品★税抜1900円以上で送料無料★,<div id='prd-page'><img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞ベビー キッズ マタニティ＞おしりふき＞おしりふき 本体＞ムーニー おしりふき こすらずスッキリ 本体 (60枚入)<br><br>★税抜1900円以上で送料無料★<br><br>【ムーニー おしりふき こすらずスッキリ 本体の商品詳細】<br>●こすらずスッキリ！水分たっぷり厚手素材<br>●ノンアルコール、無香料、パラベン無配合。純粋99％のおしりふきです。<br>●手や体にも使えます。<br>●少なくなっても取り出しラクラク！リフトアップボタン付き<br>●お子様がいたずらするようになっても安心のチャイルドロック付き。ワンタッチで簡単ロック<br><br>【使用方法】<br>・手や容器を清潔にしてから詰替えてください。<br>・始めてお使いになる時は、容器の底ブタをはずし、中の袋のシールをはがして容器に入れてください。<br>・ロックを解除してフタを開け、シートを取り出してください。<br>・つめかえの時は、リフトアップボタンを元の位置に戻してからつめかえてください。<br><br>【成分】<br>水、PG、安息香酸、ポリアミノプロピルビグアニド、ブチルカルバミン酸ヨウ化プロピニル、ベンザルコニウムクロリド、EDTA-2Na、(C12-14)パレス-12<br>【規格概要】<br>寸法・・・135mm*200mm<br>【注意事項】<br>・傷やはれもの、湿疹等のある部分には使用しないでください。<br>・お肌に合わない時は、ご使用をおやめください。<br>・このティッシュは水に溶けませんのでトイレには捨てないでください。<br>・中身の乾燥を防ぐためフタをしっかり閉めて保管してください。<br>・直射日光や高温になる場所は避けて保管してください。<br>・乳幼児の手の届かない所に保管してください。<br>・容器の内側や袋は常に清潔にしてお使いください。<br>・つめかえの時は、きれいな手でつめかえてください。<br>・つめかえ用には「ムーニーおしりふき こすらずスッキリ、やわらか素材」つめかえ用をご使用ください。<br><br>【ブランド】<br>ムーニー<br><br>【発売元、製造元、輸入元又は販売元】<br>ユニ・チャーム<br><br><font color='red'>ベビー用品：0120-192-862<br>生理用品：0120-423-001<br>軽失禁・介護用品（ライフリー）：0120-041-062<br>生活用品（化粧パフ・一般ウェットティッシュ・お掃除用品など）：0120-573-001<br>衛生用品（マスク）：0120-041-062<br>予告なくパッケージデザインが変更になる場合がございます。</font><br><br>(お尻拭き おしり拭き お尻ふき)<br><br>/(/F232407/)/<br><br>ユニ・チャーム<br>108-8575 港区三田3-5-27 住友不動産三田ツインビル西館 「お客様相談室」　※電話番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br><br>[おしりふき/ブランド：ムーニー/]</div><!---->,ムーニー おしりふき こすらずスッキリ 本体(60枚入)【ムーニー】[ベビー用品]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションムーニー おしりふき こすらずスッキリ 本体(60枚入)【ムーニー】[ベビー用品],ムーニー / ベビー用品★税抜1900円以上で送料無料★。ムーニー おしりふき こすらずスッキリ 本体(60枚入)【ムーニー】[ベビー用品][rn]
6-35917,http://tshop.r10s.jp/soukai/cabinet/49/4902508101349.jpg?fitin=700:700,104.8000,,キッズ・ベビー・マタニティ > ベビー > トイレ・おむつ > おしりふき,ピジョン　トイレで使ってそのまま流せるおしりナップ(22枚入)【おしりナップ】[おしりふき ピジョン おしりナップ],おしりナップ / おしりふき ピジョン おしりナップ,<div id='prd-page'><img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞ベビー キッズ マタニティ＞おしりふき＞おしりふき 詰め替え＞ピジョン　トイレで使ってそのまま流せるおしりナップ (22枚入)<br><br>★税抜1900円以上で送料無料★<br><br>【ピジョン　トイレで使ってそのまま流せるおしりナップの商品詳細】<br>●新開発のティシュ(PSF)で、ふんわりやわらかな拭きごこち、うんちといっしょにそのまま流せます。<br>●厚手でやわらかなティシュ(不織布)ですのでデリケートな赤ちゃんにも安心してご使用になれます。<br>●後処理が簡単でとても衛生的です。<br>●赤ちゃんのおしりふきはもちろん、トイレトレーニング時期の乳幼児にもご使用になれます。<br>●ベビーローション配合<br>●無香料・無着色・ノンアルコール<br>●皮ふアレルギーテスト済(すべての方にアレルギーが起きないというわけではありません。)<br><br>＜新開発PSFって？＞<br>・PSF＝PIGEON Super Flushable nonwovensの略。<br>・ピジョンが独自の技術で開発した、全く新しいティシュ(不織布)です。<br>・トイレに流せる水解機能と、やわらかな肌ざわりを同時に実現しました。<br><br>【成分】<br>水、PG、乳酸Na、フェノキシエタノール、安息香酸Na、クエン酸、クエン酸Na<br><br>【使用上の注意】<br>・お肌に傷やはれもの、湿疹等の異常がある時や、お肌に合わない場合には、ご使用をおやめください。<br>・中身の乾燥を防ぐためご使用後は、しっかりとフタをしめ、なるべく早めにご使用ください。<br>・思わぬ事故の原因にもなりますので、乳幼児の手の届かないところに保管してください。<br>・直射日光の当たる場所や、高温のところには保管しないでください。<br>・つまりを避けるため、必ず1～2枚ずつトイレに流してください。<br>・ソフトなティシュを使用していますので、取り出すときに、破れるおそれがあります。<br>・特に最初の1～2枚は、ゆっくり出してください。<br>・取り出し口の近くを押さえないでください。<br><br>【ブランド】<br>おしりナップ<br><br>【発売元、製造元、輸入元又は販売元】<br>ピジョン<br><br><font color='red'>予告なく成分・パッケージが変更になることがございます。予めご了承ください。</font><br><br>(おしりなっぷ オシリナップ)<br><br>ピジョン<br>103-8480 東京都中央区日本橋久松町4番4号<br>03-5645-1188<br><br>広告文責：株式会社爽快ドラッグ<br><br>[おしりふき/ブランド：おしりナップ/]</div><!---->,ピジョン　トイレで使ってそのまま流せるおしりナップ(22枚入)【おしりナップ】[おしりふき ピジョン おしりナップ]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションピジョン　トイレで使ってそのまま流せるおしりナップ(22枚入)【おしりナップ】[おしりふき ピジョン おしりナップ],おしりナップ / おしりふき ピジョン おしりナップ。ピジョン　トイレで使ってそのまま流せるおしりナップ(22枚入)【おしりナップ】[おしりふき ピジョン おしりナップ][rn]
6-35918,http://tshop.r10s.jp/soukai/cabinet/10/4560319041010.jpg?fitin=700:700,380.0000,,キッズ・ベビー・マタニティ > ベビー > トイレ・おむつ > おしりふき,ミッフィー ぷるぷる肌のおしりふき ボックス(80枚入)[ベビー用品],ベビー用品★税抜1900円以上で送料無料★,<div id='prd-page'><img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞ベビー キッズ マタニティ＞おしりふき＞おしりふき 本体＞ミッフィー ぷるぷる肌のおしりふき ボックス (80枚入)<br><br>★税抜1900円以上で送料無料★<br><br>【ミッフィー ぷるぷる肌のおしりふき ボックスの商品詳細】<br>●保湿成分ベビーローション配合でお肌にうるおいを与えます。<br>●パラベンフリー、ノンアルコール、無香料！<br>●ふんわりやわらかな厚手タイプ！<br>●PG(プロピレングリコール)不使用<br><br>【成分】<br>水、ベタイン、BG、ベンザルコニウムクロリド、ブチルカルバミン酸ヨウ化プロピニル<br>【規格概要】<br>サイズ・・・約180*150ミリ<br>【注意事項】<br>・シートは水に溶けません。トイレには流さないでください。<br><br>【発売元、製造元、輸入元又は販売元】<br>レック<br><br><font color='red'>本品はメーカー製造中止のため、在庫限りで販売終了となります。</font><br><br>(お尻拭き お尻ふき おしり拭き BOX)<br><br>レック<br>103-0007 東京都中央区日本橋浜町3-15-1 日本橋安田スカイゲート6F<br>03-5847-0616<br><br>広告文責：株式会社爽快ドラッグ<br><br>[おしりふき]</div><!---->,ミッフィー ぷるぷる肌のおしりふき ボックス(80枚入)[ベビー用品]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションミッフィー ぷるぷる肌のおしりふき ボックス(80枚入)[ベビー用品],ベビー用品★税抜1900円以上で送料無料★。ミッフィー ぷるぷる肌のおしりふき ボックス(80枚入)[ベビー用品][rn]
6-35919,http://tshop.r10s.jp/soukai/cabinet/21/4560319041621.jpg?fitin=700:700,280.8000,,キッズ・ベビー・マタニティ > ベビー > トイレ・おむつ > おしりふき,水99.9％ふんわりおしりふき(80枚*3コ入)[ベビー用品],ベビー用品★税抜1900円以上で送料無料★,<div id='prd-page'><img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞ベビー キッズ マタニティ＞おしりふき＞おしりふき 本体＞水99.9％ふんわりおしりふき (80枚*3コ入)<br><br>★税抜1900円以上で送料無料★<br><br>【水99.9％ふんわりおしりふきの商品詳細】<br>●99.9％が純水でできた限りなく水に近いおしりふきです。<br>※水99.9％とは・・・このウエットシートは薬液の99.9％が純水です。あかちゃんへの安全性に配慮した、限りなく水に近いウエットシートです。<br>●保湿成分ヒアルロン酸配合<br>●パラベン・アルコール・香料・PG(プロピレングリコール)不使用<br>●オープンシールには、シートが取り出しやすい便利なオーバーストップ機能が付いています。<br>●皮ふ刺激性テスト済み ※すべての人に皮膚刺激がないわけではありません。<br><br>【使用方法】<br>・オープンシールを折れ曲がる位置までゆっくりはがして1枚ずつ取り出してください。無理にはがしたり、強い力で引っ張るとシールが破れたり、しまりにくくなる場合があります。使用後は隙間ができないように、シールをしっかり閉めて下さい。<br><br>【規格概要】<br>成分・・・水、ベンザルコニウムクロリド、BG、プチルカルバミン酸ヨウ化プロピニル、ヒアルロン酸ヒドロキシプロピルトリモニウム<br>サイズ・・・約180*150mm<br>【注意事項】<br>・お肌に異常があるときやお肌に合わないときは使用しないでください。<br>・シートは水に溶けません。トイレには流さないでください。<br>・乳幼児の誤飲、誤食、誤使用を避けるため、手の届かないところに保管してください。<br>・目や傷口を拭かないでください。<br>・目に入った場合はすぐに水かぬるま湯で充分に洗い流してください。<br>・火気の近くで使用・保管はしないでください。<br>・直射日光の当たる場所や高温になる場所に保管しないでください。<br>・使用後は中身の乾燥を防ぐ為、隙間ができないようにシールをしっかり閉め、なるべく早めに使用してください。<br>・シールはゆっくりはがしてください。無理にはがしたり強い力で引っ張るとシールが破れたり、しまりにくくなる場合があります。<br>・内容成分のにおいが感じられる場合がありますが、品質には問題ありません。<br><br>【発売元、製造元、輸入元又は販売元】<br>アイプラス<br><br>(お尻拭き)<br><br>アイプラス<br>103-0007 東京都中央区日本橋浜町3-15-1<br>03-3666-1970<br><br>広告文責：株式会社爽快ドラッグ<br><br>[おしりふき]</div><!---->,水99.9％ふんわりおしりふき(80枚*3コ入)[ベビー用品]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーション水99.9％ふんわりおしりふき(80枚*3コ入)[ベビー用品],ベビー用品★税抜1900円以上で送料無料★。水99.9％ふんわりおしりふき(80枚*3コ入)[ベビー用品][rn]
6-35920,http://tshop.r10s.jp/soukai/cabinet/80/4903111215980.jpg?fitin=700:700,270.4000,,キッズ・ベビー・マタニティ > ベビー > トイレ・おむつ > おしりふき,ムーニー おしりふき やわらか素材 おでかけ用(30枚入*2コパック)【ムーニー】[おしりふき ムーニー やわらか素材 ベビー用品],ムーニー / おしりふき ムーニー やわらか素材 ベビー用品,<div id='prd-page'><img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞ベビー キッズ マタニティ＞おしりふき＞おしりふき 本体＞ムーニー おしりふき やわらか素材 おでかけ用 (30枚入*2コパック)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z80/z4903111215980.jpg' width='100%'><br><br>【ムーニー おしりふき やわらか素材 おでかけ用の商品詳細】<br>●カシミアのような肌ざわりの柔らかい素材でできたおしりふきです。<br>●弾力のあるクッション層をやわらかなカシミアタッチ層で包んだ「やわらか3層仕上げ」なので、汚れをやさしくキレイに拭いてあげられます。<br>●外出先での持ち運びに便利なコンパクトサイズです。<br>●ノンアルコール・無香料。<br>●手や体にも使えます。<br><br>【ブランド】<br>ムーニー<br><br>【発売元、製造元、輸入元又は販売元】<br>ユニ・チャーム<br><br><font color='red'>ベビー用品：0120-192-862<br>生理用品：0120-423-001<br>軽失禁・介護用品（ライフリー）：0120-041-062<br>生活用品（化粧パフ・一般ウェットティッシュ・お掃除用品など）：0120-573-001<br>衛生用品（マスク）：0120-041-062<br>予告なくパッケージデザインが変更になる場合がございます。</font><br><br>(moony)<br><br>ユニ・チャーム<br>108-8575 港区三田3-5-27 住友不動産三田ツインビル西館 「お客様相談室」　※電話番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br><br>[おしりふき/ブランド：ムーニー/]</div><!---->,ムーニー おしりふき やわらか素材 おでかけ用(30枚入*2コパック)【ムーニー】[おしりふき ムーニー やわらか素材 ベビー用品]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションムーニー おしりふき やわらか素材 おでかけ用(30枚入*2コパック)【ムーニー】[おしりふき ムーニー やわらか素材 ベビー用品],ムーニー / おしりふき ムーニー やわらか素材 ベビー用品。ムーニー おしりふき やわらか素材 おでかけ用(30枚入*2コパック)【ムーニー】[おしりふき ムーニー やわらか素材 ベビー用品][rn]
6-35921,http://tshop.r10s.jp/soukai/cabinet/79/4902508104579.jpg?fitin=700:700,227.2000,,キッズ・ベビー・マタニティ > ベビー > トイレ・おむつ > おしりふき,ピジョン　おしりナップ　こすらずつるんっ　お出かけ用30枚入り×2個パック(30枚入*2コパック)【おしりナップ】[おしりナップ 乳液 ピジョン おしりふき],おしりナップ / おしりナップ 乳液 ピジョン おしりふき,<div id='prd-page'>お店TOP＞ベビー キッズ マタニティ＞おしりふき＞おしりふき 詰め替え＞ピジョン　おしりナップ　こすらずつるんっ　お出かけ用30枚入り×2個パック (30枚入*2コパック)<br><br>★税抜1900円以上で送料無料★<br><br>【ピジョン　おしりナップ　こすらずつるんっ　お出かけ用30枚入り×2個パックの商品詳細】<br>●やさしくしっかりふきとり、デリケートな赤ちゃんのお肌をケア！<br>●乳液処方(ナノ粒子乳液配合)だからやさしいチカラでなめらかにふける。<br>●ふわふわ厚手のシートだからふくたびやわらかな肌ざわり。<br>●うんちよごれもこすらずつるん♪<br>●新生児から使えます。<br>●体や手足ふきにも使えます。<br>●おでかけ用の2コセットです。<br><br>【規格概要】<br>寸法・・・150mm*200mm<br>成分・・・水、BG、ミネラルオイル、ホホバ種子油、炭酸ジカプリリル、セテアレス-20、PEG-40水添ヒマシ油、オレイン酸グリセリル、フェノキシエタノール、セチルピリジニウムクロリド、ベンザルコニウムクロリド、クエン酸、クエン酸Na、トコフェロール <br><br>・お肌に異常がある時やお肌に合わない場合には、ご使用をおやめください。<br>・中身の乾燥を防ぐためご使用語は、しっかりとフタをしめ、なるべく早めにご使用ください。<br>・乳幼児の手の届かないところに保管してください。<br>・お子様に配慮した成分を使用しておりますが、ご使用に際しては、お子様の誤飲・誤食にご注意ください。<br>・直射日光のあたる場所や、高温のところには保管しないでください。<br>・このティッシュは水に溶けませんので、トイレには捨てないでください。<br>・内容成分(原材料)のにおいが感じられる場合がありますが、品質には問題ありません。<br>※トイレには流せません。<br><br>【ブランド】<br>おしりナップ<br><br>【発売元、製造元、輸入元又は販売元】<br>ピジョン<br><br><font color='red'>予告なく成分・パッケージが変更になることがございます。予めご了承ください。</font><br><br>(おしりなっぷ オシリナップ)<br><br>ピジョン<br>103-8480 東京都中央区日本橋久松町4番4号<br>03-5645-1188<br><br>広告文責：株式会社爽快ドラッグ<br><br>[おしりふき/ブランド：おしりナップ/]</div><!---->,ピジョン　おしりナップ　こすらずつるんっ　お出かけ用30枚入り&times;2個パック(30枚入*2コパック)【おしりナップ】[おしりナップ 乳液 ピジョン おしりふき]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションピジョン　おしりナップ　こすらずつるんっ　お出かけ用30枚入り&times;2個パック(30枚入*2コパック)【おしりナップ】[おしりナップ 乳液 ピジョン おしりふき],おしりナップ / おしりナップ 乳液 ピジョン おしりふき。ピジョン　おしりナップ　こすらずつるんっ　お出かけ用30枚入り&times;2個パック(30枚入*2コパック)【おしりナップ】[おしりナップ 乳液 ピジョン おしりふき][rn]
6-35922,http://tshop.r10s.jp/soukai/cabinet/19/4902508116619.jpg?fitin=700:700,280.0000,,キッズ・ベビー・マタニティ > ベビー > トイレ・おむつ > おしりふき,ピジョン おしりナップ やわらか厚手仕上げ ボックス(80枚入)【おしりナップ】,おしりナップ★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞ベビー キッズ マタニティ＞おしりふき＞おしりふき 本体＞ピジョン おしりナップ やわらか厚手仕上げ ボックス (80枚入)<br><br>★税抜1900円以上で送料無料★<br><br>【ピジョン おしりナップ やわらか厚手仕上げ ボックスの商品詳細】<br>●汚れをからめとる「でこポこシート」＆やわらか厚手！<br>●ふわふわの肌ざわりで、やさしく汚れが落とせます。<br>●「でこポこシート」が、汚れをしっかりキャッチ！こすらず、きれいにふき取れます。<br>●「やわらか厚手シート」で、毛の透け感も感じにくく、1枚で安心してお使いいただけます。<br>●「純水99％」＆「無添加」で水分たっぷり。PG、パラベン、アルコール、合成着色料、合成香料は不使用です。<br>●赤ちゃん思いの設計で、新生児からお使いいただけます。<br>●体や手足ふきにも使えます。<br>●取り出し口はきちんと閉まって乾きにくく、1枚ずつ取り出しやすくなっています。<br>●皮ふアレルギーテスト済み。(すべての方にアレルギーがおきないというわけではありません。)<br><br>【使用方法】<br>(1)容器の底ブタをはずしてください。<br>(2)袋の上部にあるシールをはがし、底ブタにのせます。<br>(3)底ブタに容器をかぶせ、1枚目を取り出してください。<br>※ティシュが途中で切れたり、出ない場合は、初めと同じ方法でティシュを取り出し口に通し直してください。<br>※詰めかえの時は、容器をきれいにし、清潔な手で詰めかえてください。<br><br>【成分】<br>水、BG、フェノキシエタノール、セチルピリジニウムクロリド、ベンザルコニウムクロリド、クエン酸、クエン酸Na<br>【規格概要】<br>寸法・・・150mm*190mm<br>【注意事項】<br>・お肌に異常が生じていないか、よく注意してご使用ください。使用中または使用したお肌に直射日光が当たって、赤み、はれ、かゆみ、刺激、色抜けや黒ずみ等の異常が現れた場合は、使用を中止し、皮ふ専門医などへご相談ください。そのまま使用を続けますと、症状が悪化することがあります。<br>・中身の乾燥を防ぐため、ご使用後はしっかりとシールをしめ、なるべく早めにご使用ください。<br>・乳幼児の手の届かないところに保管してください。<br>・お子様に配慮した成分を使用しておりますが、ご使用に際しては、お子様の誤飲・誤食にご注意ください。<br>・直射日光のあたる場所や、高温のところには保管しないでください。<br>・このティシュは水に溶けませんので、トイレには捨てないでください。<br>・内容成分(原材料)のにおいが感じられる場合がありますが、品質には問題ありません。<br><br>【ブランド】<br>おしりナップ<br><br>【発売元、製造元、輸入元又は販売元】<br>ピジョン<br><br>(pigeon Pigeon お尻ナップ 柔か厚手仕上げ 柔らか厚手仕上げ BOX box)<br><br>ピジョン<br>103-8480 東京都中央区日本橋久松町4番4号<br>03-5645-1188<br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[おしりふき/ブランド：おしりナップ/]</div><!---->,ピジョン おしりナップ やわらか厚手仕上げ ボックス(80枚入)【おしりナップ】：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションピジョン おしりナップ やわらか厚手仕上げ ボックス(80枚入)【おしりナップ】,おしりナップ★税抜1900円以上で送料無料★。ピジョン おしりナップ やわらか厚手仕上げ ボックス(80枚入)【おしりナップ】[rn]
