14-57501,http://tshop.r10s.jp/webike-rb/cabinet/img1044/20030627.jpg?fitin=700:700,3024.0000,,車用品・バイク用品 > バイク用品 > その他,PB ピービー 750-11 平行ピンポンチ 八角胴,PB ピービー 750-11 平行ピンポンチ 八角胴,■商品番号<br>750-11<br><br>■JANコード<br>7610733024094<br><br>■商品概要<br>先端硬度：HRC58度、打撃部硬度：HRC45度-48度<br>先端公差：+0.0mm、-0.2mm<br>全長(mm)：210<br>胴サイズ(mm)：Φ14<br>サイズ(mm)：11<br>軸長(mm)：80<br>質量(g)：218<br><br>■詳細説明<br>材質は高い強度、長寿命を約束するPB独自の特殊バネ鋼<br>表面に施されたニッケルクロームメッキにより、握りやすく、耐錆性に優れ、美しい外観となっています。<br>,PB ピービー 750-11 平行ピンポンチ 八角胴：ウェビック　楽天市場店,バイクカスタム改造ドレスアップヘルメットマフラーカウルオートバイ二輪車大型バイク中型バイクバイク用品パーツミラーツーリングジャケットタイヤ原付サーキットオフロードPB ピービー 750-11 平行ピンポンチ 八角胴,PB ピービー 750-11 平行ピンポンチ 八角胴。PB ピービー 750-11 平行ピンポンチ 八角胴[rn]
14-57502,http://tshop.r10s.jp/webike-rb/cabinet/img1044/20031053.jpg?fitin=700:700,26611.2000,,車用品・バイク用品 > バイク用品 > その他,PB ピービー その他、トルクレンチ 8320SET-A3 デジタルトルクハンドルセット (J)ヘクスローブ,PB 8320SET-A3 デジタルトルクハンドルセット (J)ヘクスローブ,■商品番号<br>8320SET-A3<br><br>■JANコード<br>7610733224203<br><br>■商品概要<br>セット内容：デジタルトルクハンドル8320A-1.0-5.0、ヘクスローブブレードT8・9・10・15・20<br>質量(g)：596<br><br>■詳細説明<br>8315A（トルクハンドル）より様々なトルク値で作業したいユーザー様に最適<br>六角レンチを使用し、簡単に正確なトルク値設定が可能です。<br>グリップエンドの液晶ディスプレイに設定したトルク値が表示されます。<br>電源OFF機能付きで、電池寿命は約10年です。<br>Nm、lbt切替付き<br>スローアウェイ式チップの交換や、樹脂等のデリケートな製品の締め付け等、トルク管理が必要とされる精密作業に最適です。<br>ブレードは豊富なラインナップを誇る215シリーズの差替ブレードからお選びください。<br>ハンドルは中心部に頑丈なポリプロピレン、外部には軟らかく温かみのあるサントプレンを用いたスイスグリップです。<br>,PB ピービー その他、トルクレンチ 8320SET-A3 デジタルトルクハンドルセット (J)ヘクスローブ：ウェビック　楽天市場店,バイクカスタム改造ドレスアップヘルメットマフラーカウルオートバイ二輪車大型バイク中型バイクバイク用品パーツミラーツーリングジャケットタイヤ原付サーキットオフロードPB ピービー その他、トルクレンチ 8320SET-A3 デジタルトルクハンドルセット (J)ヘクスローブ,PB 8320SET-A3 デジタルトルクハンドルセット (J)ヘクスローブ。PB ピービー その他、トルクレンチ 8320SET-A3 デジタルトルクハンドルセット (J)ヘクスローブ[rn]
14-57503,http://tshop.r10s.jp/webike-rb/cabinet/img1044/20031267.jpg?fitin=700:700,1658.4000,,車用品・バイク用品 > バイク用品 > その他,PB ピービー ボールポイント（ミリ） 212L-6G ボール付ロング六角棒レンチ(ゴールド),PB ピービー 212L-6G ボール付ロング六角棒レンチ(ゴールド),■商品番号<br>212L-6G<br><br>■JANコード<br>7610733071852<br><br>■商品概要<br>サイズ(mm)：6<br>適合キャップスクリュー：M8<br>適合セットスクリュー：M12-14<br>レンチのキーの内側の長さ(mm)：28<br>レンチのハンドルの内側の長さ(mm)：185<br>質量(g)：50<br><br>■詳細説明<br>ゴールドメッキが美しいヘキサゴンレンチ<br>仕上げ寸法精度は1/100mmと非常に高精度<br>サイズ1．5mm以上はニッケルクロームメッキされており、耐錆性と長寿命を可能にしています。<br>ハンドルの長さはスイス規格VSMに適合しており、通常の六角棒レンチよりユーザーに優しくなっています。<br>エッジは軽く隅取りしてあり、レンチをたやすくネジ穴に差し込むことができます。<br>レンチには5桁の生産番号が記されており、この番号で原料段階の製造過程まで遡ることができます。<br>硬度はHRC59と大変高く。しかも強靭に作られているので、耐摩擦性、持久性に優れ、高トルクをかけることができます。（ISO、DIN規格の最大値でもHRC52）<br>精密に作られたボールポイントで角度のついたところのネジを回すことが可能です。（斜め30°の角度までOK）<br>,PB ピービー ボールポイント（ミリ） 212L-6G ボール付ロング六角棒レンチ(ゴールド)：ウェビック　楽天市場店,バイクカスタム改造ドレスアップヘルメットマフラーカウルオートバイ二輪車大型バイク中型バイクバイク用品パーツミラーツーリングジャケットタイヤ原付サーキットオフロードPB ピービー ボールポイント（ミリ） 212L-6G ボール付ロング六角棒レンチ(ゴールド),PB ピービー 212L-6G ボール付ロング六角棒レンチ(ゴールド)。PB ピービー ボールポイント（ミリ） 212L-6G ボール付ロング六角棒レンチ(ゴールド)[rn]
14-57504,http://tshop.r10s.jp/webike-rb/cabinet/img1044/20029577.jpg?fitin=700:700,1874.4000,,車用品・バイク用品 > バイク用品 > その他,PB ピービー 8100-3-250 スイスグリップ・マイナスドライバー,PB ピービー 8100-3-250 スイスグリップ・マイナスドライバー,■商品番号<br>8100-3-250<br><br>■JANコード<br>7610733216963<br><br>■商品概要<br>適合ネジ：M3<br>刃先厚(mm)：0.8<br>刃先幅(mm)：5.5<br>軸径(Φmm)：5<br>軸長(mm)：250<br>全長(mm)：350<br>質量(g)：77<br><br>■詳細説明<br>スイスグリップは画期的な2種の新素材からなるハンドルです。最新のプラスチック技術の応用によりこのドライバーが開発されました。<br>ハンドル形状は人間工学的デザインに基づいたマルチクラフトで、厳選された表面素材は人間の手の硬度に近く、従来のPBハンドルの特性が、軟らかく温かみのあるスイスグリップにより更に引き出されています。<br>ハンドル後部にはドライバーの先端形状のシンボルを記していますので、作業に適したドライバーをすぐに選ぶことができます。<br>内部は頑丈、外部はソフトな新構造のスイスグリップハンドル<br>特殊な表面構造により、濡れた手で握っても滑りにくく、さらにオイル・ガソリンに耐性があり、汚れてもきれいに落とせます。<br>スイスグリップは環境保護についても考慮されており、このハンドルの2種類（ポリプロピレン・サントプレン）の素材はリサイクル可能です。<br>,PB ピービー 8100-3-250 スイスグリップ・マイナスドライバー：ウェビック　楽天市場店,バイクカスタム改造ドレスアップヘルメットマフラーカウルオートバイ二輪車大型バイク中型バイクバイク用品パーツミラーツーリングジャケットタイヤ原付サーキットオフロードPB ピービー 8100-3-250 スイスグリップ・マイナスドライバー,PB ピービー 8100-3-250 スイスグリップ・マイナスドライバー。PB ピービー 8100-3-250 スイスグリップ・マイナスドライバー[rn]
14-57505,http://tshop.r10s.jp/webike-rb/cabinet/img1044/20029879.jpg?fitin=700:700,518.4000,,車用品・バイク用品 > バイク用品 > その他,PB ピービー ドライバービット E6-401-5 段付トルクスプラスビット,ピービー ドライバービット E6-401-5 段付トルクスプラスビット,■商品番号<br>E6-401-5<br><br>■JANコード<br>7610733207114<br><br>■商品概要<br>サイズ：5IP<br>軸長(mm)：24<br>全長(mm)：50<br>ボール溝中心から後端までの長さ(mm)：9<br>差込角：1/4(6.3mm)hex<br><br>■詳細説明<br>強度と精度に優れた差込角1／4（6．35mm）の段付きトルクスプラスビットです。ボール溝中心から後端までの長さは9mmです。<br>,PB ピービー ドライバービット E6-401-5 段付トルクスプラスビット：ウェビック　楽天市場店,バイクカスタム改造ドレスアップヘルメットマフラーカウルオートバイ二輪車大型バイク中型バイクバイク用品パーツミラーツーリングジャケットタイヤ原付サーキットオフロードPB ピービー ドライバービット E6-401-5 段付トルクスプラスビット,ピービー ドライバービット E6-401-5 段付トルクスプラスビット。PB ピービー ドライバービット E6-401-5 段付トルクスプラスビット[rn]
14-57506,http://tshop.r10s.jp/webike-rb/cabinet/img1044/20030069.jpg?fitin=700:700,630.4000,,車用品・バイク用品 > バイク用品 > その他,PB ピービー ドライバービット C6-210-4 六角ビット,PB ピービー ドライバービット C6-210-4 六角ビット,■商品番号<br>C6-210-4<br><br>■JANコード<br>7610733017935<br><br>■商品概要<br>サイズ(mm)：4<br>軸長(mm)：6<br>全長(mm)：25<br>質量(g)：5<br>差込角：1/4(6.3mm)hex<br><br>■詳細説明<br>強度と精度に優れた差込角1／4（6．35mm）の六角ビットです。<br>,PB ピービー ドライバービット C6-210-4 六角ビット：ウェビック　楽天市場店,バイクカスタム改造ドレスアップヘルメットマフラーカウルオートバイ二輪車大型バイク中型バイクバイク用品パーツミラーツーリングジャケットタイヤ原付サーキットオフロードPB ピービー ドライバービット C6-210-4 六角ビット,PB ピービー ドライバービット C6-210-4 六角ビット。PB ピービー ドライバービット C6-210-4 六角ビット[rn]
14-57507,http://tshop.r10s.jp/webike-rb/cabinet/img2392/2060002_0.jpg?fitin=700:700,959.2000,,車用品・バイク用品 > バイク用品 > その他,ko-ken コーケン ドライバービット ナットセッター(マグネット付) 動力工具用溝付ビット,コーケン ナットセッター(マグネット付) 動力工具用溝付ビット,■商品番号<br>1195010<br><br>■商品概要<br>【サイズ(mm)：詳細サイズ(mm)／D：H】【10：14：4.2】<br>,ko-ken コーケン ドライバービット ナットセッター(マグネット付) 動力工具用溝付ビット：ウェビック　楽天市場店,バイクカスタム改造ドレスアップヘルメットマフラーカウルオートバイ二輪車大型バイク中型バイクバイク用品パーツミラーツーリングジャケットタイヤ原付サーキットオフロードko-ken コーケン ドライバービット ナットセッター(マグネット付) 動力工具用溝付ビット,コーケン ナットセッター(マグネット付) 動力工具用溝付ビット。ko-ken コーケン ドライバービット ナットセッター(マグネット付) 動力工具用溝付ビット[rn]
14-57508,http://tshop.r10s.jp/webike-rb/cabinet/img2392/2060566_0.jpg?fitin=700:700,1201.6000,,車用品・バイク用品 > バイク用品 > その他,ko-ken コーケン インパクトレンチ用ソケット類 スタンダードソケット(薄肉) (inch) 1/2(12.7mm)sq.,コーケン スタンダードソケット(薄肉) (inch) 1/2(12.7mm)sq.,■商品番号<br>14406A11/16<br><br>■商品概要<br>【サイズ(inch)：詳細サイズ(mm)／D1：D2：H：L】【1.1/16：36.7：29：16：40】<br>,ko-ken コーケン インパクトレンチ用ソケット類 スタンダードソケット(薄肉) (inch) 1/2(12.7mm)sq.：ウェビック　楽天市場店,バイクカスタム改造ドレスアップヘルメットマフラーカウルオートバイ二輪車大型バイク中型バイクバイク用品パーツミラーツーリングジャケットタイヤ原付サーキットオフロードko-ken コーケン インパクトレンチ用ソケット類 スタンダードソケット(薄肉) (inch) 1/2(12.7mm)sq.,コーケン スタンダードソケット(薄肉) (inch) 1/2(12.7mm)sq.。ko-ken コーケン インパクトレンチ用ソケット類 スタンダードソケット(薄肉) (inch) 1/2(12.7mm)sq.[rn]
14-57509,http://tshop.r10s.jp/webike-rb/cabinet/img2392/2062415_0.jpg?fitin=700:700,2652.8000,,車用品・バイク用品 > バイク用品 > その他,ko-ken コーケン インパクトレンチ用ソケット類 スタンダードソケット(mm) 3/4(19.0mm)sq.,ko-ken コーケン スタンダードソケット(mm) 3/4(19.0mm)sq.,■商品番号<br>16405M33<br><br>■商品概要<br>【サイズ(mm)：詳細サイズ(mm)／D1：D2：H：L】【33：50：44：20：55】<br>,ko-ken コーケン インパクトレンチ用ソケット類 スタンダードソケット(mm) 3/4(19.0mm)sq.：ウェビック　楽天市場店,バイクカスタム改造ドレスアップヘルメットマフラーカウルオートバイ二輪車大型バイク中型バイクバイク用品パーツミラーツーリングジャケットタイヤ原付サーキットオフロードko-ken コーケン インパクトレンチ用ソケット類 スタンダードソケット(mm) 3/4(19.0mm)sq.,ko-ken コーケン スタンダードソケット(mm) 3/4(19.0mm)sq.。ko-ken コーケン インパクトレンチ用ソケット類 スタンダードソケット(mm) 3/4(19.0mm)sq.[rn]
14-57510,http://tshop.r10s.jp/webike-rb/cabinet/img2392/2060662_0.jpg?fitin=700:700,1236.0000,,車用品・バイク用品 > バイク用品 > その他,ko-ken コーケン Ｔ型トルクス(R)ドライバー(イジリ止め),ko-ken コーケン Ｔ型トルクス(R)ドライバー(イジリ止め),■商品番号<br>168TT27H<br><br>■商品概要<br>【サイズ：詳細サイズ(mm)／H：L】【T27H：125：235】<br>,ko-ken コーケン Ｔ型トルクス(R)ドライバー(イジリ止め)：ウェビック　楽天市場店,バイクカスタム改造ドレスアップヘルメットマフラーカウルオートバイ二輪車大型バイク中型バイクバイク用品パーツミラーツーリングジャケットタイヤ原付サーキットオフロードko-ken コーケン Ｔ型トルクス(R)ドライバー(イジリ止め),ko-ken コーケン Ｔ型トルクス(R)ドライバー(イジリ止め)。ko-ken コーケン Ｔ型トルクス(R)ドライバー(イジリ止め)[rn]
14-57511,http://tshop.r10s.jp/webike-rb/cabinet/img2389/2064796_0.jpg?fitin=700:700,65862.4000,,車用品・バイク用品 > バイク用品 > その他,ko-ken コーケン インパクトレンチ用ソケット類 スタンダードソケット(inch) 2.1/2(63.5mm)sq.,ko-ken コーケン スタンダードソケット(inch) 2.1/2(63.5mm)sq.,■商品番号<br>19400A-2.15/16<br><br>■JANコード<br>4991644480654<br><br>■商品概要<br>【サイズ(inch)：詳細サイズ(mm)／D1：D2：H：L】【2.15/16：118：127：54：125】<br>,ko-ken コーケン インパクトレンチ用ソケット類 スタンダードソケット(inch) 2.1/2(63.5mm)sq.：ウェビック　楽天市場店,バイクカスタム改造ドレスアップヘルメットマフラーカウルオートバイ二輪車大型バイク中型バイクバイク用品パーツミラーツーリングジャケットタイヤ原付サーキットオフロードko-ken コーケン インパクトレンチ用ソケット類 スタンダードソケット(inch) 2.1/2(63.5mm)sq.,ko-ken コーケン スタンダードソケット(inch) 2.1/2(63.5mm)sq.。ko-ken コーケン インパクトレンチ用ソケット類 スタンダードソケット(inch) 2.1/2(63.5mm)sq.[rn]
