14-167601,http://tshop.r10s.jp/dtc/cabinet/20160909n/4953103288218.jpg?fitin=700:700,1120.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,エレコム シャッタータップ“flecc orbe” (2ピン式・4個口・2.0m・ブラック) T-NFL02-2420BK (TNFL022420BK),,火災の原因となる差込口へのホコリの侵入を抑えるシャッターを装備！丸いおしゃれなデザイン、卓上でも安定して使える4個口タップ“flecc orbe（フレック オルベ）”<br><br>■差込口を斑点のようにデザインしたスタイリッシュなシャッタータップ“flecc orbe（フレック オルベ）”T-NFL02-24シリーズ<br><br>■差込口には耐熱性に優れたユリア樹脂を使用していますので、万一の発熱の際にも融解しにくく、電気火災の防止に有効<br><br>■未使用の差込口にホコリが侵入するのを防ぐために、すべての差込口にシャッターを装備<br><br>■電源コードを底面近くに配置した低重心設計を採用し、卓上での高い安定感を実現<br><br>■差込口を放射状に配置し傾斜を設けることで、四方から差し込みやすい構造を実現。デスクの真ん中において、複数で使用するのに最適<br><br>■トラッキング現象による火災防止のため、プラグの刃の根元に絶縁キャップを装備<br><br>■電源コードに、社団法人日本配線器具工業会規格（JWDS0010）に適合した二重被ふくコードを採用することで、断線や被ふく破れによる感電・火災の防止に有効<br><br>■狭い場所でも配線しやすい180°スイングプラグを採用<br><br>【製品仕様】<br>■本体差込口形状：2ピン<br>■本体差込口個数：4個口<br>■プラグ仕様：2ピン<br>■コード長：2.0m<br>■定格：125V・15A・1500W<br>■ほこりシャッター：○<br>■絶縁キャップ付きプラグ：○<br>■二重被ふく：○<br>■スイングプラグ：○<br>■本体：PC樹脂<br>■プラグ：PVC<br>■差込口：ユリア樹脂<br>■外形寸法：幅80mm×奥行84mm×高さ26mm ※コード部分及びプラグ部分を除く<br>■質量：約250g<br>■使用可能地域：本製品は日本国内の電源を想定して設計されていますので、日本国外ではご使用いただけません。<br>■電気用品安全法：PSE適合,エレコム シャッタータップ&ldquo;flecc orbe&rdquo; (2ピン式・4個口・2.0m・ブラック) T-NFL02-2420BK (TNFL022420BK)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム シャッタータップ&ldquo;flecc orbe&rdquo; (2ピン式・4個口・2.0m・ブラック) T-NFL02-2420BK (TNFL022420BK),エレコム シャッタータップ&ldquo;flecc orbe&rdquo; (2ピン式・4個口・2.0m・ブラック) T-NFL02-2420BK (TNFL022420BK)[rn]
14-167602,http://tshop.r10s.jp/dtc/cabinet/20141206a/4966307218226.jpg?fitin=700:700,544.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,ヤザワ BKS1523WH 耐トラ付テーブルタップ(2P/3個口/2m/ホワイト) 【ビックカメラグループオリジナル】,　,プラグはホコリや湿気によって発生するトラッキング火災を予防する絶縁カバー付きです。,ヤザワ BKS1523WH 耐トラ付テーブルタップ(2P/3個口/2m/ホワイト) 【ビックカメラグループオリジナル】：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneヤザワ BKS1523WH 耐トラ付テーブルタップ(2P/3個口/2m/ホワイト) 【ビックカメラグループオリジナル】,　。ヤザワ BKS1523WH 耐トラ付テーブルタップ(2P/3個口/2m/ホワイト) 【ビックカメラグループオリジナル】[rn]
14-167603,http://tshop.r10s.jp/dtc/cabinet/2010091702/4969887830840.jpg?fitin=700:700,1294.4000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,サンワサプライ TAP-B40W (便利タップ/2P・9個口) (TAPB40W),　,左右・上方向から差し込めるACアダプタ対応9個口タップ。トラッキング火災予防スイングプラグ。ホワイト。,サンワサプライ TAP-B40W (便利タップ/2P・9個口) (TAPB40W)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneサンワサプライ TAP-B40W (便利タップ/2P・9個口) (TAPB40W),　。サンワサプライ TAP-B40W (便利タップ/2P・9個口) (TAPB40W)[rn]
14-167604,http://tshop.r10s.jp/dtc/cabinet/20150627r/4953103457218.jpg?fitin=700:700,1168.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,エレコム T-K6A-A2625WH ほこり防止シャッター付 雷ガードタップ(6個口/2.5m/ホワイト) (TK6A2625WH),　,パソコンやテレビなどの精密機器を雷から守る!高性能雷サージ吸収素子内蔵、安全性と使い勝手に配慮した雷ガードタップ。ほこり防止シャッター付き。,エレコム T-K6A-A2625WH ほこり防止シャッター付 雷ガードタップ(6個口/2.5m/ホワイト) (TK6A2625WH)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム T-K6A-A2625WH ほこり防止シャッター付 雷ガードタップ(6個口/2.5m/ホワイト) (TK6A2625WH),　。エレコム T-K6A-A2625WH ほこり防止シャッター付 雷ガードタップ(6個口/2.5m/ホワイト) (TK6A2625WH)[rn]
14-167605,http://tshop.r10s.jp/dtc/cabinet/20150131r/4971275012332.jpg?fitin=700:700,1088.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,オーム電機 00-1233 電源タップ 6個口 延長コード 2m付き 独立回転式コンセント フリーキャップ式 HS-T1233W (HST1233W),　,電源タップ 6個口 延長コード 2m付き 独立回転式コンセント フリーキャップ式,オーム電機 00-1233 電源タップ 6個口 延長コード 2m付き 独立回転式コンセント フリーキャップ式 HS-T1233W (HST1233W)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneオーム電機 00-1233 電源タップ 6個口 延長コード 2m付き 独立回転式コンセント フリーキャップ式 HS-T1233W (HST1233W),　。オーム電機 00-1233 電源タップ 6個口 延長コード 2m付き 独立回転式コンセント フリーキャップ式 HS-T1233W (HST1233W)[rn]
14-167606,http://tshop.r10s.jp/dtc/cabinet/20150627r/4953103457188.jpg?fitin=700:700,1008.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,エレコム T-K6A-A2425WH ほこり防止シャッター付 雷ガードタップ(4個口/2.5m/ホワイト) (TK6A2425WH),　,パソコンやテレビなどの精密機器を雷から守る!高性能雷サージ吸収素子内蔵、安全性と使い勝手に配慮した雷ガードタップ。ほこり防止シャッター付き。,エレコム T-K6A-A2425WH ほこり防止シャッター付 雷ガードタップ(4個口/2.5m/ホワイト) (TK6A2425WH)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム T-K6A-A2425WH ほこり防止シャッター付 雷ガードタップ(4個口/2.5m/ホワイト) (TK6A2425WH),　。エレコム T-K6A-A2425WH ほこり防止シャッター付 雷ガードタップ(4個口/2.5m/ホワイト) (TK6A2425WH)[rn]
14-167607,http://tshop.r10s.jp/dtc/cabinet/20150627r/4953103457157.jpg?fitin=700:700,1048.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,エレコム T-K5A-A2625WH 個別スイッチ付 雷ガードタップ(6個口/2.5m/ホワイト) (TK5A2625WH),　,パソコンやテレビなどの精密機器を雷から守る!高性能雷サージ吸収素子内蔵、安全性と使い勝手に配慮した雷ガードタップ。個別スイッチ付き。,エレコム T-K5A-A2625WH 個別スイッチ付 雷ガードタップ(6個口/2.5m/ホワイト) (TK5A2625WH)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム T-K5A-A2625WH 個別スイッチ付 雷ガードタップ(6個口/2.5m/ホワイト) (TK5A2625WH),　。エレコム T-K5A-A2625WH 個別スイッチ付 雷ガードタップ(6個口/2.5m/ホワイト) (TK5A2625WH)[rn]
14-167608,http://tshop.r10s.jp/dtc/cabinet/20160909n/4953103288188.jpg?fitin=700:700,968.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,エレコム シャッタータップ“flecc barra” (2ピン式・6個口・2.0m・ホワイト) T-NFL01-2620WH (TNFL012620WH),,火災の原因となる差込口へのホコリの侵入を抑えるシャッターを装備！フロントにも差込口に付いた“flecc barra（フレック バッラ）”<br><br>■差込口を斑点のようにデザインしたスタイリッシュなシャッタータップ“flecc barra（フレック バッラ）”T-NFL01-2xxxシリーズ<br><br>■差込口には耐熱性に優れたユリア樹脂を使用していますので、万一の発熱の際にも融解しにくく、電気火災の防止に有効<br><br>■未使用の差込口にホコリが侵入するのを防ぐために、すべての差込口にシャッターを装備<br><br>■電源コードを底面近くに配置した低重心設計を採用し、卓上での安定感を実現<br><br>■トップとは別にフロントに1つ差込口を配置しているので、ACアダプタなどの幅広の機器を接続するのにも便利<br><br>■トラッキング現象による火災防止のため、プラグの刃の根元に絶縁キャップを装備<br><br>■電源コードに、社団法人日本配線器具工業会規格（JWDS0010）に適合した二重被ふくコードを採用することで、断線や被ふく破れによる感電・火災の防止に有効<br><br>■狭い場所でも配線しやすい180°スイングプラグを採用<br><br>【製品仕様】<br>■本体差込口形状：2ピン<br>■本体差込口個数：6個口<br>■プラグ仕様：2ピン<br>■コード長：2.0m<br>■定格：125V・15A・1500W<br>■ほこりシャッター：○<br>■絶縁キャップ付きプラグ：○<br>■二重被ふく：○<br>■スイングプラグ：○<br>■本体：PC樹脂<br>■プラグ：PVC<br>■差込口：ユリア樹脂<br>■外形寸法：幅33mm×奥行165mm×高さ25mm ※コード部分及びプラグ部分を除く<br>■質量：約270g<br>■使用可能地域：本製品は日本国内の電源を想定して設計されていますので、日本国外ではご使用いただけません。<br>■電気用品安全法：PSE適合,エレコム シャッタータップ&ldquo;flecc barra&rdquo; (2ピン式・6個口・2.0m・ホワイト) T-NFL01-2620WH (TNFL012620WH)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム シャッタータップ&ldquo;flecc barra&rdquo; (2ピン式・6個口・2.0m・ホワイト) T-NFL01-2620WH (TNFL012620WH),エレコム シャッタータップ&ldquo;flecc barra&rdquo; (2ピン式・6個口・2.0m・ホワイト) T-NFL01-2620WH (TNFL012620WH)[rn]
14-167609,http://tshop.r10s.jp/dtc/cabinet/20150627r/4953103456761.jpg?fitin=700:700,808.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,エレコム T-E5A-2420WH 個別スイッチ付 省エネタップ(4個口/2.0m/ホワイト) (TE5A2420WH),　,接続機器ごとにON/OFFでき、待機電力を個別に節約できる個別スイッチが付いた省エネタップです。,エレコム T-E5A-2420WH 個別スイッチ付 省エネタップ(4個口/2.0m/ホワイト) (TE5A2420WH)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneエレコム T-E5A-2420WH 個別スイッチ付 省エネタップ(4個口/2.0m/ホワイト) (TE5A2420WH),　。エレコム T-E5A-2420WH 個別スイッチ付 省エネタップ(4個口/2.0m/ホワイト) (TE5A2420WH)[rn]
14-167610,http://tshop.r10s.jp/dtc/cabinet/20160212a/4969887835890.jpg?fitin=700:700,1360.0000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,サンワサプライ 電源タップ (3ピン式・7個口・2m) TAP-MG37FN2 (TAPMG37FN2),　,3ピン7個口の電源タップ。,サンワサプライ 電源タップ (3ピン式・7個口・2m) TAP-MG37FN2 (TAPMG37FN2)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneサンワサプライ 電源タップ (3ピン式・7個口・2m) TAP-MG37FN2 (TAPMG37FN2),　。サンワサプライ 電源タップ (3ピン式・7個口・2m) TAP-MG37FN2 (TAPMG37FN2)[rn]
14-167611,http://tshop.r10s.jp/dtc/cabinet/20150426n/4901087194483.jpg?fitin=700:700,526.4000,,パソコン・周辺機器 > PCアクセサリー > 電源タップ,ELPA(エルパ) 耐雷コード付タップ (2P・3個口・3.0m) WBT-3030SBN(BK) (WBT3030SBN),　,"〔電源タップ：耐雷・スイングプラグ〕
雷および開閉サージを低減し接続された機器を守るタップ。（2P・3個口・3.0m）",ELPA(エルパ) 耐雷コード付タップ (2P・3個口・3.0m) WBT-3030SBN(BK) (WBT3030SBN)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneELPA(エルパ) 耐雷コード付タップ (2P・3個口・3.0m) WBT-3030SBN(BK) (WBT3030SBN),　。ELPA(エルパ) 耐雷コード付タップ (2P・3個口・3.0m) WBT-3030SBN(BK) (WBT3030SBN)[rn]
