14-84701,http://tshop.r10s.jp/mapsports-syuppin/cabinet/used_011/3717003103207_1.jpg?fitin=700:700,206400.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【中古】DE ROSA (デローザ)PRIMATO プリマート CHORUS コーラス 10S RED サイズ53（172.5-177.5cm） 完成車【自転車】,,"<font color=""#FFFFFF"">(used170330)</font><br> <font size=2><b>■DE ROSA (デローザ)</b><br><br>ウーゴ・デローザが1953年興したイタリアンバイクブランド。コルナゴと仲違いしたエディー･メルクスを支 えたフレーム職人として名を馳せる。現在では３人の息子達とカーボン、クロモリ、チタンとあらゆる素材から フレームを生み出している。またフレームに描かれるハートのビジュアルアイデンティティはあまりにも有名。</font> <br><font size=2><br><b>■スタッフおすすめポイント</b><br><br><b>■チューブラーホイール</b><br><b>高い走行性能をもつ規格</b><br>タイヤの取り付け方法が""接着""か専用の""両面テープ""を使い取り付けをします。<br>チューブラーはタイヤとチューブが一体化しているため軽量かつ乗り心地がいいのが特徴です。<br>リムの形状が比較的簡単で軽量に作れるため多くのカーボンホイールがチューブラー規格で作られており、プロレース等で使用されるタイヤ/ホイールは、ほぼ""チューブラー規格""となっております。<br>タイヤ/チューブの断面が真円形であることによるコーナリング時の自然なグリップ感と振動吸収性など、根強い人気のある規格です。</font><font size=2><br><br><b>・コンポーネント Campagnolo</b><br>日本のシマノ、アメリカのSRAMとともに市場を寡占している大手自転車パーツメーカーである。その中でも、最も歴史が古いメーカーです。<br>実用性や高性能を重視するなら、『SHIMANO』。デザイン性や、独自の感性を優先するなら『Campagnolo』。と、いうような選択に分かれる傾向にあります。コンポーネントのグレードで、各メーカーを比較しても、最も高額になる。その為、ブランド化している要素も目立ちます。高級品志向の強い日本人にとっては、『Campagnolo』というだけで、注目されることが多い。</font><br><br><br><font size=2> 状態：良品<BR>サドル高：(BB-TOP)：775mm<br />シートチューブ長(C-T)：650mm <BR>トップチューブ長(C-C)：540mm<BR>ヘッドチューブ：140mm<br />重量：-kg<BR>適応身長：172.5-177.5cm<BR></font><br><font size=2><B>■スペック</B><BR>        ・フレーム素材：クロモリ<br>             ・フォーク素材：クロモリ<br>             ・ホイール素材：アルミ<br>             ・メインコンポーネント：Campagnolo CHORUS      <br /><br /><B>■パーツ</B><BR>レバー：Campagnolo CHORUS<br>フロントブレーキ：右前<BR>クランク： Campagnolo CHORUS 170mm 52-39T<br />フロントディレーラー：Campagnolo CHORUS  直付<BR>リアディレーラー： Campagnolo CHORUS SS<BR />ブレーキ： Campagnolo CHORUS<BR />スプロケット：Campagnolo CHORUS ATHENA 13-28T 10S<BR />ハンドル(C-C) mm：Cinelli 400mm<BR />ステム(C-C) mm： Cinelli 110mm<BR />シートポスト： Campagnolo<BR>サドル： san marco Rolls<BR>ホイール： MAVIC チューブラー<BR /></font><br><br><br>",【中古】DE ROSA (デローザ)PRIMATO プリマート CHORUS コーラス 10S RED サイズ53（172.5-177.5cm） 完成車【自転車】：クラウンギアーズ楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得【中古】DE ROSA (デローザ)PRIMATO プリマート CHORUS コーラス 10S RED サイズ53（172.5-177.5cm） 完成車【自転車】,【セーフティーメンテナンス1年間無料】。【中古】DE ROSA (デローザ)PRIMATO プリマート CHORUS コーラス 10S RED サイズ53（172.5-177.5cm） 完成車【自転車】[rn]
14-84702,http://tshop.r10s.jp/mapsports-syuppin/cabinet/used_007/3717002636362_1.jpg?fitin=700:700,358400.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【中古】LOOK (ルック) 2010モデル 586 S-RECORD mix 11S サイズS（165-170cm） 完成車 【自転車】,,"<!--検索キーワード--><font color=""#FFFFFF"">(usedsale201608)(used161203)</font><br><font size=2><b>■LOOK（ルック）</b><br>フランスの老舗フレームメーカー。1980年代からカーボンフレームを投入し、カーボン一筋で30年に渡る経験を誇る。技術において大きなアドバンテージを持ち、他社の追随を許さない。トラックレース用フレームでの実績も数多く、2004年のアテネオリンピックでは9個のメダルを獲得する実績をもつ。</font><br><font size=2><br><b>■スタッフおすすめポイント</b><br><br><b>・クリンチャーホイール</b><br><b>経済的でメンテナンス性に優れる規格</b><br>タイヤをリム内側の溝に引っ掛けて取り付けます。<br>タイヤとチューブが別々になっており、パンクした際、チューブの交換のみを行える為、経済的でメンテナンス性に優れています。<br>タイヤやチューブの種類も豊富に用意されているので自分にあったタイヤがみつけやすいのも特徴です。<br>最近はチューブラータイヤの走行性能に迫り、あるいは凌駕するようなクリンチャータイヤも開発されつつあり、ロードレースと違って個人での活動の多いトライアスロンの世界では、トップ選手の間でチューブラーからクリンチャーへスイッチする動きもあるようです。<br><br><b>・コンポーネント Campagnolo</b><br>日本のシマノ、アメリカのSRAMとともに市場を寡占している大手自転車パーツメーカーである。その中でも、最も歴史が古いメーカーです。<br>実用性や高性能を重視するなら、『SHIMANO』。デザイン性や、独自の感性を優先するなら『Campagnolo』。と、いうような選択に分かれる傾向にあります。コンポーネントのグレードで、各メーカーを比較しても、最も高額になる。その為、ブランド化している要素も目立ちます。高級品志向の強い日本人にとっては、『Campagnolo』というだけで、注目されることが多い。<br></font><font size=2><br><br>状態：良上品<BR>シートチューブ長(C-T)※サドルTOP：710mm <BR>トップチューブ長(C-C)：510mm<BR>重量： 7.2kg<BR>適応身長：165-170cm<BR><br><B>■スペック</B><BR>        ・フレーム素材：カーボン<BR>              ・フォーク素材：カーボン<BR>              ・ホイール素材：アルミ(ハブ / リム)<BR>              ・メインコンポーネント：Campagnolo      <br /><br /><B>■パーツ</B><BR>      レバー：Campagnolo SUPER RECORD 11S<br>      フロントブレーキ：右前<BR>      クランク：Campagnolo RECORD 172.5mm 39-53T<BR>      フロントディレーラー：Campagnolo RECORD 10S 直付<BR>      リアディレーラー：Campagnolo SUPER RECORD 11S SS<BR />      ブレーキ： Campagnolo RECORD Dual<BR />      スプロケット：Campagnolo CHORUS 12-25T 11S<BR />      ハンドル(C-C) mm：Deda ZERO100 400mm<BR />      ステム(C-C) mm：Deda ZERO1 100mm<BR />      シートポスト ：-<BR>      サドル：selle itaria Q-bik<BR>      ホイール：FULCRUM Racing7 クリンチャー<BR />      </font><br>      <br>      <br>",【中古】LOOK (ルック) 2010モデル 586 S-RECORD mix 11S サイズS（165-170cm） 完成車 【自転車】：クラウンギアーズ楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得【中古】LOOK (ルック) 2010モデル 586 S-RECORD mix 11S サイズS（165-170cm） 完成車 【自転車】,【セーフティーメンテナンス1年間無料】。【中古】LOOK (ルック) 2010モデル 586 S-RECORD mix 11S サイズS（165-170cm） 完成車 【自転車】[rn]
14-84703,http://tshop.r10s.jp/mapsports-syuppin/cabinet/used_007/3717002613608_1.jpg?fitin=700:700,158400.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【中古】SPECIALIZED (スペシャライズド) 2016モデル TARMAC COMP ターマックコンプ サイズ49（160-165cm） 完成車 【自転車】,,"<font color=""#FFFFFF"">(used161203)</font><br><font size=2><b>■SPECIALIZED (スペシャライズド)</b><br>SPECIALIZED (スペシャライズド)アメリカのカリフォルニアに本拠地を置く自転車ブランド。ロードバイクをはじめMTBまで多くのラインナップを誇る。近年ではレースシーンでトレンドとなりつつあったエアロ形状のバイクVENGEを開発。エアロ形状の先駆けとなった。F1の名門チーム、マクラーレンと共同開発して生み出された同限定車がリリースされるなど話題が尽きないブランド。 </font><br><font size=2><br><b>■スタッフおすすめポイント</b><br><br><b>・クリンチャーホイール</b><br><b>経済的でメンテナンス性に優れる規格</b><br>タイヤをリム内側の溝に引っ掛けて取り付けます。<br>タイヤとチューブが別々になっており、パンクした際、チューブの交換のみを行える為、経済的でメンテナンス性に優れています。<br>タイヤやチューブの種類も豊富に用意されているので自分にあったタイヤがみつけやすいのも特徴です。<br>最近はチューブラータイヤの走行性能に迫り、あるいは凌駕するようなクリンチャータイヤも開発されつつあり、ロードレースと違って個人での活動の多いトライアスロンの世界では、トップ選手の間でチューブラーからクリンチャーへスイッチする動きもあるようです。<br><br><b>・コンポーネント SHIMANO ULTEGRA</b><br>デュラエースに次ぐ2番目のグレード。<br>プロツアーに実戦投入されているDURA-ACEシリーズのテクノロジーを継承しています。11スピード、4アームクランク、左右対称デュアルピボットブレーキ、ポリマーコーティングインナーケーブル、SIL-TECチェーン等、過酷なプロツアーで鍛え上げられた革新の技術を提供。<br>完成車では定価30万円前後のものに採用されることが多いです。<br></font><font size=2><br><br>状態：美品<BR>シートチューブ長(C-T)：460mm <BR>トップチューブ長(C-C)：490mm<BR>重量： 7.9kg<BR>適応身長：160-165cm<BR><br><br><B>■スペック</B><BR>        ・フレーム素材：カーボン<br>              ・フォーク素材：カーボン<br>              ・ホイール素材：アルミ<br>              ・メインコンポーネント：SHIMANO ULTEGRA<br>     <br /><br /><B>■パーツ</B><BR>      レバー：SHIMANO ULTEGRA ST-6800<br>      フロントブレーキ：右前<BR>      クランク：- 170mm 52-36T<BR>      フロントディレーラー：SHIMANO ULTEGRA FD-6800 直付<BR>      リアディレーラー：SHIMANO ULTEGRA RD-6800 SS<BR />      ブレーキ：SHIMANO ULTEGRA BR-6800<BR />      スプロケット：SHIMANO ULTEGRA CS-6800 11-28T 11S<BR />      ハンドル(C-C) mm：SPECIALIZED 400mm<BR />      ステム(C-C) mm：SPECIALIZED 80mm<BR />      シートポスト ：SPECIALIZED<BR>      サドル：SPECIALIZED<BR>      ホイール：FULCRUM RACING LIGHT クリンチャー<BR />      </font><br>      <br>      <br>",【中古】SPECIALIZED (スペシャライズド) 2016モデル TARMAC COMP ターマックコンプ サイズ49（160-165cm） 完成車 【自転車】：クラウンギアーズ楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得【中古】SPECIALIZED (スペシャライズド) 2016モデル TARMAC COMP ターマックコンプ サイズ49（160-165cm） 完成車 【自転車】,【セーフティーメンテナンス1年間無料】。【中古】SPECIALIZED (スペシャライズド) 2016モデル TARMAC COMP ターマックコンプ サイズ49（160-165cm） 完成車 【自転車】[rn]
14-84704,http://tshop.r10s.jp/mapsports-syuppin/cabinet/used_011/3717003060531_1.jpg?fitin=700:700,174400.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【中古】FOCUS (フォーカス)2016モデル CAYO TEAM AG2R カヨ チーム AG2R ULTEGRA 6800 サイズXS（163-168cm） 完成車【自転車】,,"<font color=""#FFFFFF"">(used170330)</font><br> <font size=2><b>■FOCUS (フォーカス)</b><br><br>ドイツのクロッペンブルグに拠点と生産設備を持つ自転車メーカーのFOCUS（フォーカス）。FOCUSの信念である【German Engineered】。それは職人気質をもつ卓越したドイツの技術力と完璧を求める姿勢が品質水準の高さを保証しています。今ではめずらしいドイツ国内で製造されたゲルマン魂が宿った最高のバイクを提供している。</font> <br><font size=2><br><b>■スタッフおすすめポイント</b><br><br><b>■クリンチャーホイール</b><br><b>経済的でメンテナンス性に優れる規格</b><br>タイヤをリム内側の溝に引っ掛けて取り付けます。<br>タイヤとチューブが別々になっており、パンクした際、チューブの交換のみを行える為、経済的でメンテナンス性に優れています。<br>タイヤやチューブの種類も豊富に用意されているので自分にあったタイヤがみつけやすいのも特徴です。<br>最近はチューブラータイヤの走行性能に迫り、あるいは凌駕するようなクリンチャータイヤも開発されつつあり、ロードレースと違って個人での活動の多いトライアスロンの世界では、トップ選手の間でチューブラーからクリンチャーへスイッチする動きもあるようです。</font><br><br><font size=2><b>・コンポーネント SHIMANO ULTEGRA</b><br>デュラエースに次ぐ2番目のグレード。<br>プロツアーに実戦投入されているDURA-ACEシリーズのテクノロジーを継承しています。11スピード、4アームクランク、左右対称デュアルピボットブレーキ、ポリマーコーティングインナーケーブル、SIL-TECチェーン等、過酷なプロツアーで鍛え上げられた革新の技術を提供。<br>完成車では定価30万円前後のものに採用されることが多いです。</font><br><br><br><font size=2> 状態：美品<BR>サドル高：(BB-TOP)：640mm<br />シートチューブ長(C-T)：480mm <BR>トップチューブ長(C-C)：503mm<BR>ヘッドチューブ：115mm<br />重量：-kg<BR>適応身長：163-168cm<BR></font><br><font size=2><B>■スペック</B><BR>        ・フレーム素材：カーボン<br>             ・フォーク素材：カーボン<br>             ・ホイール素材：アルミ<br>             ・メインコンポーネント：SHIMANO ULTEGRA      <br /><br /><B>■パーツ</B><BR>レバー：SHIMANO ULTEGRA ST-6800<br>フロントブレーキ：右前<BR>クランク： SHIMANO ULTEGRA FC-6800 170mm 52-36T<br />フロントディレーラー：SHIMANO ULTEGRA FD-6800 φ31.8mm<BR>リアディレーラー： SHIMANO ULTEGRA RD-6800<BR />ブレーキ： SHIMANO ULTEGRA BR-6800<BR />スプロケット：SHIMANO ULTEGRA CS-6800 11-28T 11S<BR />ハンドル(C-C) mm：fizik CYRANO R3 400mm<BR />ステム(C-C) mm： fizik CYRANO 110mm<BR />シートポスト： fizik CYRANO R3<BR>サドル： fizik ALIANTE R3<BR>ホイール： Vittoria ELUSION クリンチャー<BR /></font><br><br><br>",【中古】FOCUS (フォーカス)2016モデル CAYO TEAM AG2R カヨ チーム AG2R ULTEGRA 6800 サイズXS（163-168cm） 完成車【自転車】：クラウンギアーズ楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得【中古】FOCUS (フォーカス)2016モデル CAYO TEAM AG2R カヨ チーム AG2R ULTEGRA 6800 サイズXS（163-168cm） 完成車【自転車】,【セーフティーメンテナンス1年間無料】。【中古】FOCUS (フォーカス)2016モデル CAYO TEAM AG2R カヨ チーム AG2R ULTEGRA 6800 サイズXS（163-168cm） 完成車【自転車】[rn]
14-84705,http://tshop.r10s.jp/mapsports-syuppin/cabinet/used_010/3717003042513_1.jpg?fitin=700:700,198400.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【中古】TREK (トレック)2015モデル Emonda SL 6 エモンダ SL 6 ULTEGRA 6800 サイズ52（171.3-176.3cm） 完成車 【自転車】,,"<font color=""#FFFFFF"">(used170303)</font><br><font size=2><b>■TREK（トレック）</b><br><br>1976年創業のアメリカでシェアNo.1を誇るスポーツバイクメーカーTREK。軍事・航空宇宙産業で使用されるカーボンを独自のOCLV（超高密度圧縮、超低空隙率）技術により、アメリカの産業の中でも最先端のスケールをロードバイクに落とし込まれるマシンは常に最高の品質と性能を保証する世界最高峰のブランド。</font> <br><font size=2><br><b>■スタッフおすすめポイント</b><br><br><b>・クリンチャーホイール</b><br><b>経済的でメンテナンス性に優れる規格</b><br>タイヤをリム内側の溝に引っ掛けて取り付けます。<br>タイヤとチューブが別々になっており、パンクした際、チューブの交換のみを行える為、経済的でメンテナンス性に優れています。<br>タイヤやチューブの種類も豊富に用意されているので自分にあったタイヤがみつけやすいのも特徴です。<br>最近はチューブラータイヤの走行性能に迫り、あるいは凌駕するようなクリンチャータイヤも開発されつつあり、ロードレースと違って個人での活動の多いトライアスロンの世界では、トップ選手の間でチューブラーからクリンチャーへスイッチする動きもあるようです。</font><BR><font size=2><br><b>・コンポーネント SHIMANO ULTEGRA</b><br>デュラエースに次ぐ2番目のグレード。<br>プロツアーに実戦投入されているDURA-ACEシリーズのテクノロジーを継承しています。11スピード、4アームクランク、左右対称デュアルピボットブレーキ、ポリマーコーティングインナーケーブル、SIL-TECチェーン等、過酷なプロツアーで鍛え上げられた革新の技術を提供。<br>完成車では定価30万円前後のものに採用されることが多いです。</font><br><br><br><font size=2> 状態：美品<BR>サドル高：(BB-TOP)：653mm<br />シートチューブ長(C-T)：493mm <BR>トップチューブ長(C-C)：534mm<BR>ヘッドチューブ：140mm<br />重量：7.37kg<BR>適応身長：171.3-176.3cm<BR></font><br><font size=2><B>■スペック</B><BR>        ・フレーム素材：カーボン<BR>             ・フォーク素材：カーボン<BR>              ・ホイール素材：アルミ<BR>              ・メインコンポーネント：DHIMANO ULTEGRA<BR>     <br /><B>■パーツ</B><BR>レバー：SHIMANO ULTEGRA ST-6800<br>フロントブレーキ：右前<BR>クランク： SHIMANO ULTEGRA FC-6800 170mm 50-34T<br />フロントディレーラー：SHIMANO ULTEGRA FD-6800 直付<BR>リアディレーラー： SHIMANO ULTEGRA RD-6800 SS<BR />ブレーキ： SHIMANO ULTEGRA BR-6800<BR />スプロケット：SHIMANO ULTEGRA CS-6800 11-28T 11S<BR />ハンドル(C-C) mm：BONTRAGER RL 400mm<BR />ステム(C-C) mm： BONTRAGER 90mm<BR />シートポスト： BONTRAGER RIDE TUNED<BR>サドル： BONTRAGER paradigm RACE<BR>ホイール： BONTRAGER RACE クリンチャー<BR /></font><br><br><br>",【中古】TREK (トレック)2015モデル Emonda SL 6 エモンダ SL 6 ULTEGRA 6800 サイズ52（171.3-176.3cm） 完成車 【自転車】：クラウンギアーズ楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得【中古】TREK (トレック)2015モデル Emonda SL 6 エモンダ SL 6 ULTEGRA 6800 サイズ52（171.3-176.3cm） 完成車 【自転車】,【セーフティーメンテナンス1年間無料】。【中古】TREK (トレック)2015モデル Emonda SL 6 エモンダ SL 6 ULTEGRA 6800 サイズ52（171.3-176.3cm） 完成車 【自転車】[rn]
14-84706,http://tshop.r10s.jp/mapsports-syuppin/cabinet/used_009/3717002833808_1.jpg?fitin=700:700,294400.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【中古】Cannondale (キャノンデール)2015モデル SuperSix EVO Hi-MOD スーパーシックス エボ ハイモッド DURA ACE mix サイズ54（173.5-176.5cm） 完成車【自転車】,,"<font color=""#FFFFFF"">(used170123)</font><br><font size=2><b>■Cannondale(キャノンデール)</b><br>1971年に創業されたアメリカ合衆国の自転車メーカー。社名の由来はコネチカット州の駅名。 高品質・高性能のアルミ自転車を開発・製造するメーカーとして強みを持つ。自転車業界の革命児として、革新的なテクノロジーで業界をリードしてきたキャノンデール。ハンドメイドの自転車は業界を問わず、 高い評価を受け続けてきた。キャノンデールの製品を革新的なものにしている多くのアイディアは、スポンサーチームの選手たちのフィードバックと業界トップクラスの生産プロセスから生まれた。その二つのから魅力的な製品を生み出し、既存の製品を改善し続けられている。</font> <br><font size=2><br><b>■スタッフおすすめポイント</b><br><br><b>・クリンチャーホイール</b><br><b>経済的でメンテナンス性に優れる規格</b><br>タイヤをリム内側の溝に引っ掛けて取り付けます。<br>タイヤとチューブが別々になっており、パンクした際、チューブの交換のみを行える為、経済的でメンテナンス性に優れています。<br>タイヤやチューブの種類も豊富に用意されているので自分にあったタイヤがみつけやすいのも特徴です。<br>最近はチューブラータイヤの走行性能に迫り、あるいは凌駕するようなクリンチャータイヤも開発されつつあり、ロードレースと違って個人での活動の多いトライアスロンの世界では、トップ選手の間でチューブラーからクリンチャーへスイッチする動きもあるようです。</font><BR><BR><font size=2><b>・コンポーネント SHIMANO DURA-ACE</b><br>デュラエース (DURA-ACE) は、シマノが開発、製造するロードバイク用のコンポーネントである。シマノではコンポーネントにグレードを設けて販売しているが、その中で最高峰に位置する。<br>また、「Dura-Ace」というモデル名は、ジュラルミン (Duralumin) という素材、Durability（デュラビリティ＝耐久性）と、さらに「世界で一番に」という思いを込めた「エース」に由来している。</font><br><br><font size=2><br>状態：良品<BR>シートチューブ長(C-T)：555mm <BR>トップチューブ長(C-C)：545mm<BR>重量：6.55kg<BR>適応身長：173.5-176.5cm<BR><br><B>■スペック</B><BR>        ・フレーム素材：カーボン<BR>              ・フォーク素材：カーボン<BR>              ・ホイール素材：アルミ(ハブ) / アルミ＆カーボン(リム)<BR>              ・メインコンポーネント：SHIMANO DURA-ACE<BR>     <br /><B>■パーツ</B><BR>レバー：SHIMANO DURA-ACE ST-9000<br>フロントブレーキ：右前<BR>クランク：Cannondale si 172.5mm 50-34T<BR>フロントディレーラー：SHIMANO DURA-ACE FD-9000 直付<BR>リアディレーラー：SHIMANO DURA-ACE RD-9000 SS<BR />ブレーキ：SHIMANO DURA-ACE BR-9000<BR />スプロケット：ULTEGRA CS-6800 11-25T 11S<BR />ハンドル(C-C) mm：Cannondale C1 420mm<BR />ステム(C-C) mm：Cannondale C1 100mm<BR />シートポスト ：Cannondale C1<BR>サドル：fizik ARIONE<BR>ホイール：SHIMANO RS81 C24 クリンチャー<BR /></font><br><br><br>",【中古】Cannondale (キャノンデール)2015モデル SuperSix EVO Hi-MOD スーパーシックス エボ ハイモッド DURA ACE mix サイズ54（173.5-176.5cm） 完成車【自転車】：クラウンギアーズ楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得【中古】Cannondale (キャノンデール)2015モデル SuperSix EVO Hi-MOD スーパーシックス エボ ハイモッド DURA ACE mix サイズ54（173.5-176.5cm） 完成車【自転車】,【セーフティーメンテナンス1年間無料】。【中古】Cannondale (キャノンデール)2015モデル SuperSix EVO Hi-MOD スーパーシックス エボ ハイモッド DURA ACE mix サイズ54（173.5-176.5cm） 完成車【自転車】[rn]
14-84707,http://tshop.r10s.jp/mapsports-syuppin/cabinet/used_010/3717003097421_1.jpg?fitin=700:700,765600.0000,,スポーツ・アウトドア > 自転車・サイクリング > ロードバイク,【中古】PINARELLO (ピナレロ)2015モデル F8 SUPER RECORD EPS サイズ500（168.5-171.5cm） 完成車 【自転車】,,"<font color=""#FFFFFF"">(used170303)</font><br><font size=2><b>■PINARELLO（ピナレロ）</b><br><br>イタリアの名門ロードバイクメーカーで、1953年にジョヴァンニ・ピナレロによって興されたブランド。コルナゴ・ビアンキ・デローザなどと並び、イタリアンバイクの代表格のひとるでもある。東レからカーボン供給を受け、開発されたDOGMAは説明不要のフラッグシップバイク。近年はteam skyでの活躍からアパレルブランドとのコラボなどイタリアメーカーらしいデザインも特長的。</font> <br><font size=2><br><b>■スタッフおすすめポイント</b><br><br><b>・クリンチャーホイール</b><br><b>経済的でメンテナンス性に優れる規格</b><br>タイヤをリム内側の溝に引っ掛けて取り付けます。<br>タイヤとチューブが別々になっており、パンクした際、チューブの交換のみを行える為、経済的でメンテナンス性に優れています。<br>タイヤやチューブの種類も豊富に用意されているので自分にあったタイヤがみつけやすいのも特徴です。<br>最近はチューブラータイヤの走行性能に迫り、あるいは凌駕するようなクリンチャータイヤも開発されつつあり、ロードレースと違って個人での活動の多いトライアスロンの世界では、トップ選手の間でチューブラーからクリンチャーへスイッチする動きもあるようです。</font><br /><font size=2><br><b>・コンポーネント Campagnolo</b><br>日本のシマノ、アメリカのSRAMとともに市場を寡占している大手自転車パーツメーカーである。その中でも、最も歴史が古いメーカーです。<br>実用性や高性能を重視するなら、『SHIMANO』。デザイン性や、独自の感性を優先するなら『Campagnolo』。と、いうような選択に分かれる傾向にあります。コンポーネントのグレードで、各メーカーを比較しても、最も高額になる。その為、ブランド化している要素も目立ちます。高級品志向の強い日本人にとっては、『Campagnolo』というだけで、注目されることが多い。</font><br><br><br><font size=2> 状態：美品<BR>サドル高：(BB-TOP)：613mm<br />シートチューブ長(C-T)：488mm <BR>トップチューブ長(C-C)：525mm<BR>ヘッドチューブ：120mm<br />重量：7.05kg<BR>適応身長：168.5-171.5cm<BR></font><br><font size=2><B>■スペック</B><BR>        ・フレーム素材：カーボン<br />             ・フォーク素材：カーボン<br />             ・ホイール素材：アルミ<br />             ・メインコンポーネント：Campagnolo<br />     <br /><B>■パーツ</B><BR>レバー：Campagnolo SUPER RECORD EPS<br>フロントブレーキ：右前<BR>クランク： Campagnolo SUPER RECORD 172.5mm 50-34T<br />フロントディレーラー：Campagnolo SUPER RECORD EPS 直付<BR>リアディレーラー： Campagnolo SUPER RECORD EPS SS<BR />ブレーキ： Campagnolo SUPER RECORD<BR />スプロケット：Edco 11-27T 11S<BR />ハンドル(C-C) mm：Fizik CYRANO 00 440mm<BR />ステム(C-C) mm： SHIMANO PRO VIBE 100mm<BR />シートポスト： PINARELLO<BR>サドル： MOST Bobcat<BR>ホイール： Campagnolo SCIROCCO クリンチャー<BR /></font><br><br><br>",【中古】PINARELLO (ピナレロ)2015モデル F8 SUPER RECORD EPS サイズ500（168.5-171.5cm） 完成車 【自転車】：クラウンギアーズ楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得【中古】PINARELLO (ピナレロ)2015モデル F8 SUPER RECORD EPS サイズ500（168.5-171.5cm） 完成車 【自転車】,【セーフティーメンテナンス1年間無料】。【中古】PINARELLO (ピナレロ)2015モデル F8 SUPER RECORD EPS サイズ500（168.5-171.5cm） 完成車 【自転車】[rn]
