14-162901,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_144/4969887504451_ll.jpg?fitin=700:700,1451.2000,,スマートフォン・タブレット > バッテリー・充電器 > スマートフォン・タブレット用ACアダプター,サンワサプライ USB充電器(2ポート・合計2．4A) ブラック ACA-IP44BK [ACAIP44BK],,□商品説明<br>●USBポートを2ポート搭載しUSB機器を2台同時に充電できるキューブ型のコンパクトなUSB充電器です。(2ポート合計で最大2.4Aまで)<br>●USB出力は最大2.4A(2ポート合計)まで対応しているので、タブレットの充電にも対応します。<br>　※タブレット充電時は、USB1のポートへ接続し、タブレット単体で充電してください。<br>　※USBケーブルは付属していません。<br>●90°回転するプラグを採用し、プラグは折りたたんで収納することができるのでコンパクトに持ち運べます。<br>●100V～240V電源対応で、海外でも使用できるワールドワイド仕様です。<br>　※海外使用時は渡航先に適合した変換プラグアダプタが必要となる場合があります。<br>□商品仕様<br>●定格入力:AC100V～240V 50/60Hz<br>●定格出力:DC5V/2.4A (2ポート合計)<br>●USBポート数:2ポート<br>●寸法:W3.5×H3.9×D3.0cm<br>●質量:36g,サンワサプライ USB充電器(2ポート・合計2．4A) ブラック ACA-IP44BK [ACAIP44BK]：エディオン　楽天市場店,サンワサプライ USB充電器(2ポート・合計2．4A) ブラック ACA-IP44BK [ACAIP44BK],サンワサプライ USB充電器(2ポート・合計2．4A) ブラック ACA-IP44BK [ACAIP44BK][rn]
14-162902,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_030/4562358072444_ll.jpg?fitin=700:700,1656.0000,,スマートフォン・タブレット > バッテリー・充電器 > スマートフォン・タブレット用ACアダプター,PGA Lightningコネクタ用ダイカットAC充電器 iPhone/iPod用 ミッキーマウス PG-DNYMFI244MKY [PGDNYMFI244MKY],,□商品説明<br>●ミッキーマウスの顔の形とぐるぐる本体にケーブルを巻きつけれるのが特長のMFiを取得したLightiningコネクタ用ダイカットAC充電器です。<br>●ぐるぐる巻きつけて好きな長さでケーブルを固定できるホルダーが付いているので、机上でケーブルがぐちゃぐちゃと邪魔になるのを防げます。<br>●家庭用のコンセントからiPhone/iPodの充電が可能です。<br>●携帯に便利な90°スイングプラグは収納時に引っ掛かりにくいです。<br>●海外対応の100V～240V入力対応です。(別途変換プラグが必要な場合があります)<br>●純正のケーブルよりも20cm長い1.2mのケーブルです。<br>&copy;Disney<br>□商品仕様<br>●対応機種:iPhone 5・iPhone 5C・iPhone 5S、iPod nano 7th・iPod touch 5th<br>●入力:100～240V 50/60Hz<br>●出力:DC5V/1000mA<br>●ケーブル長:1.2m<br>●寸法:W8.3×H7.0×D4.4cm,PGA Lightningコネクタ用ダイカットAC充電器 iPhone/iPod用 ミッキーマウス PG-DNYMFI244MKY [PGDNYMFI244MKY]：エディオン　楽天市場店,PGA Lightningコネクタ用ダイカットAC充電器 iPhone/iPod用 ミッキーマウス PG-DNYMFI244MKY [PGDNYMFI244MKY],PGA Lightningコネクタ用ダイカットAC充電器 iPhone/iPod用 ミッキーマウス PG-DNYMFI244MKY [PGDNYMFI244MKY][rn]
14-162903,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_135/4562358092756_ll.jpg?fitin=700:700,1736.0000,,スマートフォン・タブレット > バッテリー・充電器 > スマートフォン・タブレット用ACアダプター,PGA LightningコネクタAC充電器タフケーブルタイプ 1A ゴールド PG-LAC10A03GD [PGLAC10A03GD],,●安心のアップル認証MFiを取得した美しく、断線に強いケーブルを採用した「Lightningコネクタ AC充電器タフケーブルタイプ1A」です。<br>●タフさの秘密は、強化ナイロンメッシュ素材で被覆した適度に張りのある絡みにくく、断線に強いケーブルを採用。<br>●コネクタ部分にアルミニウムを使用し美しく、高級感のある仕上がり。<br>●ホコリやキズからコネクタを守るキャップ付きでコネクタ長持ち。<br>●コンパクトに折りたためるスイングプラグなど持ち運びにも配慮。<br>●定格入力100V-240Vで海外でも使える。<br>　※別途変換アダプタが必要となる場合がございます。<br>●対応機種:iPhone 6 / 6 Plus / 5s / 5c / 5、iPad Air 2 / iPad Air / iPad(4th generation)、iPad mini 3 / iPad mini 2 / iPad mini、iPod touch(5th generation / 6th generation)、iPod nano(7th generation)<br>●素材:本体/ポリカーボネイト、コネクタ/アルミニウム、ケーブル/強化ナイロンメッシュケーブル<br>●入力:AC100-240V 50/60Hz<br>●出力:DC5V 1000mA<br>●ケーブル長:1.2m<br>●寸法:W2.7×H3.8×D2.7cm<br>●質量:48g,PGA LightningコネクタAC充電器タフケーブルタイプ 1A ゴールド PG-LAC10A03GD [PGLAC10A03GD]：エディオン　楽天市場店,PGA LightningコネクタAC充電器タフケーブルタイプ 1A ゴールド PG-LAC10A03GD [PGLAC10A03GD],PGA LightningコネクタAC充電器タフケーブルタイプ 1A ゴールド PG-LAC10A03GD [PGLAC10A03GD][rn]
14-162904,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_149/4988075580954_ll.jpg?fitin=700:700,2745.6000,,スマートフォン・タブレット > バッテリー・充電器 > スマートフォン・タブレット用ACアダプター,ラスタバナナ 高出力AC充電器 2．1A USBリールケーブル MFI認証 Lightning ブラック RBMFI057 [RBMFI057],,□商品説明<br>●本製品はLightningコネクタに対応したiPhone/iPad/iPod用のリール式ケーブル付属の2.1A高出力USBポートタイプのAC充電器です。<br>●180゜回転収納式プラグです。<br>●付属ケーブルのコネクタ部はUSB Tyep-A(オス)とLightningコネクタ(オス)となっております。<br>●安心のApple社認証品です。<br>●付属ケーブルはパソコンなどに接続することで端末とパソコン間でのデータのやり取りができます。<br>●家庭用コンセントAC100V～240Vに対応しています。<br>□商品仕様<br>●コネクタ形状:USB Tyep-A(オス) - Lightningコネクタ(オス)<br>●電圧:AC100V～240V<br>●出力:2.1A<br>●リールコードの長さ:最大約80cm<br>●本体寸法:W5.7×H4.9×D2.2cm,ラスタバナナ 高出力AC充電器 2．1A USBリールケーブル MFI認証 Lightning ブラック RBMFI057 [RBMFI057]：エディオン　楽天市場店,ラスタバナナ 高出力AC充電器 2．1A USBリールケーブル MFI認証 Lightning ブラック RBMFI057 [RBMFI057],ラスタバナナ 高出力AC充電器 2．1A USBリールケーブル MFI認証 Lightning ブラック RBMFI057 [RBMFI057][rn]
14-162905,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_030/4562358072918_ll.jpg?fitin=700:700,840.8000,,スマートフォン・タブレット > バッテリー・充電器 > スマートフォン・タブレット用ACアダプター,PGA micro USB搭載スマートフォン用AC充電器 ミニーマウス PG-DNYAC291MNE [PGDNYAC291MNE],,□商品説明<br>●かわいいディズニーキャラクター採用のmicro USB搭載のスマートフォン用AC充電器です。<br>●持ち運びに便利なスイングプラグを採用しているので、旅行先やオフィスで使用するスペアに最適です。<br>&copy;Disney<br>□商品仕様<br>●対応機種:microUSB搭載機種<br>●入力:AC100～240V 9-17VA 50/60Hz<br>●出力:DC5V/1000mA<br>●ケーブル長:150cm<br>●寸法:W5.3×H4.8×D1.7cm,PGA micro USB搭載スマートフォン用AC充電器 ミニーマウス PG-DNYAC291MNE [PGDNYAC291MNE]：エディオン　楽天市場店,PGA micro USB搭載スマートフォン用AC充電器 ミニーマウス PG-DNYAC291MNE [PGDNYAC291MNE],PGA micro USB搭載スマートフォン用AC充電器 ミニーマウス PG-DNYAC291MNE [PGDNYAC291MNE][rn]
14-162906,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_030/4562358091971_ll.jpg?fitin=700:700,1451.2000,,スマートフォン・タブレット > バッテリー・充電器 > スマートフォン・タブレット用ACアダプター,PGA コンパクトAC充電器 シルバー PGMFILGAC07SV [PGMFILGAC07SV],コンセントからiPhone、iPad、iPodの充電が行えます。,□商品説明<br>●コンセントからLightningコネクタ搭載のiPhone、iPodの充電ができるAC充電器。<br>●安心のApple認証のMFiライセンス製品です。<br>●出力1A。入力100V～240Vなので海外でも使えます。コード長1.2m。<br>●持ち運びにも便利なコンパクトデザインなのでオフィスのデスクや出張先のホテルなどで使用するスペアに最適です。<br>□商品仕様<br>●対応機種:Lightningコネクタを搭載した機器<br>●入力:AC100-240V 50/60Hz<br>●出力:DC5V 1000mA<br>●コード長:1.2m<br>●寸法:W2.7×H3.8×D2.7cm<br>●パッケージ寸法:W8.5×H13.5×D4cm,PGA コンパクトAC充電器 シルバー PGMFILGAC07SV [PGMFILGAC07SV]：エディオン　楽天市場店,PGA コンパクトAC充電器 シルバー PGMFILGAC07SV [PGMFILGAC07SV],コンセントからiPhone、iPad、iPodの充電が行えます。。PGA コンパクトAC充電器 シルバー PGMFILGAC07SV [PGMFILGAC07SV][rn]
14-162907,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_135/4562358092817_ll.jpg?fitin=700:700,2032.0000,,スマートフォン・タブレット > バッテリー・充電器 > スマートフォン・タブレット用ACアダプター,PGA LightningコネクタAC充電器タフケーブルタイプ 2．1A レッド PG-LAC21A04RD [PGLAC21A04RD],,●安心のアップル認証MFiを取得した美しく、断線に強いケーブルを採用した「Lightningコネクタ AC充電器タフケーブルタイプ2.1A」です。<br>●タフさの秘密は、強化ナイロンメッシュ素材で被覆した適度に張りのある絡みにくく、断線に強いケーブルを採用。<br>●コネクタ部分にアルミニウムを使用し美しく、高級感のある仕上がり。<br>●ホコリやキズからコネクタを守るキャップ付きでコネクタ長持ち。<br>●コンパクトに折りたためるスイングプラグなど持ち運びにも配慮。<br>●定格入力100V-240Vで海外でも使える。<br>　※別途変換アダプタが必要となる場合がございます。<br>●対応機種:iPhone 6 / 6 Plus / 5s / 5c / 5、iPad Air 2 / iPad Air / iPad(4th generation)、iPad mini 3 / iPad mini 2 / iPad mini、iPod touch(5th generation / 6th generation)、iPod nano(7th generation)<br>●素材:本体/ポリカーボネイト、コネクタ/アルミニウム、ケーブル/強化ナイロンメッシュケーブル<br>●入力:AC100-240V 50/60Hz<br>●出力:DC5V 2100mA<br>●ケーブル長:1.2m<br>●寸法:W3.0×H4.3×D3.0cm<br>●質量:62g,PGA LightningコネクタAC充電器タフケーブルタイプ 2．1A レッド PG-LAC21A04RD [PGLAC21A04RD]：エディオン　楽天市場店,PGA LightningコネクタAC充電器タフケーブルタイプ 2．1A レッド PG-LAC21A04RD [PGLAC21A04RD],PGA LightningコネクタAC充電器タフケーブルタイプ 2．1A レッド PG-LAC21A04RD [PGLAC21A04RD][rn]
14-162908,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_030/4562358092015_ll.jpg?fitin=700:700,1768.0000,,スマートフォン・タブレット > バッテリー・充電器 > スマートフォン・タブレット用ACアダプター,PGA コンパクトAC充電器 ブルー PGMFILGAC11BL [PGMFILGAC11BL],コンセントからiPhone、iPad、iPodの充電が行えます。,□商品説明<br>●コンセントからLightningコネクタ搭載のiPhone、iPod、iPadの充電ができるAC充電器。<br>●安心のApple認証のMFiライセンス製品。<br>●高出力2.1Aタイプ。入力100V～240Vなので海外でも使えます。コード長1.2m。<br>●持ち運びにも便利なコンパクトデザインなのでオフィスのデスクや出張先のホテルなどで使用するスペアに最適です。<br>□商品仕様<br>●対応機種:Lightningコネクタを搭載した機器<br>●入力:AC100-240V 50/60Hz<br>●出力:DC5V 2100mA<br>●コード長:1.2m<br>●寸法:W3×H4.3×D3cm<br>●パッケージ寸法:W8.5×H13.5×D4.2cm,PGA コンパクトAC充電器 ブルー PGMFILGAC11BL [PGMFILGAC11BL]：エディオン　楽天市場店,PGA コンパクトAC充電器 ブルー PGMFILGAC11BL [PGMFILGAC11BL],コンセントからiPhone、iPad、iPodの充電が行えます。。PGA コンパクトAC充電器 ブルー PGMFILGAC11BL [PGMFILGAC11BL][rn]
14-162909,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_141/4953103281288_ll.jpg?fitin=700:700,534.4000,,スマートフォン・タブレット > バッテリー・充電器 > スマートフォン・タブレット用ACアダプター,エレコム ケーブル一体型スマホ用AC充電器(1．5m) ホワイトフェイス MPA-ACMAC155WF [MPAACMAC155WF],,□商品説明<br>●家庭用コンセントからスマートフォンやmicro USBコネクタ搭載機器を充電できるAC充電器です。<br>●コンパクトなキューブ型で、3万時間使用できる長寿命(※)設計を実現しています。<br>　※あくまでも電気設計上の寿命であり、製品の寿命を保証するものではありません。<br>●家庭用コンセントからスマートフォンやmicro USBコネクタ搭載機器にそのまま接続して充電できるケーブル一体型です。<br>●未使用時はプラグ部分を折りたたんで本体に収納可能です。<br>●壁面のコンセントに接続してもゆとりのあるケーブル長1.5mを採用しています。<br>●USB協会指定の試験に合格した信頼性の高いUSBコネクタを搭載していますので安心・安全に使用いただけます。<br>　※携帯電話や充電器が濡れた状態で充電すると、異常な発熱・焼損の原因となり大変危険ですのでおやめください。<br>□商品仕様<br>●対応機種:USB-micro Bコネクタ搭載スマートフォン ※2016年6月現在<br>●コネクタ形状(電源出力側):USB micro-B オス<br>●定格入力電圧:AC100-240V 50/60Hz<br>●定格出力電圧:5V<br>●定格出力電流:1A<br>●充電時間:約3.5時間<br>　※バッテリー容量が約2100mAhのスマートフォンを充電する際の目安時間です。<br>●ケーブル長:1.5m<br>●寸法:W3.0×H3.0×D3.0cm(ACプラグ収納時),エレコム ケーブル一体型スマホ用AC充電器(1．5m) ホワイトフェイス MPA-ACMAC155WF [MPAACMAC155WF]：エディオン　楽天市場店,エレコム ケーブル一体型スマホ用AC充電器(1．5m) ホワイトフェイス MPA-ACMAC155WF [MPAACMAC155WF],エレコム ケーブル一体型スマホ用AC充電器(1．5m) ホワイトフェイス MPA-ACMAC155WF [MPAACMAC155WF][rn]
14-162910,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_098/4988075566262_ll.jpg?fitin=700:700,735.2000,,スマートフォン・タブレット > バッテリー・充電器 > スマートフォン・タブレット用ACアダプター,ラスタバナナ スマートフォン・タブレット用AC充電器 USBポートタイプ 2．1A　マゼンタ RBAC087 [RBAC087],,□商品説明<br>●USBポートが搭載された、最大出力2.1アンペアのAC充電器です。<br>●USBポートが搭載された充電器なので、使用する機種に対応したUSBケーブルを使用してスマートフォンを充電する事が出来ます。<br>●本製品は家庭用コンセントAC100V～240Vで機器の充電が可能です。<br>□商品仕様<br>●パッケージサイズ:H165×W60×D25(mm) <br>●本体サイズ:H55×W50×D16(mm),ラスタバナナ スマートフォン・タブレット用AC充電器 USBポートタイプ 2．1A　マゼンタ RBAC087 [RBAC087]：エディオン　楽天市場店,ラスタバナナ スマートフォン・タブレット用AC充電器 USBポートタイプ 2．1A　マゼンタ RBAC087 [RBAC087],ラスタバナナ スマートフォン・タブレット用AC充電器 USBポートタイプ 2．1A　マゼンタ RBAC087 [RBAC087][rn]
14-162911,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_003/4517849009942_ll.jpg?fitin=700:700,1044.8000,,スマートフォン・タブレット > バッテリー・充電器 > スマートフォン・タブレット用ACアダプター,リンケージ DOCKコネクタｰ/FOMAコネクタｰ付ACアダプタ 2FIK01W [2FIK01W],,□商品説明<br>●iPhone4と3Gの携帯を2台同時に充電可能<br>●90～180度に曲がるコンセントプラグ採用<br>□商品仕様<br>●AC100～240V/50/60Hz<br>●DC5.0V 1.0A<br>●51～×56～×17mm<br>●70g<br>●150cm,リンケージ DOCKコネクタｰ/FOMAコネクタｰ付ACアダプタ 2FIK01W [2FIK01W]：エディオン　楽天市場店,リンケージ DOCKコネクタｰ/FOMAコネクタｰ付ACアダプタ 2FIK01W [2FIK01W],リンケージ DOCKコネクタｰ/FOMAコネクタｰ付ACアダプタ 2FIK01W [2FIK01W][rn]
